timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769480750.2019029,SENT,216a49fc-64fc-4a2e-bf7c-1506f7e3c199,fd982960-7542-4380-aa8c-20954e02731c,c1,c4,3385,?,p1,
1769480750.202015,CREATED,1004c1d1-e29f-4476-a828-c3e9da671bee,0869ffcf-f761-432f-8404-22248ef9841b,c1,c4,27,?,?,surb={'id': '7b44a344-986f-462e-8d6c-6d8a2c122a3b', 'route': ['p1', 'e4', 'i7', 'x8', 'p1', 'c1']}
1769480750.2345846,RECEIVED,542dfed0-9f35-428b-8c24-8229f4d86ac5,3e772a28-6044-4980-ada4-057ee61148ef,c3,c1,26,p1,?,surb={'id': '34dc4eca-62fd-4426-bedc-ed3a7ef82086', 'route': ['p1', 'e11', 'i4', 'x11', 'p3', 'c3']}
1769480750.2663815,SENT,863fca58-3c05-4ec8-a37b-97fca80e3252,ad144389-50a9-4791-88b2-6f5765827e3e,c1,c4,3371,?,p1,
1769480750.2664425,CREATED,23c68efa-e1e7-4f1f-98a7-7267a0c2c6e8,e4eb2b1e-1ecb-4d6a-8ed1-e26e3ad4a4cc,c1,c4,27,?,?,surb={'id': 'fac0d462-c7a9-451f-921e-de411edb87f8', 'route': ['p1', 'e12', 'i7', 'x5', 'p1', 'c1']}
1769480750.3090782,RECEIVED,06461435-993c-4fe5-985a-5be3e0fac079,1d8ef470-538e-4f18-99b2-46c58990245c,c2,c1,27,p1,?,surb={'id': 'dbf152d1-e870-4238-81e5-399039c8693e', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769480750.384541,RECEIVED,6cc222f1-1b86-4ad0-b83f-74c3cb728b24,c47b25ef-08b1-421b-bf6c-564ba5b6ec49,c2,c1,27,p1,?,surb={'id': '799ffba1-4f72-41f7-8daa-51cef3d706a3', 'route': ['p1', 'e2', 'i5', 'x7', 'p2', 'c2']}
1769480750.3982692,RECEIVED,c2f08edf-9acc-4c30-bef2-a871e2f02dcd,2cebd5c7-df5f-4cc5-bdd7-3e2a8fffdb60,c5,c1,27,p1,?,surb={'id': '645b8906-db5a-4840-b85a-543e79191f67', 'route': ['p1', 'e8', 'i6', 'x7', 'p2', 'c5']}
1769480750.4505937,RECEIVED,29b4d0e4-5b13-426e-82ae-2cb508d51f15,e939df06-8af5-4009-a76c-28923df399f6,c5,c1,27,p1,?,surb={'id': 'cfe9ddce-2650-405f-85a3-806318943466', 'route': ['p1', 'e1', 'i11', 'x1', 'p2', 'c5']}
1769480750.5127895,RECEIVED,d8ad9128-5363-429e-9565-41711bec9bd5,4e6c76ae-70bb-424d-9d87-27a58a5e8aaa,c5,c1,26,p1,?,surb={'id': '2c45222d-e88b-46c9-a391-235df9ded693', 'route': ['p1', 'e9', 'i3', 'x8', 'p2', 'c5']}
1769480750.5438874,RECEIVED,97e7d82e-1520-4986-8008-c0d3a62f1714,551eb8bd-9d09-4735-85ab-2901d8dcd760,c5,c1,27,p1,?,surb={'id': '7d4613db-3141-4a35-b834-eb044573c633', 'route': ['p1', 'e3', 'i5', 'x9', 'p2', 'c5']}
1769480750.5724208,RECEIVED,24ad307e-9dd2-4703-badb-8aac3695f9b0,5c350b80-ecb3-4ec6-b7be-76c0cc987c31,c4,c1,27,p1,?,surb={'id': '9e931f21-88d5-4909-9f2b-101dbc8e1ce0', 'route': ['p1', 'e10', 'i10', 'x8', 'p1', 'c4']}
1769480750.5884497,RECEIVED,826187f7-d955-499e-8ddb-819ee8f711b8,080f3a3e-61a0-40c4-8e4d-3d36189f0e58,c5,c1,26,p1,?,surb={'id': '3c07237c-b91e-4191-83b0-c19684af3f44', 'route': ['p1', 'e12', 'i8', 'x1', 'p2', 'c5']}
1769480750.6390193,SENT,d0e761da-73ae-4061-b9cc-4974d7b04ba7,c29893a4-dba5-4767-a587-f21aeb336a08,c1,c4,3392,?,p1,
1769480750.639137,CREATED,46d4db7d-d9e6-4152-9c35-63cebb4ed266,a08dc534-cae1-4aea-908c-2b7419632997,c1,c4,27,?,?,surb={'id': '4f1e3d0b-0934-4100-b702-c7b37fcca60b', 'route': ['p1', 'e4', 'i1', 'x4', 'p1', 'c1']}
1769480750.685081,RECEIVED,bc160c96-226c-48db-897d-ebdbc66018b8,e020d25d-c8f3-485d-80b4-a7154e8b7dca,c2,c1,25,p1,?,surb={'id': '900472c3-5d72-4e2a-a9f0-3b4ff3903039', 'route': ['p1', 'e8', 'i6', 'x1', 'p2', 'c2']}
1769480750.6992173,RECEIVED,e956b443-97f0-47d4-8794-a4138338b172,84391a41-da73-4cb7-8e21-e12e05e8852f,c5,c1,27,p1,?,surb={'id': 'dc790497-35d7-4b80-86d2-cb840420654b', 'route': ['p1', 'e12', 'i3', 'x2', 'p2', 'c5']}
1769480750.78799,RECEIVED,0c401e10-4705-4f3d-8854-9e7db83af6ed,fa6c6648-a8ec-45a2-9a59-dec5702f1ddc,c2,c1,27,p1,?,surb={'id': 'b9923132-db53-44b1-8131-cb154afcaaab', 'route': ['p1', 'e2', 'i10', 'x5', 'p2', 'c2']}
1769480750.8125901,RECEIVED,478feaf2-6ca6-48cc-99e7-2bc8587baebe,615406ac-7b82-41a7-8995-8006ee2f60f3,c2,c1,27,p1,?,surb={'id': '4c682175-a5f4-447a-86e1-5c2d98207b2d', 'route': ['p1', 'e12', 'i2', 'x12', 'p2', 'c2']}
1769480750.824916,RECEIVED,574f09f8-263c-4882-81bf-f50b895adb96,e6211010-5051-4775-aaad-f6a329547301,c4,c1,26,p1,?,surb={'id': '886d22b3-f1c8-4997-a2bb-fd24c15771c0', 'route': ['p1', 'e11', 'i2', 'x6', 'p1', 'c4']}
1769480750.8297174,SENT,6d6e7dcb-1c03-49f8-9eec-a6a8d521efd6,e3d9cf68-758b-4e22-8142-26e1563a9d7c,c1,c4,3372,?,p1,
1769480750.8298163,CREATED,81665231-d7c3-4927-a3ea-9af2b743f7c4,49ccad18-6142-425a-ade1-7d24b84babd6,c1,c4,27,?,?,surb={'id': '8956f61a-4836-463d-ae46-4f97354fe8d1', 'route': ['p1', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769480750.918,RECEIVED,45c929ca-7771-4e87-ab68-e39c8f1e8e58,3cee0abd-b28f-42d0-96b5-09fd4ef46a77,c5,c1,27,p1,?,surb={'id': '9e588c24-33d1-45e3-b137-d8703ed73cdb', 'route': ['p1', 'e2', 'i6', 'x4', 'p2', 'c5']}
1769480750.972339,RECEIVED,344bcc91-ff3b-4dd2-80d5-44162a9189dd,735a9448-225b-4cb0-8787-19411cce0765,c4,c1,27,p1,?,surb={'id': '8d69690e-a33f-47b1-b506-a6facc2ba0a3', 'route': ['p1', 'e4', 'i6', 'x8', 'p1', 'c4']}
1769480751.154003,RECEIVED,a4f16491-6b9e-4eaa-96a6-5d55c493d30c,b3a8e66e-dfe5-489e-98b6-7f5dc54ee10d,c2,c1,27,p1,?,surb={'id': '0ae81180-740c-4cb9-a26a-a3fe809bb519', 'route': ['p1', 'e8', 'i9', 'x7', 'p2', 'c2']}
1769480751.161827,RECEIVED,16946d71-1a3e-4a19-b4af-e6533a63b41c,59cbd674-2ca0-40d6-840f-69c5b26ac704,c5,c1,26,p1,?,surb={'id': '6ed7d7c8-3c7e-40a6-aa2f-d5e7c2c909cb', 'route': ['p1', 'e11', 'i10', 'x1', 'p2', 'c5']}
1769480751.2726562,RECEIVED,a70db29a-1f2a-41df-bd97-0e090d7976cd,b585661e-e651-4e7e-832d-e976c3f9059b,c2,c1,27,p1,?,surb={'id': '25e9b85c-aef9-4170-a9f4-fe4c1cce4926', 'route': ['p1', 'e3', 'i9', 'x4', 'p2', 'c2']}
1769480751.301482,RECEIVED,cb1d512f-3037-45bc-82bb-3b6890cf3b05,12bed438-74b8-41ad-8b14-fa910647baa9,c3,c1,27,p1,?,surb={'id': 'cb8c9e00-be51-466d-a9ed-91dda76a08b3', 'route': ['p1', 'e4', 'i6', 'x8', 'p3', 'c3']}
1769480751.3584259,RECEIVED,f0aa5cf3-3e47-4fbe-9094-abb3d13db850,9fc80a77-3ca3-4337-b564-8538371175c9,c5,c1,27,p1,?,surb={'id': '1efc3729-df54-4fc9-ad23-0f92b3aebefd', 'route': ['p1', 'e6', 'i8', 'x2', 'p2', 'c5']}
1769480751.3620071,RECEIVED,c8d90f3e-60c9-4adf-8936-87b122f98ce0,6043c5c2-7f0d-41d2-be8e-e83b53350620,c3,c1,26,p1,?,surb={'id': '39f3a428-00ca-4815-8f62-c215dac3f175', 'route': ['p1', 'e11', 'i2', 'x7', 'p3', 'c3']}
1769480751.3732474,RECEIVED,31b16c7b-fd4d-4c25-bde3-0ff60b902749,a6d9c68a-3d83-4482-a76d-edc344d323e5,c2,c1,27,p1,?,surb={'id': 'eb1694ce-a644-4cde-8735-63e0540ce578', 'route': ['p1', 'e1', 'i9', 'x8', 'p2', 'c2']}
1769480751.4009876,RECEIVED,22cebcb9-519e-45b8-8056-a8b7e08548f2,1ca27433-6814-47da-9ea3-73277690823d,c5,c1,27,p1,?,surb={'id': '44e24f55-8ef0-4748-80ab-44cb4054674b', 'route': ['p1', 'e8', 'i2', 'x7', 'p2', 'c5']}
1769480751.5585527,SENT,0bc0e325-7382-4fb2-b549-d29644f195dc,6daeeac7-5d11-4285-b7c3-38b586c7e976,c1,c4,3388,?,p1,
1769480751.558662,CREATED,e143c7c4-4b28-4b9a-ab2e-9c70f6e5464b,55588106-4532-413c-8428-df3046332b92,c1,c4,26,?,?,surb={'id': '855d340e-123a-4613-bbd1-f55da4801f4c', 'route': ['p1', 'e8', 'i12', 'x12', 'p1', 'c1']}
1769480751.5863655,RECEIVED,2247cacf-e1c6-45a4-abde-5f62865da9cd,eccddb90-1c23-4e04-a898-a68d9ca83e52,c5,c1,27,p1,?,surb={'id': '7ccd09bb-ebd0-4e42-9f02-c9f9b404d569', 'route': ['p1', 'e12', 'i4', 'x4', 'p2', 'c5']}
1769480751.6706383,RECEIVED,9bc50666-e615-4119-84df-8a9cdd5fd8a8,aa0a6a06-ebc0-49b3-817b-9ceaf1847532,c3,c1,26,p1,?,surb={'id': '8702c1c4-fcb9-4d1b-b8ec-bef7373f02f6', 'route': ['p1', 'e8', 'i12', 'x7', 'p3', 'c3']}
1769480751.7408273,RECEIVED,c7804885-f179-4e55-9d75-2845821438b2,6d307eb4-2718-456c-8622-2f76eb0376ff,c4,c1,26,p1,?,surb={'id': '82ea0035-12b8-4be3-9870-ce2a62947496', 'route': ['p1', 'e8', 'i11', 'x4', 'p1', 'c4']}
1769480751.8156662,SENT,d738d0fa-ed49-49e7-acb8-0697d0b9dab6,a0b5a929-5daf-42fa-8474-d9a8f3180201,c1,c4,3376,?,p1,
1769480751.8158138,CREATED,98ad4a62-1101-46f8-9623-88200996aa95,04690ab4-2132-4393-a2eb-a6c62fb12e7e,c1,c4,27,?,?,surb={'id': '7db9f676-ff28-4421-9edc-6afde4b28f21', 'route': ['p1', 'e1', 'i2', 'x5', 'p1', 'c1']}
1769480751.8243465,RECEIVED,6dee8e54-f5c4-4106-8a6f-9a71afdfb36a,452befad-c2bd-49f9-bf06-603f6ed11bec,c5,c1,27,p1,?,surb={'id': '0530b638-e7a9-4ccb-9308-18c186429868', 'route': ['p1', 'e3', 'i8', 'x9', 'p2', 'c5']}
1769480751.967275,RECEIVED,9fe7312d-91f4-4596-83dd-6c4b271ff5f0,f4647e22-6665-4448-ae79-fc909e9ae7e1,c4,c1,27,p1,?,surb={'id': '49ca9270-c54b-4b77-9eb8-9360e7c90d26', 'route': ['p1', 'e6', 'i8', 'x3', 'p1', 'c4']}
1769480752.0293932,RECEIVED,50c4f6f7-194d-4c54-b157-8a4cde75ef40,db0dc661-8738-4eaf-b336-3f660dbdd603,c5,c1,27,p1,?,surb={'id': '51b91695-af3d-4ed4-88d2-7da6373f695a', 'route': ['p1', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769480752.1326652,RECEIVED,9a167259-4a88-44b4-a723-ab442849a1f7,b6a861f0-c781-4e06-a442-5304ceb6d8d7,c4,c1,27,p1,?,surb={'id': '9e312553-1323-4127-a426-91477eb163bf', 'route': ['p1', 'e12', 'i9', 'x11', 'p1', 'c4']}
1769480752.1671212,RECEIVED,1d945ded-dfcc-4246-88fb-aabd63eb1604,9af95688-6c29-41e1-8f01-684f38f737d8,c2,c1,26,p1,?,surb={'id': '48a2f71d-1d14-4bfd-a322-e5a1252c2998', 'route': ['p1', 'e11', 'i3', 'x4', 'p2', 'c2']}
1769480752.210884,RECEIVED,714968f4-310b-43b5-a979-bcd6aaab3e88,57153b17-bf01-4453-96ea-9406cdcc60f2,c2,c1,27,p1,?,surb={'id': 'ede4e2a5-8455-4241-85dd-52b9187677db', 'route': ['p1', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769480752.2784297,RECEIVED,dd4f8694-6b2f-4eb5-911f-4dc6c0c32e48,9cfdc880-3519-4c06-a6c3-b87098487f71,c5,c1,27,p1,?,surb={'id': '1990bfd5-3f18-46cb-bc03-63896ab08479', 'route': ['p1', 'e3', 'i8', 'x6', 'p2', 'c5']}
1769480752.358544,RECEIVED,20cadc94-d34b-4fd5-8bc6-f232abcdeb44,714f3ad0-43ac-4570-94b8-44e90c8c6e32,c4,c1,27,p1,?,surb={'id': '9fbfc183-b39d-4dd9-a012-892b4ca689c1', 'route': ['p1', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769480752.3964021,RECEIVED,122a7f8a-7b77-4b9f-8da4-01e092470a38,53c2ed83-4113-4341-a8ec-4a8868064028,c4,c1,27,p1,?,surb={'id': 'fe345d7a-1aa4-4b78-8685-990e79e50f33', 'route': ['p1', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769480752.4475753,RECEIVED,82548047-0632-49e9-86ba-e82100f8c181,b7a2f44e-34bb-410d-beaf-a4896d64323f,c5,c1,27,p1,?,surb={'id': 'ec4eef87-c599-4cfe-9502-afda4819a51f', 'route': ['p1', 'e5', 'i8', 'x10', 'p2', 'c5']}
1769480752.668479,SENT,fba12faa-4b58-4283-aa40-62bab118da6e,183b5f04-c2a3-4a31-9984-147c18249b02,c1,c4,3391,?,p1,
1769480752.6686594,CREATED,b2c2213a-0ec3-423c-af4b-84a9d73bca4b,a7ff0e88-8cd0-419f-afe1-40e9090f6764,c1,c4,27,?,?,surb={'id': '7f940ea1-544c-461e-9d06-567c8e32ead7', 'route': ['p1', 'e10', 'i2', 'x12', 'p1', 'c1']}
1769480752.7721608,RECEIVED,5270d820-bc36-4e90-bc26-d282db7dbaa4,d3385083-af72-45ba-a1ec-885507865188,c5,c1,27,p1,?,surb={'id': 'db151cce-346b-4340-aa71-17c0b20541f2', 'route': ['p1', 'e4', 'i11', 'x4', 'p2', 'c5']}
1769480752.7920191,RECEIVED,f9d9533b-c020-4e31-a76e-1bb4fe2b8526,96a0da43-ddc9-40da-a2f8-15bff8c7b0bc,c5,c1,26,p1,?,surb={'id': '594936d4-c097-4aea-8f75-e7ea0f7ed609', 'route': ['p1', 'e11', 'i3', 'x4', 'p2', 'c5']}
1769480752.922111,RECEIVED,ba361e20-ef85-439f-9d98-5df159e1c149,4f15a695-0d96-4782-bbc2-380193aa8023,c5,c1,27,p1,?,surb={'id': '2596d247-a4c5-4aeb-b7b5-829ebb31ca50', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c5']}
1769480752.9289877,RECEIVED,c68e4c89-aceb-4799-b497-8244635fe282,c8b3cdb4-2d92-4b92-ab7e-994030495e48,c3,c1,27,p1,?,surb={'id': 'db5087c3-13f6-4f9a-9214-dacf8667d749', 'route': ['p1', 'e5', 'i1', 'x12', 'p3', 'c3']}
1769480752.9379187,SENT,f41246e2-c8e8-464f-ad5f-96c6bf5ce690,ff97e994-816f-493f-bdd4-ff343ef37908,c1,c4,3380,?,p1,
1769480752.9381936,CREATED,2dc673a7-f1eb-40fe-a543-96d05f00d3ea,b23e5c84-7803-47fc-a18c-f9c205bde0f7,c1,c4,27,?,?,surb={'id': 'd25e6787-bb6a-4a8f-8196-1ede62560acb', 'route': ['p1', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769480752.9764583,RECEIVED,10d834dd-a498-4555-9a39-d705bd97810e,9d70737e-149c-4d5f-b1db-0a6e4aa17276,c2,c1,27,p1,?,surb={'id': 'df3f11f5-11ed-4fc8-a1ae-2a12a94d9b52', 'route': ['p1', 'e8', 'i5', 'x12', 'p2', 'c2']}
1769480753.0063193,SENT,0f1c0435-bdae-4315-9001-a71242b3acd6,292dcaaa-8426-4303-8143-6f43c51c25db,c1,c4,3376,?,p1,
1769480753.006433,CREATED,b7645402-cc69-4aa5-b242-81320ffe6d14,0c3c9067-8651-4320-a0ca-ab28fec7606b,c1,c4,26,?,?,surb={'id': 'eca68532-b8ac-4974-b95f-e6f720678e9c', 'route': ['p1', 'e3', 'i11', 'x9', 'p1', 'c1']}
1769480753.0342376,RECEIVED,8e0b46c3-4618-4955-aa97-f4453f80ce05,feeaa250-eb75-4b22-b8c5-194e22f40eca,c3,c1,27,p1,?,surb={'id': 'c6ee5ec6-5388-4e57-82ec-3cb8b6790271', 'route': ['p1', 'e9', 'i7', 'x12', 'p3', 'c3']}
1769480753.148528,SENT,447eebd3-9f91-4e6f-b150-1cf88a9dde9f,1643dc6c-9bdd-40b3-ac1c-140e2c35203e,c1,c4,3384,?,p1,
1769480753.1486075,CREATED,f4e7a623-2d27-41c6-bfed-696b72f37554,8a284f0d-2265-4efd-93ee-5dcfe77a7dc5,c1,c4,27,?,?,surb={'id': '197184de-4696-471a-aa3a-ed4f661df688', 'route': ['p1', 'e8', 'i12', 'x5', 'p1', 'c1']}
1769480753.1615415,RECEIVED,9d6595ab-3f66-4442-b413-b1b1d824c958,f9ba8761-8e06-4473-ac07-3e5262da3b93,c3,c1,27,p1,?,surb={'id': 'a6de0ed4-735f-41e3-a0bd-2c61d88937df', 'route': ['p1', 'e12', 'i5', 'x12', 'p3', 'c3']}
1769480753.1919348,RECEIVED,4d2b1cad-4a61-47a0-96f9-fd04cbeb08fa,a2143322-6c06-491a-bd6f-11ae8c2912eb,c2,c1,27,p1,?,surb={'id': '125ff1dd-ac0c-48f8-8422-f362b47c162f', 'route': ['p1', 'e10', 'i10', 'x12', 'p2', 'c2']}
1769480753.3706417,RECEIVED,9278007f-ca87-4b2a-8787-f94178c6dd2d,38f1803b-8c73-4c66-b7fd-7017539b5696,c4,c1,27,p1,?,surb={'id': '91c690a8-3aa1-46fd-8943-0328e04a9019', 'route': ['p1', 'e12', 'i2', 'x8', 'p1', 'c4']}
1769480753.4329348,RECEIVED,dc8b4550-4868-4eb8-84c6-7c50ff85f4f6,7abbf746-2f91-4c94-801e-456db84453a7,c4,c1,27,p1,?,surb={'id': '5c8e4da6-33c2-477a-b964-1b2a7d74f288', 'route': ['p1', 'e7', 'i9', 'x11', 'p1', 'c4']}
1769480753.454266,RECEIVED,b697ca62-d731-47c9-89d7-7b35b42e7134,132882d7-efb2-482c-b86c-dc6280068622,c5,c1,26,p1,?,surb={'id': '06029ffd-9966-4b77-82b3-bb69f0af8958', 'route': ['p1', 'e9', 'i2', 'x7', 'p2', 'c5']}
1769480753.5308704,RECEIVED,ad338b8b-8701-4f32-a3d2-de5b0bfeb414,1789b618-69b0-4173-8602-094e6b4a86a3,c2,c1,26,p1,?,surb={'id': '673f14ba-ca69-4d5e-b491-752441369972', 'route': ['p1', 'e5', 'i2', 'x6', 'p2', 'c2']}
1769480753.6110902,SENT,b4920491-9d62-4842-8fe2-86f1e891f844,ed98645f-ffb3-4ad5-a01d-c7d6e67f1a0e,c1,c4,3380,?,p1,
1769480753.6111455,CREATED,509bdc0c-12a8-4d64-88ff-430a5bf29b58,0d8fe964-bdd3-47fd-9484-b70d92d45f09,c1,c4,27,?,?,surb={'id': 'ea808cb2-c7c2-43ee-84b2-f5c8e3da5744', 'route': ['p1', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769480754.138922,RECEIVED,86c683c4-fff3-4518-a7e5-ed75d974535a,056894e8-e74f-4240-9d0b-6bfad46fa2eb,c4,c1,27,p1,?,surb={'id': '41052bf7-7d1c-40c3-bcd8-b4687d6ebd96', 'route': ['p1', 'e12', 'i12', 'x3', 'p1', 'c4']}
1769480754.2199984,RECEIVED,3c27e013-121d-4e90-904f-51bbba42cd94,0c27df09-5b5e-4041-9320-b650768a12e7,c2,c1,26,p1,?,surb={'id': '88f8b39f-8bfb-4ecf-afd6-4fb28ad6c02c', 'route': ['p1', 'e6', 'i11', 'x8', 'p2', 'c2']}
1769480754.3251436,RECEIVED,5dcba343-4f95-4b19-8d64-daa5377697b1,98eb977a-a07e-4321-ac48-95031052abcd,c4,c1,27,p1,?,surb={'id': 'f3a95a9c-0e0e-40db-84a7-a0674a021a64', 'route': ['p1', 'e7', 'i5', 'x5', 'p1', 'c4']}
1769480754.3781435,RECEIVED,3c065567-b9f8-4041-9259-6e326040f3d2,9195be55-f317-45b3-9864-20d7ac4cd223,c2,c1,26,p1,?,surb={'id': '3bc64c75-03af-4754-a5e1-fb9405f243f5', 'route': ['p1', 'e7', 'i4', 'x10', 'p2', 'c2']}
1769480754.4415154,RECEIVED,38e1ae18-f775-4289-b77d-440228f05cc4,64eac2c6-5175-4ded-94f7-0d4066e3d2a1,c5,c1,27,p1,?,surb={'id': 'b610fd31-6bfe-4269-a184-cfc9e827d33e', 'route': ['p1', 'e7', 'i2', 'x8', 'p2', 'c5']}
1769480754.4767203,RECEIVED,ee391986-3341-43a0-bf35-e148ade1691f,4ab8270e-fe79-4c34-a1b7-36c6b8608b8d,c5,c1,25,p1,?,surb={'id': '8a6a68b3-8224-400e-bc2b-a53ca9391b6f', 'route': ['p1', 'e1', 'i1', 'x5', 'p2', 'c5']}
1769480754.5772605,RECEIVED,43786c77-1924-40ed-94d6-b34fe3481c1a,df10af96-cff5-4fe5-b8c5-854b821a2383,c4,c1,27,p1,?,surb={'id': 'c3ce9602-7685-45e2-9ba7-47cb56298646', 'route': ['p1', 'e4', 'i10', 'x2', 'p1', 'c4']}
1769480754.5916717,RECEIVED,66e1d00c-f5ba-45d0-963c-15288c37d8ca,93f8e34f-6a95-48d1-a47c-0309a66fc699,c2,c1,27,p1,?,surb={'id': '03b3104e-1470-43bb-bbe6-88f62f923ed4', 'route': ['p1', 'e1', 'i4', 'x1', 'p2', 'c2']}
1769480754.6947932,RECEIVED,c65fe031-59ca-41c7-96ec-f4abc327d65b,f0c89b84-3fa1-445c-867e-299c264d1a12,c2,c1,27,p1,?,surb={'id': 'a7b1ded2-1849-4688-96d5-f423c7a7ec1d', 'route': ['p1', 'e3', 'i8', 'x1', 'p2', 'c2']}
1769480754.7001734,RECEIVED,c35d7718-8332-42e7-a2d6-28209b6a878a,f981de6e-62cd-49b5-8f75-1694d6c6da99,c3,c1,27,p1,?,surb={'id': '829f994c-74f7-481e-a4f2-449fa81cf6a0', 'route': ['p1', 'e4', 'i5', 'x2', 'p3', 'c3']}
1769480754.8390365,RECEIVED,5d90d24b-4084-4fc7-87d4-7c02ae362983,fc883425-b9af-46da-8a86-f2bc84608b6b,c3,c1,27,p1,?,surb={'id': 'a3e726cf-1eb9-4331-afd2-e31cdd7a60d4', 'route': ['p1', 'e2', 'i5', 'x3', 'p3', 'c3']}
1769480754.9633539,RECEIVED,3eeb8c01-3962-49cf-8bc5-a6162c7c3445,051028c9-a07f-4905-9f30-ebc5723b04f8,c3,c1,25,p1,?,surb={'id': '53d57dea-a921-4549-a81a-09107e670489', 'route': ['p1', 'e6', 'i7', 'x10', 'p3', 'c3']}
1769480755.057966,RECEIVED,34cdd5ed-bd78-439f-8f4b-307488f73a39,cb8479e3-bc1f-4ee4-a8aa-c0a5fabfe064,c4,c1,27,p1,?,surb={'id': '1767ffab-d40a-40ce-b20c-0bd6c4994601', 'route': ['p1', 'e4', 'i2', 'x11', 'p1', 'c4']}
1769480755.183609,SENT,9a736a17-f359-4759-9b05-7c657079f9ef,58982177-3fe2-4965-9992-e851a7a3cef8,c1,c4,3404,?,p1,
1769480755.1837516,CREATED,9457aac4-c201-45c9-89dc-a41fcec80919,36ec0c80-a98d-4fa7-969f-c16a2e78ae96,c1,c4,27,?,?,surb={'id': '4ad47c3d-2142-4605-afc3-2b2b5fa38a4e', 'route': ['p1', 'e7', 'i12', 'x11', 'p1', 'c1']}
1769480755.19952,RECEIVED,dd0b139e-72da-4344-a919-9f591d776dff,9285d4eb-5ce1-4552-89ec-41b4024035c9,c3,c1,27,p1,?,surb={'id': '2bed0a94-9437-4a7f-a6c8-a8bd390e3032', 'route': ['p1', 'e12', 'i10', 'x4', 'p3', 'c3']}
1769480755.2255023,RECEIVED,ee50aae5-5662-41d9-97f3-2c9acc841ccc,ff721c3f-5053-45ca-9c46-bc912633a322,c3,c1,27,p1,?,surb={'id': '0e8db5ff-eb7a-4010-af1b-6b55b1a8c89f', 'route': ['p1', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769480755.6384299,RECEIVED,61a2fec6-2bfe-4d6b-9098-e750726883f6,52fb37b4-563f-4b17-ba8a-75171deb5cce,c3,c1,27,p1,?,surb={'id': '789927b6-b33f-4db5-98e0-bc17c70d2499', 'route': ['p1', 'e7', 'i2', 'x4', 'p3', 'c3']}
1769480755.8059576,RECEIVED,686ff40b-5b23-4021-ac0e-f7306329bb60,3c1dc2a6-e73c-4339-be55-0c7d93fc1376,c3,c1,27,p1,?,surb={'id': 'd681b376-d8b1-4d0b-bc3d-df841eb10825', 'route': ['p1', 'e1', 'i11', 'x6', 'p3', 'c3']}
1769480755.8087015,RECEIVED,48649b36-82bc-49be-9b70-4e424cec0028,cb391a75-bcb7-4c76-ac18-4609a01a615b,c3,c1,27,p1,?,surb={'id': 'e2dd67fc-3386-49d3-8dec-72c33659fe77', 'route': ['p1', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769480755.828255,RECEIVED,6245400e-ed78-4758-93bb-4e25885e469d,794f1f50-1a93-42ec-8ba9-8e2977ef61f5,c4,c1,27,p1,?,surb={'id': 'b2a815cf-2ffa-4e56-be47-d7243224ff5c', 'route': ['p1', 'e12', 'i11', 'x4', 'p1', 'c4']}
1769480755.8616462,RECEIVED,17cf3889-d062-40f3-a35e-985781f85b6e,8e9ad525-1598-4305-8c6b-a150e447b95d,c3,c1,27,p1,?,surb={'id': '210a4236-7a4c-4fc8-9611-7dea512f5fda', 'route': ['p1', 'e9', 'i9', 'x11', 'p3', 'c3']}
1769480755.9695623,RECEIVED,5c6b06a4-15ad-4935-b0bf-f898574206f3,29473d1b-bec0-44dd-9198-daee884cc454,c3,c1,27,p1,?,surb={'id': 'c22e4339-492d-4982-aa5e-f2c6610a9f67', 'route': ['p1', 'e8', 'i8', 'x7', 'p3', 'c3']}
1769480756.054135,SENT,fa0703cb-61b5-401a-8dba-2667210e6377,658b967a-22a3-48d2-8298-9447e5750da5,c1,c4,3380,?,p1,
1769480756.0542886,CREATED,e683295d-34ff-4c2c-b80c-66ca85718da6,dad79ea5-d7f5-421d-a802-90e5519eecf0,c1,c4,27,?,?,surb={'id': '097251ae-cbd5-420f-8b58-2212f321b20b', 'route': ['p1', 'e11', 'i10', 'x2', 'p1', 'c1']}
1769480756.1047235,SENT,2f0fce8d-6ad6-4ba0-9d9e-1c615cabbb0a,e2f2453f-8981-4b60-9214-40565cfc6653,c1,c4,3376,?,p1,
1769480756.1048756,CREATED,6a33170e-b256-4f12-b9df-712dca9343e9,6280b228-f3c6-49c6-8b6e-42ca4e678ce5,c1,c4,27,?,?,surb={'id': '3ec58f5a-18d4-440d-b191-3ee353a16e1e', 'route': ['p1', 'e3', 'i6', 'x6', 'p1', 'c1']}
