timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769480451.1343634,RECEIVED,f7d920fc-8f17-4b6e-a1be-ddb7af0563b3,d2016b8d-6437-4161-aa9e-857ebe0294ab,c2,c1,27,p1,?,surb={'id': 'dce0f3cd-5d99-4bff-a30a-79af4792ff41', 'route': ['p1', 'e10', 'i11', 'x12', 'p2', 'c2']}
1769480451.2015615,SENT,50d6cae9-3924-4d6a-8fec-9c71aac6b234,e5bfb006-46a1-4f20-aeb3-fdb81a166186,c1,c4,3391,?,p1,
1769480451.2016578,CREATED,abe926a5-fb69-4783-a1dd-57cbf6c31ef3,e6281ead-73e6-482e-b6dd-93787fec5aa5,c1,c4,27,?,?,surb={'id': '11f1c51c-fa26-44b1-b85d-eade35bde402', 'route': ['p1', 'e5', 'i10', 'x10', 'p1', 'c1']}
1769480451.2336655,SENT,c535b253-f099-4ba5-966f-69adc4592222,b80a3d0a-4c9a-4d70-aa94-b4ade26fa9ae,c1,c4,3389,?,p1,
1769480451.233727,CREATED,d982fda1-c570-4b32-bdc8-1f8638ba15d1,d1877232-d1d1-41b3-bb62-53252147e365,c1,c4,27,?,?,surb={'id': '2a0b6802-8646-4ea5-a074-183c731f36cb', 'route': ['p1', 'e11', 'i9', 'x5', 'p1', 'c1']}
1769480451.308669,RECEIVED,d9dd9de6-dd65-4fcc-932b-d6ce4d2f3c3c,ed0b779c-1c52-4441-85b1-c1a72a36fecf,c4,c1,27,p1,?,surb={'id': 'd4954d13-6078-421c-a2c2-252e8f12dd8c', 'route': ['p1', 'e3', 'i2', 'x9', 'p1', 'c4']}
1769480451.3542814,RECEIVED,76edc465-60d8-41f0-9654-7447d4175b5f,00261c82-8f6b-4500-8927-a22bae166d0d,c2,c1,26,p1,?,surb={'id': '88298977-16a8-45fb-94f0-765264bf6c65', 'route': ['p1', 'e2', 'i1', 'x9', 'p2', 'c2']}
1769480451.4069111,RECEIVED,a3a73415-395f-4f18-95fb-8d172f84a6d5,71571d5a-7d61-4eca-8f89-edd056658509,c2,c1,27,p1,?,surb={'id': '4844d685-8cf9-4056-aec0-191af354d78f', 'route': ['p1', 'e1', 'i10', 'x8', 'p2', 'c2']}
1769480451.4465873,RECEIVED,d56d4d9f-ab06-4796-8295-4012e10daee4,bb26175c-e237-4450-b979-42f042267e55,c5,c1,26,p1,?,surb={'id': '6a02ada5-0a0c-43b2-8c15-f10946fcd7c5', 'route': ['p1', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769480451.493011,RECEIVED,780de47e-b8b8-4607-80ec-4dcfbd7cbcbb,9f2f25a6-324e-4fd8-a103-37e77b33dd64,c2,c1,27,p1,?,surb={'id': '6eff9606-4755-447d-9ea7-e31022b31f9a', 'route': ['p1', 'e3', 'i9', 'x1', 'p2', 'c2']}
1769480451.5772192,RECEIVED,9d2eb9d3-6f00-48ec-9aaf-e6c4288787b0,91adccab-688d-40da-b661-e49e36f56d0f,c3,c1,27,p1,?,surb={'id': '384e23a1-f185-47b5-8bc4-222d35c4bf8a', 'route': ['p1', 'e4', 'i3', 'x11', 'p3', 'c3']}
1769480451.6133428,SENT,695ec864-9748-49e4-8aa4-addd60d863c6,2fb1257e-058f-4eb2-93b1-fbfe94876d42,c1,c4,3380,?,p1,
1769480451.6136312,CREATED,72a47818-5fc4-4619-b35b-ecbf7c2576dc,d67f1da7-910a-4cfd-bf1e-b0866a359de4,c1,c4,27,?,?,surb={'id': '142d7036-97cc-44b5-8675-fc947ad39b1c', 'route': ['p1', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769480451.9658644,RECEIVED,7aa2ab42-ea0e-414a-8c8e-48dfd0a810bd,d089f9e3-082c-435c-b867-ede8d1786e71,c2,c1,26,p1,?,surb={'id': '4b5eeaae-bd60-4d19-a1a7-fdb065faee8f', 'route': ['p1', 'e1', 'i9', 'x12', 'p2', 'c2']}
1769480452.0149415,RECEIVED,3cb6c804-3398-4f7b-969b-d9926d120f3a,de768187-b2ed-445e-9302-55f8dea18a55,c4,c1,27,p1,?,surb={'id': '247e83d3-7284-49a4-b1b0-83ea68c9b3e0', 'route': ['p1', 'e4', 'i7', 'x1', 'p1', 'c4']}
1769480452.066783,RECEIVED,7d6ff792-3321-413f-9c83-8bcbafd0112f,62e1a896-899b-4fcf-b135-fe3a23411c3c,c3,c1,27,p1,?,surb={'id': '5fdbada7-ad0c-48c7-a26e-9082b324677f', 'route': ['p1', 'e12', 'i3', 'x11', 'p3', 'c3']}
1769480452.202526,RECEIVED,254a95f4-08a6-4acb-9a83-4093a258c890,d9520f1a-2533-4a03-9f6f-defab7851898,c4,c1,27,p1,?,surb={'id': '4293981b-1190-4fb2-b419-ac98fc281ffc', 'route': ['p1', 'e4', 'i9', 'x12', 'p1', 'c4']}
1769480452.2278838,RECEIVED,1da3684c-04df-4be8-9079-fee517f48f24,7edbe28a-00af-47ce-acfc-1d62b2f64454,c2,c1,23,p1,?,surb={'id': 'a543a572-a135-4523-af30-12ec36015067', 'route': ['p1', 'e6', 'i6', 'x12', 'p2', 'c2']}
1769480452.2614446,RECEIVED,8dca455b-63d6-4a91-9f26-43a2f2c7bf63,8d6e9419-670b-4a50-ba8e-c13767219c27,c4,c1,27,p1,?,surb={'id': '60d65205-57f8-4c54-bd94-b23330f5bbcb', 'route': ['p1', 'e8', 'i1', 'x8', 'p1', 'c4']}
1769480452.3160172,RECEIVED,80f5405a-90a4-441d-a7e9-d392fdd5dde6,e22db117-6142-4728-b326-b3a7e2d50bc8,c2,c1,27,p1,?,surb={'id': 'b3e4a4dd-80f6-41b7-a19f-b7eaf09e4d39', 'route': ['p1', 'e4', 'i7', 'x10', 'p2', 'c2']}
1769480452.46538,RECEIVED,8889def5-5825-4aa9-afee-9b7f9d29e3dd,1fb74b11-1173-4891-9201-cc866f1b571c,c3,c1,26,p1,?,surb={'id': '0504113a-7c75-494e-9248-7c1432ce4559', 'route': ['p1', 'e2', 'i10', 'x10', 'p3', 'c3']}
1769480452.7414606,RECEIVED,b8efbdf0-e528-41e2-a348-9255faadaeba,72d4d258-95d1-46ae-8382-bdcee8ecc460,c3,c1,27,p1,?,surb={'id': 'f522c559-35c8-46c7-845c-7c6ab6de2f32', 'route': ['p1', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769480452.8292937,RECEIVED,97df62b4-d9bc-4370-88de-248591d7ccc5,7154f67a-bffa-462f-9bed-3c09a0ec999c,c5,c1,26,p1,?,surb={'id': '529cbc1c-b1e8-4544-9f5d-472ab3154abb', 'route': ['p1', 'e1', 'i4', 'x1', 'p2', 'c5']}
1769480452.8465972,RECEIVED,0f24bf5b-64bc-402e-94cd-234702778f46,8b068606-55ed-44e4-a88a-aed58e9cd344,c4,c1,27,p1,?,surb={'id': '743bb9e8-d49e-4913-9458-a00621061674', 'route': ['p1', 'e7', 'i3', 'x11', 'p1', 'c4']}
1769480453.0174005,SENT,99a6c703-1d1c-46ea-835f-78fa6e5186bd,cf0c20b4-44a1-4d2a-adba-b41d6d819f11,c1,c4,3400,?,p1,
1769480453.0175314,CREATED,83c894d0-f6c1-48a5-b25c-f9da6d15bd1a,baea0fb2-1a0a-4be1-9a52-5341cd3aa8f0,c1,c4,27,?,?,surb={'id': '69a46203-e992-41fa-a8b3-23d91a7c1b3e', 'route': ['p1', 'e1', 'i1', 'x2', 'p1', 'c1']}
1769480453.058296,RECEIVED,50be4fd2-bf82-4cf0-b9c0-04ffa216609e,8f17daf3-9fad-4db0-bb46-dc8dea8bbb1c,c4,c1,27,p1,?,surb={'id': 'a7ee8e43-60a7-491b-8e0d-e4a945b65144', 'route': ['p1', 'e11', 'i12', 'x11', 'p1', 'c4']}
1769480453.0711958,RECEIVED,eb1480bf-320e-4002-b3f5-053d452bf9b0,f0a94dec-2da0-4974-ba78-5adfede3de85,c2,c1,26,p1,?,surb={'id': '8c5167c8-e8ed-442e-a88d-9d28bf7e9410', 'route': ['p1', 'e9', 'i10', 'x3', 'p2', 'c2']}
1769480453.1859062,RECEIVED,f7f3e04a-94a9-4ccd-bda6-eca1c80734bd,67542803-00ce-41f5-a4fd-bbd188aa3c6f,c4,c1,26,p1,?,surb={'id': '76facfde-cf08-476b-9835-d98a5bbafd55', 'route': ['p1', 'e4', 'i10', 'x2', 'p1', 'c4']}
1769480453.1996543,RECEIVED,505ab539-3cde-4148-b7d0-711c41e2862b,aee72a8d-551e-4a99-8084-e722f213080b,c4,c1,27,p1,?,surb={'id': '8ef27b69-e491-49b7-be1e-63fefb0b0027', 'route': ['p1', 'e9', 'i3', 'x7', 'p1', 'c4']}
1769480453.305696,RECEIVED,828dc32a-f4ac-46c7-a999-94e6d08b40a0,a72e5f3b-f9a4-4de7-a3fd-9be3f64dcfb2,c2,c1,27,p1,?,surb={'id': '137d32f0-387f-40ce-b3b2-3cfb2a51a29c', 'route': ['p1', 'e4', 'i4', 'x5', 'p2', 'c2']}
1769480453.312208,RECEIVED,1a26b2cb-cec6-48bc-93b0-e632b1356e3b,e768aed4-3be9-4048-b24f-257304eab8e2,c5,c1,27,p1,?,surb={'id': '2915cf05-2f56-4554-9d7e-f27c31acbeb7', 'route': ['p1', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769480453.3717384,SENT,1adc27bd-de3b-4305-a12c-5d00b2863f5b,12e2cd9d-b6c9-4ea2-a48c-55984d6bc538,c1,c4,3376,?,p1,
1769480453.371885,CREATED,fc38d428-9cc2-4b80-9b09-2f1ae23f77a4,5ef6a3f1-e870-48db-aaf5-35b8e1263a62,c1,c4,27,?,?,surb={'id': 'f429b99d-d47a-497f-ab26-6373a5dbe994', 'route': ['p1', 'e5', 'i11', 'x3', 'p1', 'c1']}
1769480453.4117737,RECEIVED,321a5108-85fc-4648-86de-d23b21089b6f,d4ad80f7-3905-45f9-a552-b131d85d8886,c4,c1,27,p1,?,surb={'id': '1d14f197-cad3-4f5c-8ae0-cf95492df721', 'route': ['p1', 'e9', 'i1', 'x2', 'p1', 'c4']}
1769480453.4422038,RECEIVED,e3045d0d-f873-4809-925f-8ff93f5a72b1,960d728b-36a3-40ed-adaa-a91e34fc9258,c5,c1,27,p1,?,surb={'id': 'af7da1a7-724c-443d-9dbf-503a8abe2adc', 'route': ['p1', 'e7', 'i11', 'x3', 'p2', 'c5']}
1769480453.4810026,RECEIVED,c8ff82b6-80af-4562-a9ba-482be5e1205a,b4e4b188-6712-4863-a8a3-ade0bc2492c0,c5,c1,27,p1,?,surb={'id': 'f6705fc1-dc8e-4f55-8450-96551083c21f', 'route': ['p1', 'e11', 'i3', 'x3', 'p2', 'c5']}
1769480453.488519,RECEIVED,edc2339f-85b8-4712-b7f1-1154a4944c91,bf799e64-334e-4528-aeda-dc35ab8f3d6e,c3,c1,27,p1,?,surb={'id': 'c99dac25-c87e-4a5a-a066-231da1f7d816', 'route': ['p1', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769480453.5045922,RECEIVED,d685ebca-f570-40e6-8fab-ce30a5cc8de2,034ad975-2305-4125-a6e6-93938765d3f3,c2,c1,27,p1,?,surb={'id': 'df361050-8aa1-4c52-8705-ea3361d6e819', 'route': ['p1', 'e10', 'i9', 'x9', 'p2', 'c2']}
1769480453.6090736,RECEIVED,6a949b3f-ed23-4f2c-8018-2807eb8ef340,b103437d-e455-43b3-814f-436724369636,c3,c1,27,p1,?,surb={'id': '49326985-b939-4acc-bca0-315884ff204b', 'route': ['p1', 'e11', 'i7', 'x11', 'p3', 'c3']}
1769480453.702296,RECEIVED,11e5cbb5-d77d-44b5-b101-1dfe2fc5c00c,48979784-f26c-4656-95c3-e767e8f0f174,c3,c1,27,p1,?,surb={'id': '0957b091-1e24-4e97-a7a6-064932cbf96b', 'route': ['p1', 'e1', 'i5', 'x2', 'p3', 'c3']}
1769480453.7326026,RECEIVED,ab8566b9-100a-446f-901d-86502090fffb,2cf5d3e3-24bf-4104-a8a5-0fcb29eaeab1,c4,c1,26,p1,?,surb={'id': '75f9f0fa-fd04-4c05-a91c-3de8004e7c58', 'route': ['p1', 'e1', 'i8', 'x11', 'p1', 'c4']}
1769480453.87943,RECEIVED,4fe12456-4c5a-4489-8069-2d25ad24c89f,e8875f10-72ca-427d-afe8-d085c995378e,c2,c1,27,p1,?,surb={'id': '464cea93-16b5-446b-ac4b-8760668c5918', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769480453.909149,RECEIVED,d81f1fb6-494c-4509-96b8-6a92063f6741,545d0105-f4ed-4807-a1eb-c0fded8bf434,c2,c1,27,p1,?,surb={'id': '2d1203bf-7ba6-4b3b-b838-a7c53ddeea44', 'route': ['p1', 'e3', 'i11', 'x3', 'p2', 'c2']}
1769480453.9174988,RECEIVED,0919e17c-ddc6-4211-91bc-9cc77a67e260,0a0e91a3-c4a7-402a-835b-d35cbf964cab,c4,c1,27,p1,?,surb={'id': '53a34f0e-ffea-44f1-9c4e-041a149e9829', 'route': ['p1', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769480453.9444146,SENT,8d501d7c-83de-4f69-a815-f755196b8f8a,d2cb4614-1f23-4fa8-938b-e75bff3a21f4,c1,c4,3357,?,p1,
1769480453.9445646,CREATED,42e649e9-6999-4bff-af49-ab584b0edc6e,efd6c630-5559-4ab8-a06c-34be8dccf1ab,c1,c4,27,?,?,surb={'id': '2902ec09-78a4-4bd6-8e87-5ae66572fa6b', 'route': ['p1', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769480454.0566406,RECEIVED,64782343-9c30-48af-8114-79c4489d4ebc,da981c37-9fe7-4417-8bf9-484c99c34134,c5,c1,27,p1,?,surb={'id': '606a2a12-4285-4a11-bf0f-22f0e95f2de6', 'route': ['p1', 'e2', 'i3', 'x3', 'p2', 'c5']}
1769480454.4855163,SENT,4ec05ff3-bf4d-4c64-b1ca-8322fd31c429,b907aafa-661c-4265-8fcb-8148da7be25b,c1,c4,3387,?,p1,
1769480454.4856646,CREATED,04e00333-844f-4f6b-a7b5-fc3cd6593409,8353b112-d85e-4702-be03-fd5bb0fc9ff0,c1,c4,27,?,?,surb={'id': '5abf07b9-4f00-4195-9250-dce3bae2936e', 'route': ['p1', 'e5', 'i10', 'x12', 'p1', 'c1']}
1769480454.629777,RECEIVED,3c99b257-7593-4f0e-a5c1-518d0bfea38b,33c5ee92-0e3f-4a55-892a-43e927c7321f,c2,c1,27,p1,?,surb={'id': '3daee0ac-dc84-462e-a856-7995b820dd4d', 'route': ['p1', 'e8', 'i12', 'x11', 'p2', 'c2']}
1769480454.8045156,RECEIVED,98cafbff-06d2-474d-96a7-bc3eac529d1f,28f94693-20c0-4512-8fc4-049af3635bf1,c5,c1,26,p1,?,surb={'id': 'a502cef8-a408-463d-b7aa-1bf91decc9be', 'route': ['p1', 'e1', 'i11', 'x8', 'p2', 'c5']}
1769480454.8886876,SENT,cb0f9baa-eb80-4bad-b851-7e8ebc005d37,426e8e8a-52ef-482a-8dd2-322b1a76e2e2,c1,c4,3383,?,p1,
1769480454.8888392,CREATED,81d925cc-d997-4ccb-b209-42720ae2b84c,ecb59211-7d9d-4224-b2d2-02c47061e94a,c1,c4,27,?,?,surb={'id': 'e9ab5638-ef54-49df-83ad-58f953506670', 'route': ['p1', 'e8', 'i4', 'x3', 'p1', 'c1']}
1769480454.9114027,RECEIVED,b6d7d6eb-a1eb-43b5-a623-60346a5f1593,6ff51e4f-d75e-4adc-af37-95907924c283,c3,c1,26,p1,?,surb={'id': '0c7c9a84-75da-4e87-b391-dd8614eaa003', 'route': ['p1', 'e11', 'i9', 'x9', 'p3', 'c3']}
1769480454.9780748,SENT,e73ca4e2-53c0-4f13-b523-a1b7c6b0e8a3,2b939e19-b3d4-4d01-97da-36a36dd82dca,c1,c4,3372,?,p1,
1769480454.9781535,CREATED,6bd1fe7e-8b8b-405e-af0d-a83c30cfd2a1,7021c216-44a4-4cb8-b1d1-a1045c054e2a,c1,c4,27,?,?,surb={'id': 'b112afb9-4475-450e-b694-d5eb162cf8ae', 'route': ['p1', 'e2', 'i7', 'x6', 'p1', 'c1']}
1769480455.0476322,RECEIVED,c55f367b-6d7e-4dd8-858a-9d572d4e6d42,aeba61e5-a66d-45c5-a8a1-b8e46b699da4,c3,c1,26,p1,?,surb={'id': '76aab805-fc26-4bfb-b47a-01d9e8852b5e', 'route': ['p1', 'e8', 'i8', 'x3', 'p3', 'c3']}
1769480455.1113641,RECEIVED,1fdec788-51f7-42f9-b1ef-928654291135,179a4235-14a6-4e30-bad6-8aab80e4a3d3,c2,c1,27,p1,?,surb={'id': '67d09ff6-136d-4f7a-883c-8458cadf55e4', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c2']}
1769480455.1404123,RECEIVED,e04960b0-307b-409d-8e3c-4e2d46f3e771,656eb1ab-c4fc-4c80-97d7-16f9be6084e8,c5,c1,27,p1,?,surb={'id': '4a94c099-503c-4e1b-9422-9c4e99a00ab5', 'route': ['p1', 'e11', 'i11', 'x11', 'p2', 'c5']}
1769480455.2785013,RECEIVED,0fb26b1a-c736-4c8a-a874-87bcab593dd4,2868f4d9-51fb-4a96-b0da-95e918b7bd2c,c3,c1,27,p1,?,surb={'id': 'f826b001-4d63-4bff-976c-c439323527e9', 'route': ['p1', 'e12', 'i6', 'x10', 'p3', 'c3']}
1769480455.3422384,RECEIVED,a8da0eb1-c95c-4e05-977d-f49a5fe7e8ae,0abcf550-b1c6-40c3-a940-4a600e79352d,c3,c1,27,p1,?,surb={'id': 'f865a15c-e9b7-4892-b945-82cc5d97cd10', 'route': ['p1', 'e5', 'i12', 'x3', 'p3', 'c3']}
1769480455.4837918,RECEIVED,b55535c1-64c2-4d2e-a82c-b141814765bc,4de0a41e-93ea-4e12-a07c-44d4bae4d772,c2,c1,27,p1,?,surb={'id': '8219bfb3-7e45-4b24-8098-4f97099f6cca', 'route': ['p1', 'e5', 'i11', 'x9', 'p2', 'c2']}
1769480455.5126472,RECEIVED,5a2f85c5-6bcd-40dc-a640-29a517e32e6c,e05edf1d-6e02-4a3d-95bc-a025d3333790,c3,c1,27,p1,?,surb={'id': 'f52ffa20-6482-4270-b4b8-a8677946ac12', 'route': ['p1', 'e1', 'i1', 'x9', 'p3', 'c3']}
1769480455.5337067,RECEIVED,b4e12abc-a669-4907-8115-423854413f70,a5ca3201-d83d-44b2-826e-6d7f3dd1c328,c4,c1,27,p1,?,surb={'id': 'c6a40d96-f364-4d13-9ea7-2ae229b925ae', 'route': ['p1', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769480455.6325178,RECEIVED,1fa85435-9cdb-4339-828e-a92887e48f70,b59a5c43-ef99-496f-b5bd-915e2baf5eaf,c2,c1,27,p1,?,surb={'id': 'e43be8d8-6fee-41d5-86d0-ca656c5ff82e', 'route': ['p1', 'e5', 'i4', 'x1', 'p2', 'c2']}
1769480455.663868,RECEIVED,aa0738f6-e565-48ed-a91c-6f008560215c,6a2c668f-688f-4974-adde-b6c572054b1c,c2,c1,26,p1,?,surb={'id': '636ac0c0-eb6d-4e5f-83ca-23c6ee395786', 'route': ['p1', 'e2', 'i12', 'x10', 'p2', 'c2']}
1769480455.8289948,SENT,9857d337-fb8b-436b-8b42-9e77ed88ea2c,794524a7-fff5-4d7d-bd41-7e700007319c,c1,c4,3377,?,p1,
1769480455.82918,CREATED,43ddf70f-b912-4a3b-8c9d-3f4a2f0c7a97,1d5b3e89-1b0f-4b4e-be84-8c06f916191d,c1,c4,27,?,?,surb={'id': '2f366cb9-f094-4601-95ba-067e0510fb9b', 'route': ['p1', 'e2', 'i5', 'x6', 'p1', 'c1']}
1769480456.1543725,RECEIVED,72898179-0e13-4caa-b3d9-7abc8cbc885c,1782fe26-b010-4900-84c1-a0371e4ecc54,c3,c1,27,p1,?,surb={'id': 'b8268f13-c459-4665-85c4-542a406b0f1d', 'route': ['p1', 'e7', 'i4', 'x6', 'p3', 'c3']}
1769480456.1725988,RECEIVED,6034099b-c9da-4be3-9f00-9f6cc1e2bb6d,49303409-5a62-47cb-bbc2-55c38c3f4433,c2,c1,27,p1,?,surb={'id': '29fd4df5-14b2-4ac1-a55a-f87149f9edb4', 'route': ['p1', 'e3', 'i7', 'x6', 'p2', 'c2']}
1769480456.2958188,RECEIVED,c7fe9a9c-3a3e-4f1a-99be-20c47054064a,6831c406-7d9c-4a42-8595-364c4978e9cd,c5,c1,27,p1,?,surb={'id': '02cfc932-96c5-481a-90e0-cc43ea759d96', 'route': ['p1', 'e1', 'i6', 'x7', 'p2', 'c5']}
1769480456.3260374,RECEIVED,a2f06e88-e9d2-4713-9899-708dd2e48694,96f30b85-60cf-405a-9739-8b9625da2f7c,c4,c1,26,p1,?,surb={'id': '587459cc-081e-4d0d-802f-416f2c8b5e26', 'route': ['p1', 'e2', 'i12', 'x10', 'p1', 'c4']}
1769480456.3729315,SENT,5516f674-aa0e-4359-84ce-dd80a03807a3,ba1237ca-4a0f-4381-b0af-14e8a3a360a2,c1,c4,3401,?,p1,
1769480456.373103,CREATED,2606e78b-baf3-4860-b62f-900169057189,93e16ded-7014-41a1-9b1c-733c871f8890,c1,c4,26,?,?,surb={'id': '85a677f9-c3c3-4a9c-beeb-2e5bfc6223ca', 'route': ['p1', 'e12', 'i11', 'x9', 'p1', 'c1']}
1769480456.5120852,RECEIVED,847b4228-715f-47b0-b38a-d24697c5123b,094a7a19-b0f6-4ebf-9d7b-832ee09724b7,c5,c1,27,p1,?,surb={'id': '2da7d362-a0ab-40bb-891b-ca527c8c560c', 'route': ['p1', 'e5', 'i6', 'x2', 'p2', 'c5']}
1769480456.6581404,RECEIVED,192a3c6c-bce4-431d-ab58-cb6375f6d15a,003e2caa-de39-4c1d-af38-613b7dfc5fc7,c3,c1,27,p1,?,surb={'id': 'bc3dc43b-50f7-4027-8f78-78a4863135b0', 'route': ['p1', 'e5', 'i10', 'x2', 'p3', 'c3']}
1769480456.7794204,SENT,79e42a5c-f8d8-45c0-96de-af356ef162ce,f009e943-b348-4782-84c5-f09754ca8b42,c1,c4,3395,?,p1,
1769480456.7795196,CREATED,bb9a6c8b-cee3-4899-b5c4-69a1e74d068c,0014c777-0445-4fd9-8ed7-271861219fd3,c1,c4,27,?,?,surb={'id': '34895ae3-de94-4d76-9ace-cf24b986985c', 'route': ['p1', 'e2', 'i11', 'x9', 'p1', 'c1']}
1769480456.8598375,RECEIVED,72fb15b5-0615-44de-ae7d-6bdb26eeb7a4,7bf0be2c-39cb-4695-b32b-8ad2c47f957a,c5,c1,27,p1,?,surb={'id': '34e05fce-86fd-465f-95ec-aac84bf2efdd', 'route': ['p1', 'e3', 'i1', 'x4', 'p2', 'c5']}
1769480456.8921723,RECEIVED,bbfbeb82-89be-4d00-972f-3fa2a1a3ec6f,a6504322-b5fa-4067-8bbc-e935bed6d68d,c4,c1,26,p1,?,surb={'id': 'ce6bad03-bb4e-455f-a05f-1ac27877840c', 'route': ['p1', 'e10', 'i12', 'x8', 'p1', 'c4']}
1769480457.1179638,RECEIVED,5c331629-9aaa-4589-a739-a6d283e30623,3995ba41-1e5c-48a2-aa18-e145dfcb77d4,c4,c1,27,p1,?,surb={'id': '0b7fa17e-eadd-4627-9427-aa73fc5a9b72', 'route': ['p1', 'e7', 'i8', 'x8', 'p1', 'c4']}
1769480457.133123,RECEIVED,a1dc4103-42d9-40be-8599-18be3a914b26,34c484a9-d7c0-42de-a70a-c0770aa29ad1,c4,c1,26,p1,?,surb={'id': 'b527f36a-346f-4bde-b002-2148392b71d6', 'route': ['p1', 'e8', 'i7', 'x7', 'p1', 'c4']}
1769480457.1747513,RECEIVED,db8e9651-67dc-474a-aba7-77d59c8c2c2a,0d7d2d8c-4288-42c0-b7f9-29af2bbc8da1,c4,c1,27,p1,?,surb={'id': 'b1285263-7fa5-4564-9336-13ffa1d00d5f', 'route': ['p1', 'e11', 'i3', 'x2', 'p1', 'c4']}
1769480457.221847,RECEIVED,6c3b6a22-376e-43b0-bb29-e6dbd7236ffb,ff0dddd4-5dac-4444-9d90-c5c3f413207f,c4,c1,26,p1,?,surb={'id': 'c9d15ec1-9abd-4f56-a3fe-52c2984509f1', 'route': ['p1', 'e9', 'i3', 'x6', 'p1', 'c4']}
1769480457.503846,RECEIVED,70b177f5-5343-4c1a-84f2-2ed88ac60f19,d68c7841-f93b-4ecd-bbc8-17615e2dda07,c2,c1,27,p1,?,surb={'id': '061af1fb-de53-4442-9a63-f72f28f02b2b', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769480457.565256,RECEIVED,01935138-19f2-4a37-8617-2034d67fafc8,468b02b2-711b-4727-b059-79ebee32017d,c3,c1,27,p1,?,surb={'id': 'c2b6c8d5-483e-4e7c-ad1d-faedf27d411c', 'route': ['p1', 'e6', 'i4', 'x12', 'p3', 'c3']}
1769480457.6153736,RECEIVED,c7f311a4-2560-4794-b416-22fb5211a19a,bc22f93f-0ae0-4963-b704-ba9bb920eecd,c3,c1,27,p1,?,surb={'id': 'bdd7c0c0-74f7-4b45-aff5-74b6b2ab316c', 'route': ['p1', 'e5', 'i9', 'x4', 'p3', 'c3']}
1769480457.6350212,RECEIVED,45f6a8af-8508-43d5-9f55-af19a381ee61,d0e5f827-1302-4d06-a3e9-9a36cf8a8866,c5,c1,26,p1,?,surb={'id': 'f573940e-4742-46ed-a278-2d68c08eb9f5', 'route': ['p1', 'e9', 'i1', 'x9', 'p2', 'c5']}
1769480457.6374254,RECEIVED,c9debf27-3d8c-4e9f-bebe-13a8da356405,37aa640f-0063-439e-94b7-4bd2bde62e27,c4,c1,27,p1,?,surb={'id': '4b282cd7-f6cd-479a-b585-343a1d2a8423', 'route': ['p1', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769480457.7472649,RECEIVED,d43c2077-661a-438e-9293-5d506a05bb46,8886cc18-859c-4269-a8c8-e108af3cdfff,c5,c1,26,p1,?,surb={'id': '8af3220d-fee0-4e20-aa20-6b2cd53b6adb', 'route': ['p1', 'e10', 'i4', 'x2', 'p2', 'c5']}
1769480457.7615492,RECEIVED,8cf8133c-fece-4187-aab7-23ec821eeaaa,6121b408-9800-4fa8-9c9f-ccf81891e599,c2,c1,27,p1,?,surb={'id': 'db57a34d-8131-45a7-b200-6096a701465d', 'route': ['p1', 'e3', 'i1', 'x4', 'p2', 'c2']}
1769480457.7643628,RECEIVED,2932b8ff-9d70-4649-8e17-3d0d231eeb56,8fc86f54-1392-4c23-80cb-a83a452b8e5e,c3,c1,27,p1,?,surb={'id': 'bbafbdbb-6c11-431f-b136-2eee71a41728', 'route': ['p1', 'e1', 'i2', 'x12', 'p3', 'c3']}
1769480457.849426,RECEIVED,38461ff7-764c-4888-bbf9-0219fcdfa1b1,9608f0bd-e920-496a-a360-06d2a721f1d5,c3,c1,27,p1,?,surb={'id': '3d8aa28c-94d4-4804-b815-4258a0bc7625', 'route': ['p1', 'e12', 'i5', 'x2', 'p3', 'c3']}
1769480457.9462438,SENT,30223564-f29e-44f3-ace3-2fe592796322,a0807a9e-612c-4a4a-9126-59a838981074,c1,c4,3384,?,p1,
1769480457.946644,CREATED,b8965004-df79-4c6f-8339-f6bb984078e3,b5dead57-2ae7-4747-8fe0-1a9d51384124,c1,c4,26,?,?,surb={'id': '6a514839-17f8-4115-b8fc-a4085fa4c509', 'route': ['p1', 'e12', 'i5', 'x5', 'p1', 'c1']}
1769480458.047423,RECEIVED,f1e3b322-c8d4-431f-9e43-994f3b0a26b8,ce7846cb-f931-4edf-8707-deb15d1704fc,c2,c1,27,p1,?,surb={'id': 'b25395b1-74a0-4382-9f09-d7f69ff8cb22', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c2']}
