timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741539.4981272,RECEIVED,c5ae6e73-d84c-4061-a6fd-d1d6984c6ae3,55554cac-8528-4e4c-855f-dcbfe9d2a25b,c3,c1,27,p1,?,surb={'id': '704c713d-b8c1-43fb-b695-ffd69a0f3bfe', 'route': ['p1', 'e5', 'i10', 'x1', 'p3', 'c3']}
1769741539.58619,RECEIVED,49cdf592-3076-4e68-9991-72508555b485,59b9c384-9a88-447b-bc56-fcba4eb402fb,c5,c1,27,p1,?,surb={'id': '4fb5e1b2-d45e-4699-96d9-a79f23be7b53', 'route': ['p1', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769741539.6015885,RECEIVED,b53f52fc-44cb-45aa-ba7c-e7e169b8cd72,a19a5e52-82c9-4f89-96d7-a9f9a6cd80ee,c3,c1,27,p1,?,surb={'id': '334b4b5c-498a-468d-8b03-f310d160c7ba', 'route': ['p1', 'e8', 'i3', 'x12', 'p3', 'c3']}
1769741539.750674,SENT,f56a7874-9c25-44b4-91a4-4ecedb036f80,689c2b33-4fd0-439e-bd84-a78f2a0266d3,c1,c2,3363,?,p1,
1769741539.750832,CREATED,e3d99095-39b5-4e96-ab68-65b903eeba60,b3e9aa7f-8f98-4eee-a610-1eda6836d30d,c1,c2,26,?,?,surb={'id': '75022b6d-73ee-4217-9d93-7213443576f3', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c1']}
1769741539.7533484,RECEIVED,51dfb6e7-8a84-4257-a429-9d9b1a84bdc7,308a5726-5575-4f50-98a8-ab9e4c06031f,c3,c1,27,p1,?,surb={'id': 'c2a2e452-36f4-48ec-ba23-0648cb1d2c92', 'route': ['p1', 'e1', 'i2', 'x8', 'p3', 'c3']}
1769741539.7994523,SENT,db0c7d96-aa76-43b3-a173-007189cd6975,e934356d-9f86-4c8c-a832-cf20c5331dd2,c1,c2,3372,?,p1,
1769741539.7995865,CREATED,eea4d7da-8004-4f1d-aff6-e34bcf8f2f76,34651843-daf5-4f48-9aa0-2b7d6f797a97,c1,c2,27,?,?,surb={'id': 'cb4c46d1-772c-4347-8f25-305d9afbc73b', 'route': ['p2', 'e4', 'i3', 'x4', 'p1', 'c1']}
1769741539.8073108,RECEIVED,88254ef2-635b-4289-a768-acae4015ff2c,4c77a61a-6443-42ee-8296-d590ea2874a4,c5,c1,27,p1,?,surb={'id': '74546853-844f-4f86-a99c-1f4393eebe8b', 'route': ['p1', 'e4', 'i6', 'x6', 'p2', 'c5']}
1769741540.3454664,SENT,f92a9fe0-42ec-4352-88a7-4761668c2164,62d28934-2c3e-42fd-9da4-c57d3d7bca5f,c1,c2,3379,?,p1,
1769741540.3455696,CREATED,1544bc2d-75eb-4076-8224-12d4b4fe11b4,d740f8b6-8700-43dc-aabe-44f3f301604d,c1,c2,27,?,?,surb={'id': 'f37fbd64-234a-47fd-b200-0bb61c6eb86c', 'route': ['p2', 'e5', 'i7', 'x12', 'p1', 'c1']}
1769741540.3706722,SENT,8add6121-435a-4229-b7db-dd9925792657,84bf4ee4-4ed5-475a-9699-a901bf3fcb56,c1,c2,3380,?,p1,
1769741540.370752,CREATED,465da5f5-3bac-4c04-a213-e1bf7f9bc823,b0e3dafb-59b6-433b-82a0-e0a49372681b,c1,c2,27,?,?,surb={'id': '1f30a6de-5a64-4c20-bc15-d5ac0e77513c', 'route': ['p2', 'e9', 'i11', 'x2', 'p1', 'c1']}
1769741540.3834004,SENT,b1cc0335-c821-43c2-abeb-80d1d558f1e9,7b180351-d710-4df8-bdbd-a7a8b9d11385,c1,c2,3401,?,p1,
1769741540.3834817,CREATED,aee9b5d2-7b4f-4f60-8388-241fb1ba74d9,fdd9ef5b-ab65-4601-8194-a1299aef1a44,c1,c2,27,?,?,surb={'id': '0cf7ac96-6df8-425c-bd9d-87d46f706994', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769741540.543257,SENT,5641eed3-65f4-4df9-a81b-8cc330eef555,041cef52-fca8-4aea-a874-1d47c98591b8,c1,c2,3376,?,p1,
1769741540.5433917,CREATED,79cb1f53-588a-4f42-a0a0-cc4ae09e84d3,463d7b7d-bf6c-4c53-9d93-81f97452526d,c1,c2,26,?,?,surb={'id': '5484a78a-85b5-4417-8592-35a6364d45f1', 'route': ['p2', 'e2', 'i7', 'x2', 'p1', 'c1']}
1769741540.556462,RECEIVED,e2424a19-4423-471a-86bf-5f0d365c1043,61dd2109-9426-45a2-ae84-dc281a86a199,c4,c1,27,p1,?,surb={'id': '527c8490-333d-47ef-b631-52158cfc119d', 'route': ['p1', 'e3', 'i11', 'x6', 'p1', 'c4']}
1769741540.588334,SENT,360ac7e2-41c0-44df-9bf7-25ea5618a30e,9743868a-14ae-43b9-b5fb-65d4ca5123c0,c1,c2,3398,?,p1,
1769741540.588415,CREATED,65d16209-3999-484c-a432-ba616b48c779,5c3a3f45-64f4-492e-ac63-3b4937460895,c1,c2,27,?,?,surb={'id': '2e1bece1-8477-47ba-8166-942080850808', 'route': ['p2', 'e8', 'i10', 'x5', 'p1', 'c1']}
1769741540.6882439,SENT,a9b9c05a-1345-4643-a1c9-cc3191b6c653,508f0bac-2809-422c-9535-5f084e0a6906,c1,c2,3383,?,p1,
1769741540.6883771,CREATED,2bd77d54-fcbd-4cec-8cbc-58d9c97a4654,3e4de7ea-d8a9-459d-b898-84ec62cbbf1f,c1,c2,27,?,?,surb={'id': '00c34608-8ebf-469f-a225-8e0c3a44bffc', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c1']}
1769741540.7597787,RECEIVED,3a4d4499-7f32-418b-9b8d-a4592fc6338e,c04893d3-3330-4fae-82bd-b0c3ea308fe0,c4,c1,27,p1,?,surb={'id': 'b02e16d9-8d4c-4fb5-8513-dcf865d7238b', 'route': ['p1', 'e1', 'i7', 'x6', 'p1', 'c4']}
1769741540.871093,SENT,d4c52957-7091-4a8d-8853-f28ae2901056,7b213d2d-9a0a-4a5f-a86c-ba6ed6360191,c1,c2,3371,?,p1,
1769741540.8712232,CREATED,079bbe4e-cf60-4986-a5e2-cf774bb94d8d,806771c6-1318-4873-b778-e3c26dc6963b,c1,c2,26,?,?,surb={'id': 'f2fa2c2d-07f0-49c8-ae12-fd59f64324e3', 'route': ['p2', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769741541.215855,SENT,69c5306d-bf80-4c51-86a2-accf1d570e3e,a77cba20-d5af-4e9f-b19a-46ae53913f35,c1,c2,3375,?,p1,
1769741541.2160015,CREATED,8bee55b3-f369-4437-bba3-ec4998bb9d46,1f78c317-70bf-4c67-8741-018f3fba638b,c1,c2,27,?,?,surb={'id': '66d1f343-88ac-4201-a4bf-14623b210728', 'route': ['p2', 'e6', 'i5', 'x8', 'p1', 'c1']}
1769741541.255584,RECEIVED,70022cb9-462a-4d3f-8e67-b1f81342229f,afb6a757-e53c-4533-b791-428000d6afa6,c5,c1,26,p1,?,surb={'id': 'ea4cdb0c-4cd1-4acd-a5cb-6f2a97b358e9', 'route': ['p1', 'e3', 'i11', 'x4', 'p2', 'c5']}
1769741541.312483,SENT,7c47b35c-cead-4d92-a047-561002944100,1ff64248-2f82-4e44-be50-912815a37038,c1,c2,3375,?,p1,
1769741541.312687,CREATED,8a0c17ba-0d67-4ef3-96a2-799e10d8d1c7,7bb54122-7f89-45a0-a7e0-abf7d9e083cb,c1,c2,27,?,?,surb={'id': '261cc20c-d261-4f0a-abf9-8ff7853a50d6', 'route': ['p2', 'e5', 'i5', 'x2', 'p1', 'c1']}
1769741541.3292167,RECEIVED,df77afe5-6c8e-463d-a9d6-3fb882490a4e,dff3fa35-6571-4468-9285-c5579398a3e6,c4,c1,27,p1,?,surb={'id': 'f86e1df7-b37a-444a-bacb-5d229426d951', 'route': ['p1', 'e10', 'i3', 'x3', 'p1', 'c4']}
1769741541.3705144,SENT,8cb47c59-4463-49e3-901c-e6f28e870480,2474e214-2e39-46e4-9d1e-04eadb57f3af,c1,c2,3364,?,p1,
1769741541.3706183,CREATED,8f0e7cc2-c149-411c-8897-41e569d42f60,f04bb45b-a19a-43e7-ba69-324d47dbe43b,c1,c2,27,?,?,surb={'id': '231e526c-338c-4902-abb7-8d4b77c53f7e', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769741541.3742492,RECEIVED,d91f579e-b7b4-43ca-9ed7-021bd13bb455,e15343e4-b7ae-4f6f-a473-a43180fa2eba,c3,c1,26,p1,?,surb={'id': 'd20b7214-1d5b-4155-9aeb-1adb5807ec2c', 'route': ['p1', 'e3', 'i10', 'x1', 'p3', 'c3']}
1769741541.3826182,RECEIVED,3984e8d9-42d6-41ba-a6ea-0f816311a8d3,2b939422-6851-4c53-a7ff-f1a63805ef66,c4,c1,27,p1,?,surb={'id': '2b6ecd65-5819-460d-8a9c-ecdbf7e7902d', 'route': ['p1', 'e5', 'i2', 'x3', 'p1', 'c4']}
1769741541.666253,RECEIVED,9efde340-1f9d-422f-b13c-aa26b3c11cff,50dc3233-e705-4f71-9df6-892fa5fe2ba0,c3,c1,27,p1,?,surb={'id': '52ddb518-093f-492b-8604-07b0d8cda6bb', 'route': ['p1', 'e10', 'i4', 'x12', 'p3', 'c3']}
1769741541.7708397,SENT,fc2f0a17-36b2-414c-a736-fab0202e8f00,295a9f43-92fb-4fd3-9c15-416fd91c45af,c1,c2,3383,?,p1,
1769741541.7709446,CREATED,37e32872-5710-4ffb-b4cb-00a453ff22c0,e1571d00-de9a-410a-9982-e2691c10a2e3,c1,c2,27,?,?,surb={'id': 'b7b4b43e-d270-4617-87a8-33ebd48f288a', 'route': ['p2', 'e12', 'i5', 'x3', 'p1', 'c1']}
1769741541.9196808,RECEIVED,670ed151-9e60-430b-ba87-fab57a505c33,56bfbab7-8732-47d9-bb98-ea97b943d906,c3,c1,27,p1,?,surb={'id': 'c6b6db92-fa58-44dd-9d7d-b2d622e9a474', 'route': ['p1', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769741541.9507508,RECEIVED,61cca530-40dd-42b0-8ee0-69d519390839,ac55c9e9-ec84-413e-9d38-3cdf35e5c8af,c5,c1,27,p1,?,surb={'id': '55603cab-2319-416f-acf7-e64258ab8bf5', 'route': ['p1', 'e12', 'i11', 'x5', 'p2', 'c5']}
1769741542.2344823,RECEIVED,9c236f5e-ba65-4bf9-87d4-1c6fdde48abd,b73f8918-a4e8-4950-b7af-285f1a91f651,c3,c1,26,p1,?,surb={'id': 'b7cc854c-eb59-42b7-86e4-ef762bc987cd', 'route': ['p1', 'e5', 'i2', 'x4', 'p3', 'c3']}
1769741542.2509043,RECEIVED,a0b34c26-617e-4c96-86bc-46ccac5ce693,7730cc60-0513-417e-8fe5-7992d0bca265,c3,c1,27,p1,?,surb={'id': '2b1a5ffc-57fe-45fd-91de-5ec413ad5d1f', 'route': ['p1', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769741542.2990682,RECEIVED,e9834cd0-f319-47d5-94d5-b1c020763c53,9e5e4469-f761-4f41-b863-d77e1d1b2a70,c5,c1,26,p1,?,surb={'id': '94fe9863-4185-4c17-979f-1683adc2436c', 'route': ['p1', 'e8', 'i8', 'x1', 'p2', 'c5']}
1769741542.3753095,RECEIVED,88e365c8-d12e-49d7-a8a5-1786092565ac,f3add10f-a3fd-4c5a-8411-ae97df4dc48a,c5,c1,27,p1,?,surb={'id': 'fe82d673-3045-4e54-b218-93e1e0fe916b', 'route': ['p1', 'e11', 'i10', 'x6', 'p2', 'c5']}
1769741542.3856707,RECEIVED,94f0ce87-e33e-4f44-85a6-f64337bf7af4,27db0257-1336-437f-b3eb-504d3fa6520d,c3,c1,26,p1,?,surb={'id': '9e5d12ae-70f2-4b1c-afe9-b44e6e805230', 'route': ['p1', 'e10', 'i2', 'x12', 'p3', 'c3']}
1769741542.422923,RECEIVED,a9725f8c-27b7-45a5-bfec-090ceeb39e2a,ca3c64d3-65bf-44e3-afda-89f012c6cc4d,c3,c1,27,p1,?,surb={'id': '7399234e-7383-44f2-a7b9-b1873f87447a', 'route': ['p1', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769741542.4763522,RECEIVED,6430beec-4156-4b66-bcff-27029dd7cf04,fe30e643-4ee4-48e5-a429-d802e79a7284,c3,c1,27,p1,?,surb={'id': '4f80b4e3-3a6c-4e8f-b67b-c32ca3ff0797', 'route': ['p1', 'e12', 'i9', 'x12', 'p3', 'c3']}
1769741542.5095704,RECEIVED,1fbfc822-86b2-4f2b-afd4-4234d45caa56,f71bf5a6-8109-4e3b-9810-17f0dd3d5076,c4,c1,27,p1,?,surb={'id': 'fc553bca-8fa8-4da4-8b63-e1d6a65f8670', 'route': ['p1', 'e8', 'i7', 'x8', 'p1', 'c4']}
1769741542.561065,RECEIVED,ea347825-687d-41d2-be6e-46cf8eb45231,fb083d78-8353-4bb7-9192-970647852ca9,c5,c1,27,p1,?,surb={'id': 'cbc1a9be-4935-4d1a-9113-d452b58b4bf5', 'route': ['p1', 'e6', 'i5', 'x1', 'p2', 'c5']}
1769741542.7300227,RECEIVED,23a2668f-177f-4bba-ac59-1ee1e65086cd,3512fe93-c13e-4475-9784-9545ae2a3db4,c5,c1,26,p1,?,surb={'id': '45fe77b1-6796-42ea-ad7c-e6893b1023b4', 'route': ['p1', 'e5', 'i9', 'x3', 'p2', 'c5']}
1769741542.8227367,RECEIVED,be73c4a3-7f3e-4647-b558-baccf079da73,594f6b01-430d-4344-82d4-59b92558acd4,c5,c1,27,p1,?,surb={'id': '1956704a-ffc7-474c-8e96-75ed9b346cf9', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769741542.8751523,SENT,ffee1878-3647-4190-8c2c-c93f4a5bfbea,f430ab7c-6c18-45fc-8f3c-c678f526b5c6,c1,c2,3367,?,p1,
1769741542.8753204,CREATED,fa00f475-b1b9-4594-a610-f91a0bdf2652,3142b977-2828-4a69-bf01-245fa5e9e48d,c1,c2,27,?,?,surb={'id': 'ff6d0213-f410-4a21-9040-f6e5e8a69cc9', 'route': ['p2', 'e6', 'i8', 'x7', 'p1', 'c1']}
1769741543.0098782,RECEIVED,66927f5b-52c3-4153-a31a-885990089c7d,2e1be0fb-cf26-4079-97dd-29674cda283d,c5,c1,27,p1,?,surb={'id': 'a46f2d30-d839-49f2-a607-6c654da0b99d', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769741543.0393248,RECEIVED,0be49d3e-a317-4713-bb02-ee7d059fa370,3feb5a9f-1248-42dd-bcd9-28d91b2d20e0,c4,c1,27,p1,?,surb={'id': 'f3d342e6-4ef4-4043-b372-b8003bd25073', 'route': ['p1', 'e3', 'i11', 'x6', 'p1', 'c4']}
1769741543.177787,SENT,733084fb-5632-4fdc-8735-d0f35aec8b68,88afe47b-e950-4272-96ec-c6817ecb66b9,c1,c2,3375,?,p1,
1769741543.1779218,CREATED,c925f798-0f8c-4acd-9d47-ac13b0a7d3de,f9a957dd-71d0-4e4f-aaf3-01bd5860172b,c1,c2,27,?,?,surb={'id': '6e8d25f7-c81f-453a-b8f2-e962dd8c8d3d', 'route': ['p2', 'e7', 'i9', 'x1', 'p1', 'c1']}
1769741543.1872053,RECEIVED,7243303c-f581-45c5-9238-21cd11b9787b,21e3b643-12e6-4148-8ae7-69854e0d4790,c5,c1,27,p1,?,surb={'id': '68221db2-f4fb-471e-b31a-c150c63c634d', 'route': ['p1', 'e9', 'i12', 'x11', 'p2', 'c5']}
1769741543.2544448,RECEIVED,cf8777c2-3bfe-4b4b-bf21-1728198fd8ce,f3916929-30de-4407-a3bc-d7000c1e6f6e,c4,c1,27,p1,?,surb={'id': 'a66996a6-6aa2-4793-941a-aa8f4d08108c', 'route': ['p1', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769741543.3660142,RECEIVED,f8e4e14f-3909-47fa-9888-a3db1007fb4d,28afe580-814b-44a2-9c97-8d5758c9858f,c4,c1,27,p1,?,surb={'id': '4b5f15a3-6e01-404c-b289-4b437ddb0759', 'route': ['p1', 'e5', 'i11', 'x3', 'p1', 'c4']}
1769741543.4288056,RECEIVED,583d86d1-7869-40dc-b51a-23cc676cc7eb,6ce55e4c-00aa-4221-b762-b858b53f9107,c3,c1,27,p1,?,surb={'id': '3ca95c14-f4a8-48c8-aea0-32105fa9a92f', 'route': ['p1', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769741543.5378938,RECEIVED,cc4b3a56-faaa-4bae-90dc-3f89bf537e4c,763e98db-ba5a-48d4-8649-de08f9007b8e,c3,c1,26,p1,?,surb={'id': 'ea2bc686-37b4-4fd5-8eb5-b97649d0b9a0', 'route': ['p1', 'e10', 'i1', 'x11', 'p3', 'c3']}
1769741543.5575464,SENT,434bd5fb-51f0-47dd-b7ea-96564820d463,3fc3cfcf-602f-4916-a28f-7c5772a15098,c1,c2,3379,?,p1,
1769741543.557636,CREATED,eb2bafc6-dc8e-474b-9534-6a94b59c5dcc,2edbc786-2576-40ec-99a5-408878c73018,c1,c2,27,?,?,surb={'id': '17dddbc5-2837-41ba-8089-039cab2039a5', 'route': ['p2', 'e9', 'i12', 'x4', 'p1', 'c1']}
1769741543.5972075,SENT,79fb9942-292f-4540-8665-fc9a832f189c,9f251d9b-9850-44e7-b9b0-7078d2f0e8c2,c1,c2,3380,?,p1,
1769741543.5973022,CREATED,083970f7-3eae-42fe-8220-01105dfaa8b9,6684898b-718e-46f9-a760-c3c00dd1cc0d,c1,c2,27,?,?,surb={'id': '18e96b85-e6d2-4593-8778-801583c28c06', 'route': ['p2', 'e1', 'i3', 'x8', 'p1', 'c1']}
1769741543.6590247,RECEIVED,e4d25688-ba28-48d0-98cd-d573a3083665,8c205eb5-c8d0-4166-adf3-00e0c0e50a4b,c3,c1,27,p1,?,surb={'id': '1959402c-7a24-4a88-a500-ae3163be5015', 'route': ['p1', 'e11', 'i7', 'x6', 'p3', 'c3']}
1769741543.6786401,SENT,01a7f9c6-d2d9-4c80-b417-81789b32437f,eda6a76f-0886-4f7c-8ec4-50d7cae1e851,c1,c2,3359,?,p1,
1769741543.6787324,CREATED,bd505b72-5ea8-4f34-83c4-0ade6d3a8889,4ab7a22d-f9aa-4534-9d39-404a56ecd6c1,c1,c2,27,?,?,surb={'id': 'beb1e134-e2b4-4fb1-b6cb-6bc5b0972291', 'route': ['p2', 'e3', 'i12', 'x5', 'p1', 'c1']}
1769741543.782029,RECEIVED,53672c63-7cdb-4fb6-9a3e-7e27db460498,a15be7a2-076d-40c0-b885-2378920b7e2b,c3,c1,27,p1,?,surb={'id': '15a50fc7-1478-42c9-a03d-adff17e87f03', 'route': ['p1', 'e10', 'i1', 'x4', 'p3', 'c3']}
1769741544.2161884,RECEIVED,c42da3e8-36ec-4092-8308-e434be300dff,65c09b69-d384-462d-b460-b1fc117ca0bb,c5,c1,27,p1,?,surb={'id': 'bb32a4f2-b078-4743-9043-6a6e1b6bd866', 'route': ['p1', 'e7', 'i10', 'x5', 'p2', 'c5']}
1769741544.3255253,RECEIVED,63b67367-1b5c-4c69-944f-5fdc178cceae,7106272a-2ad9-49b1-ba3a-b85e70f274d4,c4,c1,27,p1,?,surb={'id': '41b0ebaf-b723-445c-a496-9486cde356b3', 'route': ['p1', 'e9', 'i4', 'x8', 'p1', 'c4']}
1769741544.4028425,RECEIVED,bff0aeb8-b9c3-4c44-a598-22a9d4eff7ea,b667fbe3-04fe-40a3-94d8-74c3b85d0921,c3,c1,27,p1,?,surb={'id': '08d3f5b0-396f-4084-b1f6-9494a7ba8f0f', 'route': ['p1', 'e5', 'i2', 'x8', 'p3', 'c3']}
1769741544.4196079,RECEIVED,7c25b632-8aa4-49f4-8746-b8c1ecdb25a7,028757b2-3166-45a1-af68-61438f7a3585,c4,c1,27,p1,?,surb={'id': '053d7be6-a90b-4b34-97fb-0b38e5ac66b2', 'route': ['p1', 'e11', 'i4', 'x1', 'p1', 'c4']}
1769741544.5104814,RECEIVED,7ed4a886-75d8-4ab1-ae38-0f4981165d04,39c4ae49-9922-4a1e-8131-96b737282f96,c5,c1,27,p1,?,surb={'id': '342b18e0-2691-47ba-b20d-bdbc2a60ee29', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c5']}
1769741544.5426843,RECEIVED,7c7e0224-f2c2-46a9-8c53-f14e8659aa61,4dff62ba-14f5-4b98-8307-c83f1fbc76e9,c3,c1,27,p1,?,surb={'id': '64c95fed-e47b-45e9-8a81-933844d27cc8', 'route': ['p1', 'e5', 'i5', 'x7', 'p3', 'c3']}
1769741544.622541,RECEIVED,202a5110-649d-48ea-978f-354b3ff2955a,7b07266e-fe89-4288-9627-d4db48d93c27,c4,c1,27,p1,?,surb={'id': '0c02729d-a5b2-4703-b747-a3c6b74a9767', 'route': ['p1', 'e10', 'i9', 'x11', 'p1', 'c4']}
1769741544.7625005,SENT,fd612fba-7be5-4397-9196-61f20acf8f04,8c6b199b-549a-4712-ac0a-3c2fb072a57c,c1,c2,3360,?,p1,
1769741544.7626503,CREATED,e014828d-e99e-47f5-bffe-63e0b5546ef1,fe730836-e8a5-49b4-bdbb-822140b34096,c1,c2,26,?,?,surb={'id': '60c9ed0b-44ab-4723-b68c-c7cd71176930', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769741544.8169224,RECEIVED,63de2495-3ef3-4318-af67-0c5ea7467f8c,1737ca31-1448-4d74-b0f7-4dbe5399e8b0,c5,c1,27,p1,?,surb={'id': '821540c9-519c-4190-9f47-0533b6e557be', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c5']}
1769741544.8335495,RECEIVED,7efde1a3-bf26-488a-806a-459574c698f5,0952496e-2589-480b-b8d9-dfef5c430bdf,c4,c1,27,p1,?,surb={'id': '26025fcd-2303-4ac8-9b92-81f5d42e902c', 'route': ['p1', 'e8', 'i5', 'x1', 'p1', 'c4']}
1769741544.85939,SENT,3e48096d-43a3-4f14-91d2-f1faac6fb961,3447263a-5b72-4197-aa36-a5f6c33f7329,c1,c2,3380,?,p1,
1769741544.8595421,CREATED,c983652b-3687-4391-82a6-0aacef87e551,8911dd51-ae0c-42b6-8b7f-f59980c3b331,c1,c2,27,?,?,surb={'id': 'd1e00845-92dc-4f87-8ed1-cf393d9a0407', 'route': ['p2', 'e11', 'i7', 'x3', 'p1', 'c1']}
1769741544.9375832,RECEIVED,475eeadb-f06f-4efc-8e0c-e5875cd64225,d8a10c1a-9b84-46cf-a6df-61e40d2789ee,c3,c1,26,p1,?,surb={'id': '5b435acb-a768-4615-a662-80c33b2aca2d', 'route': ['p1', 'e11', 'i10', 'x8', 'p3', 'c3']}
1769741545.0594642,RECEIVED,7e300a27-a1b2-4ede-a03e-61c31f08bac1,b0296010-ed12-4e98-990f-31c505f325d9,c3,c1,26,p1,?,surb={'id': '969732d3-5de1-40a0-b34e-55b46a4bdf7c', 'route': ['p1', 'e11', 'i4', 'x3', 'p3', 'c3']}
1769741545.0949867,SENT,cc2c6b47-99ef-4343-ae97-72e3e735380d,8daaea6e-1b32-47b4-bec0-b84bf41c3d9d,c1,c2,3376,?,p1,
1769741545.0950725,CREATED,641b16e8-f26a-4707-b367-536d53047841,ddd0cb17-7f5a-4269-b8e2-583a596c81f2,c1,c2,27,?,?,surb={'id': '135f9001-c7ed-4088-9656-89c6573877cd', 'route': ['p2', 'e4', 'i10', 'x4', 'p1', 'c1']}
1769741545.2148771,RECEIVED,d758fe5f-a682-442e-8aca-ccff4e08ac21,df0f839c-5185-4108-b648-f1334810e5ee,c5,c1,27,p1,?,surb={'id': 'f2f9a1cb-c532-4bb7-bf1d-672d13120167', 'route': ['p1', 'e11', 'i8', 'x12', 'p2', 'c5']}
1769741545.2493992,SENT,1365bd04-9f24-474e-96b5-cb8af5e9fb8c,c8e95eef-2d70-41d4-a5fd-55d3ff1d1c74,c1,c2,3379,?,p1,
1769741545.2495441,CREATED,1a466d3d-d681-4081-9395-0479cce91b82,293f9a26-70b7-4cbb-83d1-4d49abe1732f,c1,c2,27,?,?,surb={'id': '74fea5f9-7329-4e79-8d58-690a36304c51', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c1']}
1769741545.5174873,RECEIVED,e8d3cf84-deba-45d0-9c5d-8ee14396fc6f,79c568a4-f002-498d-9920-c66c4d8a42a7,c4,c1,27,p1,?,surb={'id': 'e6e78da9-b02a-478c-8d94-c859baef959c', 'route': ['p1', 'e2', 'i4', 'x11', 'p1', 'c4']}
1769741545.5921946,RECEIVED,d83b3d93-8edd-440a-9cc0-2939f304da67,ccd89956-da7b-403f-973e-2f133cac2b4f,c4,c1,27,p1,?,surb={'id': 'f2c83ad7-2a46-4a4a-beb6-5d1abf63bed3', 'route': ['p1', 'e9', 'i4', 'x3', 'p1', 'c4']}
1769741545.7135327,SENT,457cfec8-64e3-4d52-9034-019bd41442c4,cf7574ed-c211-41b3-88a9-e74641f379dd,c1,c2,3395,?,p1,
1769741545.71361,CREATED,043b4405-6b42-46db-9611-52e5d42c7d77,71380eca-4042-4c74-8cc4-abe912986c72,c1,c2,27,?,?,surb={'id': 'c685b7f5-15c9-4808-8a07-7cd5a86e4c93', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c1']}
1769741545.7346811,RECEIVED,0207e6af-c61a-4662-9558-bdbc65deb1a0,53677801-b394-45ca-ae31-0ab73286fe0d,c3,c1,27,p1,?,surb={'id': 'ccb2cb86-84eb-4b28-bd29-3a9bfbfac75c', 'route': ['p1', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769741545.7432218,RECEIVED,822660ba-05dd-4720-a652-0b6faaae18a8,6aa93cba-3639-4a29-b5ad-14212794b42d,c5,c1,27,p1,?,surb={'id': '9134484c-9440-494d-88b7-db9ba2784437', 'route': ['p1', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769741546.0266643,RECEIVED,b9088a4c-139d-40f2-8850-5a9d59b542da,f16018d9-093c-43b3-a59d-be03f0ea2f28,c4,c1,27,p1,?,surb={'id': '1f1ba518-35a7-407f-b4fe-e035673ccf42', 'route': ['p1', 'e1', 'i6', 'x10', 'p1', 'c4']}
1769741546.1487439,SENT,deee9a5e-45eb-48a8-9ad0-cd9b297b3cc0,2ccd7aeb-d8df-4002-ac5e-29a0d22f84a2,c1,c2,3389,?,p1,
1769741546.148897,CREATED,58f28edc-f958-42fe-b5d6-a6b4397c0dd6,23bb9476-2f90-4721-9c6b-c79510f62c7d,c1,c2,27,?,?,surb={'id': 'cb8e21a0-6412-4caa-b5a9-3e62424594be', 'route': ['p2', 'e5', 'i3', 'x8', 'p1', 'c1']}
1769741546.3876128,SENT,d756ea79-0c4f-44e6-a27b-13e63bcbe1a4,41e1d7c4-d17b-4217-b354-74f71d3e2689,c1,c2,3400,?,p1,
1769741546.3876657,CREATED,8bca9f59-16ba-40cd-8e79-182fe57d3e96,da26228b-986f-4648-b1dc-845ba0717e25,c1,c2,27,?,?,surb={'id': 'e335abdb-3699-4074-bc16-b3cb9771c24c', 'route': ['p2', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769741546.46397,RECEIVED,2c33c5e1-0c08-4cf9-9165-d26c93a787df,448f54ac-10ad-4998-982d-7c6ac5eb2193,c4,c1,27,p1,?,surb={'id': '4b44ef9d-adb9-4d1b-9ea4-289ef9f1d760', 'route': ['p1', 'e11', 'i6', 'x12', 'p1', 'c4']}
1769741546.7667382,RECEIVED,c0d2dd0c-dbbb-40fe-8f09-be24f1db1008,bbfdf723-7dcc-4cef-b153-e6edfcf7ab2b,c4,c1,27,p1,?,surb={'id': 'cfd33e16-5047-4672-a6ff-129416d65805', 'route': ['p1', 'e3', 'i4', 'x4', 'p1', 'c4']}
