timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741178.4091573,RECEIVED,0b8755b0-a721-4584-8c55-9d69d41559a0,f1f7c692-d9f0-4f21-b34d-ee0e3b331412,c4,c1,26,p1,?,surb={'id': 'd89fdde4-347d-422c-bb7e-47c7826941e0', 'route': ['p1', 'e1', 'i2', 'x12', 'p1', 'c4']}
1769741178.4433,RECEIVED,c6355231-df6e-4947-b8d3-1cf62ad81056,32bb0820-29b9-4448-9b80-11257f382571,c4,c1,27,p1,?,surb={'id': 'ee8bb882-6f85-48ea-82c8-2cecb7b86d2c', 'route': ['p1', 'e7', 'i5', 'x8', 'p1', 'c4']}
1769741178.5081124,RECEIVED,e3b4a851-a4fa-4690-9559-ce44ff856af3,38a0036e-2765-437e-89b4-faa51978acad,c4,c1,27,p1,?,surb={'id': '76b74134-f2b1-4817-bace-ad56fef1364d', 'route': ['p1', 'e3', 'i11', 'x12', 'p1', 'c4']}
1769741178.9732919,RECEIVED,936562bf-b0c5-47e4-a1b9-26443d7794e3,b4f16a2e-8467-4808-9ac9-3ac81564ef4b,c5,c1,27,p1,?,surb={'id': '6d0436b0-2da9-438d-9069-50e469564da8', 'route': ['p1', 'e4', 'i4', 'x1', 'p2', 'c5']}
1769741178.979295,RECEIVED,b4d72d18-3384-41b0-8156-e85b3ffec40f,903ed4d2-7804-449e-8293-e212933771cf,c3,c1,27,p1,?,surb={'id': 'ad3f3c28-d41e-4d57-87c7-7f5d062e8248', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769741178.9839084,SENT,78969c20-4f54-4344-b1c3-89401e3baf75,312eff74-d8d0-4025-90ee-74365f543bdb,c1,c2,3380,?,p1,
1769741178.9857776,CREATED,acde7d26-2ba4-41a7-83f4-72aa4d740aa9,c8278717-82ad-4f71-8780-49bea5c3ca45,c1,c2,27,?,?,surb={'id': 'a341973d-f472-4968-a72b-37ea53d93912', 'route': ['p2', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769741179.0218108,RECEIVED,9a8d6357-7809-4dd8-b2a9-0b57e0abb4aa,5091c884-c9bf-4a58-b49c-ddc78474bfd8,c3,c1,26,p1,?,surb={'id': '1de22e0d-54d4-4ff9-9b94-3d7652ad49f4', 'route': ['p1', 'e1', 'i12', 'x6', 'p3', 'c3']}
1769741179.281858,RECEIVED,bac6dd38-ab18-447d-bce3-34e8c130fbb0,346d1df1-dbbc-4c5d-a34b-7796d8983790,c4,c1,27,p1,?,surb={'id': 'd09ab9f4-1bb4-4ad6-97b0-ceb107b37ecf', 'route': ['p1', 'e5', 'i8', 'x11', 'p1', 'c4']}
1769741179.40874,SENT,0ce8e5dd-9000-47a0-8863-8604c5edcece,2f141ea2-d43d-424c-bb17-1323041ed917,c1,c2,3373,?,p1,
1769741179.4088814,CREATED,e522fe1d-c845-4dfa-8e69-701d4b70d894,c833c90c-ec3d-4d52-a6a7-c460b1be4e16,c1,c2,27,?,?,surb={'id': '30af9d4f-8231-4365-8aa3-9f3f003cd823', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c1']}
1769741179.466419,RECEIVED,a9146dda-4a71-4e76-b7db-63d12af389b4,a05b634c-f82b-40dc-9c8c-3a89d06ce7a4,c5,c1,27,p1,?,surb={'id': '59cdaaa4-ecb4-450e-8da1-922d3ed7bd3a', 'route': ['p1', 'e5', 'i10', 'x1', 'p2', 'c5']}
1769741179.4848611,RECEIVED,62c0b958-3a24-48e9-b602-85aed2437a01,9890356f-82e4-4c36-aef0-9abcf22b6fc2,c3,c1,26,p1,?,surb={'id': 'e69297a7-473d-459a-96d1-bf7437c9e112', 'route': ['p1', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769741179.520752,SENT,d8583d2f-79da-4615-a4f2-3d7e71726caa,aa7a4bec-ce7e-47ab-b748-23654fe30450,c1,c2,3388,?,p1,
1769741179.520927,CREATED,725ce53e-e8dc-400d-853d-cd20ab160c1f,97772e6b-699a-4585-95bc-46ecf92d8713,c1,c2,27,?,?,surb={'id': '1ccbbc75-18c8-4972-b37e-6728b3c70570', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c1']}
1769741179.5874705,RECEIVED,e5d9bc7a-3e6c-4f2d-b54b-dc6adf400ee5,12478ea8-3a72-45a0-b5c8-b175625594ac,c3,c1,26,p1,?,surb={'id': 'cd529e2e-02f2-4c12-b907-bc1f269a015d', 'route': ['p1', 'e11', 'i10', 'x4', 'p3', 'c3']}
1769741179.6648595,RECEIVED,294cf1e1-ae31-4904-a593-7d3bbdd9a839,1bed97ce-87a5-48a9-9dd1-8835b654c4d1,c3,c1,26,p1,?,surb={'id': 'e98da9ff-7486-4f07-a2de-3fe3f504e683', 'route': ['p1', 'e5', 'i7', 'x10', 'p3', 'c3']}
1769741179.80469,RECEIVED,a0583e58-a8c6-4081-8084-f2dc46267d05,cbaa6a66-f689-44fa-a49b-e9d74da553fd,c4,c1,27,p1,?,surb={'id': '6350eb96-10a5-48cd-916f-3e4fd0241934', 'route': ['p1', 'e11', 'i12', 'x2', 'p1', 'c4']}
1769741179.820904,RECEIVED,38b9a8f9-a8cb-4edf-a6e9-bff79746d53e,862127fd-8354-4e80-9e08-cecb9c7204bb,c4,c1,27,p1,?,surb={'id': 'b8520b33-43b2-4578-9650-7f80a05940be', 'route': ['p1', 'e7', 'i10', 'x12', 'p1', 'c4']}
1769741180.1200047,SENT,3b2c8212-1082-492d-8e21-c65001451937,715fcf18-9276-4964-99a6-558050882506,c1,c2,3391,?,p1,
1769741180.1201954,CREATED,d4ebf888-1931-42cd-809e-2441ca4d9dae,fe2e5fe2-4781-47c5-bc20-442b60df63fe,c1,c2,26,?,?,surb={'id': '23e588f2-f3c5-435c-8996-aec673e633ba', 'route': ['p2', 'e11', 'i11', 'x12', 'p1', 'c1']}
1769741180.1989477,RECEIVED,a9a4191e-2789-4478-a479-9eedb3ccfc7a,4b59df0c-5626-4d81-ab4d-d16cbdf63334,c3,c1,27,p1,?,surb={'id': '31ef5407-254e-4051-85af-8ad170ff31d3', 'route': ['p1', 'e7', 'i7', 'x11', 'p3', 'c3']}
1769741180.2233033,SENT,be4a2c17-364e-4270-b22b-4cec7bddf6e7,dfb17d12-3d0c-41db-95c5-2e6c016c92f3,c1,c2,3384,?,p1,
1769741180.2236106,CREATED,70495004-74a1-4ec0-a615-0716129bbcd8,60c92723-60b2-4648-8770-db7ae9d69d21,c1,c2,26,?,?,surb={'id': 'b554033d-3c00-4065-baaf-dd9fb648b664', 'route': ['p2', 'e2', 'i11', 'x4', 'p1', 'c1']}
1769741180.26653,RECEIVED,33d97cce-c3ba-475e-ba58-6a995c52d125,7d021427-2bfb-484e-899f-008f3dc6a959,c4,c1,26,p1,?,surb={'id': '46d5c7ef-34c8-4712-98a1-1f37478132be', 'route': ['p1', 'e7', 'i2', 'x1', 'p1', 'c4']}
1769741180.4958138,SENT,fa96e81b-2b8b-4bf7-8db6-2bdcf61413fb,e96075f1-24e1-4e05-a3a4-7ba05bc8f685,c1,c2,3400,?,p1,
1769741180.495966,CREATED,183a8ef9-e48c-4998-a842-5bb791b1b534,bc2677ea-a7d0-4b10-97b0-c1841f9f5bee,c1,c2,27,?,?,surb={'id': '9d48e419-8707-4874-8937-9e2a03fc3916', 'route': ['p2', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769741180.6658242,RECEIVED,370df753-c637-4c33-b5d0-236cdff888fc,b0bb5cc2-55e6-4fde-a078-2f66c60ede73,c5,c1,27,p1,?,surb={'id': 'b1064c1d-2809-4bb7-834a-f4cf45079d7c', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c5']}
1769741180.669395,RECEIVED,38fdf5c8-a044-4b38-9eea-7b6e6d3c00d7,1f556585-08af-4f04-a6b7-d3554f34ad0d,c4,c1,27,p1,?,surb={'id': '46700618-14e1-4e5e-bd16-1f582e4858d9', 'route': ['p1', 'e3', 'i6', 'x2', 'p1', 'c4']}
1769741180.6898358,RECEIVED,8f2e9c4b-de7f-4113-bbf7-857a8202704d,0a88bb96-90cc-48a5-ae65-51557f065b00,c3,c1,25,p1,?,surb={'id': 'f77b0e6b-eabd-489e-80e5-7555c6e9b18c', 'route': ['p1', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769741180.7275238,RECEIVED,c3bafb1c-5257-4dbd-982a-2b57647d953a,c1545964-dbda-42a3-8003-9bce72ec330c,c3,c1,27,p1,?,surb={'id': 'ab316092-566a-41e5-82f1-66909e435843', 'route': ['p1', 'e1', 'i1', 'x12', 'p3', 'c3']}
1769741180.7563593,SENT,f3a01f9f-abe1-428e-b2f2-9f4f332efe82,a14a63f4-1555-4f1c-8081-24dd4aebaef3,c1,c2,3378,?,p1,
1769741180.7565076,CREATED,96332b04-a1e7-428f-977f-5babcd055fe5,2db43e63-83d3-407d-b0f5-f4102b931b03,c1,c2,27,?,?,surb={'id': '2ae61c9a-18de-4131-9380-2b9c9998e82c', 'route': ['p2', 'e4', 'i3', 'x12', 'p1', 'c1']}
1769741180.766498,RECEIVED,99c5172f-2c99-47fb-8ce9-e97c73e97310,a4677c68-4bb0-4698-852f-1201410e230e,c5,c1,27,p1,?,surb={'id': 'f87d95cd-0439-45be-bff2-4dc0058f550f', 'route': ['p1', 'e5', 'i6', 'x3', 'p2', 'c5']}
1769741180.7847128,SENT,ef931bab-0089-47b9-bf0d-b6ba4bfe801a,7935212e-3ba4-4789-b06f-674e2bbbd51e,c1,c2,3390,?,p1,
1769741180.7848613,CREATED,ccf44988-c972-466c-a760-9253ee61a407,2e781f9f-2690-4cf9-809f-d99f8bde2a31,c1,c2,27,?,?,surb={'id': 'dd946338-6967-48e4-a747-9547885c92f4', 'route': ['p2', 'e7', 'i11', 'x12', 'p1', 'c1']}
1769741180.8584123,SENT,9b4e276f-2ec8-4f9e-9980-ba6369bc2e7b,7f5e0fcb-34ea-4da2-ab4b-aee55c4d84a4,c1,c2,3396,?,p1,
1769741180.8585606,CREATED,bfcbea7f-5c31-4bf2-a05f-2fdd002b72c3,5e4acb7b-c0ce-44ec-98bf-9bc52b430fd2,c1,c2,27,?,?,surb={'id': '7ce067d3-4c60-4fa0-8324-bdb6b7c9c3df', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769741181.0668821,RECEIVED,b58dd7d9-b923-4fcc-b717-014605573fc2,6e8977ca-a977-4909-8b26-12ee1493dbe0,c4,c1,26,p1,?,surb={'id': '40a03f93-ad92-4c65-8f8c-05710cee98e0', 'route': ['p1', 'e12', 'i12', 'x9', 'p1', 'c4']}
1769741181.0803628,RECEIVED,26d9c202-eefb-4a39-a3af-4315a4bf92ab,d3714d9e-5c91-4964-88fb-9b59695c8119,c4,c1,27,p1,?,surb={'id': '16acded6-95f0-42a0-abd5-9e9b8d9c5524', 'route': ['p1', 'e11', 'i8', 'x7', 'p1', 'c4']}
1769741181.1211028,RECEIVED,facdff94-d2a1-4818-b9cf-90fda9caf942,83a67f18-6d95-4223-9cec-43e4e725a342,c4,c1,27,p1,?,surb={'id': 'cbd18b5b-442f-443c-89c3-b094872b209a', 'route': ['p1', 'e2', 'i2', 'x4', 'p1', 'c4']}
1769741181.296465,SENT,d783806a-b8b0-49fb-9255-4b5540d51dab,771c8fca-a604-4321-a62c-8df70f8e7ff7,c1,c2,3383,?,p1,
1769741181.296606,CREATED,4985ada3-c8e5-4b23-8e07-362340f5eabc,7e630d65-0ee2-4b4c-8364-be32552dc5e4,c1,c2,27,?,?,surb={'id': '53ba59c3-345e-43b0-b01d-c6065e3d76da', 'route': ['p2', 'e1', 'i9', 'x9', 'p1', 'c1']}
1769741181.3651226,RECEIVED,7b074a05-c5a1-4ca2-8623-252d54320aa9,eaf7b6f0-d68b-4108-b212-ae9534ff096b,c5,c1,26,p1,?,surb={'id': 'c0c7e0ba-725c-459e-86f7-4571713d2dd8', 'route': ['p1', 'e4', 'i9', 'x8', 'p2', 'c5']}
1769741181.3732553,RECEIVED,7f5d84d9-8001-49c4-9efc-377b1f77edb8,c820c6d6-7918-48ac-95d9-ad250604a9ac,c4,c1,27,p1,?,surb={'id': '05d4c052-7f82-4ef0-bf5f-5c80cfb48b06', 'route': ['p1', 'e11', 'i5', 'x12', 'p1', 'c4']}
1769741181.4121408,SENT,484ee016-afd8-4d76-8edb-4aea381f39f0,9f5816ab-6d6b-428f-9a9b-585f6ab79a2c,c1,c2,3361,?,p1,
1769741181.4122953,CREATED,7e0de765-882e-4dae-9818-c75c40ec5033,f94078b7-3cb1-4147-b46f-646aa0d814ce,c1,c2,27,?,?,surb={'id': '985895b8-f5b1-4fe6-b6ac-4753f2a4a1ea', 'route': ['p2', 'e1', 'i7', 'x4', 'p1', 'c1']}
1769741181.5722475,RECEIVED,64a01e8b-9505-4efe-9e65-e7a855a0e8ee,7989c51a-6ac2-46eb-bc4c-5bea3d846462,c3,c1,27,p1,?,surb={'id': '5c988747-0c05-496b-971f-b0c0a5a91c70', 'route': ['p1', 'e11', 'i12', 'x10', 'p3', 'c3']}
1769741181.638513,RECEIVED,99f40eb5-3acc-4521-afbf-0429378ca43d,dfdde445-dbac-4bdf-a769-99e1f1ac7b24,c4,c1,27,p1,?,surb={'id': '1f48d028-7418-45b2-9a14-20113f29a108', 'route': ['p1', 'e10', 'i1', 'x12', 'p1', 'c4']}
1769741181.6731625,RECEIVED,dcfdf35c-b851-45df-8374-f5f5cc4fc084,bba39f57-47f8-4ccc-8dc8-ad121b6c8c29,c5,c1,27,p1,?,surb={'id': '90a6f2aa-f25f-4329-bf14-3e2116bdd0a6', 'route': ['p1', 'e2', 'i8', 'x9', 'p2', 'c5']}
1769741181.735604,RECEIVED,41205481-4870-49bb-b795-b36bb5aace8d,b23cb7b6-bc7e-42c9-bfbf-9fdabb87f53f,c3,c1,27,p1,?,surb={'id': 'd7783c42-62e1-4ef9-bf7a-8b4241849fcc', 'route': ['p1', 'e8', 'i10', 'x7', 'p3', 'c3']}
1769741181.7813094,RECEIVED,e4a383ed-8c15-47e0-95a7-9d58d6e6d702,97cb3c33-69bc-45ec-b79f-83d371586750,c4,c1,27,p1,?,surb={'id': '1ee36028-57dc-463f-bd61-da0d580dac62', 'route': ['p1', 'e2', 'i2', 'x2', 'p1', 'c4']}
1769741181.8711536,SENT,fcc31ab0-615c-47ea-8388-0e294f29e631,1a21592d-e5a9-413c-8719-f0e02f61f6a0,c1,c2,3365,?,p1,
1769741181.8713045,CREATED,84f186ee-b4fb-44e5-a1d5-4b8954b12a76,943614f7-e5cd-436f-8220-20b07cb7165e,c1,c2,27,?,?,surb={'id': 'd2535014-f467-48cf-a1d7-fe05820ccca2', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c1']}
1769741181.9956293,RECEIVED,fd843a35-1a13-4ff5-8d39-4a885b7735dd,3c458436-04bb-413d-a24e-7d531ccf6d4d,c4,c1,27,p1,?,surb={'id': 'c374974e-dca0-4638-a41a-55e1cf7b3dbd', 'route': ['p1', 'e12', 'i8', 'x2', 'p1', 'c4']}
1769741182.1092367,RECEIVED,863ba53f-535a-45a4-ab8a-677893894fe0,e21508f1-237d-4bd7-b6cb-06bb3edb9461,c5,c1,27,p1,?,surb={'id': '7210365f-ce4d-427e-a963-0f225fa150b8', 'route': ['p1', 'e9', 'i6', 'x1', 'p2', 'c5']}
1769741182.4294562,RECEIVED,89b0a350-718e-4e00-99a2-da3be506f6aa,67113d1c-b7f2-4ece-9ccd-c6a20a86357a,c5,c1,27,p1,?,surb={'id': 'b1016ede-036a-468d-b417-4239cff7c545', 'route': ['p1', 'e4', 'i3', 'x9', 'p2', 'c5']}
1769741182.7355328,RECEIVED,2ae765bd-900c-4cf2-b229-44d4701aecad,e628d77a-b0de-48a3-b1bd-e4a3503a7e0b,c4,c1,27,p1,?,surb={'id': 'bdb15ce4-2b31-453b-bcf9-9a79bfcfa473', 'route': ['p1', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769741182.886605,SENT,ae0fa8a6-88f9-4396-9346-1e6fc3e95373,93ae83c6-aef3-4f9f-9037-03494a72c32b,c1,c2,3400,?,p1,
1769741182.886753,CREATED,670c90a8-2b5c-4558-addb-7e2ce30f4155,a236d0e0-a7c3-4902-b9ba-05c4ad83ca54,c1,c2,27,?,?,surb={'id': '6e8e40c7-968c-4ea7-9166-0ad2e575abb7', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769741182.8989735,SENT,01c7a106-325f-4c94-bba3-0b309ce1a66e,e19fe472-2582-4b90-8622-f202fedf6fd1,c1,c2,3375,?,p1,
1769741182.8991683,CREATED,b7f34f19-5233-445b-8500-be3a3b5f9f76,61819d35-403a-4bee-ab2a-27852d7db97a,c1,c2,27,?,?,surb={'id': '55070d7f-1e59-4a9f-a841-5645d93ee99c', 'route': ['p2', 'e7', 'i5', 'x1', 'p1', 'c1']}
1769741182.9305851,RECEIVED,a9641da7-18dc-4c9a-adc9-cbe15379bf5b,ad94440e-3f5a-4fc8-8062-0fa6ca0aad59,c3,c1,27,p1,?,surb={'id': '5719bcb3-4acb-4811-b6f8-251e16a6067a', 'route': ['p1', 'e3', 'i11', 'x8', 'p3', 'c3']}
1769741183.0235488,RECEIVED,d4d0ffec-b7d1-46dd-8506-0259e4eb6636,8760e058-a162-492c-a804-d93d81912eed,c4,c1,27,p1,?,surb={'id': 'befe0f14-ea29-4a5d-9b19-ea41318cc04c', 'route': ['p1', 'e12', 'i10', 'x6', 'p1', 'c4']}
1769741183.353596,RECEIVED,7bbfdc70-9cf4-4131-8b2a-5d21fac106a6,535d768e-9f57-446a-bc14-4b8c04187103,c5,c1,27,p1,?,surb={'id': 'bf6158ce-2401-4bcb-a256-a9b9785028a8', 'route': ['p1', 'e3', 'i4', 'x2', 'p2', 'c5']}
1769741183.4551365,RECEIVED,da674d93-02c7-4f92-a673-1053e44050ee,52a56b12-9103-42c2-8579-6a87e2280057,c5,c1,27,p1,?,surb={'id': '571d5790-425a-4daa-bab9-508e142497a5', 'route': ['p1', 'e3', 'i3', 'x6', 'p2', 'c5']}
1769741183.4775171,RECEIVED,cf391ba8-7ad8-4c2b-a6b2-30b6b79e7a77,df5cb552-078f-43e3-946c-df6ac97a94db,c4,c1,27,p1,?,surb={'id': 'b18e6e19-af49-4b64-9516-99049c6703a0', 'route': ['p1', 'e1', 'i1', 'x12', 'p1', 'c4']}
1769741183.5230284,SENT,c1c5866b-3f5b-4ecd-84d5-389ae3411115,aa44663e-1bd8-45fd-8c8a-1250a6363c94,c1,c2,3370,?,p1,
1769741183.5232406,CREATED,d36714fc-5922-435b-9a8c-7d25ef9d0ab6,350199b9-2d20-4e80-8ccd-912dde18db35,c1,c2,27,?,?,surb={'id': '1848038f-4618-4ed9-a5ad-218e2f5da3bd', 'route': ['p2', 'e2', 'i7', 'x9', 'p1', 'c1']}
1769741183.683707,RECEIVED,6fc8e9f0-c33a-45d5-9ba4-ef146ee1927f,633267f8-8f61-48c7-b51d-1e5c7df85722,c4,c1,26,p1,?,surb={'id': '2532de76-21d8-4a7f-8376-bbfb56d1d749', 'route': ['p1', 'e5', 'i6', 'x2', 'p1', 'c4']}
1769741183.7279496,SENT,52013f98-bf45-49fe-bb17-35447ad843db,34db3213-850a-4089-b247-989eddb31d23,c1,c2,3391,?,p1,
1769741183.7281282,CREATED,02bea7b2-e0cd-41de-8213-42835c836fb9,16bc24df-db51-44b8-b982-b610c756f86e,c1,c2,27,?,?,surb={'id': '9d9e7816-067c-4673-b298-ca7da30eac17', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c1']}
1769741183.8008306,SENT,e6fbc75b-8207-4c08-952b-212cbd54bf7c,bbe846e9-c084-42e9-b857-fb21085327d2,c1,c2,3375,?,p1,
1769741183.8009803,CREATED,81daed14-9b01-47b5-885d-dd46e119e731,39c3862f-8656-4cae-86fe-eaa00b312b66,c1,c2,27,?,?,surb={'id': '687dab84-fc71-4821-a145-60ff951a971e', 'route': ['p2', 'e5', 'i9', 'x10', 'p1', 'c1']}
1769741183.9143374,RECEIVED,b47c0652-9bf0-4c86-86e0-0dd4929f787e,34459585-2f39-4ec4-a871-d4a742dae815,c3,c1,27,p1,?,surb={'id': 'b09101a3-2f5b-4ee3-ab24-4d1972ec0f19', 'route': ['p1', 'e1', 'i9', 'x5', 'p3', 'c3']}
1769741183.9252021,RECEIVED,5d9dd424-7d2f-46e0-8e2b-fe146a36f5f2,cb065306-bb9a-4502-a3ff-c4ddf59825eb,c3,c1,27,p1,?,surb={'id': 'd0702669-b998-4373-ad2b-df3923c24e5d', 'route': ['p1', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769741184.0598788,RECEIVED,b9468fa8-5487-4949-957a-20ffc4dfd771,467270e3-f7db-4917-a07b-53b11a5739e0,c5,c1,27,p1,?,surb={'id': '186ef149-f14b-4cde-b3b4-7c1f1fbe8e9a', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769741184.2208524,RECEIVED,803f797b-a57c-4f42-9dd9-f1daa29d9ba8,e16f6449-0f0a-4d8c-b962-f457521589c2,c4,c1,26,p1,?,surb={'id': '47a95d75-a2e5-4eea-9972-4d8821ba2bf0', 'route': ['p1', 'e8', 'i7', 'x2', 'p1', 'c4']}
1769741184.2623506,RECEIVED,0887ca95-72c7-4ab9-b282-e82af4f31ea3,5e4d9594-0b86-45b9-8d02-f7128db5ae70,c4,c1,26,p1,?,surb={'id': 'e4f1d60e-86e9-45cf-b7f4-033a9ba95860', 'route': ['p1', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769741184.278408,RECEIVED,778880aa-699c-4d26-880e-940cb78d5933,46659ab2-92f4-4341-8da5-37716c858cfb,c5,c1,27,p1,?,surb={'id': '772a3ca1-fe73-46cb-9ffc-eeaeb65b6e2d', 'route': ['p1', 'e6', 'i3', 'x6', 'p2', 'c5']}
1769741184.3462358,SENT,95213f23-659d-4f97-8c83-529d1338732a,5473f40b-abbf-4f43-a6a2-075122394ab8,c1,c2,3359,?,p1,
1769741184.346396,CREATED,7f7f58dd-8356-40ce-9d5f-2c8112bee511,68bdbbdc-f306-473b-9987-e4bfe01e7475,c1,c2,27,?,?,surb={'id': 'cffbcd99-fef0-41cc-a4de-daa26845328c', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c1']}
1769741184.3998027,RECEIVED,79421259-32e1-4451-bd7d-24863eeb3fa9,e68e1ba3-c6bb-4b06-8d5b-bf4ae6973bec,c4,c1,27,p1,?,surb={'id': '9430a449-c52b-496f-b73f-f373e2ac2e10', 'route': ['p1', 'e10', 'i7', 'x12', 'p1', 'c4']}
1769741184.5250342,SENT,a95f1088-d1d8-4191-9b5c-a8cdbbfb3839,67dfd2e6-39a8-4891-a899-9c14f7f43b61,c1,c2,3371,?,p1,
1769741184.525193,CREATED,31b80dca-261b-4202-93ba-9a824b75eb4f,f223b56b-e5a3-46d2-8015-f80d8afe9664,c1,c2,27,?,?,surb={'id': '844015df-4fdb-481d-be98-8039bbe482c2', 'route': ['p2', 'e11', 'i8', 'x1', 'p1', 'c1']}
1769741184.5333562,RECEIVED,99e8d317-3d46-45d3-994d-08eaf4c0ae53,c2771d0a-336a-400f-b7ad-7ec8fcb6e6a3,c5,c1,27,p1,?,surb={'id': '8bb39b14-71d8-45a8-aac1-cc9ac8c1bbe4', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c5']}
1769741184.6006684,RECEIVED,07fc5f1b-3a3c-4264-b3ed-47a6b617fe0f,fc14ad8e-24e1-4bf8-998e-14c5527f7780,c5,c1,27,p1,?,surb={'id': 'c1aec681-33c6-4995-8308-3ae584b18bc5', 'route': ['p1', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769741184.6167822,RECEIVED,10004b96-f9ef-4867-91d2-de7a6b7492ab,9e1387a0-ab09-4e26-acb2-629ed66670b3,c5,c1,27,p1,?,surb={'id': '9f40ca66-1b35-4c42-9328-9ab2682640a0', 'route': ['p1', 'e5', 'i3', 'x1', 'p2', 'c5']}
1769741184.7975445,RECEIVED,8e3887e3-61ea-49fc-b9c6-27c9db12fb3e,0d7be5d2-9197-4888-847e-643e1fc9692b,c3,c1,27,p1,?,surb={'id': '1ad3d3b5-695c-4483-813c-0c31ce73ba58', 'route': ['p1', 'e2', 'i4', 'x8', 'p3', 'c3']}
1769741185.0055957,RECEIVED,2eaf8bd0-1a5f-41bb-b8f0-795f05eac48d,e7b423cd-75e5-4462-9018-600741420654,c5,c1,27,p1,?,surb={'id': 'e66682dd-b111-4975-a758-2b16421e44cd', 'route': ['p1', 'e9', 'i8', 'x8', 'p2', 'c5']}
1769741185.0131752,SENT,9198273e-6625-4426-91a7-13712a9204e6,c74150ee-b09f-40f5-8689-c0b59f733a60,c1,c2,3364,?,p1,
1769741185.0133228,CREATED,7af1005a-dbff-4d5a-aae1-083e83237f32,9970b53d-4fd5-4226-bc09-4eecbce86def,c1,c2,26,?,?,surb={'id': '8709a421-474d-47c3-ab31-38d9767368fb', 'route': ['p2', 'e1', 'i9', 'x1', 'p1', 'c1']}
1769741185.1564243,RECEIVED,c04d7b17-8ac4-4d3f-9807-cdf627f3f83e,9f6485b5-cf19-4d26-a4ae-03a7b9600293,c5,c1,27,p1,?,surb={'id': 'ae2304b3-2671-4503-90f0-8a0aa53acb3f', 'route': ['p1', 'e12', 'i4', 'x10', 'p2', 'c5']}
1769741185.1979713,RECEIVED,85393f30-a9f3-41f9-acc9-fef1bbb7fad1,3db4c85b-1d11-452f-97aa-8be24d6e2154,c4,c1,27,p1,?,surb={'id': '3bcc8202-d588-4bf5-84a9-2cf7376189aa', 'route': ['p1', 'e7', 'i7', 'x2', 'p1', 'c4']}
1769741185.265162,SENT,4897fc8b-49c0-434b-8f8c-572b83db7fb9,0ec12b09-b943-4811-aa63-f7e0e1c3065e,c1,c2,3392,?,p1,
1769741185.2653105,CREATED,fcc89e62-22af-4f3a-a4ac-c4ecc9721abc,84cc3fbd-c98f-4aaa-a643-6c0c91fb42f7,c1,c2,27,?,?,surb={'id': 'ae4d6df2-5ce5-4c87-b50c-2571ef7736d5', 'route': ['p2', 'e4', 'i4', 'x11', 'p1', 'c1']}
1769741185.386973,RECEIVED,2ad90582-f624-4023-b6f3-7fd2d0952882,a3c862bc-f471-4e3a-8d5e-6aea34f5606f,c4,c1,27,p1,?,surb={'id': '51795d89-0025-487e-86e7-92c64da68d1c', 'route': ['p1', 'e4', 'i8', 'x6', 'p1', 'c4']}
1769741185.452012,SENT,5d6b47b0-c122-4111-9ff4-a2d2b42380f9,beadd90c-2fcb-42ec-8b7a-ffa1f042be12,c1,c2,3359,?,p1,
1769741185.4522011,CREATED,5c3e92d6-b98f-4a1f-bd40-581b6d73d16e,7979b586-6e89-4e16-b740-22f7801b09aa,c1,c2,27,?,?,surb={'id': '9facd835-963b-4a68-94e2-94fa796ff007', 'route': ['p2', 'e1', 'i9', 'x6', 'p1', 'c1']}
1769741185.5244017,SENT,1e4d22a2-b244-4c96-a6a5-38eef9531e10,84a634c7-5800-47ba-bef2-0bac6b859c28,c1,c2,3405,?,p1,
1769741185.5245564,CREATED,ddc97ead-5bc6-4fa1-8717-144bb64ecbed,e2e71687-77b2-43fe-8651-00c504721ea3,c1,c2,27,?,?,surb={'id': '059aaabb-d71e-46d4-b779-7dd47f99f766', 'route': ['p2', 'e1', 'i12', 'x2', 'p1', 'c1']}
1769741185.5432494,RECEIVED,613d88e9-8c00-4e29-acb8-4dc6d58c4e4d,935e1db9-52ea-45ae-86a1-4edfabeae811,c3,c1,26,p1,?,surb={'id': 'a4d447bf-9aae-4695-b2d2-deacd5dfcb00', 'route': ['p1', 'e1', 'i11', 'x5', 'p3', 'c3']}
