timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741132.4109297,SENT,759ab497-fe25-46f0-ac01-12c2e401fb8a,c85c222c-192b-4b15-a0eb-6b5e1c189cb5,c2,c5,3375,?,p2,
1769741132.4110985,CREATED,34c915fa-0cea-45b9-854f-ff27e88611ae,cd2ecf37-c55b-4d4d-873c-fb4caae5ec24,c2,c5,27,?,?,surb={'id': '69d5bf02-a19f-4b66-a048-9e69e604671c', 'route': ['p2', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769741295.0366483,CREATED,f9b3767a-c33c-4c39-b2d5-9e278dfd4dde,ebd5facf-41c2-41c8-8a3a-3b8d2fe0c915,c2,c5,27,?,?,surb={'id': 'cb3c1b98-907b-4fcf-9545-20b91d534402', 'route': ['p2', 'e2', 'i8', 'x12', 'p2', 'c2']}
1769741295.1043234,RECEIVED,cf6d28e1-5c87-4c8b-b033-23ec1f809bdc,476dd6b1-83eb-415d-b4b7-d474765c8020,c1,c2,27,p2,?,surb={'id': '677a984b-4ed1-4b65-bcbd-bd0b62e5ca4d', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769741295.1111922,RECEIVED,04446073-4875-4015-9bc8-81b4b4183220,dbfba116-d512-4174-b2bd-1874525d2c7f,c1,c2,26,p2,?,surb={'id': '274c6544-518c-4d47-87a1-1b299ece2a6a', 'route': ['p2', 'e11', 'i4', 'x2', 'p1', 'c1']}
1769741295.1327367,SENT,240524da-cb8e-484a-b4c1-1758f373f931,89ef7ca7-d8b1-4a96-80e4-5ef41ae12091,c2,c5,3377,?,p2,
1769741295.1328905,CREATED,6f358b1e-8807-4c8d-9768-6a681608f97d,ed35e016-84f7-4d70-9972-c5060fb2cdbb,c2,c5,26,?,?,surb={'id': 'ab44af46-c960-45b2-8d32-d9ec78f29613', 'route': ['p2', 'e11', 'i3', 'x9', 'p2', 'c2']}
1769741295.2104363,SENT,93103427-4880-4c01-b972-1bdcdee752d7,a913f297-7423-4d98-97d0-478df61a7cd4,c2,c5,3359,?,p2,
1769741295.2105813,CREATED,4a03e8c8-6c04-417d-9c7c-669727d7ca96,108e0b61-f7a0-485c-ab86-12f470cc31f1,c2,c5,27,?,?,surb={'id': '1eedbab4-7ed1-4818-837a-da466ab9b92c', 'route': ['p2', 'e1', 'i3', 'x10', 'p2', 'c2']}
1769741295.2452953,RECEIVED,04573eef-a752-419e-9a97-9d1892dfade6,6bf59726-1234-44db-a090-11089f38048a,c1,c2,26,p2,?,surb={'id': '15d9ff98-87b2-48d0-9f66-1b1a91d446c5', 'route': ['p2', 'e4', 'i11', 'x1', 'p1', 'c1']}
1769741295.3354955,SENT,9a3580b8-5cd5-4f30-af6c-c7a987b38b43,9cafd527-1419-48d9-a05a-7e14ce343429,c2,c5,3374,?,p2,
1769741295.335571,CREATED,e3bcd925-e2c7-48d6-b234-474660b53467,c19c677b-aa80-44f4-b00e-57b44528c8b2,c2,c5,27,?,?,surb={'id': 'ce18e1b9-e326-451c-87b9-b18ff3ce8f82', 'route': ['p2', 'e9', 'i4', 'x12', 'p2', 'c2']}
1769741295.3780496,SENT,797d5494-3c12-486a-bd35-7485db09807d,1df3234d-188f-44de-a596-c11cee0475bd,c2,c5,3363,?,p2,
1769741295.37813,CREATED,af32ac94-b158-4091-89c3-fe357f151ae8,3abf2fc0-5d20-4578-91a9-e3ed14b89fb7,c2,c5,27,?,?,surb={'id': '829d53b1-f56f-4d8d-b492-ceba4a9e2dba', 'route': ['p2', 'e3', 'i6', 'x7', 'p2', 'c2']}
1769741295.436658,SENT,5026a8d4-a733-4aa0-a327-150573c7ada5,a0ad3a9c-da19-4f39-8819-43f8f8d467a6,c2,c5,3378,?,p2,
1769741295.4367337,CREATED,82e53395-d66a-43bf-a793-d843b3eb8bf1,e8424180-09c0-413c-aa31-26a52ff143bd,c2,c5,26,?,?,surb={'id': '464ea9cb-ec52-414a-b99a-e2837cb42dfc', 'route': ['p2', 'e5', 'i7', 'x4', 'p2', 'c2']}
1769741295.729298,SENT,a7f4f13f-c55e-49bc-8d6d-47f5e226d188,59300303-cdeb-4f9f-98dc-eaa75d521849,c2,c5,3391,?,p2,
1769741295.729402,CREATED,352c1e4b-7f7c-40c6-93ed-3a476b287ab9,aeb5d09b-ad2a-4716-90a8-d63259fe7bce,c2,c5,27,?,?,surb={'id': '85b9277a-1f0c-4b41-a9d9-2209ca6c8c1c', 'route': ['p2', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769741295.9213147,RECEIVED,5cb348ae-9594-4d2d-a3a5-72d443edcfdb,62159374-bba5-4bf0-b12d-b18557a10ff8,c1,c2,27,p2,?,surb={'id': '66fef186-7a95-4fcc-b1bf-0e3b1a1e1f6f', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c1']}
1769741296.1155028,SENT,c1ef9979-7240-4ef9-9c4e-0ddf27622f12,381ff93d-0ee5-413d-ad3d-0de01734be58,c2,c5,3391,?,p2,
1769741296.1156611,CREATED,cd717980-c424-41a6-9cd0-d4ae35989c73,2b1c098e-0a68-4567-b09b-22a7025fbd92,c2,c5,27,?,?,surb={'id': '25ad024d-ed5b-455d-a0a8-58842ca1ee3f', 'route': ['p2', 'e12', 'i4', 'x10', 'p2', 'c2']}
1769741296.1582625,SENT,eda8bcfe-64b9-4c56-9b40-fba3558c40a1,ac5e51dc-0004-4cbc-9c73-88bc960c4c8e,c2,c5,3380,?,p2,
1769741296.1584146,CREATED,c1c53a74-290e-45bb-9d0a-19115d7bf902,c2f3064a-fb7e-45fa-8552-bff6f007de35,c2,c5,27,?,?,surb={'id': 'fa382992-77d3-49d4-8738-7e5fbc82228e', 'route': ['p2', 'e3', 'i6', 'x5', 'p2', 'c2']}
1769741296.1676157,SENT,724bdef9-af22-489f-b618-a5764b5baf8f,845811d7-cde8-442c-9f40-b81833472c97,c2,c5,3388,?,p2,
1769741296.167766,CREATED,bd0e88fb-36ad-46ce-97b3-3ab2eb61974c,ed59807a-15b4-4789-8477-baabdfb80ee4,c2,c5,27,?,?,surb={'id': '09146671-d48f-49d2-acbc-64145a5bc293', 'route': ['p2', 'e1', 'i10', 'x9', 'p2', 'c2']}
1769741296.206507,SENT,a1dcf8c5-d896-475b-a601-c0d26e676024,8ecc36e1-8ba2-4822-94ce-eac62d2100ab,c2,c5,3392,?,p2,
1769741296.2066543,CREATED,5f95cbc6-7af4-45eb-8579-4a1d5b59be95,bbbc1870-dc46-4937-b918-f4ef28db2076,c2,c5,27,?,?,surb={'id': 'c4fe8075-334f-45cf-8ca6-1b752a18c380', 'route': ['p2', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769741296.2275906,RECEIVED,839adb89-032f-4a05-b731-11d3f1fb8c72,52aa78fb-1583-42fd-9390-c2ccd2596614,c1,c2,27,p2,?,surb={'id': 'faf94180-b9c1-4ce1-b298-827d6ffdc87b', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c1']}
1769741296.4192874,RECEIVED,ac88a586-e92b-469e-b351-d2901b2817e2,226707bb-928c-49d3-a65e-fc019e8fbac7,c1,c2,27,p2,?,surb={'id': 'aab9f143-d8dc-4e0f-a176-61cc5f28a9ce', 'route': ['p2', 'e5', 'i6', 'x1', 'p1', 'c1']}
1769741296.477162,SENT,d3aaab9e-c1bb-4ee0-b00e-12d29849fe40,0c7bbf4f-5ac9-4d1a-9ce2-817d9895cd02,c2,c5,3388,?,p2,
1769741296.477313,CREATED,ed9e3694-d5d9-4b18-ad3b-b84028aab3e3,08dd5b10-53bf-4594-9493-619adf1b9ed0,c2,c5,27,?,?,surb={'id': '9d7a09ee-4f03-4b99-8a19-4c47c68cf6bf', 'route': ['p2', 'e12', 'i9', 'x4', 'p2', 'c2']}
1769741296.5674038,SENT,d467c8ce-9a94-449d-8595-3c5b477b89f1,bcc870ea-5f89-4a55-8175-648b437d064f,c2,c5,3397,?,p2,
1769741296.5675468,CREATED,5d461fa5-0ad6-4f72-9bcd-7baa74d88625,c7b50465-6aa3-408f-93ae-db324045426d,c2,c5,27,?,?,surb={'id': '1383e3dc-b778-4eaf-8f45-f5c5acc82a16', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c2']}
1769741296.8395882,RECEIVED,68dc1fa5-1a99-4e34-ad62-166df562355c,3822b478-f9e7-45e3-9949-64cdac215ec5,c1,c2,26,p2,?,surb={'id': '0c29d38b-6d48-48e0-98dc-28f484c66db2', 'route': ['p2', 'e6', 'i9', 'x5', 'p1', 'c1']}
1769741296.8798838,SENT,d8aab36e-808a-4097-9a78-e7d3588d9f28,146a64cd-1afd-41f0-93d7-afe8550eb6c0,c2,c5,3392,?,p2,
1769741296.880033,CREATED,17aeeba1-8625-4203-9f20-505acfe92b26,6683f6c4-4849-48ea-99eb-fef45efb865a,c2,c5,26,?,?,surb={'id': 'e3aee4aa-2112-405e-86e4-1746864f2c9b', 'route': ['p2', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769741296.9662638,RECEIVED,acd28d1b-d92d-49f5-b937-9fc51ed5e6bc,477a7322-3793-4cba-839f-178438ada74e,c1,c2,27,p2,?,surb={'id': '3d2a6a49-8286-4e50-9d50-a263388c029e', 'route': ['p2', 'e3', 'i10', 'x12', 'p1', 'c1']}
1769741296.979369,SENT,556116cd-16d7-4177-b4bb-ea59824dede3,17e1daec-ec17-4c4f-9354-6202520d79ca,c2,c5,3389,?,p2,
1769741296.9795113,CREATED,2bb9351e-a217-4ce1-9f7d-604311477d08,8f8e33b9-28b1-4084-8a1a-2d6278a28a47,c2,c5,27,?,?,surb={'id': 'dd2e9971-1fc6-459c-9200-7ab41b68cb05', 'route': ['p2', 'e8', 'i6', 'x11', 'p2', 'c2']}
1769741297.0404973,RECEIVED,9a2a8594-ce2b-4151-96bf-123c8f2d28f6,f7d9372e-87ac-49b4-9acc-e9061e26ad32,c1,c2,27,p2,?,surb={'id': '64f6bd78-74bc-42b2-b049-2194a55fbb07', 'route': ['p2', 'e1', 'i9', 'x6', 'p1', 'c1']}
1769741297.4754157,RECEIVED,fe79700b-9241-43ca-b346-1962dc632ba0,936bdd7d-4a07-4aa7-95c2-6cfc10685481,c1,c2,27,p2,?,surb={'id': '1ebe81dc-b037-4890-b2b6-2874279f1b98', 'route': ['p2', 'e6', 'i10', 'x9', 'p1', 'c1']}
1769741297.5362463,SENT,e7fac069-fc57-4fda-9903-1071f2f4c0df,a7c8623d-e82f-4fd9-9573-0f2c27530327,c2,c5,3392,?,p2,
1769741297.5363193,CREATED,cb2d8658-217e-4128-a0ef-2b5fe59178b5,e275680c-f4a0-4053-8d21-7b3daf1918a1,c2,c5,27,?,?,surb={'id': 'f7419213-2368-455a-8b73-63b1bc4269f3', 'route': ['p2', 'e8', 'i9', 'x11', 'p2', 'c2']}
1769741297.6222277,SENT,0dfbcff8-c877-45bd-82a5-1974a8003631,69641c76-ad11-4184-83b5-9a02d76783fd,c2,c5,3377,?,p2,
1769741297.6223006,CREATED,5ac3ea40-5acc-4d4b-be25-da2e18189b96,873c6496-32d8-472b-ada8-e2c09ab4cefd,c2,c5,27,?,?,surb={'id': 'e392e8b1-afdc-44a2-b1ce-d4a40623cd6c', 'route': ['p2', 'e7', 'i5', 'x8', 'p2', 'c2']}
1769741297.7674873,SENT,c32c684f-b503-4b03-80f5-be012472213f,f85bb51c-169b-49c2-9e42-29e25a63072a,c2,c5,3379,?,p2,
1769741297.7675464,CREATED,a91ed5ba-4f64-44c5-93b0-49837b770f90,0e6df258-2a6c-422d-8b63-4a7e18cc9616,c2,c5,26,?,?,surb={'id': '8ef44a97-dfde-4d4d-b2cb-979d078f61f1', 'route': ['p2', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769741297.785771,RECEIVED,4dab9cf0-923b-4e34-8df4-789db347e6b0,ec488bae-688a-4984-a572-5692b7475423,c1,c2,27,p2,?,surb={'id': '194db73b-a3e0-4021-83dd-e25e72bdd9c7', 'route': ['p2', 'e5', 'i3', 'x9', 'p1', 'c1']}
1769741297.8477383,SENT,24181c1e-9995-4513-a58b-7d7244e35ddd,75802d60-306c-4699-8eef-16f51dce5b93,c2,c5,3384,?,p2,
1769741297.8478086,CREATED,a9ff81be-9292-4479-86f5-a3d67eacf5e4,c6fef5a7-92ff-415c-b235-d77da7df6424,c2,c5,26,?,?,surb={'id': 'cf81ca94-6fc1-40fd-a769-188738c2221b', 'route': ['p2', 'e2', 'i3', 'x11', 'p2', 'c2']}
1769741297.9679666,RECEIVED,982e3484-80da-4f88-be16-f56a2f37a873,102b138a-012d-45f1-85d2-178c46eee3f1,c1,c2,27,p2,?,surb={'id': 'dbb5fd8d-8ffe-4e72-99e3-d70e73f5d3d7', 'route': ['p2', 'e2', 'i5', 'x2', 'p1', 'c1']}
1769741298.2789047,RECEIVED,d573af25-bb70-4951-8cb7-17667d97b38c,199dcffc-83a0-4d85-8c2a-f366fee246ef,c1,c2,27,p2,?,surb={'id': 'a3864d94-d4ca-4c67-b0a5-c4e31652be78', 'route': ['p2', 'e2', 'i8', 'x9', 'p1', 'c1']}
1769741298.3838694,SENT,bcebb84e-e259-46ae-85f7-57b823697ddf,8b9d5b1c-ce52-4f72-a63b-8b68acb3e994,c2,c5,3376,?,p2,
1769741298.3839772,CREATED,27617931-4647-4e2e-8181-bb588ce4730d,f7db6491-79cc-4b3c-8916-b7f0d68231e6,c2,c5,27,?,?,surb={'id': '6672ac12-32a6-4bb4-81e0-b0abd366be81', 'route': ['p2', 'e4', 'i7', 'x1', 'p2', 'c2']}
1769741298.4160872,RECEIVED,459f050c-97fe-4eab-8fa2-aa280f113304,de0eaf51-d44f-440c-964a-9c62265ce813,c1,c2,27,p2,?,surb={'id': '48dbd730-5720-4297-9f4a-d8b57a68ff2d', 'route': ['p2', 'e6', 'i3', 'x11', 'p1', 'c1']}
1769741298.6573606,RECEIVED,ef3ce153-4dd8-4a2f-bd90-51004a30e161,529c9624-c514-4ab1-b479-749f63e05266,c1,c2,27,p2,?,surb={'id': '7c002521-336b-4101-b500-12f623453dc3', 'route': ['p2', 'e6', 'i2', 'x7', 'p1', 'c1']}
1769741298.7057865,SENT,e1e759e6-93e7-4dbd-a19e-50bda0b29f22,62a89a3d-788c-45a6-a887-646764ca8d3c,c2,c5,3396,?,p2,
1769741298.7059078,CREATED,1fe01739-1012-430a-a46e-546374bcdd21,77410ca7-0ba8-449f-b623-95c49a40c798,c2,c5,27,?,?,surb={'id': 'a1bebdf4-7e09-43ba-ba22-f7cd72211144', 'route': ['p2', 'e7', 'i3', 'x1', 'p2', 'c2']}
1769741298.830077,SENT,80bb321a-d39b-476b-9a38-a09ad930cc29,25521e02-ffe2-4e41-b82f-7b97cafdd18a,c2,c5,3380,?,p2,
1769741298.8301952,CREATED,aa86e10f-14b7-4e89-8241-45eda24ffc23,be42fb59-2845-4188-8395-2b59225151e4,c2,c5,27,?,?,surb={'id': '1c689180-d9b9-42b1-a758-2c0db76ebb05', 'route': ['p2', 'e10', 'i1', 'x4', 'p2', 'c2']}
1769741299.0535018,RECEIVED,bf24521a-c05b-4277-940a-a01ca6b56ac6,6c3cb0bf-fe5c-4a9e-a09f-c15ea840253f,c1,c2,27,p2,?,surb={'id': '38b97829-4248-4841-ad68-7484dcb7483e', 'route': ['p2', 'e3', 'i9', 'x8', 'p1', 'c1']}
1769741299.1569448,SENT,7e44566c-8de1-4942-a972-3ac353fdf5a2,bb82b4de-ab0c-4de8-a6f6-3eb5d4980d25,c2,c5,3405,?,p2,
1769741299.1570253,CREATED,1fc9d438-d9bc-4d07-bca5-013c4e79104d,8ce99d90-ca1f-4e60-b8b8-132b8d51c2c1,c2,c5,27,?,?,surb={'id': '879c243e-3e5a-4361-bdbc-90f6be920c0d', 'route': ['p2', 'e12', 'i7', 'x12', 'p2', 'c2']}
1769741299.2986627,RECEIVED,6e7f3f81-28fd-4de3-a879-03665297b46d,5b709d0d-402f-42ad-a5d7-5b93f96d4f53,c1,c2,26,p2,?,surb={'id': 'ca166367-9fd2-4cda-a4f4-0b89512ae5e3', 'route': ['p2', 'e3', 'i6', 'x4', 'p1', 'c1']}
1769741299.5418649,SENT,3221feda-f6ac-46f2-99b5-2c6366816ff8,58deae35-cbee-427a-b27b-e5a4c7968eb1,c2,c5,3396,?,p2,
1769741299.5420125,CREATED,098e93b3-425f-426a-82b8-f76dbbc16a0a,0f78b055-7880-4efe-82f1-9bf494841c4a,c2,c5,27,?,?,surb={'id': 'ad9c25bd-e773-44fd-8783-0605c7d620c9', 'route': ['p2', 'e12', 'i12', 'x6', 'p2', 'c2']}
1769741299.8080745,SENT,eca87995-c5d1-4998-8b81-1ae58899408b,d17bb97f-29bf-40f3-8d2a-b55595093859,c2,c5,3376,?,p2,
1769741299.8082345,CREATED,041afd3c-0bf8-440d-a2ae-9b31e633e3bb,49f45ae0-89a5-4da4-a740-aca41a08bb45,c2,c5,26,?,?,surb={'id': '5407b02e-a60a-468d-beb5-c5414548a1e5', 'route': ['p2', 'e12', 'i9', 'x3', 'p2', 'c2']}
1769741299.9394512,RECEIVED,a0b4100f-face-4641-a7d0-160388aef8ca,1dc14388-1f0b-49d1-aced-6dfa80e7fbc0,c1,c2,27,p2,?,surb={'id': 'fd684923-7ad2-4a2f-8e71-ebfc9e5e0b6c', 'route': ['p2', 'e1', 'i6', 'x7', 'p1', 'c1']}
1769741300.0089293,SENT,124333b1-d2c6-48df-b730-afb33b1f1d1b,0edf963a-7a91-4afb-8d6b-6ed961df63d2,c2,c5,3376,?,p2,
1769741300.0090222,CREATED,3d12808e-7407-444d-87ff-73d56eba6a65,e2d140b4-4086-4365-b9ad-3902cd25e1a2,c2,c5,27,?,?,surb={'id': '37ddd40c-ca70-46f3-b76b-6b3649e52a2c', 'route': ['p2', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769741300.1506295,RECEIVED,4fa6258b-73c0-4cb0-ba81-7487030fa876,3fbe3877-62e2-474c-87fb-f7a0c7172395,c1,c2,27,p2,?,surb={'id': '7616c8fc-4a93-4a99-b47f-3b55e6dfe885', 'route': ['p2', 'e7', 'i2', 'x1', 'p1', 'c1']}
1769741300.1828635,SENT,5aa38161-3c19-4355-b518-f2acccc16aed,d98114e5-ed8f-448f-b191-a9ae60beb8cf,c2,c5,3388,?,p2,
1769741300.1829455,CREATED,bfa5a26b-54b4-4bec-86b5-f58f7faba4ad,5cb532da-5c83-4277-b51c-2651c8c8a961,c2,c5,26,?,?,surb={'id': 'c24230dc-78d4-488b-96fb-0ddd89a226bb', 'route': ['p2', 'e10', 'i8', 'x7', 'p2', 'c2']}
1769741300.2733274,SENT,24683db3-bb70-4530-a897-ea9fdda0ea93,11cb92cc-e61b-4b69-b1bb-fccc164c9c31,c2,c5,3376,?,p2,
1769741300.2733872,CREATED,66816c56-dedf-4657-a51d-1430eada2de8,b8122af3-2996-467e-be61-6d25d7637f48,c2,c5,27,?,?,surb={'id': '4e122d9b-f6ed-47c4-94db-90070b742432', 'route': ['p2', 'e1', 'i11', 'x3', 'p2', 'c2']}
1769741300.4733195,RECEIVED,913b80aa-e96c-41db-9172-c7e9663a811d,d1967631-1c9c-41e9-8ec7-3402791108d1,c1,c2,27,p2,?,surb={'id': '098107ac-c4b4-459c-a7fd-3fa9b704fae4', 'route': ['p2', 'e2', 'i8', 'x3', 'p1', 'c1']}
1769741300.74511,RECEIVED,12b9e1d7-a1e1-460e-9437-79a7c12f686b,c4e9aa60-6c8b-427d-9d60-c25f3ebba9fd,c1,c2,27,p2,?,surb={'id': 'dee4ad74-7266-4efe-84c5-4dcf1781cc90', 'route': ['p2', 'e11', 'i5', 'x11', 'p1', 'c1']}
1769741300.8158922,SENT,76591fb2-1c7a-4157-9c0a-5029f85d95ab,3ee43bf7-b5d0-443f-9a78-9c88be2b84f7,c2,c5,3406,?,p2,
1769741300.8159595,CREATED,0a8658c0-4a75-448b-8dce-8828b7cade63,f2d8a3d6-9d1d-429d-a711-af68f87f9301,c2,c5,27,?,?,surb={'id': '93b38b5e-10af-42e9-adaf-b7d63242075d', 'route': ['p2', 'e11', 'i8', 'x4', 'p2', 'c2']}
1769741301.40601,SENT,5d06fda4-0342-411e-8939-70a9c6bba989,60a4f52e-ee19-4033-a062-565b09a4571f,c2,c5,3405,?,p2,
1769741301.4073277,CREATED,5a48c4d4-16f9-48fe-9588-f2b7e5349659,374390ab-1f0a-4622-a1a0-31665fb5fe60,c2,c5,27,?,?,surb={'id': '4c6b379d-a7b7-4dd5-a560-206600650f05', 'route': ['p2', 'e3', 'i8', 'x4', 'p2', 'c2']}
1769741301.75821,RECEIVED,3ed1159b-86ac-402a-b516-a0b508b5cefd,6ad3d206-a748-4e27-bad4-2e0399a5d0ff,c1,c2,27,p2,?,surb={'id': 'f1d9d1d4-59b9-441b-b08c-5849cda3df9d', 'route': ['p2', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769741301.8320918,RECEIVED,7f43a011-91ba-4860-aa13-d83389ce3960,ba25e50b-18d7-4ee9-80a3-8e84ce92cc73,c1,c2,27,p2,?,surb={'id': '80c740ad-a400-4097-88a1-3d125ebf6904', 'route': ['p2', 'e7', 'i11', 'x6', 'p1', 'c1']}
1769741302.2627873,RECEIVED,07e02e74-b3a0-497c-8c08-5c3312c4f12c,eff64e10-b7b8-49a3-990e-721a379f15f9,c1,c2,27,p2,?,surb={'id': 'db9f5db0-7bed-422b-945c-d142fe8569a6', 'route': ['p2', 'e2', 'i5', 'x2', 'p1', 'c1']}
1769741302.4262903,SENT,82ad5e75-e24a-4ecf-8eab-aeb34ff74d95,c6657559-7fd1-43a1-872e-76a09fd429cb,c2,c5,3383,?,p2,
1769741302.4263608,CREATED,b33eecc3-714b-449d-8c91-3e514e2e7e75,46a5235a-2acf-4cde-8e31-660de7411fd9,c2,c5,27,?,?,surb={'id': '392e0dc6-86d8-411a-a964-040873c36b16', 'route': ['p2', 'e6', 'i9', 'x9', 'p2', 'c2']}
1769741302.6540866,SENT,9ca19aae-ca71-442d-aa1e-12a17bb60fb8,d842c642-a076-4efd-a179-5690692b6345,c2,c5,3398,?,p2,
1769741302.6541748,CREATED,ad3f151a-78d3-419c-aa69-6996131b8ba4,e94b2dd0-4f3b-417d-a7f3-56b4e4c88928,c2,c5,27,?,?,surb={'id': 'd8c55655-083b-4cd7-b0b9-8edeb394b8f5', 'route': ['p2', 'e8', 'i10', 'x6', 'p2', 'c2']}
1769741302.847116,SENT,b216ae48-e20d-4fee-b079-e90fe77d2320,8db5821f-d777-43ab-9ea8-c3b4a09d18bc,c2,c5,3388,?,p2,
1769741302.847245,CREATED,76867118-974d-4b90-8fae-8d7a06d6fcb3,bfb17e0a-cf4f-4462-be16-ed57ff0cff37,c2,c5,27,?,?,surb={'id': '1dd7f4d5-321d-4938-87b1-ad1a3f3d9cf4', 'route': ['p2', 'e6', 'i5', 'x3', 'p2', 'c2']}
1769741302.9529798,RECEIVED,fcbc456c-009e-4dbd-b99e-69b6da7e9a74,87f1bfa9-ccfa-43f5-b412-ea27fa222ab5,c1,c2,27,p2,?,surb={'id': '3f6c8626-4bd2-4742-8fd0-81ef34703023', 'route': ['p2', 'e11', 'i8', 'x6', 'p1', 'c1']}
1769741303.0194392,SENT,ad98a176-e65a-4a39-95c3-bb530266a9ab,21c17034-9654-4828-98b6-971688af3f9a,c2,c5,3360,?,p2,
1769741303.0195122,CREATED,469c0bc3-3716-411e-a226-fd3f42105492,fbd44357-d7fd-4937-b24b-bd59ae7763c1,c2,c5,27,?,?,surb={'id': 'd3dc8045-27c8-4d55-9fc5-6df66e01301c', 'route': ['p2', 'e8', 'i4', 'x4', 'p2', 'c2']}
1769741303.5007489,RECEIVED,4b130138-7b59-4648-99d8-b601972a0582,02b9ce86-9342-4078-9a8c-1176cc958058,c1,c2,27,p2,?,surb={'id': '7cfd3277-1f7e-47df-8671-cd598809e953', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c1']}
1769741303.5372767,RECEIVED,7230e606-b623-4195-84cd-790c5828eab7,7ccb2101-8c9d-4e2b-b015-4fb9769f494f,c1,c2,27,p2,?,surb={'id': '8f8c9525-1bde-49e6-b38d-a21edb3b227b', 'route': ['p2', 'e1', 'i2', 'x7', 'p1', 'c1']}
1769741303.5858867,SENT,53f228e3-896c-43ba-9646-4ba0b6a25c8c,33cf7a0e-41dc-4bf6-aea0-ad6dc774e92a,c2,c5,3363,?,p2,
1769741303.585975,CREATED,0e1b2940-d760-4b51-b07b-4e6f7d250ea4,0c06cf8c-9258-477a-83e6-b3cddb480900,c2,c5,27,?,?,surb={'id': '620cf654-0aca-426c-a2fe-bffa7b089071', 'route': ['p2', 'e12', 'i8', 'x3', 'p2', 'c2']}
1769741303.7006762,RECEIVED,193f65d1-76a0-4478-bdc5-aa7ce1a4bc7b,f69e1427-d456-45c0-89e6-77584e609a32,c1,c2,27,p2,?,surb={'id': 'a6c8226a-9a91-41a8-9350-ebe6b0d21509', 'route': ['p2', 'e11', 'i12', 'x3', 'p1', 'c1']}
1769741303.7048664,SENT,3c10d875-10c1-47ea-ad83-5cb898acba16,9858dd9d-ab07-45a7-b770-4b65815b58bd,c2,c5,3359,?,p2,
1769741303.7049644,CREATED,92ada422-37e4-4f64-894d-0f3f0645660b,c8ea599d-cae5-4c00-98ce-8c191ebbd87e,c2,c5,26,?,?,surb={'id': '7cc955a2-3da3-4d34-8393-a42beb3a1108', 'route': ['p2', 'e2', 'i7', 'x6', 'p2', 'c2']}
1769741303.9192696,RECEIVED,c2d676f3-10b8-458a-a036-5ae43bc94ea6,469e1664-c1c2-46db-aebd-558e0d35e7d8,c1,c2,27,p2,?,surb={'id': 'c1f38c74-57bc-4275-ad07-dfc50b1122d6', 'route': ['p2', 'e6', 'i12', 'x8', 'p1', 'c1']}
1769741304.639269,RECEIVED,1a747683-ffd8-4cc3-89d5-2a2ac75630ee,5eff76ac-ee8a-4971-a0ef-3f554c9ce772,c1,c2,27,p2,?,surb={'id': 'e75cc3d0-0928-49a4-b91f-c6f468b2ebad', 'route': ['p2', 'e12', 'i8', 'x10', 'p1', 'c1']}
1769741304.6927614,SENT,53057ba6-c98a-4078-a37e-aebbb4ff1994,d587fc57-0637-4396-8c4f-3a4320f93f43,c2,c5,3355,?,p2,
1769741304.6928914,CREATED,797fbc2d-f1f9-4127-aaec-d4d484007af4,2195d5d5-d138-4b15-83ff-55e4fdaa2c03,c2,c5,26,?,?,surb={'id': 'ad06842f-cb68-4076-91c9-fce7f3866346', 'route': ['p2', 'e8', 'i8', 'x9', 'p2', 'c2']}
1769741304.78969,SENT,e84a5e0a-ad91-4cd7-af99-4c66dd468742,b2abb4dc-81f3-4553-90f6-9db999bafec0,c2,c5,3380,?,p2,
1769741304.7898386,CREATED,5044e39b-f1d8-403b-a89e-72b340b0cc6d,773df488-a7f7-4556-907e-b567c39d9360,c2,c5,26,?,?,surb={'id': '1cbe3896-88c4-4524-afd6-75e08cb1f1b1', 'route': ['p2', 'e10', 'i8', 'x1', 'p2', 'c2']}
1769741304.887458,RECEIVED,52ba4fab-cd1f-4450-bdf5-631b49c6b2d8,1ecf21cf-bf4b-4c87-a153-36cced2c0857,c1,c2,26,p2,?,surb={'id': '8fc227d4-aad8-4c03-95bd-fac39147e662', 'route': ['p2', 'e6', 'i2', 'x11', 'p1', 'c1']}
1769741305.0385191,SENT,e5dd8068-ca39-4913-96a5-76dabebb21b4,0c60a455-a54c-444a-8ab7-84466165150b,c2,c5,3372,?,p2,
