timestamp,event_type,packet_id,src,dst,size,flags
1765372946.5808878,RECEIVED,2ec0cdc1-f505-42ff-8623-0891525b5df4,?,?,53,surb={'id': '20f925a0-4f0e-479b-a37a-0c60870aadbe', 'route': ['h_entry_1', 'h_inter_1', 'h_exit_1', 'h_sender_1']}
