timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483487.781172,CREATED,9ee8f2ca-b01a-4692-b7b7-2006ac8954e8,d6304ca4-0148-4aed-8304-a1f429b2f7f2,c2,c4,27,?,?,surb={'id': 'ccdc29b9-a1d3-4738-ae7c-6ee8d92fc75d', 'route': ['p1', 'e7', 'i10', 'x5', 'p2', 'c2']}
1769483487.8409479,RECEIVED,0e3c3e2b-7a21-461a-a33c-0bccb5afde7a,bfaeef5a-62e1-4ac9-ad8b-1ca5f4e9b2c7,c1,c2,27,p2,?,surb={'id': 'bff9482d-fce9-4b75-a1d3-1c468725ba16', 'route': ['p2', 'e4', 'i6', 'x8', 'p1', 'c1']}
1769483487.8751879,SENT,aabc4388-d350-4ee3-969d-bc7e2947aa6c,307c527c-35f3-4711-8f14-8746844f89df,c2,c4,3376,?,p2,
1769483487.8752644,CREATED,9fa6a6c9-3340-433e-ac9e-2edba5280f9a,54e3a079-c9d0-44cd-acda-c194a2232a71,c2,c4,26,?,?,surb={'id': 'a0789fb4-fa4f-4e38-a9fb-7bf628f2d0ae', 'route': ['p1', 'e6', 'i1', 'x7', 'p2', 'c2']}
1769483487.9437203,SENT,81645b7d-4e3c-48f3-a721-4aff8f086e93,1850c22c-a6ae-4113-9a48-012b23b15469,c2,c4,3388,?,p2,
1769483487.9437973,CREATED,93a5745f-2464-42e1-8afb-d368d2a42912,35dc9b0a-c653-4055-95cd-784a32ca519a,c2,c4,27,?,?,surb={'id': 'd8a63fcd-2a6b-472d-b208-504341ce8068', 'route': ['p1', 'e7', 'i7', 'x1', 'p2', 'c2']}
1769483488.0805385,RECEIVED,258fcc9e-b43a-4c2f-ad82-d3d4fcc35625,95e6201c-bfb7-4273-abc5-2c2e37b77fe6,c1,c2,27,p2,?,surb={'id': '46749d6b-9382-46bc-bc39-1464ef509de6', 'route': ['p2', 'e2', 'i10', 'x6', 'p1', 'c1']}
1769483488.0827534,RECEIVED,177b9b35-fe01-4717-baf7-b7be4e3ece6c,8e04e018-ac22-4753-818f-ca282873f75e,c1,c2,27,p2,?,surb={'id': 'becc3496-a867-4a31-96cc-ee7bf56b174a', 'route': ['p2', 'e2', 'i4', 'x10', 'p1', 'c1']}
1769483488.3602135,RECEIVED,5230222a-3543-4ce7-9be9-46c117ab88fc,92556dc5-0fa5-41e3-b07f-53001194332c,c4,c2,27,p2,?,surb={'id': 'ad1c18c4-e15f-4dd8-baa6-04abcab1956a', 'route': ['p2', 'e8', 'i5', 'x8', 'p1', 'c4']}
1769483488.3938084,RECEIVED,bb1bf160-0e88-4c81-a1af-35a718ac1132,48eb3e2a-eec0-41ae-80e1-7186f6636814,c4,c2,26,p2,?,surb={'id': 'e142023b-ffb8-4e3b-91d3-f8be33d85f30', 'route': ['p2', 'e9', 'i6', 'x7', 'p1', 'c4']}
1769483488.8472855,RECEIVED,e0cba2c2-b317-4353-a1a8-f998335cf3fc,a93501d8-04d4-4a90-a085-888520bd8b8b,c4,c2,27,p2,?,surb={'id': 'fd19a538-8779-497a-9605-26deee8b010c', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c4']}
1769483488.934186,SENT,10da7582-523a-4d8f-86a1-c2f2190f0a15,0a006d1f-e3bc-4dd0-8403-7550fb5c813f,c2,c4,3379,?,p2,
1769483488.9342668,CREATED,6426c92e-dac8-4a2e-bde4-f7fdf8b04599,f01ba7eb-44df-4499-8335-23d7274b8f06,c2,c4,27,?,?,surb={'id': 'cc51dbd1-a4a2-4179-b390-3ac26a074b73', 'route': ['p1', 'e9', 'i5', 'x8', 'p2', 'c2']}
1769483488.9769983,RECEIVED,081b387c-6291-4274-8d9c-172b681ce5dd,4a893889-1cef-49be-955f-08a85bc7cb2c,c1,c2,27,p2,?,surb={'id': '66cda997-a4a8-485b-8e41-0a80a75f3d19', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769483489.1738079,SENT,0039bb0d-72e6-4b0c-bf88-c900a8fda977,1e7c201f-078d-4f62-9bba-1193714647fa,c2,c4,3373,?,p2,
1769483489.1740046,CREATED,110acb0d-a0f3-429a-90c6-146b76cceb8c,ea5d6043-6567-46df-9650-5bc0c085f50f,c2,c4,25,?,?,surb={'id': '42e36a97-e8e7-494e-abf0-42cd62c136e3', 'route': ['p1', 'e12', 'i6', 'x6', 'p2', 'c2']}
1769483489.3060942,RECEIVED,cfadf507-9466-4a31-ba71-bd7bfc8eefbf,1577e15f-4686-46d1-8b79-5d945cff4b95,c1,c2,27,p2,?,surb={'id': '01ddf04f-d80b-4485-817c-78e8984db4e2', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769483489.4617436,RECEIVED,19a295d6-ad06-44c2-91c3-b5486e68b782,3d0dfe6d-0835-4404-b06f-3787afffade8,c1,c2,27,p2,?,surb={'id': 'bb71d7f9-d0f3-425d-a19c-550bed249f3c', 'route': ['p2', 'e7', 'i9', 'x1', 'p1', 'c1']}
1769483489.500011,RECEIVED,b06724c9-a083-41b8-b22c-811a7e82b7ba,9f272745-da25-47be-a6ab-a67127b79ebd,c1,c2,27,p2,?,surb={'id': '8111c5ee-061e-4014-9666-c32c3dc15756', 'route': ['p2', 'e7', 'i12', 'x11', 'p1', 'c1']}
1769483489.5124538,RECEIVED,a46913b6-42ef-4008-941c-07fde0283df6,327535bb-5281-4c76-94ab-a499746ec32c,c4,c2,27,p2,?,surb={'id': 'b5971b83-0f70-4da6-916d-d096fcdb258c', 'route': ['p2', 'e11', 'i9', 'x5', 'p1', 'c4']}
1769483489.5517788,SENT,5ca464a1-d509-4d77-8323-83b6e8cf71d4,224d6970-1a72-4fa5-8b7f-0aa6df584a6e,c2,c4,3388,?,p2,
1769483489.5518727,CREATED,6845eb28-09fe-41dc-aecb-2ea16520398d,976ebf81-e83e-4d8d-b3ac-ee33aad7360b,c2,c4,27,?,?,surb={'id': 'a7c47e22-e552-40c0-8267-1106dd38031c', 'route': ['p1', 'e6', 'i11', 'x11', 'p2', 'c2']}
1769483489.6108894,RECEIVED,8a974e26-5b6d-4755-96de-3ae374a0e88f,3169bb1e-8b3f-4337-884d-44007933f27a,c4,c2,27,p2,?,surb={'id': 'c7a9a371-5ca6-436d-876f-4a8f06632040', 'route': ['p2', 'e3', 'i9', 'x1', 'p1', 'c4']}
1769483490.0025043,SENT,6d2b7fea-dfed-4477-926a-752011ae07d9,9005c1d7-e664-481e-abdf-d8ed572eae71,c2,c4,3360,?,p2,
1769483490.0026238,CREATED,52ad3183-28a2-4469-8b20-5fba99041137,b2b271a0-da8c-47aa-826f-e6149e594f9a,c2,c4,27,?,?,surb={'id': '0b117035-b0ca-4764-ba3a-e358c0cfed32', 'route': ['p1', 'e1', 'i9', 'x8', 'p2', 'c2']}
1769483490.229176,RECEIVED,f9f770d3-3726-4369-8724-82702c40a7b5,2d329154-3f3b-487e-a490-84da96c7738c,c4,c2,26,p2,?,surb={'id': '6a0f0682-0dd2-4a14-9920-da7d1a130ad8', 'route': ['p2', 'e2', 'i5', 'x5', 'p1', 'c4']}
1769483490.2755961,SENT,0d53fb01-9d89-48af-8a2a-1862ba47c639,aa0d38b7-cd4d-4e1c-875e-f0e3f5f6a118,c2,c4,3383,?,p2,
1769483490.2757516,CREATED,b0ee3b59-cb15-495a-9061-109c7a6034a2,53e47354-16d9-4cde-b43c-ead1a39cb786,c2,c4,27,?,?,surb={'id': '0d7a9797-b4a0-46e2-bb17-6f3d8ebe0376', 'route': ['p1', 'e1', 'i1', 'x3', 'p2', 'c2']}
1769483490.3337364,SENT,2f1a9e43-8d15-485b-9f6c-f83e35e8adf6,4dd6f831-0d57-42c1-a655-6bebaa881840,c2,c4,3400,?,p2,
1769483490.3341055,CREATED,4b5b1f2c-ea7d-4eb5-b6fe-fbf9a01a0312,bcc3170e-c5a6-4e8a-b822-79daf5780379,c2,c4,27,?,?,surb={'id': '5f449a3a-c183-4e89-a753-91f783f24eaf', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769483490.4327528,RECEIVED,573fb04e-d12b-4171-8ba8-6debb7b00e09,4ea30832-7025-4a74-8bdc-c3e9a0df792d,c1,c2,27,p2,?,surb={'id': '79d3f9b5-ae98-4b4e-9d12-dcd034f12a19', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c1']}
1769483490.4352527,SENT,b53e2065-3f7f-4b90-880b-2e1567c5686c,2262beb1-6f8a-4d6b-a4de-10a71f9b17ae,c2,c4,3395,?,p2,
1769483490.4353483,CREATED,0d4c6db0-83a1-4ecb-af92-2fbd7de30e96,dd9c04d7-5225-436d-8450-b7b76d80fa2a,c2,c4,27,?,?,surb={'id': '9ff6589f-4565-4ae6-a2bd-2fa86eeb03ba', 'route': ['p1', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769483490.4871733,RECEIVED,176b2bd2-4fb6-4409-9ad8-9285fbdbb725,df632beb-74b1-4df0-912f-4953ec9e21fc,c1,c2,26,p2,?,surb={'id': '621dde5d-7be2-4292-8ed0-4d2ddf4cf368', 'route': ['p2', 'e6', 'i4', 'x3', 'p1', 'c1']}
1769483490.545681,RECEIVED,013105a7-8445-4661-8a8f-86b1ec2cf9d5,d2993cdc-bc79-4541-ba8c-ef366f4eb431,c4,c2,27,p2,?,surb={'id': '66bd94b1-4ce4-4c66-9c83-5188dea95256', 'route': ['p2', 'e11', 'i10', 'x2', 'p1', 'c4']}
1769483490.5621684,RECEIVED,a09682b6-b4ed-4257-be91-716a9bdf5691,66ba77b5-e866-4325-8cb1-a4216f6b594c,c4,c2,25,p2,?,surb={'id': '1ea6e1f6-6b0f-4e4e-88a3-25dcf76a5489', 'route': ['p2', 'e9', 'i7', 'x3', 'p1', 'c4']}
1769483490.6276727,RECEIVED,e305987f-6e23-4702-926b-03e30c3cfa2f,3fd7c563-9fc2-431b-983d-35c8d6a0ef1c,c4,c2,27,p2,?,surb={'id': '2550607a-cdd0-40f8-b220-201b3557b37e', 'route': ['p2', 'e10', 'i12', 'x7', 'p1', 'c4']}
1769483490.8562708,RECEIVED,05cc4765-18b1-431d-b055-b7737178c07e,5c862ba5-5705-4d7f-80c1-db8961c0124c,c1,c2,26,p2,?,surb={'id': 'dd13eb74-a963-48d6-ae3a-ff796777adec', 'route': ['p2', 'e1', 'i3', 'x11', 'p1', 'c1']}
1769483490.9803174,RECEIVED,f2e56f9f-a5f7-4003-8650-02afc9783d8c,4dc6fd47-d9e8-43ee-b17a-413c861672ba,c1,c2,27,p2,?,surb={'id': 'e141e14f-a38f-4189-a318-ad17065832bf', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c1']}
1769483491.2734876,RECEIVED,cbb6e7ff-0864-4350-9a5c-41bb8d10529d,6dd1da9b-a22b-4633-8513-f391010d2f33,c1,c2,27,p2,?,surb={'id': '9aee6ad0-add3-463c-9af8-062387b327e8', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769483491.439462,SENT,53fa0759-d17a-4186-8a71-7c0a5e37ae2e,2f307f96-2311-49cc-9dc9-5fe05f7fd52c,c2,c4,3359,?,p2,
1769483491.4396029,CREATED,d5f882fa-0d3d-4455-bb27-6e297c649171,20980550-c784-47d9-a975-07c620332fe3,c2,c4,27,?,?,surb={'id': 'f067dc1c-d02c-47a6-8f59-be30514e6eee', 'route': ['p1', 'e8', 'i4', 'x1', 'p2', 'c2']}
1769483491.4608288,SENT,5f74a314-19ff-4069-a490-e3a261d90d11,c575331d-8d00-4c0c-a725-044002de0026,c2,c4,3372,?,p2,
1769483491.4613855,CREATED,a76ab4a5-a2de-4d0d-ad6a-05ac407edf21,4dc8e2d0-f0e0-4a5f-af64-cadea947c12a,c2,c4,26,?,?,surb={'id': 'd6787dd7-70d7-4888-9d4d-548658624c1f', 'route': ['p1', 'e2', 'i2', 'x10', 'p2', 'c2']}
1769483491.565006,RECEIVED,d27a8e69-2ee9-4431-a564-38bb0719f348,066760cb-6b18-4ddd-b903-839924e14b06,c1,c2,27,p2,?,surb={'id': '9e057691-6440-4ad9-964d-6ee6ab79fa14', 'route': ['p2', 'e5', 'i9', 'x6', 'p1', 'c1']}
1769483491.6161857,RECEIVED,eaccf535-574b-4267-a797-ae321fc9df08,d1779364-7c15-4a5e-8714-1892aa3d0cc7,c4,c2,27,p2,?,surb={'id': '60d8ed96-380d-4573-8630-b430fb98d703', 'route': ['p2', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769483491.6515825,RECEIVED,8ed8b47f-d1eb-410a-836e-ad5af99fb3c9,f42a5440-76d4-4fa1-8425-2803f127fba8,c4,c2,27,p2,?,surb={'id': '106ed42f-9e43-41c7-a2ed-9500c54e1cc1', 'route': ['p2', 'e3', 'i11', 'x2', 'p1', 'c4']}
1769483491.7332165,SENT,197748d3-3cdd-4e0f-b7d3-9f44b86b3975,019ba751-f511-4c17-89e0-d4b961f94a88,c2,c4,3386,?,p2,
1769483491.733334,CREATED,8fc825c4-9167-4d8f-805c-699e115fc1d4,473f8aef-2d68-497d-a609-b317ef9aeccd,c2,c4,27,?,?,surb={'id': 'e371a1bb-6595-44b1-9e56-250e8dd71c11', 'route': ['p1', 'e3', 'i2', 'x12', 'p2', 'c2']}
1769483491.790669,RECEIVED,6e683762-784a-4533-b75f-fe298bcdab47,fc4aac28-f7bc-4c2c-aa42-ae04ff2d8f9c,c1,c2,27,p2,?,surb={'id': 'ac69abb5-0b5f-4b2d-8d1a-26032478d837', 'route': ['p2', 'e1', 'i6', 'x8', 'p1', 'c1']}
1769483491.8067553,RECEIVED,d7962b7f-3aae-480e-9b2f-c18d1d427870,ece40bf1-b098-4fed-9280-623e814f553d,c4,c2,27,p2,?,surb={'id': '2c86acbb-01e6-445b-94e1-a4472a930070', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c4']}
1769483492.4866836,RECEIVED,af4f01e7-b6e4-480a-bc27-3d2f0a5d063a,347ac2a8-257f-4a21-bd97-339cd752a151,c4,c2,27,p2,?,surb={'id': 'e2b35310-a907-4034-99f6-17e92b588e0d', 'route': ['p2', 'e7', 'i12', 'x7', 'p1', 'c4']}
1769483492.7066524,SENT,1d8a48a7-1e36-4198-ab5f-6566ea1502d1,9f67990c-cf05-4674-bec9-c9b67381bc52,c2,c4,3388,?,p2,
1769483492.706714,CREATED,a8453f82-27c4-4750-9af2-b53af2e5fdd3,424b4fa9-8678-44b1-9801-12a6952e8868,c2,c4,27,?,?,surb={'id': '2e30af3b-351e-402a-b740-b1df8a5bccb7', 'route': ['p1', 'e8', 'i5', 'x11', 'p2', 'c2']}
1769483492.7451396,SENT,b1966090-d555-4b93-9332-c9a8d2613ae4,1a88f4a3-54f4-43d6-92bb-4b16096cfe17,c2,c4,3355,?,p2,
1769483492.7452018,CREATED,5173ad17-baf0-4191-9f56-89b28ac75720,e7a8b75a-7a98-417c-bd75-a4939540b844,c2,c4,26,?,?,surb={'id': '5b4df03c-bd8e-4c7f-a700-01a31174a6ee', 'route': ['p1', 'e4', 'i6', 'x6', 'p2', 'c2']}
1769483493.0654113,RECEIVED,7e6f5fb0-523c-46d5-833f-d5f1bf8b44ec,936d2a2f-40b9-4e44-a030-d0bc790803db,c4,c2,26,p2,?,surb={'id': 'a573c4a7-0469-46ff-a8bc-2cc968ab46e1', 'route': ['p2', 'e9', 'i2', 'x6', 'p1', 'c4']}
1769483493.1160855,SENT,313b3866-a1a0-4722-a953-17783a03d4e8,7839d089-c932-44ac-a31e-69b15d915d63,c2,c4,3390,?,p2,
1769483493.1161714,CREATED,8068a521-a94f-416b-bcf8-9d2517ba5732,db23cd0e-1479-4cfc-8f23-d83cdb7a1707,c2,c4,27,?,?,surb={'id': '0c4033f5-0c33-4b9e-beee-5f1938e2cfa3', 'route': ['p1', 'e11', 'i10', 'x4', 'p2', 'c2']}
1769483493.3218806,SENT,dfaf1724-28b5-4ff1-9d1b-b9789473cafd,5313b76c-ac23-4118-95c6-a62329b1e2e8,c2,c4,3376,?,p2,
1769483493.3220267,CREATED,bbbd002e-a78d-43d7-902d-9f5e45b2f6f1,f2945965-cf8a-4c6e-90d3-78e14ad34c91,c2,c4,27,?,?,surb={'id': '794d8653-905e-49e5-9689-1073338efc5d', 'route': ['p1', 'e12', 'i3', 'x6', 'p2', 'c2']}
1769483493.4086733,RECEIVED,5e7b4ddd-b2e9-4d2b-b6f5-de74d79e0727,dae0e19b-a854-4b19-a834-69dde167e5cb,c4,c2,27,p2,?,surb={'id': '96ea8a17-6c16-4d82-9a9a-015c7afa66cd', 'route': ['p2', 'e7', 'i3', 'x3', 'p1', 'c4']}
1769483493.471758,SENT,0ec4292f-a007-45b3-b7a9-5c580b8f21d7,74b6cdf4-7b0c-4e06-800a-cd5bd4f5163b,c2,c4,3379,?,p2,
1769483493.47191,CREATED,6382e4bf-aa36-49b6-b7f1-ebec9ebf1d26,eb9782f5-fddc-4119-9812-22883922a2e8,c2,c4,26,?,?,surb={'id': '7b4e5dcc-c035-40c5-b784-c6913e24ac3f', 'route': ['p1', 'e2', 'i1', 'x10', 'p2', 'c2']}
1769483493.5164945,SENT,ee24b2e9-86c5-40db-9257-e3931dde2622,9941d590-1f4a-47e2-9b54-f9019e6e60b0,c2,c4,3375,?,p2,
1769483493.5166504,CREATED,f9d86f6f-893f-464a-8df1-dc682f57cc49,12c92240-07da-447f-ac01-34c94f6a8250,c2,c4,27,?,?,surb={'id': 'b6e25eb0-a5d8-46d6-8bfa-a4e310daf23a', 'route': ['p1', 'e2', 'i12', 'x3', 'p2', 'c2']}
1769483494.0037227,RECEIVED,2562a084-6723-49f0-b372-971517d03110,ce4e89c1-3f7f-4438-910f-1df0137b7f64,c1,c2,26,p2,?,surb={'id': '15817add-084b-44a3-b80b-2c3677a22d1b', 'route': ['p2', 'e6', 'i7', 'x7', 'p1', 'c1']}
1769483494.0711544,RECEIVED,aa1c4828-d260-42af-be2a-ab708f72587b,a0136021-a5e4-4fb3-8917-836c212ba7bc,c1,c2,27,p2,?,surb={'id': 'ecb512a4-6ce9-4739-99a9-a79226ef4a4b', 'route': ['p2', 'e2', 'i10', 'x10', 'p1', 'c1']}
1769483494.1249223,RECEIVED,c4ea4ea0-d5cd-4b90-bb94-4ec7529085a9,6f60f61c-a414-41da-b346-ce2f07e7afc2,c1,c2,27,p2,?,surb={'id': 'a09775eb-3279-4b7f-81d9-42c1bcef3799', 'route': ['p2', 'e10', 'i10', 'x3', 'p1', 'c1']}
1769483494.1607318,SENT,f54bc792-1efc-4e16-8a55-9ecd27edd385,d6c45b8c-65e4-4217-8489-36899531f409,c2,c4,3363,?,p2,
1769483494.1608832,CREATED,189a1c6e-02ab-4a70-83d5-e78855cec2e8,245f19a7-ea84-4fd9-b9b6-d735c0186cb3,c2,c4,27,?,?,surb={'id': '91da7e9a-43d6-45cf-9a6a-7807c92318d8', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c2']}
1769483494.1795554,RECEIVED,34496745-0eb5-4793-8247-d4718eb5115a,57e2f800-8b3f-440e-acc7-4606057ef148,c1,c2,26,p2,?,surb={'id': '6053ea99-c1d8-405c-8b40-279615dbf763', 'route': ['p2', 'e4', 'i10', 'x10', 'p1', 'c1']}
1769483494.2197092,RECEIVED,120eb651-f017-426d-8888-993a5f63ecdb,7e7590bc-8deb-4e64-aaa4-8dee80b2c79e,c1,c2,27,p2,?,surb={'id': '962395e2-e166-4041-85da-7d25049c5fef', 'route': ['p2', 'e10', 'i1', 'x6', 'p1', 'c1']}
1769483494.232658,RECEIVED,ae4b2f19-0e56-488f-9461-ecb49b77b442,c0b9d8ef-22ad-4c14-86be-db1aa6083f1a,c4,c2,26,p2,?,surb={'id': '37e94399-d60d-4ef7-b3fa-9f5fce53c664', 'route': ['p2', 'e12', 'i9', 'x6', 'p1', 'c4']}
1769483494.4440107,RECEIVED,043a414c-3839-4e9c-934c-863796964035,23e1b863-9b99-401b-b205-ad192b6bd8b0,c1,c2,27,p2,?,surb={'id': '54a65411-8d9d-4780-a393-7d7dc6a8c3c0', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c1']}
1769483494.448384,RECEIVED,dc41e0a4-0ed8-4645-acb6-4e73db9ce96d,ec40359d-f776-49ea-9f0c-9bceb856dc11,c4,c2,27,p2,?,surb={'id': '3aa7e91c-5aab-475d-aa9e-f91664848edf', 'route': ['p2', 'e8', 'i9', 'x8', 'p1', 'c4']}
1769483494.5577228,RECEIVED,c11298f0-ad08-43ef-9911-ed4710509cad,6e348f41-ae99-4785-b7bb-43a3e7407c71,c1,c2,27,p2,?,surb={'id': '733b01e1-71aa-41fe-b11f-11163aeb2ec5', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c1']}
1769483494.5734816,RECEIVED,20f745a1-1f44-477a-8274-06e5d3caddd9,2715a176-75e8-4c68-a40a-5ab0d35d6451,c4,c2,27,p2,?,surb={'id': '1f6bf819-e6f8-43da-81f0-44bc603b090c', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769483494.688369,SENT,70a70615-4954-4ab6-9eeb-f3d4c90c18d6,ce222546-bb9c-4e7e-8c23-e74b5e0e791a,c2,c4,3392,?,p2,
1769483494.6884482,CREATED,c188238f-78d4-43c9-b472-23e2950507f2,a5bc62ce-2e04-4574-8682-3ec063c9f474,c2,c4,27,?,?,surb={'id': '89fc292d-50b8-42f6-ab09-73596d3d031f', 'route': ['p1', 'e12', 'i10', 'x8', 'p2', 'c2']}
1769483494.7885752,SENT,9b1bf2b1-e132-499d-a822-ee09f7418402,ad89bc91-f16d-4533-9788-4395d2fc787b,c2,c4,3407,?,p2,
1769483494.7886517,CREATED,bf3d9b15-35bd-4406-8359-0645353bf599,9207ffef-6878-4a61-8151-4fed9662ff45,c2,c4,27,?,?,surb={'id': '7c4dced2-9ef7-4258-8938-7583859036a6', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c2']}
1769483494.8638275,RECEIVED,6adb8c9d-1d78-4471-a71e-3e122055084c,0c6a8100-573a-408c-8809-6d169bdd60f0,c1,c2,26,p2,?,surb={'id': '795a5713-267a-45de-a9a7-e96c6123345c', 'route': ['p2', 'e11', 'i3', 'x6', 'p1', 'c1']}
1769483494.9382381,RECEIVED,5ffe1a7e-1030-4b1e-8583-7ddd82e6585a,e8ff801c-e108-404f-8253-e86a1337b85c,c1,c2,27,p2,?,surb={'id': '1b3f3b71-f407-4fc5-85c8-8daac11209e5', 'route': ['p2', 'e6', 'i11', 'x10', 'p1', 'c1']}
1769483495.2846189,RECEIVED,4b8b566a-7c86-4caa-a947-59f3d0039d40,9c84ecae-d3d6-4200-b184-436eb47f889b,c1,c2,27,p2,?,surb={'id': 'c6be2e8d-bce4-4cb1-8256-8058822d99e6', 'route': ['p2', 'e4', 'i7', 'x1', 'p1', 'c1']}
1769483495.4502099,RECEIVED,916aed4e-e1da-4120-9625-ab2d5f4516fb,57dd7b00-8717-4621-af07-065473934db5,c1,c2,26,p2,?,surb={'id': 'd7934458-1d43-4fea-b746-afa55fb2fa20', 'route': ['p2', 'e10', 'i6', 'x9', 'p1', 'c1']}
1769483495.559276,RECEIVED,0b08602a-eb0c-4c65-a8d0-23407413fb35,acd6ab17-d300-40db-b4d0-698c4d06e2f1,c1,c2,27,p2,?,surb={'id': '24558763-1069-40b4-a5f5-fd3f15b90d00', 'route': ['p2', 'e1', 'i7', 'x5', 'p1', 'c1']}
1769483495.5996308,SENT,ae9a0042-ddd9-4366-a81c-6235d1c7fc55,9be45fbc-06ba-4ee1-85a4-5dddc068cd3d,c2,c4,3375,?,p2,
1769483495.5997236,CREATED,61eefc1b-b416-41a6-bb01-202526b390dc,b9b019be-8923-49c0-95e6-c4f8f32aaf1a,c2,c4,27,?,?,surb={'id': 'b6d3ad0c-fac8-4cb3-9bdf-aa118d56c03a', 'route': ['p1', 'e4', 'i11', 'x1', 'p2', 'c2']}
1769483495.7625144,RECEIVED,ce57524d-5ed7-42ad-8d56-98852f0d1667,8cb334c6-b509-4235-b493-45bbc16af7fc,c1,c2,27,p2,?,surb={'id': 'b2a26bda-3674-4c29-abfb-168e3694caf5', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c1']}
1769483495.7756011,SENT,97d32830-1fcb-4cb5-85d3-57c041928cb0,b5dcfd2b-756d-4e30-94a5-69b7aa76b0cc,c2,c4,3383,?,p2,
1769483495.7756956,CREATED,ee091ba7-56f0-41ea-9217-9990c6f19d69,c732b479-16c3-4d04-bcd2-cc369a9d8942,c2,c4,27,?,?,surb={'id': '01f07636-c479-486a-8ba6-9d582e5491bf', 'route': ['p1', 'e8', 'i8', 'x5', 'p2', 'c2']}
1769483495.902391,SENT,49de8673-1f81-4ace-a3d2-ffdcb958d9b6,20d7ec44-9fe6-44ae-803b-ea884bf07e57,c2,c4,3381,?,p2,
1769483495.9024835,CREATED,e2efc920-d0d9-48bc-8be7-9c435cd92dc0,d0435ab3-b8a0-4668-bfd4-6a1b7b830bf1,c2,c4,27,?,?,surb={'id': '989894b4-8e04-4c48-844d-4b5d076129e1', 'route': ['p1', 'e5', 'i10', 'x5', 'p2', 'c2']}
1769483495.9821517,RECEIVED,8dc14cbf-03f0-402a-80c2-f2fa5211fd91,fae6bce9-da4e-4a8a-a2a9-4f4339317415,c1,c2,27,p2,?,surb={'id': '86b79013-e558-467a-9392-f1bdf16d25ad', 'route': ['p2', 'e9', 'i12', 'x5', 'p1', 'c1']}
1769483496.116628,RECEIVED,5993ebd2-2976-4ed5-90f4-a45be1d1ddd7,f7a39765-4604-4ae5-a283-c0c8976894f7,c1,c2,26,p2,?,surb={'id': '3f118041-c9f9-4ac5-90f1-c0f2af203cbc', 'route': ['p2', 'e11', 'i9', 'x3', 'p1', 'c1']}
1769483496.1700325,RECEIVED,bbc5d6ab-2c0c-41f6-be59-5848560385f2,94b3476f-8317-4d4f-ad5d-d4237dbac8c5,c4,c2,27,p2,?,surb={'id': 'd81fad70-b78f-4f74-851c-14ba41084534', 'route': ['p2', 'e1', 'i10', 'x7', 'p1', 'c4']}
1769483496.1820436,RECEIVED,ff038b79-f4b2-4cf1-a5b3-5de10fbc9e55,92304f22-bcb7-4d37-8ecc-05022e88088b,c1,c2,27,p2,?,surb={'id': 'e456363f-11ea-45af-9629-28f3efcd8e26', 'route': ['p2', 'e11', 'i5', 'x2', 'p1', 'c1']}
1769483496.2587178,RECEIVED,e0ed716f-1552-4756-897f-2e63b0e7193a,0d3fde02-8d71-42ae-8f1d-5427bdca1267,c4,c2,27,p2,?,surb={'id': 'af21b2fe-9032-4045-a040-a9695901bdcf', 'route': ['p2', 'e6', 'i9', 'x1', 'p1', 'c4']}
1769483496.4356523,RECEIVED,498371de-4e9a-48a9-9a17-77e4c3d0ada1,47e9cfe1-85b9-4d7b-9184-952165a23694,c1,c2,27,p2,?,surb={'id': '0af6efd1-07ab-4ef6-9e89-d375f45dd5c1', 'route': ['p2', 'e12', 'i5', 'x5', 'p1', 'c1']}
1769483496.5778966,RECEIVED,1c7f5de4-6269-4e95-924f-19af73b1ca80,869ef813-3489-449b-a4e7-eecae86559c9,c4,c2,27,p2,?,surb={'id': 'ae18a168-8b13-4c6c-a64a-4700edf6b4f6', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769483496.892322,RECEIVED,2240c64f-a6a6-48d7-a017-2db1b69252c0,634b6ca2-c479-4945-9151-02abc3931f6d,c1,c2,27,p2,?,surb={'id': '91995062-e9b4-408c-902e-eb80e787afcc', 'route': ['p2', 'e1', 'i1', 'x4', 'p1', 'c1']}
1769483496.9228957,SENT,3948255e-c263-4125-8b71-969bf152a7b4,fcb69d23-d921-4968-ace0-6a139650eb8c,c2,c4,3392,?,p2,
