timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483828.8647242,RECEIVED,01346ab0-f909-4afd-8fd5-3a9cb753a3ae,6f37cba3-47f3-494c-a958-d5cac95e7b93,c1,c2,27,p2,?,surb={'id': '3b46d41e-5cd7-4375-b2b2-50a858a3d8a7', 'route': ['p2', 'e6', 'i7', 'x6', 'p1', 'c1']}
1769483829.0607193,RECEIVED,4288b0ad-a614-44db-ab8e-e96837504f7f,4998fbde-1be1-4795-9489-8d5c54848e5d,c1,c2,27,p2,?,surb={'id': 'aca884db-8b17-48b4-b457-8d53541e131e', 'route': ['p2', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769483829.337826,RECEIVED,48d75f44-b7c7-4dbd-a164-f52ecce2aca0,2c451df3-c687-483b-b3db-7648ae9cc462,c1,c2,27,p2,?,surb={'id': 'a2441758-9222-469d-9caf-26954452987f', 'route': ['p2', 'e6', 'i11', 'x2', 'p1', 'c1']}
1769483829.3744178,SENT,b1dd0bd3-afe5-4ebe-8d7f-4226a42b5cb2,0ccb9dd8-bf6b-4a69-b2cc-aa6bb09b705c,c2,c4,3380,?,p2,
1769483829.374526,CREATED,104c34ca-9a7a-429f-a662-9187f3dbbe74,d62ca939-1fc8-47ad-ad5c-9f3dedcf2a80,c2,c4,27,?,?,surb={'id': 'a6a35ba9-35ef-4e06-bf5c-51ef6e1de27f', 'route': ['p1', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769483829.502172,RECEIVED,24b9301a-98d5-45f9-8925-3187937bb2f7,dc5dfeab-e633-4a2d-b8fb-f014b88e1744,c4,c2,25,p2,?,surb={'id': 'f4700e9b-99ff-44ae-9ef7-0ed238623326', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c4']}
1769483829.650745,RECEIVED,301d7a23-b4a6-4d44-b115-1e1cb75d9d08,4c2262c3-523a-4c3a-a22a-a090be30b418,c4,c2,26,p2,?,surb={'id': 'b0a9abdd-6125-4d98-97a4-ae4f39c29742', 'route': ['p2', 'e11', 'i2', 'x9', 'p1', 'c4']}
1769483829.7286072,SENT,6ff97bdd-089e-4e07-8aec-8dd0777b7de0,d4994306-0d8d-4e73-a99b-51a10ae83889,c2,c4,3371,?,p2,
1769483829.7287524,CREATED,bd28702b-b446-4f76-8c02-15abb80b7cfb,23ecbcbc-5d88-446c-9a1f-b477497ae6e8,c2,c4,27,?,?,surb={'id': 'de42a167-ba81-4a30-ad48-48f735e5522b', 'route': ['p1', 'e7', 'i6', 'x11', 'p2', 'c2']}
1769483830.2161355,RECEIVED,edcadaa8-c940-4926-bdc9-9aa3ad44ac40,af794d43-a8a9-493f-8caf-b090783fa2de,c1,c2,27,p2,?,surb={'id': '98dae25a-10b4-4b22-ab6f-4e411b528257', 'route': ['p2', 'e4', 'i9', 'x10', 'p1', 'c1']}
1769483830.427711,RECEIVED,516b9664-adc3-4f6e-bb24-2fc2fa4188d6,07907dfa-1d1a-45b4-9b61-1f1a6ace6e70,c4,c2,27,p2,?,surb={'id': 'e42d29fe-fd55-4e52-b763-dea56a9a2b2e', 'route': ['p2', 'e1', 'i11', 'x6', 'p1', 'c4']}
1769483830.4500103,RECEIVED,2021765a-ef43-4d7a-8c8c-d2a735533d5e,b89cecbb-4745-4a44-826f-b29f07ff8649,c1,c2,27,p2,?,surb={'id': 'bcb87295-ecc3-4d2a-9b5b-61c3bdbd63c3', 'route': ['p2', 'e11', 'i2', 'x4', 'p1', 'c1']}
1769483830.5069447,RECEIVED,5ed3913f-cab4-46d8-9012-2c231cc741c8,a9db4a71-8c1d-4fa2-985f-3a0265e4fa97,c4,c2,27,p2,?,surb={'id': '8855a512-5238-4306-abfa-1649d2c572a9', 'route': ['p2', 'e9', 'i8', 'x6', 'p1', 'c4']}
1769483830.7010741,RECEIVED,d8c1c760-a4f3-4ebd-b75c-df8a1bc93cc4,e9e36540-c572-49b9-8705-d4de216034a8,c1,c2,27,p2,?,surb={'id': 'd22c113b-0213-4651-9b7f-fa56c8410527', 'route': ['p2', 'e2', 'i4', 'x8', 'p1', 'c1']}
1769483830.7581294,SENT,ae1a250c-4261-407d-869c-83bd3b0e2b17,5d8cf2e1-01b5-440c-acf0-5a8887a2d75c,c2,c4,3396,?,p2,
1769483830.7582228,CREATED,804c755d-b717-4bc9-9676-23ba82bb39fb,064b5a65-dc3e-447c-854a-f8b7b2611a17,c2,c4,27,?,?,surb={'id': '2b524add-f636-4591-9848-01b55b3fdecd', 'route': ['p1', 'e4', 'i11', 'x1', 'p2', 'c2']}
1769483830.8269289,SENT,a671907f-82e8-4909-b20b-b72a39d7c81b,82c8ead6-0ca4-4dc2-9fd7-6f17ebd13d88,c2,c4,3381,?,p2,
1769483830.8271194,CREATED,34fc1577-3004-46dd-83e5-5506ac0aa88e,e8876171-9ac3-49ad-9adc-5989940e079a,c2,c4,26,?,?,surb={'id': 'cff40bb1-5c57-42ed-9377-8afd54a3ed74', 'route': ['p1', 'e3', 'i5', 'x10', 'p2', 'c2']}
1769483830.9071577,SENT,1f01cd83-aafe-43cf-9ac9-141938361eca,a2e44bd7-6b4a-4f00-a89d-0d9b300003cb,c2,c4,3364,?,p2,
1769483830.9073076,CREATED,5c7ac9e2-729e-41b7-b1e9-86d2105a15a8,968e9c75-82b1-48dd-ab4a-c7cd5065712b,c2,c4,26,?,?,surb={'id': '731e9e80-eeef-4f24-b8f0-8aa831d6c607', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769483831.173214,RECEIVED,043355fa-d20c-4a39-ab43-dbc211afe405,26afe7d8-f615-435e-8eb5-fb2c62a9afbc,c1,c2,27,p2,?,surb={'id': 'faa02fb0-c7d4-468f-8444-646cb533a179', 'route': ['p2', 'e3', 'i12', 'x11', 'p1', 'c1']}
1769483831.3272827,RECEIVED,1a7a6a56-0a66-496f-979c-7642082d98b3,0c74ce7a-689a-4592-9db5-11d1a4f63919,c1,c2,27,p2,?,surb={'id': 'c4961854-0de9-42e0-b311-a1136b287c2a', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769483831.4357264,RECEIVED,724b1a52-0406-42a7-830a-26e657b2f203,93fd89f6-b169-4cfc-abb7-a765566b626a,c4,c2,25,p2,?,surb={'id': '0cae907f-834c-493a-9090-95f44395bdaf', 'route': ['p2', 'e10', 'i1', 'x5', 'p1', 'c4']}
1769483831.558619,RECEIVED,faae2aaf-2b6d-486d-9c44-f51192e8446f,48d7b6bb-0ea3-44cd-848a-52d2edb81532,c1,c2,27,p2,?,surb={'id': 'a5f4d3d2-eb74-401c-9227-e68885ce8d3b', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769483831.6638575,RECEIVED,21317bc1-3b87-425f-955d-76ba32a37642,0c41e59b-dcf2-4dcf-9297-20cdc144ca41,c4,c2,27,p2,?,surb={'id': 'd76bcb97-85b0-4e66-8c97-a0786a17a521', 'route': ['p2', 'e6', 'i4', 'x8', 'p1', 'c4']}
1769483831.728957,RECEIVED,20abc60d-39d6-465f-8d3d-c79c17c10065,1599c790-dd11-42c8-affd-e99cb9a5caed,c1,c2,27,p2,?,surb={'id': 'b8f42e45-5028-4fc1-bb13-6627b8275024', 'route': ['p2', 'e8', 'i7', 'x1', 'p1', 'c1']}
1769483831.8109822,RECEIVED,27b4f875-f501-442e-9b22-eda68f500912,ed6280f3-9dc3-4d56-935b-25bab48a8c69,c1,c2,27,p2,?,surb={'id': '1ac98800-d7c5-420f-9da7-bc10c247d5d8', 'route': ['p2', 'e10', 'i4', 'x12', 'p1', 'c1']}
1769483832.0923865,RECEIVED,e791b296-3dc0-4a86-975a-65001989d75d,21e3cdc0-4d41-4d83-95e7-05f5c21623ac,c4,c2,27,p2,?,surb={'id': 'd51d8c1b-82e1-41b8-9091-8a670f5bc76f', 'route': ['p2', 'e10', 'i4', 'x8', 'p1', 'c4']}
1769483832.2762864,SENT,4bcc77f7-74da-4800-ab79-d4afc00812c8,026c2f24-416a-4bd2-9035-1296437b50df,c2,c4,3379,?,p2,
1769483832.2764356,CREATED,8a63f957-105f-4756-aaa6-e0bb4993559f,bf6c8552-c0dc-4751-9509-9e06bb93b8d3,c2,c4,26,?,?,surb={'id': 'b152563a-f0fa-467d-9817-4661e645f4e9', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c2']}
1769483832.2912757,RECEIVED,09ab0786-b39e-44be-9551-a48e48525c30,c0d55c3c-b98a-4e91-b8d1-ffdafbd4f357,c1,c2,27,p2,?,surb={'id': 'dc0441cd-be54-424c-a80d-fb5f2365e370', 'route': ['p2', 'e3', 'i2', 'x6', 'p1', 'c1']}
1769483832.712304,RECEIVED,bc9e2294-0d83-457a-a120-4dfafd96d4a4,eb75351c-dc3b-4ca5-ac4b-02af6c7a1fe2,c4,c2,27,p2,?,surb={'id': '22bfe6e7-5ae3-4f39-8704-3e5ed22ffb88', 'route': ['p2', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769483832.735997,RECEIVED,8a515d1d-3b33-49f6-a706-3572aa7096ef,1cd0a377-e4f8-4f62-9854-1a1c109f2b0f,c1,c2,27,p2,?,surb={'id': '1966dfae-6ade-4abe-9e46-6626ac997bb4', 'route': ['p2', 'e4', 'i2', 'x10', 'p1', 'c1']}
1769483832.744891,RECEIVED,554d23c1-ecc3-4782-88c3-bc798353e339,d6af9e67-baca-48f2-b8fe-a3074e1ea30b,c1,c2,27,p2,?,surb={'id': 'cdbf9c1d-ba5a-4822-b365-46459ea78d19', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c1']}
1769483832.9039657,RECEIVED,81c9573b-350d-4db2-8913-312354e18fda,462be621-e92a-48bc-8318-8f7039460f68,c4,c2,27,p2,?,surb={'id': '0092b881-796e-4c1e-bb89-93c16a6778e9', 'route': ['p2', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769483833.0364876,RECEIVED,27e9f0d2-c38e-4b5f-9868-72ae51f792dc,592e2d30-4fb1-4757-b20d-1d731dfcb3f1,c4,c2,27,p2,?,surb={'id': 'ff2148d3-e52b-4f86-ba10-5ccaf04aaf11', 'route': ['p2', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769483833.100488,RECEIVED,cbb1916d-d647-4ce3-b330-8055b0f84703,5467b544-ea9a-4869-ab64-c9d8f219002a,c4,c2,27,p2,?,surb={'id': 'a1bbac0f-091f-4262-bc3d-a6cecde538af', 'route': ['p2', 'e3', 'i8', 'x9', 'p1', 'c4']}
1769483833.1389759,RECEIVED,9c9cd0a1-0804-486b-9659-c8a9acddb51b,5581c668-9425-45ea-a406-0ae91bffd7b6,c4,c2,27,p2,?,surb={'id': 'cb1b28ae-0c74-4f03-af9e-caea3581636a', 'route': ['p2', 'e1', 'i7', 'x1', 'p1', 'c4']}
1769483833.1532142,RECEIVED,7c89da70-ba0f-4b96-866d-67a5f02137cf,55a758a4-cb53-49ed-8f0a-710b97e42c35,c4,c2,27,p2,?,surb={'id': 'c4df00dc-1718-4736-8e24-0729c4ed3c92', 'route': ['p2', 'e7', 'i9', 'x7', 'p1', 'c4']}
1769483833.301503,SENT,5e3a23f9-7413-4827-b3fc-9efeed7cc839,abba2ca9-0668-4867-a376-aeceaea1050e,c2,c4,3390,?,p2,
1769483833.3016193,CREATED,70ac69f9-fb4e-45e2-b81a-6eac360b333f,65dbd441-de8c-4b15-b780-d1bc9da747f4,c2,c4,27,?,?,surb={'id': '4967ed11-d8b6-4d01-9453-2b1228192ff7', 'route': ['p1', 'e1', 'i2', 'x2', 'p2', 'c2']}
1769483833.4910336,RECEIVED,449340d3-0c0e-49ae-9ed3-715e42dbb395,46032393-8378-4981-8e9d-3d73bcb6c4ca,c1,c2,26,p2,?,surb={'id': '78c1173b-7eaa-4391-8eec-99c11298ee4b', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c1']}
1769483833.6843395,SENT,17cc4427-250c-4c92-b808-2c8306c157f5,6ede5029-20af-4b0b-816c-50f88622da1c,c2,c4,3380,?,p2,
1769483833.6844916,CREATED,cd1a8fcd-c83c-49cd-9688-ea9d298c270f,40fa346c-9da0-4f36-afb5-d36c9a2f8baa,c2,c4,27,?,?,surb={'id': '4dfd79db-9f97-4bcb-9739-8dee6e772e89', 'route': ['p1', 'e8', 'i6', 'x11', 'p2', 'c2']}
1769483833.7975705,SENT,ca56d8de-a42c-4969-b34f-948d52f31169,0d545dbb-0382-4a4f-804a-b0c89b29373a,c2,c4,3363,?,p2,
1769483833.7976596,CREATED,34affd83-641a-4642-880e-8b01d22ebc1a,b75b138c-4b3b-418c-bec8-a2a03fcda1cc,c2,c4,26,?,?,surb={'id': '59a60079-e372-4c45-95d8-ab9c4e5dcccd', 'route': ['p1', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769483833.8230388,SENT,4677ef06-fb1c-401c-8112-25551dbc0001,74606bd3-1e2b-4b11-bc4d-06c490587f7f,c2,c4,3383,?,p2,
1769483833.8231418,CREATED,1a2b84e3-9e00-4e9c-8c5d-3b715faf6e9d,b5fa6c15-ca1a-46f1-a27b-f8b90d4dcd18,c2,c4,27,?,?,surb={'id': '08d27852-f9c0-4f24-875b-a8fba08d5964', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769483834.1340914,RECEIVED,e3940ebd-b3a7-40c6-910d-dad271db0bcf,4f5fd2df-a599-48dc-9d1e-f61f51db8d67,c4,c2,27,p2,?,surb={'id': '3a51fb35-db68-44f7-8fcb-5dc4e173ddc8', 'route': ['p2', 'e5', 'i10', 'x5', 'p1', 'c4']}
1769483834.206589,SENT,7fd4a4ad-852d-47e2-b2f3-556a3043510e,81c54f9b-266a-42c1-a0c5-65d1409227d1,c2,c4,3384,?,p2,
1769483834.2067056,CREATED,a8d28ee5-5019-42df-b381-7050ebd3fad5,da1de1b7-f4b0-4d21-9c10-70231369e110,c2,c4,26,?,?,surb={'id': '45488037-6002-4e59-a296-4cde234a9a3e', 'route': ['p1', 'e10', 'i11', 'x4', 'p2', 'c2']}
1769483834.3961349,SENT,d11fe0bf-d63f-4a41-b1fc-037f1eb52ac4,1695b84c-7fa2-4621-a51e-cb3b099539df,c2,c4,3387,?,p2,
1769483834.396208,CREATED,7139f709-790e-4113-8a3c-a59bb6627049,fac87a9e-373d-46f6-8fad-6752a4f147b9,c2,c4,27,?,?,surb={'id': '6b5816f7-1bd3-44cc-abc6-3cd88dfe0234', 'route': ['p1', 'e6', 'i9', 'x8', 'p2', 'c2']}
1769483834.5645387,RECEIVED,b3a6ad9b-506b-4192-9ec6-37b0999e8905,6b9ee5e4-ae41-4e28-aa42-b33639cf635a,c4,c2,27,p2,?,surb={'id': '9ac5dcf1-85b3-4322-b6ea-348bc71213d3', 'route': ['p2', 'e9', 'i3', 'x8', 'p1', 'c4']}
1769483834.7606018,RECEIVED,416239af-4b11-4622-98a0-b829f747ab41,426e43a9-77af-4ad7-8178-3803b41f8085,c4,c2,27,p2,?,surb={'id': 'd039f1ac-a4bb-4bed-9841-4b3356ff6541', 'route': ['p2', 'e2', 'i6', 'x1', 'p1', 'c4']}
1769483834.762826,SENT,4c1f5816-2a5b-4b06-9617-8b5c3e522918,b87ade7e-6efc-46fa-9d76-0f6691e156b1,c2,c4,3371,?,p2,
1769483834.762959,CREATED,7875ae08-c357-4c8f-b97f-5f794989e2e6,fc9426d9-5bec-4920-b4e0-e0d9fdf979cb,c2,c4,27,?,?,surb={'id': '9b22189f-7183-4089-958e-7db824ed909c', 'route': ['p1', 'e5', 'i12', 'x10', 'p2', 'c2']}
1769483834.7660925,RECEIVED,df639d43-5cf7-466b-8c0f-52814c855d05,a7217c76-95f1-4caa-b5ad-eb24a641ae0c,c4,c2,27,p2,?,surb={'id': '63f06abd-8771-4740-9006-267bd1358e70', 'route': ['p2', 'e2', 'i1', 'x11', 'p1', 'c4']}
1769483834.8747177,SENT,d6be855e-13ff-494e-bb42-3ccf2a974102,6045bca4-6db9-40bb-af95-02dd8d6726fd,c2,c4,3376,?,p2,
1769483834.8748496,CREATED,cd1d7562-7fac-4e1d-a8a4-96a5d09af252,44d328e0-e493-4e61-8f21-3fdc60c3f93e,c2,c4,27,?,?,surb={'id': 'd7bcdf98-e6cd-49f8-876b-7f92abf16cba', 'route': ['p1', 'e4', 'i10', 'x2', 'p2', 'c2']}
1769483834.9017148,RECEIVED,f837f886-8f89-410c-bc2d-cc6be20e177f,d1bd6d46-ba34-4204-a20a-6915e426181e,c1,c2,27,p2,?,surb={'id': 'e6e5d70e-b243-447f-a163-b8f52b99d686', 'route': ['p2', 'e9', 'i3', 'x7', 'p1', 'c1']}
1769483834.9188566,RECEIVED,c9521d08-071a-420e-8fc2-aac752442725,ff8250e5-997c-4f82-b4d3-c698f279913c,c1,c2,25,p2,?,surb={'id': '53089717-82a1-4db1-8e63-2d0962f6f6e4', 'route': ['p2', 'e5', 'i12', 'x3', 'p1', 'c1']}
1769483834.9275725,SENT,5b9cddcb-8aaf-489f-8534-29e88ef05122,cb1e8a64-bb46-44de-86b0-1ab59f6f39fe,c2,c4,3391,?,p2,
1769483834.9277055,CREATED,79294fa6-06d5-405d-83fc-24cca9a1ddd7,2f3a6fc4-cf06-4d3d-982a-3e1d7ba420e2,c2,c4,26,?,?,surb={'id': 'da4134aa-3b8c-435f-8aea-47a64ea22e9f', 'route': ['p1', 'e11', 'i12', 'x10', 'p2', 'c2']}
1769483835.1202972,RECEIVED,f655395b-4e35-4d7b-9024-d62db2735bce,06f749fc-fc6d-4876-be67-bd272e7a6e8b,c1,c2,27,p2,?,surb={'id': '96422a42-24ed-488d-a0b8-afee84df7a9b', 'route': ['p2', 'e6', 'i10', 'x4', 'p1', 'c1']}
1769483835.1919446,RECEIVED,ef09c0ee-5036-48ea-9833-e6a0c519a3a2,242d53f2-a7ef-4e48-be29-d51b9fc186cd,c4,c2,26,p2,?,surb={'id': '5f026a8e-96b2-41e1-a034-42651098d9dd', 'route': ['p2', 'e5', 'i8', 'x10', 'p1', 'c4']}
1769483835.2317107,SENT,9425c6c8-7c66-4180-92b2-60bb70a08039,255a3c24-cbfe-406c-8e1d-221a27388fb0,c2,c4,3375,?,p2,
1769483835.2317803,CREATED,9ba1f7ed-2097-410a-bf05-64dd713c5648,b2a8e146-b296-4916-b228-7778cec2a8c1,c2,c4,27,?,?,surb={'id': '865c121f-6754-42be-b2ae-6b1ef22c346d', 'route': ['p1', 'e8', 'i8', 'x1', 'p2', 'c2']}
1769483835.256611,SENT,5b9b581e-1dc4-4b62-a4fc-abb38d53ade2,ab2debaa-4e6e-4817-b3e6-c6ea06625dda,c2,c4,3372,?,p2,
1769483835.2566693,CREATED,6ce0e7c5-475d-4fd0-aab2-c256520d2ac5,79e0a781-1e3f-4d11-9625-bf9089739d1e,c2,c4,26,?,?,surb={'id': '90693471-29b6-4623-9f00-440e98c6d3e3', 'route': ['p1', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769483835.2979605,SENT,9b4d4fae-c6bf-418d-a03f-e5e10e8810f1,140fee48-804a-415c-ac7f-5fce4c0373d0,c2,c4,3387,?,p2,
1769483835.2980194,CREATED,d03bdbe6-1bd0-46e9-a912-127f5a4fc68c,59ded60a-ed04-4721-968a-a7782ec4ba05,c2,c4,27,?,?,surb={'id': '7a7827dc-791c-4853-9148-068d2ea22a48', 'route': ['p1', 'e5', 'i11', 'x4', 'p2', 'c2']}
1769483835.4384365,RECEIVED,c55e57e0-7b46-42d8-b150-4bc9e194725b,31c37f0e-3563-4c5d-a56d-1c00c450654f,c1,c2,26,p2,?,surb={'id': 'b8582993-3c4a-4e0b-a488-073701254a17', 'route': ['p2', 'e6', 'i6', 'x9', 'p1', 'c1']}
1769483835.4889581,RECEIVED,ec379077-55bf-42e0-932c-855596551621,174158e0-657d-4518-a0c3-4736d81ada35,c4,c2,26,p2,?,surb={'id': '8659931f-3916-47b7-82a5-dfb515e0b0d3', 'route': ['p2', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769483835.5181856,SENT,cd3cfba9-5474-4cce-8a7e-786efb002f9f,95140e1d-3418-4806-8511-14267bbdab8f,c2,c4,3399,?,p2,
1769483835.5182428,CREATED,b30127eb-e482-4bbf-84e4-bcbf0e0c4963,f60a3a0e-392a-43ee-bfd2-866c611cb8fd,c2,c4,27,?,?,surb={'id': 'c8eb9557-be69-452c-8df1-ed280c9a0497', 'route': ['p1', 'e8', 'i12', 'x10', 'p2', 'c2']}
1769483835.555348,RECEIVED,2064740f-bf31-4aff-9437-78af915fee21,c0a57e8b-acd0-47a8-9e06-e10d073e4f0d,c4,c2,27,p2,?,surb={'id': 'e9698471-7b0d-4f08-83c0-bb7c51231857', 'route': ['p2', 'e5', 'i2', 'x2', 'p1', 'c4']}
1769483835.7107322,RECEIVED,815556a7-de31-4f27-b3f1-5a4094d11ea0,a0350a2b-0f96-4629-b329-5d7b63aad5ff,c4,c2,27,p2,?,surb={'id': 'd55bd847-bcf1-4eeb-9da1-b4d9e6ee3acb', 'route': ['p2', 'e3', 'i7', 'x9', 'p1', 'c4']}
1769483835.7234805,RECEIVED,f64cde72-7f91-497d-b087-2be57fd3b54a,c9f7845f-2cc6-4c73-a0ec-59cdcc7e1ea6,c4,c2,27,p2,?,surb={'id': '24cdd306-eba6-4555-800b-a571ffbe597f', 'route': ['p2', 'e9', 'i5', 'x1', 'p1', 'c4']}
1769483835.7650032,SENT,68442e61-ba87-46f5-a425-75e66b29dcab,601ab08b-0462-4ff8-abb7-f51ccf5a6f43,c2,c4,3359,?,p2,
1769483835.7655916,CREATED,bfa121cb-da0b-4e98-be87-584a633088c2,cbfb1767-2b62-4a9e-b385-48d50eb5746e,c2,c4,27,?,?,surb={'id': '511cc48b-a634-44a3-b21d-2bce3be5de58', 'route': ['p1', 'e2', 'i9', 'x2', 'p2', 'c2']}
1769483836.038477,SENT,a3455f34-6ad8-45f0-bd8c-7718f603c0bd,7dd0e4ed-f711-4c24-be93-4c411c1a708e,c2,c4,3378,?,p2,
1769483836.0386257,CREATED,099d057a-7d3a-430a-a7f2-fa0b71a625e7,189057ca-b79d-4589-bd13-42584e46e053,c2,c4,26,?,?,surb={'id': 'bfdb610d-500f-416c-a44b-4811120c38ed', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c2']}
1769483836.1483014,SENT,d10fabfd-d280-47cc-9bf5-11cc914bf8a0,c396980b-a7c1-4574-8c41-68cacdf4cdf9,c2,c4,3390,?,p2,
1769483836.148464,CREATED,f2b01bcd-4d07-46bd-92f1-df21d6236994,d7dc8597-f20a-4fa7-beeb-0b7d61252022,c2,c4,27,?,?,surb={'id': '3c24fff6-5dcc-4b21-843f-9f17e9e69c8b', 'route': ['p1', 'e5', 'i10', 'x2', 'p2', 'c2']}
1769483836.3404958,SENT,baba1c64-b946-4a31-8709-7df69109e8b2,344c2d9b-d07f-47ec-b148-3a5a136fecec,c2,c4,3366,?,p2,
1769483836.3406594,CREATED,2b0adaab-b06c-4cdf-b1a3-a136f61c8126,adc17b28-a619-47b0-8f5d-c14d1a962d7a,c2,c4,26,?,?,surb={'id': '228a7dd4-68c9-4b5e-879f-d3d2b6ae3994', 'route': ['p1', 'e11', 'i11', 'x7', 'p2', 'c2']}
1769483836.3914447,RECEIVED,69f24b2c-b319-4453-befc-9795c70c5880,38edbfb8-5e11-45bc-8162-4432a08d43fc,c4,c2,26,p2,?,surb={'id': 'faf96bf7-d022-482f-82ad-03acf13e6ccc', 'route': ['p2', 'e7', 'i8', 'x4', 'p1', 'c4']}
1769483836.4109855,RECEIVED,90d69e34-8465-4295-9f40-96851e7733b5,ac4d8132-b805-4f5e-8d81-50a5715b29f4,c1,c2,27,p2,?,surb={'id': '345f2eb2-c8e2-4afe-b004-e349fafd2b81', 'route': ['p2', 'e2', 'i4', 'x4', 'p1', 'c1']}
1769483836.4390817,RECEIVED,6552dcfb-94f2-4fe4-87c2-0dc0164fb607,cfbd214e-4232-49af-b078-a6162291d849,c4,c2,27,p2,?,surb={'id': '83250a7d-9e38-4ee2-93a6-56e2874dd643', 'route': ['p2', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769483836.9831216,SENT,62bb2a0a-53ab-4951-bb55-62dbe4e1373d,c8c9c551-8a62-4e37-8bd3-89dc370263a0,c2,c4,3392,?,p2,
1769483836.9832647,CREATED,7e351b1a-4651-433d-9a32-c79defec56b3,61abd224-bc0d-4c39-9e57-d8b8d86da2dc,c2,c4,27,?,?,surb={'id': 'b8b25c0e-dc00-4a6a-9256-e6bb2957b4fb', 'route': ['p1', 'e1', 'i7', 'x7', 'p2', 'c2']}
1769483837.003732,RECEIVED,29bd0e8f-48b7-41dd-834c-118777161fa6,05165554-bf80-4baa-a764-8fe1b7245573,c1,c2,26,p2,?,surb={'id': '8d2da6a3-cf53-40bc-b94c-9111dc0a6a3d', 'route': ['p2', 'e1', 'i6', 'x2', 'p1', 'c1']}
1769483837.1318767,SENT,85a904ec-bfc0-48f1-94c7-7b4acf89c445,3208d722-4a87-4e0f-98a3-c25a7c7d9e06,c2,c4,3360,?,p2,
1769483837.1320353,CREATED,715d1050-bdbb-4800-ac66-37925ef881cc,ff6b37c6-1548-4102-8ba6-37124088acfd,c2,c4,27,?,?,surb={'id': '1c5dc770-86fc-49fe-8483-f2c1af3fb4c2', 'route': ['p1', 'e10', 'i8', 'x2', 'p2', 'c2']}
1769483837.1577768,SENT,e0f47f3b-4fbd-4cb2-a76e-65acecd08a56,e1d7cda7-53b1-408c-934d-4dab25e3aae9,c2,c4,3390,?,p2,
1769483837.1579187,CREATED,7327a138-a57f-4685-915d-4b6064d39987,45bc94e1-ebb1-461b-9457-4fec060c2385,c2,c4,27,?,?,surb={'id': '72fe933f-676b-48d5-bbea-8f43593b5e49', 'route': ['p1', 'e11', 'i5', 'x7', 'p2', 'c2']}
1769483837.344539,RECEIVED,a9f55ab3-7476-45f8-bdb1-c640b32ae5c9,761ef492-95fc-4ffb-8334-a0f8d6ab45e1,c4,c2,27,p2,?,surb={'id': 'a9676f28-c040-4fd3-afe4-04a5adec9ea5', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c4']}
1769483837.3894815,RECEIVED,364adb11-358e-4a35-a450-2e7e43b854f8,73008f2f-11fe-43cb-a728-a8f1719f8264,c4,c2,27,p2,?,surb={'id': 'bdc0b5bf-9950-488c-9aac-632a0d186c51', 'route': ['p2', 'e8', 'i12', 'x2', 'p1', 'c4']}
1769483837.4054694,RECEIVED,793fa214-8ef7-4468-95fa-546a3789758f,03c2b403-081e-4716-92d3-cfbd059b4ac3,c1,c2,27,p2,?,surb={'id': '5211ebe1-ebec-4e55-8624-cd6bffac51cb', 'route': ['p2', 'e2', 'i11', 'x11', 'p1', 'c1']}
1769483837.419015,SENT,3ca48ea2-30c3-4527-8b48-126465a98ac9,c873d206-482d-497e-81ae-c913cdd043ea,c2,c4,3376,?,p2,
1769483837.419208,CREATED,0436c32e-f352-4490-a1b0-76c2698dbb69,0c1b879f-73b2-4844-87f0-01109ba41478,c2,c4,25,?,?,surb={'id': '9be20006-a94a-4aca-8b72-ce6cb1bfdf11', 'route': ['p1', 'e3', 'i9', 'x9', 'p2', 'c2']}
1769483837.5913336,RECEIVED,65aa4e5e-0466-4de2-aeaa-47c010991a3d,ac297575-e833-4be2-b1db-9d4c15f717f4,c1,c2,26,p2,?,surb={'id': '13ac2eaf-abac-460f-aae0-de05b4ef8e20', 'route': ['p2', 'e10', 'i8', 'x7', 'p1', 'c1']}
1769483837.6036956,SENT,c9796040-d0a0-46a8-a820-755e7fd69b91,82dccdbd-5f5d-4517-a865-44c0feefcb3e,c2,c4,3379,?,p2,
