timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483358.8335073,SENT,02541bd0-8541-492f-8fdd-486e4b3bff1f,8b91e9da-ddd6-4cbf-8f68-30caaa9f153f,c5,DROP,2015,?,p2,
1769483358.8336294,CREATED,7f441c34-3908-48e0-b1a0-719f1cd0e8d4,ff151cbf-507e-4754-a7c6-ce1fdc64f9f6,c5,DROP,27,?,?,
1769483359.1962914,SENT,7346b3a9-41a4-4e06-a5fc-62f247c64717,43cfd291-518a-4d9f-892c-10a94dbf12d7,c5,DROP,2028,?,p2,
1769483359.1964257,CREATED,b705e194-8f9a-4dde-8f4e-0bfa08a530b6,936228f0-712e-49f1-951c-598ab6656a03,c5,DROP,27,?,?,
1769483359.2662897,SENT,f9ebebff-73f9-4739-9e12-a117268ce942,05d17276-c1d4-479a-aa60-61eebd5e8ef6,c5,c3,3383,?,p2,
1769483359.2664459,CREATED,0cf7b10f-3c49-4100-a338-a6fe6037e6a5,8ac6612a-afdc-4d8e-bc4e-7cac9c901780,c5,c3,27,?,?,surb={'id': '632b8536-884a-41ea-9253-4edbbc2143f3', 'route': ['p3', 'e3', 'i12', 'x12', 'p2', 'c5']}
1769483464.4791732,SENT,cfdd8703-b9b6-4121-8cfd-d11e8d922c64,8c3d7d9b-97a4-44ec-8c73-9677a5281058,c5,c3,3364,?,p2,
1769483464.4793265,CREATED,cf89405a-da8b-432b-967c-0a141157986f,8b0c8565-d6a6-4ac0-872c-aefdd3eb281d,c5,c3,27,?,?,surb={'id': 'cd8dadb7-4d86-4649-a740-0958348b52a8', 'route': ['p3', 'e9', 'i1', 'x4', 'p2', 'c5']}
1769483464.4980147,RECEIVED,f153aee5-731f-435d-8e85-f4d66f43cf57,321b1499-336c-4c6f-8421-c7ef75980c3f,c3,c5,26,p2,?,surb={'id': '21e91dd9-7879-4eb8-844d-891ec30e7b32', 'route': ['p2', 'e8', 'i4', 'x11', 'p3', 'c3']}
1769483465.183648,RECEIVED,15a43736-42df-4bec-bb12-381703afeb7c,e649e881-f8b6-40a3-bc74-9ce5d17201d3,c3,c5,27,p2,?,surb={'id': 'a2b8bfb6-ba6a-4e3c-b295-9b385d20e93e', 'route': ['p2', 'e9', 'i1', 'x10', 'p3', 'c3']}
1769483465.1992557,SENT,d883952a-be97-413f-b1b9-21b42d3a9b83,4211d0dd-a09c-493b-8bf6-50d847e093c3,c5,c3,3351,?,p2,
1769483465.1996403,CREATED,96c444df-54a3-4c7c-bf5b-89508541cb7f,462cee56-3fda-472c-8799-ee53f747f158,c5,c3,26,?,?,surb={'id': '860f849d-1242-4003-8002-ca7aaf189802', 'route': ['p3', 'e1', 'i9', 'x7', 'p2', 'c5']}
1769483465.3673964,SENT,adb7e72d-b047-4a79-8ab2-081b30b11318,d39c996e-075e-431a-ad65-3e5e3ab65678,c5,c3,3360,?,p2,
1769483465.3674457,CREATED,298b5a6d-4477-4cf8-9e3e-f6ad363430df,ec1b3f50-609a-4165-8957-e68b1d1c24a1,c5,c3,27,?,?,surb={'id': '6e2cc3c3-8666-417e-bb94-2f118b3f5f21', 'route': ['p3', 'e5', 'i7', 'x8', 'p2', 'c5']}
1769483465.5525117,SENT,d7429a32-308a-48b9-a44f-7d76e7ccc72b,2f7a3fe3-6173-42cd-83d4-98c2ae236e8a,c5,c3,3392,?,p2,
1769483465.552606,CREATED,f30b2b75-9258-41cd-a079-129f0a42b631,a78f1ae8-cb7e-4b98-bf95-022090a4e014,c5,c3,27,?,?,surb={'id': 'b8bf8490-8882-418e-9a31-ca97ee885c4c', 'route': ['p3', 'e1', 'i5', 'x6', 'p2', 'c5']}
1769483465.5835001,SENT,36dc5442-71a2-4f99-a399-8ce02174951c,4f08ade7-196e-4441-af24-756b1c6caa6d,c5,c3,3388,?,p2,
1769483465.5835924,CREATED,a7a5e94c-63cf-4f7c-8d37-88ea6f1810aa,8edd6556-509f-47b6-b762-dfaa59e6f7fc,c5,c3,27,?,?,surb={'id': '0932412e-bd13-4d0d-8fd6-84f035e1fa0d', 'route': ['p3', 'e10', 'i10', 'x7', 'p2', 'c5']}
1769483465.608115,SENT,0d13f5b4-d883-4977-bc9d-aa0097096895,b6db1ef8-a98c-48c5-87a8-a1b571b879de,c5,c3,3372,?,p2,
1769483465.6081836,CREATED,9639044c-f327-4ef2-bd97-9b92657f0efb,6b851270-9340-452a-825b-ab865c990106,c5,c3,27,?,?,surb={'id': 'ebf06a20-7846-49ef-92e3-54a0e514319c', 'route': ['p3', 'e7', 'i8', 'x4', 'p2', 'c5']}
1769483465.9496822,RECEIVED,3c08fa57-47e4-4d99-978f-706fd18d9489,9a0ecf3f-73e9-4da9-8b12-25d9f0b29f43,c3,c5,27,p2,?,surb={'id': '2363e0c5-18d9-4598-b7a8-1d201c2c8d8e', 'route': ['p2', 'e5', 'i6', 'x7', 'p3', 'c3']}
1769483466.1811512,SENT,6ed16d0a-4131-48f4-a296-a2f9be4ea1b3,bf396e7c-f031-42bf-8305-40249e3b48f3,c5,c3,3384,?,p2,
1769483466.181211,CREATED,569254b6-0888-4228-b447-a16decfb526b,0b4d73d8-4894-452c-8507-864f14bb6a78,c5,c3,27,?,?,surb={'id': '36e2654a-4f70-4012-909f-7925064e4980', 'route': ['p3', 'e9', 'i1', 'x1', 'p2', 'c5']}
1769483466.2964687,SENT,d217521c-0244-41f4-829e-e81c19d8e1de,080ce5c0-d97e-4949-897e-2abb1832153b,c5,c3,3397,?,p2,
1769483466.2965286,CREATED,ebed2aac-9eac-464d-bcbe-2bb974fb1d2d,53dfd211-0faa-4483-94cc-914b68465e49,c5,c3,27,?,?,surb={'id': 'ceb4449b-9df3-43e2-a4a1-f74bffe9a4d2', 'route': ['p3', 'e3', 'i1', 'x10', 'p2', 'c5']}
1769483466.3188252,RECEIVED,f6382281-2383-43d9-888b-6f9c0c9736b3,740d108f-9403-45df-931c-ba618d03e400,c3,c5,27,p2,?,surb={'id': '4f5529b0-3442-4676-82e3-37ed245fd1f6', 'route': ['p2', 'e3', 'i10', 'x3', 'p3', 'c3']}
1769483466.9872599,SENT,c5701dc6-6e4a-4f09-a7ad-6fe94b57f20d,04ef0a7c-d2d2-4916-877d-04f592af01ea,c5,c3,3387,?,p2,
1769483466.9873767,CREATED,d812d405-65e0-4d04-919e-0681777781cb,cda2d66e-987f-4588-9fab-3e4ed534c9eb,c5,c3,26,?,?,surb={'id': '61679cd6-ba8a-471e-96b5-3ca7121c7b46', 'route': ['p3', 'e3', 'i1', 'x3', 'p2', 'c5']}
1769483467.0112753,SENT,47448c32-081d-4895-a4f0-6b338b41204c,963e5073-72aa-4582-ad82-c5e91a15d211,c5,c3,3381,?,p2,
1769483467.011351,CREATED,b4e67f1e-5a98-4a17-919e-c48f771c7d5e,18d7727f-d668-4cda-81e2-5578002d8442,c5,c3,27,?,?,surb={'id': 'c3759e25-d027-48fd-b938-aeb16bac162c', 'route': ['p3', 'e4', 'i9', 'x11', 'p2', 'c5']}
1769483467.2249718,RECEIVED,9ebaf88f-6c37-4aed-8b19-441e28874edc,ef04308f-f4a5-4a52-9aa4-c66e070aa56e,c3,c5,26,p2,?,surb={'id': '5eceaece-a4f6-41e1-a8cd-4e226d87e3a4', 'route': ['p2', 'e10', 'i5', 'x6', 'p3', 'c3']}
1769483467.2942936,SENT,d5f7268e-da47-4711-9ff9-6af2c8e37cb7,25e202e7-fd74-4640-bb59-47224d952914,c5,c3,3360,?,p2,
1769483467.294356,CREATED,ce8601d6-1358-4ab6-b306-46e34b635272,711f336e-6039-4dbd-968c-8e76104a032f,c5,c3,27,?,?,surb={'id': '5d4fba5c-b0af-4a50-b072-50fb4b4803c0', 'route': ['p3', 'e8', 'i8', 'x6', 'p2', 'c5']}
1769483468.0725431,RECEIVED,07f6377a-0c9d-47da-8d17-3d189eeab3aa,bf5518dd-ca73-4516-aedc-a1712bfc55b5,c3,c5,25,p2,?,surb={'id': '7c373c27-540c-4368-a2df-192e7d2fd3f5', 'route': ['p2', 'e1', 'i2', 'x6', 'p3', 'c3']}
1769483468.121173,SENT,230cb606-4f1d-40d8-a0b3-eff228960b78,91b6abac-54cd-4349-b885-96b068f0d587,c5,c3,3361,?,p2,
1769483468.1213136,CREATED,5c7d314f-7029-45aa-a080-fdaa3fd9e718,9987d504-3420-4ab0-a641-e6220bdefb11,c5,c3,27,?,?,surb={'id': 'e9fc96d8-885d-4817-8ea6-fce8ca063d17', 'route': ['p3', 'e4', 'i2', 'x8', 'p2', 'c5']}
1769483468.2559197,RECEIVED,bb5f0268-afab-4d62-b125-e86643427048,a732d4f0-8247-41d3-9c92-b6fcb02b1103,c3,c5,26,p2,?,surb={'id': 'ece5d6bd-7b4b-4108-9432-49d32d79d53b', 'route': ['p2', 'e5', 'i12', 'x8', 'p3', 'c3']}
1769483468.416541,SENT,c217fd4f-e94d-4a27-aa0f-7b5642b948da,74bb0585-dc03-425b-bd2b-d2bb66f36a7f,c5,c3,3391,?,p2,
1769483468.4166682,CREATED,caa0a51c-9f74-4ba2-bc7a-1704fb3a33d3,cec0ee12-06ea-4e68-b621-e333fdc32f1d,c5,c3,27,?,?,surb={'id': 'dbb2591e-7f90-4b39-a270-3d87dd50d74b', 'route': ['p3', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769483468.6994863,RECEIVED,60b1a3b4-390c-4179-9003-ec5303070e8d,2c9985c5-c7a1-4df3-9b99-3273e424cb50,c3,c5,27,p2,?,surb={'id': 'c59a5e20-8b42-449f-8286-db0ce0feaf68', 'route': ['p2', 'e5', 'i4', 'x10', 'p3', 'c3']}
1769483468.9631429,RECEIVED,a65b6581-4ae4-44e4-a6fd-bab8e43fb819,7d83af55-7fa9-49c9-acd3-dc6bfc34df35,c3,c5,27,p2,?,surb={'id': '6c9bdfed-acdf-4307-b303-e3a355b5c754', 'route': ['p2', 'e5', 'i2', 'x6', 'p3', 'c3']}
1769483469.0134306,SENT,e780c2e0-58c9-4264-b385-223151ceb3bf,dd2c52a5-f3cb-4151-a982-0a2cf8291e41,c5,c3,3390,?,p2,
1769483469.0135818,CREATED,9716aa48-c726-409d-a84e-626d1915ca11,4ac29f36-8527-44fd-a9a3-d33782e5a5ee,c5,c3,27,?,?,surb={'id': '4fd26551-265d-43ad-9ed6-f04f6ccbc1bc', 'route': ['p3', 'e10', 'i1', 'x11', 'p2', 'c5']}
1769483469.2109811,RECEIVED,73995f50-51b7-46f4-ab9a-6eda60c2c3cf,e63861f7-d523-4462-aa23-323e565928b3,c3,c5,26,p2,?,surb={'id': 'f483fe1a-25ec-49e5-98e7-469f28f0c0b0', 'route': ['p2', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769483469.3878663,SENT,adda5a6d-f1a6-4878-aae2-0bcd77d407ea,493d7dd9-776f-48ef-a811-932bf9c4c13e,c5,c3,3371,?,p2,
1769483469.3880188,CREATED,2a234e03-6120-45aa-893c-186b4d21af29,6a6871dc-cf13-4ea0-bb97-192049dc1b4d,c5,c3,26,?,?,surb={'id': '9c732f47-79db-4000-a14b-6d68170fce47', 'route': ['p3', 'e9', 'i7', 'x6', 'p2', 'c5']}
1769483469.4226522,RECEIVED,8739c066-2b00-41db-9a3f-7e2450a101bf,1d6ffab2-eee5-40e6-8917-55a3bb98a666,c3,c5,27,p2,?,surb={'id': '1f81b8ce-952e-4924-97ce-1d9c089481c0', 'route': ['p2', 'e8', 'i3', 'x2', 'p3', 'c3']}
1769483469.515185,SENT,905f6b88-f81f-4a89-b0c1-ec3020d38f2b,0a36016d-e1e4-4c14-9193-9c173e66bb2a,c5,c3,3361,?,p2,
1769483469.5153613,CREATED,b151a24c-285c-4f51-b2b7-cb3333fd3d7e,32717295-3b23-49a2-a8a1-8086edbcdec0,c5,c3,27,?,?,surb={'id': '927efcb1-bca9-4920-ae9e-ba07405c2591', 'route': ['p3', 'e9', 'i1', 'x4', 'p2', 'c5']}
1769483469.7103653,SENT,7f375916-45c8-4e82-93bb-7a3c16003f02,18213f5e-b3e2-481d-a743-fd27056be3c1,c5,c3,3355,?,p2,
1769483469.7105222,CREATED,e12c21d6-6664-483b-80b8-5efc7ef46dbd,6efd3b26-4438-4d0a-9874-f718084f1af1,c5,c3,26,?,?,surb={'id': '4dd6c901-a02e-4adf-9acb-e26c0777b6dd', 'route': ['p3', 'e6', 'i6', 'x5', 'p2', 'c5']}
1769483469.7566772,RECEIVED,1eefeb83-404f-4de3-9ab2-4b9bd32ac323,2323b7a8-73d4-4bff-82fb-5bf2f4fc1741,c3,c5,26,p2,?,surb={'id': '91838d5f-2018-4e05-95c9-200a57ac07df', 'route': ['p2', 'e10', 'i9', 'x11', 'p3', 'c3']}
1769483470.0608244,SENT,af06c487-5387-43ec-abb9-bcfc5187d056,ced10988-d548-41aa-950e-2931d2115891,c5,c3,3393,?,p2,
1769483470.0609756,CREATED,7eff5bea-b0ac-449e-a07f-d29c022d0ce1,a790a394-cb16-4247-89cc-9c8b9a4dedda,c5,c3,26,?,?,surb={'id': 'da2a257f-0c10-43ea-995a-0b18a86ad377', 'route': ['p3', 'e8', 'i3', 'x12', 'p2', 'c5']}
1769483470.1882896,SENT,7156ca1a-bc89-401b-b854-18bca548ed01,97c9fce2-c13e-4adb-943c-c8ada006505e,c5,c3,3400,?,p2,
1769483470.1886091,CREATED,a44a185b-c536-4c0a-a64f-dc15af5aba3f,65240cb1-e485-4d8b-9896-bd31c54d99f5,c5,c3,27,?,?,surb={'id': 'b0d5355b-f707-4b43-86b7-687a15838ca4', 'route': ['p3', 'e5', 'i3', 'x7', 'p2', 'c5']}
1769483470.2835891,RECEIVED,bc28b6ea-1803-4540-a84a-364cd47ea85a,f2580370-a46f-45be-84cf-a88ffef30b2c,c3,c5,26,p2,?,surb={'id': '7f8daca1-9325-49c8-ae76-7ce278a333a1', 'route': ['p2', 'e8', 'i3', 'x6', 'p3', 'c3']}
1769483470.5585387,SENT,659f7f0a-31a1-40a3-8d0d-5d11a02852d6,608e97b9-22b9-4293-a221-a4c79c5dff96,c5,c3,3376,?,p2,
1769483470.5585968,CREATED,9e42f689-b708-4fc4-a7aa-70e0cbb37f6a,44685bb5-5c9f-4382-8d34-7bcedb4816f8,c5,c3,27,?,?,surb={'id': '51d23ad5-f522-40a0-83aa-ecf1191666e0', 'route': ['p3', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769483470.9949753,SENT,014332f1-2180-4f48-bb02-f668b2e29844,c493bd8d-7818-4caa-81bb-ebc6363a72bf,c5,c3,3387,?,p2,
1769483470.9951594,CREATED,d07a0d74-6b2d-4a30-9d97-ee3c72f6c555,9f6e635e-090a-46b8-9ed4-fea08fefeaef,c5,c3,27,?,?,surb={'id': '513fe1b1-d16b-42f0-916a-972af6dd2c2d', 'route': ['p3', 'e9', 'i6', 'x5', 'p2', 'c5']}
1769483471.4255993,SENT,b210be84-c241-46a1-b7b3-1e561a037a27,e29a8c82-acaa-48ec-878e-eb17099919e0,c5,c3,3384,?,p2,
1769483471.4256845,CREATED,f276512c-8cbf-4caf-a22c-4a9a8dceac6e,dc1f1411-4a6a-4a11-bf49-0294205f8ffd,c5,c3,27,?,?,surb={'id': '23f500fc-547b-47b3-99c8-ac2bbe1afc89', 'route': ['p3', 'e3', 'i12', 'x7', 'p2', 'c5']}
1769483471.6711755,SENT,609d791b-6a07-42d1-ba6b-4f2fa00a4df4,c0347a1e-11ad-48b8-bc88-a4069d7cf3a1,c5,c3,3376,?,p2,
1769483471.671324,CREATED,9f89dba2-390a-453a-b652-fc41caecd8c1,f6d6377b-0516-43f0-a886-639fbd1f41ae,c5,c3,27,?,?,surb={'id': '513cacb3-7447-42da-ba9d-6f277a535835', 'route': ['p3', 'e7', 'i9', 'x3', 'p2', 'c5']}
1769483471.7276495,SENT,dbbb67c8-c15d-48e2-8fea-a04e163a329e,c02a4ddf-e776-47a3-9fca-cb3383a0bb01,c5,c3,3363,?,p2,
1769483471.7277966,CREATED,e964a8e3-9740-40ad-85eb-2122a36ae60c,14d116da-b2a5-4365-98ff-feea9879cf82,c5,c3,27,?,?,surb={'id': '2c769df3-2dcf-4198-ad87-a19de3f75787', 'route': ['p3', 'e2', 'i4', 'x10', 'p2', 'c5']}
1769483471.7922924,SENT,d8ccbeeb-0cb0-4d0c-ab7a-1c0e4ac0ccc3,6ff657a4-4d8f-4987-823c-f61d62d23f9f,c5,c3,3392,?,p2,
1769483471.792437,CREATED,b94d4de4-824b-430d-9fbb-327e49458b4a,a0a94345-abfd-4ba6-bf19-61bab0eaafda,c5,c3,27,?,?,surb={'id': '72e23fb4-1a8b-43db-a977-cd359cb43f15', 'route': ['p3', 'e8', 'i12', 'x12', 'p2', 'c5']}
1769483471.865897,RECEIVED,383c0f41-42e0-45b5-a2db-5fed907a7565,caf1810e-1a7b-4133-a629-4c8541ce44e3,c3,c5,27,p2,?,surb={'id': 'ad2507a4-8a7e-488b-892b-5734ccb8b69b', 'route': ['p2', 'e12', 'i10', 'x5', 'p3', 'c3']}
1769483471.8932257,RECEIVED,e67d0691-9f09-44b4-90c4-e9dec4ae04af,515e1ebe-c784-4a74-a293-175bea141185,c3,c5,27,p2,?,surb={'id': 'f40e30f6-0cd2-4ab0-abce-8da8e91bce49', 'route': ['p2', 'e12', 'i11', 'x3', 'p3', 'c3']}
1769483472.0202456,SENT,9a5f4117-93b5-44ca-8f3e-f385eacbcf5e,7491688a-0526-41c9-a900-8471ffc97368,c5,c3,3388,?,p2,
1769483472.0203333,CREATED,ddf642b8-87a5-44a8-b9a4-432d1754044d,7837351b-58ef-4ea7-a94e-d57a5106dd0f,c5,c3,27,?,?,surb={'id': '096a9ece-1185-4e35-9007-18081490483d', 'route': ['p3', 'e5', 'i2', 'x10', 'p2', 'c5']}
1769483472.1918752,RECEIVED,c41a2a5c-45fc-42b6-9dfa-3a83d4fcc336,1abb665d-c843-4637-b020-066d33a08d74,c3,c5,26,p2,?,surb={'id': '21c555be-9724-471f-ad50-7ba86cf51a35', 'route': ['p2', 'e3', 'i7', 'x3', 'p3', 'c3']}
1769483472.5160778,RECEIVED,09b7ff6a-6872-4ace-86fb-b1c8c8d1bfde,6f7b78dc-e19c-48db-a899-2e57a650be7f,c3,c5,27,p2,?,surb={'id': 'e491eb3c-cb52-4b10-aefa-d7e2166ac908', 'route': ['p2', 'e6', 'i10', 'x6', 'p3', 'c3']}
1769483472.5450068,RECEIVED,94e2ad80-76d3-47f1-b93f-62c644397342,d00e2bb6-fff2-48c1-b635-c9d1695f3b95,c3,c5,27,p2,?,surb={'id': '5724b572-ec8f-430b-bc4b-db7cf257265d', 'route': ['p2', 'e12', 'i5', 'x5', 'p3', 'c3']}
1769483472.944414,RECEIVED,dedd1f3a-f374-429e-aeb9-d47babb4b920,a905c7b3-9faf-4ba0-8931-5ea8f41a8b79,c3,c5,26,p2,?,surb={'id': '79b0cd7e-fc29-484f-9c8e-f94e8ec4042c', 'route': ['p2', 'e9', 'i6', 'x1', 'p3', 'c3']}
1769483472.954566,SENT,45f63d74-68e8-4d8e-b65c-3faf3b967e89,fe4d17b2-345f-42f5-b729-40517d7491c3,c5,c3,3376,?,p2,
1769483472.954638,CREATED,bcd79810-dd69-419b-a4d4-422f4df250b7,b4dc2fef-6b1a-434e-960a-bd221954839f,c5,c3,27,?,?,surb={'id': '98c04016-e873-4f1f-a54b-bdac70393922', 'route': ['p3', 'e3', 'i4', 'x12', 'p2', 'c5']}
1769483473.0083616,RECEIVED,5d293b5d-7b28-4d12-b3d3-ee6b848897d0,72076a0d-6224-4811-8f2a-62408edcacfd,c3,c5,27,p2,?,surb={'id': '3fb5256b-756d-4e49-aaf9-03fa1d75577a', 'route': ['p2', 'e6', 'i7', 'x1', 'p3', 'c3']}
1769483473.26887,SENT,6c1a0c0c-4a74-4064-9f41-02a2f4c6cea6,316973af-df0a-4a7f-94f3-246f07b1623d,c5,c3,3385,?,p2,
1769483473.269018,CREATED,74533531-ad01-4f92-a1e6-fcc5febbd06d,d1b63831-b66f-418a-b86f-f14eee55a98e,c5,c3,27,?,?,surb={'id': 'bc4aa05e-3b3f-4b21-8214-79ba1c4921a2', 'route': ['p3', 'e1', 'i3', 'x9', 'p2', 'c5']}
1769483473.5503023,RECEIVED,3965466a-49f8-46b0-b2f5-8006d0dae319,64de34f1-0b89-4199-aa85-c058c260f8cb,c3,c5,26,p2,?,surb={'id': 'da6063ae-1456-40cd-baf2-7f5d3a41c8bb', 'route': ['p2', 'e11', 'i3', 'x12', 'p3', 'c3']}
1769483474.13273,SENT,73f49077-8e40-4e8c-9bd6-ee594be01e39,7cb3e105-cb73-4176-8e53-f77736bddac4,c5,c3,3404,?,p2,
1769483474.1328552,CREATED,0516efe2-c6b7-448b-994b-e8e28a5976ab,f137ca15-9611-40d2-8675-67a576d0f581,c5,c3,27,?,?,surb={'id': '6de0556a-c974-426c-a6f6-66541f76965e', 'route': ['p3', 'e2', 'i2', 'x12', 'p2', 'c5']}
1769483474.3904858,RECEIVED,d7bee40d-d18d-4f1c-a3ac-d5a2478ddcaf,823e82bc-f7fe-4274-9c77-be2403408114,c3,c5,27,p2,?,surb={'id': '91280e22-7e66-4269-9730-437ecc3578d3', 'route': ['p2', 'e10', 'i11', 'x4', 'p3', 'c3']}
1769483474.6680734,SENT,f6d6a1af-6c1b-4ac3-b3cb-f5cceac74aa5,931b0d6a-8c1f-44de-a0ea-574fd7f71533,c5,c3,3384,?,p2,
1769483474.6682363,CREATED,2d1f9dcd-0bd0-42ba-a7ea-de26c0a9d384,8808fcab-16d4-4226-922f-9bdc14b4edf4,c5,c3,27,?,?,surb={'id': '80a9912e-7f1e-4e2e-8985-e4ba50aabc90', 'route': ['p3', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769483474.9506726,RECEIVED,4088080a-5594-489e-a860-49c77db011bb,9a25b156-cb0c-447e-abd3-2a1ee47502de,c3,c5,27,p2,?,surb={'id': 'c9d17cb0-4351-419b-8817-a37fa5194413', 'route': ['p2', 'e9', 'i4', 'x2', 'p3', 'c3']}
1769483475.0008795,RECEIVED,e7f1c57b-692b-45bd-87f6-d1e25d5becb1,212bbbca-af53-4792-bdd1-820f505c7878,c3,c5,27,p2,?,surb={'id': '4d42f2e5-eed3-4cdd-88fb-737438c8de3b', 'route': ['p2', 'e9', 'i3', 'x7', 'p3', 'c3']}
1769483475.1039498,RECEIVED,0e74f62a-3055-4d7c-a088-b30a9d91e1d9,81fdf96a-8adc-4c6c-a02c-1277f78d5ef9,c3,c5,27,p2,?,surb={'id': '4b631a37-99ee-473d-9be3-ad1f95f7ed38', 'route': ['p2', 'e7', 'i12', 'x3', 'p3', 'c3']}
1769483475.8997514,RECEIVED,9e89a375-4a8b-4935-9cce-1882259d4d2f,3d63fe2d-b11b-4298-a418-015648b86e59,c3,c5,27,p2,?,surb={'id': '00e9cc33-4676-4777-843b-c4c2e5747703', 'route': ['p2', 'e5', 'i3', 'x1', 'p3', 'c3']}
1769483476.475415,RECEIVED,4b8a12c5-9735-4572-a6ef-79e1e2b80685,f2f5a2f2-012f-4f45-8751-9020f6af58ef,c3,c5,27,p2,?,surb={'id': '8e17b996-acd4-4aa7-9da8-35fdbeaff6cb', 'route': ['p2', 'e5', 'i1', 'x2', 'p3', 'c3']}
1769483476.571064,RECEIVED,2cb57ab8-d7c2-450a-b318-1e92e2d7462a,67ce04f5-bf94-476a-a775-f9c960c8dacc,c3,c5,26,p2,?,surb={'id': '4ef9737a-19c2-4a84-9797-3d9b05cfbc9c', 'route': ['p2', 'e4', 'i2', 'x12', 'p3', 'c3']}
1769483476.6541114,SENT,1073f60f-7a7c-4736-954f-3b368616bc64,c6ae15dd-78dc-4f44-8823-925f2fc90a66,c5,c3,3376,?,p2,
1769483476.654211,CREATED,e933ec0e-4c8a-42fc-9358-83023377807e,af93624b-f946-4459-b309-eefc7007f1ed,c5,c3,27,?,?,surb={'id': '380eaed2-44a7-4e9c-9ed7-4017ed6fcb1a', 'route': ['p3', 'e3', 'i1', 'x10', 'p2', 'c5']}
1769483477.2488234,RECEIVED,465b7f19-dafd-4a6a-9ba6-790434c69874,e4f7c55c-9735-45ca-894c-01f975d5558c,c3,c5,27,p2,?,surb={'id': 'f2ed9017-e4c8-4371-84d6-645b0bc37707', 'route': ['p2', 'e12', 'i12', 'x2', 'p3', 'c3']}
1769483477.3293529,SENT,a1aa3bed-b8ab-45f8-bcfc-0c02fc248932,cba94e97-4bc0-4e97-b009-db9434d1680c,c5,c3,3393,?,p2,
1769483477.3294282,CREATED,33c2454b-fc0f-459b-8812-7af0745920f9,ea41d0fa-18f6-4508-9a23-15a6a9568335,c5,c3,27,?,?,surb={'id': '8faec264-2dc0-4146-b049-c418c2e10a14', 'route': ['p3', 'e2', 'i10', 'x5', 'p2', 'c5']}
1769483477.3450751,RECEIVED,6ddaff4a-b1b4-4cfb-9e4e-02c7d082557a,e11595fb-337a-46f0-a3e1-628153534746,c3,c5,26,p2,?,surb={'id': '589a1f36-4cf3-4c52-b93b-3feabc952c4b', 'route': ['p2', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769483477.7385085,RECEIVED,07700a0f-4d2b-466d-9e4f-a65780ba44b5,00376ee4-2dbc-4109-9f30-a4877ebd69c4,c3,c5,26,p2,?,surb={'id': '63c75f4d-405f-40df-b105-bd9c47d83c2d', 'route': ['p2', 'e8', 'i2', 'x4', 'p3', 'c3']}
1769483477.7873485,RECEIVED,8f2974ea-d5b0-4e08-8004-22f0fc5f3859,801575f4-a30e-45cd-a986-df82f34860ee,c3,c5,26,p2,?,surb={'id': '1975c76a-93b0-4c1a-ab6d-d54b30a1b6d9', 'route': ['p2', 'e3', 'i5', 'x4', 'p3', 'c3']}
1769483477.8526351,SENT,b392d0e0-e988-45f8-99a0-a0647c6de699,8a493026-dab3-41bb-a984-3649a9fcebb1,c5,c3,3379,?,p2,
1769483477.8527849,CREATED,d058a98c-9113-413c-a71d-4b2e0d92b734,e74e64ec-d5d1-477e-b5b0-5f7f7fb31da6,c5,c3,26,?,?,surb={'id': 'f58229aa-e2f7-4213-9354-a1b4f12ecf4e', 'route': ['p3', 'e1', 'i3', 'x11', 'p2', 'c5']}
1769483478.282248,RECEIVED,c439d2b3-6306-436a-94e6-5987f15fa1fc,12f330ed-9ff1-49a9-ac28-f5a472df1b79,c3,c5,27,p2,?,surb={'id': 'd6334521-3b65-4f27-a125-39d51df0f83a', 'route': ['p2', 'e10', 'i11', 'x6', 'p3', 'c3']}
1769483478.4918215,SENT,7b53d58d-a825-496a-bb09-144debb08c32,47735c92-2d05-4a21-ac14-df19262e6e8c,c5,c3,3391,?,p2,
1769483478.4919689,CREATED,2ff06213-903c-4555-9702-08ad08f640e8,5a4350b3-e120-4dcb-a945-118327f90fbf,c5,c3,26,?,?,surb={'id': '5867362b-24ca-4451-ada1-3630f177b0ea', 'route': ['p3', 'e10', 'i8', 'x11', 'p2', 'c5']}
1769483478.7638152,RECEIVED,15279443-1047-44a4-87c9-cc370463770b,d688edcd-f0ee-40af-a2ac-822630e0ec70,c3,c5,27,p2,?,surb={'id': 'f65546af-f035-4dab-9806-613c41ef9df7', 'route': ['p2', 'e10', 'i12', 'x7', 'p3', 'c3']}
1769483478.9361103,RECEIVED,040a1b78-c687-4f65-ac0b-5cd311f2aeed,e850cb1a-ae72-4a0e-9838-8c3d44f896ad,c3,c5,25,p2,?,surb={'id': '24f254a4-f54d-4dbc-91e3-f5d3547694ba', 'route': ['p2', 'e3', 'i3', 'x2', 'p3', 'c3']}
1769483479.388777,SENT,fb9f53bf-c6af-4b14-a615-e2badb088c2d,9c3ccb82-07ed-45f0-bae0-0bd6d4c274bc,c5,c3,3380,?,p2,
