timestamp,event_type,packet_id,src,dst,size,flags
1765373045.5472035,RECEIVED,8c1bff7f-20c8-4c4a-ac24-ea5ee4da2fbb,?,?,53,surb={'id': 'ce921579-2223-414f-b1a6-ca2d3eb34adb', 'route': ['h_entry_1', 'h_inter_1', 'h_exit_1', 'h_sender_1']}
