Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,7.665740734468623,9.3244400880985,123.91695652173912
e11,7.698579784314946,9.310249753576974,130.68430574400725
e12,7.700378459687212,9.327642820638962,122.81913043478261
e1,7.65265719565526,9.282342892122482,120.79791231732777
e2,7.435084398991439,9.031017825524382,99.49696180555556
e3,7.825196303500087,9.41922405661574,135.67462686567166
e4,7.572277657188291,9.26374707771582,117.81733746130031
e5,7.542619064574885,9.321828294263879,122.43115789473684
e6,7.407813556447311,9.132362948961527,106.39228559704554
e7,7.72278153451436,9.349935862988126,128.3747276688453
e8,7.632119466365691,9.367154503151774,124.13665663944994
e9,3.992312658827696,4.825742353343298,7.328571428571428
i10,6.283249071176992,7.473070646848105,35.33669443226655
i11,6.470028996360706,7.750659911996445,42.50146997060059
i12,6.13106985789147,7.578406553056602,36.08793103448276
i1,6.240543353914932,7.5112699250925345,36.43136403127715
i2,6.111962783707718,7.342527524420279,33.38412832418742
i3,5.842893139507156,7.485371113192813,31.373940205265505
i4,6.395615977283521,7.5329593881386945,38.98867595818815
i5,3.7128492160556053,4.4092569987547305,5.909465020576132
i6,6.132294270593044,7.4150043264697345,33.130857648099024
i7,6.112607254243502,7.368748051043979,32.8755420641804
i8,6.1355828497539315,7.489198917861782,35.12987012987013
i9,6.258404637119216,7.404931173255454,34.542845082313214
p1,9.164274254070543,10.872026460183635,338.87780628608084
p2,9.824173195834724,11.56757627028005,542.4524908294876
p3,8.503604534661267,10.17208510625552,212.40889318511358
x10,6.213233721234504,7.8132832297541785,39.37374658158615
x11,6.41739117903978,7.757288504945053,41.78585086042065
x12,6.171296823278557,7.469096648982943,35.28677839851024
x1,6.676080980119586,7.943152184429489,52.237957610789984
x2,6.125343074973204,7.311719380988655,32.660055350553506
x3,6.520703082099889,7.616323382762142,42.67774566473989
x4,6.321511073751824,7.729883481361782,41.40688354549741
x5,6.244455782394837,7.502005316429368,36.089755213055305
x6,6.229066872019225,7.576275167151283,36.64640371229699
x7,6.328834330973934,7.588957628998885,37.78006551240056
x8,6.2338901118101395,7.51013477780372,35.62227488151659
x9,6.270517039427728,7.6656118688472095,40.6070110701107
