timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769736814.8260179,SENT,c94e59b0-c226-4084-b83c-0e7c8cdf551a,9ba5b229-814b-4a4d-94fb-2203c189b266,c2,c5,3374,?,p2,
1769736814.8263326,CREATED,5d7488ff-3b07-4f21-8dc6-15725f19abdb,0300ab37-0638-4d53-8697-c628d2e4d315,c2,c5,27,?,?,surb={'id': '40b681f3-64f0-40af-861e-a5f2adec72d2', 'route': ['p2', 'e1', 'i9', 'x7', 'p2', 'c2']}
1769736816.1556168,SENT,672ecd6a-6381-42d9-9e8c-cc51b833081c,5d22f3f2-8a01-446e-a28d-d127b15bb615,c2,DROP,2029,?,p2,
1769736816.1557527,CREATED,a139f5bb-fbce-4ae3-ae7d-1706b3c12367,9c6a0237-bb06-4e12-8d7c-85640d436085,c2,DROP,26,?,?,
1769736816.8361742,RECEIVED,9695a438-631e-4c81-847f-831b8a2fa683,5a1ce228-2d5b-4f8d-a613-d8c00385edbb,c3,c2,27,p2,?,surb={'id': '82c100ce-0daf-4d3d-bcdc-ac6b6443a2cb', 'route': ['p2', 'e4', 'i1', 'x4', 'p3', 'c3']}
1769736816.8637228,SENT,a4a276c2-e728-43da-bff8-3b8fed5bbc86,de5de51e-aaeb-4e46-8b76-8af59d16dde2,c2,c5,3363,?,p2,
1769736816.863859,CREATED,8402a318-fdcc-4b98-b79d-2878ff913d65,76b80eb3-abaf-403e-a85a-e41a59cd8836,c2,c5,26,?,?,surb={'id': 'fb692499-ed1f-4113-a8e2-95ff1f6b1bef', 'route': ['p2', 'e7', 'i11', 'x7', 'p2', 'c2']}
1769736817.0338345,SENT,f4c13772-454d-479b-aedd-85220bfc2067,964284c0-a28c-4807-bcf2-f27364f8d280,c2,c5,3359,?,p2,
1769736817.0339818,CREATED,c3544e7e-8370-403a-be74-2e97703fd8f0,76b80eb3-abaf-403e-a85a-e41a59cd8836,c2,c5,26,?,?,surb={'id': 'fb692499-ed1f-4113-a8e2-95ff1f6b1bef', 'route': ['p2', 'e7', 'i11', 'x7', 'p2', 'c2']}
1769736817.06242,SENT,249fde2f-37c5-495e-851b-163ef9da9a17,4cd2ccda-e40c-4d86-a6fa-4532bf086cce,c2,c5,3384,?,p2,
1769736817.0625522,CREATED,b42df077-475a-47de-a324-78a2782e6ea6,e2b30180-61b6-4883-a80d-55a087b051d9,c2,c5,27,?,?,surb={'id': '6d6ab7a6-617b-402f-a13a-df7ccc7b9c44', 'route': ['p2', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769736817.575887,SENT,1b0d09f2-78ad-4c0f-befc-041ddcf6ac55,df80db17-e58d-4fe4-9ec5-321dd2ff54ff,c2,c5,3392,?,p2,
1769736817.5760179,CREATED,5ecc3585-21db-4e11-9c71-deccd58f15e5,e2b30180-61b6-4883-a80d-55a087b051d9,c2,c5,27,?,?,surb={'id': '6d6ab7a6-617b-402f-a13a-df7ccc7b9c44', 'route': ['p2', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769736817.6310978,RECEIVED,4ceeb2c3-9b5a-4876-88a1-c7c86125bd9f,c3413857-9954-40c9-9fe7-a961c33be861,c3,c2,26,p2,?,surb={'id': 'f92dd38d-402f-4cfa-bf47-0592910ff611', 'route': ['p2', 'e9', 'i11', 'x10', 'p3', 'c3']}
1769736817.6437423,SENT,a67b4c24-b700-445c-a619-f14c6a7d67d3,439b8fd3-0318-4862-a3d3-a0c05c9c7546,c2,c5,3377,?,p2,
1769736817.6441061,CREATED,529841cf-f444-4a55-82db-78136c34dde9,15b82cc6-421e-4846-8f71-fe9be345351b,c2,c5,25,?,?,surb={'id': 'd6a8ab0d-249a-4f97-a5f3-10ba2f000d38', 'route': ['p2', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769736817.7293634,SENT,25a47a4d-def6-4841-834f-8284ab35d591,ff4b934d-ba30-417f-8114-b0f2efaa9b9a,c2,c5,3383,?,p2,
1769736817.7294972,CREATED,3304800c-1566-40de-9d86-e571eb27b154,15b82cc6-421e-4846-8f71-fe9be345351b,c2,c5,25,?,?,surb={'id': 'd6a8ab0d-249a-4f97-a5f3-10ba2f000d38', 'route': ['p2', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769736817.9516938,RECEIVED,ac107005-cf23-4163-bdcb-66e20da63a71,c3413857-9954-40c9-9fe7-a961c33be861,c3,c2,26,p2,?,surb={'id': 'f92dd38d-402f-4cfa-bf47-0592910ff611', 'route': ['p2', 'e9', 'i11', 'x10', 'p3', 'c3']}
1769736818.0994914,SENT,0e1cb796-79bf-4d59-8ac5-88a17314399a,fac8d2c9-0311-45e0-8485-7798b4654a45,c2,c5,3384,?,p2,
1769736818.0996702,CREATED,dd8ebc29-a63c-4d26-b5be-10427022bfa1,999d123f-1038-477b-a70a-fc674d88654a,c2,c5,27,?,?,surb={'id': 'f047ae9b-011f-40b8-8c8e-750053f3c4a3', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769736818.1785207,SENT,10d5c6b2-ced3-4da6-86f7-fa30bacc0896,2ebbbc08-b4a1-4092-bb0d-0e7b87b8e914,c2,c5,3384,?,p2,
1769736818.1786551,CREATED,3f7ced98-6f35-4b21-be0a-3acf849c313c,999d123f-1038-477b-a70a-fc674d88654a,c2,c5,27,?,?,surb={'id': 'f047ae9b-011f-40b8-8c8e-750053f3c4a3', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769736818.3843095,RECEIVED,1f9bd273-3349-414b-9e66-f4e6cf4c94a9,5a1ce228-2d5b-4f8d-a613-d8c00385edbb,c3,c2,27,p2,?,surb={'id': '82c100ce-0daf-4d3d-bcdc-ac6b6443a2cb', 'route': ['p2', 'e4', 'i1', 'x4', 'p3', 'c3']}
1769736818.568655,SENT,30e9992b-3242-4fc6-9fe9-9ca1f32814bb,91a28334-938b-489a-b5c6-b37bd8bcbf1a,c2,c5,3405,?,p2,
1769736818.5687897,CREATED,02b0b75f-7c5f-482b-b645-a6ec39b13fad,d2022b82-7eb7-4cc5-8c58-e417f41b3f47,c2,c5,27,?,?,surb={'id': '422246cf-de8b-4990-a82f-2218a0aea377', 'route': ['p2', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769736818.5823355,SENT,323c0ce9-628b-41b1-b4e0-5e7760e22f34,d06ae224-3135-41e4-af9c-de8fba4068ed,c2,c5,3388,?,p2,
1769736818.5824592,CREATED,a887fd62-3a0e-4b21-ae5f-ff5eed4b6750,d2022b82-7eb7-4cc5-8c58-e417f41b3f47,c2,c5,27,?,?,surb={'id': '422246cf-de8b-4990-a82f-2218a0aea377', 'route': ['p2', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769736818.604666,RECEIVED,9186ebb1-a27f-44a1-aa2c-779263029242,d27558d1-4361-4a08-bf21-9f3aaf5da462,c3,c2,26,p2,?,surb={'id': 'ebc5bc1b-17db-4054-b37e-4d0a9409574b', 'route': ['p2', 'e9', 'i6', 'x12', 'p3', 'c3']}
1769736818.669275,RECEIVED,e0c51455-139d-498a-81c2-4086e63205ec,0bd36837-e54b-473f-9e14-dfc509a74a61,c3,c2,27,p2,?,surb={'id': '0a025ec3-6821-483b-b958-02bd41f2a548', 'route': ['p2', 'e2', 'i7', 'x9', 'p3', 'c3']}
1769736819.043694,SENT,23a23ccd-7441-4959-8eee-f45e902e0dab,d89b48cb-fb34-447d-8e4b-cb8c79a2c90f,c2,c5,3358,?,p2,
1769736819.0438266,CREATED,7b39996b-c7db-4a7d-b850-6043f782e552,5318290c-f9e9-47aa-bd96-b6cd238d3c89,c2,c5,27,?,?,surb={'id': '5df617bf-a6be-424d-b9aa-5bb9d86079cf', 'route': ['p2', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769736819.35521,RECEIVED,e87082b7-0985-40a9-831d-43caa5355a3e,d27558d1-4361-4a08-bf21-9f3aaf5da462,c3,c2,26,p2,?,surb={'id': 'ebc5bc1b-17db-4054-b37e-4d0a9409574b', 'route': ['p2', 'e9', 'i6', 'x12', 'p3', 'c3']}
1769736819.4408545,RECEIVED,4b327920-a626-4c8f-919f-aa4eb1654d72,1ee013f3-841f-40ab-8e1d-8ecac40ce05f,c3,c2,26,p2,?,surb={'id': '2595b24e-0f93-4ef8-af5a-4f8a1d59c992', 'route': ['p2', 'e12', 'i12', 'x3', 'p3', 'c3']}
1769736819.4885798,SENT,0dd55794-5b92-444e-9840-948249b3e67d,e06618a9-4632-4eb3-aa3c-9f409eca5af3,c2,c5,3388,?,p2,
1769736819.488789,CREATED,0d69b8f0-cbfa-41ef-8936-ef8d93be3f5f,5318290c-f9e9-47aa-bd96-b6cd238d3c89,c2,c5,27,?,?,surb={'id': '5df617bf-a6be-424d-b9aa-5bb9d86079cf', 'route': ['p2', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769736819.5298967,RECEIVED,64cbc40d-d620-4a37-84b8-a118d21ee740,0bd36837-e54b-473f-9e14-dfc509a74a61,c3,c2,27,p2,?,surb={'id': '0a025ec3-6821-483b-b958-02bd41f2a548', 'route': ['p2', 'e2', 'i7', 'x9', 'p3', 'c3']}
1769736819.8966622,RECEIVED,970a985c-5c3a-4bba-a0be-27fb4f5160e0,b8f9458b-67cb-4f32-914f-f0765974fbd4,c3,c2,26,p2,?,surb={'id': '2324d604-59ad-4eac-ae83-96458cb6762b', 'route': ['p2', 'e6', 'i4', 'x9', 'p3', 'c3']}
1769736820.0036812,SENT,97728ed7-e607-4dc8-9aa8-10bf151ff02e,3b88daa4-fcca-4021-9b82-acf42cc08fe9,c2,c5,3387,?,p2,
1769736820.003808,CREATED,a2cc5d94-8024-4182-b02c-2909219ca613,6ab8295c-cecc-4b6a-9d00-56e1f85604a8,c2,c5,27,?,?,surb={'id': 'c12d4992-67d1-479d-a052-ac9d99fbb506', 'route': ['p2', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769736820.0787182,SENT,048287c3-c537-46ef-9298-a002c2f6915f,c2af5d44-411a-45e7-9b5d-19c00ba3d006,c2,c5,3395,?,p2,
1769736820.0793905,CREATED,d81f35dc-69c3-4860-bbfd-9370ee44cba5,6ab8295c-cecc-4b6a-9d00-56e1f85604a8,c2,c5,27,?,?,surb={'id': 'c12d4992-67d1-479d-a052-ac9d99fbb506', 'route': ['p2', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769736820.0857298,SENT,5eaba890-25ec-4684-91ab-f6ca6e1d4396,a099b860-bc07-4e21-8b87-6dd985b71dca,c2,c5,3384,?,p2,
1769736820.0858593,CREATED,67163e0a-0e54-4323-b37f-2bedc9a36991,0cf1a8d6-1b9c-43c4-99b2-60c7ee0836ae,c2,c5,27,?,?,surb={'id': '7fa6ac3b-7152-4234-862e-79e9befc7ff6', 'route': ['p2', 'e1', 'i12', 'x10', 'p2', 'c2']}
1769736820.1739175,SENT,6d82706d-28d9-4bee-9c9b-31fde3fc1246,088221e0-41ea-4f2d-9589-8218a8aa4cec,c2,c5,3406,?,p2,
1769736820.1740856,CREATED,95346466-4eae-49eb-8f22-0fd6264f823b,0cf1a8d6-1b9c-43c4-99b2-60c7ee0836ae,c2,c5,27,?,?,surb={'id': '7fa6ac3b-7152-4234-862e-79e9befc7ff6', 'route': ['p2', 'e1', 'i12', 'x10', 'p2', 'c2']}
1769736820.2063944,RECEIVED,3ed6ea8f-e8db-42e8-897c-ff1dca5298f4,4523151b-ef4b-42a0-b537-9c9ea3773c23,c3,c2,27,p2,?,surb={'id': '31ea8abb-0fc1-4f26-a353-ea46090eedb5', 'route': ['p2', 'e11', 'i11', 'x9', 'p3', 'c3']}
1769736820.294235,SENT,5cf1acfd-0706-4243-80ec-99fcb80e3abf,d8ef5059-5a38-4af9-a005-ed27ebc63a66,c2,c5,3399,?,p2,
1769736820.294372,CREATED,d84fd483-f1d9-4f2b-a8c5-b7012c79887a,545cd5c3-a06f-4f1b-b134-cd6cce67a814,c2,c5,27,?,?,surb={'id': '91f17c4d-a886-4dfb-9eed-cb2138d1ba59', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769736820.5268843,RECEIVED,da363c4d-999c-4d07-8130-d2a0f02c4613,4523151b-ef4b-42a0-b537-9c9ea3773c23,c3,c2,27,p2,?,surb={'id': '31ea8abb-0fc1-4f26-a353-ea46090eedb5', 'route': ['p2', 'e11', 'i11', 'x9', 'p3', 'c3']}
1769736820.539634,RECEIVED,863e7f08-7d2c-44ac-81ec-d0ae882b9932,8813f903-8e66-4151-932c-730ca89844b7,c3,c2,26,p2,?,surb={'id': 'c87ed284-9a6d-46d8-83cf-c0530867515d', 'route': ['p2', 'e9', 'i8', 'x10', 'p3', 'c3']}
1769736820.7848015,RECEIVED,f7c22ceb-05a2-4873-adc7-43f4554e41ce,1ee013f3-841f-40ab-8e1d-8ecac40ce05f,c3,c2,26,p2,?,surb={'id': '2595b24e-0f93-4ef8-af5a-4f8a1d59c992', 'route': ['p2', 'e12', 'i12', 'x3', 'p3', 'c3']}
1769736820.884866,RECEIVED,19d12cbf-432f-4bd7-b6ec-e27371fb81ee,8813f903-8e66-4151-932c-730ca89844b7,c3,c2,26,p2,?,surb={'id': 'c87ed284-9a6d-46d8-83cf-c0530867515d', 'route': ['p2', 'e9', 'i8', 'x10', 'p3', 'c3']}
1769736821.0687287,SENT,6c19756e-d816-4560-bef2-092f48fb0eab,f3faa983-60a5-4996-a942-b733f325e87c,c2,c5,3400,?,p2,
1769736821.06886,CREATED,3effe2df-3a9a-4be8-b0f6-fccf75be6043,545cd5c3-a06f-4f1b-b134-cd6cce67a814,c2,c5,27,?,?,surb={'id': '91f17c4d-a886-4dfb-9eed-cb2138d1ba59', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769736821.2800798,RECEIVED,d71c6b46-5390-40f9-9f33-d588fca99c2c,019722b5-53f3-4155-82b7-e19abdf74c74,c3,c2,26,p2,?,surb={'id': 'a405ec8e-1347-4793-a8f1-0bc69b2039ef', 'route': ['p2', 'e4', 'i12', 'x7', 'p3', 'c3']}
1769736821.3506253,SENT,d712e26e-fd5d-46f9-a7fc-5ee028a92cc6,1fa98a76-6bf1-40f4-b5c5-b90d7c474f34,c2,c5,3357,?,p2,
1769736821.350777,CREATED,60a60c24-af4d-4b7e-9f02-7c497724d9d3,ab5af24a-f099-40a5-9e27-522a960a685c,c2,c5,26,?,?,surb={'id': '454d346b-cfa8-40f4-857b-0b0ad42bad5a', 'route': ['p2', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769736821.40611,SENT,582c5add-7785-4569-a3f9-97ed0e4d18a3,844fd44f-9d3a-4020-b8f4-f93513d81162,c2,c5,3365,?,p2,
1769736821.4062514,CREATED,29a6dbb4-4ad3-4337-b958-3bf83e4f496c,ab5af24a-f099-40a5-9e27-522a960a685c,c2,c5,26,?,?,surb={'id': '454d346b-cfa8-40f4-857b-0b0ad42bad5a', 'route': ['p2', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769736821.6176784,SENT,62880434-937b-4791-8072-49c00b301309,9ffe681a-af4a-4a6b-98ba-4878aef1e37a,c2,c5,3380,?,p2,
1769736821.6178217,CREATED,a8ecf7d6-b545-4afe-9a29-67079badc518,fef90002-9ef1-4ac8-9453-87b179400318,c2,c5,27,?,?,surb={'id': 'a538b700-eead-4ed4-a4f1-444a81e28092', 'route': ['p2', 'e3', 'i1', 'x9', 'p2', 'c2']}
1769736821.8621676,SENT,ae557610-4201-4190-b213-a4b2265ce693,9f56479b-e923-4649-86a9-2c29823581a5,c2,c5,3367,?,p2,
1769736821.8623197,CREATED,3c60706f-03d7-427c-a999-539af41e3385,fef90002-9ef1-4ac8-9453-87b179400318,c2,c5,27,?,?,surb={'id': 'a538b700-eead-4ed4-a4f1-444a81e28092', 'route': ['p2', 'e3', 'i1', 'x9', 'p2', 'c2']}
1769736821.873487,SENT,6a2e2dbd-17a6-4528-8bc6-b4ba4241213f,f99f1e34-2fae-4806-9b94-0ae79d131b1c,c2,c5,3387,?,p2,
1769736821.8736336,CREATED,4da38238-12f6-48c4-ba47-13ef962bb306,68903f9d-a7e3-445b-98bb-6cd37107928e,c2,c5,27,?,?,surb={'id': '67f32645-7b7a-4f6e-b4d2-fd28fdde51df', 'route': ['p2', 'e6', 'i4', 'x3', 'p2', 'c2']}
1769736822.6879122,RECEIVED,051396fc-2ee2-45db-b6a6-a6b4aad2d68d,57a8f4ca-069c-4fe3-a9cd-114ec56c1da0,c3,c2,27,p2,?,surb={'id': 'e671b3c9-83b0-4699-89cc-c72af087f153', 'route': ['p2', 'e5', 'i3', 'x5', 'p3', 'c3']}
1769736822.708534,SENT,b416be3f-b5dd-4951-a194-4fec623af4b1,1002c7f0-086c-42b2-abb4-7d0dbde1f0f4,c2,c5,3360,?,p2,
1769736822.7086673,CREATED,c6e98e8e-7b25-43e6-ad2b-0ce5811773c4,68903f9d-a7e3-445b-98bb-6cd37107928e,c2,c5,27,?,?,surb={'id': '67f32645-7b7a-4f6e-b4d2-fd28fdde51df', 'route': ['p2', 'e6', 'i4', 'x3', 'p2', 'c2']}
1769736822.9996352,RECEIVED,373e6679-cda9-4db5-a2c3-defaaf192f03,019722b5-53f3-4155-82b7-e19abdf74c74,c3,c2,26,p2,?,surb={'id': 'a405ec8e-1347-4793-a8f1-0bc69b2039ef', 'route': ['p2', 'e4', 'i12', 'x7', 'p3', 'c3']}
1769736823.1018212,RECEIVED,9969344f-a4c6-4f4d-aaed-1c95afa8d513,2aa5deb9-7d68-4796-b008-9ed15113ed71,c3,c2,26,p2,?,surb={'id': '56e3e116-71d6-4943-97af-3cf8cb2a609b', 'route': ['p2', 'e1', 'i9', 'x2', 'p3', 'c3']}
1769736823.1845083,RECEIVED,2ada35e8-4599-4e63-a613-d689cd5e116d,bd30b661-1f7e-40dc-8e21-b59aaf332e73,c3,c2,26,p2,?,surb={'id': '495a87e4-fe19-4c39-bf48-844eaefeb2ab', 'route': ['p2', 'e8', 'i4', 'x6', 'p3', 'c3']}
1769736823.2935064,SENT,6092d709-53fc-4f64-b8e0-10bd27dbbb98,91ea3b5b-5ced-4037-bc9a-47bc94cfddd8,c2,c5,3396,?,p2,
1769736823.2936387,CREATED,2127f23e-1cd0-46e3-83a4-2eec182b2fc8,d99d6125-cb28-4106-9896-a5d3a7f44a7a,c2,c5,27,?,?,surb={'id': '936f5234-19f1-4f36-ba54-fb653cb69a93', 'route': ['p2', 'e1', 'i12', 'x11', 'p2', 'c2']}
1769736823.3102365,RECEIVED,72cd2e00-e0a9-494d-81e7-bb6a78ecb4d5,bd30b661-1f7e-40dc-8e21-b59aaf332e73,c3,c2,26,p2,?,surb={'id': '495a87e4-fe19-4c39-bf48-844eaefeb2ab', 'route': ['p2', 'e8', 'i4', 'x6', 'p3', 'c3']}
1769736823.340444,RECEIVED,cc09005b-24e9-4f91-b9d2-e610c54f8149,b8f9458b-67cb-4f32-914f-f0765974fbd4,c3,c2,26,p2,?,surb={'id': '2324d604-59ad-4eac-ae83-96458cb6762b', 'route': ['p2', 'e6', 'i4', 'x9', 'p3', 'c3']}
1769736823.454303,RECEIVED,222ba5b5-d14f-4923-ae1b-b39f44719885,99bd64bd-6035-45c4-a0b8-30aeb30d4b57,c3,c2,27,p2,?,surb={'id': '24bf2b4b-f1a9-41a0-bf4c-6bea8b3bdb7d', 'route': ['p2', 'e1', 'i7', 'x5', 'p3', 'c3']}
1769736823.6118522,SENT,c9a192f0-2550-4fce-b229-ca3e0255b5c2,1563fca0-0773-459b-8f14-72dcdbd99299,c2,c5,3390,?,p2,
1769736823.6119869,CREATED,d298c2a9-53c9-43df-97c1-aa8b2b9ead10,d99d6125-cb28-4106-9896-a5d3a7f44a7a,c2,c5,27,?,?,surb={'id': '936f5234-19f1-4f36-ba54-fb653cb69a93', 'route': ['p2', 'e1', 'i12', 'x11', 'p2', 'c2']}
1769736823.6693847,RECEIVED,09b477f5-f9fa-4085-b7ff-b64a454c5810,99bd64bd-6035-45c4-a0b8-30aeb30d4b57,c3,c2,27,p2,?,surb={'id': '24bf2b4b-f1a9-41a0-bf4c-6bea8b3bdb7d', 'route': ['p2', 'e1', 'i7', 'x5', 'p3', 'c3']}
1769736823.7370663,SENT,2fba85a9-f4fb-4b5c-b713-9c9a7319a1ed,033cd3ba-8cd6-449a-a5d2-40c151db0973,c2,c5,3385,?,p2,
1769736823.7372026,CREATED,153ebedd-3ba1-4d02-a14a-b5c8ed445290,145aa81c-3896-4942-b774-048fe004f4de,c2,c5,27,?,?,surb={'id': '000f3582-4cee-46e7-abf7-8b6efd07c026', 'route': ['p2', 'e3', 'i4', 'x2', 'p2', 'c2']}
1769736823.7858434,SENT,eb00ca16-e739-4c72-8e8a-48f56cabd3f4,473185ea-eed1-4743-bb24-70f82840770d,c2,c5,3371,?,p2,
1769736823.7859964,CREATED,cd9899d6-72a7-47c2-a669-6ebebceb7dd7,145aa81c-3896-4942-b774-048fe004f4de,c2,c5,27,?,?,surb={'id': '000f3582-4cee-46e7-abf7-8b6efd07c026', 'route': ['p2', 'e3', 'i4', 'x2', 'p2', 'c2']}
1769736824.0405173,RECEIVED,2b613efe-b862-484e-afd1-6e3944d896e3,57a8f4ca-069c-4fe3-a9cd-114ec56c1da0,c3,c2,27,p2,?,surb={'id': 'e671b3c9-83b0-4699-89cc-c72af087f153', 'route': ['p2', 'e5', 'i3', 'x5', 'p3', 'c3']}
1769736824.068724,SENT,b8759d1a-a208-4730-aac9-d73401295f58,f23beb61-a4c4-4e64-95e9-6edb2977171e,c2,c5,3376,?,p2,
1769736824.0688574,CREATED,008424b6-de2e-4cd9-a889-ba36503e3b54,9e91d06d-01a3-48c4-9632-c67c6bdc06d5,c2,c5,27,?,?,surb={'id': '1c209b7b-76e1-47dd-84e6-1b5b8fce5d80', 'route': ['p2', 'e2', 'i4', 'x10', 'p2', 'c2']}
1769736824.1992958,SENT,aa0ec7c6-76f6-4d6d-82e1-2cf9597ed360,7a56c1b3-7a68-4573-8c49-b6badff6cb9e,c2,c5,3359,?,p2,
1769736824.19943,CREATED,842b0036-7bb5-45db-a015-de98873163c3,9e91d06d-01a3-48c4-9632-c67c6bdc06d5,c2,c5,27,?,?,surb={'id': '1c209b7b-76e1-47dd-84e6-1b5b8fce5d80', 'route': ['p2', 'e2', 'i4', 'x10', 'p2', 'c2']}
1769736824.356479,SENT,e1a32d8a-5ba8-440b-aeee-ebe013dd2442,6998ff16-6f2c-4494-a674-a1d0e416746a,c2,c5,3396,?,p2,
1769736824.3566136,CREATED,56558c9d-2077-4958-beb4-8ebcc724182b,a36a752c-2fed-4046-b8be-7d879c4b28fb,c2,c5,27,?,?,surb={'id': 'd80d5804-94e7-4f54-ae8d-a463a48330ab', 'route': ['p2', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769736824.4228427,RECEIVED,1cd48200-d7ea-4172-a203-0ecff238c952,7470c660-a1d9-4c33-a0d3-fb51fc4e6ca3,c3,c2,26,p2,?,surb={'id': '90df818e-db3a-4868-9d59-76ddfee17351', 'route': ['p2', 'e10', 'i1', 'x8', 'p3', 'c3']}
1769736824.4804552,RECEIVED,9d3fbcf8-cbe3-476f-9631-c066773e5579,a169f75b-b9df-4ed2-ad37-1facc1687f3e,c3,c2,27,p2,?,surb={'id': '521a489b-6fa3-45d9-9c9d-b7799c0790bf', 'route': ['p2', 'e10', 'i6', 'x10', 'p3', 'c3']}
1769736824.4830341,SENT,618fa524-2e31-4bcb-8119-8b1d76d871d6,f6df12ce-49a6-4ddb-a047-bf43b7d4f87f,c2,c5,3392,?,p2,
1769736824.483202,CREATED,b11d3da2-83f4-4ba0-8105-c45a247abbde,a36a752c-2fed-4046-b8be-7d879c4b28fb,c2,c5,27,?,?,surb={'id': 'd80d5804-94e7-4f54-ae8d-a463a48330ab', 'route': ['p2', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769736824.9496996,SENT,f98de80c-a9a3-47da-bc6f-37c09b63b4aa,ba466707-636b-46df-8766-b6c3bb8dc386,c2,c5,3379,?,p2,
1769736824.9497714,CREATED,3870ed2e-2c12-4a06-955a-f0243b33570e,170a1ddb-fe6e-45c3-a69c-6c63ce46042f,c2,c5,27,?,?,surb={'id': 'd626719a-785f-453b-9a69-f0a0f7155c6c', 'route': ['p2', 'e3', 'i7', 'x10', 'p2', 'c2']}
1769736824.975953,SENT,29122711-2ed8-4e29-a089-e6913962e8ec,ea407b8e-20b7-4ac7-89c9-46f9303aff39,c2,c5,3384,?,p2,
1769736824.976026,CREATED,a14e75c3-2384-4671-832a-a503220a55e3,170a1ddb-fe6e-45c3-a69c-6c63ce46042f,c2,c5,27,?,?,surb={'id': 'd626719a-785f-453b-9a69-f0a0f7155c6c', 'route': ['p2', 'e3', 'i7', 'x10', 'p2', 'c2']}
1769736825.0262096,SENT,c8304ee4-96e8-4cad-9483-fbad7f21fa1c,a3838c97-86c2-4c79-a126-2a994e395dea,c2,c5,3392,?,p2,
