timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769736814.6131616,SENT,d90edd85-f667-4731-b728-09160f4a2a25,cc47b049-2575-400d-93c5-6998fe2c449a,c4,DROP,2016,?,p1,
1769736814.6132898,CREATED,1c305b68-ce6c-4f31-b0f0-f9eff0242688,89313da0-a1ec-49ab-8f24-0f03f63553bf,c4,DROP,27,?,?,
1769736815.5697381,SENT,d40620e6-5d5d-4c48-90eb-437f6bba5d58,b45088c3-f548-475c-abb5-3d2975d9bacf,c4,c3,3405,?,p1,
1769736815.5698762,CREATED,d174fdcb-aa05-4185-b65c-4ae2ca34c4f3,c25f3d05-16d7-4404-8324-5e98faba8407,c4,c3,27,?,?,surb={'id': 'bc917477-de91-4a74-82d3-4162b9e07429', 'route': ['p3', 'e4', 'i9', 'x10', 'p1', 'c4']}
1769736815.6726005,SENT,b98d5c56-6ba4-415d-a02a-1d70f4f0587b,083dc058-fbef-413d-937e-86ee08e86a4c,c4,c3,3363,?,p1,
1769736815.6727355,CREATED,fa8b7342-aabb-4e1c-9439-d0739e148a2f,c25f3d05-16d7-4404-8324-5e98faba8407,c4,c3,27,?,?,surb={'id': 'bc917477-de91-4a74-82d3-4162b9e07429', 'route': ['p3', 'e4', 'i9', 'x10', 'p1', 'c4']}
1769736815.8398993,SENT,8a6562da-ff9b-458a-bb5b-2c2fe12073d7,9e084b1d-cfc9-4538-b9a4-9b6a1cae5e02,c4,c3,3363,?,p1,
1769736815.8400295,CREATED,05990194-a541-4518-b733-43ffe2446db4,4d7d6133-5a2f-4302-a8fe-61a1bdf49b01,c4,c3,26,?,?,surb={'id': 'ecc6c3a6-872e-42ae-ade2-64fcb54b41ab', 'route': ['p3', 'e12', 'i10', 'x7', 'p1', 'c4']}
1769736816.1627405,SENT,76ae9563-2708-4467-a9bf-dc6e20185d87,39a47154-a2e3-42fb-8252-260c6ab7fb0d,c4,c3,3392,?,p1,
1769736816.1628757,CREATED,ec6a7e89-dbec-4127-a6b3-6de60021082a,4d7d6133-5a2f-4302-a8fe-61a1bdf49b01,c4,c3,26,?,?,surb={'id': 'ecc6c3a6-872e-42ae-ade2-64fcb54b41ab', 'route': ['p3', 'e12', 'i10', 'x7', 'p1', 'c4']}
1769736816.4004607,SENT,f986b175-10ec-4a81-ab75-ca7bcd5ad2fe,cdd4749a-1e89-4e72-8a12-b9d589635978,c4,c3,3372,?,p1,
1769736816.4006004,CREATED,ff903559-248d-45f4-b8df-571756efcfab,5904f651-ac31-4f9d-a329-6d594a80ec58,c4,c3,27,?,?,surb={'id': '5a8d91f5-61f6-412f-a4c2-e41843140a8a', 'route': ['p3', 'e6', 'i3', 'x10', 'p1', 'c4']}
1769736816.4278576,RECEIVED,b38ea1a4-ba0a-44ae-a6e2-0fb8a3bfb8b5,f27d711c-3655-4ce5-8eff-a51a8fc9f374,c5,c4,27,p1,?,surb={'id': '5b13ac53-3219-442d-9358-f8f97aaeec81', 'route': ['p1', 'e11', 'i4', 'x2', 'p2', 'c5']}
1769736816.7464623,SENT,29e5cce2-8c93-4d6f-aa38-05dcded473a1,563998f6-d85d-4827-a1b3-a03a8a8d7b89,c4,c3,3364,?,p1,
1769736816.7466154,CREATED,cd657f37-d182-4267-b1ee-40743b8310a6,5904f651-ac31-4f9d-a329-6d594a80ec58,c4,c3,27,?,?,surb={'id': '5a8d91f5-61f6-412f-a4c2-e41843140a8a', 'route': ['p3', 'e6', 'i3', 'x10', 'p1', 'c4']}
1769736816.8441923,SENT,9758cb2d-34ff-490b-8dc8-800ffdea542b,7b213079-b80f-479a-87e5-fb4b2dcdfb4a,c4,c3,3389,?,p1,
1769736816.8443277,CREATED,ba33927a-4804-4b9c-bd11-b0c52fe56552,c5055cc7-cc07-4dfc-a109-c78cfc99648a,c4,c3,27,?,?,surb={'id': 'e436bbad-fc9a-4776-82a8-eb668b4a3e03', 'route': ['p3', 'e9', 'i8', 'x12', 'p1', 'c4']}
1769736817.14066,RECEIVED,d315f306-3bbf-442b-bbda-218cbed43939,f27d711c-3655-4ce5-8eff-a51a8fc9f374,c5,c4,27,p1,?,surb={'id': '5b13ac53-3219-442d-9358-f8f97aaeec81', 'route': ['p1', 'e11', 'i4', 'x2', 'p2', 'c5']}
1769736817.3778148,SENT,b7a65e18-4fee-4b5e-8721-3102e7aec68d,b90d0146-a801-4b6d-88e6-2c3177a0571a,c4,c3,3376,?,p1,
1769736817.3779466,CREATED,a1717014-4cfe-42cf-925f-e4c68aa6518b,c5055cc7-cc07-4dfc-a109-c78cfc99648a,c4,c3,27,?,?,surb={'id': 'e436bbad-fc9a-4776-82a8-eb668b4a3e03', 'route': ['p3', 'e9', 'i8', 'x12', 'p1', 'c4']}
1769736817.438498,SENT,f38715a1-db99-4a9d-813b-644247e2eb46,50ca9f85-4c3c-4809-bc77-8d4fce7ea2dd,c4,c3,3388,?,p1,
1769736817.4386494,CREATED,934ea357-150e-4781-b188-c1a5cd3a09aa,ba2e04ab-5571-4b21-aa61-bfa697208b0b,c4,c3,27,?,?,surb={'id': '8a748ac5-cbdd-4aed-a352-a69e139c5751', 'route': ['p3', 'e10', 'i4', 'x12', 'p1', 'c4']}
1769736817.5997615,SENT,c6a8f97b-328a-4bfd-a09b-d094995603a4,89d11bfc-c80f-41c7-928d-a0c4242bee26,c4,c3,3399,?,p1,
1769736817.5998952,CREATED,21d2a2f7-e3d3-4f20-b5c0-8edc080ddfb2,ba2e04ab-5571-4b21-aa61-bfa697208b0b,c4,c3,27,?,?,surb={'id': '8a748ac5-cbdd-4aed-a352-a69e139c5751', 'route': ['p3', 'e10', 'i4', 'x12', 'p1', 'c4']}
1769736817.7021916,RECEIVED,a0960686-b1cc-4c22-8c43-9d980161dafb,b2250230-ce01-41ac-9b2f-b32b4482c778,c5,c4,27,p1,?,surb={'id': '03a48ae2-b182-4904-917c-eb032e233937', 'route': ['p1', 'e9', 'i11', 'x8', 'p2', 'c5']}
1769736818.0477772,RECEIVED,a57ba4f1-422d-4610-ae4c-9650c8eccff7,592e84b9-b72b-4e24-9859-1e4e890642ca,c5,c4,27,p1,?,surb={'id': '54d7ddd7-8765-46a0-87b0-a7c21cd8ce4e', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c5']}
1769736818.34617,SENT,99580beb-2f4c-464e-ab94-159b25f2a8f5,33b194e9-d60d-4ba9-873c-2d9f317ea975,c4,c3,3393,?,p1,
1769736818.3463058,CREATED,099fef71-b399-4fb8-a8df-4f94900e51f2,db44e0e6-cda1-429a-b5e3-78f0a1d520f3,c4,c3,27,?,?,surb={'id': '5b28ba53-f530-4fc0-8223-e2d3d950a319', 'route': ['p3', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769736818.3530228,RECEIVED,7e9edb39-642a-4cbe-ae98-d5c6eb77f3df,0a701bff-bed7-41d9-aa88-23a1e0026c44,c5,c4,27,p1,?,surb={'id': '3af09ebd-6b12-42dc-8bbc-7480582e4c96', 'route': ['p1', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769736818.4693542,RECEIVED,9a90bf6a-0867-473f-b7e8-8041b20e9910,538e1e93-c2fe-44d9-a49f-995f1f3b03d0,c5,c4,27,p1,?,surb={'id': 'f97478c9-b43b-43f5-ae55-e76a3d45fe3f', 'route': ['p1', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769736818.6166842,SENT,665261a1-24ba-4b8e-90e1-c0edf8b38b7a,1397ccad-ef64-4995-851a-56d19282c2f2,c4,c3,3396,?,p1,
1769736818.6168168,CREATED,cfe69512-09ee-4c8f-be04-5b6fad734319,db44e0e6-cda1-429a-b5e3-78f0a1d520f3,c4,c3,27,?,?,surb={'id': '5b28ba53-f530-4fc0-8223-e2d3d950a319', 'route': ['p3', 'e10', 'i9', 'x2', 'p1', 'c4']}
