timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769736822.4706295,SENT,10412b70-49b0-4048-8460-b0e5e552507a,acbcfa89-2a1f-4820-82bc-7dcc672ef391,c3,c2,3385,?,p3,
1769736822.4707687,CREATED,aa8888c2-abf5-42b6-b6ec-bbae815df766,a169f75b-b9df-4ed2-ad37-1facc1687f3e,c3,c2,27,?,?,surb={'id': '521a489b-6fa3-45d9-9c9d-b7799c0790bf', 'route': ['p2', 'e10', 'i6', 'x10', 'p3', 'c3']}
1769736822.5366654,RECEIVED,f338d7fa-6be5-4318-9df0-864bd0d0a76a,f3041d00-3c0e-445b-9d18-b58b3eb902d1,c1,c3,26,p3,?,surb={'id': '3be6d0f6-d2fe-4b97-a2fc-274041ae89f5', 'route': ['p3', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769736822.5711772,RECEIVED,420f586f-fccb-4b3d-b237-53a4e2e7aa11,4bbfbba6-0dc3-4c98-814e-9e13ddeceab6,c4,c3,26,p3,?,surb={'id': '94e9c8da-c771-4b79-8a33-4c318226bb74', 'route': ['p3', 'e1', 'i6', 'x12', 'p1', 'c4']}
1769736822.6423242,RECEIVED,f661b1ff-de24-4efb-b000-006bcd7d2883,f3041d00-3c0e-445b-9d18-b58b3eb902d1,c1,c3,26,p3,?,surb={'id': '3be6d0f6-d2fe-4b97-a2fc-274041ae89f5', 'route': ['p3', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769736822.671942,RECEIVED,4e79239e-205c-453c-8670-840ed08a0e78,78dbe4db-2481-4f39-9c3e-00762cc89191,c1,c3,27,p3,?,surb={'id': 'bc3a1a8e-0032-4109-8a2f-e84fdd3435d1', 'route': ['p3', 'e12', 'i11', 'x4', 'p1', 'c1']}
1769736822.7867205,RECEIVED,fc779455-a9c3-4e27-8dc9-050bba80dff1,167f9bde-b4a7-4973-b39c-28d3f85eb155,c4,c3,27,p3,?,surb={'id': '6eca1940-cec9-4808-9360-cf97f8b43e42', 'route': ['p3', 'e6', 'i12', 'x1', 'p1', 'c4']}
1769736822.8129382,SENT,03a321ff-a902-4c78-bf07-124a290a4b21,38561179-49c5-49d3-8f44-d9351a422370,c3,c2,3379,?,p3,
1769736822.8130977,CREATED,02694ef6-8059-42d3-8064-a9389cd80b94,7470c660-a1d9-4c33-a0d3-fb51fc4e6ca3,c3,c2,26,?,?,surb={'id': '90df818e-db3a-4868-9d59-76ddfee17351', 'route': ['p2', 'e10', 'i1', 'x8', 'p3', 'c3']}
1769736823.004741,SENT,b522f65c-a82a-4b89-9e98-78f7de0953e3,0b5d5bed-20c2-4ed1-83ba-737311c1968e,c3,c2,3376,?,p3,
1769736823.004885,CREATED,1cd48200-d7ea-4172-a203-0ecff238c952,7470c660-a1d9-4c33-a0d3-fb51fc4e6ca3,c3,c2,26,?,?,surb={'id': '90df818e-db3a-4868-9d59-76ddfee17351', 'route': ['p2', 'e10', 'i1', 'x8', 'p3', 'c3']}
1769736823.08958,RECEIVED,117535f0-92cd-45d1-8287-95613ecd0d78,4bbfbba6-0dc3-4c98-814e-9e13ddeceab6,c4,c3,26,p3,?,surb={'id': '94e9c8da-c771-4b79-8a33-4c318226bb74', 'route': ['p3', 'e1', 'i6', 'x12', 'p1', 'c4']}
1769736823.0968537,RECEIVED,abd289ce-f143-4fd7-a460-87515e0a7081,6205ffaf-f04b-4e46-b9aa-bc1713dede30,c4,c3,27,p3,?,surb={'id': 'c451babf-81c0-477a-ae1b-65663e20e0e1', 'route': ['p3', 'e9', 'i5', 'x1', 'p1', 'c4']}
