timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769088796.111909,RECEIVED,29969b31-8e1b-4cec-a099-39c1b44ea621,53ec4556-f29e-460f-b7f4-ba67a8f6f44b,c4,c1,2031,p1,?,
1769088796.4652112,RECEIVED,d6c973c9-88c3-4a7c-b51e-dcb740016ea5,f3d1f221-2358-4f74-ab02-b07abbc3f5e9,c4,DROP,1439,p1,?,
1769088796.5343125,RECEIVED,857ee514-bab5-47ab-8e31-b45d327a9e67,7eb1b43e-16e5-421a-9c7d-a68d994c8b92,c4,c1,2032,p1,?,
1769088796.6697538,SENT,857ee514-bab5-47ab-8e31-b45d327a9e67,7eb1b43e-16e5-421a-9c7d-a68d994c8b92,c4,c1,1451,?,i4,
1769088796.6698873,FORWARDED,857ee514-bab5-47ab-8e31-b45d327a9e67,7eb1b43e-16e5-421a-9c7d-a68d994c8b92,c4,c1,1451,?,i4,
1769088796.745474,RECEIVED,4fd312aa-ebd9-4edc-a1a5-48470df73d23,e30165bf-b327-421d-ac4d-3014a2c5c1e4,c2,c3,2031,p2,?,
1769088796.751429,RECEIVED,21231b24-daa8-4fdd-9726-676ff1e19765,b315bf22-9d03-4dfb-bf20-703e8435df42,c1,c3,2036,p1,?,
1769088796.880655,SENT,29969b31-8e1b-4cec-a099-39c1b44ea621,53ec4556-f29e-460f-b7f4-ba67a8f6f44b,c4,c1,1451,?,i6,
1769088796.8807783,FORWARDED,29969b31-8e1b-4cec-a099-39c1b44ea621,53ec4556-f29e-460f-b7f4-ba67a8f6f44b,c4,c1,1451,?,i6,
1769088796.9723039,RECEIVED,5352713e-6430-491a-9976-88bd14d9b04c,70102959-8833-44f6-9a1b-9d27dc38607a,c2,DROP,1441,p2,?,
1769088796.9752965,RECEIVED,cf42b63d-f4d7-4a24-855c-d2e2a4e82147,942b5591-4447-4f55-8752-eeaa5b3b4066,c3,DROP,1440,p3,?,
1769088796.9785728,SENT,d6c973c9-88c3-4a7c-b51e-dcb740016ea5,f3d1f221-2358-4f74-ab02-b07abbc3f5e9,c4,DROP,1008,?,i4,
