timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745546.5082045,RECEIVED,5dbab3d4-77b5-4fa9-93a7-d9ad90b6f054,9cbeb131-4f6c-4f8b-b640-16be6a37b2eb,c2,c3,27,p3,?,surb={'id': 'b4f67c4d-1089-4201-b877-71604960d74d', 'route': ['p3', 'e8', 'i12', 'x6', 'p2', 'c2']}
1769745546.53115,SENT,b9af16d1-5edd-4c8c-9fb0-0369a8c8e435,660d7fc8-4526-4758-bfb6-2e283ce0e73c,c3,c2,3376,?,p3,
1769745546.5312145,CREATED,31af4864-e575-4b0e-85cb-be543da42e70,3218243d-00a2-49d7-844d-d3516c5ef882,c3,c2,27,?,?,surb={'id': '4e1a126d-18b4-46d9-8892-c5463cee79b1', 'route': ['p2', 'e3', 'i3', 'x8', 'p3', 'c3']}
1769745546.6541271,RECEIVED,413f6f28-5601-4dd7-b4c3-aac5a389290d,fa275627-36cf-4b1d-a020-f5ad028cc56d,c1,c3,26,p3,?,surb={'id': '8ab2684d-15bc-4dcb-844c-53d0a04d951e', 'route': ['p3', 'e6', 'i8', 'x3', 'p1', 'c1']}
1769745546.8002918,RECEIVED,57c4e7a6-993e-4b0e-8056-3c073698f20c,5f3bad30-5859-4f41-8d35-ae6574fcf6f2,c2,c3,27,p3,?,surb={'id': '950ef5db-4e0c-4f0e-96e5-bed24e5900ee', 'route': ['p3', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769745546.84895,RECEIVED,456edffc-7af8-4e20-a73c-8da99e6eee29,ec8773c9-06ba-4e9a-a778-6738ebd35c89,c1,c3,27,p3,?,surb={'id': 'a2d5797a-2005-4474-bd5a-a3ee003ad1a9', 'route': ['p3', 'e1', 'i5', 'x1', 'p1', 'c1']}
1769745546.868086,RECEIVED,aaf15d04-d101-4161-aa91-be693f3930af,1ba08cc0-7a4c-4755-a051-6abdba00fc23,c2,c3,27,p3,?,surb={'id': '5e9b94ba-7a47-4d7a-8781-c15ff9c3192c', 'route': ['p3', 'e4', 'i3', 'x12', 'p2', 'c2']}
1769745547.1021981,RECEIVED,2c863a06-2ebd-428f-b56d-928b11b8347b,4f9633c5-ae89-4f95-b60c-fc9234707a53,c2,c3,27,p3,?,surb={'id': '25405623-45a0-428b-b65d-983bc9161c73', 'route': ['p3', 'e11', 'i12', 'x6', 'p2', 'c2']}
1769745547.1194875,RECEIVED,c514221a-8518-4d78-a676-ee45a7ef4504,7987d0a0-33d0-4b8a-8950-2adcbf3dd547,c2,c3,27,p3,?,surb={'id': 'e9d16658-7c81-4afc-8a66-1654fa8ac2db', 'route': ['p3', 'e12', 'i7', 'x1', 'p2', 'c2']}
1769745547.2011852,SENT,b6c498ce-a13f-4a19-9f98-034e1d9e0d96,02205288-3cb8-462c-8d9c-533d388b7c10,c3,c2,3393,?,p3,
1769745547.2013242,CREATED,15c5d7fb-750d-4694-ada4-c13336d15aa0,e6b7bc9f-f7d9-47e1-8599-2cab1f48683d,c3,c2,27,?,?,surb={'id': '42569368-c5f1-4087-88a3-dfac9cf372d0', 'route': ['p2', 'e10', 'i4', 'x3', 'p3', 'c3']}
1769745547.2857945,SENT,d7046b8e-5c0a-441e-8ae9-bad2b5891448,1364c7cf-80dd-4db9-a0fa-c4d5942f37e0,c3,c2,3384,?,p3,
1769745547.2859266,CREATED,bba03dc7-e5ea-4133-820a-2318f2b2a01d,65d113fc-0f18-48f8-8725-1b6f089384cd,c3,c2,27,?,?,surb={'id': '791a1ec8-4ccf-451c-82aa-6eebe92f9882', 'route': ['p2', 'e12', 'i9', 'x1', 'p3', 'c3']}
1769745547.550782,RECEIVED,ae766a9f-3b82-44a2-acb0-f04013de857f,838c8cc2-9e2d-44d9-a1ed-46c9fb4b0586,c2,c3,26,p3,?,surb={'id': '4c6e3421-faef-4109-bd71-ac943ccc412f', 'route': ['p3', 'e6', 'i8', 'x11', 'p2', 'c2']}
1769745547.657366,RECEIVED,8206298b-8d01-4424-8ecd-5c3666f30754,f9da32aa-4a45-4a3f-b3ad-7720992b9cea,c1,c3,27,p3,?,surb={'id': '38994f06-a228-4065-814b-0bad013a30db', 'route': ['p3', 'e4', 'i11', 'x11', 'p1', 'c1']}
1769745547.6603506,SENT,b76fac24-0c20-47d8-9cdb-29d90a7e428a,1386923b-71dc-4708-8653-e943eef50c35,c3,c2,3410,?,p3,
1769745547.6605077,CREATED,7563c8ae-84af-4489-9c2a-82ee11717aa7,05d93473-89f0-446e-8503-0e9819801f85,c3,c2,27,?,?,surb={'id': '623eff4e-5c6f-4c4f-b6d0-e89bd990c7cf', 'route': ['p2', 'e1', 'i11', 'x5', 'p3', 'c3']}
1769745548.1721754,SENT,f18e2b9e-bbe2-4087-af44-1fa3ae42a0fd,99c0718d-8f6c-4fce-9873-ba82578fa19a,c3,c2,3376,?,p3,
1769745548.1722693,CREATED,6e635593-8e2b-41c0-90ec-b9f9acb59f68,0fd885b7-ae9d-44ae-a025-ef490e87dc74,c3,c2,27,?,?,surb={'id': 'dfe49202-a18e-4432-88ea-0adbc5e6cca7', 'route': ['p2', 'e7', 'i12', 'x9', 'p3', 'c3']}
1769745548.1986105,RECEIVED,342e98e5-2f6d-42db-a71b-2588de7d1de7,e5c2ffe4-5b3d-4fcb-b089-0f3556310e22,c2,c3,27,p3,?,surb={'id': '0b2ab394-4d57-466b-b4c5-6a19dd21db6d', 'route': ['p3', 'e5', 'i7', 'x8', 'p2', 'c2']}
1769745548.271443,RECEIVED,ba9c2d81-578b-467a-9b06-478ef4234872,72e30c18-ac6d-4e4b-8e24-98d593f4cc87,c2,c3,27,p3,?,surb={'id': '37dbde12-4dd3-4296-a82d-5e0a0ef91235', 'route': ['p3', 'e1', 'i2', 'x11', 'p2', 'c2']}
1769745548.3562655,SENT,88813559-4d8b-42ef-9197-1f234239497a,9235c9be-cb4f-49ec-8f29-1ceb64251fb8,c3,c2,3377,?,p3,
1769745548.356381,CREATED,ec04fb22-565d-465a-a878-82ea52462350,42506a24-1925-4732-aa9c-4743902e2656,c3,c2,27,?,?,surb={'id': '316048cf-0ce4-4606-8def-80751ff8daa2', 'route': ['p2', 'e6', 'i9', 'x5', 'p3', 'c3']}
1769745548.3993413,RECEIVED,556b8ba3-b57c-4067-bf59-abee2ed6c2f2,95198949-3130-4b7a-ac7b-201ae43d8c52,c2,c3,26,p3,?,surb={'id': '44109950-9861-439f-af18-82c3aafb1bce', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c2']}
1769745548.6579273,RECEIVED,83d9864f-ac2e-464e-a908-2a73df480e64,da8c2ced-2767-4283-98e6-aca5359a6cff,c1,c3,26,p3,?,surb={'id': 'a9415de9-efeb-44be-9618-e2c35e9440bd', 'route': ['p3', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769745548.7417803,SENT,8e34f088-20cf-4365-b784-91eab71d98a2,44c93225-8156-4e6f-9f78-cb3c2d32915e,c3,c2,3359,?,p3,
1769745548.7418563,CREATED,9a077c90-0dc3-4d30-ad85-4c7a06d20a76,421a1e99-2e73-4c4e-bc6b-43431c2b60d6,c3,c2,27,?,?,surb={'id': 'b0f085eb-5201-4df4-aa59-ca745d4c67f2', 'route': ['p2', 'e11', 'i2', 'x5', 'p3', 'c3']}
1769745548.8665037,RECEIVED,a2c94113-eb2e-4cfc-883c-8145b66d4878,ad2f65d1-9e10-4b72-b60b-959b91197666,c2,c3,25,p3,?,surb={'id': '37cf48b4-5bb8-4747-b169-966c83b5ebbb', 'route': ['p3', 'e5', 'i2', 'x2', 'p2', 'c2']}
1769745548.9002721,RECEIVED,3b39a61f-8e72-4055-84a8-107990da69e0,48eac419-7a4c-4c17-9cb9-a7d40ee178d5,c2,c3,27,p3,?,surb={'id': 'b75176d4-ed89-480c-851e-75df76b295b0', 'route': ['p3', 'e2', 'i12', 'x11', 'p2', 'c2']}
1769745548.940803,SENT,871b702f-d432-4cd3-934f-092db431f457,910adc6b-e716-4c7a-99a6-b176dbbdeff8,c3,c2,3379,?,p3,
1769745548.9409223,CREATED,e0b44e9c-9aed-4428-adc4-4d7bfcd2e965,36b212a0-e893-45c9-8037-ae9fa81b3f7c,c3,c2,27,?,?,surb={'id': '4bcbccbd-2342-465e-8d09-8d5a5c6e4a51', 'route': ['p2', 'e9', 'i11', 'x3', 'p3', 'c3']}
1769745549.0110285,RECEIVED,c1799f8a-41d6-4d8e-92d2-78bf24b51f72,dcdd909e-4043-4ece-987a-f79c87a09b6f,c1,c3,27,p3,?,surb={'id': 'da64156c-9831-4d60-aa4b-187ce6dc7d85', 'route': ['p3', 'e2', 'i10', 'x4', 'p1', 'c1']}
1769745549.0277534,SENT,be60de48-e0bf-40ac-a9a0-67b2be136e5f,c8a49cfb-ec0b-4bf1-95c7-105a12e1c626,c3,c2,3364,?,p3,
1769745549.027874,CREATED,0f01f67b-2af8-4a10-8108-55055d2b8f1e,6f362789-163e-45f1-bea2-b4ec30113b8b,c3,c2,26,?,?,surb={'id': 'c9d98242-e3b1-4c8c-be90-ee4e408edad9', 'route': ['p2', 'e11', 'i3', 'x12', 'p3', 'c3']}
1769745549.150709,SENT,39116fa0-9ff6-42ec-a613-9acb116957e4,48b2f694-50c4-4002-883d-4aa72eb678ff,c3,c2,3393,?,p3,
1769745549.1508434,CREATED,220a98c7-0898-497b-9e22-0e16685373e0,c7b2f58c-44fb-486c-8f6f-3b8b0cae6ba5,c3,c2,27,?,?,surb={'id': 'a468513d-12f7-4297-95cb-f494557fcb33', 'route': ['p2', 'e3', 'i12', 'x1', 'p3', 'c3']}
1769745549.1593451,RECEIVED,95c9f311-8268-44d4-89c8-349ad6ca28e8,a7d855d8-cfb0-411c-942e-1ecd0424be10,c2,c3,27,p3,?,surb={'id': '83308a80-fa17-42db-971c-22ea1d9e6141', 'route': ['p3', 'e9', 'i9', 'x1', 'p2', 'c2']}
1769745549.3185158,RECEIVED,a5a2dc3e-659d-483a-bc42-ad3daf988969,b4ec2a46-6d49-4776-878c-a33964257354,c1,c3,26,p3,?,surb={'id': '1fba0125-101b-432e-8b1b-0aac3cbf2fff', 'route': ['p3', 'e7', 'i9', 'x11', 'p1', 'c1']}
1769745549.3794668,SENT,cc85f2a6-050c-449c-be91-428188f1e646,79cb648d-d3fe-42f9-9435-7da3dce689ef,c3,c2,3388,?,p3,
1769745549.3795993,CREATED,8cb403fb-c309-41b9-bfbd-1a0d723f530c,f0830ee6-56b7-41cf-bdc3-fb0b6dbc498b,c3,c2,27,?,?,surb={'id': '8213e440-4892-4c43-9021-a880d1535d3c', 'route': ['p2', 'e9', 'i3', 'x1', 'p3', 'c3']}
1769745549.4617724,RECEIVED,bc0ef111-e9c5-4b9d-a0f0-30beaef847ec,97e77630-690c-4074-aa79-881311441939,c2,c3,27,p3,?,surb={'id': '7b940c90-9bb4-4497-bc4b-536ccd5c9c63', 'route': ['p3', 'e12', 'i7', 'x3', 'p2', 'c2']}
1769745549.5097938,SENT,a2cc2f6d-c5d6-4258-9d58-13784521b320,bd445fb1-4eba-4f93-96e7-d67d7f6fae30,c3,c2,3388,?,p3,
1769745549.509935,CREATED,093fab2f-d789-4e81-b739-eaea08fba5cd,38034275-ad8f-4880-8f88-9c83d8658b86,c3,c2,27,?,?,surb={'id': '6ce873c9-5fce-4834-b2e9-e2276b795690', 'route': ['p2', 'e10', 'i12', 'x4', 'p3', 'c3']}
1769745549.6264296,SENT,6c81f17a-b0a1-4f2d-a7fd-26a0fefbf8dd,9d859378-6a7f-45a9-88a3-128ae205a952,c3,c2,3360,?,p3,
1769745549.6265688,CREATED,4f3b2cfa-5aaa-47fd-a21d-15d607ae114c,9b0578a4-5dae-436d-a502-7e4492305424,c3,c2,27,?,?,surb={'id': 'f4c45dfa-bfaf-4f6e-a1e0-fd7d797e19a9', 'route': ['p2', 'e1', 'i10', 'x2', 'p3', 'c3']}
1769745549.7052083,SENT,299df931-1a0a-4fb6-932a-bd2bd269e2f2,2ac27f65-091f-412f-a4ee-9d4ced790a30,c3,c2,3399,?,p3,
1769745549.705302,CREATED,f612079f-0d00-4b9d-9e78-f38ad61d407b,16c586e9-9c77-4d2c-b2e0-08ecec170964,c3,c2,27,?,?,surb={'id': '00d61b0c-44bb-4d49-ba02-6f50dd613f19', 'route': ['p2', 'e12', 'i9', 'x8', 'p3', 'c3']}
1769745549.921262,RECEIVED,78bd9b00-1223-4ee5-985e-a5ef85d99894,ab8e8879-5ba8-4b63-9c87-684b9a1df2b3,c2,c3,27,p3,?,surb={'id': '57e472c5-1290-4df0-8154-11b3db35e4d0', 'route': ['p3', 'e5', 'i9', 'x8', 'p2', 'c2']}
1769745549.9618285,SENT,bb58f727-ed4e-4f31-8fbf-7c4b7c6c79ed,13b66489-fad1-4284-b8be-874c48dcc0b1,c3,DROP,2032,?,p3,
1769745549.9619627,CREATED,65b774c8-a75e-4616-af6f-2fe8d26fcedc,bcf97799-83cb-49f3-9d16-229e6adbcd62,c3,DROP,27,?,?,
1769745550.1010134,RECEIVED,03e5e08e-47a7-4684-a12d-f193e7e33248,5b18a89f-d895-481b-b25c-2ec282d78234,c2,c3,27,p3,?,surb={'id': '9a7fa6fb-27f3-4959-b028-cb86fece739e', 'route': ['p3', 'e11', 'i12', 'x7', 'p2', 'c2']}
1769745550.1669319,RECEIVED,970e413c-49e9-4900-b9cb-8bdef93e6e55,5b912bcb-5f85-4f36-bade-6140db66f0a5,c2,c3,27,p3,?,surb={'id': '0f0a67c2-41e8-4bad-a351-1dabe1549b13', 'route': ['p3', 'e10', 'i8', 'x11', 'p2', 'c2']}
1769745550.1999516,SENT,9ae1b9ee-64c1-4c39-9e24-bea69735633e,82674455-9d1f-40a6-b5b1-1844536e8030,c3,DROP,2015,?,p3,
1769745550.2000346,CREATED,14ceb39a-81d6-4906-8c62-2409ec5df603,37217f3c-568d-4fca-bdc1-4079a4808ad8,c3,DROP,27,?,?,
1769745550.2407303,RECEIVED,fd98ce77-2353-41f2-bb0b-d1eef8ac3698,ab0bfa18-a260-4826-92c6-ac2e01668596,c1,c3,27,p3,?,surb={'id': 'ab7966a5-86e9-4894-b3a1-0285635218d0', 'route': ['p3', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769745550.3276863,SENT,4cb806f0-0b66-484d-89a2-0f0795d1551a,812e1a6b-f4f9-449a-9095-6c59726862d1,c3,c2,3363,?,p3,
1769745550.327778,CREATED,3242ecb3-76e2-4e93-8867-c9dff56ff004,763869cc-b57f-4873-80ca-080b6ee5d133,c3,c2,27,?,?,surb={'id': '908d9a2d-6877-4350-91dd-b44c307e6907', 'route': ['p2', 'e10', 'i2', 'x5', 'p3', 'c3']}
1769745550.5692108,RECEIVED,db7d0792-1549-4fc7-952f-83443af3a3f7,9b0c0c0c-91f4-42bf-93ac-7eccad378aea,c2,c3,27,p3,?,surb={'id': '223ee2e2-0f97-49a0-8bb4-2bfdb5b45947', 'route': ['p3', 'e11', 'i1', 'x7', 'p2', 'c2']}
1769745550.810029,SENT,36238794-469f-41c8-8cdd-63a7f04a847a,fdbaebb3-42d4-4c2c-960c-0300c3db53f6,c3,c2,3400,?,p3,
1769745550.8103197,CREATED,db092d25-00ee-4442-b8df-401df2b865ed,81827180-5818-4887-80f2-1115fa16d766,c3,c2,27,?,?,surb={'id': '74b01840-acec-47ed-a709-c0c2da9e0328', 'route': ['p2', 'e4', 'i7', 'x8', 'p3', 'c3']}
1769745550.8674934,RECEIVED,5daa5fea-cf9e-49da-ba94-39c38e0291dd,1ad6e0bd-5abf-43c5-881d-d0373747eeb6,c1,c3,27,p3,?,surb={'id': '89462b1c-2de6-46a0-a98a-7d1ef9aa6114', 'route': ['p3', 'e5', 'i12', 'x4', 'p1', 'c1']}
1769745551.0916116,RECEIVED,b0cb7512-0fcf-4cff-b136-0e07deb9fea6,c23212b5-2d97-4efd-b410-cacbe780a19a,c1,c3,27,p3,?,surb={'id': '49a3f8c9-7661-4bb1-9944-0a559d8299b0', 'route': ['p3', 'e11', 'i12', 'x8', 'p1', 'c1']}
1769745551.2396965,RECEIVED,62b60840-b4b6-4380-8664-4d25f0f9953a,aee0fe48-b892-431e-a178-cbaea8047a44,c2,c3,27,p3,?,surb={'id': 'ac11d745-cf07-4cc6-8d4b-663dee0ff140', 'route': ['p3', 'e10', 'i2', 'x12', 'p2', 'c2']}
1769745551.2608235,RECEIVED,2ee46c0a-1648-4582-86b6-b6274827404c,2dec225e-49de-44c7-a68a-d8025cf87c7a,c2,c3,26,p3,?,surb={'id': '44f88904-d50a-45e2-bc65-7842d425d4b8', 'route': ['p3', 'e6', 'i6', 'x2', 'p2', 'c2']}
1769745551.3108416,RECEIVED,33ba7ddb-658e-4d41-813f-870e22887a20,cd746a06-fb1d-47ce-9293-358624bd1ac8,c1,c3,27,p3,?,surb={'id': 'c81028af-24be-4000-b67e-eeda4aeb747d', 'route': ['p3', 'e3', 'i10', 'x11', 'p1', 'c1']}
1769745551.352479,SENT,aa0b53e5-3521-48c1-8d3e-bbfee6a61193,c8055c64-60ff-4374-bea6-aaade80a3286,c3,c2,3381,?,p3,
1769745551.3526356,CREATED,91bca6af-d582-4e01-9520-106be6a8f497,a6f30ace-ecb3-4da0-9d21-966bbc14ce73,c3,c2,27,?,?,surb={'id': '5f96084b-2cf3-4e51-bb51-2e45e2391fdb', 'route': ['p2', 'e11', 'i11', 'x1', 'p3', 'c3']}
1769745551.5206816,RECEIVED,a1756b72-0457-4160-be1b-9c4872d75e0d,d50e769f-0ed8-492f-866d-40a878aa01e0,c1,c3,27,p3,?,surb={'id': 'c1025043-e401-4260-9e4e-b2b008490be9', 'route': ['p3', 'e8', 'i2', 'x7', 'p1', 'c1']}
1769745551.6181579,SENT,b58c6524-60d3-4a66-b653-2e3fd33ad9c8,22f287ad-9aec-43cf-998e-11883d5e66f9,c3,c2,3392,?,p3,
1769745551.618296,CREATED,ad1fa1d1-0a91-42f0-8834-97de4e9942f1,fad48093-ad90-4f44-ab2f-6dd0d5586b46,c3,c2,27,?,?,surb={'id': '87fba0e1-8208-440c-916b-b21de502c496', 'route': ['p2', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769745551.735854,RECEIVED,ab4b2f70-71a3-4b5f-95d0-d84389aa7f3d,4650659d-9d59-4d51-9d01-9cb9f43dcdc1,c2,c3,27,p3,?,surb={'id': '40144f4a-95e4-494a-a8b5-4ccf31a12c59', 'route': ['p3', 'e12', 'i11', 'x2', 'p2', 'c2']}
1769745551.8232648,SENT,41cc985b-3873-4ecb-aba7-0c4e65f2d022,5fc67883-6c2a-40d8-84fb-f5b813c5f52c,c3,c2,3395,?,p3,
1769745551.8233974,CREATED,4e5523dc-1ea9-4c34-bc01-f9e45c257d78,8ad8b633-a59a-48ce-a096-cd4846294c60,c3,c2,26,?,?,surb={'id': '29ddd311-3f5b-4d8a-b2a3-ae3f644770a2', 'route': ['p2', 'e11', 'i12', 'x1', 'p3', 'c3']}
1769745552.2228556,RECEIVED,9baca955-0d59-4dee-8149-b64a2228b4c4,dacb024c-4dbf-4fe8-b659-18f3285fea3f,c1,c3,27,p3,?,surb={'id': '6374e0a6-0419-4a6b-87e1-b6c39e9ea5f1', 'route': ['p3', 'e6', 'i10', 'x10', 'p1', 'c1']}
1769745552.23754,RECEIVED,9dfde54a-db44-41d0-a6ec-b45f77ae5cfc,3482c47f-7431-49da-bf45-54e05a7acc9a,c1,c3,26,p3,?,surb={'id': '8ec5fbb2-4103-4b32-b18a-b05d52123bf0', 'route': ['p3', 'e9', 'i12', 'x5', 'p1', 'c1']}
1769745552.3595679,RECEIVED,57f82cae-b914-4742-8a70-fc13f574cf42,55a345e0-d29e-410c-9db8-864d39e7e758,c2,c3,27,p3,?,surb={'id': 'a2dc84b5-11f4-4fa4-a3bb-b9d7f65cf4ec', 'route': ['p3', 'e9', 'i6', 'x1', 'p2', 'c2']}
1769745552.432977,RECEIVED,37563718-32fc-4ede-abd4-c7ee1b2bfdc9,ef63aada-c2d5-4c9a-8ff9-da7c42134d28,c1,c3,27,p3,?,surb={'id': '5b1b34db-5519-41e2-91ce-6207b3fa9e56', 'route': ['p3', 'e2', 'i11', 'x11', 'p1', 'c1']}
1769745552.449733,RECEIVED,f7dc0cbb-0dad-4fa6-88ac-8683c6ac6a5b,34d1c4a4-fde7-44ee-a573-4483cd2357d4,c1,c3,27,p3,?,surb={'id': '46cd562e-d7d4-4321-b987-d0efebf42cc1', 'route': ['p3', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769745552.4764175,SENT,7cbb770e-56d7-42a7-8a26-b814eae8e094,91683044-e7f2-485b-9ac9-7f2b3c141684,c3,c2,3377,?,p3,
1769745552.476657,CREATED,cab43b24-1c85-4a1b-840e-3b0be6f278db,5f01c3cc-c24c-4e35-ab93-ee8428025264,c3,c2,26,?,?,surb={'id': '3cc20455-d41c-4949-9ee2-9e7a5741f02f', 'route': ['p2', 'e2', 'i6', 'x4', 'p3', 'c3']}
1769745552.48859,SENT,f9fd4318-5b6b-4ce2-bead-97484062581f,5437ebf4-b905-4446-b9de-ba3382afdcb7,c3,DROP,2016,?,p3,
1769745552.4887166,CREATED,38663778-ed1f-49b9-adae-577e2b07bdbb,bfc2b08b-f585-480b-a5f2-8b47a85c1c75,c3,DROP,27,?,?,
1769745552.5355384,SENT,2d876f51-60ca-409c-865b-522c70afb356,56319ff4-ccf6-4759-b539-ded91ebe6480,c3,DROP,2033,?,p3,
1769745552.5356581,CREATED,d9da6840-9180-46da-a9c6-205f92f8c1df,b33fc995-b33c-4efc-bab8-8f5ce31737eb,c3,DROP,26,?,?,
1769745552.6612308,RECEIVED,f1406777-73ed-4e9f-99ad-358957869cef,9a551cc1-2167-4bce-8899-d51815053ccc,c1,c3,27,p3,?,surb={'id': 'ffdea455-f775-4433-ada7-e58ed89d8baa', 'route': ['p3', 'e11', 'i9', 'x9', 'p1', 'c1']}
1769745552.819854,RECEIVED,9563443c-0b06-4e89-9e40-f693439948a1,a73e1f0a-e392-45d2-8295-156694bc15fa,c1,c3,27,p3,?,surb={'id': '9d4ed7aa-ad88-465e-a8b2-b8188b96fd08', 'route': ['p3', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769745552.9499564,RECEIVED,d844ac15-4137-404e-a073-76ea7028b896,0d0a1459-55d1-4312-a724-09a12bf875fc,c1,c3,26,p3,?,surb={'id': 'acad120c-a6a3-45a6-83c8-ece795d084ae', 'route': ['p3', 'e11', 'i9', 'x9', 'p1', 'c1']}
1769745552.9665618,RECEIVED,64c0f26d-16a7-4f8e-9d95-57b86eb2323b,2759b03e-318f-4ea1-9791-2bf3ce6da7e0,c1,c3,27,p3,?,surb={'id': 'd6de8a9b-3d2a-4efa-b689-4543dffe36a4', 'route': ['p3', 'e12', 'i3', 'x7', 'p1', 'c1']}
1769745552.9733624,RECEIVED,6b7bf4a8-4c57-4f98-89f1-85d6bb38bd83,013500cb-c150-4de7-9db0-9fd29a89e077,c2,c3,27,p3,?,surb={'id': '47e1aa13-6140-4af9-ad14-6f6101af1d59', 'route': ['p3', 'e11', 'i2', 'x7', 'p2', 'c2']}
1769745553.0812578,RECEIVED,4f245a17-6666-4b37-aac7-a78f0aa7bc5e,998da4ad-7eb6-47ad-84be-d41d2b421e6f,c1,c3,26,p3,?,surb={'id': '27355307-01ad-4387-af58-1b4d32249210', 'route': ['p3', 'e1', 'i7', 'x9', 'p1', 'c1']}
1769745553.219541,RECEIVED,9f625782-b5c4-46a0-b0ef-5e095460fac9,d7f7f33c-91af-4ce0-9e26-bea53e24592b,c2,c3,27,p3,?,surb={'id': 'b62bc3b9-40aa-4414-a45c-da98afcaba9e', 'route': ['p3', 'e11', 'i2', 'x4', 'p2', 'c2']}
1769745553.2968607,RECEIVED,9119450f-29f6-4002-ae36-01419ce8ed7f,5525ced4-e97c-45ee-9f75-ef215712a82f,c2,c3,27,p3,?,surb={'id': '26dd8b6f-8cd8-4d42-8763-69485a51900a', 'route': ['p3', 'e3', 'i6', 'x1', 'p2', 'c2']}
1769745553.5863698,RECEIVED,3635d4d2-da4c-42ae-9f23-53c4c87d0129,112f1df9-d20f-45d1-91ee-a4b22ab50387,c2,c3,27,p3,?,surb={'id': '7beb688e-2ef5-4b03-9541-eccca4787c6f', 'route': ['p3', 'e6', 'i9', 'x2', 'p2', 'c2']}
1769745553.5964868,RECEIVED,c1e0b828-e111-400d-9d7e-b13f8b593738,1b5d3fc9-f68b-4553-bd9b-c1562785ae63,c2,c3,27,p3,?,surb={'id': '6dba3332-b59e-4093-aed1-6fece6e5dd87', 'route': ['p3', 'e12', 'i3', 'x3', 'p2', 'c2']}
1769745553.7826257,RECEIVED,162b87f6-505e-4f95-a203-6c5fb1060de5,298c2477-e05c-417b-ad5c-5f01960d35ee,c1,c3,27,p3,?,surb={'id': 'efc6f490-37af-4b88-8d82-98ac1546f0c8', 'route': ['p3', 'e8', 'i9', 'x3', 'p1', 'c1']}
1769745553.8595536,RECEIVED,08d24e94-635c-460f-9287-9e1e561cf922,0746bd79-9dc5-4fcb-827b-b73836f66ea2,c2,c3,27,p3,?,surb={'id': 'eea73b3b-6ae4-4fca-8441-0ddd89366c17', 'route': ['p3', 'e8', 'i7', 'x5', 'p2', 'c2']}
1769745553.9783406,SENT,c99e3128-1756-4686-afbe-8d4ef34f4b06,bbf608dc-cb5b-45b2-8abe-5ec85d9c3006,c3,c2,3399,?,p3,
1769745553.9784756,CREATED,7a11d019-2ea3-4bc2-80ec-644ac5bceeab,9ad465a5-d3b2-4398-8505-21d088c174dc,c3,c2,27,?,?,surb={'id': '114ec12d-df5e-493e-a89c-6dec90c66c47', 'route': ['p2', 'e12', 'i11', 'x5', 'p3', 'c3']}
1769745554.1761262,SENT,5a35e6d0-77c2-4184-a55f-6dd026156819,f172eb47-ae81-40db-b001-f9977a97c7d9,c3,c2,3392,?,p3,
1769745554.1762655,CREATED,239d67dc-c4df-4e4e-87ab-010a44ce62db,cf547082-92b1-4ffd-8296-b46a6cb55541,c3,c2,27,?,?,surb={'id': 'c6fd13ac-d511-479f-aed1-c2043097adec', 'route': ['p2', 'e5', 'i11', 'x10', 'p3', 'c3']}
1769745554.2111793,RECEIVED,d6bad7f2-f294-4e8c-a046-c8fe4da12c44,b14fbea9-af95-47ea-8522-b477d565cc07,c1,c3,27,p3,?,surb={'id': '18fcf88e-df1e-42f2-92d7-579f04d64f25', 'route': ['p3', 'e10', 'i1', 'x3', 'p1', 'c1']}
1769745554.375796,SENT,e71d8816-a032-44d3-870b-205fc6817574,855958c6-1abb-444a-80d4-403e74be0dd3,c3,c2,3393,?,p3,
1769745554.3759317,CREATED,7d278d20-b595-43be-9069-5703c554a124,316a224e-e5b7-44c2-86fd-73e28adfe477,c3,c2,27,?,?,surb={'id': '5733bc92-60e8-44b6-b981-52891f407264', 'route': ['p2', 'e4', 'i1', 'x10', 'p3', 'c3']}
1769745554.4092717,RECEIVED,7d8f2754-b3a4-4dfa-b95e-0806e84950f5,f4b3d30a-6929-4f14-8fed-695ac320981a,c1,c3,26,p3,?,surb={'id': '5aec97f6-7169-4a6f-b0db-3255a335c84b', 'route': ['p3', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769745554.7464998,SENT,b76fc9cc-46e8-48d7-b19d-b583fa220cb3,4d4711d7-2160-461a-b502-efb21ec41f43,c3,c2,3368,?,p3,
1769745554.746634,CREATED,00e47bea-beaf-4031-90df-f94eec25a939,bf78f65a-83c4-4bc3-b240-3d60b1139f1d,c3,c2,27,?,?,surb={'id': '86bb2832-9fd4-4537-b75d-324380b4a177', 'route': ['p2', 'e2', 'i4', 'x8', 'p3', 'c3']}
1769745554.7662427,SENT,8412c895-f31f-45e4-958c-1d7858e9585c,8eb75b4a-d765-494f-8d2f-ea3be7f848c3,c3,c2,3356,?,p3,
