timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769746032.5073082,CREATED,872ee240-694a-45f9-8e18-a5a0fca89247,2bb89908-9150-4445-944c-4f4bdf005ffe,c2,c3,27,?,?,surb={'id': 'e0cf5574-4527-4a95-9b61-20c1bd967586', 'route': ['p3', 'e7', 'i6', 'x1', 'p2', 'c2']}
1769746032.7018237,RECEIVED,f4ed2b78-87aa-4344-ada1-574e49b7aa31,22065f54-ae66-497a-aab1-5176ceab9121,c5,c2,27,p2,?,surb={'id': 'b4bda317-7eec-4a8e-9869-2b1bc5dbea07', 'route': ['p2', 'e1', 'i1', 'x6', 'p2', 'c5']}
1769746032.7984202,RECEIVED,e7a7f1ec-1e79-4c71-84a2-6e3391d35653,73740b76-a0ab-408b-9c44-4fd9625970e1,c4,c2,27,p2,?,surb={'id': '2c878b76-d093-48cd-95d9-28ab06a6a7d7', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c4']}
1769746032.812379,RECEIVED,d5212d4f-1a00-494f-8060-f11529794287,c99fb739-8520-44d1-86f7-f19a1307b7f6,c5,c2,26,p2,?,surb={'id': '5f8206f3-3e81-4184-97c2-26772405829e', 'route': ['p2', 'e3', 'i12', 'x3', 'p2', 'c5']}
1769746032.8805141,RECEIVED,5a7e3c6a-0d49-4255-b5b9-a64e8bc52a4c,ba52f1a8-121f-4d24-8f77-e8da01fb56b7,c5,c2,26,p2,?,surb={'id': 'b11b01fd-5e35-439f-8789-a8882eedcd3d', 'route': ['p2', 'e9', 'i4', 'x3', 'p2', 'c5']}
1769746033.0481198,RECEIVED,8622b436-b6a9-492c-a9b8-06ed4eb5fc52,967e594c-bf3d-404f-ae66-0e8c81f0e245,c4,c2,26,p2,?,surb={'id': '7849a426-b649-4fb7-8ba5-6d666a5642f6', 'route': ['p2', 'e11', 'i6', 'x10', 'p1', 'c4']}
1769746033.1056166,RECEIVED,c5482394-c29f-47d8-beb2-78eb107a0233,a955cee4-3297-4455-a286-7f04e2719c4d,c3,c2,27,p2,?,surb={'id': '8039848b-e4be-4b91-bba7-29b8035bba97', 'route': ['p2', 'e11', 'i4', 'x11', 'p3', 'c3']}
1769746033.1104815,RECEIVED,5a5bb3f0-69fd-46ab-b79b-3ca174669bb3,fdd8ce4f-ee16-4aff-8bd5-28eff83ca1a1,c4,c2,26,p2,?,surb={'id': 'ece3795f-fb54-4e7e-9d64-19a0b641e707', 'route': ['p2', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769746033.1992366,SENT,f4fc9407-5bb3-497b-8877-6325019fb119,0036ed1a-c42e-46d2-a817-00d3b715d255,c2,c3,3371,?,p2,
1769746033.1993878,CREATED,bd0ee7ef-3aab-47c6-b490-19ef5f2e874b,5da51add-2b93-4922-9635-93950f0b30bd,c2,c3,27,?,?,surb={'id': '5cdb5859-a2fd-4f1f-b1e2-2dfa1fe487b8', 'route': ['p3', 'e12', 'i2', 'x8', 'p2', 'c2']}
1769746033.3847206,RECEIVED,6691a86d-5b41-4868-83b0-5376cb4270e6,776877ef-3486-4022-840d-b3d0a19fd8e7,c3,c2,27,p2,?,surb={'id': '27e5c310-dbc0-4d4a-b943-1c0aebd2ba1f', 'route': ['p2', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769746033.5148396,RECEIVED,cdcc4422-c9cc-45c4-9a90-6194fc2dbf6d,0cae3e10-d227-43fd-9397-68feaa258e11,c3,c2,27,p2,?,surb={'id': 'aee806d6-f567-4b50-aae8-97a24b2d4e42', 'route': ['p2', 'e2', 'i5', 'x7', 'p3', 'c3']}
1769746033.6106486,SENT,2d1fbedb-a14e-499e-a8e4-e3a03e5669fa,6a9b01c8-c3bf-445a-aff4-0813a5740b2a,c2,c3,3399,?,p2,
1769746033.610749,CREATED,4e1585b7-d5a1-4554-ac33-8aea775229cc,f4227d64-c6c4-4f72-8be2-eb3514851251,c2,c3,26,?,?,surb={'id': '9f1d4e38-f3b7-46e3-bf5a-798a52954d0e', 'route': ['p3', 'e1', 'i12', 'x4', 'p2', 'c2']}
1769746033.8010004,SENT,8821f2a1-502c-489e-8ac5-4527e7e065f5,6fc962d8-8681-4598-aa08-fcf9e59cdce7,c2,c3,3380,?,p2,
1769746033.8011959,CREATED,b250f577-ba37-49e4-9fe0-d643e0b6adc1,12772e2c-24ea-4974-9741-b22edff91678,c2,c3,27,?,?,surb={'id': '2af04190-f95b-4d13-af08-d318bfccc630', 'route': ['p3', 'e3', 'i8', 'x3', 'p2', 'c2']}
1769746033.8085082,RECEIVED,06f19ffa-7c0f-4800-8345-a338fb934dd7,37a029cc-ee4c-4813-8c62-82740e8a0da1,c4,c2,27,p2,?,surb={'id': '289bc4c4-5117-4d44-bf7c-8f0c19f1a5e5', 'route': ['p2', 'e4', 'i6', 'x10', 'p1', 'c4']}
1769746033.812209,RECEIVED,c05301be-b560-4f6c-a0b5-4ebf63e41d29,f584fc63-49bc-4561-a9b0-75ef990a0bda,c3,c2,27,p2,?,surb={'id': 'eacf5d89-75c9-457f-a1bf-8875250da8b2', 'route': ['p2', 'e4', 'i11', 'x2', 'p3', 'c3']}
1769746033.8353848,RECEIVED,341eba92-8ef8-44f4-8b4e-9394928433c7,e0a4ac89-9532-4a68-b09a-580eabed733a,c5,c2,27,p2,?,surb={'id': '47213cc1-7f64-4b51-a5c5-eda8ff95d65e', 'route': ['p2', 'e2', 'i3', 'x2', 'p2', 'c5']}
1769746034.3372626,RECEIVED,6782f895-3f2c-4618-af4e-cc32722e0369,b08a49a7-d592-4039-a279-a35f1dd2aab2,c3,c2,27,p2,?,surb={'id': 'f5d33aeb-010f-4aad-a386-e52c1bc72132', 'route': ['p2', 'e5', 'i3', 'x8', 'p3', 'c3']}
1769746034.4465606,RECEIVED,c9050db3-2c09-468e-83fd-38198c96ae67,954dd504-04a5-4eed-8c2f-9415ab8c724f,c4,c2,27,p2,?,surb={'id': '74598f36-7d01-4a8c-be5e-0e88360376e9', 'route': ['p2', 'e10', 'i1', 'x6', 'p1', 'c4']}
1769746034.5515394,RECEIVED,6913dc45-64b7-4785-bc3f-e904c6686d79,bf551d64-14d0-4257-9b48-e6800fd0f06f,c4,c2,27,p2,?,surb={'id': '2feb6f98-1954-4137-aa0d-f139f8804d36', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c4']}
1769746034.5631766,RECEIVED,aa6c51b1-2957-4333-8726-46ed35e3c7fa,dc2076d7-d3ac-4e9d-bf58-51b263304f95,c3,c2,27,p2,?,surb={'id': '32ce6cb2-ed5b-4f24-a7aa-f7f651fbbe6b', 'route': ['p2', 'e10', 'i2', 'x1', 'p3', 'c3']}
1769746034.5685885,RECEIVED,c15bd99e-a7f6-482d-a654-9a3e930b9fe6,bc8ab268-5b01-454b-becb-2697e0d286d8,c3,c2,27,p2,?,surb={'id': 'd52f10f5-8172-4cb7-8ffe-7dbc472df65c', 'route': ['p2', 'e4', 'i8', 'x10', 'p3', 'c3']}
1769746034.57949,RECEIVED,1705a777-7995-4077-97cb-76c946c4b035,4ac3c974-0db6-4531-b52b-1389bf9ac443,c4,c2,27,p2,?,surb={'id': '769dacf6-7043-4fbe-982c-c29287562d29', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769746034.678661,RECEIVED,81bce1e8-f79d-40b1-a8db-3186e8020ecc,7c90a5c2-ae0e-439b-97e0-e0a56d3571b4,c3,c2,27,p2,?,surb={'id': '83a3ca52-7ede-4ad8-a579-ce442cf2d265', 'route': ['p2', 'e11', 'i1', 'x10', 'p3', 'c3']}
1769746034.7327206,RECEIVED,818da803-cd0b-42b6-9eac-2eff59c87ea9,7bbcc4e6-7c2e-4603-8439-204aa125c461,c4,c2,26,p2,?,surb={'id': 'ec8edf1c-a9b0-46c1-9e61-c0d2f24df943', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c4']}
1769746034.753068,SENT,30a87130-60f4-4dee-8115-322a92e94117,4e22119d-f08b-47b5-95f9-5f35ef9360a0,c2,c3,3380,?,p2,
1769746034.7532039,CREATED,4b759d95-c5cb-428f-add6-29b4aab345f0,ad545561-21db-4295-95f2-7f858a72caf4,c2,c3,26,?,?,surb={'id': 'a716b83e-07ab-460d-9747-61700a965147', 'route': ['p3', 'e3', 'i2', 'x3', 'p2', 'c2']}
1769746034.7714846,RECEIVED,32498b1c-ed84-4ac0-8625-0077396a1a26,a2645924-0436-4ea2-8d30-8accf70501bd,c4,c2,27,p2,?,surb={'id': '8c845548-dcf1-4c58-98d4-109c7579ce70', 'route': ['p2', 'e7', 'i12', 'x4', 'p1', 'c4']}
1769746034.7966924,RECEIVED,dfe37037-56ed-4177-a372-abd38bc24fd4,a87493ad-7ed3-4050-a33a-d38965ea5e81,c4,c2,27,p2,?,surb={'id': '74228676-4094-461b-bfc7-7b587efad1cc', 'route': ['p2', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769746034.808962,SENT,fc4edbbe-e894-43e4-9908-d12fcc81ba1b,e2cc99ff-bee6-4319-84e9-8c2f4f1c1c5f,c2,c3,3376,?,p2,
1769746034.8093023,CREATED,5552e633-152f-4699-9013-0e50ea541826,fe2cf5cc-cd46-4111-befb-5b339575ddbb,c2,c3,27,?,?,surb={'id': 'e934fdac-a80c-431c-a3a3-68bfa3e75fb9', 'route': ['p3', 'e11', 'i4', 'x5', 'p2', 'c2']}
1769746034.828483,RECEIVED,8989e40f-40c7-498b-846b-0c3297599dc6,ec43b50d-05d2-4a4a-a114-5d1f03b12633,c5,c2,27,p2,?,surb={'id': 'a0f84a2a-dba7-4899-9f9c-29f518412de6', 'route': ['p2', 'e6', 'i3', 'x3', 'p2', 'c5']}
1769746034.9266157,RECEIVED,de062490-78cc-406e-a9de-8833da0c0c41,bba0ee3e-c553-4ba1-b4f2-54f72805bac2,c3,c2,27,p2,?,surb={'id': 'e5f60079-6faa-4f15-b41c-6239106f204e', 'route': ['p2', 'e4', 'i1', 'x4', 'p3', 'c3']}
1769746035.0443006,SENT,3ef607b6-06e3-49e2-a67b-347a5ae265db,49b9c2c5-63fe-441d-96ac-d9051f5c1777,c2,c3,3360,?,p2,
1769746035.0443933,CREATED,8281c68a-3046-4f71-ad5a-ba18b57bccf1,e4275a14-8475-4b92-9de3-e78bfee0a3c4,c2,c3,27,?,?,surb={'id': '88248906-9ad3-4ca6-bfcc-3290b032b725', 'route': ['p3', 'e2', 'i10', 'x4', 'p2', 'c2']}
1769746035.059432,SENT,68940056-bdf5-4bd5-bbf6-41f77f712261,1770233e-cddb-426a-b315-be9044c210da,c2,c3,3375,?,p2,
1769746035.0595238,CREATED,bd898c97-78a4-4bca-a277-ae8814820148,237985fd-f607-46be-ac93-88256450f024,c2,c3,27,?,?,surb={'id': '89b67aaa-74c8-41d5-8d7e-a10b9720bc1f', 'route': ['p3', 'e9', 'i9', 'x3', 'p2', 'c2']}
1769746035.114391,RECEIVED,4fe9717d-83c7-4bc5-99ba-4c42cd55b3db,91b8860b-8a82-40c8-b56c-63553262aaf7,c5,c2,27,p2,?,surb={'id': '6fc25b60-f2dc-4a60-bdc2-72e3e11be2e4', 'route': ['p2', 'e1', 'i12', 'x5', 'p2', 'c5']}
1769746035.1505377,SENT,d7b9bc2b-c987-4110-9e5f-7007d8f7207a,73504a1d-3af8-46f3-bbca-f95088e3a332,c2,c3,3359,?,p2,
1769746035.1506336,CREATED,e1462c9d-1ed1-4cfa-9cbb-d88a9c2f50b1,dc575676-c66c-4573-a8eb-e6a1968f658b,c2,c3,26,?,?,surb={'id': '58e3a2a8-a556-4219-bdae-2dac54c5418d', 'route': ['p3', 'e11', 'i8', 'x2', 'p2', 'c2']}
1769746035.1952925,RECEIVED,477aa754-a0cc-4229-aba3-fe335872baa4,ad1a4010-aa58-4c79-b84a-80bfa80441c5,c3,c2,27,p2,?,surb={'id': '3f2f16fd-b63a-4b47-bfc8-430daa5123ea', 'route': ['p2', 'e2', 'i11', 'x3', 'p3', 'c3']}
1769746035.2561877,RECEIVED,d687b98c-df63-4224-aaf9-d4a711ef49aa,fbeafb0f-7a3c-4f64-9c7c-d776a90d6d21,c5,c2,25,p2,?,surb={'id': '00874314-9c0f-45e3-b18e-fb853145c85c', 'route': ['p2', 'e4', 'i11', 'x10', 'p2', 'c5']}
1769746035.4419913,RECEIVED,79e22d48-adba-4cc1-8ef2-079cf3501274,986c453f-fab0-44af-b935-dcb18fdda56b,c4,c2,27,p2,?,surb={'id': '5c12a71f-fcb4-417f-bd00-b803ea10e1ae', 'route': ['p2', 'e8', 'i4', 'x2', 'p1', 'c4']}
1769746035.4484122,RECEIVED,980f6039-6ccc-4ad1-9276-1e9db9e0ef65,a99768c4-40fa-4cb6-a782-fc549b72d5cb,c3,c2,27,p2,?,surb={'id': 'b4e579a4-5542-4198-a6ad-868fe5c37447', 'route': ['p2', 'e9', 'i1', 'x9', 'p3', 'c3']}
1769746035.5400615,RECEIVED,e2e432fb-ac17-4af9-8888-f93ad1688489,1ece57d9-2830-496a-a795-80ee95c17fc8,c5,c2,26,p2,?,surb={'id': '54c642e8-5583-4c83-83b8-6984121658ba', 'route': ['p2', 'e7', 'i9', 'x1', 'p2', 'c5']}
1769746035.5756996,SENT,7363b766-3277-4beb-ac89-eb9e7ddde830,58df8cc5-6457-4838-99e4-b179f06e33a3,c2,c3,3384,?,p2,
1769746035.5758247,CREATED,062b804e-3d99-4f44-8d62-aca3eb07ae3c,a6f2eceb-7132-4c8f-81d9-92f412cc8dc2,c2,c3,26,?,?,surb={'id': '9323f024-f12e-4ac5-8c53-063665bdf170', 'route': ['p3', 'e9', 'i10', 'x8', 'p2', 'c2']}
1769746035.6437268,RECEIVED,e226e181-01ad-415d-a4cf-5be457947640,fa0bad5b-757f-4c8e-9e9e-321b8163f897,c3,c2,27,p2,?,surb={'id': 'ec2308ca-62c3-4114-8a47-2e2cfd2ba641', 'route': ['p2', 'e3', 'i1', 'x12', 'p3', 'c3']}
1769746036.0290978,RECEIVED,eac4c078-8eba-4923-aa3f-2bc71977acc2,ae0cfffe-f4fd-474e-b648-198e6fae0d23,c4,c2,27,p2,?,surb={'id': 'bfe27ddc-cf55-4554-a22d-ae5f8bdee4d9', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c4']}
1769746036.1989067,SENT,cd45597a-1d63-4f8e-abf2-e6b51885167a,c046c9cd-70ac-485d-8587-18c4f025c51d,c2,c3,3380,?,p2,
1769746036.199144,CREATED,fa2c959d-1582-473b-9884-c33745c4691a,f4aac8b9-afb5-4f98-8871-116faf479df9,c2,c3,27,?,?,surb={'id': '757451c1-b555-4acb-bef2-71c293859ad3', 'route': ['p3', 'e9', 'i9', 'x1', 'p2', 'c2']}
1769746036.4962912,RECEIVED,bd783e55-52ee-4d4c-bec4-d44784d90b95,57653714-b3f7-4f58-b7ab-7916089df209,c5,c2,26,p2,?,surb={'id': '987814d6-8ff4-45e0-a494-d8f892e6db74', 'route': ['p2', 'e10', 'i8', 'x12', 'p2', 'c5']}
1769746036.5979638,RECEIVED,b844ad1e-61f2-4e8e-85e2-036cf6df9b5c,02cb2bdc-f99b-430a-9932-d8278701805d,c5,c2,27,p2,?,surb={'id': '48aecba1-3e30-4c1e-8274-f573c8b58d27', 'route': ['p2', 'e3', 'i11', 'x11', 'p2', 'c5']}
1769746036.635724,SENT,fc45b64d-6450-47e5-a2fb-616201807b96,382405aa-99cc-4f2e-bedc-6e2803c4bc48,c2,c3,3387,?,p2,
1769746036.6357884,CREATED,ba63e91b-fa22-49df-b009-926905815e02,07be6014-377d-43e3-8013-9d075288efe0,c2,c3,27,?,?,surb={'id': '25fa558c-4d30-4c3a-9b64-aea34a539987', 'route': ['p3', 'e7', 'i8', 'x6', 'p2', 'c2']}
1769746036.743364,RECEIVED,e0f0ab13-ddf0-43c2-b820-84e4c29a2725,0a1ab939-053d-43ac-9c43-4531b2d7ebf9,c4,c2,26,p2,?,surb={'id': 'fd38fd7e-f7a8-4e93-8d82-f23679bbabc3', 'route': ['p2', 'e5', 'i9', 'x3', 'p1', 'c4']}
1769746036.8077605,RECEIVED,002148c6-050a-48d9-987e-314ce0fbdec5,ec72e049-303a-4331-a319-f570bcd35921,c4,c2,26,p2,?,surb={'id': 'a9593ef7-9ae7-44b4-8f78-51bce1e10f5c', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c4']}
1769746036.866159,RECEIVED,2a54d0cf-f643-4e18-9191-51580ea41d3c,3fac8796-6852-4a8b-8e2b-ac31ddac861b,c5,c2,27,p2,?,surb={'id': 'cec5b992-a8ca-4c30-b3d5-8c9e86837f1e', 'route': ['p2', 'e7', 'i3', 'x12', 'p2', 'c5']}
1769746036.8788805,RECEIVED,4a1eee19-946d-4bf7-ae57-2e921026c378,12ecf5d0-3b0e-448c-98e7-5a1b794311f6,c4,c2,27,p2,?,surb={'id': '9595979d-50b3-4cc7-9037-1567fe8b1ee8', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c4']}
1769746037.0672185,RECEIVED,5218b2ae-0d13-417c-8423-f606734e1378,dc68cf3a-91ac-474a-83bc-05525b41f4fb,c3,c2,26,p2,?,surb={'id': '6aa28c52-8bcd-4533-a985-f234fcd82f20', 'route': ['p2', 'e1', 'i3', 'x3', 'p3', 'c3']}
1769746037.0927312,SENT,f6539f18-9a34-4c0d-846b-c2defe1c8cb6,3fee46e9-1758-40d1-af78-347814127303,c2,c3,3380,?,p2,
1769746037.0927923,CREATED,86dc7a48-3f2c-41b5-8aae-274cb3afd00b,876b9ba1-3421-4ae7-8448-224779c7b15e,c2,c3,26,?,?,surb={'id': 'fd5e281d-3fdf-4479-84d6-1b50ba839308', 'route': ['p3', 'e9', 'i11', 'x3', 'p2', 'c2']}
1769746037.2060165,RECEIVED,f45b4b27-650d-4509-b317-925ae910d230,699356f9-edf0-4ad6-9655-0aa1e1c34e49,c4,c2,27,p2,?,surb={'id': '25dad910-d3cb-4dac-8928-751e3a2a6d70', 'route': ['p2', 'e10', 'i3', 'x5', 'p1', 'c4']}
1769746037.24302,RECEIVED,d572242a-a608-4ada-ac21-20d3a05dada0,3e7d7559-7039-4ee0-90bf-7f2d898b7437,c3,c2,27,p2,?,surb={'id': '8ad3ba05-3864-48ad-86c4-a57188ff5f9f', 'route': ['p2', 'e8', 'i10', 'x7', 'p3', 'c3']}
1769746037.3291395,RECEIVED,c78b0545-d135-42d0-b574-7c8052115fe0,656c80e4-dcb8-4efa-a89a-b0d97808306b,c3,c2,27,p2,?,surb={'id': 'f90ecbca-4295-47f7-b182-4550f128c6be', 'route': ['p2', 'e11', 'i1', 'x6', 'p3', 'c3']}
1769746037.49853,RECEIVED,c9a401c5-3c1a-4230-9c1f-4918c7bc7652,805ce442-3e16-4a72-8a78-d15c25c08af4,c3,c2,27,p2,?,surb={'id': '9b9e2e80-1daa-4420-8873-de6459fb6b68', 'route': ['p2', 'e9', 'i12', 'x11', 'p3', 'c3']}
1769746037.5037413,SENT,8d0b0831-daaa-4328-882d-e6a195f1dd96,17a3e126-3e3d-4cfc-8f31-5a4b60f84637,c2,c3,3397,?,p2,
1769746037.5038233,CREATED,b06bc9b1-c352-4e42-b1b2-800bb64b06e9,a2b0d20a-032d-4c62-9046-f881d7f9d397,c2,c3,27,?,?,surb={'id': '00f49e7f-7d90-4783-928c-a717bfadd9ef', 'route': ['p3', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769746037.758083,SENT,15c8bb19-d35c-48de-ae06-c3667fbf75ef,26ef7e30-f689-416a-8a90-21f998a2451d,c2,c3,3395,?,p2,
1769746037.7581644,CREATED,921b6836-c53c-4e55-afaa-8dd1b7990c4b,c9ba4994-eda6-435e-99da-13e7184d339c,c2,c3,27,?,?,surb={'id': 'a7a093b5-48bb-4c6a-b273-d6f9decaf8b6', 'route': ['p3', 'e10', 'i12', 'x5', 'p2', 'c2']}
1769746037.7692704,SENT,92ef94ea-d755-47c4-b6e4-6e137f9fcad5,bec7df74-7bf5-4142-827c-9131be7f5fc2,c2,c3,3377,?,p2,
1769746037.7693515,CREATED,29b467ec-e91d-4b82-aea9-d004c78f7953,a2b6b0ba-69c5-4d0c-ae89-ace0a379f3ad,c2,c3,27,?,?,surb={'id': 'cb10baae-fe94-4672-b537-e9eedc16c076', 'route': ['p3', 'e6', 'i9', 'x3', 'p2', 'c2']}
1769746037.949956,RECEIVED,293fe933-1805-417c-a1b0-563636bed423,2bd9067b-9e04-47e8-b2ba-05c54ba655a7,c4,c2,27,p2,?,surb={'id': 'a4280328-9052-42d0-8e0c-5a8d584cb661', 'route': ['p2', 'e2', 'i4', 'x4', 'p1', 'c4']}
1769746038.0054061,RECEIVED,73f72f0c-8727-4080-aad4-d523707e1fce,c260c8fd-4b3b-41c1-bfdd-b8d8622b1eb6,c3,c2,27,p2,?,surb={'id': '55a0e705-b34d-4f1f-b83c-9ac01aaeed72', 'route': ['p2', 'e11', 'i10', 'x7', 'p3', 'c3']}
1769746038.1684082,RECEIVED,d77d9bb0-68c7-470e-bae7-247573820b91,26bd82e7-bda1-4940-8e84-7a911a13fb63,c4,c2,27,p2,?,surb={'id': '1bea1fc0-6324-4270-801f-ecefc2229ad6', 'route': ['p2', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769746038.2505898,RECEIVED,3ec6d485-b41a-4dd3-a39c-9fbda482fc3d,6f2538b6-b1ef-4ac8-9ee0-224df0e2d612,c3,c2,27,p2,?,surb={'id': '8a7b4f54-c811-4a49-8249-f28174cab8b8', 'route': ['p2', 'e6', 'i6', 'x12', 'p3', 'c3']}
1769746038.4694152,RECEIVED,3cb3ad50-c971-41e6-be75-54fb4c39a4e8,8abc3e61-aa39-4145-834a-2471bc527658,c3,c2,27,p2,?,surb={'id': '9f980015-20e3-4bd5-afa5-1d9c5b4bd517', 'route': ['p2', 'e5', 'i12', 'x6', 'p3', 'c3']}
1769746038.4941971,RECEIVED,3a3d124b-37d8-4096-b29d-8e84d8c856e3,f2abd7bd-3d72-40e8-b68a-348569832cb8,c4,c2,27,p2,?,surb={'id': '560f0e2f-8e1a-4552-a3cc-cba93f948dcd', 'route': ['p2', 'e6', 'i7', 'x11', 'p1', 'c4']}
1769746038.5556917,RECEIVED,5fa73647-f801-4fb3-99b5-c2fea044723d,aefc0851-b559-4572-ad82-f660de48b30c,c5,c2,27,p2,?,surb={'id': 'b98e33ab-4ab7-45bb-ba6c-29f4209b4881', 'route': ['p2', 'e11', 'i12', 'x10', 'p2', 'c5']}
1769746038.7254608,RECEIVED,24a97fd2-5415-4ad2-9f72-0320efd0d2f1,cd9c93f4-d7a4-4a49-b10e-b206419f95b8,c5,c2,27,p2,?,surb={'id': '2a38ce61-32db-4d83-94d3-5191ffe948c6', 'route': ['p2', 'e3', 'i1', 'x10', 'p2', 'c5']}
1769746038.7756152,SENT,d8f7d784-0c1c-4836-ac71-0cd757b20dcf,894267f9-bebc-4cf5-9e10-20a77b201a72,c2,c3,3360,?,p2,
1769746038.7757533,CREATED,bc0c7ac8-5f14-4684-bec8-2c8d00709158,a5ca0f02-d5af-4b3b-898d-074bc40cc9f7,c2,c3,26,?,?,surb={'id': '0a33e93a-4c27-4efa-b1f1-7342238fddb9', 'route': ['p3', 'e12', 'i1', 'x6', 'p2', 'c2']}
1769746038.8379693,SENT,ee1869a0-e296-4ace-b3be-dcb662bf90ff,f808aeaa-9bd8-4fdd-9ca0-23c3b2bc6aa8,c2,c3,3367,?,p2,
1769746038.8381133,CREATED,cfeee44d-c1a6-4c20-b91e-f3e7f923f47b,4d27ec2e-1e68-4606-9b8f-7139c51cc078,c2,c3,27,?,?,surb={'id': '498288ca-1853-48b5-aa6b-772ced39a3fc', 'route': ['p3', 'e3', 'i9', 'x2', 'p2', 'c2']}
1769746038.8917966,RECEIVED,a8605e64-5d86-4ae4-a538-fda4a1861b7a,ea5d3864-1006-4219-b28f-ed723f01c1c7,c4,c2,27,p2,?,surb={'id': '252d140b-cbd2-403c-a38a-64826a345874', 'route': ['p2', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769746038.940307,SENT,b12dc092-8935-4cb8-9550-57081df787f9,9da8ebdc-78f8-4165-b6be-c949e5b8923f,c2,c3,3371,?,p2,
1769746038.940407,CREATED,219d3944-b436-4f40-826e-1f188d469ae1,c8c2991a-bfae-4860-a8ae-a24d35bce94c,c2,c3,27,?,?,surb={'id': '0a1a35c1-8c08-466f-ba57-00ea43d07ba2', 'route': ['p3', 'e9', 'i9', 'x10', 'p2', 'c2']}
1769746038.9947834,RECEIVED,79f17f90-efbc-410b-ad16-f707f288642e,1f0cd6a9-24c6-46c6-9eb3-5b6bcde29489,c5,c2,27,p2,?,surb={'id': '71c75aec-87ed-45de-8be6-2789cb99efdf', 'route': ['p2', 'e4', 'i2', 'x1', 'p2', 'c5']}
1769746039.1397748,RECEIVED,2dd9df16-d2b3-4b4b-8949-1a5c23c4d6a3,a0a45b2b-6ee7-4bac-a6ac-a90f4c93a6ff,c5,c2,26,p2,?,surb={'id': '1622bd0c-96f5-4688-bbfb-5f71ad116ba8', 'route': ['p2', 'e11', 'i12', 'x2', 'p2', 'c5']}
1769746039.1547465,RECEIVED,bdb4bc40-ad51-4cde-ac30-b03767f7ff6e,8393d82d-9f18-494b-a56d-364d9de1972b,c3,c2,27,p2,?,surb={'id': '57002c93-6b6c-4968-9c4b-a1b861033856', 'route': ['p2', 'e3', 'i9', 'x4', 'p3', 'c3']}
1769746039.2297459,RECEIVED,caa89851-7904-4c5b-a62a-93e4e22343a5,abc68c46-f2ee-4ca3-8feb-9c72c6ebb76b,c5,c2,27,p2,?,surb={'id': '7d661c13-4f72-4770-b4ad-d93c60fddc90', 'route': ['p2', 'e10', 'i3', 'x12', 'p2', 'c5']}
1769746039.2688355,RECEIVED,9424f5f4-46fb-44a2-84b3-ef759d50e587,a57b2c9e-0757-4540-a0b9-4c368e7acbf6,c4,c2,27,p2,?,surb={'id': 'e8fc007e-9e8b-4008-903a-85f698be7864', 'route': ['p2', 'e4', 'i11', 'x10', 'p1', 'c4']}
1769746039.3852172,RECEIVED,4de9e355-a502-4f9a-b6f7-9a901ad2da2c,bff2f5fc-2c2f-4771-aa5d-37c3fc5028e8,c4,c2,26,p2,?,surb={'id': 'ac011d59-fad5-4b6a-8b26-405cb613ba8d', 'route': ['p2', 'e10', 'i2', 'x6', 'p1', 'c4']}
1769746039.4476233,RECEIVED,9beafc6d-743e-4e84-8935-e13b4dcf2430,da2f5d85-7cbe-49b6-aa82-f1d5e72f2016,c5,c2,26,p2,?,surb={'id': '09104ac9-50fd-46da-8391-68f197ba1f94', 'route': ['p2', 'e3', 'i7', 'x1', 'p2', 'c5']}
1769746039.5292892,RECEIVED,0125ac5e-e581-4c88-85f2-2e8a44348126,3fcf3a62-9f6c-4159-a41d-1db9e4ea08e0,c5,c2,27,p2,?,surb={'id': '63e40f73-9796-469a-8791-9767861d9dc8', 'route': ['p2', 'e10', 'i4', 'x5', 'p2', 'c5']}
1769746039.5478349,RECEIVED,83578494-1033-4077-82cf-0887efc806be,0f695b75-911c-400b-b0ba-f46052dd4ea9,c4,c2,27,p2,?,surb={'id': '07447ce1-2a7b-4154-82d6-822ebfb1e3ae', 'route': ['p2', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769746039.5566192,RECEIVED,2bd7c6a4-c427-4444-a799-8edc9e17c003,c7b6eeb0-eeb3-46e0-8ad4-97b335c6df4a,c5,c2,27,p2,?,surb={'id': 'df7f9fd3-1e28-45c4-82f8-e20d329fec8d', 'route': ['p2', 'e12', 'i5', 'x3', 'p2', 'c5']}
