timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745503.3944263,RECEIVED,a0edb3d2-c327-46b6-9b2e-fd3aab733fcd,2a938d60-c74e-4251-90ea-981f43c160f2,c5,c2,27,p2,?,surb={'id': '85b0d704-7b64-4237-a6a5-6731a0ed1931', 'route': ['p2', 'e4', 'i10', 'x3', 'p2', 'c5']}
1769745503.5859149,RECEIVED,ebf6b381-1842-4fa2-9a74-4d9beefc1123,8c4052bd-01fa-4b70-ba77-af60fd288df9,c5,c2,27,p2,?,surb={'id': '2c633bf8-20d6-4a9f-a547-d0740c80859f', 'route': ['p2', 'e9', 'i6', 'x12', 'p2', 'c5']}
1769745503.6026995,RECEIVED,8f07aa53-cfe4-4945-98d7-c3a465ab51f3,77ab357b-630e-48f6-8bc1-97390732f5d0,c5,c2,27,p2,?,surb={'id': '60bf0529-6884-4eb2-8e01-637b27f3ecb4', 'route': ['p2', 'e10', 'i6', 'x7', 'p2', 'c5']}
1769745503.607898,RECEIVED,6967004c-1f6c-4ad4-8a21-a6852979e36a,30e64f91-faeb-4294-8e68-5ffa135f3d5d,c3,c2,27,p2,?,surb={'id': '538d4ce7-6fd2-4202-9f40-27673874938a', 'route': ['p2', 'e11', 'i11', 'x5', 'p3', 'c3']}
1769745503.697714,RECEIVED,985f1ec9-eaf5-44ef-9ce8-90d37f45f328,240d56b1-e02c-49d0-88e4-08985692e304,c4,c2,26,p2,?,surb={'id': '9e1eebee-af7e-485a-a0ad-9c6ce6c3d047', 'route': ['p2', 'e4', 'i10', 'x8', 'p1', 'c4']}
1769745503.9472508,RECEIVED,a8223447-6730-4e60-90a4-16c92ebcee0b,b75fe675-0095-4918-a446-32ef7474177a,c5,c2,27,p2,?,surb={'id': 'c0487e3e-0959-44a4-a2cf-7a906964d213', 'route': ['p2', 'e1', 'i7', 'x1', 'p2', 'c5']}
1769745503.9589555,RECEIVED,2ab9512e-4819-4e02-8354-997895542c7d,2230feda-6aba-4788-afe4-ad6a25e145d7,c4,c2,27,p2,?,surb={'id': '01b5e984-4197-437f-963d-3cd9e07dbc4c', 'route': ['p2', 'e10', 'i9', 'x5', 'p1', 'c4']}
1769745504.0145988,SENT,8e35e21b-1a22-4cd7-8ae8-f1ff97fef04f,dfa93d49-3580-4dda-9c35-20ca5a6fd06e,c2,c3,3395,?,p2,
1769745504.0147288,CREATED,6f4edfe1-3c5d-46b8-9649-219d271c40fc,2aae1c88-20d9-458b-a576-1779ed574c96,c2,c3,27,?,?,surb={'id': '728fba75-7045-4b22-819d-4ec65f0b1292', 'route': ['p3', 'e11', 'i12', 'x1', 'p2', 'c2']}
1769745504.0913067,RECEIVED,d73c7639-b70e-441f-a1b2-95540c2c1b8d,b902dfdf-9085-4a63-aeb9-e43c0c4f50d9,c5,c2,27,p2,?,surb={'id': '9701d56a-4829-4a8d-a02a-59081b7ef73e', 'route': ['p2', 'e12', 'i1', 'x10', 'p2', 'c5']}
1769745504.1139703,RECEIVED,c403b103-733a-4878-8c5a-327bee9d31c5,d7f4a55f-b6c6-42ae-9f93-6ccba2bf9a06,c5,c2,27,p2,?,surb={'id': '6429038f-fac6-4273-a310-d480fb3df8b9', 'route': ['p2', 'e5', 'i8', 'x5', 'p2', 'c5']}
1769745504.131642,RECEIVED,42ff6b44-995f-4938-8625-55f26c8c082b,188c54b9-405e-4274-8154-1ba8e1c0ac5f,c3,c2,27,p2,?,surb={'id': '785d2070-fe5b-4414-81e6-7024f2d7323d', 'route': ['p2', 'e2', 'i9', 'x3', 'p3', 'c3']}
1769745504.260611,SENT,0033bffb-014c-4e44-a8ef-a5df60be0acd,38695cd6-a154-4fe6-a432-b7758a4cfde8,c2,c3,3383,?,p2,
1769745504.2607424,CREATED,7d3fda17-cb79-4578-b21a-404b8aa208a3,51bebff5-b4b7-494e-8884-d7949cb09673,c2,c3,26,?,?,surb={'id': '1e5b9188-43d5-4576-8b9a-10c73cfb1f6d', 'route': ['p3', 'e12', 'i4', 'x1', 'p2', 'c2']}
1769745504.4769256,RECEIVED,d469b1b9-6dd6-4d8e-b863-5206e84ca2f3,ca4ff924-428b-41a7-8c60-a34699e32dd8,c5,c2,27,p2,?,surb={'id': '6ebe0a5d-75c0-4dc3-b1d0-cc848509a934', 'route': ['p2', 'e11', 'i11', 'x1', 'p2', 'c5']}
1769745504.5083988,RECEIVED,33cd598c-859e-4274-89a2-4728c439a259,723e850e-3dca-4c61-8cc3-e1f914e98e2a,c3,c2,27,p2,?,surb={'id': '81ec3f55-c465-40df-bb6f-4317abf66b55', 'route': ['p2', 'e4', 'i6', 'x5', 'p3', 'c3']}
1769745504.5239468,RECEIVED,1b38b79b-3711-439c-b9da-74e84d552275,fcfe6330-a471-47c6-9dcc-b060edf7a68d,c5,c2,27,p2,?,surb={'id': 'd01d8dfa-34e3-418a-8c81-b93a3078b9e2', 'route': ['p2', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769745504.808306,RECEIVED,212013a9-afbb-450d-a463-cc95d3f8beec,ef352d5d-5225-470e-b2c9-b18739e478f9,c4,c2,27,p2,?,surb={'id': 'e674d163-0ce1-433c-bcb8-cc0b08f216a9', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c4']}
1769745504.9259841,RECEIVED,1e9046d1-0647-4139-bb18-d2201d907004,d346930e-f5b5-4890-a3e7-b44d1144a8b1,c5,c2,26,p2,?,surb={'id': '2cc46a99-1845-43bc-a454-56cc31a50242', 'route': ['p2', 'e10', 'i6', 'x9', 'p2', 'c5']}
1769745504.9401925,RECEIVED,2dcfd0ab-8959-423c-b487-727d61d394f2,bfd3b8bf-db42-4d09-9382-fb192aa7a9e8,c3,c2,27,p2,?,surb={'id': '90637920-8b69-4b02-80a7-844483f8ac66', 'route': ['p2', 'e11', 'i11', 'x10', 'p3', 'c3']}
1769745505.0066757,SENT,f84937e6-d5e7-4a8e-93fc-5cc9ab29d5eb,1ca15d25-ebc8-472b-ac52-0729c53f7465,c2,c3,3390,?,p2,
1769745505.0068307,CREATED,0b07cafd-d5e7-40c8-9573-12118f3b54b6,be83d068-4ab7-473c-b033-3e482c8abe4b,c2,c3,27,?,?,surb={'id': '49fb861c-481c-4fa8-aacb-f9109ff5375e', 'route': ['p3', 'e3', 'i4', 'x9', 'p2', 'c2']}
1769745505.148979,SENT,ebd314b8-ec95-49da-a01c-c9815ed7953f,2071d032-8b72-4906-9d46-cfef97fcf5b3,c2,c3,3388,?,p2,
1769745505.1492085,CREATED,61e6a4b3-6c59-45d6-af3c-c6be7fe2ef98,032a043b-ded0-4ad5-9e1c-230c14ab5bae,c2,c3,27,?,?,surb={'id': '54e19cf1-9f2f-47ee-9d2c-45a4849de6c0', 'route': ['p3', 'e12', 'i1', 'x12', 'p2', 'c2']}
1769745505.3292649,RECEIVED,22ccdc40-8485-40da-88fa-352f0595dd1b,a9e4de30-b155-4477-8749-2bd8d03b05aa,c3,c2,26,p2,?,surb={'id': '9c7c0d17-417c-40c1-b8c3-566de5ebbac2', 'route': ['p2', 'e2', 'i1', 'x8', 'p3', 'c3']}
1769745505.4689498,RECEIVED,508c25ed-9be4-4bd3-a5cc-62454a02dbbd,edf7d558-1c4e-4bd5-8737-81989f217606,c5,c2,27,p2,?,surb={'id': 'b9abfd54-3db2-4961-b7d7-f4934b4008f2', 'route': ['p2', 'e6', 'i8', 'x5', 'p2', 'c5']}
1769745505.5247478,RECEIVED,89683465-f649-481f-a770-6e835d8762ee,6972a7dc-a42d-4490-b434-1b5df314b613,c3,c2,27,p2,?,surb={'id': '1d02d36d-d8ba-40cf-96cb-10d79f115a1a', 'route': ['p2', 'e2', 'i6', 'x3', 'p3', 'c3']}
1769745505.5388224,RECEIVED,d7661c6d-44a9-432a-b9ca-d6ade5e0f6e6,acd769f5-dc45-435d-ab4c-6778be5984ad,c4,c2,27,p2,?,surb={'id': '269592f7-f3e8-47ab-88ba-89c0c51ba150', 'route': ['p2', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769745505.5893958,RECEIVED,216b1ebc-9168-46f3-bf6d-a39887bfcf04,21c9dc25-41a5-4ec7-b57b-a874cc039343,c3,c2,27,p2,?,surb={'id': 'af3ad45f-42b8-4373-bc16-f8b5591c7ff0', 'route': ['p2', 'e5', 'i1', 'x9', 'p3', 'c3']}
1769745505.6136727,RECEIVED,7577a5f3-8e0e-42cb-8166-1247c89c17e8,7de40e14-2256-4269-ac74-172326c1330e,c5,c2,27,p2,?,surb={'id': '0e534e90-0e2e-4ce9-aca9-7d1ac759cebd', 'route': ['p2', 'e2', 'i6', 'x9', 'p2', 'c5']}
1769745505.6911113,SENT,82772220-5c65-4334-90c4-6b2ce8d433e1,85b898b4-48b0-4b60-8e9f-1dac96f359aa,c2,c3,3380,?,p2,
1769745505.6912875,CREATED,b8b6c637-40aa-4402-911a-dfa802ddc1ae,0b87db78-3a80-4272-b4c1-f6ea66c6c867,c2,c3,27,?,?,surb={'id': 'bb28a787-234e-402f-8cd3-55fd44002153', 'route': ['p3', 'e12', 'i3', 'x1', 'p2', 'c2']}
1769745505.826517,SENT,d0d007b9-08e4-4b33-bc7b-e479d18b0030,bd9eb61b-2bcb-4d39-8c9c-77f43b95637b,c2,c3,3375,?,p2,
1769745505.8266687,CREATED,50453ec1-628f-4e4a-b473-3acb8f77a3f4,7e03b6ca-2215-4e03-8d3e-8ee67fdb5d3e,c2,c3,27,?,?,surb={'id': 'bc88d210-4c78-49e0-8d33-f001f125b62b', 'route': ['p3', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769745505.8544042,RECEIVED,fc661df2-b1e5-4cfd-8273-93250e584024,870b060b-5099-4210-ac98-2d5c7ff5494f,c4,c2,27,p2,?,surb={'id': '55d7ec68-95b9-49e1-8d0d-27eb6e24d98a', 'route': ['p2', 'e6', 'i9', 'x6', 'p1', 'c4']}
1769745506.0369024,RECEIVED,c87e12ec-a83e-475a-b002-82d90405816e,1a784def-4884-4422-8d71-3320a41e74ed,c5,c2,27,p2,?,surb={'id': 'bd15ac37-a536-45bf-a574-ba4c0203709f', 'route': ['p2', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769745506.2455351,RECEIVED,0e45ea86-8252-411c-8ae4-662ab6b08002,ebbcf9ee-3103-49e8-b9a9-982f7d44cd94,c5,c2,27,p2,?,surb={'id': '0287976f-32db-425d-a8e8-98650f094969', 'route': ['p2', 'e3', 'i12', 'x9', 'p2', 'c5']}
1769745506.3522692,RECEIVED,8d7f5653-adc6-4cae-94a7-b6da9604649d,b66461c7-0830-47c7-b20d-6df9bdea85db,c3,c2,27,p2,?,surb={'id': '490a2339-e5b6-459e-99d2-0c351c31d595', 'route': ['p2', 'e6', 'i2', 'x6', 'p3', 'c3']}
1769745506.3740993,RECEIVED,4d091b95-cd71-4b11-aff0-639911161d44,b723c6c9-139b-42ed-9735-35d29fa5f7ce,c3,c2,27,p2,?,surb={'id': '636277c0-6163-47bc-b0a0-a31b67f9a676', 'route': ['p2', 'e3', 'i7', 'x5', 'p3', 'c3']}
1769745506.3975365,RECEIVED,ba58470a-10f0-449c-b43a-6b38d05693ae,49f62862-4686-4c4c-9801-8dbc42384f9a,c5,c2,26,p2,?,surb={'id': '97e234ef-68d3-4503-8306-cacce6db7215', 'route': ['p2', 'e7', 'i3', 'x1', 'p2', 'c5']}
1769745506.5333073,RECEIVED,44c56e35-e2b5-4c68-8c23-12f7c489d67b,7b40a8b3-0705-4325-95b2-e84555c71a32,c4,c2,27,p2,?,surb={'id': 'c38e6777-5771-4bc6-953e-ffdd4284c42d', 'route': ['p2', 'e4', 'i9', 'x11', 'p1', 'c4']}
1769745506.6115031,RECEIVED,c2bb1b29-e93d-4888-9dda-d72989601686,11b45c69-63e6-4f76-afde-5c973b03d221,c5,c2,27,p2,?,surb={'id': 'ba9cb39c-6218-45d1-8cb7-e11bee7c1014', 'route': ['p2', 'e7', 'i8', 'x7', 'p2', 'c5']}
1769745506.7555807,RECEIVED,5218ddbb-51ab-411e-bdaa-44bf54cd7bcc,c7980139-513c-499a-8799-f4fa0db1038d,c4,c2,27,p2,?,surb={'id': '35ac12cc-6f01-4175-8085-5ffc840e8fe6', 'route': ['p2', 'e9', 'i11', 'x7', 'p1', 'c4']}
1769745506.8599033,RECEIVED,47aac98d-76a3-4348-8447-a702536e39fc,5469eddb-f66c-44c0-819b-00a060731253,c5,c2,27,p2,?,surb={'id': '88ce2d89-cf78-4db6-9005-5f87a04e1350', 'route': ['p2', 'e10', 'i1', 'x10', 'p2', 'c5']}
1769745506.95957,RECEIVED,8e67ffeb-091b-465b-a8f8-a3fb3d264aff,b5f5b597-66e6-4425-8978-1cd1f7a927f1,c5,c2,26,p2,?,surb={'id': '74182f07-294b-41eb-8728-240c0d7848ec', 'route': ['p2', 'e12', 'i9', 'x8', 'p2', 'c5']}
1769745506.9738014,RECEIVED,dced0f12-6a17-4994-832d-706244fc57fe,4076d243-d97b-4bce-94f3-665e5dbbb9d4,c4,c2,27,p2,?,surb={'id': 'a9ff1966-96e1-4242-8d6c-7a436918dc2a', 'route': ['p2', 'e10', 'i2', 'x12', 'p1', 'c4']}
1769745507.146702,RECEIVED,e06468ff-b401-4a60-8164-4d64e9e871c8,20ab8600-02f8-4581-9e55-e8ce32f29c79,c5,c2,27,p2,?,surb={'id': 'efb28c3a-380d-4932-870f-708a95a2482f', 'route': ['p2', 'e3', 'i9', 'x1', 'p2', 'c5']}
1769745507.170738,RECEIVED,62a431c9-d9e6-4a23-b518-63cbcd5a783f,635957d1-0a66-48f0-87ac-d457a7f0a02b,c4,c2,27,p2,?,surb={'id': '447236bb-de3c-48d0-b15c-6331cc17a436', 'route': ['p2', 'e7', 'i5', 'x5', 'p1', 'c4']}
1769745507.2097702,RECEIVED,8f468cee-0cc5-46c2-bbbb-0510e86dfe01,d3d71cc1-243f-40d6-8dca-eb4dbacf620d,c4,c2,26,p2,?,surb={'id': 'fde21acc-c039-4cf4-9285-789b962de9b2', 'route': ['p2', 'e4', 'i3', 'x12', 'p1', 'c4']}
1769745507.5978768,RECEIVED,f35bdc2a-72de-4860-a12b-c26ccdd15c87,ec8d6fc5-fff2-45d4-9f96-e2bf0b25bbac,c5,c2,27,p2,?,surb={'id': '53f65b39-53ab-4cab-87ae-155755d85b8c', 'route': ['p2', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769745507.7283282,RECEIVED,e47f787b-1120-45bf-a83a-5f3d8b964d09,32526867-9c43-47a8-83c0-aede0700fece,c4,c2,26,p2,?,surb={'id': '11b477b4-9dd6-4350-853f-19254afc6ba0', 'route': ['p2', 'e1', 'i9', 'x10', 'p1', 'c4']}
1769745507.7376223,SENT,6f379e6a-794e-42b3-8592-9c37ce103482,084a0a2f-67e8-40a8-8f85-97c8119ee1fc,c2,c3,3398,?,p2,
1769745507.7377746,CREATED,4af10ad9-75e2-4ac7-afd1-62581d984d48,1febb323-a05e-4dcb-a669-b6d774fbd4ab,c2,c3,27,?,?,surb={'id': 'e4ac0f4c-c42c-4bbd-800b-38ff75278165', 'route': ['p3', 'e4', 'i10', 'x5', 'p2', 'c2']}
1769745507.8644016,RECEIVED,f65f3c58-a5e7-4587-841a-c13201e42c4d,35597fff-54bc-49a6-998d-b9a59a7c9874,c3,c2,27,p2,?,surb={'id': '02f547b5-f42a-46a5-a28a-ad012f97396c', 'route': ['p2', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769745507.9434164,RECEIVED,7ef2c858-815c-428b-901e-e9c47fd1d572,b7dd4dc9-8321-4a3c-90b8-a9933d7cd0dd,c5,c2,27,p2,?,surb={'id': '3ddafe77-dde8-4108-b1c4-a5333ff4ec5b', 'route': ['p2', 'e5', 'i8', 'x8', 'p2', 'c5']}
1769745507.995714,RECEIVED,5434acd8-7879-457e-9f21-9568cf2753a2,57e67809-1c6b-4021-85f4-3d39f7f052ad,c3,c2,27,p2,?,surb={'id': '638e70df-d38c-4a7c-8284-a14cf1df42ed', 'route': ['p2', 'e10', 'i11', 'x1', 'p3', 'c3']}
1769745508.1357667,RECEIVED,b42512eb-e7e1-4e37-babc-889d39a729c3,7908eef9-81f8-4e9b-89f4-7ce0dcc4186d,c4,c2,27,p2,?,surb={'id': '6ab97ec4-c80d-45de-84d2-2ed8552d037c', 'route': ['p2', 'e12', 'i4', 'x4', 'p1', 'c4']}
1769745508.2965786,RECEIVED,a3823acc-df5c-4e73-b2f8-7e20c3060afc,f3f77fbb-74a1-4a62-95a8-211a312dd7af,c4,c2,26,p2,?,surb={'id': 'c73421dc-1680-4110-97b7-1bc76307403d', 'route': ['p2', 'e12', 'i3', 'x12', 'p1', 'c4']}
1769745508.3160028,RECEIVED,46d19488-fefa-450b-9b86-49d7875dffce,4f7f3f65-e26d-4ea7-874a-70de8bf1b2b9,c4,c2,27,p2,?,surb={'id': 'fcc0c947-ec25-4f24-90c2-71b1278738fb', 'route': ['p2', 'e12', 'i5', 'x6', 'p1', 'c4']}
1769745508.4781718,RECEIVED,9d171e5d-5d60-4459-adbb-74ca469cb3b0,bc58e922-c2a1-4277-8f14-37a2ea51246e,c4,c2,26,p2,?,surb={'id': '14d9960b-c1fc-45d6-b6ac-b3da94329d5b', 'route': ['p2', 'e7', 'i4', 'x12', 'p1', 'c4']}
1769745508.5869277,RECEIVED,77013480-7e82-435f-b846-e5aba2f20d83,110b54da-2fd2-472e-ba79-4a771e95f738,c4,c2,27,p2,?,surb={'id': 'c4351672-efa3-422b-a3bd-f4f866cc0e0a', 'route': ['p2', 'e12', 'i5', 'x10', 'p1', 'c4']}
1769745508.6507468,RECEIVED,1fe4066d-e07d-4d54-9238-bc6c808e5ec7,7109d36b-7424-466d-b171-af3ee88b883a,c3,c2,27,p2,?,surb={'id': 'b10112a1-5286-447d-ba3d-04b7341115f9', 'route': ['p2', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769745508.6525261,SENT,35240a5f-2941-4ad8-ae35-8a4928e4083d,71298621-7717-423e-ac71-397256c699ad,c2,c3,3385,?,p2,
1769745508.6526604,CREATED,27c20d99-6a9f-41fe-966f-265f7be5d2f4,5ff45846-af41-47b4-9212-ad6b9e2871a7,c2,c3,26,?,?,surb={'id': '604dbb01-8a44-4548-b57a-0da4c45d66a7', 'route': ['p3', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769745508.8867042,SENT,8ebf7cf4-4f5a-458e-b40d-1683da6ff54c,6479d6c5-ac77-4ee9-92d0-bfe5d6f5dce3,c2,c3,3355,?,p2,
1769745508.8868372,CREATED,883094b8-9fa7-49ac-aa32-27b0dee8126d,fc588498-376f-4ef5-be5b-1c5bba4bcb4a,c2,c3,26,?,?,surb={'id': '249374e6-648a-42ed-964a-bb173636be71', 'route': ['p3', 'e2', 'i9', 'x9', 'p2', 'c2']}
1769745508.9034169,RECEIVED,ad6fbc62-f888-44ed-9fe0-278f9ee02281,d5cab783-746d-4070-84c0-7437c6f122e5,c3,c2,27,p2,?,surb={'id': 'd6f4c7a9-cf6d-47b2-bfe2-095b243ea7ad', 'route': ['p2', 'e3', 'i11', 'x1', 'p3', 'c3']}
1769745508.9168708,RECEIVED,903ea501-e4e0-4bb9-ab5d-02081f9ce5c1,392826f6-33c9-4c8f-b7d3-9cec0f425101,c4,c2,27,p2,?,surb={'id': '92e578aa-bfd9-47ec-ab4b-8f4dbb84decc', 'route': ['p2', 'e3', 'i12', 'x12', 'p1', 'c4']}
1769745509.0193243,RECEIVED,3a182592-c5ce-449c-99c9-c88b8967421e,f3b91c55-7ee6-47ec-a2d4-fe34e0d3443f,c3,c2,26,p2,?,surb={'id': '2206c82d-99ae-4c85-8f07-8310238283fb', 'route': ['p2', 'e6', 'i7', 'x3', 'p3', 'c3']}
1769745509.0401633,SENT,861580f1-9c4f-4be0-879b-3e8971ab3127,235885e0-57ca-4a57-8614-cdf11d9f959c,c2,c3,3397,?,p2,
1769745509.0403113,CREATED,5ffc62e9-90f2-465a-b391-c88d69bc5132,6f7ddffe-7376-49f0-8ee3-8f272f0f354a,c2,c3,27,?,?,surb={'id': '3807991d-4ef6-46da-8153-ba1785f471b5', 'route': ['p3', 'e9', 'i7', 'x1', 'p2', 'c2']}
1769745509.1148386,RECEIVED,a71c2cd2-5801-4be8-9dc3-5686b44a9f74,06bbcd85-be17-446b-8d6a-507c85c256c6,c5,c2,26,p2,?,surb={'id': '0224edd3-c6c9-497d-a6e6-67c63daea384', 'route': ['p2', 'e1', 'i7', 'x7', 'p2', 'c5']}
1769745509.1528149,RECEIVED,71412494-7003-4294-a0ec-3bdac2c09c0d,3eadb4b1-c55e-42bc-b504-7e93714f6b6a,c4,c2,26,p2,?,surb={'id': 'f87aa658-2106-4362-9f04-6bf0fe43ebc5', 'route': ['p2', 'e6', 'i8', 'x6', 'p1', 'c4']}
1769745509.216085,RECEIVED,31ad4615-c760-425e-b231-ed88edb52a18,e8f5f893-5736-41ea-97aa-84ccda81bce3,c3,c2,27,p2,?,surb={'id': '25d94e6d-a44a-4497-bec8-3d0499e4f258', 'route': ['p2', 'e4', 'i10', 'x1', 'p3', 'c3']}
1769745509.378636,RECEIVED,b5262222-cdd4-4426-a03e-6f9b8a7d5f3f,5cc7b662-8955-4a3b-a68e-1e699cd7d817,c3,c2,26,p2,?,surb={'id': '21702e5a-e310-40d8-9275-9e6892077ce6', 'route': ['p2', 'e1', 'i12', 'x3', 'p3', 'c3']}
1769745509.3960254,RECEIVED,b7675795-1d2d-4bef-9c33-8535a78bcbb8,79593c0f-9c32-48e4-8deb-fa3b029b0abd,c4,c2,27,p2,?,surb={'id': 'a4888d90-1b52-4269-b84e-900216925743', 'route': ['p2', 'e7', 'i2', 'x8', 'p1', 'c4']}
1769745509.4293096,RECEIVED,63f9923f-2483-4f3a-9a5a-0353fa7310ad,198b1ed9-57a2-448f-8c4e-e1460ce52296,c4,c2,27,p2,?,surb={'id': '39e0ac1e-bddc-4fc4-85c0-708057067113', 'route': ['p2', 'e1', 'i5', 'x11', 'p1', 'c4']}
1769745509.5455854,RECEIVED,d94ff25a-67af-4d14-aaeb-ed8447630cd0,3a4266ef-c146-4b83-9d0c-5c3b0cf842b4,c3,c2,27,p2,?,surb={'id': '6215de92-4520-4cad-bc13-729b1ad6e994', 'route': ['p2', 'e3', 'i4', 'x12', 'p3', 'c3']}
1769745509.575614,SENT,fc8077a4-6b97-446c-ac1b-6ba1732a33f3,61bc0eac-d473-4d1a-9121-2101dbb96075,c2,c3,3375,?,p2,
1769745509.575766,CREATED,a27ea049-b1cd-4d75-bfd8-d961da5d038b,87174b37-6448-4726-8e44-654eac9eb9d7,c2,c3,26,?,?,surb={'id': '640abea9-b818-41b1-b5b7-5213f0e8acb1', 'route': ['p3', 'e8', 'i9', 'x9', 'p2', 'c2']}
1769745509.5907211,RECEIVED,e0c13408-3221-4ee6-bd6b-5db7b57e52db,2d919407-08b7-4dc7-aee6-cdf18444950c,c5,c2,27,p2,?,surb={'id': '009bae9e-0470-4371-91d2-e871134ac080', 'route': ['p2', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769745509.6045785,RECEIVED,eec67c3e-f2c6-4f19-bc00-9b49e3198f62,0de2860d-5076-4305-b9cc-fdd5fbe49baf,c4,c2,27,p2,?,surb={'id': '5cf7a976-2e56-43d6-b4d6-7723ab7ea648', 'route': ['p2', 'e8', 'i8', 'x10', 'p1', 'c4']}
1769745509.6899548,RECEIVED,53fae1a0-f902-4f93-8176-200978818ed8,7658e36f-dfc1-44dc-883f-1986e16bf2f2,c3,c2,27,p2,?,surb={'id': '971064ac-a060-4516-819f-ea9976f2f4b9', 'route': ['p2', 'e1', 'i4', 'x7', 'p3', 'c3']}
1769745509.7657425,SENT,c80a656b-568c-4998-b5dd-97d7af503f66,c8868f6c-ae48-48ac-adb1-8f669a3c39a2,c2,c3,3391,?,p2,
1769745509.7658749,CREATED,0184b0c3-bc54-43b6-b44a-ac67c170cc4e,3b7fb8b7-a3dc-4ab8-8b53-af7f74cd631f,c2,c3,27,?,?,surb={'id': '38c0f523-03bc-4268-a82e-f7b20b5d551d', 'route': ['p3', 'e11', 'i3', 'x11', 'p2', 'c2']}
1769745509.8463993,RECEIVED,3cd722aa-4c62-457b-a97f-4d4fd4f3a624,fd6474c3-e9d3-4c3a-9a56-6d06e2644ea1,c4,c2,27,p2,?,surb={'id': 'ba320563-8a5e-4467-ae17-56269e7ac35f', 'route': ['p2', 'e8', 'i4', 'x11', 'p1', 'c4']}
1769745509.890855,SENT,ac3f536b-4285-4c54-9575-88f22395c8d1,a9da722c-5474-4250-9046-5d21b1359209,c2,c3,3390,?,p2,
1769745509.8910022,CREATED,60fd03b4-a939-4425-a329-b0309316514b,16e1f1a2-418e-4118-9c7e-94f53d5460a6,c2,c3,27,?,?,surb={'id': '4242ca18-12dd-4ec7-b61d-e122132f122c', 'route': ['p3', 'e6', 'i4', 'x8', 'p2', 'c2']}
1769745509.957905,RECEIVED,7c4fc462-6329-4de8-9ea5-ae696110fddd,8737040b-4ea4-4b31-adec-9545ef66f29b,c5,c2,27,p2,?,surb={'id': '80ba3e1c-3c69-4070-9ac9-1078efa8a4dd', 'route': ['p2', 'e1', 'i12', 'x7', 'p2', 'c5']}
1769745510.0944228,SENT,09e8bbce-3a7e-4fdd-b0f2-854fc3b98a4e,65da9972-ef7f-4a8a-a7da-2a66f1d10d3e,c2,c3,3391,?,p2,
1769745510.094568,CREATED,2e393ce0-6163-42c0-8a12-be8aae640dba,9c6e63d2-ce11-43eb-9707-3728f5fd5e56,c2,c3,27,?,?,surb={'id': '1c238b37-aeda-41e8-9bad-2ff8be13aa44', 'route': ['p3', 'e12', 'i1', 'x6', 'p2', 'c2']}
1769745510.1926737,RECEIVED,6abedcf8-4a41-442e-af50-ab84620fc25d,d9997809-05f9-42f7-a24d-29da9a25d0c3,c5,c2,27,p2,?,surb={'id': '92edf8b0-7a13-4358-9239-4bbe69c5d51f', 'route': ['p2', 'e12', 'i2', 'x5', 'p2', 'c5']}
1769745510.4147632,SENT,1561b2b7-25a0-4b86-bbb0-505a4a424f3c,e9230fcb-14a0-4034-8125-b156767111ca,c2,c3,3406,?,p2,
1769745510.4148543,CREATED,3a29df4e-9ffe-43bf-927d-95b889c22cc1,b9322bdf-5836-4ace-9270-e3a8ce559e4d,c2,c3,26,?,?,surb={'id': 'ff88bd0a-2dc7-4a16-85ce-0058dbbeeaea', 'route': ['p3', 'e11', 'i3', 'x12', 'p2', 'c2']}
1769745510.5535824,RECEIVED,de3d0e2d-227d-49a1-9d8c-1bf88a566feb,098e8f3e-a638-4cbd-a1eb-92562c5b3130,c3,c2,26,p2,?,surb={'id': 'c18b9f4d-cd29-42c2-841e-e56ec20e8eec', 'route': ['p2', 'e6', 'i5', 'x11', 'p3', 'c3']}
1769745510.5681748,RECEIVED,ab8f3854-800b-41ca-844b-471ca5f85f55,ce7720d4-82ea-4ac0-8f5f-cd7d3287c15a,c5,c2,27,p2,?,surb={'id': '3d101c10-a666-4c34-b609-2425d4a3d1ff', 'route': ['p2', 'e7', 'i9', 'x9', 'p2', 'c5']}
1769745510.6876187,RECEIVED,ebf1ef07-a1a6-4b02-9e52-d555897500ea,36d4fe1c-de1f-4161-a5c0-9b83524ff4a7,c4,c2,26,p2,?,surb={'id': '3a203bab-efa6-4af0-a80e-092627c8af89', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769745510.7102647,RECEIVED,e05542d4-885b-478f-86c8-5a0c6881a5b8,6b7ba9c0-b23b-4e91-ab14-915828bb5e73,c4,c2,27,p2,?,surb={'id': '2ff172da-d63e-496f-b3c0-ec748a6d03e3', 'route': ['p2', 'e4', 'i4', 'x8', 'p1', 'c4']}
