link,llr,obs_count,rate
p1->e8,10.666501673856821,1373,2.266146933339068
p1->e3,8.897079199880245,1292,2.1324558178252553
p1->e9,7.476773589925826,1290,2.1291548026273834
p3->e10,7.229717268223821,640,1.0563248633190119
p1->e10,6.812706978171031,1322,2.181971045793334
e10->i5,6.800946960529843,291,0.4802977112903632
i2->x12,6.376033120932506,274,0.452239082108452
i5->x9,6.045988746779494,286,0.47204517329568346
i1->x6,5.919242035057654,321,0.5298129392584419
p1->e7,5.876377837485727,1292,2.1324558178252553
e10->i2,5.728588901267955,272,0.44893806691058
e8->i7,5.617116265252648,335,0.5529200456435452
i5->x10,5.588971243256725,292,0.4819482188892992
i2->x10,5.452992223068712,281,0.4637926353010037
x1->p2,5.446705019639565,301,0.49680278727972277
e5->i7,5.360453689044176,349,0.5760271520286486
e4->i1,5.293420303718579,265,0.43738451371802833
e6->i3,5.1706579129113575,283,0.4670936504988756
i5->x6,4.943134108704566,335,0.5529200456435452
i1->x7,4.942675214011566,295,0.48689974168610706
e7->i1,4.744742464699081,290,0.47864720369142727
i7->x2,4.7373168536318255,357,0.5892312128201364
i12->x9,4.6526564088118585,279,0.46049162010313177
e9->i3,4.641321157753486,295,0.48689974168610706
i12->x6,4.567551541351454,325,0.5364149696541857
e11->i7,4.5502835485008735,340,0.5611725836382251
x10->p1,4.472198565656691,276,0.4555400973063239
e3->i2,4.369504250670758,261,0.4307824833222845
e4->i3,4.274882148588316,269,0.4439865441137722
i1->x11,4.158607902684076,288,0.47534618849355537
x12->p1,4.1456749953303635,292,0.4819482188892992
i3->x2,4.04957799440415,270,0.4456370517127081
i5->x4,4.049301808092265,277,0.4571906049052598
x6->p3,4.02285184498953,172,0.28388730701698445
e7->i5,3.955782152302314,267,0.4406855289159003
i5->x1,3.6916842616047845,292,0.4819482188892992
e12->i7,3.677844189742398,370,0.6106878116063037
e7->i4,3.601453851889297,248,0.4093258845361171
i11->x7,3.5918794742350055,249,0.41097639213505305
e3->i4,3.577385284428199,246,0.4060248693382452
i4->x6,3.5679701967747546,313,0.5166088784669542
e5->i3,3.4748819389593795,266,0.4390350213169643
i7->x8,3.461915567697047,346,0.5710756292318409
i1->x1,3.3973313907509715,263,0.43408349852015643
e6->i5,3.378401631043652,280,0.4621421277020677
i10->x1,3.354488840214114,275,0.4538895897073879
i1->x10,3.35202898986347,278,0.4588411125041958
e9->i9,3.29942207529614,261,0.4307824833222845
e6->i7,3.279801384293397,320,0.5281624316595059
i10->x9,3.2605248521985866,274,0.452239082108452
i7->x6,3.2451509584083302,430,0.7097182675424611
i3->x6,3.229051720013688,319,0.52651192406057
e10->i3,3.1834063687214584,258,0.42583096052547664
e12->i2,3.1758815617707654,274,0.452239082108452
i9->x1,3.023979402059994,281,0.4637926353010037
i9->x6,3.003044982282522,369,0.6090373040073678
i7->x9,2.9507396292380674,341,0.562823091237161
x6->p1,2.91464609362745,348,0.5743766444297127
i8->x9,2.8998166120894373,292,0.4819482188892992
x6->e12,2.8576258821377936,80,0.13204060791487648
p1->e12,2.8548546791838696,1342,2.2149811977720533
e5->i8,2.7708791390525693,281,0.4637926353010037
p3->e1,2.7408719274873885,656,1.082732984901987
i4->x4,2.73061921730329,259,0.4274814681244126
e7->i12,2.6518952271154266,302,0.49845329487865875
e5->i6,2.6303222181274144,200,0.3301015197871912
e5->i5,2.5981172761314584,251,0.41427740733292495
e7->i9,2.5572598910802657,283,0.4670936504988756
x4->i4,2.52950832251022,63,0.10398197873296523
i4->x10,2.515881514544346,290,0.47864720369142727
e12->i5,2.4875502653444643,301,0.49680278727972277
e7->i10,2.4871764629040927,263,0.43408349852015643
x8->e11,2.4844799004381253,76,0.12543857751913265
x2->x1,2.47584394641345,82,0.1353416231127484
i4->x11,2.475805633981965,285,0.4703946656967475
e2->i12,2.474388749036777,275,0.4538895897073879
x8->e6,2.416516132256307,79,0.13039010031594053
i10->x10,2.3989010425934403,278,0.4588411125041958
x7->i8,2.3836076164565965,74,0.12213756232126075
e9->i7,2.357313260169807,315,0.5199098936648262
e12->i10,2.3346387457845736,277,0.4571906049052598
x6->x10,2.3224359947622135,77,0.12708908511806863
e2->i9,2.309464075526826,297,0.49020075688397896
i9->x12,2.2931957370439164,287,0.4736956808946194
x11->e3,2.293124510216507,59,0.09737994833722141
e1->i9,2.232514561448805,297,0.49020075688397896
e3->i12,2.220068298203656,262,0.4324329909212205
i3->x1,2.2192780268481407,271,0.4472875593116441
e8->i5,2.2109975635453036,266,0.4390350213169643
i12->x3,2.2059626387705196,289,0.4769966960924913
x3->x12,2.195866421699855,79,0.13039010031594053
e4->i4,2.1803221295634794,276,0.4555400973063239
x3->e8,2.1621668815747492,76,0.12543857751913265
x6->p2,2.1500461719543624,365,0.602435273611624
x11->i9,2.1373351695300284,67,0.11058400912870905
e9->i11,2.1197745896850995,289,0.4769966960924913
p3->e7,2.1045671080224757,654,1.0794319697041153
i7->x4,2.0962398044650437,337,0.5562210608414172
x6->e2,2.0789125977139387,75,0.12378806992019671
e11->i5,2.0656151143300825,269,0.4439865441137722
x3->i1,2.061379837997718,66,0.1089335015297731
x10->i1,2.045499311015714,73,0.1204870547223248
i4->x3,2.0215408601901332,277,0.4571906049052598
x4->x11,2.016713913386864,90,0.14854568390423606
x10->i9,2.0097191529320613,71,0.11718603952445288
x9->x8,2.0081875094416324,85,0.14029314590955627
e7->i11,1.9932844379997334,256,0.42252994532760474
x4->i5,1.9748556401937645,71,0.11718603952445288
x6->e1,1.9572187727662635,77,0.12708908511806863
e1->i8,1.9507861593456086,266,0.4390350213169643
x11->e10,1.9396875465708332,78,0.12873959271700458
i2->x1,1.935930503205519,286,0.47204517329568346
x11->i5,1.9248922230418293,70,0.11553553192551692
i6->x3,1.8988339408060195,189,0.3119459361988957
x8->i7,1.8985285330034012,88,0.14524466870636413
x3->x1,1.8973679345759011,77,0.12708908511806863
i12->x5,1.8965306274773939,230,0.3796167477552699
x3->e2,1.8192244427971271,83,0.13699213071168437
x11->x4,1.815445168056332,70,0.11553553192551692
e10->i1,1.8107662114515355,278,0.4588411125041958
x11->e1,1.8088968558293477,76,0.12543857751913265
x10->i7,1.8037233816772016,84,0.13864263831062032
i1->x4,1.7803425143379679,266,0.4390350213169643
x1->i7,1.761784016293265,76,0.12543857751913265
x9->e12,1.7615294984155723,75,0.12378806992019671
x8->x1,1.7490636915074989,81,0.13369111551381244
x10->e11,1.746349370961922,66,0.1089335015297731
x2->i2,1.7409199672590487,64,0.10563248633190118
x9->i9,1.7304169909660958,74,0.12213756232126075
x6->x7,1.7253929001007862,97,0.16009923709678775
x2->x11,1.7046074587741655,87,0.14359416110742818
i11->x11,1.7012360974263014,275,0.4538895897073879
e12->i9,1.6877517868672989,272,0.44893806691058
e1->i5,1.6842708712758734,301,0.49680278727972277
x8->x2,1.678587147208824,74,0.12213756232126075
x4->x9,1.6576279632782187,78,0.12873959271700458
x7->p2,1.6525176155869854,304,0.5017543100765306
e10->i9,1.64694947391519,282,0.4654431428999396
e4->i5,1.646464172191492,278,0.4588411125041958
x9->x12,1.6406269557615847,89,0.14689517630530008
i1->x8,1.6380547363399582,280,0.4621421277020677
x11->i8,1.6292019955278558,80,0.13204060791487648
x7->x6,1.6112325695965195,81,0.13369111551381244
e8->i1,1.6111344826614742,303,0.5001038024775947
x12->x2,1.599955378643993,89,0.14689517630530008
x9->e5,1.5974173203404263,91,0.150196191503172
i3->x3,1.5673016399691138,253,0.4175784225307969
x7->i12,1.5492875823411154,69,0.11388502432658097
x7->x9,1.5351282751398827,92,0.15184669910210796
e7->i3,1.5088871681708493,281,0.4637926353010037
x1->x5,1.4976547316934399,54,0.08912741034254162
e10->i8,1.4973396243981236,290,0.47864720369142727
e6->i12,1.4972194233649434,289,0.4769966960924913
x5->e10,1.485072346589873,55,0.09077791794147759
x7->i6,1.4850371862688272,57,0.0940789331393495
i12->x12,1.4687690173092562,288,0.47534618849355537
e2->i7,1.4652156319698015,359,0.5925322280180082
x4->x2,1.4585166969659875,91,0.150196191503172
x6->e4,1.4558478076034858,108,0.17825482068508325
e10->i12,1.4427359704083047,282,0.4654431428999396
x9->e10,1.4332596485288773,80,0.13204060791487648
x2->x9,1.418869237755354,89,0.14689517630530008
e11->i10,1.414698280055421,276,0.4555400973063239
x6->i5,1.4125576156712532,64,0.10563248633190118
x8->x9,1.4009169352889135,63,0.10398197873296523
x5->i4,1.3869185108923592,67,0.11058400912870905
x12->p3,1.3817333006276815,158,0.26078020063188107
x6->i11,1.3712742758507153,85,0.14029314590955627
x7->x1,1.3648078604197327,70,0.11553553192551692
x7->p3,1.3551972850917133,148,0.2442751246425215
x5->x9,1.350870309804364,65,0.10728299393083715
e10->i4,1.3462739015441771,307,0.5067058328733385
i4->x2,1.3392325054869856,279,0.46049162010313177
e1->i11,1.3354311015526807,272,0.44893806691058
x4->e4,1.329866346855253,74,0.12213756232126075
x3->i10,1.3224917750858323,81,0.13369111551381244
x12->x11,1.3154503078880415,92,0.15184669910210796
e5->i12,1.3146260756418302,290,0.47864720369142727
x6->i4,1.3122626493062404,94,0.15514771429997987
x10->p2,1.2888599218029961,316,0.5215604012637621
x9->e11,1.280428106498035,73,0.1204870547223248
e11->i8,1.2758745002544378,266,0.4390350213169643
e1->i7,1.2751842496416694,331,0.5463180152478014
x9->e9,1.2743579557916682,69,0.11388502432658097
i5->x3,1.2729519071030433,290,0.47864720369142727
x4->i8,1.2561807461515375,73,0.1204870547223248
x10->e1,1.25564251239833,68,0.112234516727645
x9->x5,1.2520671536088122,60,0.09903045593615736
x5->i10,1.2345527032414987,52,0.08582639514466972
i6->x7,1.230918020590689,204,0.336703550182935
x11->e6,1.2301576429490595,67,0.11058400912870905
x4->e3,1.2223384288724395,66,0.1089335015297731
i11->x4,1.2197237373895282,294,0.4852492340871711
x11->i7,1.2104343789058278,99,0.16340025229465965
x3->e6,1.2063314558554534,53,0.08747690274360567
x9->e6,1.1957707975208827,70,0.11553553192551692
x2->i11,1.1849989219968062,60,0.09903045593615736
e6->i8,1.1707384461256662,294,0.4852492340871711
x1->x7,1.1678095443931138,86,0.14194365350849222
x9->x10,1.1598600929329024,86,0.14194365350849222
i3->x7,1.138103229630408,276,0.4555400973063239
x7->e2,1.1329949983146355,69,0.11388502432658097
x10->x2,1.129295734974483,86,0.14194365350849222
e3->i6,1.1260419750041484,217,0.3581601489691025
x11->i10,1.1254435111649235,67,0.11058400912870905
e9->i5,1.1243605622983637,270,0.4456370517127081
i5->x7,1.1199579037571423,257,0.4241804529265407
i7->x7,1.1142856113888948,365,0.602435273611624
i8->x6,1.0927502516719487,340,0.5611725836382251
x7->e5,1.0885046321013823,60,0.09903045593615736
x12->i5,1.080699822335352,66,0.1089335015297731
x9->i3,1.0718609058949253,53,0.08747690274360567
x8->e4,1.0666018812323141,68,0.112234516727645
e2->i5,1.065446455556227,267,0.4406855289159003
x6->x6,1.0629849169278822,42,0.06932131915531016
x4->x3,1.058869599155999,60,0.09903045593615736
i8->x11,1.0557130928031864,274,0.452239082108452
x10->e3,1.0526400443872772,55,0.09077791794147759
e1->i1,1.051153630638325,263,0.43408349852015643
x10->e4,1.0442506915393714,63,0.10398197873296523
i10->x6,1.0429213816351766,329,0.5430170000499296
i2->x6,1.0372610789613415,327,0.5397159848520576
x5->x8,1.0352761283265757,61,0.10068096353509332
i3->x5,1.0341587712205573,211,0.3482571033754867
x10->e8,1.0297753625457418,68,0.112234516727645
i9->x5,1.0265190590665076,215,0.3548591337712306
e12->i4,1.024470250426262,252,0.41592791493186093
e9->i4,1.0141675547782816,273,0.450588574509516
x8->e5,1.0139662867014323,57,0.0940789331393495
x11->e2,0.9946240819191301,72,0.11883654712338884
i3->x12,0.9893290872848777,301,0.49680278727972277
x9->i12,0.9878787704728396,45,0.07427284195211803
e8->i6,0.9850344545181136,209,0.3449560881776148
x1->x3,0.9809401909414399,78,0.12873959271700458
x8->x10,0.9776297815153887,74,0.12213756232126075
x4->i9,0.9773235882035465,63,0.10398197873296523
x6->x3,0.9699712500777204,69,0.11388502432658097
x11->x6,0.9659870245527875,99,0.16340025229465965
e6->i2,0.9618819096590716,274,0.452239082108452
x10->e7,0.9561458049342857,75,0.12378806992019671
x7->i10,0.9466643974302622,72,0.11883654712338884
e9->i1,0.9416603798488055,258,0.42583096052547664
x2->x12,0.9400734221576172,66,0.1089335015297731
i12->x7,0.9209622280079461,275,0.4538895897073879
x2->e8,0.9199080134926874,78,0.12873959271700458
i12->x4,0.9131129791923271,294,0.4852492340871711
x2->i5,0.9037770158575018,72,0.11883654712338884
x5->i3,0.9020593199694895,49,0.08087487234786185
x6->i6,0.8945416597403808,48,0.07922436474892589
x4->e1,0.8925899352430546,56,0.09242842554041354
x9->x3,0.8876514020300208,79,0.13039010031594053
x12->x6,0.879190472765286,110,0.18155583588295518
x6->i9,0.8756971121765984,84,0.13864263831062032
i9->x9,0.8703163908453107,263,0.43408349852015643
i8->x8,0.8555603569038448,255,0.4208794377286688
x1->e11,0.8473918438954895,65,0.10728299393083715
x12->e11,0.8457849484709783,74,0.12213756232126075
x11->x7,0.8362395036875343,88,0.14524466870636413
e12->i1,0.8338766291502671,276,0.4555400973063239
x4->i1,0.824461857217984,54,0.08912741034254162
e4->i11,0.8172972750690741,267,0.4406855289159003
x1->i3,0.8163312728404719,57,0.0940789331393495
x8->i3,0.8124849317405864,73,0.1204870547223248
x2->e5,0.8090851360985507,76,0.12543857751913265
x2->e12,0.8086605280300283,71,0.11718603952445288
x3->i8,0.8043715756895802,80,0.13204060791487648
e11->i12,0.804198579155619,266,0.4390350213169643
x1->i6,0.803976704617285,55,0.09077791794147759
x2->e2,0.7800923357132836,87,0.14359416110742818
i3->x8,0.7776174566093133,286,0.47204517329568346
x9->x7,0.7771768044194882,74,0.12213756232126075
x12->x4,0.772560459444513,73,0.1204870547223248
x10->i4,0.7682615829663204,62,0.10233147113402928
e11->i11,0.7675582091048998,273,0.450588574509516
i5->x5,0.7651895222357163,217,0.3581601489691025
x9->x11,0.7633907527128576,65,0.10728299393083715
x6->e9,0.7535554524488184,90,0.14854568390423606
e8->i2,0.7488861106514522,288,0.47534618849355537
x2->i3,0.7443023213611957,76,0.12543857751913265
x7->x11,0.7426500223148826,69,0.11388502432658097
x10->x7,0.7389227025905747,74,0.12213756232126075
x3->i3,0.7364078379257109,76,0.12543857751913265
x3->x6,0.73465888539174,93,0.15349720670104391
x1->e12,0.7315772377006615,92,0.15184669910210796
e1->i12,0.7293573824367119,287,0.4736956808946194
x8->i12,0.728469122673526,80,0.13204060791487648
x10->i10,0.7200843010460822,73,0.1204870547223248
e10->i10,0.720026694543427,256,0.42252994532760474
x3->x2,0.7195856018809668,72,0.11883654712338884
e9->i2,0.7157692304528709,280,0.4621421277020677
x10->i11,0.710183894910756,65,0.10728299393083715
e11->i9,0.7042390990148819,280,0.4621421277020677
x12->x10,0.6890490698469689,78,0.12873959271700458
x10->e9,0.6879030341123222,67,0.11058400912870905
x8->i8,0.6860811131561544,62,0.10233147113402928
x5->i12,0.6857856672966545,65,0.10728299393083715
i7->x1,0.6812505877719497,335,0.5529200456435452
x6->e10,0.6751291249601472,89,0.14689517630530008
i10->x3,0.6742127514477305,301,0.49680278727972277
x12->x8,0.673966182912257,84,0.13864263831062032
i3->x10,0.6689795013190523,244,0.40272385414037326
x5->e4,0.6673470391855183,56,0.09242842554041354
x3->e4,0.6489033078238666,67,0.11058400912870905
x7->i4,0.6416954170494931,57,0.0940789331393495
x8->x5,0.640699503310465,73,0.1204870547223248
x4->x12,0.6370921837786501,78,0.12873959271700458
x11->x12,0.6256788850653692,74,0.12213756232126075
x1->i1,0.6243784558546857,67,0.11058400912870905
x6->i12,0.6240088894305824,79,0.13039010031594053
x4->i2,0.6211116617830061,80,0.13204060791487648
p1->e6,0.6207841432059409,1341,2.213330690173117
x2->x7,0.6159809189151124,86,0.14194365350849222
x10->p3,0.6127008580037057,164,0.2706832462254968
e12->i12,0.6000685536066985,260,0.4291319757233486
x11->p2,0.5862167833374938,304,0.5017543100765306
x6->e11,0.5848915072632295,80,0.13204060791487648
x9->e1,0.5808936376897309,64,0.10563248633190118
x5->e5,0.5769484663549473,64,0.10563248633190118
x9->i4,0.5680320167313786,68,0.112234516727645
x9->e4,0.5652346263449077,84,0.13864263831062032
x1->x6,0.5635275318848194,93,0.15349720670104391
x7->x8,0.5559842436991769,93,0.15349720670104391
x12->x1,0.5555400836954236,86,0.14194365350849222
x9->x1,0.5551198413618517,86,0.14194365350849222
x4->x1,0.5487594716892383,70,0.11553553192551692
x12->e5,0.5385015537527433,79,0.13039010031594053
e1->i3,0.5348578328639775,283,0.4670936504988756
x5->e1,0.5170432888077734,41,0.0676708115563742
x11->i6,0.5117045929307018,57,0.0940789331393495
i2->x9,0.48708216253977366,267,0.4406855289159003
x10->i2,0.4864272097172311,81,0.13369111551381244
x1->e9,0.47550644872177195,87,0.14359416110742818
x2->x5,0.47198406140735116,58,0.09572944073828545
x10->x4,0.4679313295249816,78,0.12873959271700458
x4->i10,0.46746785374251676,72,0.11883654712338884
x6->i2,0.4572387076096023,95,0.15679822189891582
x7->e4,0.43932784225383603,74,0.12213756232126075
x11->x8,0.421717093783883,95,0.15679822189891582
i3->x9,0.4169979487980182,277,0.4571906049052598
x12->e3,0.41565620275839343,76,0.12543857751913265
x6->e5,0.41473246748829684,87,0.14359416110742818
x4->i6,0.4106545571879101,60,0.09903045593615736
i9->x10,0.40787308817257273,280,0.4621421277020677
x7->i7,0.40555450948883376,88,0.14524466870636413
x4->x8,0.4037690883789553,77,0.12708908511806863
i8->x7,0.4031767505260042,268,0.4423360365148362
x8->e9,0.40184018974201763,72,0.11883654712338884
x11->e8,0.39511480769365637,67,0.11058400912870905
i8->x12,0.387719413443663,299,0.49350177208185086
x2->x8,0.38739638129580545,66,0.1089335015297731
x3->i5,0.3822350520197224,78,0.12873959271700458
x7->e3,0.3777921208152337,65,0.10728299393083715
x4->e8,0.3706987979041534,61,0.10068096353509332
i1->x12,0.3683615580182069,297,0.49020075688397896
x10->x5,0.36160307724161367,73,0.1204870547223248
x2->p2,0.35523365237809745,304,0.5017543100765306
x12->x7,0.34244072439398465,74,0.12213756232126075
i7->x11,0.34133221447953943,337,0.5562210608414172
i9->x4,0.3401268718266488,256,0.42252994532760474
x1->e1,0.32978468098508085,68,0.112234516727645
x6->i3,0.32892035656606033,76,0.12543857751913265
x3->x7,0.3242469707754898,78,0.12873959271700458
x2->x4,0.3220876546118028,88,0.14524466870636413
x1->i4,0.3217649244409948,91,0.150196191503172
x1->e5,0.31867259487988786,70,0.11553553192551692
e3->i3,0.31843091943720037,274,0.452239082108452
x8->i10,0.3180193036231902,68,0.112234516727645
x9->i7,0.30504200657471614,71,0.11718603952445288
i12->x10,0.303256036623198,266,0.4390350213169643
i11->x5,0.29103149422913255,222,0.36641268696378226
e3->i8,0.2882216721214643,278,0.4588411125041958
x8->i6,0.2838971653972493,52,0.08582639514466972
e8->i9,0.2830880602392556,274,0.452239082108452
