timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391952.8679981,SENT,5656d07d-0cf4-4317-b04c-7afa0d84c8ad,196e7f33-9eb1-4b53-8645-b6a6dfa9a42c,c4,DROP,2022,?,p1,
1769391952.8682268,CREATED,56fe937f-69f8-488f-91db-5b6b48912ff4,08922e0a-5de1-4605-b4f8-8d3dcc07cf11,c4,DROP,27,?,?,
1769391953.0328572,SENT,6ee17b9b-9b31-43c1-bdb9-32bb9bc2fd3b,ce72819b-8c78-4e49-be35-d2e61060d491,c4,c2,3363,?,p1,
1769391953.0330112,CREATED,a6728b50-b7f0-483a-b204-2e6a972c99fa,40d9a94d-8292-4fb6-a9bc-7065edd1dbdb,c4,c2,27,?,?,surb={'id': 'f828c6f8-d626-4de5-a5c8-d97ec7c680fa', 'route': ['p2', 'e3', 'i5', 'x2', 'p1', 'c4']}
1769391953.0826383,SENT,8898d79d-830b-487d-bed7-11c09ffd9b73,b9ecf3a7-5393-4137-9113-5f226b5226f1,c4,DROP,2021,?,p1,
1769391953.0827746,CREATED,9e8efc41-d7e9-458f-85d2-49eb9d9dae05,5f663a70-ca42-44a1-8f02-8bca67803654,c4,DROP,27,?,?,
1769391953.2179627,SENT,a8a29d11-54e1-4447-9cf5-be4588844863,6fe01f77-bd21-47ad-a004-4ffe5fb10465,c4,DROP,2027,?,p1,
1769391953.2181244,CREATED,23e36113-339a-4fa4-b1c6-059820a61e4d,928fc068-6b97-4a9e-9860-716d5dec7497,c4,DROP,27,?,?,
1769391953.762911,SENT,22355ab6-fa30-4f19-8498-2155b52dfc34,23632513-abe7-4794-b04f-38ef712bd439,c4,c2,3379,?,p1,
1769391953.763094,CREATED,68b36499-ded6-40e7-9aca-4b4b5f1a0e8f,6489e8a4-bd5c-46c8-9081-3db74ff30cf5,c4,c2,27,?,?,surb={'id': '6e2af2c9-0c29-4810-ad4d-56302da7c157', 'route': ['p2', 'e7', 'i6', 'x10', 'p1', 'c4']}
1769391953.807212,SENT,52a41660-435c-492d-bcd3-b1a9858d07be,73e0b993-b383-42a1-84c6-3c643989b111,c4,c2,3374,?,p1,
1769391953.8073652,CREATED,0da95ff5-d1a8-4794-a21d-0c941c4016bf,d2d0a958-dfde-43fc-9b36-80455c130492,c4,c2,27,?,?,surb={'id': '3827df7c-9ad2-42e4-8fd5-cd89f7772951', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c4']}
1769391954.0557353,SENT,086b49e8-6488-4c28-a78c-4d7cf75d8b57,64f4573c-e5c9-4661-8bee-24f1ece4ce21,c4,c2,3371,?,p1,
1769391954.0558815,CREATED,6356c0dd-c9ce-42f9-8f79-e4ad2d5ce878,a3533c42-05ec-48cd-ace2-4090c996df33,c4,c2,27,?,?,surb={'id': '4fca4fb6-e4a3-4a18-af00-8d8a9cb3dcd7', 'route': ['p2', 'e1', 'i4', 'x12', 'p1', 'c4']}
1769391954.1053107,SENT,053551a4-afe2-4627-9554-27f9fe2bc333,80082e63-65fd-43f2-93de-c9baa14c6e97,c4,c2,3359,?,p1,
1769391954.1054602,CREATED,40cd58f8-6c1d-42e0-8f53-96348df33e9b,63983dc0-9498-4d9e-9205-a9857f4fcf68,c4,c2,26,?,?,surb={'id': '4f87437d-8256-4483-9137-32f19a83c249', 'route': ['p2', 'e4', 'i7', 'x1', 'p1', 'c4']}
1769391954.4036977,SENT,20ae7cbd-415d-4242-8085-8c60434d206c,2fd8c037-ff00-40b7-9ac5-dcc9ab389743,c4,DROP,2044,?,p1,
1769391954.403826,CREATED,a066b722-2121-4116-a2b3-f54c20adcdc1,8337469f-43b8-4041-a155-90c2339e69f4,c4,DROP,27,?,?,
1769391955.1141675,SENT,a0466434-32f1-44bc-a45f-96f7077b5eaa,0052aade-f4a7-4e34-a888-0ca6847fbcde,c4,c2,3363,?,p1,
