timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769392119.84888,SENT,c7267cea-6fcc-4a31-862c-bcba7186693d,75886c22-b0a9-4233-90b3-717664a4813a,c5,c4,3379,?,p2,
1769392119.849034,CREATED,ccfb7577-11de-408c-a674-7164e4d6f67a,ff1e65fb-713a-406c-87c1-c8d7c5b8c982,c5,c4,26,?,?,surb={'id': 'c1f3e89b-7806-43f9-af6e-59c1b2cb899a', 'route': ['p1', 'e7', 'i4', 'x10', 'p2', 'c5']}
1769392119.8895483,RECEIVED,9a6b055b-6086-47a5-a1e5-2802b84f2ea2,580b72e4-18aa-43bb-a8f4-32f073cba1be,c2,c5,26,p2,?,surb={'id': '6e160669-5417-447e-93ad-dbd7c07aef0b', 'route': ['p2', 'e5', 'i9', 'x5', 'p2', 'c2']}
1769392119.9086707,RECEIVED,3e7626f7-4dad-4fe9-a076-87ae30933c40,75d9b2f1-465e-4a30-a8eb-3c82fa2b8af1,c1,c5,27,p2,?,surb={'id': '51de474e-3367-4000-8549-ca2f13fa9d40', 'route': ['p2', 'e3', 'i1', 'x7', 'p1', 'c1']}
1769392120.0124266,RECEIVED,7d87252d-1fc8-4509-b115-c9bb3cba49c4,47daf895-5775-4b2f-a91c-6b20ed1561cc,c2,c5,27,p2,?,surb={'id': '6cb537b1-0e74-43cf-82a4-38ba803159ca', 'route': ['p2', 'e10', 'i10', 'x8', 'p2', 'c2']}
1769392120.0648096,SENT,26720226-54d0-4728-8c85-46313f44b1d8,5f1358b2-b8a9-469c-96ac-cc4f3772abb4,c5,c4,3403,?,p2,
1769392120.06496,CREATED,d744376a-741a-46da-9608-ca4216c75d3c,93110f76-3ffa-4f2d-adc1-088f082b19e0,c5,c4,27,?,?,surb={'id': '662504d6-986c-4e79-beee-d22bd697e878', 'route': ['p1', 'e9', 'i10', 'x12', 'p2', 'c5']}
1769392120.4423113,SENT,2f9aa955-3135-4014-8205-72731e56fc41,f06756a9-1ea8-4570-bebd-9f38af009112,c5,c4,3372,?,p2,
1769392120.44246,CREATED,818f2a7a-78c1-460a-aef1-fcf23f383db6,4be1ec2f-841e-4377-8805-f7b48accb788,c5,c4,26,?,?,surb={'id': '14bc53ab-85bb-48e8-a6e6-917f932f40e7', 'route': ['p1', 'e7', 'i5', 'x11', 'p2', 'c5']}
1769392120.5119529,SENT,b5276ab1-a513-42e2-b4d5-e747ccd18be7,a033bf14-0562-47bf-9a11-648ab44e02b0,c5,c4,3384,?,p2,
1769392120.5121317,CREATED,f3f361a2-c880-4691-843b-c8f9b5e0ff40,cb1050e8-87a2-43b3-ad68-421d1ceb5ca7,c5,c4,27,?,?,surb={'id': 'be811036-4948-4304-a045-a859a76ea450', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c5']}
1769392120.7115574,SENT,a0387561-cc47-4a60-b59c-b9b9fdbf5613,cf261991-a8cb-4275-bf6f-b4037b086f15,c5,c4,3397,?,p2,
1769392120.7116992,CREATED,a38dc2aa-b8bb-422f-a217-d0617859e22f,fea88165-890b-4393-b409-c93430d7199c,c5,c4,27,?,?,surb={'id': '5cd37160-dab3-4e45-ab51-d639763b17ea', 'route': ['p1', 'e7', 'i3', 'x7', 'p2', 'c5']}
1769392120.7637744,RECEIVED,226cb0d8-4429-45cb-ac51-d412926cd0e0,9b9a3839-1e6d-4d02-b0af-8c37767df630,c2,c5,27,p2,?,surb={'id': '7b5bc05b-3cee-4ba0-8cae-e9a5d695a688', 'route': ['p2', 'e5', 'i9', 'x7', 'p2', 'c2']}
1769392120.7918086,RECEIVED,fae1473c-f0a1-4f16-a4db-509b5047ebc4,cfd26fe3-ff20-4dea-bfa9-f009af5345e0,c1,c5,27,p2,?,surb={'id': '0505ec1f-4350-4cf1-8e8e-5924e5fc3503', 'route': ['p2', 'e8', 'i12', 'x9', 'p1', 'c1']}
1769392120.9395134,RECEIVED,676ef2b1-54c4-4c35-8922-30c4b0b3a33b,30db7168-0aa2-4088-98a5-85d65996d55b,c2,c5,27,p2,?,surb={'id': '2b8087e8-5d35-49a4-9fe4-d2d67e43b997', 'route': ['p2', 'e6', 'i7', 'x11', 'p2', 'c2']}
1769392120.9499857,RECEIVED,e4d7c40d-6884-4221-ac0a-8aab77a759df,8b367646-9fb2-4af1-9094-9bd0d6462355,c2,c5,26,p2,?,surb={'id': '76cc5a99-acaf-4bd4-833f-da508381516c', 'route': ['p2', 'e5', 'i6', 'x3', 'p2', 'c2']}
1769392121.1784422,RECEIVED,75c9ede0-aae0-447f-b96e-bf7bc09d6a03,e0d305a2-5c06-4ae4-836a-9f86ffa199db,c2,c5,27,p2,?,surb={'id': '3a302025-1487-4622-8a0b-6a2439093130', 'route': ['p2', 'e1', 'i10', 'x12', 'p2', 'c2']}
1769392121.4812198,RECEIVED,3abe640f-4aa9-41d4-ae6b-c6a288d816b4,a82a4950-62a2-42fb-b1c3-0bcaebced74c,c2,c5,27,p2,?,surb={'id': '5837cbad-3e1d-460c-bd9c-822a81bc1161', 'route': ['p2', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769392121.58535,SENT,1c91e82d-3ce3-4841-b7c8-178fd9cf53e4,3cfe7ee2-be2c-4621-aefe-478dbe892932,c5,c4,3375,?,p2,
1769392121.5854928,CREATED,182761c1-5cad-4733-a5ff-55e85fc491d9,ae91e85e-b61f-46c4-b27f-c5dc69e7edc9,c5,c4,27,?,?,surb={'id': '39573383-7b69-4bb6-9a19-b6ce9f1d1231', 'route': ['p1', 'e4', 'i3', 'x6', 'p2', 'c5']}
1769392121.6132042,SENT,3c555c2e-f645-4f05-952b-662befed908b,eb27d62b-2c9e-43f2-bc6c-2bb06566e9b5,c5,c4,3396,?,p2,
1769392121.6133676,CREATED,e916d021-c56c-47ce-b5e6-267da3ef2c49,4103ba80-b20e-487a-9fda-18660170d774,c5,c4,27,?,?,surb={'id': '79824e9e-69cb-4b4b-a642-283351b4c084', 'route': ['p1', 'e11', 'i11', 'x10', 'p2', 'c5']}
1769392121.8435872,RECEIVED,070a6a05-3847-4daa-82a6-58be218a19af,e6ecfb25-fea3-405f-860c-870da3980f5e,c1,c5,27,p2,?,surb={'id': '77141b34-76aa-4eb0-806e-e0750adbcb25', 'route': ['p2', 'e3', 'i8', 'x11', 'p1', 'c1']}
1769392122.1409929,SENT,4578bbb3-e433-4ea2-b7a0-35be7d1d0e5c,938e5784-ac71-4bc1-9245-3661069e0596,c5,c4,3371,?,p2,
1769392122.1411886,CREATED,d4efbc20-f9ea-4fa8-b463-4ada0d9c61ca,20616c42-d2a3-49d6-9c57-0ca94491b76b,c5,c4,27,?,?,surb={'id': '1fa90e31-4de4-4950-afee-6a5a09c5e526', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769392122.30775,RECEIVED,2130fa30-529d-4e3f-99fa-6bce1745449c,3d252e04-4dd2-4340-ba2d-3d2deaf74a94,c2,c5,25,p2,?,surb={'id': 'a6e16805-2d67-43c3-8e98-cf015887346f', 'route': ['p2', 'e2', 'i7', 'x3', 'p2', 'c2']}
1769392122.468195,RECEIVED,bb72174a-89e2-405b-aa87-f6a214f21720,36cd58e2-f940-4fed-88d0-3d45ffa3ffb1,c2,c5,26,p2,?,surb={'id': 'af93d5f6-dd0b-4cfc-95fe-633264a74856', 'route': ['p2', 'e2', 'i8', 'x2', 'p2', 'c2']}
1769392122.491761,SENT,821d21ec-38d9-4bed-9f38-4290ec01f090,7542e7aa-1790-48e3-9715-d02224948116,c5,c4,3400,?,p2,
1769392122.4919107,CREATED,d50cc120-cae8-455a-90b8-2bca6976ce70,278297bd-eb47-41a8-be6a-042fd2a39e2e,c5,c4,27,?,?,surb={'id': '0ac8fd99-3498-4602-8a14-afad46239577', 'route': ['p1', 'e11', 'i11', 'x8', 'p2', 'c5']}
1769392122.637232,SENT,cd96c278-34a6-4de5-8511-e7a5b8a98e53,6ad554d5-66f4-45d4-8d82-9f5f854a9b49,c5,c4,3387,?,p2,
1769392122.6373804,CREATED,23f1b843-b21d-4328-99c9-897057c5ee09,d675d523-7d73-4605-866c-ce783ccf84b5,c5,c4,26,?,?,surb={'id': '6abb7e90-0d2c-4e59-9bea-c7e9fee32b6c', 'route': ['p1', 'e2', 'i1', 'x7', 'p2', 'c5']}
1769392122.775828,SENT,69c5fd0d-8e4e-4f71-bbec-a3855d758a5d,7d099d09-aea1-42c3-bf47-faa184d10094,c5,c4,3379,?,p2,
1769392122.77598,CREATED,fa090369-0d2e-4e48-99b0-490a38ae38b1,cdc5cb44-be9f-4ea1-b971-c77ed9aae64e,c5,c4,26,?,?,surb={'id': '36efe28c-077e-4201-becc-438d6460a526', 'route': ['p1', 'e10', 'i1', 'x1', 'p2', 'c5']}
1769392122.8409693,SENT,6b10cd10-dbb6-408b-b4d5-d8b6dd2fe9ad,abc8d52b-b1b7-4ccc-a94d-a2c42620c4a2,c5,c4,3367,?,p2,
1769392122.8411036,CREATED,b6f04e09-bb34-4e45-9900-6ed6f43c1194,16123f91-5222-4e20-a5d1-f9a4cdb45e31,c5,c4,27,?,?,surb={'id': 'd4ae1681-2473-49d7-8cd8-d4e344157f08', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c5']}
1769392123.0347776,RECEIVED,abafa998-de95-41ae-ab36-90b8baa85b35,64e7ec8c-572e-441b-925e-fa92df47b3fd,c2,c5,27,p2,?,surb={'id': '75b94a02-5ed1-4980-b338-afcadea89d74', 'route': ['p2', 'e3', 'i3', 'x7', 'p2', 'c2']}
1769392123.2973957,RECEIVED,946bf9d1-dca7-455e-bf39-d52ff485832c,096338d8-c05f-4add-b73d-10956643acce,c1,c5,27,p2,?,surb={'id': 'ee0e4d0b-34a7-4afc-aee4-76ba892ba63b', 'route': ['p2', 'e3', 'i7', 'x10', 'p1', 'c1']}
1769392123.4271796,SENT,8ca92da2-c7dd-4cd6-aadc-66d6e872be8a,416baa28-07dd-4f39-8b26-63a3d516ac6f,c5,c4,3400,?,p2,
1769392123.427305,CREATED,a827941e-097f-4d3e-b14d-d9bc6a8c6c05,dd579997-fa65-4712-8cec-a0172f365cde,c5,c4,27,?,?,surb={'id': '1b8ab5cc-fbd4-444d-9b02-86d07b4d9326', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769392123.4498088,SENT,fd6fc812-cd9e-428e-83a2-61c0b45c3584,e25c253a-917c-474c-9a51-1e4aa79926b4,c5,c4,3392,?,p2,
1769392123.4499571,CREATED,557f9ac4-da17-4be3-ba6e-eca878ac85d9,47654f51-865d-410c-9930-42cd0f3c1102,c5,c4,27,?,?,surb={'id': '4a763da1-d47c-41d4-9d36-3828eb0cd80e', 'route': ['p1', 'e1', 'i4', 'x12', 'p2', 'c5']}
1769392123.625463,RECEIVED,ed89d87d-5cc4-4020-8d6f-a612abd17449,54317209-2f34-4cf4-a225-6a8a94605b10,c1,c5,27,p2,?,surb={'id': '220403bd-7a0d-4408-abf9-064fd4a90a59', 'route': ['p2', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769392123.6809735,SENT,2d21c8eb-80ba-47a6-a748-af1e5ebd910a,46b37f68-f401-4940-8536-3b6bca59ec62,c5,c4,3375,?,p2,
1769392123.6810954,CREATED,b268e0b4-b8a8-4aee-a189-e8675a920b8e,4bbdeae2-6821-4669-a7fc-fdfedfad76ea,c5,c4,26,?,?,surb={'id': 'c0a26009-a4b3-4fc5-8a06-2c47ae385822', 'route': ['p1', 'e12', 'i6', 'x1', 'p2', 'c5']}
1769392123.982417,SENT,72b50960-a12a-4011-a4ae-cd22fed34ac4,562e1823-7fe8-40b3-9b88-faaee27bb5cb,c5,c4,3380,?,p2,
1769392123.9825187,CREATED,9c229a9a-df37-4677-b2ad-a056eef2795e,d0925c88-dd49-44ea-8e1b-b80745ff55f7,c5,c4,27,?,?,surb={'id': 'e06f93b4-a71f-45f0-bde1-929cb3b5cee7', 'route': ['p1', 'e3', 'i7', 'x5', 'p2', 'c5']}
1769392124.0983505,RECEIVED,4645b6c3-b2ea-461c-9df6-8535aa7a5642,79d43fa9-d340-4fea-a75d-9253d63ea404,c2,c5,27,p2,?,surb={'id': '53c52fa0-1fb8-41a7-8670-21da064841e9', 'route': ['p2', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769392124.2294753,SENT,755607ac-4469-44fa-9fd6-906a81eca3e9,c87a4c4a-98e0-4d03-8e8a-0778ae9dda93,c5,c4,3398,?,p2,
1769392124.2295754,CREATED,64ed3639-5e01-428a-83c9-591fcec9f767,2e43f7aa-c0f2-4deb-afc6-e967d1e63505,c5,c4,27,?,?,surb={'id': 'e635a95d-9152-4b59-9e55-b5f14e6a33e3', 'route': ['p1', 'e12', 'i11', 'x5', 'p2', 'c5']}
1769392124.3043427,RECEIVED,32af3981-7ec2-4a04-a6cd-1e83de0b762b,472d42ab-21ef-4132-8e84-39c4719f7215,c1,c5,27,p2,?,surb={'id': 'de0bd1c5-4ac8-4d42-a2ae-e0b66e9c30e0', 'route': ['p2', 'e11', 'i10', 'x5', 'p1', 'c1']}
1769392124.4992018,RECEIVED,b738922e-fb21-4156-957f-f31a9850b4a8,fa73392f-a423-44ae-9fd1-f63a9b5d09db,c2,c5,27,p2,?,surb={'id': '7864153e-1fd2-412c-ae24-c7bbeccc3c87', 'route': ['p2', 'e7', 'i2', 'x9', 'p2', 'c2']}
1769392124.5258522,SENT,e98a2167-03dc-4587-9f4c-908a0b216ed7,418315cd-1ab6-4374-b1d8-7468f6957dcc,c5,c4,3384,?,p2,
1769392124.5259478,CREATED,f691b195-d3b6-46a7-b2e9-acaf88018db7,288f38bb-0449-4b2e-93e7-e0c8451d2f25,c5,c4,27,?,?,surb={'id': '69175a26-23d8-49e8-8147-dcd846076c27', 'route': ['p1', 'e3', 'i5', 'x10', 'p2', 'c5']}
1769392124.8693783,RECEIVED,a8f9ee2f-4a85-4096-9213-4f715a492acf,c6fa81ee-176e-4c9c-bc3b-7757878b9844,c1,c5,26,p2,?,surb={'id': 'c3ef95ae-69f5-42e5-a07e-eb0d97634fd0', 'route': ['p2', 'e9', 'i8', 'x8', 'p1', 'c1']}
1769392125.0737245,RECEIVED,ab393c73-231e-4291-af7a-7e91c6cc9457,51112ccd-81bb-41b6-a054-b1278731fd4f,c1,c5,26,p2,?,surb={'id': 'a3a73eeb-212d-4059-850d-f7776404d75c', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c1']}
1769392125.4739811,RECEIVED,a5e128ea-79c3-4c6e-8790-8f0c63699b2b,3c821003-0ed0-4e30-8760-81726e935651,c2,c5,27,p2,?,surb={'id': 'b5dbf60f-2b6b-416b-8060-afd20a664de5', 'route': ['p2', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769392125.5061255,RECEIVED,8033cae1-8f46-4ea6-86ba-251ddc371b95,242cc0a4-89df-4dbd-92f0-e9f72361218e,c2,c5,27,p2,?,surb={'id': '36b22ce8-f290-447b-aa0c-c0ec284fc6bd', 'route': ['p2', 'e5', 'i9', 'x5', 'p2', 'c2']}
1769392125.7540684,SENT,8bd9f7be-e7ee-4b51-9bc4-56b2907378e3,afb8ad5a-3378-4e65-9a4e-80d68007081f,c5,c4,3383,?,p2,
1769392125.7542515,CREATED,2713a57a-7ff9-43b7-8068-8fb2e9ea37e5,9c497efe-b8fd-48df-b72d-222aa35f0209,c5,c4,26,?,?,surb={'id': '7e901949-f78b-46be-b385-d4d06e7190aa', 'route': ['p1', 'e9', 'i3', 'x4', 'p2', 'c5']}
1769392125.804186,RECEIVED,761db038-dcd4-466c-845c-f37f61f4730a,21bace50-e3e1-4d51-a033-997ce4f69586,c2,c5,26,p2,?,surb={'id': 'd78bdf77-68ab-48bd-8534-b8bbfc11898d', 'route': ['p2', 'e1', 'i8', 'x11', 'p2', 'c2']}
1769392126.0710974,RECEIVED,3e612a55-527c-4e06-a706-4fd4f558fc0f,4d70c4d2-d892-4e00-b873-b8d45a505cbe,c1,c5,27,p2,?,surb={'id': '1af35c12-af25-4ff8-9e0d-81a943dd0d09', 'route': ['p2', 'e11', 'i9', 'x7', 'p1', 'c1']}
1769392126.1299968,RECEIVED,9067d45e-fb04-4bd7-95ce-b4f95ac611f0,577c5216-efcf-471a-9808-c65027a6f2f4,c2,c5,27,p2,?,surb={'id': '94ab0c9c-435d-4f34-9b0c-033d085cc8a9', 'route': ['p2', 'e8', 'i7', 'x11', 'p2', 'c2']}
1769392126.3399496,RECEIVED,2b97c85a-1a21-49e1-9361-e4c819aa276d,a69bad6c-0306-404d-a92a-ecad1668b752,c1,c5,27,p2,?,surb={'id': '5fb37146-c547-40a2-99b3-3962fdb665b2', 'route': ['p2', 'e7', 'i4', 'x11', 'p1', 'c1']}
1769392126.3583224,RECEIVED,6911d245-ba22-4860-9cca-0a2cef7d26b6,bf26d439-1039-4513-b8a4-1f258d4da4bc,c1,c5,27,p2,?,surb={'id': '3cd46b32-642e-4607-ac99-0afccfe8633e', 'route': ['p2', 'e4', 'i7', 'x8', 'p1', 'c1']}
1769392126.4029653,RECEIVED,57daa8b2-24a5-4a6b-a5e1-89db6f321b29,8214f335-a221-49a3-b660-6f86be6cce7e,c1,c5,27,p2,?,surb={'id': '66f5ece8-d921-49f0-9a9f-8198fcef6fc0', 'route': ['p2', 'e4', 'i9', 'x12', 'p1', 'c1']}
1769392126.4516525,RECEIVED,1dd3ac68-5920-4baa-be39-95d31ca9d883,c87fa49b-8db1-4a71-9919-31e00640d32f,c1,c5,27,p2,?,surb={'id': '139cb840-9acd-4a7c-b95e-df082df55e07', 'route': ['p2', 'e9', 'i1', 'x1', 'p1', 'c1']}
1769392126.5000334,RECEIVED,c6840439-7f42-40af-a4f2-1375a0014089,a545e906-8b3b-4655-a4d2-1b591e068e59,c2,c5,26,p2,?,surb={'id': 'cc1515b8-0370-43a1-b49f-ebc96665a594', 'route': ['p2', 'e3', 'i5', 'x7', 'p2', 'c2']}
1769392126.5746324,RECEIVED,81f852c9-e49a-4649-a835-3daa5f173222,58858b0c-6495-4d07-92d0-fbcd9192e38f,c1,c5,27,p2,?,surb={'id': '8a1fc48f-2fd4-43a7-9ea8-2f4b49beffb8', 'route': ['p2', 'e12', 'i7', 'x11', 'p1', 'c1']}
1769392126.5948954,SENT,c2d8a461-ea13-47c5-8bd5-7bc0b6772c58,6e129c44-eed6-4df3-8fa4-63744fd14174,c5,c4,3399,?,p2,
1769392126.5951037,CREATED,c2bc3740-cd2e-4c22-982a-208173e16459,36b695c3-9ce6-4bba-9857-3fb8528ee27e,c5,c4,27,?,?,surb={'id': '691a6dd2-5a56-434d-8113-1a9922f8e271', 'route': ['p1', 'e1', 'i3', 'x12', 'p2', 'c5']}
1769392126.899395,RECEIVED,89039398-03f8-40e2-b893-cd76c7e5d770,ea7ef7e3-65be-4069-9a98-146f72adb5d8,c1,c5,27,p2,?,surb={'id': '049e2645-6cbe-446e-b0e3-d1b424648990', 'route': ['p2', 'e5', 'i10', 'x8', 'p1', 'c1']}
1769392126.9064102,SENT,2d99c097-ba2d-4cf6-99e7-02b346a41cbf,5ba951a2-a006-45c6-a57d-aa270ac8ad6a,c5,c4,3385,?,p2,
1769392126.906755,CREATED,6d14a9ce-ed34-48c0-9faf-aa3885e96007,001b89f9-2ec2-49c3-8167-0535ac9941b6,c5,c4,27,?,?,surb={'id': 'bce878d9-efa1-4524-8b77-421e4b9a5765', 'route': ['p1', 'e12', 'i6', 'x1', 'p2', 'c5']}
1769392127.0524597,RECEIVED,06890fda-90de-475b-90d4-2fa5f1728fe6,22047af5-0394-4854-9f29-d6ade5a864ec,c1,c5,27,p2,?,surb={'id': '44402b7b-7971-4498-a25a-32db900abbf9', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769392127.4024477,SENT,2d090b71-eaed-4e5f-8821-935329646660,36adce0e-cf63-45c8-979f-4faf4f61cedb,c5,c4,3401,?,p2,
1769392127.4025981,CREATED,4b00eaca-6c69-442d-a644-05f34eb82d91,6b2dd182-eca9-4905-9dba-3f0cb5fbbedf,c5,c4,27,?,?,surb={'id': '09660492-b8b9-41d3-8e7f-cd146aa34b57', 'route': ['p1', 'e3', 'i5', 'x3', 'p2', 'c5']}
1769392127.700826,SENT,5f9731da-2743-448d-83cc-2739c0b7646a,bed81432-eae9-4387-ac13-532a84e4d64b,c5,c4,3396,?,p2,
1769392127.700993,CREATED,4c926d5f-3298-43e6-9d3d-0565762e71b9,2cd62a64-8e1f-45e1-8bed-78ea2bf1fba7,c5,c4,26,?,?,surb={'id': 'a41d007f-654a-4fc8-b6d2-d8dbba30f4cf', 'route': ['p1', 'e9', 'i12', 'x3', 'p2', 'c5']}
1769392127.725887,RECEIVED,d0615b7a-55e2-4dac-94e2-9068c048ca4f,aebc6fc0-758c-4b35-9078-b7243d7aff2c,c1,c5,27,p2,?,surb={'id': '2cb04f1f-0df5-418a-baf7-ed7570196e60', 'route': ['p2', 'e6', 'i4', 'x12', 'p1', 'c1']}
1769392127.8275971,SENT,f1fb2dcb-2a92-4942-ac9e-1de2a7e8a4f4,496887f9-e6bf-41dd-8101-db24571a6b5f,c5,c4,3360,?,p2,
1769392127.8277469,CREATED,6c04b613-884a-4d17-9d67-7953a213a674,8f42f29c-7a7e-4a82-a7c7-22e5c6ef0067,c5,c4,27,?,?,surb={'id': 'aea0fbf8-6f04-4f8b-a466-e071342e98e3', 'route': ['p1', 'e10', 'i3', 'x2', 'p2', 'c5']}
1769392127.9071445,RECEIVED,dd0f1d1a-ec37-4c9c-acaa-46c4eaf6d669,119a5cc1-5ac8-448b-9882-3135a3472537,c2,c5,27,p2,?,surb={'id': 'adfc84ce-d1d6-49b4-bffd-12920b696bfd', 'route': ['p2', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769392127.9447203,RECEIVED,f9cb88fe-9f8e-442c-9ac8-31c31d63ebf4,d611f70e-dfa2-469c-bd27-9824cd04bc5e,c1,c5,27,p2,?,surb={'id': '2cbcfdbb-dae6-4fdd-8fa4-0023abc7e082', 'route': ['p2', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769392127.959198,SENT,ed3dc314-5a90-4de1-be7c-41deb6857eff,2f9ea109-1f01-4c3b-9283-58a148808ba0,c5,c4,3375,?,p2,
1769392127.959344,CREATED,3d15f4f1-65dd-46c0-91e9-e6c04b6d3c75,2cbdf411-ff48-4c31-8c08-7eb8151e1d5f,c5,c4,26,?,?,surb={'id': 'a00b1775-b6c0-4d70-aa57-65f78a240dcb', 'route': ['p1', 'e5', 'i5', 'x7', 'p2', 'c5']}
1769392128.0401595,RECEIVED,2cdc55f7-9bfc-4c4d-9039-77c457607054,6f1a7c76-3370-4d4b-86fe-54f665eb8f52,c2,c5,27,p2,?,surb={'id': 'fd67ff26-07b1-44a9-8b5e-cad9653be7a6', 'route': ['p2', 'e5', 'i8', 'x8', 'p2', 'c2']}
1769392128.1282566,RECEIVED,035dac4e-e422-4752-89d1-1544d952e99b,e349982a-69b2-415f-a307-b5a0fded7aed,c1,c5,26,p2,?,surb={'id': '70d56582-6ec6-432c-b293-446f474d926f', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769392129.0496457,SENT,88716363-3978-44bc-b9cf-a6ece8af7f33,3f9fa2fe-5369-4f1d-93b4-af3086496564,c5,c4,3380,?,p2,
1769392129.0499954,CREATED,6396d00a-5bdc-4788-b6a2-55d68eed45d4,af3b27c0-3041-4e9b-bc76-8e8f6e96415d,c5,c4,26,?,?,surb={'id': '0f879fe9-b0f4-4642-8ccd-8d139db0ba2f', 'route': ['p1', 'e3', 'i4', 'x7', 'p2', 'c5']}
1769392129.3946974,SENT,0206d3ed-ff08-4451-b7d2-98ac96e5d72d,d0abe08a-9bce-4b7e-85e8-a407be12eeea,c5,c4,3364,?,p2,
1769392129.3948476,CREATED,453786f3-dd22-4aee-9fd0-505919ebba26,a754aada-9aa4-420a-9760-dbd3998e0ae9,c5,c4,27,?,?,surb={'id': '347b77a5-64a6-4c63-a6aa-04b8a52b59de', 'route': ['p1', 'e9', 'i2', 'x10', 'p2', 'c5']}
1769392129.4051578,SENT,765dc89d-c3d3-473a-b701-cc92ff0b6c1e,a524d50a-3003-4c25-8309-789601e0c32e,c5,c4,3360,?,p2,
1769392129.4053125,CREATED,e926ea04-f7b4-4472-b4a7-75aade2c5805,1d8fe6de-5376-4ad1-a338-77ce8dd5b790,c5,c4,27,?,?,surb={'id': '28e769eb-b20d-4c21-85ba-0b771a2efea7', 'route': ['p1', 'e1', 'i6', 'x10', 'p2', 'c5']}
1769392129.4481893,SENT,b308f3d5-b805-4669-8cdb-670078f15a37,2d18a9de-e595-444f-bab3-a779fc27af21,c5,c4,3375,?,p2,
1769392129.4483402,CREATED,438536f9-fec1-4790-b275-462cf1067434,3116fbd9-41bb-4231-be0d-3236ec5c892e,c5,c4,27,?,?,surb={'id': '51e0ca35-f8b7-4caa-9b2d-d531aa2ba856', 'route': ['p1', 'e11', 'i4', 'x6', 'p2', 'c5']}
1769392129.4861534,RECEIVED,184dd237-142c-4153-9645-33dd91215c81,df8b083b-d30c-4882-9068-bc2ad7fca54a,c1,c5,27,p2,?,surb={'id': 'dedc53fb-5fb1-4e06-98f0-836a63087a84', 'route': ['p2', 'e5', 'i6', 'x11', 'p1', 'c1']}
1769392129.4891047,SENT,626dd9b7-0563-4ff1-82ba-05839f04fa94,faae01c7-2dc9-4eae-a74b-d8b4326ba469,c5,c4,3378,?,p2,
1769392129.4892519,CREATED,193ebf8f-dcc1-487b-a0dc-f000b535bf53,53fdf59a-f7c7-4da5-993d-6a126a73aed6,c5,c4,27,?,?,surb={'id': 'cb6aaffc-5235-4bd8-9ac5-45453ac97d42', 'route': ['p1', 'e1', 'i10', 'x3', 'p2', 'c5']}
1769392129.503003,SENT,e50595e2-f247-451f-a053-ab184d4e54ba,e5ea6616-12c8-4ba9-85dd-b2065480bde1,c5,c4,3376,?,p2,
1769392129.5033395,CREATED,359ed79a-7ef6-4e09-b0e5-2d01fb024a8e,a1801ea7-2b27-4e8c-a56e-899621b721ba,c5,c4,27,?,?,surb={'id': 'cd3562af-c92c-42da-bd2b-39eb01737363', 'route': ['p1', 'e10', 'i1', 'x3', 'p2', 'c5']}
1769392129.5768495,RECEIVED,beb5bfc1-3c28-4717-8abc-e77d17f6afaf,9c26d5b7-d6f5-43e0-9bdc-f2ccfdafc1e0,c1,c5,27,p2,?,surb={'id': '5fb0ea78-8597-49f0-830a-d306854ff05a', 'route': ['p2', 'e1', 'i2', 'x10', 'p1', 'c1']}
1769392129.581421,SENT,00b4f93d-19b0-40c6-bdb5-926eda71ed65,ea943c25-e858-470c-8084-154353cd293a,c5,c4,3396,?,p2,
1769392129.5815706,CREATED,9d111d6d-b56f-4240-ab1c-c16b22e25a7c,79b70652-eb7f-47d8-8108-1cc69827db30,c5,c4,27,?,?,surb={'id': '8f6d99c9-aacf-4350-ae98-2ce331e6bf77', 'route': ['p1', 'e10', 'i10', 'x3', 'p2', 'c5']}
1769392129.7199802,RECEIVED,5b603b98-05c5-4873-b4f2-a07c53c3083c,d41cd104-74af-429a-a10d-02f4529b0e41,c2,c5,26,p2,?,surb={'id': 'c15c70c3-df62-45d3-8100-8d0f2aa8a129', 'route': ['p2', 'e10', 'i1', 'x10', 'p2', 'c2']}
1769392129.8049548,RECEIVED,967356df-5184-4a61-bb13-bec199498342,b469cee6-0cdb-441f-860b-05038f255936,c1,c5,27,p2,?,surb={'id': 'ad7acab7-afcc-4fac-b7bf-6c3a006035a6', 'route': ['p2', 'e7', 'i3', 'x11', 'p1', 'c1']}
1769392129.8726785,SENT,0758578d-241f-4d57-b8d8-440972754168,d6a82b6c-eb2e-4c66-9025-43c725c5f879,c5,c4,3383,?,p2,
