timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769392519.9572453,RECEIVED,7864dcbe-ff8a-4a4e-95c5-67ffe2e41173,079d79c5-0743-4682-b987-531b2c5db711,c1,c5,27,p2,?,surb={'id': 'e6370c81-c878-4117-baac-0b5c690376ac', 'route': ['p2', 'e12', 'i8', 'x12', 'p1', 'c1']}
1769392519.9619045,RECEIVED,329048b2-19ec-47db-b4fc-7b8dfa59b983,d0114a7c-b91c-4c98-89a8-604c3c470e40,c1,c5,26,p2,?,surb={'id': '51c8da96-6099-4b79-bc77-4fb4fe966911', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769392519.9782658,RECEIVED,42103ce1-4729-4727-a9bf-5feecfd22f8c,f12e54ea-b62b-457f-b9ac-198a938df68c,c1,c5,26,p2,?,surb={'id': '017fff46-6427-4dfe-96da-9046382db729', 'route': ['p2', 'e10', 'i9', 'x4', 'p1', 'c1']}
1769392520.2532775,SENT,5ca11d7b-dcd2-43a3-83e2-68a09f39e43d,e77fddd2-ef85-4df9-b8bd-6d0909a4659f,c5,c4,3396,?,p2,
1769392520.2534416,CREATED,fd4ed83b-983e-4c8c-81ac-cb5fb396ee3c,2cd36ae3-5693-41aa-a240-3390cce184d2,c5,c4,26,?,?,surb={'id': '8eff2aec-937a-40f2-9038-05326903c4b7', 'route': ['p1', 'e6', 'i7', 'x12', 'p2', 'c5']}
1769392520.553987,SENT,1151320b-8812-44aa-b5b3-874606178d32,b87038ae-9fba-4414-8dc9-64ede5bf03a2,c5,c4,3401,?,p2,
1769392520.5541053,CREATED,b0ef10b9-159b-4352-a3b5-87e3ccc8973c,316d944b-422b-4bb8-bf54-e54ab6cdb917,c5,c4,27,?,?,surb={'id': '6446693c-22cd-499d-99a1-57ccc34a91c0', 'route': ['p1', 'e12', 'i1', 'x3', 'p2', 'c5']}
1769392520.623752,RECEIVED,4fee235a-14de-4fec-9253-097eb0c8447f,b62bef3e-5240-4d91-ab18-7953b2d585c8,c1,c5,27,p2,?,surb={'id': 'da77161f-ffe2-467d-9acc-aba6c44ee305', 'route': ['p2', 'e1', 'i10', 'x10', 'p1', 'c1']}
1769392520.6439672,RECEIVED,b51fff72-aa89-40bb-bd1d-df6ca1c323ac,ffcad973-f86e-4096-9a66-70343ece7093,c1,c5,27,p2,?,surb={'id': 'd047e6de-7738-42fb-ab6c-237aa5958836', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c1']}
1769392520.7032235,RECEIVED,83e315d1-0626-4e72-b4ad-37cca168d1aa,6fe8a1bf-5cfd-4867-bd04-35de1ddebbb7,c2,c5,27,p2,?,surb={'id': '05295812-0907-4d94-94b0-62c8ebe094d0', 'route': ['p2', 'e6', 'i9', 'x7', 'p2', 'c2']}
1769392520.750776,RECEIVED,b716647a-3850-4287-a1cf-0381853134f9,11923fec-22f8-48de-ac09-9b0e031deb2b,c1,c5,26,p2,?,surb={'id': '793a96f2-216d-410c-80c2-39dee5b69eff', 'route': ['p2', 'e10', 'i9', 'x5', 'p1', 'c1']}
1769392520.7869592,SENT,db48892c-bece-473a-b004-d43887f9f1de,723cfae4-236c-4289-85bc-fd1cef009d0b,c5,c4,3399,?,p2,
1769392520.7874267,CREATED,198f61bd-bcb4-44a9-898a-77e0f95ae9bf,bc478a44-d528-4037-bfb6-98822566013b,c5,c4,27,?,?,surb={'id': '069f8bdb-0188-48f8-b293-2b5d7970381a', 'route': ['p1', 'e2', 'i5', 'x10', 'p2', 'c5']}
1769392520.8169725,RECEIVED,904b0f05-f0a6-445e-a4ab-d1a1167866c4,e8638f19-e169-47b7-9f36-37ce8a6b7924,c1,c5,27,p2,?,surb={'id': 'd0c72173-cacb-49e0-8380-be20be130813', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c1']}
1769392520.8536427,RECEIVED,1d059734-5fde-4a03-85b4-434dd24ab219,5e9e40af-ee89-4c69-a990-dbb57889bfef,c1,c5,26,p2,?,surb={'id': 'd786b37d-9952-4eec-bcf0-49233b243695', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c1']}
1769392520.9427755,SENT,29276674-4ee8-47d9-8c08-a28f9c720346,b5f6bb48-edaf-4cf4-8b7c-5fc2be34c041,c5,c4,3383,?,p2,
1769392520.9428513,CREATED,a1adc0d2-807f-402c-92d6-beebb79927f5,6f6f54ff-f602-40c6-bedd-822097bc0316,c5,c4,26,?,?,surb={'id': 'b0bdf639-e3da-4697-9bd8-b40529fb74eb', 'route': ['p1', 'e6', 'i5', 'x12', 'p2', 'c5']}
1769392520.9815385,SENT,996924a6-074d-477e-bed5-eba002b3104d,2df5b859-a201-4e00-850f-53c3f922e535,c5,c4,3401,?,p2,
1769392520.9816148,CREATED,e68e7a1c-d17f-4fd8-856b-16c34cdbc49f,f4ff0d5c-3afe-4716-be1d-82bc6b73918b,c5,c4,27,?,?,surb={'id': '61529108-1843-4f46-9a22-f1517c204977', 'route': ['p1', 'e4', 'i2', 'x6', 'p2', 'c5']}
1769392521.0482373,SENT,9f7675d7-b28d-48b5-9e78-630308567eeb,df509b43-0a70-490c-99c0-18019d01922c,c5,c4,3400,?,p2,
1769392521.0483139,CREATED,555444c8-aed5-4bb9-b290-cf6aeee00191,4ad60c61-9af3-4a19-bb7d-1a0cc221f049,c5,c4,27,?,?,surb={'id': '385a3b78-c8a1-4b7d-ba5c-36489d770cea', 'route': ['p1', 'e8', 'i11', 'x8', 'p2', 'c5']}
1769392521.1101623,RECEIVED,a61183ce-a49c-4dc9-bae2-a146d9ea6dd8,b1902ff9-4c83-4801-b915-9d3ed7363bd0,c2,c5,26,p2,?,surb={'id': 'a3780c6b-8930-40fa-a0bf-5f02b1f98141', 'route': ['p2', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769392521.3824415,RECEIVED,e6701881-104d-4898-9e9a-0354e878d396,f58b45cc-e054-42b3-beea-a1a3aaac8667,c1,c5,26,p2,?,surb={'id': '3153b317-8518-4119-8bea-e4a725bc1fb8', 'route': ['p2', 'e6', 'i8', 'x5', 'p1', 'c1']}
1769392521.4339962,RECEIVED,fd29534a-8921-48da-9028-027086a236e7,dde434a7-6437-4d6c-8878-1321f217065d,c1,c5,27,p2,?,surb={'id': 'caf6908e-99fb-46cd-a425-eb6de2647249', 'route': ['p2', 'e7', 'i2', 'x8', 'p1', 'c1']}
1769392521.8763876,RECEIVED,20ea76c0-e1f5-4bb0-8abb-c2fa644613f1,8b17f2c1-3624-4634-84f8-76723573f4cd,c1,c5,27,p2,?,surb={'id': 'ebdc8527-2772-4a17-8bee-8d574a79225d', 'route': ['p2', 'e1', 'i8', 'x4', 'p1', 'c1']}
1769392521.8888474,RECEIVED,5aeb9c18-4c80-4e80-8df5-f1c296412070,56f87c6d-671d-4248-928b-0d7463ef160e,c2,c5,26,p2,?,surb={'id': '59f409d5-85dc-44fa-86bb-017c5d4a9c19', 'route': ['p2', 'e4', 'i6', 'x11', 'p2', 'c2']}
1769392521.90216,RECEIVED,eb6109cc-cbd6-464b-bc1a-78ddd13d294a,a72d144a-4845-49ed-a9a3-bf0828b9168d,c2,c5,27,p2,?,surb={'id': '914d0654-5bf9-4d0a-998b-1ec11b210000', 'route': ['p2', 'e1', 'i9', 'x11', 'p2', 'c2']}
1769392522.220133,SENT,68186959-70a6-499a-981b-e3f62e192efb,45292455-e9c1-4f4a-9a98-b4c7a97bbaa9,c5,c4,3384,?,p2,
1769392522.2202048,CREATED,05764e07-53bb-47db-9ddb-73bf69eea320,4aa36ce9-3144-4ad4-8719-0c3c503b16e0,c5,c4,26,?,?,surb={'id': '6756f1b1-b378-4ba3-b4be-cdb1c9b6a998', 'route': ['p1', 'e10', 'i7', 'x9', 'p2', 'c5']}
1769392522.4345095,SENT,5cae312d-db2c-4ca9-b4b1-b2263036f132,a23e89e2-bed1-46ad-8c4b-6724a2b2d4c8,c5,c4,3376,?,p2,
1769392522.4346373,CREATED,485890b5-ab07-486f-8847-9337aa7a9fde,29534129-87a5-46e1-8799-d23606025902,c5,c4,26,?,?,surb={'id': '680d3212-c856-4f50-a8fb-d5c461a6f592', 'route': ['p1', 'e1', 'i8', 'x2', 'p2', 'c5']}
1769392522.6316304,RECEIVED,388d1970-cd50-483e-b763-be37d1426657,b95a7472-123f-4d66-803f-654bebbe880a,c2,c5,27,p2,?,surb={'id': '7e9be503-f86e-4c5c-88e4-1d9693657d73', 'route': ['p2', 'e2', 'i3', 'x9', 'p2', 'c2']}
1769392522.6630158,SENT,05d40214-d901-40cc-b5c1-dc06be85a92d,66d4964c-4696-4e9b-8b14-81540f81b594,c5,c4,3383,?,p2,
1769392522.663144,CREATED,b2ebcdce-ad5a-454e-9256-097b9fc6f596,93e83a65-3f6b-45f9-a9b9-d48d99ed885a,c5,c4,27,?,?,surb={'id': '2c0dec5d-7829-42f8-9844-b5d7c6cd8f89', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c5']}
1769392522.8102,SENT,be0d617d-ed94-49ad-a654-6cb839035171,25267670-8df8-48e8-b8fb-9661a20b742a,c5,c4,3396,?,p2,
1769392522.8103032,CREATED,d48a8f25-11ee-4d56-935a-d15152057876,bd302f85-1ee1-46a8-98bb-81ce90e596ad,c5,c4,27,?,?,surb={'id': '967f36a2-20bb-40d1-ac23-365f5fa36ae0', 'route': ['p1', 'e8', 'i6', 'x12', 'p2', 'c5']}
1769392522.8813996,SENT,3c0039d2-583f-42f7-989d-a38d56bd1646,e7239a44-8638-431e-a7be-4d207ecead94,c5,c4,3359,?,p2,
1769392522.8814993,CREATED,dd39c297-5f1a-4fcd-9d68-f19db4150aee,907c0f7e-b793-4195-a199-d7b8fe1d69ed,c5,c4,27,?,?,surb={'id': '28b45088-5e53-4872-9a1b-2445c4c40b52', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c5']}
1769392522.9230433,SENT,5ac5af48-bca8-4b85-b19e-ed74e202a50e,9ee57e64-5f25-49ff-9f11-6b4deedf081e,c5,c4,3383,?,p2,
1769392522.9232228,CREATED,0f8451d6-1c6d-4f14-8834-a323ac307e39,b17f89b2-f4f8-4af6-ac97-21f0b1eb38c7,c5,c4,27,?,?,surb={'id': '99557124-bc96-4306-a16e-3c0cc6ca897e', 'route': ['p1', 'e12', 'i10', 'x4', 'p2', 'c5']}
1769392523.0016503,RECEIVED,a4d2b893-cb24-451b-a706-f7deca36e017,cd896901-e6e4-41cf-81f4-49432d22211f,c1,c5,27,p2,?,surb={'id': 'dfbf28e1-a17c-4173-bd74-b2d688804812', 'route': ['p2', 'e12', 'i1', 'x12', 'p1', 'c1']}
1769392523.0394459,RECEIVED,68b87f2c-5c24-4137-8916-d85758d289db,4f8a1ab1-c6e3-44e2-9538-4fc2ab0f810e,c2,c5,25,p2,?,surb={'id': '947c5809-b00f-4e4f-9d61-dd5ee5387cf3', 'route': ['p2', 'e7', 'i1', 'x10', 'p2', 'c2']}
1769392523.1511629,RECEIVED,b840fd89-2c69-4c30-a662-97bd718b8df7,2d3b3081-e800-41a4-b925-5868ab31e6d1,c1,c5,27,p2,?,surb={'id': '6327d5d6-0f75-4891-a9e9-5ca61ed39194', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c1']}
1769392523.2794235,SENT,7a13637a-57e9-473b-ab2a-55b5b12afabb,64159bb0-c1f3-4b72-b329-22d0802567dd,c5,c4,3380,?,p2,
1769392523.2795897,CREATED,60fb6dd7-c397-43da-815b-e572388ed9e2,20de0b2d-642c-4992-8d08-9db2aa3c5f45,c5,c4,26,?,?,surb={'id': '64a77f9e-003e-4da5-b6fb-caf2e2f973ae', 'route': ['p1', 'e3', 'i4', 'x2', 'p2', 'c5']}
1769392523.3812509,RECEIVED,30cd6a5f-1658-4dc1-bfde-34eee7547d27,4a55d4e5-73cb-43d5-a385-e9e0cdb5a111,c1,c5,27,p2,?,surb={'id': 'da05a1ac-6d4b-48f9-a74b-64240923fdef', 'route': ['p2', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769392523.3847747,SENT,68cce461-9d6b-44f0-bd15-7c2fdb1ed9c1,0fde4d5f-16f8-4409-bf39-6f45ba64e93a,c5,c4,3383,?,p2,
1769392523.3848703,CREATED,8f289657-0b71-4766-8a21-094d2e3a1612,dce469eb-a80c-458c-bba5-abb5d8946b17,c5,c4,27,?,?,surb={'id': '9a579515-5aad-4e30-bc32-92526a9f8200', 'route': ['p1', 'e4', 'i8', 'x4', 'p2', 'c5']}
1769392523.390233,RECEIVED,37a986ca-93bf-460d-a555-d8a6e429d463,e9dd4c09-c790-4f68-bd9a-67172a9b4496,c1,c5,27,p2,?,surb={'id': '76b47a4a-0180-4c0c-b9d5-e99f7c961255', 'route': ['p2', 'e11', 'i5', 'x5', 'p1', 'c1']}
1769392523.394917,SENT,96b0803a-a619-4958-9657-162cfc1eddaf,a8710fa8-a26f-4196-ad9b-b70b91c95ca3,c5,c4,3393,?,p2,
1769392523.3949914,CREATED,cdfc2936-762b-4616-85bc-f98593653c95,a0941163-abc8-4d16-8469-70c8c3e2c0cf,c5,c4,27,?,?,surb={'id': '8577e612-116f-4820-a900-7d62d2e5933b', 'route': ['p1', 'e2', 'i11', 'x1', 'p2', 'c5']}
1769392523.4418383,RECEIVED,72459b80-b383-408a-9d55-c44fe6d92e34,73bef9e5-0541-40dc-aa0b-488b3a32fed1,c2,c5,26,p2,?,surb={'id': 'b70a14be-4284-4922-b033-e2316cac9da5', 'route': ['p2', 'e9', 'i11', 'x12', 'p2', 'c2']}
1769392523.7057085,SENT,59ccba10-6db5-41f8-a0ce-11f5e645d53b,6c599589-ae75-43a5-85f6-6c078fb595f0,c5,c4,3409,?,p2,
1769392523.7057803,CREATED,1165d9e1-5667-4384-a322-14a048f9d9cd,e038789a-f56e-4ca8-9a14-dc9acdb4ed28,c5,c4,27,?,?,surb={'id': '6e68690c-68a8-4b98-98c5-e831313daac9', 'route': ['p1', 'e7', 'i3', 'x11', 'p2', 'c5']}
1769392523.7256358,RECEIVED,6c45000c-633c-4c71-bde1-69fdb433ad79,938e42bc-6852-4fdf-8ea0-0e01f0220b3d,c1,c5,27,p2,?,surb={'id': 'c4f94150-dfaf-447c-b561-a6ac887e18d9', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c1']}
1769392523.9405272,RECEIVED,b5ef5541-b144-4a84-ac73-f2199ad77974,524902b0-8276-49c8-b550-15a1b01471d8,c2,c5,26,p2,?,surb={'id': '411ba7c6-5953-4ba8-827e-3ea343246888', 'route': ['p2', 'e8', 'i7', 'x5', 'p2', 'c2']}
1769392524.0709655,RECEIVED,537a634d-4573-4ce9-a527-f174b2f543fa,fac99217-9cf4-4ec6-9a2f-6f1e208f5226,c2,c5,26,p2,?,surb={'id': '512d4bbd-8db8-467e-8c88-ab89a3081e60', 'route': ['p2', 'e8', 'i3', 'x12', 'p2', 'c2']}
1769392524.3591928,RECEIVED,20529726-ebe2-4e5e-846c-e48f31dd233b,3f1f395d-75cc-4f50-a170-5b8d8fc8c829,c2,c5,27,p2,?,surb={'id': '5741cae8-12f8-4c1e-a270-cdfaa9e63f2d', 'route': ['p2', 'e5', 'i10', 'x1', 'p2', 'c2']}
1769392524.3799524,RECEIVED,fcbf96ea-df6e-45c1-b953-a1ba8d3bc765,f17d24de-6028-4a3c-b76d-4e1f7c91eb97,c1,c5,27,p2,?,surb={'id': 'e9dcc2af-750b-45b7-8c12-f2fc47baa4c8', 'route': ['p2', 'e1', 'i8', 'x4', 'p1', 'c1']}
1769392524.3817146,SENT,5942d867-b341-462b-b8db-d25ae572d6f1,b8a59889-4fb4-4339-89a2-984c8d247e3b,c5,c4,3359,?,p2,
1769392524.3818498,CREATED,c1a05caa-ad53-42aa-8394-ad7ef03f26db,bdb127d5-ee53-469a-8401-c76a966773b8,c5,c4,26,?,?,surb={'id': '49d0ed9c-e679-4a06-974a-27218bd608f6', 'route': ['p1', 'e4', 'i3', 'x4', 'p2', 'c5']}
1769392524.4434564,SENT,50ba97ee-f731-4657-a793-e88cf789d9ec,75af8d3f-9b2b-4b03-8d86-e40f4c3cdff8,c5,c4,3367,?,p2,
1769392524.4439704,CREATED,4216bc3f-b746-418c-92ff-8133b7e2e7ea,e9847658-e63a-4845-880f-3afa5e7dee3d,c5,c4,27,?,?,surb={'id': '87707620-d1fd-4b60-bbda-2bf40de8a168', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c5']}
1769392524.8249917,SENT,95c9a7e9-c4f1-421b-bdb6-7be93dc65c5f,591ff33f-855d-439c-b9ed-be4957c5eee2,c5,c4,3376,?,p2,
1769392524.8251765,CREATED,7f2d6f8a-6f1e-4e96-8afc-1fea79e648a1,d23e2bb8-eb0a-4242-94ad-c897b0e64325,c5,c4,26,?,?,surb={'id': '672b717c-e7dd-4be0-b7f9-4268c1b2331f', 'route': ['p1', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769392525.0837734,RECEIVED,625ea711-9623-491d-b00c-5c8f221fdcfb,e55c027e-1f46-412d-8480-d79ef93738e2,c1,c5,27,p2,?,surb={'id': '2b1e9e45-e1ed-4b79-a917-8d17d3322988', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769392525.2052677,SENT,5e671d76-78f6-4276-a92e-81a0ddd2903c,2bde5aa8-00b2-4c6e-81b0-f011fc1dbdbd,c5,c4,3373,?,p2,
1769392525.2054136,CREATED,25a2799e-27d3-4dd3-b03d-3af113ceb012,2345a67e-3e21-4c41-ad4d-bc0deaf2bf78,c5,c4,26,?,?,surb={'id': '53f48813-5b2a-486c-944f-a8e751f0b80d', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c5']}
1769392525.2190986,RECEIVED,48e55bd1-3352-4aca-8543-1b8277039a8f,8ee30427-debd-4b20-889d-b62eb5af105b,c1,c5,26,p2,?,surb={'id': 'dbb2f92c-22cd-49a7-9f0e-f53cafcfed93', 'route': ['p2', 'e1', 'i10', 'x8', 'p1', 'c1']}
1769392525.3673477,RECEIVED,2201aaed-0cc6-4a22-bf8b-9832c85eef43,08a5e9f1-8c04-48df-81d6-1ff9597d37bb,c2,c5,26,p2,?,surb={'id': 'fc47092f-7538-42cc-a8c3-299b151aa388', 'route': ['p2', 'e4', 'i12', 'x6', 'p2', 'c2']}
1769392525.448949,RECEIVED,41a70b08-14b5-490a-a4a6-065c57381682,cc9f0015-857a-4b7b-af0e-34e8e0863e7b,c2,c5,27,p2,?,surb={'id': '36cdfa56-379c-46ae-92fe-07cf1dee2292', 'route': ['p2', 'e6', 'i10', 'x10', 'p2', 'c2']}
1769392525.4719927,RECEIVED,ed4c096f-8676-4648-82c3-ea476ae6bc08,f88f635b-093e-45cf-84c1-9f1d87023290,c1,c5,27,p2,?,surb={'id': '6dd0b361-2f68-4173-ace0-0349af3fd175', 'route': ['p2', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769392525.494376,SENT,901efca2-568b-4514-9c5f-02687cf30fac,b48ea8c3-2cfa-4f2a-aafe-b39481772c3c,c5,DROP,2031,?,p2,
1769392525.4944642,CREATED,0a7c1ac8-c426-4d21-96fb-b90346b59d9b,471e97f8-63de-473d-a72a-0878bd7befde,c5,DROP,27,?,?,
1769392525.6049922,SENT,75ff4ca0-7687-47be-bdd3-b40b906061c7,4433dbb6-2008-4809-a5af-c7b38fb0485a,c5,DROP,2019,?,p2,
1769392525.6051004,CREATED,a6622dbf-e891-4ce3-be1f-a47325f1cee0,5698f771-f28a-45d9-ace3-8e9a387ba863,c5,DROP,27,?,?,
1769392525.6232913,RECEIVED,68867c15-39b9-487e-9e20-2d3507dfca52,2087a0b3-f5dd-40ef-b63e-8223eb891a3d,c1,c5,26,p2,?,surb={'id': 'c575deb9-097d-4281-8bc3-e7f1224b8c78', 'route': ['p2', 'e5', 'i9', 'x5', 'p1', 'c1']}
1769392525.652713,RECEIVED,a333ea8b-b373-44dd-8cda-f153bbec77cf,62716bc4-c530-40f5-b56b-909fa42e2dab,c2,c5,27,p2,?,surb={'id': '17d83b82-dfbb-41d9-bc46-12fc2942f936', 'route': ['p2', 'e9', 'i3', 'x4', 'p2', 'c2']}
1769392525.6926222,SENT,cfda0fb7-b259-4e7d-9e72-246572057936,a03a47cb-cdb8-4e3c-8aa9-a9d507fd4f25,c5,DROP,2015,?,p2,
1769392525.692693,CREATED,d80b3e95-c309-4ad7-8b12-bf9096fb45b1,34cdad51-59d9-4298-aac1-030a66327529,c5,DROP,27,?,?,
1769392525.971354,RECEIVED,89d7d072-6bf2-4851-b185-666f5648b44e,2504f70c-bd0b-498a-9230-f5d437803d79,c1,c5,26,p2,?,surb={'id': '104b5ec2-59da-4b3b-b9bc-9c49557fa5fe', 'route': ['p2', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769392526.0539112,RECEIVED,1fb3fbcd-a266-4db1-afb1-42d8d8f476d2,3330613c-57ba-4344-9fda-0abc12d07921,c2,c5,27,p2,?,surb={'id': '6168dc09-0fe5-41af-b00d-9318c608098e', 'route': ['p2', 'e8', 'i9', 'x10', 'p2', 'c2']}
1769392526.4577746,SENT,4d4ef86a-6876-4dd1-9f70-657c5f563fb3,c0a85387-975d-4708-a869-91c4aad6288e,c5,c4,3402,?,p2,
1769392526.457962,CREATED,32bfaed6-1533-43e9-b4e7-ea86b7094ee0,2c731c77-6470-4665-8dc5-56c41e4a4cf5,c5,c4,27,?,?,surb={'id': '234d1bea-6324-4d8a-8fa1-fd5f521ce16f', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c5']}
1769392526.5260198,RECEIVED,4db55d8f-72b3-49e1-bc09-0127080872ac,1cfe8ade-0e61-4d41-bab4-9798fbe9b9d0,c2,c5,26,p2,?,surb={'id': 'cbf15bf8-0381-4134-a463-4cb60e16bfa7', 'route': ['p2', 'e1', 'i11', 'x4', 'p2', 'c2']}
1769392526.7836459,RECEIVED,ac1247ff-d626-4f16-a5e6-6c5cfd2eca5b,d648fc5e-7772-4da7-82b8-55a93c50996f,c2,c5,26,p2,?,surb={'id': '8be5bc48-1624-4716-b4a4-053680048aa3', 'route': ['p2', 'e5', 'i3', 'x3', 'p2', 'c2']}
1769392527.0706644,RECEIVED,a1e8e144-af1a-4282-ae1b-32e89b68dcf0,395ef48f-182e-409d-bf80-80fc6cce34dd,c2,c5,26,p2,?,surb={'id': 'e6ca3be1-c3f0-41ad-a2fa-881595fc5b40', 'route': ['p2', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769392527.0952315,RECEIVED,96d82b4d-227b-4440-8141-cc8f1487c9a4,ddfdd031-4ffa-479f-b66a-c25b004ef48e,c1,c5,27,p2,?,surb={'id': '6ca37319-3a46-450f-9556-1fc1f99107c1', 'route': ['p2', 'e5', 'i2', 'x11', 'p1', 'c1']}
1769392527.1078386,RECEIVED,c2f15cd2-4d83-4d7f-8596-bf95d4ca9208,294738cc-20b8-4926-a01a-5fc6b9384971,c1,c5,27,p2,?,surb={'id': '800b29ac-9a43-43ca-9c41-e8b448f2a60f', 'route': ['p2', 'e9', 'i5', 'x2', 'p1', 'c1']}
1769392527.10919,SENT,fc3274ce-401f-48c3-9ba1-57311a6aa576,7204fa56-93b6-4f52-bde1-520c825c5329,c5,c4,3360,?,p2,
1769392527.1092818,CREATED,6a63550b-5952-4f91-8bd0-220248b221b9,d1ce9276-2577-499f-80fd-5af7fd2b9831,c5,c4,27,?,?,surb={'id': 'f28ff427-93d7-464f-af00-114ed81bc599', 'route': ['p1', 'e12', 'i9', 'x8', 'p2', 'c5']}
1769392527.1485002,RECEIVED,a9d61219-99c9-4287-8eb6-921d78d25433,e7cd1e3b-5624-4986-abea-183cda26bb28,c1,c5,27,p2,?,surb={'id': '1ba36c5f-ed72-48fb-aba1-087a886e8804', 'route': ['p2', 'e2', 'i6', 'x1', 'p1', 'c1']}
1769392527.6487575,SENT,ea0864a1-8f7c-4a14-a455-e3d6af9a3ca2,7aff3581-09c4-4d7b-b9f6-5187c051d3c0,c5,c4,3359,?,p2,
1769392527.6488519,CREATED,188bc195-e7dd-4202-b90b-7fbd6e32ad35,eadc6f4a-dab5-47de-be11-432174d9f2a1,c5,c4,27,?,?,surb={'id': 'bdffe10b-4250-4254-8b63-de17265daf6a', 'route': ['p1', 'e7', 'i11', 'x6', 'p2', 'c5']}
1769392527.8329937,SENT,09b42102-18fc-4524-bcd1-b395108e3298,92c60975-31d5-4c30-a31e-3fdd52efee9f,c5,c4,3376,?,p2,
1769392527.8331113,CREATED,1b03dc2b-f789-4dfe-a4fc-f1f87f20bc10,08552bb9-bc13-41bc-bc22-a5f4ceeef643,c5,c4,27,?,?,surb={'id': 'e9a30539-03d6-4590-9ad9-9021180b0581', 'route': ['p1', 'e8', 'i11', 'x8', 'p2', 'c5']}
1769392527.8657973,RECEIVED,efc3b3cc-859b-46c4-932e-7a7535b46a06,9744fc93-0f4b-46b5-9ebd-cd2415b84820,c2,c5,26,p2,?,surb={'id': '5c9766f1-0928-4748-8168-1ac6314627cb', 'route': ['p2', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769392527.93459,RECEIVED,9b2c0082-9193-4d9c-8e28-f9149ced401a,35fe4804-919b-4969-86df-96054b7921ae,c2,c5,27,p2,?,surb={'id': 'cd429fa4-3275-47d1-bd9e-5237fffe0d0f', 'route': ['p2', 'e5', 'i1', 'x11', 'p2', 'c2']}
1769392527.9760854,RECEIVED,44b924a6-d8d6-4bd9-b78d-c8c2881387db,20d0bbb5-95a7-4e55-9552-5b87d43d514f,c1,c5,27,p2,?,surb={'id': '4d0792cf-50c9-4c8b-bb69-8c883b7d5400', 'route': ['p2', 'e5', 'i11', 'x5', 'p1', 'c1']}
1769392528.0504475,SENT,8c555ce5-876f-4ee3-89bd-630f60f818d5,01d77141-f875-482b-ad0c-e9474fe517c5,c5,c4,3400,?,p2,
1769392528.0505428,CREATED,2110ffac-6fe3-4148-a9e3-260779f9b15c,d7418291-c736-4b3b-a09e-ba6471344f8e,c5,c4,27,?,?,surb={'id': '56f69063-99b3-4b17-8d91-6094750d4521', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c5']}
1769392528.0552626,RECEIVED,7c4d4735-95a4-4abb-bd53-e2d3da7cf5c2,a2921f1a-8dd7-4b17-a666-3255ee314973,c2,c5,26,p2,?,surb={'id': 'f80e6741-0fd9-498d-82b6-d65f7e5e1d32', 'route': ['p2', 'e5', 'i7', 'x6', 'p2', 'c2']}
1769392528.086148,RECEIVED,c4d4ff1b-183e-4d32-b936-ff7599b9d12d,bec29ce8-a29d-465e-a403-c516f06fbcb5,c1,c5,27,p2,?,surb={'id': '7d097153-a225-4318-976f-e1cb549f6b25', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c1']}
1769392528.0991094,RECEIVED,1d126af7-8b13-443e-ac4e-8757cb1fa1e9,2e21e129-c36a-42d1-9ca7-afd40b0475b5,c1,c5,26,p2,?,surb={'id': 'a70321db-a5c4-4113-8669-e1341c6861b3', 'route': ['p2', 'e5', 'i5', 'x7', 'p1', 'c1']}
1769392528.116819,RECEIVED,75f1bf7e-2b65-40b0-912d-b199e3a898aa,cf327729-e367-4cd9-92f3-6bd7c23eaeb7,c1,c5,27,p2,?,surb={'id': '9ba5f5da-b0f6-414b-9131-d95961f41344', 'route': ['p2', 'e9', 'i8', 'x12', 'p1', 'c1']}
1769392528.3805385,RECEIVED,abd0b6c2-2f47-4fac-aa08-39a356a913a8,3255a91b-cd6d-4a60-ae3b-5ea40c10da17,c2,c5,26,p2,?,surb={'id': '3cf049db-be7b-48ad-b156-975cf7c0f25c', 'route': ['p2', 'e6', 'i8', 'x2', 'p2', 'c2']}
