timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391952.5821116,SENT,7f45edc9-7b52-4c80-9122-c3b9d3134803,77bf380c-da46-4b19-8fdd-de947c0448df,c1,DROP,2015,?,p1,
1769391952.5822566,CREATED,ff65168c-ad92-4459-90ed-0906a30a8d6c,1a79f612-9c6b-4480-8e0d-2d20b74dc816,c1,DROP,26,?,?,
1769391952.908414,SENT,94016538-84f7-4763-bd59-c092035f5806,970d9d33-1ebd-41cb-884d-129e8d9257a9,c1,c5,3388,?,p1,
1769391952.9093819,CREATED,3573a929-2119-4ada-88f7-98bad62c40d5,11b8f7fc-b8f7-40f1-9929-bf9852146085,c1,c5,27,?,?,surb={'id': '45abf199-af6c-4a80-b572-78ab9a1feb08', 'route': ['p2', 'e5', 'i6', 'x11', 'p1', 'c1']}
1769391956.2070308,CREATED,cbdbd1cf-017e-47e4-af71-c77c0ae71841,89c5b71f-3a4b-4a81-a44b-0f2280f9ecac,c1,DROP,27,?,?,
1769391956.517158,SENT,84cddb26-bd6e-4491-a202-cef6edf77b9a,5bdbdf94-9022-441a-a89f-8dceac5d536e,c1,c5,3384,?,p1,
1769391956.5173078,CREATED,6d42c699-a9c4-40f5-b568-cfa5aa375e64,740a91d3-d76d-491c-8247-87da29bf3157,c1,c5,26,?,?,surb={'id': '337cc276-0782-4e7e-bb3e-627b16b0f666', 'route': ['p2', 'e3', 'i12', 'x11', 'p1', 'c1']}
1769391956.6123474,RECEIVED,618f2d74-3c38-4bba-8988-05fad21bdec9,03cf5725-3e9c-4b38-be58-8f3db2cb004c,c3,c1,27,p1,?,surb={'id': '1ad8d2d3-8a1a-49f1-b3e9-0001a7fe154d', 'route': ['p1', 'e7', 'i5', 'x1', 'p3', 'c3']}
1769391956.7059314,RECEIVED,881d6826-ba15-4d50-8180-dec5edd78ead,caec51e1-b49e-4320-9544-a125c5e9ab88,c3,c1,27,p1,?,surb={'id': '3a6cc228-e3b4-4b41-8a20-d568a3d1bbe2', 'route': ['p1', 'e3', 'i8', 'x1', 'p3', 'c3']}
1769391956.8921676,SENT,62f27a73-80bd-4fb9-a642-ff17d3a4827e,dc8434c9-f54d-4aff-a65f-a8ec70e34c49,c1,c5,3384,?,p1,
1769391956.8923059,CREATED,7b0f2533-d680-44fd-9bcb-45787efb924f,a6deae48-2a91-4276-a30a-7bed055717b8,c1,c5,27,?,?,surb={'id': '36ae478a-038e-4ce9-aee5-a0fcf1fbdbf3', 'route': ['p2', 'e12', 'i5', 'x4', 'p1', 'c1']}
1769391956.961142,RECEIVED,0a73cfdb-21ac-4747-8c46-a152be0965c6,1c4cebb8-662a-4c3b-ab83-f6e05cc4901d,c3,c1,27,p1,?,surb={'id': '1d4eef43-dca0-4d2e-91c8-18adae92740a', 'route': ['p1', 'e4', 'i1', 'x4', 'p3', 'c3']}
1769391957.0340018,RECEIVED,40a95b3a-a601-4425-a30f-91d17260ae31,5b9f97b5-2ab0-453b-9184-da691ac67992,c3,c1,27,p1,?,surb={'id': 'f4442c9f-7637-4eb7-8f89-d371231d178b', 'route': ['p1', 'e12', 'i2', 'x5', 'p3', 'c3']}
1769391957.0528853,SENT,7f67c688-2bec-490f-a05a-cffe921a71d9,a8fbee0a-49d0-4ac9-aaf9-2749c634c7a9,c1,c5,3400,?,p1,
1769391957.0530336,CREATED,2dc42145-f278-4c52-80d6-8f56ce7d1b5b,916214f0-2bb5-4072-ac23-52435e470c4e,c1,c5,27,?,?,surb={'id': 'a4c48e6e-aaa7-45f8-9fa7-0449a68e5d74', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c1']}
1769391957.3325095,RECEIVED,c1f0a095-0cc7-4cb1-bcc5-1b217d2adb18,44b705ff-7d1d-4f0e-a63f-55dd90a3b9f2,c3,c1,27,p1,?,surb={'id': 'edcb9a63-5016-44be-9476-3849d94088df', 'route': ['p1', 'e4', 'i12', 'x3', 'p3', 'c3']}
1769391957.385588,RECEIVED,2fa96272-1a75-4572-919f-88b8b10b6655,17eaad2e-81cf-4d1a-a837-74282eab4174,c3,c1,27,p1,?,surb={'id': 'f9dcc0f1-b6f7-4cfa-a892-37908b33f13f', 'route': ['p1', 'e9', 'i7', 'x12', 'p3', 'c3']}
1769391957.6432116,RECEIVED,480c0347-2694-44cb-96cf-9c4b8b65d661,686942ce-bf07-487a-a77f-f85cb038b677,c3,c1,27,p1,?,surb={'id': 'fead3504-bb51-47b2-9522-dfe09ed877dd', 'route': ['p1', 'e11', 'i6', 'x8', 'p3', 'c3']}
1769391957.8543065,RECEIVED,19f370f2-00c1-43e3-ab6f-d26ba9f3c507,fc42b2a7-b778-4269-bd38-d41efb130d11,c3,c1,26,p1,?,surb={'id': '5f81aeb6-d1d7-41ed-8906-84c5fddec298', 'route': ['p1', 'e1', 'i2', 'x10', 'p3', 'c3']}
1769391957.88425,RECEIVED,99a868e5-86a4-4f6a-b43c-cf98cb1c0048,19dbe853-56f7-4f6d-9a78-4cf151fe4d63,c3,c1,27,p1,?,surb={'id': 'cf542a5e-7e02-485c-b74a-f1b187a557fe', 'route': ['p1', 'e9', 'i1', 'x1', 'p3', 'c3']}
1769391958.6973295,SENT,d7d720b3-c356-459a-991c-e056f70a9c48,18dc05c6-c027-4ddf-b69a-2ed45822be72,c1,c5,3375,?,p1,
1769391958.6974823,CREATED,a4422841-f0b6-444e-84a4-6d3e9ec1638a,10c89387-351b-4cf9-85f9-a667c1e88dbb,c1,c5,27,?,?,surb={'id': 'e3dec4ea-6842-4138-ad03-80a66d1eccc2', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c1']}
1769391958.710222,RECEIVED,0ed95e6d-f4aa-4e9c-8444-1050a4e18bde,1a4923e2-eded-4d65-b780-cac0d670cdbb,c3,c1,26,p1,?,surb={'id': 'a9b72bcd-9abb-4d0e-933d-4395aab424a4', 'route': ['p1', 'e5', 'i8', 'x9', 'p3', 'c3']}
1769391959.0477436,RECEIVED,9e8b06cd-f14d-4cdb-be14-8a46f24d0e04,88d8d9ea-3133-49f4-9337-807a67e89525,c3,c1,26,p1,?,surb={'id': 'a0a76b0c-790c-4078-9fff-1bc78d212b3b', 'route': ['p1', 'e1', 'i2', 'x6', 'p3', 'c3']}
1769391959.1413162,SENT,da6d8a8e-85c2-4a02-bb79-74782ab747f4,954a9434-e896-4822-b2c8-0d5f279df7c6,c1,c5,3399,?,p1,
1769391959.141464,CREATED,05165c1f-97ca-4b26-b09d-859c1415b5d0,0a1fe497-ce29-437c-afad-1ef9b1a03c21,c1,c5,27,?,?,surb={'id': '6ca097f0-328e-4c57-b940-a703cd0e41ed', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c1']}
1769391959.2116277,SENT,3afa2e9e-51d7-4eef-9cb7-24d4720d71c2,959befe0-89e6-47a4-aa64-32955ed40b54,c1,c5,3379,?,p1,
1769391959.211777,CREATED,4dd704a1-b34f-42f3-a340-2f198a799458,3f5ace53-7400-42e6-8a1f-eb00bd08d972,c1,c5,27,?,?,surb={'id': '9d5cbd06-f4b3-4aba-82c4-54d1a37d05be', 'route': ['p2', 'e4', 'i11', 'x4', 'p1', 'c1']}
1769391959.3016405,SENT,0d38e0bf-a170-4c9c-b753-8a760b6a44a2,256a59a3-36e4-4480-983c-59a00a486999,c1,c5,3385,?,p1,
1769391959.3017893,CREATED,077209a6-faf8-4498-85c7-62fd44f80f56,b82e5772-0520-4ee3-8836-f5b8b3bf9fc1,c1,c5,27,?,?,surb={'id': '2528f890-ecd1-4436-a42b-5b9cf60c3a78', 'route': ['p2', 'e11', 'i5', 'x9', 'p1', 'c1']}
1769391959.5588124,RECEIVED,4a782f0a-0d32-4ddb-886c-9519b9902d18,19bd3786-f435-4001-8c8e-11f3f9e1b90f,c3,c1,27,p1,?,surb={'id': '745516c6-6333-450d-9cb5-5a3ab9e60b1c', 'route': ['p1', 'e11', 'i10', 'x5', 'p3', 'c3']}
1769391960.1130157,SENT,891802e9-ed9b-42cb-9bec-73e2760838ff,312d682a-a418-426f-961e-355420b35642,c1,c5,3376,?,p1,
1769391960.1131947,CREATED,c9405e96-fe06-42a0-9b03-700fe655c92c,96bdb0cc-d3ff-4fbd-ae04-dbe09ea18bff,c1,c5,27,?,?,surb={'id': 'd9b4dc5d-a438-4fb3-b861-c0072077f077', 'route': ['p2', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769391960.1870406,RECEIVED,492c0818-746f-40c7-a4c7-5e1bc43b3c05,e6e012bd-73a0-429f-aab9-28a6cef317b9,c3,c1,26,p1,?,surb={'id': '1ff50ce0-07bd-455e-9e6e-05fcfcdf372c', 'route': ['p1', 'e11', 'i9', 'x9', 'p3', 'c3']}
1769391960.2217298,RECEIVED,9d4b8c28-20d3-4903-932d-d24da3014114,b30e506a-0bd1-467b-a555-4a0205ce440f,c3,c1,26,p1,?,surb={'id': '78a19a76-55ea-419a-afa0-e75228a9f537', 'route': ['p1', 'e12', 'i8', 'x10', 'p3', 'c3']}
1769391960.464326,SENT,26334ce4-584c-45af-b973-76595e63b730,c526285b-ecaf-41d6-8d37-eb220e0d3ba4,c1,c5,3383,?,p1,
1769391960.4644785,CREATED,80a6ee73-2db5-4c05-aff0-ceb770c20a78,873fbcfe-c4e0-4a20-b53c-16e4b19344b1,c1,c5,27,?,?,surb={'id': 'f96e17cb-0ee7-4483-ba0e-8685c720d3aa', 'route': ['p2', 'e11', 'i5', 'x4', 'p1', 'c1']}
1769391960.6952877,RECEIVED,5ff17eb8-a615-4390-ba4c-628f038377ea,b1672d29-a4fc-4e2d-9502-564b997915c4,c3,c1,27,p1,?,surb={'id': 'bf3aa405-44a8-4129-a9c4-78fef5c578f4', 'route': ['p1', 'e6', 'i9', 'x1', 'p3', 'c3']}
1769391960.780734,RECEIVED,a0b0f9e1-f348-4c63-a070-97a61c64145b,3c8a7e5d-04c2-416a-85c4-5865216dc24d,c3,c1,26,p1,?,surb={'id': 'e3520f0b-6ad0-456c-a0a1-fe1b09291bba', 'route': ['p1', 'e6', 'i4', 'x6', 'p3', 'c3']}
1769391960.9081287,RECEIVED,c52726b6-c8d7-4972-9a75-6bc81ddefbfa,53769265-fe09-44bb-a37a-cd5fe2215060,c3,c1,26,p1,?,surb={'id': 'c4fd979c-223b-4930-af4d-9416add6b280', 'route': ['p1', 'e10', 'i10', 'x2', 'p3', 'c3']}
1769391961.115712,SENT,6eb23852-96f1-45ac-95fe-1ada92752bd8,dd20cdf3-f723-42b1-a4bc-dbbf961bf098,c1,c5,3391,?,p1,
1769391961.1158676,CREATED,54f40c80-4dce-44ad-8c79-24dad8f37bfd,bd8481be-e1ed-433e-a186-78d608503383,c1,c5,27,?,?,surb={'id': '99e15b77-c0b6-44dc-bddc-fabcd30cc199', 'route': ['p2', 'e12', 'i3', 'x3', 'p1', 'c1']}
1769391961.21637,SENT,4d505b89-e0d6-469c-8f6c-71574efe1e4c,7cded6f7-569a-455a-adba-0f4be6120dc8,c1,c5,3396,?,p1,
1769391961.2165184,CREATED,e81c2b26-0bdd-408c-9063-6c8ba86aec68,34df762e-0c9e-421b-8613-c88d34e8aef2,c1,c5,27,?,?,surb={'id': 'a2854680-9e7b-482a-8a7d-23a23a01bc05', 'route': ['p2', 'e12', 'i3', 'x11', 'p1', 'c1']}
1769391961.4461455,RECEIVED,06c98ef5-dba5-47a2-ade1-ff474b641f17,bd35c60d-e5e5-4822-8689-039de38bce80,c3,c1,27,p1,?,surb={'id': '5db76425-76dd-4015-b7e6-1d4c5223099a', 'route': ['p1', 'e1', 'i3', 'x10', 'p3', 'c3']}
1769391961.6162827,RECEIVED,034daf29-0697-426e-b0c0-619e03bfb008,8cb2277b-cfe5-4b95-84d3-35be38181600,c3,c1,27,p1,?,surb={'id': '68110402-32d7-43e6-92dd-f42732433184', 'route': ['p1', 'e8', 'i6', 'x6', 'p3', 'c3']}
1769391961.6268435,RECEIVED,0c0d63f3-f652-4e51-a7c5-96d363129f27,ca78266b-d6c1-486a-8eea-0fc07cfda3e1,c3,c1,27,p1,?,surb={'id': '37100315-5cec-4d10-b138-c562603ab201', 'route': ['p1', 'e9', 'i3', 'x1', 'p3', 'c3']}
1769391961.870961,RECEIVED,9642761e-a195-4747-8db4-25472a849cfd,b4f03698-2890-43d6-9724-8d3b7d65f549,c3,c1,26,p1,?,surb={'id': 'cb2e0c60-bc3d-4709-8b22-3256ecdb0948', 'route': ['p1', 'e3', 'i11', 'x10', 'p3', 'c3']}
1769391962.368147,RECEIVED,f480d097-bc17-42c2-9790-79ff115a8e17,29a3df6b-d716-48a0-9514-eaa15fb50ea9,c3,c1,27,p1,?,surb={'id': '57c83570-e039-4ab9-9f60-c1361460ec0e', 'route': ['p1', 'e11', 'i9', 'x9', 'p3', 'c3']}
1769391962.5366263,RECEIVED,28aa3bd9-f0af-4ef2-bbf5-e2d768984954,f483a334-5003-49cb-baf6-bd87cef44578,c3,c1,27,p1,?,surb={'id': '13addc6c-5696-4a31-8266-88c87c7250b0', 'route': ['p1', 'e2', 'i4', 'x12', 'p3', 'c3']}
1769391962.5864623,SENT,200dd0cc-91b3-4f0b-99a6-2eadd2940d1f,8f5594c4-d138-4a20-b816-79d826942b6a,c1,c5,3360,?,p1,
1769391962.5866063,CREATED,6b879693-31ce-480f-9bd6-e9b11b1b0709,93964d67-1513-48ea-b0e4-a28713b25274,c1,c5,27,?,?,surb={'id': 'ca067e0e-e1d6-4914-b3a2-ce80b29f3ffd', 'route': ['p2', 'e11', 'i4', 'x1', 'p1', 'c1']}
1769391962.6357453,RECEIVED,c6a02a30-91ed-470d-8038-47a31cb6844a,9db7131a-f5d7-4618-a021-e6013c01667e,c3,c1,27,p1,?,surb={'id': '0dc10bd4-92a9-4b8b-8d1d-a94cb316f04d', 'route': ['p1', 'e1', 'i9', 'x10', 'p3', 'c3']}
1769391962.9429386,SENT,17be98d0-e2d4-49ed-b23f-ddf0b8fd7673,794afc0f-0c0c-45dd-aae1-4c3e450c2521,c1,c5,3392,?,p1,
1769391962.9431188,CREATED,590d7a5d-2a33-4435-bbff-251a1d4eb260,23eb6941-5c8b-483d-915c-3e64130b590e,c1,c5,27,?,?,surb={'id': '983615b4-28ea-47e5-b378-c5bf2d206e25', 'route': ['p2', 'e11', 'i3', 'x5', 'p1', 'c1']}
1769391963.010352,RECEIVED,12562464-97e9-447e-937f-2e8724dbeffb,47a6ade8-1162-41d2-afd9-7606022a3712,c3,c1,27,p1,?,surb={'id': 'da6400c2-a716-4ed4-8797-14ba8071b42c', 'route': ['p1', 'e8', 'i11', 'x2', 'p3', 'c3']}
1769391963.0391395,SENT,6665f818-beb7-44ed-ad7c-dca89c8a8e73,40f7fec5-30a9-4435-b7aa-31f258148c17,c1,c5,3379,?,p1,
1769391963.0392892,CREATED,b7546ccd-85a3-420c-9155-1fa32949c638,d48ea769-5102-406c-8f7c-432981a70151,c1,c5,26,?,?,surb={'id': 'd0064883-795d-472e-9bed-addf13526eb7', 'route': ['p2', 'e6', 'i1', 'x3', 'p1', 'c1']}
1769391963.1250217,SENT,9f8bbe36-c52e-4251-b304-78afd71cdc05,5fdaec9b-b621-4b82-a061-87588d7500f6,c1,c5,3376,?,p1,
1769391963.1252034,CREATED,5ec87ce1-14b9-4a40-bbbf-7f2489ad3fa8,b2eaa044-bd22-47f1-9aa5-81b951eecbc6,c1,c5,26,?,?,surb={'id': '3673d501-3455-4fea-91b8-ff6027136fce', 'route': ['p2', 'e11', 'i11', 'x4', 'p1', 'c1']}
1769391963.5454037,SENT,3a0c19fc-5a4f-41c3-b484-f69317e2771c,1b8f8a67-9201-44fa-8f11-20c92d5d51ca,c1,c5,3397,?,p1,
1769391963.545548,CREATED,b5826615-1207-4e68-b017-efee3fdd84ff,bd6c7a16-df33-412b-aa0c-71f64529768f,c1,c5,27,?,?,surb={'id': 'f244f4fe-ea1c-4368-8a01-b4f4bfa0f283', 'route': ['p2', 'e4', 'i11', 'x2', 'p1', 'c1']}
1769391963.6595016,SENT,1d407de0-8594-43b3-b74b-e8e5b4818dfa,6a5f3814-7638-4505-83b2-28f80dd040fc,c1,c5,3392,?,p1,
1769391963.6596541,CREATED,0e8091a9-ba34-498b-bb51-37853f271466,796203d0-b806-4521-8edf-292dad77478f,c1,c5,27,?,?,surb={'id': 'bb437d83-31f8-43aa-9482-7826bf93975b', 'route': ['p2', 'e8', 'i8', 'x4', 'p1', 'c1']}
1769391963.8701324,SENT,694f0f1e-7bb8-4575-98f3-90bf04e3ae87,ab5c8289-edce-4fa6-b925-96ea3dfe5f22,c1,c5,3388,?,p1,
1769391963.8702543,CREATED,52d445c4-d9b3-4040-b43f-8fa16c890f83,87c6124e-9a0d-4aa6-9615-970c23f1a82c,c1,c5,27,?,?,surb={'id': 'cbcb5540-954c-4b21-bd2a-11b0edb5a1d3', 'route': ['p2', 'e2', 'i7', 'x12', 'p1', 'c1']}
1769391964.1629767,RECEIVED,27beb157-dab7-4521-9f42-8c5cce98bb04,e50cd4dc-4fe7-4b7f-94f7-6102acb45bde,c3,c1,27,p1,?,surb={'id': 'b52a0e56-6fe6-43bb-a536-b386d741d71e', 'route': ['p1', 'e7', 'i4', 'x12', 'p3', 'c3']}
1769391964.3040795,SENT,77ec1f36-aafe-4d1c-baa2-47078a1dc270,a92c4934-9f26-4df3-b5a0-43c5c45b789f,c1,c5,3379,?,p1,
1769391964.3041804,CREATED,1edfea80-ee86-4a55-bcb2-c6a99ec171c2,a493df73-52b1-4acf-963d-401d15a302d3,c1,c5,27,?,?,surb={'id': '60314919-a240-42f3-ab10-4034521a455a', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769391964.4831922,SENT,90b7dbe8-bce6-4cae-9433-9fbe347c7b68,4cecfa55-c6dd-4e05-a5ca-cad815beb328,c1,c5,3376,?,p1,
1769391964.4833632,CREATED,fe19f608-45e3-4a7c-9ffa-a4e030737c4b,1b8c0897-de31-4974-941b-f33d5b46faaa,c1,c5,26,?,?,surb={'id': '762027a4-1c5c-4b18-a6fc-91bf5d5a1e08', 'route': ['p2', 'e5', 'i2', 'x2', 'p1', 'c1']}
1769391964.8854034,RECEIVED,4207275f-119c-420e-81a5-c1b5b0e0ca88,14cb471c-14c2-42fe-84f0-6bc6c5e22b28,c3,c1,27,p1,?,surb={'id': 'f2457c38-dbc2-4a22-889d-72a23dbe9ef3', 'route': ['p1', 'e7', 'i1', 'x9', 'p3', 'c3']}
1769391964.8906345,RECEIVED,a374fabe-bfd4-4862-b26d-54ea40e3d732,8a9ae19a-6de9-43ff-98f4-52d612aeb10d,c3,c1,27,p1,?,surb={'id': '5bce4dcd-a3dc-4bc5-a2b7-d403a912dda0', 'route': ['p1', 'e3', 'i1', 'x8', 'p3', 'c3']}
1769391964.9057338,RECEIVED,58d51775-3708-4c5a-88a9-14d7e1b1087f,8e74f2b9-f346-4c46-a958-4780e2a76cc4,c3,c1,27,p1,?,surb={'id': '61e6f670-aad7-4f11-ab06-fe22990cad22', 'route': ['p1', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769391964.954185,RECEIVED,fa984a5b-483d-4226-b354-b60bf99181f5,34040c25-af87-47e2-8dfc-6ab25633fef0,c3,c1,27,p1,?,surb={'id': '070e95dd-f322-49b8-9c2a-50e905ede4d3', 'route': ['p1', 'e9', 'i8', 'x3', 'p3', 'c3']}
1769391965.0178244,SENT,9703cab8-cf11-4516-9d26-59bcb99847c8,5b2535e0-2e2e-4125-887d-2d6f07b6b817,c1,c5,3363,?,p1,
1769391965.0179865,CREATED,0b86479a-4561-4f10-bf95-dc38e2821d5e,a26c286a-4ece-4bdb-b14d-159edc43721d,c1,c5,27,?,?,surb={'id': 'd6b6f508-67b2-4a69-9c28-150a8e8422bc', 'route': ['p2', 'e12', 'i4', 'x9', 'p1', 'c1']}
1769391965.1125636,RECEIVED,88ce1a78-ee31-4b49-902a-ee249e3b62ac,9a6f1a94-65da-4ca9-9b66-cd9559dd3f3c,c3,c1,27,p1,?,surb={'id': '2a9e1d3a-4a92-4742-aa2a-86a783b4d768', 'route': ['p1', 'e1', 'i2', 'x2', 'p3', 'c3']}
1769391965.4385781,SENT,28b64436-0b07-416b-b04b-1606ddf34984,fcc8a10d-e8b5-432a-b955-76dc7d3ab5f1,c1,c5,3380,?,p1,
1769391965.4387245,CREATED,1e7b3424-01ee-475c-a021-4d065669b0e2,346f5728-5f6e-47fb-982e-7106ebe10416,c1,c5,27,?,?,surb={'id': 'd764d283-1c0d-4de8-88de-9301fa7354c2', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c1']}
1769391965.6563573,RECEIVED,27675b26-c3eb-43ea-a0d0-ed7e39457553,be6b8ba2-aff8-43c6-a748-a6e1c20cc0e6,c3,c1,27,p1,?,surb={'id': 'f85eb017-44f9-4821-b75c-cf65f13915c3', 'route': ['p1', 'e10', 'i5', 'x7', 'p3', 'c3']}
1769391965.6669,RECEIVED,3ed2ba69-5617-46a4-b0fb-9a0a0fc0d081,716c7a7a-8d30-4db8-b192-7c0ebb564e47,c3,c1,27,p1,?,surb={'id': '0fb66437-33e0-4c85-8a89-69809ac5b05d', 'route': ['p1', 'e7', 'i11', 'x12', 'p3', 'c3']}
