timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763088.3092413,CREATED,cf1845b9-124d-4d9e-b069-5b4c09c0d88a,73cbbfb2-10ab-44f3-90d4-c73611d8ae9e,c3,c2,27,?,?,surb={'id': 'd14528ce-d99c-450d-a606-78f867056fb2', 'route': ['p2', 'e10', 'i8', 'x5', 'p3', 'c3']}
1769763088.5547383,SENT,1fab887f-f959-4265-8443-3c6c6b108517,43ea3902-fe4c-4635-81a6-b63d6093f686,c3,c2,3381,?,p3,
1769763088.5548894,CREATED,48cde4b8-e429-42fe-bcf6-9f5864ae3df5,4f8c13cb-9d9f-4517-bb6b-90f0591f4548,c3,c2,26,?,?,surb={'id': '68d3cb1f-8997-4393-bb4b-12cebf48ecd8', 'route': ['p2', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769763088.5775712,RECEIVED,ada44e53-ea4e-4086-8548-4f8abf1cfd0b,501956e8-3945-4393-a96f-57ae25bfd045,c2,c3,27,p3,?,surb={'id': 'ae5c614e-8e17-45e4-997a-c65109a876b4', 'route': ['p3', 'e3', 'i12', 'x8', 'p2', 'c2']}
1769763088.9582987,SENT,645261b7-2038-4cc5-ba9a-ca6f4cab4471,8ed54ad3-6560-488f-ba27-466378d42200,c3,c2,3371,?,p3,
1769763088.9584374,CREATED,589de929-9c33-408b-b728-1efd4f35f5f4,4f8c13cb-9d9f-4517-bb6b-90f0591f4548,c3,c2,26,?,?,surb={'id': '68d3cb1f-8997-4393-bb4b-12cebf48ecd8', 'route': ['p2', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769763089.310406,RECEIVED,c0299830-b6ec-4e2e-bc3d-6fe4010f5527,2877181d-fe5c-4f63-85d8-5172b8e47309,c2,c3,27,p3,?,surb={'id': '463e8d88-878a-49fa-9fbd-c580fb87e1bd', 'route': ['p3', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769763089.3668768,RECEIVED,77e19683-e8bc-473b-b111-5dff21213ebf,2877181d-fe5c-4f63-85d8-5172b8e47309,c2,c3,27,p3,?,surb={'id': '463e8d88-878a-49fa-9fbd-c580fb87e1bd', 'route': ['p3', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769763089.6452816,SENT,4818ade7-038e-47fd-8150-4a86a5ff6da5,8cb77927-8ee2-487a-914e-23688b190449,c3,c2,3383,?,p3,
1769763089.645417,CREATED,4a95c516-24df-4414-82c4-4032633c04e8,2d9ced4e-0d4c-4c11-8e5b-69bcf3c91409,c3,c2,27,?,?,surb={'id': 'cf0743c8-ed3e-4b7c-b025-000a9307ad56', 'route': ['p2', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769763090.343524,SENT,d2090be7-d1ed-43f1-b5a2-13022b1d98bd,185d45c4-d11a-42c7-8fce-f88cfdda297a,c3,c2,3369,?,p3,
1769763090.343667,CREATED,8cba8e9b-a240-44fc-98ca-8d64869b2161,2d9ced4e-0d4c-4c11-8e5b-69bcf3c91409,c3,c2,27,?,?,surb={'id': 'cf0743c8-ed3e-4b7c-b025-000a9307ad56', 'route': ['p2', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769763090.3746655,SENT,25e494f6-14d4-4853-a5cd-f67594f96b7e,4ef5be18-8c30-413b-ac9e-017984493d1a,c3,c2,3360,?,p3,
1769763090.374801,CREATED,e523acd2-72e9-4c00-839f-8b3645dfafaf,c6b18263-2f50-4882-b511-6c3db09643a9,c3,c2,27,?,?,surb={'id': '0ddae556-3341-4de9-b2e9-9cb9dce48f50', 'route': ['p2', 'e2', 'i11', 'x4', 'p3', 'c3']}
1769763090.3913271,RECEIVED,1cf90227-12a3-49dd-a1fd-fc996dcae90f,4b063ee9-d8a7-4745-b9e0-4e944a9e21c0,c2,c3,27,p3,?,surb={'id': 'dab37b55-78a1-4efe-8066-5bb9c43e8c66', 'route': ['p3', 'e7', 'i10', 'x3', 'p2', 'c2']}
1769763090.8084807,RECEIVED,d8fe2385-43d1-4a1a-993c-c645bcf724ac,bd63ab27-cc37-4345-bf42-454ad049b5fe,c2,c3,27,p3,?,surb={'id': '38d4ea3f-421d-44a3-9b92-2577b3e645fd', 'route': ['p3', 'e4', 'i8', 'x11', 'p2', 'c2']}
1769763090.8928475,SENT,5d1dd6e0-784b-41fb-bf5f-5af5d51aaa09,851508ce-f2b4-48eb-9d5f-553adf675312,c3,c2,3380,?,p3,
1769763090.8929822,CREATED,a3b26907-aade-4f44-96ce-36e713b417a6,c6b18263-2f50-4882-b511-6c3db09643a9,c3,c2,27,?,?,surb={'id': '0ddae556-3341-4de9-b2e9-9cb9dce48f50', 'route': ['p2', 'e2', 'i11', 'x4', 'p3', 'c3']}
1769763090.9927337,SENT,aa7d327f-8bd4-4a6e-858f-fa919e681a42,09e8836b-16b8-46f3-aed6-858aa6a63799,c3,c2,3372,?,p3,
1769763090.992875,CREATED,36239cd0-8816-4ca7-bcee-e2e6111a2774,6eed9736-0c17-4d5e-8913-61856c679fe0,c3,c2,26,?,?,surb={'id': '18f888d2-ec6f-4db2-9256-a6831d961396', 'route': ['p2', 'e12', 'i4', 'x4', 'p3', 'c3']}
1769763091.2036126,SENT,db9b324e-8510-432e-bfad-a759de436498,c8ca203d-1f5b-4481-95b5-b1103393ec72,c3,c2,3382,?,p3,
1769763091.2037475,CREATED,20de98f4-5711-444a-b8db-84cb99ddaeb3,6eed9736-0c17-4d5e-8913-61856c679fe0,c3,c2,26,?,?,surb={'id': '18f888d2-ec6f-4db2-9256-a6831d961396', 'route': ['p2', 'e12', 'i4', 'x4', 'p3', 'c3']}
1769763091.2374208,RECEIVED,65997d67-f642-462e-9907-1d5ebb7220c8,4b063ee9-d8a7-4745-b9e0-4e944a9e21c0,c2,c3,27,p3,?,surb={'id': 'dab37b55-78a1-4efe-8066-5bb9c43e8c66', 'route': ['p3', 'e7', 'i10', 'x3', 'p2', 'c2']}
1769763091.287851,SENT,f17528c2-97ac-470b-8550-7b7ebd912d70,06caedde-d486-4f99-ba9f-0ac793986437,c3,c2,3368,?,p3,
1769763091.2880075,CREATED,bfdb4852-2cec-4416-b87c-10c0a1a7c9e5,dd6b3be1-a38e-4eb0-9386-a0ce0399515c,c3,c2,27,?,?,surb={'id': '66678935-4249-40b9-85d6-d3d68dc7eacb', 'route': ['p2', 'e11', 'i5', 'x9', 'p3', 'c3']}
1769763091.9261708,RECEIVED,c3e7deaf-0b93-47f2-9b95-f212255cce34,a54c23f1-f1a1-4e4d-82de-ff444261045a,c2,c3,27,p3,?,surb={'id': '3c3d489e-73a7-4c46-b078-2e04f8997a70', 'route': ['p3', 'e12', 'i11', 'x4', 'p2', 'c2']}
1769763092.0695002,RECEIVED,3820f5e7-326f-4e8d-94fa-3d4ee46b72ba,a54c23f1-f1a1-4e4d-82de-ff444261045a,c2,c3,27,p3,?,surb={'id': '3c3d489e-73a7-4c46-b078-2e04f8997a70', 'route': ['p3', 'e12', 'i11', 'x4', 'p2', 'c2']}
1769763092.2017727,RECEIVED,e5ca23d5-c553-4421-81e1-01172493d88a,25e0f588-c263-453d-beb4-b2b3d8f21314,c2,c3,27,p3,?,surb={'id': '0695e7c5-1a93-43fe-9a94-ea7f804312c6', 'route': ['p3', 'e10', 'i8', 'x8', 'p2', 'c2']}
1769763092.2658021,RECEIVED,67fb9d28-4380-41c6-b046-6d0eaba524e7,adb0b827-5eb9-487d-8632-f20bafef818f,c2,c3,26,p3,?,surb={'id': 'ca03fd39-d2b4-45c0-a056-73f54e1105d9', 'route': ['p3', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769763092.426027,SENT,e8661dd1-ed8d-4185-973e-883e4e244faa,03a03191-b840-4398-b4d6-4aa33ef1fc35,c3,c2,3375,?,p3,
1769763092.4261575,CREATED,e01e6ab7-d0c9-4858-9de7-9aa81c3fb6c0,dd6b3be1-a38e-4eb0-9386-a0ce0399515c,c3,c2,27,?,?,surb={'id': '66678935-4249-40b9-85d6-d3d68dc7eacb', 'route': ['p2', 'e11', 'i5', 'x9', 'p3', 'c3']}
1769763092.519975,RECEIVED,058bc2d3-5038-4722-a1a9-627c9a8c370b,adb0b827-5eb9-487d-8632-f20bafef818f,c2,c3,26,p3,?,surb={'id': 'ca03fd39-d2b4-45c0-a056-73f54e1105d9', 'route': ['p3', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769763093.1083765,SENT,1c123696-1075-4db3-a979-314bf44def02,2be0500a-e859-4203-af3a-9275e3864a26,c3,c2,3382,?,p3,
1769763093.1085105,CREATED,eec95051-cb6a-4682-91f2-47fb2abede91,91f08f94-f8ab-48c1-be01-07e51ea8a2f8,c3,c2,26,?,?,surb={'id': '47ffbf1e-43db-4edf-b60b-fa6f5a5d46d4', 'route': ['p2', 'e4', 'i2', 'x8', 'p3', 'c3']}
1769763093.214487,SENT,59d32914-06da-41a2-8318-1e781e564dbc,9e8d8102-b937-4af9-8cda-add7594c46e2,c3,c2,3356,?,p3,
1769763093.2146425,CREATED,e12e34f7-237b-46da-a6b5-bc57200bfec5,91f08f94-f8ab-48c1-be01-07e51ea8a2f8,c3,c2,26,?,?,surb={'id': '47ffbf1e-43db-4edf-b60b-fa6f5a5d46d4', 'route': ['p2', 'e4', 'i2', 'x8', 'p3', 'c3']}
1769763093.296655,SENT,1d2b19d1-a530-43cc-a11b-741d47b61c1f,d0aeb0d6-fd7b-411b-84f2-e5b7aa9dd312,c3,c2,3360,?,p3,
1769763093.2967913,CREATED,d09109d4-9d33-468f-bfd2-9c663166a0e3,317d7d23-1ac4-4776-b9c3-7cf3078b13f2,c3,c2,27,?,?,surb={'id': '2394bcae-1494-49a4-889f-6a5633a8ebc5', 'route': ['p2', 'e8', 'i4', 'x2', 'p3', 'c3']}
1769763093.446209,SENT,a1573d9e-a575-4c26-8e60-6815fc6cd4e1,95414049-6b2b-4fdf-a9e9-563a0a8c5bfc,c3,c2,3360,?,p3,
1769763093.4463494,CREATED,599fffd3-4d64-45fc-a434-ea304a88a11d,317d7d23-1ac4-4776-b9c3-7cf3078b13f2,c3,c2,27,?,?,surb={'id': '2394bcae-1494-49a4-889f-6a5633a8ebc5', 'route': ['p2', 'e8', 'i4', 'x2', 'p3', 'c3']}
1769763093.6459959,RECEIVED,4996a045-fad2-4674-a2d8-0852b8c3c9f4,7f66d6ca-f335-47c7-894a-8254fdf49833,c2,c3,26,p3,?,surb={'id': 'e11f09ff-98c8-4540-a8e2-867da01dbf55', 'route': ['p3', 'e10', 'i4', 'x11', 'p2', 'c2']}
1769763093.688891,RECEIVED,6c57e3b5-0950-464a-b930-f81813334005,25e0f588-c263-453d-beb4-b2b3d8f21314,c2,c3,27,p3,?,surb={'id': '0695e7c5-1a93-43fe-9a94-ea7f804312c6', 'route': ['p3', 'e10', 'i8', 'x8', 'p2', 'c2']}
1769763093.778408,SENT,e74d9273-5248-4ed8-9398-75b02f8a9270,aeedc6ca-73d2-49c5-a0b0-752570e63b94,c3,c2,3359,?,p3,
1769763093.7784815,CREATED,3b08b391-ae3c-4d5f-8a84-3eb4e0be032f,5f444949-4b46-46ae-97cc-1effa38d5302,c3,c2,27,?,?,surb={'id': 'df882b00-05f5-4821-abbc-e43e41ff3f1c', 'route': ['p2', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769763093.902993,SENT,7b119142-d3e2-459a-98ff-26b7a734d720,e93327e0-fac3-4e8d-8d82-bd798f650be2,c3,c2,3397,?,p3,
1769763093.9031806,CREATED,a557b993-ebec-4b61-8bfc-81c3489db49d,5f444949-4b46-46ae-97cc-1effa38d5302,c3,c2,27,?,?,surb={'id': 'df882b00-05f5-4821-abbc-e43e41ff3f1c', 'route': ['p2', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769763094.1490858,RECEIVED,af36574d-d6b9-48ba-afea-098574174664,7f66d6ca-f335-47c7-894a-8254fdf49833,c2,c3,26,p3,?,surb={'id': 'e11f09ff-98c8-4540-a8e2-867da01dbf55', 'route': ['p3', 'e10', 'i4', 'x11', 'p2', 'c2']}
1769763094.5938058,RECEIVED,31137f80-d978-4b4d-b4a4-f478ddd652c2,2b328c09-3ad9-42db-9e34-926286980b9f,c2,c3,27,p3,?,surb={'id': '67c7b591-1bf4-447c-a791-5fa0d5c0c899', 'route': ['p3', 'e12', 'i7', 'x8', 'p2', 'c2']}
1769763095.0833907,RECEIVED,6a870a9a-d2a7-46ba-8e3a-f55ddfc51b7b,aba99127-747c-4e45-ad9c-6b64064f5426,c2,c3,26,p3,?,surb={'id': '8182c460-4591-430d-9e26-90cf26dabb55', 'route': ['p3', 'e2', 'i7', 'x3', 'p2', 'c2']}
1769763095.3999171,RECEIVED,e7801361-4c2b-4396-b191-1e08989e2eb9,aba99127-747c-4e45-ad9c-6b64064f5426,c2,c3,26,p3,?,surb={'id': '8182c460-4591-430d-9e26-90cf26dabb55', 'route': ['p3', 'e2', 'i7', 'x3', 'p2', 'c2']}
1769763095.6099663,SENT,8fadf76e-90b4-4dce-bcca-fb53212ac542,0eb28437-02ef-4af6-9c6b-816c5923cd42,c3,c2,3368,?,p3,
1769763095.6100628,CREATED,a82b0f03-d090-4e65-a11e-886153a1ef5c,13d518ad-624f-4e84-bcc2-f69d87e55f25,c3,c2,26,?,?,surb={'id': '6f523fe6-eb0c-4b69-b6e4-f3e628a710d7', 'route': ['p2', 'e3', 'i8', 'x1', 'p3', 'c3']}
1769763095.791877,SENT,7b6976f3-3fa1-4fad-abf6-5c44bfc7f122,213d5eba-c2e0-49a5-98cb-1868bd60ab60,c3,c2,3375,?,p3,
1769763095.7919495,CREATED,1714197f-86fa-43f8-8db9-ed97b839acaf,13d518ad-624f-4e84-bcc2-f69d87e55f25,c3,c2,26,?,?,surb={'id': '6f523fe6-eb0c-4b69-b6e4-f3e628a710d7', 'route': ['p2', 'e3', 'i8', 'x1', 'p3', 'c3']}
1769763095.8501987,RECEIVED,22d2deac-1b9f-41e0-ac0b-c9ca7f5de4ae,38e8b4ec-0890-47d4-9ac5-fe05d6e2f95b,c2,c3,27,p3,?,surb={'id': 'c2c82f4d-7ebc-4eb1-9b32-b8522d8ba495', 'route': ['p3', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769763095.8903155,SENT,b779741a-e539-4aed-b049-84eb2d55c81c,c294b3e9-c1f4-406e-948b-9c1974a42a0a,c3,c2,3388,?,p3,
1769763095.8903894,CREATED,b28d1b5e-61ba-4cf6-8b94-4f5e844a72ab,9a8d12d1-4c89-465f-97e8-4923ab655132,c3,c2,27,?,?,surb={'id': 'edf8fbc5-440e-4d38-812b-24b24074d5be', 'route': ['p2', 'e6', 'i10', 'x2', 'p3', 'c3']}
1769763095.997059,RECEIVED,07e8830f-7826-4a77-a711-0e3f61a80b17,38e8b4ec-0890-47d4-9ac5-fe05d6e2f95b,c2,c3,27,p3,?,surb={'id': 'c2c82f4d-7ebc-4eb1-9b32-b8522d8ba495', 'route': ['p3', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769763096.0264063,SENT,4bd86855-212c-4b2a-9665-fe6702b753c6,7be0adf0-cf1d-4c42-b9e8-70d1753dc0fd,c3,c2,3359,?,p3,
1769763096.0264947,CREATED,7d94ca79-70ab-4c1f-8324-eab9b6554b66,9a8d12d1-4c89-465f-97e8-4923ab655132,c3,c2,27,?,?,surb={'id': 'edf8fbc5-440e-4d38-812b-24b24074d5be', 'route': ['p2', 'e6', 'i10', 'x2', 'p3', 'c3']}
1769763096.0756552,SENT,8671262d-b2b4-449a-b238-54d8e4269738,aac6c6aa-b7f2-492a-83b1-45a70aecbd14,c3,c2,3368,?,p3,
1769763096.0757422,CREATED,0679bc16-e19a-49e9-883e-ca0a715dc202,8fc8c700-6d32-4f86-8b2a-f8883a831f72,c3,c2,27,?,?,surb={'id': '53d8d189-7d91-4243-9fdd-e15071731445', 'route': ['p2', 'e11', 'i8', 'x2', 'p3', 'c3']}
1769763096.0987105,SENT,5a759e57-b150-4f5e-82e6-470b1325a2aa,27e86d47-97c6-42a1-a0b3-d466b4ccc944,c3,c2,3385,?,p3,
1769763096.098818,CREATED,0c0f935f-06db-4cba-a495-daa87be3f4f7,8fc8c700-6d32-4f86-8b2a-f8883a831f72,c3,c2,27,?,?,surb={'id': '53d8d189-7d91-4243-9fdd-e15071731445', 'route': ['p2', 'e11', 'i8', 'x2', 'p3', 'c3']}
1769763096.3062074,SENT,e4435fb4-66e1-4766-91e4-974189ea5efb,8af7b2ad-7f15-4058-bf18-9eea29bfee01,c3,c2,3403,?,p3,
1769763096.306296,CREATED,02211be9-24df-4c13-85a8-4e8dd57b21fa,2d83199c-b3e3-4bc4-9346-0a33a79bbd38,c3,c2,27,?,?,surb={'id': '6557b58b-1382-42d2-be79-4b07bd556e21', 'route': ['p2', 'e12', 'i7', 'x5', 'p3', 'c3']}
1769763096.6875584,SENT,69c82b13-166f-41b4-a2b1-c5f12d8ed094,b97b2ddc-8d37-4bea-b707-ba941334a925,c3,c2,3387,?,p3,
1769763096.6878464,CREATED,7c4697a8-4f4c-4c8f-b71c-7dd7d0438ca0,2d83199c-b3e3-4bc4-9346-0a33a79bbd38,c3,c2,27,?,?,surb={'id': '6557b58b-1382-42d2-be79-4b07bd556e21', 'route': ['p2', 'e12', 'i7', 'x5', 'p3', 'c3']}
1769763096.819257,RECEIVED,b5a9420d-8696-4f75-b5cc-328f00beb245,196db9e9-0300-4185-b321-4404aa7a386e,c2,c3,27,p3,?,surb={'id': '3c24050f-8140-4490-8c2e-c369f7a958ce', 'route': ['p3', 'e3', 'i3', 'x7', 'p2', 'c2']}
1769763096.876321,RECEIVED,a75c6ba6-ad3a-4db5-aa49-1a5e66a23a12,9c32b97a-70c9-4265-927e-8a1b7106f0cc,c2,c3,27,p3,?,surb={'id': '682a64ff-a81e-4ec2-a752-dc5ceba80ef2', 'route': ['p3', 'e6', 'i2', 'x5', 'p2', 'c2']}
1769763096.9159894,RECEIVED,b132972b-6968-4b12-bdde-b13ab3c62ed1,2b328c09-3ad9-42db-9e34-926286980b9f,c2,c3,27,p3,?,surb={'id': '67c7b591-1bf4-447c-a791-5fa0d5c0c899', 'route': ['p3', 'e12', 'i7', 'x8', 'p2', 'c2']}
1769763096.9651537,SENT,9547285b-3e3f-465a-973d-c66d3a264b9e,0c995d15-c36c-4529-882d-89a589ceff8b,c3,c2,3368,?,p3,
1769763096.965244,CREATED,5260d1e7-1989-4372-88c3-ca71f3c03413,9f188181-6090-461a-a746-36a80902832b,c3,c2,27,?,?,surb={'id': '3e6e9423-b8ab-415b-b15a-b4b0245e4b57', 'route': ['p2', 'e2', 'i9', 'x1', 'p3', 'c3']}
1769763096.9941266,RECEIVED,a44cea43-c185-43f5-a5a4-8f69c6eaf859,a1d935d5-2e58-442f-9b08-790f3f3b9f31,c2,c3,27,p3,?,surb={'id': '3e586fc3-20d8-45ca-890e-480cb965ef07', 'route': ['p3', 'e10', 'i8', 'x10', 'p2', 'c2']}
1769763097.0043612,SENT,453053cf-96d9-4214-82e2-80b012c2b7dc,d8ac855c-aa5a-49e1-b97f-0e02678567aa,c3,c2,3375,?,p3,
1769763097.0044637,CREATED,7c894bcf-bee2-4f32-ada9-30dce4f0a3d8,9f188181-6090-461a-a746-36a80902832b,c3,c2,27,?,?,surb={'id': '3e6e9423-b8ab-415b-b15a-b4b0245e4b57', 'route': ['p2', 'e2', 'i9', 'x1', 'p3', 'c3']}
1769763097.1186442,SENT,0fc4cd88-bef7-4b85-a591-65254d54ea44,f7e07d2d-14a0-4a37-9ade-2546a14a3b51,c3,c2,3363,?,p3,
1769763097.118734,CREATED,8e08f0c7-8b68-4ec2-897c-5a43ff09864c,242dc779-7938-40a9-bcfd-26fa9bd841d1,c3,c2,27,?,?,surb={'id': '86a762ee-3827-480f-8897-8f634569c2e2', 'route': ['p2', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769763097.2287514,RECEIVED,5e7f4855-c60f-44bb-a81c-2406d46679ff,a1d935d5-2e58-442f-9b08-790f3f3b9f31,c2,c3,27,p3,?,surb={'id': '3e586fc3-20d8-45ca-890e-480cb965ef07', 'route': ['p3', 'e10', 'i8', 'x10', 'p2', 'c2']}
1769763097.6387699,RECEIVED,ffd12f92-f716-4a55-bc56-03025e5b628e,196db9e9-0300-4185-b321-4404aa7a386e,c2,c3,27,p3,?,surb={'id': '3c24050f-8140-4490-8c2e-c369f7a958ce', 'route': ['p3', 'e3', 'i3', 'x7', 'p2', 'c2']}
1769763098.2364352,SENT,00e50cec-1a19-4470-bbda-48db962b332a,e1e2a716-229e-47db-8315-a88b7cb0fc52,c3,c2,3375,?,p3,
1769763098.2365131,CREATED,a3173ef9-05c6-410e-9a0f-2b4dc2ce0257,242dc779-7938-40a9-bcfd-26fa9bd841d1,c3,c2,27,?,?,surb={'id': '86a762ee-3827-480f-8897-8f634569c2e2', 'route': ['p2', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769763098.267209,SENT,70354ded-5b8e-40c9-8553-d119c79486c5,ec874b93-2cb8-485c-8c16-b774831f1d70,c3,c2,3375,?,p3,
1769763098.2672791,CREATED,3bfd3c77-ce1f-48d1-90fb-424343ab046b,b9ed1e35-d7ea-456e-a29b-576cbb82576b,c3,c2,27,?,?,surb={'id': 'd27e7d1a-382c-4ee6-a68a-7cc682b066fa', 'route': ['p2', 'e2', 'i7', 'x10', 'p3', 'c3']}
1769763098.3728132,SENT,e3b26bfc-3f6d-4c80-b507-cd57c71bf088,0fd64e44-cefa-4e27-b646-0ada02b0efb9,c3,c2,3379,?,p3,
1769763098.3729374,CREATED,12aa4833-1cf5-4bab-888d-f55e41f4c17a,b9ed1e35-d7ea-456e-a29b-576cbb82576b,c3,c2,27,?,?,surb={'id': 'd27e7d1a-382c-4ee6-a68a-7cc682b066fa', 'route': ['p2', 'e2', 'i7', 'x10', 'p3', 'c3']}
1769763098.9327571,RECEIVED,41f19a46-f809-4487-b2c5-29fbeb974d72,b8f1d013-944b-454a-854f-43d98928890f,c2,c3,27,p3,?,surb={'id': 'a9072279-a7dc-43ee-8f6a-27d490b90099', 'route': ['p3', 'e4', 'i2', 'x3', 'p2', 'c2']}
1769763099.091667,RECEIVED,2c876513-681d-4a78-bf8d-e5358298d26f,b8f1d013-944b-454a-854f-43d98928890f,c2,c3,27,p3,?,surb={'id': 'a9072279-a7dc-43ee-8f6a-27d490b90099', 'route': ['p3', 'e4', 'i2', 'x3', 'p2', 'c2']}
1769763099.6382155,RECEIVED,98246999-0c9e-493a-8021-eef4e6c751a2,820e98d5-e0ab-4a06-a7bd-f0aa677eb1ce,c2,c3,26,p3,?,surb={'id': 'b5a84b2c-03b0-4fa7-950d-b606767412b0', 'route': ['p3', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769763099.7489712,RECEIVED,6e09b6d3-8a8e-4b2b-be74-75c530a165cd,29c94a7a-cb6a-4c5c-9cc9-5f9692589d3b,c2,c3,27,p3,?,surb={'id': 'f32723a8-e7d7-4314-9ee3-e1972636f6bb', 'route': ['p3', 'e10', 'i9', 'x11', 'p2', 'c2']}
1769763099.9509296,SENT,887cd531-3374-4580-9d52-13e63b210752,1b4ec9a4-51cc-4415-b264-f8de3efed4dc,c3,c2,3408,?,p3,
1769763099.9510024,CREATED,5842ec17-9625-4f13-aa63-e3e33e5f1b67,e97877da-14aa-4b47-b018-a7017fcae898,c3,c2,27,?,?,surb={'id': '55ff6557-3a54-49a8-ac7b-c22fe676a4b4', 'route': ['p2', 'e8', 'i10', 'x8', 'p3', 'c3']}
1769763100.3363745,SENT,17811841-cc35-4b35-a4c3-24e5b6934d6d,a49f5173-9927-4577-bf03-8e0a45607cd0,c3,c2,3372,?,p3,
1769763100.3364856,CREATED,d08017d9-a624-4596-a797-85018be2b33c,e97877da-14aa-4b47-b018-a7017fcae898,c3,c2,27,?,?,surb={'id': '55ff6557-3a54-49a8-ac7b-c22fe676a4b4', 'route': ['p2', 'e8', 'i10', 'x8', 'p3', 'c3']}
1769763100.343755,SENT,e985c98a-1169-43a7-868b-9b3798410bac,350f2075-2c81-4760-9c84-b2c4a41cec8a,c3,c2,3376,?,p3,
1769763100.3438635,CREATED,d885ad93-df7c-47b4-84e7-44fbddb828ca,85286681-fcd3-4cad-a899-d093b225caf3,c3,c2,26,?,?,surb={'id': '8e71591f-380c-4b0f-900d-6741f2c37359', 'route': ['p2', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769763100.349156,RECEIVED,c6acd930-5ab3-4dad-80d0-4aba40c35ab1,e69361b3-c7fb-4ee4-8dc5-82b0a01ab546,c2,c3,27,p3,?,surb={'id': 'd0f973ca-64bb-43a6-926e-c3958a5c8717', 'route': ['p3', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769763100.4536228,SENT,a972079d-fcb7-4dc6-8551-a2269bd0d8bc,c8550e5b-fe1e-4a92-8a3d-39bc003e1885,c3,c2,3383,?,p3,
1769763100.453734,CREATED,0461966e-4022-4d25-ba5f-d011a4aec686,85286681-fcd3-4cad-a899-d093b225caf3,c3,c2,26,?,?,surb={'id': '8e71591f-380c-4b0f-900d-6741f2c37359', 'route': ['p2', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769763100.9274433,RECEIVED,e8bed464-4b1d-4e7f-a457-8f575c8935d3,53423270-ec7f-4e3a-9edb-2d53c55b8c10,c2,c3,27,p3,?,surb={'id': '3a38c2c3-0c79-4b0e-8b3d-f4378d0d684f', 'route': ['p3', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769763101.121478,SENT,cdce77b8-b2ea-48b7-99e9-7f6b5047d707,4c51e59b-ed5c-4204-8c39-2d3478ed883c,c3,c2,3383,?,p3,
1769763101.121613,CREATED,dec6c908-6637-444f-9267-0a29ee59a04d,5e82855f-aa88-4542-9320-c83fa8868be2,c3,c2,26,?,?,surb={'id': '844c650b-4dc9-45a2-8871-10d9bdb6cd6b', 'route': ['p2', 'e6', 'i8', 'x3', 'p3', 'c3']}
1769763101.2144206,SENT,22a836f9-80d8-443e-8897-7b9f7bbc2884,1db5a4ec-25ff-4f83-b57e-8b0ceb675da2,c3,c2,3379,?,p3,
1769763101.2145696,CREATED,ce34a433-9da2-4522-a7d3-36fc50fd8943,5e82855f-aa88-4542-9320-c83fa8868be2,c3,c2,26,?,?,surb={'id': '844c650b-4dc9-45a2-8871-10d9bdb6cd6b', 'route': ['p2', 'e6', 'i8', 'x3', 'p3', 'c3']}
1769763101.252703,RECEIVED,9d80dcab-9599-4963-961c-ae6546fe11f7,53423270-ec7f-4e3a-9edb-2d53c55b8c10,c2,c3,27,p3,?,surb={'id': '3a38c2c3-0c79-4b0e-8b3d-f4378d0d684f', 'route': ['p3', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769763101.35138,SENT,3933a17e-96cb-4eb5-ba11-5670b74b3ea1,42b8a1e8-fbb7-43e8-965e-69970d36f39d,c3,c2,3388,?,p3,
1769763101.351515,CREATED,c00df322-dae9-41e7-a3a5-dc9d2dbdbe3d,f7d4a7e9-59c3-43be-b072-87ea9c244f4a,c3,c2,27,?,?,surb={'id': 'bbd3b30c-bec2-4719-8113-2c9dc6f9bda8', 'route': ['p2', 'e10', 'i5', 'x7', 'p3', 'c3']}
1769763101.5721118,SENT,85538cd8-b01c-4b70-bd01-5cedf3109d6c,1fcea536-d21f-4b1f-a34d-04e423456287,c3,c2,3391,?,p3,
1769763101.5722485,CREATED,da3796e0-17fc-45b9-ad92-290c3ff7c975,f7d4a7e9-59c3-43be-b072-87ea9c244f4a,c3,c2,27,?,?,surb={'id': 'bbd3b30c-bec2-4719-8113-2c9dc6f9bda8', 'route': ['p2', 'e10', 'i5', 'x7', 'p3', 'c3']}
