timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769762766.428769,RECEIVED,9afb7b34-32ca-4939-af45-e30b0a285103,50bfbc68-1d0a-4751-890e-696fc394fdd7,c2,c3,27,p3,?,surb={'id': 'c81f422a-215b-445e-8732-50a62eee0aa7', 'route': ['p3', 'e3', 'i1', 'x1', 'p2', 'c2']}
1769762766.779669,SENT,2a354272-caac-4245-b44f-d25d8a6686ef,e1e2803e-88b5-42af-9876-151ac8cfc2fd,c3,c2,3360,?,p3,
1769762766.779966,CREATED,bfda0c38-9f7a-4e59-980c-882dfebb7565,c6796af1-3bb5-43f6-bb68-108a73ef7879,c3,c2,27,?,?,surb={'id': '70e62daf-5c26-406b-b0b4-9eae1b6ac442', 'route': ['p2', 'e4', 'i7', 'x8', 'p3', 'c3']}
1769762766.9911945,RECEIVED,e2bab592-0da0-4a79-9e83-f4980ad71d2f,86f9c700-09a1-402c-ab7f-e60ea1d04769,c2,c3,26,p3,?,surb={'id': '2c895300-6c2b-4d22-8812-dd667d6d0aca', 'route': ['p3', 'e10', 'i6', 'x12', 'p2', 'c2']}
1769762766.9983277,RECEIVED,ff1c58d8-cf76-48ad-bb62-838b88d846df,d3a6daf5-1888-4c3c-b267-85da2870b3d0,c2,c3,26,p3,?,surb={'id': '202ab9c7-9ab9-4ebd-a954-e8f3fa4cc431', 'route': ['p3', 'e5', 'i11', 'x12', 'p2', 'c2']}
1769762767.007317,SENT,50e97f2e-08b7-4a46-b697-3a3b7eb1d146,3a7975dd-979f-4135-8bf3-af38e0555367,c3,c2,3388,?,p3,
1769762767.0074735,CREATED,e15ee421-83a0-4b06-a6ff-81c53031cbea,c6796af1-3bb5-43f6-bb68-108a73ef7879,c3,c2,27,?,?,surb={'id': '70e62daf-5c26-406b-b0b4-9eae1b6ac442', 'route': ['p2', 'e4', 'i7', 'x8', 'p3', 'c3']}
1769762767.3303714,SENT,e3e8fa63-0de1-4e8f-8149-92b4abbfbf29,ecf381e4-4c82-49d5-a380-9673442d9d82,c3,c2,3374,?,p3,
1769762767.3305333,CREATED,640bffca-7cee-4899-b1c8-5138e14217de,14d41694-bfab-4f02-ab6f-4a932bd88810,c3,c2,26,?,?,surb={'id': '9d04687b-bedc-40ff-bab3-e0968189eb0c', 'route': ['p2', 'e9', 'i9', 'x7', 'p3', 'c3']}
1769762767.333809,RECEIVED,473e756f-7122-4e19-950e-aae846255d3b,f677a71c-6d7c-4742-9907-7bdc40421540,c2,c3,27,p3,?,surb={'id': 'd038dfe3-08d4-4119-997e-f5a506705a61', 'route': ['p3', 'e6', 'i2', 'x3', 'p2', 'c2']}
1769762767.3383577,SENT,07b206cc-c92d-4a9b-8e06-873b180e33d6,4994e1b2-cf32-4890-a4d6-b10268279678,c3,c2,3382,?,p3,
1769762767.3385048,CREATED,21929ae7-7f76-494a-8d77-b642afa7a712,14d41694-bfab-4f02-ab6f-4a932bd88810,c3,c2,26,?,?,surb={'id': '9d04687b-bedc-40ff-bab3-e0968189eb0c', 'route': ['p2', 'e9', 'i9', 'x7', 'p3', 'c3']}
1769762767.4974723,SENT,c3d4d46f-8e15-4fec-9906-6fc213d02df0,e311ec7d-25dc-474e-b844-0f88630d3e84,c3,c2,3402,?,p3,
1769762767.4976206,CREATED,e4e8a458-3d55-4fde-bef3-dfa3f7627364,ba91ead4-dd96-4a4d-9659-f1f720aa5f0d,c3,c2,26,?,?,surb={'id': 'fc38bb40-0a60-4ba5-83c2-da51c4d0737f', 'route': ['p2', 'e10', 'i10', 'x12', 'p3', 'c3']}
1769762767.7415805,RECEIVED,937f8370-400a-43de-99da-af6c2842906d,7f6e00f9-1b8e-44c1-b1a1-5f1993fda3d4,c2,c3,27,p3,?,surb={'id': '517e20f3-5a1e-46a5-8e07-2f9ea0ba19d8', 'route': ['p3', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769762768.3386655,SENT,97e216a9-c7ef-4b35-9004-fe03f795df71,740e28ee-706b-43fc-b69e-d6d3e188fc43,c3,c2,3395,?,p3,
1769762768.3388505,CREATED,d728470b-1c04-4c5f-b095-1f1a7380ba46,ba91ead4-dd96-4a4d-9659-f1f720aa5f0d,c3,c2,26,?,?,surb={'id': 'fc38bb40-0a60-4ba5-83c2-da51c4d0737f', 'route': ['p2', 'e10', 'i10', 'x12', 'p3', 'c3']}
1769762768.7145581,RECEIVED,82d053ac-c8fe-476f-a70f-06da2e44d45a,4ada5760-8b7a-438e-96e2-759b6362f6ce,c2,c3,27,p3,?,surb={'id': 'ba132844-a772-42b5-a54b-34040424e0fd', 'route': ['p3', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769762768.8944838,SENT,4a198721-3e36-4113-abc3-ff869aa72fb1,de916369-c70f-4133-8c5d-3ba7e5f9d98c,c3,c2,3365,?,p3,
1769762768.8946323,CREATED,41117907-e160-47a2-a773-04dabea003e4,83d22c2a-eae3-4db5-8054-a2d36b01c5ef,c3,c2,27,?,?,surb={'id': '7ec2c49a-9afb-48dc-90ab-0f4acd9da9bb', 'route': ['p2', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769762769.099972,RECEIVED,cfbe060f-c87e-4d49-b88c-775c86367ac9,d3a6daf5-1888-4c3c-b267-85da2870b3d0,c2,c3,26,p3,?,surb={'id': '202ab9c7-9ab9-4ebd-a954-e8f3fa4cc431', 'route': ['p3', 'e5', 'i11', 'x12', 'p2', 'c2']}
1769762769.364691,RECEIVED,29ff10f9-6cbd-4ce4-aec8-7ca6b3b6eb4a,86f9c700-09a1-402c-ab7f-e60ea1d04769,c2,c3,26,p3,?,surb={'id': '2c895300-6c2b-4d22-8812-dd667d6d0aca', 'route': ['p3', 'e10', 'i6', 'x12', 'p2', 'c2']}
1769762769.4479125,SENT,a92dc772-e8cd-4530-bf68-fbfc2e7e3938,a3dba085-601a-4ef3-94bb-11b979cde067,c3,c2,3387,?,p3,
1769762769.4480884,CREATED,2b085a69-e0b7-4c48-8cdf-f17d1fb54b45,83d22c2a-eae3-4db5-8054-a2d36b01c5ef,c3,c2,27,?,?,surb={'id': '7ec2c49a-9afb-48dc-90ab-0f4acd9da9bb', 'route': ['p2', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769762769.474758,SENT,0686e7e1-47cf-4a17-a565-8c495d0469ed,71c7f7c3-4c4c-4135-b2ae-3990e45ad9ff,c3,c2,3391,?,p3,
1769762769.474907,CREATED,864fe0c4-9c54-4a2f-a0a6-707e5d3fa3b4,47cd7ae4-3203-49f1-a1af-9943d98920f1,c3,c2,27,?,?,surb={'id': '420cb26d-6c58-4eeb-a3dc-b171b721a9c9', 'route': ['p2', 'e7', 'i10', 'x8', 'p3', 'c3']}
1769762769.6712012,RECEIVED,af56e9b5-97a9-4bdc-86c3-a9b058d22e62,4ada5760-8b7a-438e-96e2-759b6362f6ce,c2,c3,27,p3,?,surb={'id': 'ba132844-a772-42b5-a54b-34040424e0fd', 'route': ['p3', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769762769.7547493,RECEIVED,6840b217-9d1b-482d-9f53-f8f170126dfd,9ba3cb41-b446-4bd4-aaa2-4a0521b44e22,c2,c3,26,p3,?,surb={'id': '5b3e358d-2aae-43e0-987e-2d23cbc01909', 'route': ['p3', 'e12', 'i2', 'x4', 'p2', 'c2']}
1769762769.7667031,SENT,95f30749-9872-4f99-91af-b33f3b253a54,1355644f-ca50-4d71-9d01-3175b84834c1,c3,c2,3379,?,p3,
1769762769.7668555,CREATED,09f2805d-611d-48e7-bf4c-9f2de96daa7f,47cd7ae4-3203-49f1-a1af-9943d98920f1,c3,c2,27,?,?,surb={'id': '420cb26d-6c58-4eeb-a3dc-b171b721a9c9', 'route': ['p2', 'e7', 'i10', 'x8', 'p3', 'c3']}
1769762769.777348,RECEIVED,db5f6591-c16e-431d-889f-89d910528f46,71a6003e-fdcb-44a8-a10c-41db1453fc12,c2,c3,27,p3,?,surb={'id': '16173cb0-4f8a-42f5-96cf-57925fac82f4', 'route': ['p3', 'e1', 'i8', 'x7', 'p2', 'c2']}
1769762769.8005373,SENT,d702a772-c69f-4c59-b9ec-ce343ef1c23f,3b3c33d5-570f-4672-be49-6c3797060f8a,c3,c2,3384,?,p3,
1769762769.8006902,CREATED,db865fc6-68c8-4307-a259-af84cd6f7ddf,c4813c43-7b57-4741-a7de-2500fcdda9a8,c3,c2,26,?,?,surb={'id': '1c799974-bf30-486b-a797-ab80a336538a', 'route': ['p2', 'e3', 'i6', 'x2', 'p3', 'c3']}
1769762770.0652711,RECEIVED,4c0a9241-ace6-4ffc-bcec-4773ca373aec,e413a8fa-2b5f-426d-a687-ea0f64e864e6,c2,c3,27,p3,?,surb={'id': 'bed89665-b8cf-47fe-8af1-1036e8217d57', 'route': ['p3', 'e4', 'i5', 'x7', 'p2', 'c2']}
1769762770.7658677,RECEIVED,62743712-6747-44d9-a7cf-c327c89f7089,e413a8fa-2b5f-426d-a687-ea0f64e864e6,c2,c3,27,p3,?,surb={'id': 'bed89665-b8cf-47fe-8af1-1036e8217d57', 'route': ['p3', 'e4', 'i5', 'x7', 'p2', 'c2']}
1769762770.7889013,SENT,f20ee727-7b18-4869-8ccd-ed8d00ff941c,7244654a-71a3-4637-bd49-f6667da3c439,c3,c2,3368,?,p3,
1769762770.7890856,CREATED,635bf9e3-fc39-4478-bf12-7bad6f8932a0,c4813c43-7b57-4741-a7de-2500fcdda9a8,c3,c2,26,?,?,surb={'id': '1c799974-bf30-486b-a797-ab80a336538a', 'route': ['p2', 'e3', 'i6', 'x2', 'p3', 'c3']}
1769762771.38868,SENT,e34128f9-041a-498f-87be-b4031f3b981a,fc770eaf-2c06-47cb-84f8-11b077044ae5,c3,c2,3384,?,p3,
1769762771.3888278,CREATED,b634f070-2943-4bf5-9832-01c0931f6baa,efc71572-c67d-40d9-88a5-85c392c43be5,c3,c2,27,?,?,surb={'id': '8dc06d7a-2c39-41e0-9614-39dbc5fa785c', 'route': ['p2', 'e6', 'i2', 'x10', 'p3', 'c3']}
1769762771.6744251,RECEIVED,ace4e2a8-4023-485d-bd0f-e58ee7514c5f,56ff8227-023a-447b-9871-7b8d8adc4dae,c2,c3,27,p3,?,surb={'id': 'a723df09-e85d-4e0e-a6b4-99d391d7c454', 'route': ['p3', 'e12', 'i10', 'x1', 'p2', 'c2']}
1769762771.8543282,SENT,acff482a-7889-4c92-ab01-0f4b2ae95f1b,ec814246-21b9-401d-b8e1-7080739e7b63,c3,c2,3387,?,p3,
1769762771.8544784,CREATED,2f5914a2-ca80-4fa1-a649-a49af27a95f0,efc71572-c67d-40d9-88a5-85c392c43be5,c3,c2,27,?,?,surb={'id': '8dc06d7a-2c39-41e0-9614-39dbc5fa785c', 'route': ['p2', 'e6', 'i2', 'x10', 'p3', 'c3']}
1769762771.8856173,RECEIVED,0fcfd8ce-75fd-4198-ab6d-7889024325ca,a9cf417a-7a87-4fe8-90b6-ee395643c73b,c2,c3,27,p3,?,surb={'id': '92df2a08-89ab-4bd7-8bd9-200337083115', 'route': ['p3', 'e8', 'i8', 'x2', 'p2', 'c2']}
1769762771.8998768,RECEIVED,567c7d90-3cd2-4b18-86ca-934513cd96a4,71a6003e-fdcb-44a8-a10c-41db1453fc12,c2,c3,27,p3,?,surb={'id': '16173cb0-4f8a-42f5-96cf-57925fac82f4', 'route': ['p3', 'e1', 'i8', 'x7', 'p2', 'c2']}
1769762771.986751,RECEIVED,ac43e657-682c-4aa1-b406-09f6a02c2060,9ba3cb41-b446-4bd4-aaa2-4a0521b44e22,c2,c3,26,p3,?,surb={'id': '5b3e358d-2aae-43e0-987e-2d23cbc01909', 'route': ['p3', 'e12', 'i2', 'x4', 'p2', 'c2']}
1769762772.6709292,RECEIVED,5190b7ac-4674-4999-be40-7857812c398a,a9cf417a-7a87-4fe8-90b6-ee395643c73b,c2,c3,27,p3,?,surb={'id': '92df2a08-89ab-4bd7-8bd9-200337083115', 'route': ['p3', 'e8', 'i8', 'x2', 'p2', 'c2']}
1769762772.6893687,RECEIVED,c08f635f-3b9b-43c7-a972-524650ab4076,4ca586b7-1af8-4695-90cf-7cea44aede24,c2,c3,27,p3,?,surb={'id': '0ff9ade2-4d23-4611-8187-983c3a0c769e', 'route': ['p3', 'e6', 'i4', 'x5', 'p2', 'c2']}
1769762772.7348669,SENT,a669040b-3211-41c0-8ba0-8c0c4340d6ad,2a746276-185b-4c46-b3a2-a43bcd51497a,c3,c2,3385,?,p3,
1769762772.735022,CREATED,5e610b60-6426-486d-bd48-d02dfe47057a,5821acb2-d1f3-48db-a1c1-080c492003ba,c3,c2,27,?,?,surb={'id': '39884891-98c8-406c-a104-9901939aa786', 'route': ['p2', 'e7', 'i4', 'x8', 'p3', 'c3']}
1769762772.794519,SENT,c97ab43f-f57d-4bc1-851b-1f816479915c,276cf629-423d-433c-8d48-b975bbdfd6b8,c3,c2,3379,?,p3,
1769762772.7946832,CREATED,40b89a37-fbb9-4d80-a742-7b901ba1cd09,5821acb2-d1f3-48db-a1c1-080c492003ba,c3,c2,27,?,?,surb={'id': '39884891-98c8-406c-a104-9901939aa786', 'route': ['p2', 'e7', 'i4', 'x8', 'p3', 'c3']}
1769762772.911217,RECEIVED,743c5037-3371-4490-9cc4-6d513942a87c,4ca586b7-1af8-4695-90cf-7cea44aede24,c2,c3,27,p3,?,surb={'id': '0ff9ade2-4d23-4611-8187-983c3a0c769e', 'route': ['p3', 'e6', 'i4', 'x5', 'p2', 'c2']}
1769762772.9821944,RECEIVED,48a4e164-822f-4c9d-a2a8-88b8e710aed6,3d25b656-e3d4-4342-86d4-4a08847f152f,c2,c3,27,p3,?,surb={'id': 'f52fec94-c666-4a80-82b4-4400c8080d2f', 'route': ['p3', 'e5', 'i4', 'x9', 'p2', 'c2']}
1769762773.288072,SENT,5c4556e1-be10-40b6-b6e9-e5e36386f466,c6f3d5b7-3f7f-4c79-8769-db4bc320a40d,c3,c2,3387,?,p3,
1769762773.2882426,CREATED,ca25d588-def4-4278-9580-30c0a7ac7b9b,cd62bc0c-7fef-4ecf-93bc-a016a4a6da5c,c3,c2,26,?,?,surb={'id': '7748aac9-5ef6-42f7-8337-45e961a80750', 'route': ['p2', 'e10', 'i10', 'x9', 'p3', 'c3']}
1769762773.309244,SENT,40c0c65b-34df-498f-b9db-d00d50ca699e,3bfcfc39-6e56-4906-9335-21e6cdfdad25,c3,c2,3395,?,p3,
1769762773.3093872,CREATED,4dc584d4-cac5-4ec1-ade0-6447319a5745,cd62bc0c-7fef-4ecf-93bc-a016a4a6da5c,c3,c2,26,?,?,surb={'id': '7748aac9-5ef6-42f7-8337-45e961a80750', 'route': ['p2', 'e10', 'i10', 'x9', 'p3', 'c3']}
1769762773.4135973,SENT,0af58028-8a10-469d-81dd-c8dc70cc362b,47d4c4fb-93f0-43c1-bc55-0cb362a622ad,c3,c2,3383,?,p3,
1769762773.413751,CREATED,52c5ae73-307e-4cf3-9a77-a75a38b0d453,c1f90efe-9fc3-4c4f-9293-b56d651f3dc2,c3,c2,27,?,?,surb={'id': 'cf56975b-0083-45b2-aeed-b62a4ded7ff2', 'route': ['p2', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769762773.5005376,SENT,c9b0f43b-1fac-4155-bfcf-2ad56fbbe323,9eef06fd-1c10-4449-8fb1-b0bd218d52d6,c3,c2,3387,?,p3,
1769762773.500695,CREATED,bcda28a5-7cce-4d2d-bb69-1c8926e04f6d,c1f90efe-9fc3-4c4f-9293-b56d651f3dc2,c3,c2,27,?,?,surb={'id': 'cf56975b-0083-45b2-aeed-b62a4ded7ff2', 'route': ['p2', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769762773.514678,SENT,c033cf45-5170-46f8-87a9-a0f1d489c437,01d6f938-da05-4130-b9c4-94a77f4c0f7c,c3,c2,3388,?,p3,
1769762773.5148284,CREATED,37f97ea1-5320-4afa-ac0a-db6da7c2c343,cc557816-2a44-4dae-87ac-bb752591ab00,c3,c2,27,?,?,surb={'id': 'e07c6ee0-2180-4333-a3e0-36f14143845e', 'route': ['p2', 'e10', 'i12', 'x5', 'p3', 'c3']}
1769762773.8349118,RECEIVED,8f968c6c-dd63-41fe-86d4-073f8a3094ac,56ff8227-023a-447b-9871-7b8d8adc4dae,c2,c3,27,p3,?,surb={'id': 'a723df09-e85d-4e0e-a6b4-99d391d7c454', 'route': ['p3', 'e12', 'i10', 'x1', 'p2', 'c2']}
1769762774.0997138,RECEIVED,1e1188c5-3de0-4c50-8246-f5f8ea12ccb5,3d25b656-e3d4-4342-86d4-4a08847f152f,c2,c3,27,p3,?,surb={'id': 'f52fec94-c666-4a80-82b4-4400c8080d2f', 'route': ['p3', 'e5', 'i4', 'x9', 'p2', 'c2']}
1769762774.3458073,RECEIVED,d412fc85-8d2c-46bb-a7eb-4edda1538119,7c5ac01c-b01e-4d58-a1b4-12255ce5cb89,c2,c3,27,p3,?,surb={'id': '6330bfa1-3afb-4ed6-9584-88ce082fdf15', 'route': ['p3', 'e2', 'i8', 'x11', 'p2', 'c2']}
1769762775.2700694,RECEIVED,7c085337-c252-40cf-bd92-d3b450ccc6a8,7794ecd0-fe1a-42df-bbb3-31379fad014f,c2,c3,27,p3,?,surb={'id': '925a00f6-c521-43c9-aab4-b8690c8d41c1', 'route': ['p3', 'e5', 'i6', 'x12', 'p2', 'c2']}
1769762775.509278,SENT,48e23f2b-c7d8-4a74-b5c0-9a3cd44f853f,aff21ae7-7b14-4577-81b0-3f46dcedbb89,c3,c2,3396,?,p3,
1769762775.5094306,CREATED,38eab049-8934-42ea-9eed-9bfe32d28e46,cc557816-2a44-4dae-87ac-bb752591ab00,c3,c2,27,?,?,surb={'id': 'e07c6ee0-2180-4333-a3e0-36f14143845e', 'route': ['p2', 'e10', 'i12', 'x5', 'p3', 'c3']}
1769762775.5660279,SENT,d499fcd8-b475-4cf4-8546-2308ebcdf1f5,39e1ca77-7044-4920-b278-58092f87d323,c3,c2,3384,?,p3,
1769762775.566251,CREATED,515e6941-528e-4fe5-bec9-ef657fc541d0,b3cdef27-fe99-4da2-8974-b9aba887f8b3,c3,c2,27,?,?,surb={'id': 'c1c49d40-2b46-41bf-a61f-14a600eda167', 'route': ['p2', 'e2', 'i2', 'x8', 'p3', 'c3']}
1769762775.6468813,RECEIVED,606f2edf-bd48-4d65-93d9-901c099ebd49,c2b01ad2-ddc6-4815-a196-4f7c1b0388c6,c2,c3,27,p3,?,surb={'id': '9c94a348-f46a-46f3-80c0-fda56f722875', 'route': ['p3', 'e4', 'i6', 'x11', 'p2', 'c2']}
1769762776.2483492,RECEIVED,94602cd8-64ba-4609-9a3b-8425fbf207c7,7c5ac01c-b01e-4d58-a1b4-12255ce5cb89,c2,c3,27,p3,?,surb={'id': '6330bfa1-3afb-4ed6-9584-88ce082fdf15', 'route': ['p3', 'e2', 'i8', 'x11', 'p2', 'c2']}
1769762776.2501385,SENT,ddd596c8-2dd0-4a8a-b38a-61ed685f4b7f,6a691cd1-1ae0-4967-8aa6-ba8512025b06,c3,c2,3383,?,p3,
1769762776.2502635,CREATED,0134ac87-3cd6-488a-85d0-2e1173fa8b91,b3cdef27-fe99-4da2-8974-b9aba887f8b3,c3,c2,27,?,?,surb={'id': 'c1c49d40-2b46-41bf-a61f-14a600eda167', 'route': ['p2', 'e2', 'i2', 'x8', 'p3', 'c3']}
1769762776.366504,SENT,c7168219-7a1f-436c-bb29-f586d4d858b8,7e27d2ce-29cf-4d11-88cf-0409d57ab020,c3,c2,3388,?,p3,
1769762776.3666577,CREATED,1ed651d4-2182-4d95-bdbb-14a6b5b9b807,1cfa56a8-e4ff-4ba3-a1b9-66144c67f9b6,c3,c2,27,?,?,surb={'id': '3f3c0134-c0b5-4cbb-9b9c-ec933d333460', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769762776.55112,RECEIVED,d43e0e6d-9eec-4c7f-81e8-b9eca7c6ff11,7794ecd0-fe1a-42df-bbb3-31379fad014f,c2,c3,27,p3,?,surb={'id': '925a00f6-c521-43c9-aab4-b8690c8d41c1', 'route': ['p3', 'e5', 'i6', 'x12', 'p2', 'c2']}
1769762777.3581316,RECEIVED,59e8ba11-8d00-4e37-be5c-e1a679d6e14b,c9c57b5c-06fe-425c-a5bd-e9d0a77a0d5c,c2,c3,27,p3,?,surb={'id': '0a10606b-7b16-46cc-a7d7-132e68106b30', 'route': ['p3', 'e8', 'i9', 'x3', 'p2', 'c2']}
1769762777.581545,SENT,9cd75a03-1c4b-4779-8b61-86eca0975116,d79033af-86d2-4f3f-82a0-b25ff1b9694d,c3,c2,3391,?,p3,
1769762777.5816946,CREATED,741cc31c-81c1-4744-abdb-1cecb99d8ead,1cfa56a8-e4ff-4ba3-a1b9-66144c67f9b6,c3,c2,27,?,?,surb={'id': '3f3c0134-c0b5-4cbb-9b9c-ec933d333460', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769762777.763275,RECEIVED,ef32f1e0-3b4b-41a7-863e-35b351984d33,e1d00ea4-fd63-4d90-8be1-2112adbb6931,c2,c3,27,p3,?,surb={'id': '41fa5535-f645-4d39-adcc-2f5c66c8d668', 'route': ['p3', 'e4', 'i9', 'x9', 'p2', 'c2']}
1769762777.8763254,RECEIVED,5902bd6e-5dfd-464e-bb87-03e82627ed90,c2b01ad2-ddc6-4815-a196-4f7c1b0388c6,c2,c3,27,p3,?,surb={'id': '9c94a348-f46a-46f3-80c0-fda56f722875', 'route': ['p3', 'e4', 'i6', 'x11', 'p2', 'c2']}
1769762778.255175,SENT,4aa95839-7eb0-4752-8185-b31cd330a9fa,25d38fab-4d85-4a19-b880-66ec5b51946f,c3,c2,3379,?,p3,
1769762778.2553263,CREATED,eaeb3c8f-3d1e-4ec4-8cfb-9131c83c7ef4,35f0ffcf-fc43-4b49-a4d2-09ee9a2c65f2,c3,c2,27,?,?,surb={'id': 'fdc66292-39f4-4bbe-b341-d5433fb1397d', 'route': ['p2', 'e2', 'i8', 'x4', 'p3', 'c3']}
1769762778.4822645,RECEIVED,a5f03cdd-07d6-4f76-8d95-9ec7e0b533ff,e1d00ea4-fd63-4d90-8be1-2112adbb6931,c2,c3,27,p3,?,surb={'id': '41fa5535-f645-4d39-adcc-2f5c66c8d668', 'route': ['p3', 'e4', 'i9', 'x9', 'p2', 'c2']}
1769762778.498315,SENT,a65876d2-69ed-4893-9722-64390a5bd227,4810dbfb-f9f0-47f4-8031-672d87d31e1e,c3,c2,3394,?,p3,
1769762778.4984624,CREATED,e6deedfe-965f-48d1-a578-5f64c4469f7d,35f0ffcf-fc43-4b49-a4d2-09ee9a2c65f2,c3,c2,27,?,?,surb={'id': 'fdc66292-39f4-4bbe-b341-d5433fb1397d', 'route': ['p2', 'e2', 'i8', 'x4', 'p3', 'c3']}
1769762778.6417274,SENT,b318a025-e0ba-4e74-aae5-1cc5c8a8ae79,fee71414-bff9-4792-a9d9-908f40858f7a,c3,c2,3373,?,p3,
1769762778.6418595,CREATED,985f87e0-aa9d-4b38-8d67-38dcb664a3ea,7e47f2a0-633d-43ec-93f3-5568f6d2e18c,c3,c2,27,?,?,surb={'id': '7af1e192-7171-4fb1-aefd-ae9dcda4268e', 'route': ['p2', 'e6', 'i2', 'x7', 'p3', 'c3']}
1769762779.2544136,SENT,add9e6d9-5c9e-4aa9-a474-d0923dacdef0,75a6d884-5f7a-4d38-888e-c07d2ce8bd5e,c3,c2,3384,?,p3,
1769762779.2547789,CREATED,6c7a4d97-cf27-4fef-ad64-cf28aedb7176,7e47f2a0-633d-43ec-93f3-5568f6d2e18c,c3,c2,27,?,?,surb={'id': '7af1e192-7171-4fb1-aefd-ae9dcda4268e', 'route': ['p2', 'e6', 'i2', 'x7', 'p3', 'c3']}
1769762779.5343573,SENT,9e359a16-08eb-45cd-8970-8ea177e0d447,a1d85918-b7de-4ba9-9bff-9293794ff0ff,c3,c2,3377,?,p3,
1769762779.5345085,CREATED,4fdd2cac-09c9-4c97-9193-7dafaeb14d85,62f60b38-91b3-411b-a46a-4f302a878bf1,c3,c2,27,?,?,surb={'id': 'ec15ae2b-ac58-49c8-b40a-1ece663d2188', 'route': ['p2', 'e9', 'i6', 'x9', 'p3', 'c3']}
1769762779.6224697,RECEIVED,7439793b-195c-439d-96d1-e142acf15c87,d2e84a8f-5f60-4f80-8498-b4109ee3833c,c2,c3,27,p3,?,surb={'id': '814d619b-eb92-463b-bc9e-a94a5c8424e5', 'route': ['p3', 'e10', 'i1', 'x3', 'p2', 'c2']}
1769762779.7149863,SENT,8808bc01-2ea2-4ed1-8b20-d01cc27dd6a6,10609ea0-b869-477c-be5f-7c5d7b50a777,c3,c2,3393,?,p3,
1769762779.7151494,CREATED,69e41706-799d-4ac4-b3b2-b799d82b922a,62f60b38-91b3-411b-a46a-4f302a878bf1,c3,c2,27,?,?,surb={'id': 'ec15ae2b-ac58-49c8-b40a-1ece663d2188', 'route': ['p2', 'e9', 'i6', 'x9', 'p3', 'c3']}
1769762779.7744331,RECEIVED,8de46ba5-ce32-44eb-80aa-8fc6bd8c5146,d2e84a8f-5f60-4f80-8498-b4109ee3833c,c2,c3,27,p3,?,surb={'id': '814d619b-eb92-463b-bc9e-a94a5c8424e5', 'route': ['p3', 'e10', 'i1', 'x3', 'p2', 'c2']}
1769762780.2341433,RECEIVED,6d201467-b62f-4fa6-8f61-3ac9dbb5f939,0fc36468-262e-446f-b245-8fd06a93a8eb,c2,c3,26,p3,?,surb={'id': '34627a7a-ae30-44ed-b03e-81f7075f5d74', 'route': ['p3', 'e12', 'i11', 'x7', 'p2', 'c2']}
1769762780.2933373,SENT,d15a9550-33cd-4a52-b288-4634c2bca9ca,5f1af4dd-88ba-4fe9-a4fd-07a2b986a65d,c3,c2,3396,?,p3,
1769762780.2934892,CREATED,becc1cbc-8454-45ca-aa35-15af008532f8,a1e7151e-f087-4a32-ab3d-7ab3f99ca950,c3,c2,27,?,?,surb={'id': '58a9e755-66aa-41b8-a0c0-d4177b432ff0', 'route': ['p2', 'e1', 'i9', 'x12', 'p3', 'c3']}
1769762780.339398,RECEIVED,95138add-1ee2-4ca4-a0d7-6293f4803c94,c8f7f301-a5d0-46bd-acc9-501ca3cdc36b,c2,c3,27,p3,?,surb={'id': '90fe4122-8244-4fc9-a30b-db18a5a22f46', 'route': ['p3', 'e4', 'i11', 'x12', 'p2', 'c2']}
1769762780.5515864,SENT,2cb941b0-043c-4c91-b0a4-f01e5d4a41db,7ae6f63e-447c-4fd6-8cef-11a071700b1e,c3,c2,3375,?,p3,
1769762780.5517457,CREATED,8cfa31dc-2942-4745-af3b-d4e17ace2ff1,a1e7151e-f087-4a32-ab3d-7ab3f99ca950,c3,c2,27,?,?,surb={'id': '58a9e755-66aa-41b8-a0c0-d4177b432ff0', 'route': ['p2', 'e1', 'i9', 'x12', 'p3', 'c3']}
1769762780.584477,RECEIVED,18ad15b8-09bc-40e4-b2ca-eded19298dd2,4062278a-1ede-4485-b526-65df64894fb3,c2,c3,27,p3,?,surb={'id': 'c7d91a91-ff98-4bcf-89f2-f8498586bc83', 'route': ['p3', 'e6', 'i4', 'x12', 'p2', 'c2']}
1769762780.6167512,SENT,7c8b22fc-88d8-470d-9add-525adf6a6171,646c9cde-aab7-4b99-b94e-3a2d37575ee6,c3,c2,3384,?,p3,
1769762780.6169024,CREATED,cc0d4e44-1780-4e8c-b2e6-98307cd091be,068c5908-a137-4e8a-b09c-7d55dec29cec,c3,c2,27,?,?,surb={'id': 'b1368a8e-59e2-494c-911a-087950297296', 'route': ['p2', 'e9', 'i10', 'x9', 'p3', 'c3']}
