timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769762720.757515,SENT,5354edec-b19a-4818-9223-f892b4adcfcc,a0cfbc0f-a6f8-40d8-8d04-62351344ca5a,c2,c3,3396,?,p2,
1769762720.757692,CREATED,89ae282a-1e55-42fd-97b2-f012e24b60fa,d2463475-3b3c-414b-be15-e55d52e856c9,c2,c3,27,?,?,surb={'id': '496ddae0-ade0-425b-9ea3-b6edfa87f646', 'route': ['p3', 'e11', 'i3', 'x12', 'p2', 'c2']}
1769762721.44139,SENT,7084e5b8-d782-4da1-94d0-62af6714ddb6,4f1f5b25-cd87-4bcd-8fe5-5c16a01f4438,c2,c3,3383,?,p2,
1769762721.4415386,CREATED,0799f2e9-ba19-42d0-a76e-7f0ce1edc7c0,d2463475-3b3c-414b-be15-e55d52e856c9,c2,c3,27,?,?,surb={'id': '496ddae0-ade0-425b-9ea3-b6edfa87f646', 'route': ['p3', 'e11', 'i3', 'x12', 'p2', 'c2']}
1769762721.495517,SENT,c6024af5-4aab-44fa-be03-8a95fccb8795,d47713b4-f06f-478b-857d-51a0f1c064fe,c2,c3,3374,?,p2,
1769762721.495651,CREATED,5d614d83-d02d-4c7e-95f2-5533310a2e19,5aa78a54-9cd6-4091-b58f-c392fe848f48,c2,c3,27,?,?,surb={'id': '3b09247b-fc16-422f-b2d0-929091e60215', 'route': ['p3', 'e3', 'i1', 'x10', 'p2', 'c2']}
1769762722.065708,SENT,d6ee1cc0-5395-4183-8ada-5bd4ef73137e,7442a897-1f1c-4b0d-b578-adeb95a23333,c2,c3,3400,?,p2,
1769762722.0658395,CREATED,f3ba259b-d4ea-48b9-aa25-583e9dae1315,5aa78a54-9cd6-4091-b58f-c392fe848f48,c2,c3,27,?,?,surb={'id': '3b09247b-fc16-422f-b2d0-929091e60215', 'route': ['p3', 'e3', 'i1', 'x10', 'p2', 'c2']}
1769762722.280309,SENT,1b38b597-d27c-412a-84bf-fbf795e5762f,438d88a8-d3fd-485f-b6fa-2f919fe25333,c2,c3,3387,?,p2,
1769762722.2804418,CREATED,62f652fc-e871-417f-a71f-810820fb95ec,09733c2a-14c3-449f-bf77-e32df7fc1034,c2,c3,27,?,?,surb={'id': '7244af4e-4d89-4b8d-bc57-34be76af3b41', 'route': ['p3', 'e12', 'i6', 'x11', 'p2', 'c2']}
1769762722.331921,SENT,219b0c34-68a9-4a68-8e91-6de9fe97cec9,54671567-c9a4-4e93-ad58-55886a14435b,c2,c3,3399,?,p2,
1769762722.3320901,CREATED,e05c08d5-c50c-4fdf-a1fa-e178c4c4f514,09733c2a-14c3-449f-bf77-e32df7fc1034,c2,c3,27,?,?,surb={'id': '7244af4e-4d89-4b8d-bc57-34be76af3b41', 'route': ['p3', 'e12', 'i6', 'x11', 'p2', 'c2']}
1769762722.8045273,SENT,a9a823e2-8e74-4d4e-a073-e452550c919e,0b6d1db0-1711-4cc8-a964-448ec2a606fb,c2,DROP,2043,?,p2,
1769762722.8046465,CREATED,38d7bddb-65cb-4948-812f-d6442a86b490,433fa070-1726-4510-aadd-807f99a65cef,c2,DROP,27,?,?,
1769762723.0666547,SENT,8eaf7a47-ff3a-4ba5-b60c-c5926580e42b,4b213959-9011-4bc3-a230-918f43c95526,c2,c3,3380,?,p2,
1769762723.0667868,CREATED,baa37ad5-125d-49a2-8d13-5674c0b668c5,41d7fda7-22a4-41c3-9fc8-9327b021e5c0,c2,c3,27,?,?,surb={'id': '64c34c2e-8df1-4abd-b338-d77f05ad774f', 'route': ['p3', 'e12', 'i8', 'x7', 'p2', 'c2']}
1769762723.1912339,SENT,24e15927-5eab-447a-9003-e22ff1ee1db4,0ba704d7-7e39-43fe-a5f5-68e0215b77df,c2,c3,3375,?,p2,
1769762723.191365,CREATED,6a9ab44b-02d4-4f6b-87c8-d1325c984179,41d7fda7-22a4-41c3-9fc8-9327b021e5c0,c2,c3,27,?,?,surb={'id': '64c34c2e-8df1-4abd-b338-d77f05ad774f', 'route': ['p3', 'e12', 'i8', 'x7', 'p2', 'c2']}
1769762723.2668433,SENT,7cb6265d-31ad-4a33-b0c2-5935c2709820,2fd5ba2f-7d54-4311-be05-eaeb3b338bf2,c2,DROP,2016,?,p2,
1769762723.2669768,CREATED,36ed0deb-b682-4fea-a27b-6f81b90a5708,92dba7ac-54f6-4ae9-a075-240311355298,c2,DROP,25,?,?,
1769762723.8686962,SENT,a829847e-251e-4d8b-a5be-88d8d3e03073,2130e33b-4570-404b-a7f3-5c2a701e2c83,c2,DROP,2028,?,p2,
1769762723.8688786,CREATED,bb6fcfd2-802b-4d82-bced-0914e69e7bde,5d3c6ed8-162b-4db9-b907-27c4aec8d759,c2,DROP,27,?,?,
1769762723.895411,RECEIVED,7cd936f4-e5d1-4658-a5f6-dda50e191a9e,e7801db5-00ff-4b2f-ae3c-9e35ffdac3fb,c3,c2,26,p2,?,surb={'id': '358f6e40-00f6-475b-ae85-92aee455d5b9', 'route': ['p2', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769762723.9539423,RECEIVED,5e26874b-1bf5-4357-9ddc-da63b085d8cb,55753166-3e6f-4cc3-a97d-5cb771e76d1b,c3,c2,27,p2,?,surb={'id': '4520d636-2f53-4703-94e2-f3a6284518d7', 'route': ['p2', 'e4', 'i3', 'x4', 'p3', 'c3']}
1769762724.0026498,RECEIVED,590ed5da-b762-4cc2-8973-f0422b6fdcd0,86778801-91b3-44fc-92f4-7d9303b5b5ea,c3,c2,27,p2,?,surb={'id': 'f62c2cf7-c0f3-42fc-943a-60bd083067b3', 'route': ['p2', 'e4', 'i6', 'x4', 'p3', 'c3']}
1769762724.529139,RECEIVED,5f9d48d8-c719-44eb-ba1d-fd465b6e6e6f,92328a64-395a-44c7-86bf-9a5b093431a5,c3,c2,26,p2,?,surb={'id': '1f514dea-b9d3-4410-9e3e-6485a6a96da1', 'route': ['p2', 'e5', 'i2', 'x5', 'p3', 'c3']}
1769762724.6238089,SENT,d264301d-881e-4c64-96ab-ac2cb0e82732,2ff36aed-6e9e-4df5-9cc3-76c1a7aadc24,c2,c3,3376,?,p2,
1769762724.6239579,CREATED,6ca9cc3d-3d4c-45bd-9110-fd056afabbcc,a2460bba-11a6-4a67-bb90-65e66b954925,c2,c3,27,?,?,surb={'id': '5711f97f-23f6-4550-8911-dcdf30bf26b5', 'route': ['p3', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769762724.8787982,RECEIVED,c94524ef-8190-44b2-8969-26971c0a2e17,55753166-3e6f-4cc3-a97d-5cb771e76d1b,c3,c2,27,p2,?,surb={'id': '4520d636-2f53-4703-94e2-f3a6284518d7', 'route': ['p2', 'e4', 'i3', 'x4', 'p3', 'c3']}
1769762724.8939908,RECEIVED,cd747e3e-a934-49ae-ba25-2d7df41aa7cd,92328a64-395a-44c7-86bf-9a5b093431a5,c3,c2,26,p2,?,surb={'id': '1f514dea-b9d3-4410-9e3e-6485a6a96da1', 'route': ['p2', 'e5', 'i2', 'x5', 'p3', 'c3']}
1769762725.2691092,SENT,a4db8533-7a75-4e04-bc92-e9935eb8f782,6501cd09-850e-4f42-a653-55f24516f06f,c2,c3,3379,?,p2,
1769762725.2692294,CREATED,bcab7ba2-a667-48b0-954a-1f876010219b,a2460bba-11a6-4a67-bb90-65e66b954925,c2,c3,27,?,?,surb={'id': '5711f97f-23f6-4550-8911-dcdf30bf26b5', 'route': ['p3', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769762725.653258,RECEIVED,96a511a9-cb10-4a06-86f6-6a3e22bb6c70,e7801db5-00ff-4b2f-ae3c-9e35ffdac3fb,c3,c2,26,p2,?,surb={'id': '358f6e40-00f6-475b-ae85-92aee455d5b9', 'route': ['p2', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769762725.6556377,SENT,b4a5d82c-64b5-47c3-b384-40247d17d25c,5ed60404-1699-4ced-932e-f4eadc4d8d2f,c2,c3,3361,?,p2,
1769762725.6557899,CREATED,e836c59f-5d78-4c61-abcd-85d619c34257,a267e001-0323-4ce1-9516-46cbdc1c498f,c2,c3,27,?,?,surb={'id': '7b067691-a101-4ac0-8cb0-63b5e138f843', 'route': ['p3', 'e3', 'i10', 'x8', 'p2', 'c2']}
1769762725.7391694,SENT,9a48657e-1d13-49ba-ac5c-a533684226b3,181ad212-4685-4d01-8935-3e43ef749d10,c2,c3,3376,?,p2,
1769762725.7393003,CREATED,292cb59c-cce9-44b5-9fd8-898a509a7a89,a267e001-0323-4ce1-9516-46cbdc1c498f,c2,c3,27,?,?,surb={'id': '7b067691-a101-4ac0-8cb0-63b5e138f843', 'route': ['p3', 'e3', 'i10', 'x8', 'p2', 'c2']}
1769762726.176777,SENT,28158392-a1fb-469f-a5ed-8c55c6bef5e4,4cc61371-96a3-4418-b68f-edde411613e6,c2,c3,3379,?,p2,
1769762726.1769056,CREATED,bc72801c-6ad7-4ee7-933b-2873a1e89ac3,94d3671c-ae4e-4014-8002-b83950790d15,c2,c3,27,?,?,surb={'id': '524d851f-fc86-4983-9b13-fe019cba0b66', 'route': ['p3', 'e1', 'i3', 'x3', 'p2', 'c2']}
1769762726.4711366,SENT,d6652c9f-3d19-4053-9ee3-e5525cff6f90,2646ec1f-aee4-4f35-9c69-9693781b3759,c2,c3,3355,?,p2,
1769762726.4712698,CREATED,22db4f53-24f3-46a7-9ba2-316904c30b87,94d3671c-ae4e-4014-8002-b83950790d15,c2,c3,27,?,?,surb={'id': '524d851f-fc86-4983-9b13-fe019cba0b66', 'route': ['p3', 'e1', 'i3', 'x3', 'p2', 'c2']}
1769762726.5205357,RECEIVED,4733126a-977d-4c6a-a791-8d7fe5b0b5e7,45e5b04e-8012-4a17-99a9-b829bcee5cf9,c3,c2,27,p2,?,surb={'id': 'b1784cae-b5c6-4383-8612-0f809235daea', 'route': ['p2', 'e4', 'i6', 'x7', 'p3', 'c3']}
1769762726.7528877,SENT,25e6827b-6c31-4550-8c82-5dcb40643fbd,9f56aedb-dd9a-404f-b330-3a86bdf7180a,c2,c3,3383,?,p2,
1769762726.7530205,CREATED,b8a3d39d-ce69-46b2-850b-8e9cfbd98b73,307d8ad6-b7c7-4efd-8f70-319b41219ecd,c2,c3,26,?,?,surb={'id': '727b3864-5a8a-4803-ae83-2799d650d388', 'route': ['p3', 'e12', 'i5', 'x9', 'p2', 'c2']}
1769762726.8402731,RECEIVED,97a1cf72-0f10-47fd-96f5-bed1f507d70a,86778801-91b3-44fc-92f4-7d9303b5b5ea,c3,c2,27,p2,?,surb={'id': 'f62c2cf7-c0f3-42fc-943a-60bd083067b3', 'route': ['p2', 'e4', 'i6', 'x4', 'p3', 'c3']}
