timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769762720.4296117,SENT,c15a4702-a02e-4c5d-ae7d-d09514515001,0485589f-e659-4b63-a278-18fa85fb127b,c4,DROP,2015,?,p1,
1769762720.4297557,CREATED,c9c29392-4830-457b-adcd-993e9fef519a,39eee6c5-cbae-42f5-a591-ae8c0a13bc66,c4,DROP,27,?,?,
1769762720.8689413,SENT,9461ffc5-dde1-46f4-ae02-802f499e61b8,aee9842d-cd38-438a-a92e-a8503b9d512c,c4,c5,3387,?,p1,
1769762720.8691185,CREATED,d817e99b-8e8e-49a1-8af2-57897387af8c,278dff3c-c10e-40a7-801b-313613585d75,c4,c5,27,?,?,surb={'id': '650d8db6-a523-4080-be1e-a87c41b3f0a9', 'route': ['p2', 'e6', 'i10', 'x7', 'p1', 'c4']}
1769762722.7968128,CREATED,039f6793-d661-4f01-be9b-fe05a35c71ac,d86b7454-d6b5-4eb3-a4b9-4e40ca92d8dd,c4,c5,27,?,?,surb={'id': '2cda63f4-c711-48d4-af67-f07b5c0b59bf', 'route': ['p2', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769762723.328599,RECEIVED,bffb40ff-e95b-4d93-a10d-4e838c22b024,65052f82-0996-4169-852c-85737802735a,c5,c4,26,p1,?,surb={'id': 'b6c5d059-7725-4f43-b7da-d29f6f96b2a8', 'route': ['p1', 'e9', 'i10', 'x6', 'p2', 'c5']}
1769762723.3674233,SENT,fde3b02f-7c2a-46cc-98d9-7cd01806288c,5afe885a-27e1-4843-a8ec-d49e298fa95d,c4,c5,3392,?,p1,
1769762723.3675556,CREATED,a204f2a8-85b7-4646-9adc-323b0b5af4f8,7c2d0fa6-8a1f-46d8-9d73-1fe2e721354f,c4,c5,27,?,?,surb={'id': '9a460999-b28c-4439-9647-7c83bb8198cb', 'route': ['p2', 'e8', 'i10', 'x9', 'p1', 'c4']}
1769762723.7517886,SENT,af4032ad-85ed-4134-a8c0-f2d2a0f4eeb9,9956a111-86d4-4547-84a7-042ba77d4ed7,c4,c5,3401,?,p1,
1769762723.75192,CREATED,1c6d4d8e-5977-4d97-a1d4-f381c8d029ab,7c2d0fa6-8a1f-46d8-9d73-1fe2e721354f,c4,c5,27,?,?,surb={'id': '9a460999-b28c-4439-9647-7c83bb8198cb', 'route': ['p2', 'e8', 'i10', 'x9', 'p1', 'c4']}
1769762724.1972451,SENT,55db5d0e-be5c-4c6d-8397-5644ae550302,82fa1011-22f5-4b09-96de-1ce012844474,c4,c5,3376,?,p1,
1769762724.1974025,CREATED,d5da1144-920d-4fa2-a6e1-415eec7f17f2,c5a3d979-b084-451a-9030-3e053d68edf6,c4,c5,27,?,?,surb={'id': 'd7d373ce-6187-440a-86b5-ccb4a3d8edc9', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c4']}
1769762724.2167108,RECEIVED,10cee574-9850-4ac4-831d-8bb74b18f47e,1042f2ac-aed1-4add-8248-724878aa8976,c5,c4,27,p1,?,surb={'id': '4f5b5fc3-89e8-4f84-9890-6b00db93754e', 'route': ['p1', 'e5', 'i7', 'x6', 'p2', 'c5']}
1769762724.7324011,RECEIVED,0d655030-0f83-45b0-b998-014ec62fcbb6,1042f2ac-aed1-4add-8248-724878aa8976,c5,c4,27,p1,?,surb={'id': '4f5b5fc3-89e8-4f84-9890-6b00db93754e', 'route': ['p1', 'e5', 'i7', 'x6', 'p2', 'c5']}
1769762724.8973243,RECEIVED,73b7aa0a-1b2d-439b-aa1e-0e87903e2f4a,d11fd6bd-d847-4d85-b4a1-d8b466172fbe,c5,c4,26,p1,?,surb={'id': '569dc62c-5e7b-4d85-b753-85828b7d458f', 'route': ['p1', 'e12', 'i2', 'x4', 'p2', 'c5']}
1769762724.9067485,RECEIVED,94b632d7-f194-4a90-924b-aa64641728e3,65052f82-0996-4169-852c-85737802735a,c5,c4,26,p1,?,surb={'id': 'b6c5d059-7725-4f43-b7da-d29f6f96b2a8', 'route': ['p1', 'e9', 'i10', 'x6', 'p2', 'c5']}
1769762725.1162343,SENT,bf3f04e7-a4a3-468a-8c87-108bf4ec1e9d,a189da59-842e-4fed-a900-bef18c9c9604,c4,c5,3376,?,p1,
1769762725.1163697,CREATED,72bb1b20-025c-4ffc-b7dd-eca6350ccd8e,c5a3d979-b084-451a-9030-3e053d68edf6,c4,c5,27,?,?,surb={'id': 'd7d373ce-6187-440a-86b5-ccb4a3d8edc9', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c4']}
1769762725.5828614,RECEIVED,4ac8c453-f58a-4ace-b3cc-547105979fad,ee067a5e-4a8b-4ca3-94db-808eb22c3ad9,c5,c4,27,p1,?,surb={'id': '1ec3a003-48d2-4730-a3b1-2e554691a7ed', 'route': ['p1', 'e1', 'i12', 'x3', 'p2', 'c5']}
1769762725.8868337,RECEIVED,9408642a-18ff-4b48-8914-bfd5052049b9,d11fd6bd-d847-4d85-b4a1-d8b466172fbe,c5,c4,26,p1,?,surb={'id': '569dc62c-5e7b-4d85-b753-85828b7d458f', 'route': ['p1', 'e12', 'i2', 'x4', 'p2', 'c5']}
1769762726.4459677,SENT,111cc39b-029c-46b8-85f8-4e07b1fe4066,0dd1a6ab-c7ad-443f-a117-efc7b3ac733e,c4,c5,3397,?,p1,
1769762726.4461348,CREATED,552bf932-6a95-4316-8092-3faa6e8a1422,ab6e3f4e-063f-4337-a3bc-39275df5b28d,c4,c5,27,?,?,surb={'id': '2adb8fe5-6aa4-4712-901b-53864bcee1b6', 'route': ['p2', 'e12', 'i10', 'x6', 'p1', 'c4']}
1769762726.7677305,RECEIVED,808a0417-6ca5-4598-a430-fece3706ed57,072f7508-385d-49e9-b6c9-8184b32ef464,c5,c4,27,p1,?,surb={'id': '7104d224-5871-463d-887f-1a314c96efe5', 'route': ['p1', 'e11', 'i9', 'x9', 'p2', 'c5']}
1769762726.8619766,RECEIVED,76cabf76-a218-4770-bda1-185381a95f54,a7e3a7f3-6ef4-4e57-9469-26cc4b91faaf,c5,c4,27,p1,?,surb={'id': '3f64c77a-0751-4a1a-98b3-0207011dda91', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c5']}
1769762727.046839,SENT,ae3a9cdd-4745-4de7-ae8f-fab3b10e60c8,39a5dbb0-c799-4a5d-84e2-326bfc7e742b,c4,c5,3387,?,p1,
1769762727.0469882,CREATED,a2abc8a3-fa2e-4c4f-9ac3-dd337f68e67b,ab6e3f4e-063f-4337-a3bc-39275df5b28d,c4,c5,27,?,?,surb={'id': '2adb8fe5-6aa4-4712-901b-53864bcee1b6', 'route': ['p2', 'e12', 'i10', 'x6', 'p1', 'c4']}
1769762727.189267,SENT,32ac5702-4578-45ce-b479-d96783a38455,d8a298a4-4cd1-4abc-be13-af430a1493e9,c4,c5,3392,?,p1,
1769762727.1893997,CREATED,a5af66d1-f09a-4d0d-9903-087356f525fe,9f117dfc-83cc-47c5-b6c3-b9a96458ac36,c4,c5,27,?,?,surb={'id': '790c1c39-8af7-4e08-8aac-829f975a6d76', 'route': ['p2', 'e12', 'i3', 'x10', 'p1', 'c4']}
1769762727.8542068,SENT,c5f5c741-4db0-451d-9f96-7a840e5000a3,0015ea47-314d-44a5-bd43-5f657a0cd08a,c4,c5,3393,?,p1,
1769762727.854428,CREATED,5963fe36-3d5d-4397-a952-e1d79756319b,9f117dfc-83cc-47c5-b6c3-b9a96458ac36,c4,c5,27,?,?,surb={'id': '790c1c39-8af7-4e08-8aac-829f975a6d76', 'route': ['p2', 'e12', 'i3', 'x10', 'p1', 'c4']}
1769762727.9729936,SENT,a207b40b-0d3c-4e8c-ae0a-377529a4731f,53f5e7f2-03ee-4663-be1b-9aa05d0ce0c2,c4,c5,3392,?,p1,
1769762727.9731517,CREATED,4f719a8e-088d-408a-abd3-06ed3108081d,8b44dc2f-d3d1-4af4-9072-68c8de1fb625,c4,c5,27,?,?,surb={'id': '7f5daf41-50eb-4e5f-977c-5ce9460d76c8', 'route': ['p2', 'e5', 'i11', 'x12', 'p1', 'c4']}
1769762728.0153542,SENT,a1f76b38-6546-4c6c-95ef-8840dfda4cca,24b81abe-26c8-4906-9cfa-34818f389dfa,c4,c5,3391,?,p1,
1769762728.0155094,CREATED,79d1fcfb-5dfc-4030-9094-110aa3920775,8b44dc2f-d3d1-4af4-9072-68c8de1fb625,c4,c5,27,?,?,surb={'id': '7f5daf41-50eb-4e5f-977c-5ce9460d76c8', 'route': ['p2', 'e5', 'i11', 'x12', 'p1', 'c4']}
1769762728.0359073,RECEIVED,742cd674-cbb7-46c9-83ea-eb732511bed5,ee067a5e-4a8b-4ca3-94db-808eb22c3ad9,c5,c4,27,p1,?,surb={'id': '1ec3a003-48d2-4730-a3b1-2e554691a7ed', 'route': ['p1', 'e1', 'i12', 'x3', 'p2', 'c5']}
1769762728.0999455,SENT,4c0b10a2-590b-4f88-a3d2-59a3f5eb966b,e8b5e557-ac5a-4c2e-8fcd-b8cef5d4b250,c4,c5,3376,?,p1,
1769762728.1001182,CREATED,c90952d7-5e55-461a-9fa1-711d3f74c102,0dd2d089-a1ef-4084-9427-e587adabaf9f,c4,c5,27,?,?,surb={'id': '1ebe1ab4-8852-4727-8cd6-1c59fd019cba', 'route': ['p2', 'e9', 'i9', 'x1', 'p1', 'c4']}
1769762728.2227156,SENT,be4cac28-5f2f-4e8f-8f4f-8435301ff22a,4dd7281c-2ef6-43ac-8dfe-ae0ab35eea20,c4,c5,3359,?,p1,
1769762728.2228518,CREATED,5c0d067f-9017-489e-a4d7-32e86ddb243b,0dd2d089-a1ef-4084-9427-e587adabaf9f,c4,c5,27,?,?,surb={'id': '1ebe1ab4-8852-4727-8cd6-1c59fd019cba', 'route': ['p2', 'e9', 'i9', 'x1', 'p1', 'c4']}
1769762728.4822128,RECEIVED,9094a534-dfc7-49c6-9c4b-7b380920727c,a7e3a7f3-6ef4-4e57-9469-26cc4b91faaf,c5,c4,27,p1,?,surb={'id': '3f64c77a-0751-4a1a-98b3-0207011dda91', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c5']}
1769762728.4956703,SENT,1c1d982e-69bb-4019-8e7b-a1d65ea5a6cc,da75bf43-8488-4741-9083-4c89bbb886da,c4,c5,3401,?,p1,
1769762728.4958024,CREATED,e6a89b5f-23d7-4fc7-bd58-5cf35838a4a3,9f9fa0ef-d98f-47bd-932c-2b1b37a970f9,c4,c5,27,?,?,surb={'id': '3bc37049-f508-427f-a4c3-ce96f4559a20', 'route': ['p2', 'e1', 'i11', 'x5', 'p1', 'c4']}
1769762729.4597507,SENT,2157dc9a-5c3f-4248-8237-85842f47eab8,1917deae-f339-4743-a9fa-604b782d1683,c4,c5,3400,?,p1,
1769762729.4598894,CREATED,49389b81-7355-4010-92df-bb1e345438d5,9f9fa0ef-d98f-47bd-932c-2b1b37a970f9,c4,c5,27,?,?,surb={'id': '3bc37049-f508-427f-a4c3-ce96f4559a20', 'route': ['p2', 'e1', 'i11', 'x5', 'p1', 'c4']}
1769762729.8547666,SENT,317e3336-c216-4bbc-8398-f8041e4ac841,a23b5454-b08b-4b36-8532-7f8b6bffaf9c,c4,c5,3393,?,p1,
1769762729.854905,CREATED,870c102b-092a-4b95-875a-cf697c2a9b16,9d78eb0b-ba43-4d6c-a26e-988cf31898ca,c4,c5,27,?,?,surb={'id': 'd93b6e15-825c-40f0-bb01-e8feac4e8ae8', 'route': ['p2', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769762729.940484,RECEIVED,d586737e-c357-4eca-876d-e497f1ca6e29,01b58c03-e1be-4514-ac9e-5311e00e223e,c5,c4,27,p1,?,surb={'id': '30a7fc21-e470-460f-bed8-4590c4ee5874', 'route': ['p1', 'e12', 'i11', 'x4', 'p2', 'c5']}
1769762730.0116348,SENT,bd2a83f2-6d72-420e-867a-45b298f39e78,8e29da8e-1d72-4bb0-871f-6424ef210be7,c4,c5,3401,?,p1,
1769762730.011766,CREATED,66e6378b-72da-4b40-b16c-d71dd24ce152,9d78eb0b-ba43-4d6c-a26e-988cf31898ca,c4,c5,27,?,?,surb={'id': 'd93b6e15-825c-40f0-bb01-e8feac4e8ae8', 'route': ['p2', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769762730.0684664,RECEIVED,34578e5c-2773-48b7-923f-1e887827a953,072f7508-385d-49e9-b6c9-8184b32ef464,c5,c4,27,p1,?,surb={'id': '7104d224-5871-463d-887f-1a314c96efe5', 'route': ['p1', 'e11', 'i9', 'x9', 'p2', 'c5']}
1769762730.0993862,SENT,bbbe101b-d98d-434e-af6c-88dc6dfb7021,2b6b8cbb-41c6-4b45-b2cf-142a9ad06d5a,c4,c5,3378,?,p1,
1769762730.0995195,CREATED,e7aeca8e-e1d0-475a-8bed-db9c5b656e56,734a9a10-0f67-4ad6-b7aa-a49dd2fe9714,c4,c5,26,?,?,surb={'id': 'd15c370d-cfa3-481c-af93-79be8737b0c0', 'route': ['p2', 'e8', 'i2', 'x9', 'p1', 'c4']}
1769762730.196816,SENT,d1ab6fa3-56e5-43ad-9e45-400bd7488f0a,09644348-de4b-444e-843d-6a6f301e7e91,c4,c5,3375,?,p1,
1769762730.1969628,CREATED,56836d36-743d-41c8-8c43-aad2a60ffd6b,734a9a10-0f67-4ad6-b7aa-a49dd2fe9714,c4,c5,26,?,?,surb={'id': 'd15c370d-cfa3-481c-af93-79be8737b0c0', 'route': ['p2', 'e8', 'i2', 'x9', 'p1', 'c4']}
1769762730.2588453,SENT,13fc8c79-1362-418d-a63f-33952f95b7ea,adf861d7-dbdf-4bee-9801-293d5f83fd0b,c4,c5,3383,?,p1,
1769762730.2589793,CREATED,f1881973-d274-43e4-a508-004ebfc1b1d7,2ea18982-9599-46e8-9e9f-8799c0483ad5,c4,c5,26,?,?,surb={'id': 'd41c8aab-ab0b-4091-990e-4cfa448eaec5', 'route': ['p2', 'e9', 'i1', 'x10', 'p1', 'c4']}
1769762730.8098962,SENT,ca992c29-1b4f-4756-8efd-6b60c9c2a347,f235f774-57c7-4a3b-8c7c-b3732f7719d2,c4,c5,3376,?,p1,
1769762730.8100302,CREATED,b8c661c3-9410-4ba7-a09a-09c0b055184c,2ea18982-9599-46e8-9e9f-8799c0483ad5,c4,c5,26,?,?,surb={'id': 'd41c8aab-ab0b-4091-990e-4cfa448eaec5', 'route': ['p2', 'e9', 'i1', 'x10', 'p1', 'c4']}
1769762730.9853837,SENT,f815fd3d-37d6-4a8c-9aba-cf0585aafee7,6108934c-5ea6-43aa-9f93-c33f49ef6229,c4,c5,3375,?,p1,
1769762730.9855297,CREATED,15770616-6507-40be-b138-7242a630b1e6,c82ba8e4-8c71-49a5-8dcb-9f3c08fadac6,c4,c5,26,?,?,surb={'id': '85f099d2-7836-4480-ad41-b86c9037563e', 'route': ['p2', 'e7', 'i1', 'x8', 'p1', 'c4']}
1769762731.2299771,SENT,cf38157e-af43-46e7-8c0f-8e075a018cac,845d5b48-c543-4a03-ab90-6804e2d8c28d,c4,c5,3358,?,p1,
1769762731.2301397,CREATED,29445800-c5df-44a0-a905-f5530949ad0b,c82ba8e4-8c71-49a5-8dcb-9f3c08fadac6,c4,c5,26,?,?,surb={'id': '85f099d2-7836-4480-ad41-b86c9037563e', 'route': ['p2', 'e7', 'i1', 'x8', 'p1', 'c4']}
1769762731.4564114,SENT,e1cdbd96-d9b7-42d7-af13-a33aea49ac9b,88bed960-d1aa-4f98-9b62-e0b0085ee4e1,c4,c5,3388,?,p1,
1769762731.4565468,CREATED,3f20f552-b3d6-403e-8dcf-d892374bcd1f,45afee17-060b-4314-9794-94408e5e78d3,c4,c5,27,?,?,surb={'id': 'c8cc5123-8740-4138-8bf7-037d49430008', 'route': ['p2', 'e9', 'i10', 'x7', 'p1', 'c4']}
1769762731.477695,RECEIVED,edd8247e-7f53-4c80-b0ae-5923db022816,60ea421b-3a64-42b4-a84e-cf5350d5307f,c5,c4,27,p1,?,surb={'id': '54b5f3cb-af83-4439-9af8-92d8a3cb1a2d', 'route': ['p1', 'e7', 'i10', 'x9', 'p2', 'c5']}
1769762731.6250348,SENT,15deca5d-f9e7-42d6-8c59-940e7e5b11e0,92d84634-f116-4356-9ee0-23e92d6703e7,c4,c5,3380,?,p1,
1769762731.6252284,CREATED,94c636ee-1db1-4e2d-bde3-ec57daf24152,45afee17-060b-4314-9794-94408e5e78d3,c4,c5,27,?,?,surb={'id': 'c8cc5123-8740-4138-8bf7-037d49430008', 'route': ['p2', 'e9', 'i10', 'x7', 'p1', 'c4']}
1769762731.6524422,RECEIVED,fb433065-ac07-49b9-8671-24d72c5844f1,01b58c03-e1be-4514-ac9e-5311e00e223e,c5,c4,27,p1,?,surb={'id': '30a7fc21-e470-460f-bed8-4590c4ee5874', 'route': ['p1', 'e12', 'i11', 'x4', 'p2', 'c5']}
1769762732.1804545,SENT,222564d1-fbf4-4768-871b-c928754f2514,1871f34c-5599-4015-8609-ae7c2757c834,c4,c5,3385,?,p1,
1769762732.1805878,CREATED,45d60512-5b99-4b38-a172-13a22d334bcf,2ca7a71d-41ef-4dd0-b5b5-d8bb30dc2ef8,c4,c5,27,?,?,surb={'id': 'f67e4b87-5d84-4aa7-a6b8-2e761acfc329', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c4']}
1769762732.598172,RECEIVED,1a5b1a47-49eb-4864-9c01-6adad66ecf43,60ea421b-3a64-42b4-a84e-cf5350d5307f,c5,c4,27,p1,?,surb={'id': '54b5f3cb-af83-4439-9af8-92d8a3cb1a2d', 'route': ['p1', 'e7', 'i10', 'x9', 'p2', 'c5']}
1769762733.5868614,SENT,fca04fbf-2c69-4f60-b573-06ea9fa9b51f,c180cd32-0539-4ff3-a341-66916a514016,c4,c5,3372,?,p1,
1769762733.5869982,CREATED,66a614c9-fef7-4a42-b278-177981f109c2,2ca7a71d-41ef-4dd0-b5b5-d8bb30dc2ef8,c4,c5,27,?,?,surb={'id': 'f67e4b87-5d84-4aa7-a6b8-2e761acfc329', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c4']}
1769762733.613586,SENT,92c42098-efe6-447f-b08d-2bbbd7ad7707,71ee5e5a-b525-4591-8277-fc83615630a4,c4,c5,3390,?,p1,
1769762733.6137419,CREATED,d44b6d5c-9996-4707-9216-9fbf8f246b0f,cd7db9d7-94c0-4f74-917b-904bbc7a2c27,c4,c5,27,?,?,surb={'id': '743b8e0b-d3a5-4e0b-b874-119b195ef7e9', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769762733.7399986,SENT,8fb5e573-f3d9-4bc6-82de-1f77387e6ae7,65b5c263-06a3-4f0c-a5b1-e5d02e73401f,c4,c5,3405,?,p1,
1769762733.7401588,CREATED,f83e48e8-5ea3-4a40-9e88-8a6ccae81326,cd7db9d7-94c0-4f74-917b-904bbc7a2c27,c4,c5,27,?,?,surb={'id': '743b8e0b-d3a5-4e0b-b874-119b195ef7e9', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769762734.0676515,SENT,53fc69ea-15ba-4674-a040-1c0c94c7671a,1c235a10-7f67-4a19-a781-05e1e9e842b5,c4,c5,3376,?,p1,
1769762734.0677826,CREATED,ba27ae28-0336-460f-aa06-bc1bec6a32a7,2e53fa29-e154-46b8-b3d4-fd2924f7e67b,c4,c5,27,?,?,surb={'id': '047fe323-d7b2-46a5-9714-21288dd01d81', 'route': ['p2', 'e4', 'i4', 'x3', 'p1', 'c4']}
1769762734.1037595,RECEIVED,36f42d6a-757e-4675-b221-2bef2078c63b,e21625f5-cb50-4dc0-9a84-3a2b93343f1a,c5,c4,27,p1,?,surb={'id': '26037ca5-1030-4fe1-b64e-1099660602c5', 'route': ['p1', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769762734.275282,SENT,74abaed2-04ff-4f3e-b9e8-dd31a1cb603d,094df6b9-e688-4beb-a181-2c5d8d7de65f,c4,c5,3387,?,p1,
1769762734.2754145,CREATED,7f8fc033-b828-4fcb-ac33-b03b74b9f1bf,2e53fa29-e154-46b8-b3d4-fd2924f7e67b,c4,c5,27,?,?,surb={'id': '047fe323-d7b2-46a5-9714-21288dd01d81', 'route': ['p2', 'e4', 'i4', 'x3', 'p1', 'c4']}
1769762734.6633325,RECEIVED,76c57893-6035-47a2-aa65-57b30b4ce4d0,dc305368-2875-42aa-b6f6-7b7f3018f013,c5,c4,27,p1,?,surb={'id': 'a282bfdf-af6a-4313-a080-fecfb281e82b', 'route': ['p1', 'e2', 'i6', 'x2', 'p2', 'c5']}
1769762734.7288237,RECEIVED,dc1deb38-e22a-469e-a906-bbeb082fa698,6dbb7f7c-52a2-4840-ada4-0d584ed5ec27,c5,c4,27,p1,?,surb={'id': '0e7ac114-70ed-4265-beee-4d511717eb86', 'route': ['p1', 'e2', 'i5', 'x5', 'p2', 'c5']}
1769762735.290991,RECEIVED,d6716a40-7435-4d3b-983c-0aa7a095caba,e21625f5-cb50-4dc0-9a84-3a2b93343f1a,c5,c4,27,p1,?,surb={'id': '26037ca5-1030-4fe1-b64e-1099660602c5', 'route': ['p1', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769762735.3706558,RECEIVED,db960fe7-3339-426e-a57a-b8fa28aa4cf3,0fb66237-88e4-4e8c-b28f-1809be36302b,c5,c4,27,p1,?,surb={'id': '44da251e-d1cc-4d7b-b430-025b7b15939d', 'route': ['p1', 'e2', 'i1', 'x6', 'p2', 'c5']}
1769762735.4910038,RECEIVED,d649695c-89ac-46c4-a733-a6a876a6a4bd,e39783bd-ca6d-49f5-b7d1-ee4bebae63d2,c5,c4,26,p1,?,surb={'id': '15a23291-3a07-4365-aa7a-ac9c6b864d16', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c5']}
1769762735.4970849,RECEIVED,896a9581-1a3a-4bf2-a70a-926abf49a535,e39783bd-ca6d-49f5-b7d1-ee4bebae63d2,c5,c4,26,p1,?,surb={'id': '15a23291-3a07-4365-aa7a-ac9c6b864d16', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c5']}
1769762735.6754382,SENT,54e0fd8d-455f-4f9b-b18e-4610dba74431,9f542cf5-3113-4952-90dc-c10c1fba2950,c4,c5,3391,?,p1,
1769762735.6755803,CREATED,669caae2-09cb-4aa5-9a08-390889275d3c,ff92af35-4338-43ef-a3ec-ef05c0f7a7b6,c4,c5,27,?,?,surb={'id': '6eb997f7-2e91-4da6-8413-e4c9eb212a77', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769762735.7452629,RECEIVED,6ad47be8-a0a5-430a-90bb-37e319a0c446,dc305368-2875-42aa-b6f6-7b7f3018f013,c5,c4,27,p1,?,surb={'id': 'a282bfdf-af6a-4313-a080-fecfb281e82b', 'route': ['p1', 'e2', 'i6', 'x2', 'p2', 'c5']}
1769762735.9048386,SENT,99287f6a-639e-4330-98e0-750501bad3ed,9bcf3e59-995d-491c-9d98-2acdafc025ed,c4,c5,3395,?,p1,
1769762735.9049728,CREATED,36f89652-81d2-4f58-a015-cd889a075c78,ff92af35-4338-43ef-a3ec-ef05c0f7a7b6,c4,c5,27,?,?,surb={'id': '6eb997f7-2e91-4da6-8413-e4c9eb212a77', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769762736.1569824,RECEIVED,537ffddb-e990-4373-b70b-41b5bdee2b84,6dbb7f7c-52a2-4840-ada4-0d584ed5ec27,c5,c4,27,p1,?,surb={'id': '0e7ac114-70ed-4265-beee-4d511717eb86', 'route': ['p1', 'e2', 'i5', 'x5', 'p2', 'c5']}
1769762736.1915703,SENT,11249c23-7f79-4395-9981-619c60b03e5e,bcd25729-a214-4256-848c-40c8e87ee2c3,c4,c5,3371,?,p1,
