Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,8.731485258303085,10.325761888955855,269.9957682291667
e11,8.927311950935026,10.46136366314046,300.23632315521627
e12,8.857064252269884,10.40990469289824,287.2164516129032
e1,8.949692668330329,10.445409517317527,295.70878223963433
e2,8.748469425105132,10.333967556347336,267.30712979890313
e3,8.707763804159804,10.374813290732565,269.09161732626984
e4,8.965323327552076,10.495087837463046,310.9993718592965
e5,8.848578463021473,10.393267938831858,281.0742261528743
e6,8.738687832989422,10.399794343382288,275.0734120651133
e7,8.76710553418392,10.301149845574882,264.1087575086943
e8,8.744215027223516,10.35940567036771,265.1124922311995
e9,8.9482180463353,10.447365197530011,299.8663492063492
i10,8.844178631299817,10.377319311967794,278.7141065830721
i11,5.610109012301763,6.52898288068474,22.915584415584416
i12,8.803130704348641,10.364207664522418,268.9884194053208
i1,8.815036872991866,10.468822444749458,290.9180074257426
i2,8.76502211194546,10.373739156327007,273.87453183520597
i3,8.9183935386425,10.431228073535731,297.75071542130365
i4,8.858452277851857,10.439487484402315,292.95352669742914
i5,8.881661809816835,10.364389411160854,281.4822222222222
i6,8.889250930958285,10.429590690631327,285.6993029150824
i7,8.8361435532536,10.427359915290575,285.690127388535
i8,8.712532793078978,10.370652711503634,269.2878594249201
i9,8.729224647867607,10.378084620682852,273.9872854418309
p1,6.141468539069763,6.856159301682914,27.02911959485781
p2,5.884062110163656,6.491472276509235,22.765191239975323
p3,4.157340113413874,5.226296325358939,7.651846073842954
x10,8.332254346427725,9.87137850644992,184.80708022085093
x11,8.423219635559633,9.873811132628775,194.09726740403383
x12,8.303725804618555,9.74029481803639,173.67571936631103
x1,8.642003713609233,9.951949100290559,213.1095146871009
x2,8.46092210287853,9.813452802690009,189.64685314685315
x3,5.483674165431587,6.771304431515013,24.404605263157894
x4,8.487316117459152,9.885762045143094,197.89025543992432
x5,8.495440038754758,9.93300626717371,201.05978784956605
x6,8.32801634013072,9.767273320774185,179.58558852298663
x7,8.38112031135057,9.795768214383884,180.55849673202616
x8,8.249330793653389,9.834135008887634,175.7769990442816
x9,8.436281477362376,9.873150485653564,192.6991121341664
