timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458240.5716927,SENT,decf1193-e502-43d6-a7e7-e7d48606978b,5506d071-2646-47fb-b68a-6d3a8a82f2f2,c1,c5,3390,?,p1,
1769458240.571775,CREATED,7182d11b-6c4c-486a-b5f0-1e2e47c0ec3b,31db69c1-fac3-4019-a4ef-33543dbb29b5,c1,c5,27,?,?,surb={'id': 'f58b42d8-15bf-42f6-9b7c-a44430a15e4e', 'route': ['p2', 'e7', 'i11', 'x12', 'p1', 'c1']}
1769458240.6405394,SENT,faa9ae8f-0fdc-4283-ac99-1f43568797fc,6a94de80-3ef0-4003-b061-1e4f2ccc9b37,c1,c5,3358,?,p1,
1769458240.6406174,CREATED,29b0d9ac-debc-49f4-8880-abf2b21873bc,ceb0410f-4548-445c-b042-903d14d67715,c1,c5,27,?,?,surb={'id': '5372c220-05db-4bb0-92fc-4d7c3346e6db', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c1']}
1769458240.785038,RECEIVED,9f6af338-e75f-46c1-ac02-d5ccc551b398,91745175-6e62-4ff0-a424-a37045a8bb48,c2,c1,26,p1,?,surb={'id': '3ff82369-eae5-4f2b-a46d-4afd22e85221', 'route': ['p1', 'e5', 'i1', 'x7', 'p2', 'c2']}
1769458241.3284354,SENT,48b1198f-3fa0-49ac-87ea-1fbc540cf85c,1ef8e1e9-0338-4e17-8e7b-eeb65faf7d15,c1,c5,3378,?,p1,
1769458241.3285618,CREATED,6a8b03b9-b31d-4cc9-9499-0b983f454e4b,ad95d0a7-3dea-4805-b474-fd2c9570c9d8,c1,c5,26,?,?,surb={'id': 'f728b0e6-d9c1-4a94-90ef-8bc92598df69', 'route': ['p2', 'e2', 'i9', 'x4', 'p1', 'c1']}
1769458241.6206636,SENT,97442501-290b-4976-9332-6359e8906eed,b249d497-7835-41d9-ae90-f698a49bac9d,c1,c5,3384,?,p1,
1769458241.620782,CREATED,229d8479-802f-4bc1-a370-bca6e461baa4,b1452584-f216-4e23-84c4-7fedc4a92390,c1,c5,27,?,?,surb={'id': 'a601be65-3562-485b-9cd3-268dbc2119f8', 'route': ['p2', 'e11', 'i11', 'x4', 'p1', 'c1']}
1769458241.6523046,RECEIVED,8bdbbb5f-7d12-4f41-9215-d542c976b387,4e4ab1c0-7fff-4ca7-b087-a32c7c1fc9fc,c2,c1,26,p1,?,surb={'id': '4bd78051-3816-4eb4-bbcf-1c6f0dbe8959', 'route': ['p1', 'e12', 'i6', 'x7', 'p2', 'c2']}
1769458241.917335,SENT,277c5050-2076-44c1-a534-44ff2d78c272,1f56b85b-7d02-4b61-b5df-372f9707f802,c1,c5,3360,?,p1,
1769458241.9175184,CREATED,28ad379d-ecae-4fc9-9ec5-98838f3ab186,c91511aa-f4b1-4516-9860-8ce67c3453bc,c1,c5,27,?,?,surb={'id': '4975f6f2-8460-4b8c-8590-bca3d4fa46d0', 'route': ['p2', 'e3', 'i6', 'x12', 'p1', 'c1']}
1769458242.008555,SENT,b6914861-bab8-4484-be3d-14d6fcbead82,f512bd6b-18b5-4849-9d0a-63c53986d7d2,c1,c5,3371,?,p1,
1769458242.008662,CREATED,c5b9a8c1-9504-4db5-bf77-b81aaa604c44,d3a0ac28-cea1-4788-8ad3-9607be930cdc,c1,c5,27,?,?,surb={'id': '010daba1-071f-4351-a37a-e2d064619d7d', 'route': ['p2', 'e10', 'i7', 'x6', 'p1', 'c1']}
1769458242.015808,SENT,df45454f-542e-4bb1-981a-8d6e293995bf,7c438935-6904-487f-8860-cded84e4012b,c1,c5,3396,?,p1,
1769458242.0159152,CREATED,3d587013-ab35-4291-8beb-02901e85c27f,0e293c2b-1cad-42df-ba45-f841b9386862,c1,c5,27,?,?,surb={'id': 'b6d92f1b-b4ec-4148-b93b-1df0d2378c93', 'route': ['p2', 'e5', 'i11', 'x10', 'p1', 'c1']}
1769458242.2681715,SENT,3e9863c1-33b7-44f2-a382-59cca6bc607a,cc8b401d-0c12-45f6-8cb7-92b0b9a9245a,c1,c5,3361,?,p1,
1769458242.2683043,CREATED,2d304124-acb3-4c96-a9a4-5cb8fa7027a4,0a1f21ec-dd18-4f90-ba7c-c91c44007bf8,c1,c5,26,?,?,surb={'id': '1bd53a24-7c38-4cae-9a29-63fc73e8a994', 'route': ['p2', 'e9', 'i11', 'x5', 'p1', 'c1']}
1769458242.299026,RECEIVED,fb7e3eaf-1969-4bf3-9530-dd24f3b99538,f87819cb-ce6c-4595-a2fd-fa0848b708e7,c2,c1,27,p1,?,surb={'id': '4f3d1612-e089-41f9-9cf3-989c087beecb', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769458242.4337099,RECEIVED,8ef3f9a4-8de0-40b8-8ce4-482520a28837,aa7919fb-ee2a-42e8-ae34-0f7c8a13b148,c4,c1,27,p1,?,surb={'id': '774e8c48-2835-4135-ab56-f13f1c723806', 'route': ['p1', 'e4', 'i3', 'x9', 'p1', 'c4']}
1769458242.6555138,RECEIVED,ba14f47c-3a6b-4da8-b7d3-048d0ff7a01f,2c87adf0-cb4e-49d4-befe-f79d7e104e1a,c4,c1,27,p1,?,surb={'id': '1c7bd913-9646-4093-93fe-59c339c94dea', 'route': ['p1', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769458242.7609253,RECEIVED,6b2993b8-a09c-485f-93ae-35496ac72b61,20b1d9a0-7e36-4b10-8773-a6f3587fd59f,c2,c1,27,p1,?,surb={'id': '147d17a1-912d-4959-9a8e-a5afef1a4fad', 'route': ['p1', 'e11', 'i7', 'x9', 'p2', 'c2']}
1769458242.9881086,RECEIVED,e9ca7af5-b2a4-4905-b447-1678f063fbbf,9df71f7d-1d97-4596-9016-a74f03e3efe1,c4,c1,27,p1,?,surb={'id': '30ca9b35-efe8-4535-b577-566b364678a8', 'route': ['p1', 'e4', 'i5', 'x4', 'p1', 'c4']}
1769458243.222991,SENT,e811d4e7-8d0f-48e6-af6b-529340c389ad,7281d3bb-aef8-42fb-afde-7f7a07ebdc7c,c1,c5,3395,?,p1,
1769458243.22321,CREATED,86c93e53-be86-406f-9d76-73d0dde3e26e,4df11205-c988-43d9-9d07-06b740e5bbf9,c1,c5,27,?,?,surb={'id': '0fb9f454-f9e4-4847-b8b6-9bbf7f9d91b5', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c1']}
1769458243.2324822,SENT,00d4b068-dbfd-409d-9037-04da994c6caf,f298199c-d542-4f95-81e8-3992ef0177d9,c1,c5,3384,?,p1,
1769458243.2328281,CREATED,086f593d-7718-460d-926e-2cc1a2c82b4f,f0ff2008-2700-4ede-8518-c662b16cd77a,c1,c5,25,?,?,surb={'id': 'eee5fa7a-4cdb-450f-ac35-14506495fa64', 'route': ['p2', 'e11', 'i12', 'x6', 'p1', 'c1']}
1769458243.245777,RECEIVED,562ffa99-db1f-4408-b481-6a74f8dfba96,67855f01-e184-41ed-a101-8d43fea0420e,c4,c1,27,p1,?,surb={'id': '7b351f50-8da4-4429-ad81-100284133057', 'route': ['p1', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769458243.5217204,RECEIVED,fd946157-22ca-4647-afda-09d981dd3854,7c536736-2b24-441b-9e0b-3c6d73438a03,c4,c1,26,p1,?,surb={'id': '7874c635-753d-40d0-a302-cc7c74adbb50', 'route': ['p1', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769458243.7843816,RECEIVED,34dbf079-4eb2-4d13-b417-33c27cf97527,be6ff3ac-0958-4662-91a9-fc464ffda329,c4,c1,27,p1,?,surb={'id': 'd1cca1c2-4ce2-4a0a-b641-727686b52a23', 'route': ['p1', 'e12', 'i1', 'x1', 'p1', 'c4']}
1769458243.817445,RECEIVED,d15e7e53-5e72-4a69-a339-2720943daf85,ef2f32c5-60da-49ab-aabe-15e505b1bd57,c2,c1,27,p1,?,surb={'id': '21064f85-2d30-48cd-bc27-e483747bc6de', 'route': ['p1', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769458244.0926616,SENT,70b79dc7-4bb7-4b89-81ac-a4fee310acee,e7c327dd-464d-440b-a424-1e4d3d3c47e4,c1,c5,3389,?,p1,
1769458244.0927339,CREATED,5224e240-35fc-4469-afb7-3c0257e11a42,305d5352-65b0-4813-8407-9de7af4c15ef,c1,c5,27,?,?,surb={'id': '36588ee1-fa3e-46b5-a0b8-3f0e688ba1db', 'route': ['p2', 'e11', 'i5', 'x11', 'p1', 'c1']}
1769458244.172557,RECEIVED,69944a23-bf97-40cd-9b82-f3c59db00d3a,52eb3fa5-2754-40c2-b064-978fd602739b,c2,c1,27,p1,?,surb={'id': 'ec8969fd-15fe-4d06-ac12-0f4f9577bc96', 'route': ['p1', 'e3', 'i4', 'x4', 'p2', 'c2']}
1769458244.2517817,RECEIVED,5264ff38-cbd6-44c7-b6d4-a43cf6d1654d,ac0a0100-36e5-4e94-a891-4d8c212fcce7,c2,c1,26,p1,?,surb={'id': '09ee543a-5567-4c7b-9048-c67534881d8c', 'route': ['p1', 'e10', 'i4', 'x10', 'p2', 'c2']}
1769458244.2897923,SENT,83346f26-c999-4043-82cd-6090d0299558,b0d1f3cd-7b1f-48c6-8262-7f98996c3884,c1,c5,3376,?,p1,
1769458244.289848,CREATED,867afc81-0427-479a-a67c-e705d0e1d0b8,b015a753-3eec-4dc2-b943-615048dd3af9,c1,c5,27,?,?,surb={'id': '9538a7d4-90fc-4d01-a2f2-c80689e6fce1', 'route': ['p2', 'e4', 'i1', 'x9', 'p1', 'c1']}
1769458244.3289835,RECEIVED,6901aad5-e25b-4bdf-bbe8-c261676be196,37becae9-852a-4b42-a212-8bd3ffd25a0c,c4,c1,26,p1,?,surb={'id': 'e8bd3379-c4e0-4f37-a81a-5259695dcc65', 'route': ['p1', 'e8', 'i12', 'x7', 'p1', 'c4']}
1769458244.6818326,SENT,ba47ab2b-a1f3-4a06-bca1-ec547af3e2e6,098cacc7-a69b-4965-911a-fa011e668860,c1,c5,3393,?,p1,
1769458244.6819162,CREATED,17eb2517-ac62-474e-9d9f-2599cf482556,01240afc-c7fc-478e-8a40-193772ce9f6b,c1,c5,27,?,?,surb={'id': 'd144acd3-4ea3-4d66-a611-031da8b3a439', 'route': ['p2', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769458244.8548849,SENT,69f5d609-3fc0-4749-b8ad-44c0be6a16d9,7b4699b8-0bca-4e0b-af3e-81c75efc97a9,c1,c5,3379,?,p1,
1769458244.8550372,CREATED,890daac1-7219-4f8f-9304-b8e9fededf47,b1e1b24f-f9cb-4ceb-b762-1c4d4ac48aff,c1,c5,27,?,?,surb={'id': 'd1f82832-dd29-4d2e-8fcf-444272c29c35', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c1']}
1769458245.115378,RECEIVED,303abada-a44f-4cee-a54f-dc8ba49e54e2,731abcd3-3755-422f-b75d-86eea185ba3d,c2,c1,27,p1,?,surb={'id': '26171364-e593-4efd-a001-95638f3e0fb2', 'route': ['p1', 'e9', 'i5', 'x9', 'p2', 'c2']}
1769458245.2254522,RECEIVED,9b49003f-2234-45bd-ac9e-b56484b998d9,6c262f5b-713a-4805-879d-d4c4f5c86e7b,c4,c1,26,p1,?,surb={'id': '8ba85108-37ed-4caf-a7fb-13d080a874ce', 'route': ['p1', 'e4', 'i11', 'x6', 'p1', 'c4']}
1769458245.699155,RECEIVED,d7a23aa0-086d-4a3d-9099-1eea009fe93f,15028bc2-6dcc-4f36-9fd7-dee355a6634c,c2,c1,27,p1,?,surb={'id': 'abe5d76d-c30e-43e3-ab3a-bf69fd020841', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c2']}
1769458245.7205596,SENT,f706fb1c-bf47-4a26-b552-afdd03209a1d,5a5a775e-0c68-4a0a-97c7-d30c79d11b11,c1,c5,3401,?,p1,
1769458245.720702,CREATED,0fbd47c9-3bb1-4116-b637-12bc79ff0b34,1031d1c1-57cd-4f7e-8683-2ea90884345a,c1,c5,27,?,?,surb={'id': '1493fa10-9480-4908-b44b-582ac8f7a2b1', 'route': ['p2', 'e5', 'i5', 'x12', 'p1', 'c1']}
1769458245.828873,RECEIVED,292f3b39-b7c5-458d-b9cf-ff446ce2623b,de26475e-ca71-4dd5-a812-2cc433fe7046,c2,c1,26,p1,?,surb={'id': '4e0cca81-e3e4-4b56-9ee9-c84184b9656a', 'route': ['p1', 'e9', 'i3', 'x4', 'p2', 'c2']}
1769458245.863173,SENT,ad8aaa4e-a935-4528-a883-b35ac9f1df5c,550132c3-6a3e-4083-9bd5-0116c59e2bc6,c1,c5,3374,?,p1,
1769458245.8633008,CREATED,1be4492b-9f2e-4074-b33f-a89b4c5691ae,a7bdeba9-33a2-41cf-a639-13e4ed06f672,c1,c5,27,?,?,surb={'id': '4702509f-bbd1-4492-90f8-c43d13043d58', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c1']}
1769458246.1874301,RECEIVED,add2b238-6c58-404b-92fb-00962751bf49,77e622dd-fece-4391-9a10-18ade5f5d39b,c4,c1,27,p1,?,surb={'id': 'e54d5f30-fed8-4cdf-9232-f033c99bdfee', 'route': ['p1', 'e9', 'i11', 'x1', 'p1', 'c4']}
1769458246.2695587,SENT,4f6a6fe2-e8b8-4ff3-9071-8e8e4b156bfc,ceecc244-3d49-4896-a828-8e296d4973fc,c1,c5,3383,?,p1,
1769458246.2696888,CREATED,b04e8b7c-6e07-418e-9010-60cce36b0b15,f5e40b3a-713b-4260-b7f4-37abd47479ce,c1,c5,27,?,?,surb={'id': 'feb184fa-8cae-496d-b39f-fa8205ae299a', 'route': ['p2', 'e2', 'i11', 'x4', 'p1', 'c1']}
1769458246.2861576,RECEIVED,9c8f7e48-2f89-4870-b0ba-38143bf47adf,eb9e4230-264e-4cdb-a6f1-2bfb1b8b12f0,c4,c1,27,p1,?,surb={'id': 'e914c84a-54a1-4dc3-bdbb-01ea7a6aef7c', 'route': ['p1', 'e11', 'i12', 'x11', 'p1', 'c4']}
1769458246.4179118,SENT,e23a3f3c-f601-4aee-a0dc-22f542c1246c,21874533-d495-4395-8d6a-663196b221f7,c1,c5,3359,?,p1,
1769458246.4180937,CREATED,96b10b35-a780-4d12-a5ad-37a7240bedd9,12aa7eb7-e4a2-485f-8531-c9601653474d,c1,c5,26,?,?,surb={'id': '2b3cc052-fb27-4d1e-ae82-33fe9161e457', 'route': ['p2', 'e9', 'i3', 'x6', 'p1', 'c1']}
1769458246.4763384,RECEIVED,6a45be65-08d1-42eb-9e4a-4c4cc3b92fe5,d8b9c142-a727-4189-a466-37c89b86d2c1,c4,c1,27,p1,?,surb={'id': '2756f3f3-8f9d-41fe-ab35-76ab74a7ffee', 'route': ['p1', 'e1', 'i10', 'x7', 'p1', 'c4']}
1769458246.5248485,RECEIVED,2e2c1ff6-bf61-4b54-abde-e5eda0ae12f0,e183e8a8-1c5e-419a-ae2e-654bc396b646,c4,c1,27,p1,?,surb={'id': '2a1ee42e-84b2-4a21-92a0-0546a522a90f', 'route': ['p1', 'e5', 'i4', 'x3', 'p1', 'c4']}
1769458246.6780093,RECEIVED,974d9aba-d657-4269-b9d8-f0a16c8c7ec0,7dc4a59a-847c-4e19-902c-19028c72f4c1,c4,c1,27,p1,?,surb={'id': '82387648-4bab-4528-becb-2c50366a659e', 'route': ['p1', 'e3', 'i4', 'x7', 'p1', 'c4']}
1769458246.7829077,RECEIVED,c16f2e77-34aa-4460-a21a-e20485e748f4,87e38439-ad79-476b-b094-4bfce7166729,c2,c1,26,p1,?,surb={'id': '087db3a1-f5e4-4d38-9d4f-d2cdaf589780', 'route': ['p1', 'e3', 'i8', 'x11', 'p2', 'c2']}
1769458247.3160412,RECEIVED,3226c960-36bd-41bf-bf70-7bc537309101,c0df09aa-3837-462d-b568-c976ebc6e576,c2,c1,27,p1,?,surb={'id': '2211d152-c608-4f7c-98f7-30a56fe37d32', 'route': ['p1', 'e12', 'i5', 'x6', 'p2', 'c2']}
1769458247.3428817,SENT,e585dccb-a141-47bf-8610-4546998de622,88cc0de5-a7f9-4a5c-a8db-76fb0502ad9d,c1,c5,3393,?,p1,
1769458247.3430293,CREATED,172b5498-cb95-4ada-b7b3-105ca39eb170,c3c181ca-991e-4ca7-9f95-eee4bb6118fc,c1,c5,27,?,?,surb={'id': '506019c4-503a-465c-8f1e-318b55fd3909', 'route': ['p2', 'e11', 'i2', 'x6', 'p1', 'c1']}
1769458247.5097613,SENT,e68ec8c7-346c-4288-b162-34f069a825a2,efa0fd76-b719-4659-be10-4ca107f699ba,c1,c5,3380,?,p1,
1769458247.5099103,CREATED,ac41bb3f-7fec-42aa-ad85-2c4d3f55222c,1a56dc1b-b0a9-43d2-b961-2ce573a7b3a8,c1,c5,27,?,?,surb={'id': '25d959d1-0eaa-48b4-85ad-839f754241ad', 'route': ['p2', 'e4', 'i4', 'x11', 'p1', 'c1']}
1769458247.6384175,RECEIVED,f729af42-5a7b-447e-ba8e-dfcbdd670427,b41f06c8-938c-46e9-94f3-91d64596f280,c4,c1,25,p1,?,surb={'id': '641b92a7-42f6-43db-b0a6-c21f3a73232f', 'route': ['p1', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769458247.6537917,SENT,4a594d25-4c30-4d1d-bc01-78f35747a95e,2c17eae1-a0f9-41d9-abb8-165434f24c6b,c1,c5,3376,?,p1,
1769458247.6539383,CREATED,278789e7-c11f-488d-8b03-5543898fc646,070f8bed-42df-4115-ad83-c2e69f05a655,c1,c5,27,?,?,surb={'id': '67fb11a2-8839-44cd-b525-c5b0ced55c5c', 'route': ['p2', 'e5', 'i9', 'x6', 'p1', 'c1']}
1769458247.6970384,SENT,5e29a0d2-2a1a-4189-8b91-ea3c985eac61,548ea3cc-884d-4279-92ec-b4d0d354dc4f,c1,c5,3398,?,p1,
1769458247.6972146,CREATED,61eb1a98-836d-4103-a464-26ad34ed3e9d,a1705dbb-08ca-4933-a610-ab3ffc861f3c,c1,c5,27,?,?,surb={'id': '68c63e3a-489f-459e-a8ee-3460bad09840', 'route': ['p2', 'e10', 'i6', 'x2', 'p1', 'c1']}
1769458247.819627,RECEIVED,cab7ebd4-c089-44f2-b35d-59c5af65c9b6,95d6e21e-2662-4557-8acc-89849b3a9379,c2,c1,26,p1,?,surb={'id': '15d2d494-3ceb-42a5-89c3-66b6619e33ac', 'route': ['p1', 'e4', 'i6', 'x9', 'p2', 'c2']}
1769458247.8329864,SENT,d34ba518-0345-448a-bd74-d0a5471b2b85,45915018-d6bd-4d01-90c9-780e6bc3dca2,c1,c5,3388,?,p1,
1769458247.8331604,CREATED,325325f5-15a0-459b-bba1-8bbb6e4e86db,4d774563-6786-4f97-845a-84685809f403,c1,c5,27,?,?,surb={'id': '79ca95f5-d17d-44f4-8638-be8eda4fcfef', 'route': ['p2', 'e7', 'i2', 'x5', 'p1', 'c1']}
1769458247.8585343,SENT,3f1cf11d-f099-49f3-8e1e-c545b6f4de2d,f9a00998-34c7-4109-a8ce-5d907da2202b,c1,c5,3362,?,p1,
1769458247.8586864,CREATED,e79cfdf0-0cb0-4526-b7d3-0f3675019e31,cc2c5752-2dfc-4962-9264-b238b11e318f,c1,c5,26,?,?,surb={'id': '20036eb2-5157-41a4-acc5-7bdc9328ca8c', 'route': ['p2', 'e4', 'i8', 'x3', 'p1', 'c1']}
1769458247.98403,SENT,a02ed3fe-024e-45bd-bc9b-6559d0500d8c,3060039d-73d2-4c3c-812e-91bb7f197752,c1,c5,3383,?,p1,
1769458247.9842098,CREATED,c0ef1259-87d4-4d7b-a72b-b395c4758c7a,6f61442f-ecbe-42e5-9b16-abb7141e4024,c1,c5,27,?,?,surb={'id': '704a4f25-95b6-48a8-aadf-ca97861ea0c7', 'route': ['p2', 'e9', 'i5', 'x1', 'p1', 'c1']}
1769458248.028583,RECEIVED,815eac8a-14b0-4c4f-ba26-3b514285ec16,231d8bea-99c7-4df0-a1c8-989a22e7edfc,c4,c1,26,p1,?,surb={'id': 'aaafd6ff-1aa4-477b-8411-b7f6e4aca21f', 'route': ['p1', 'e6', 'i9', 'x9', 'p1', 'c4']}
1769458248.1922307,SENT,1be06fbd-8da5-4a23-831e-02c979af12d5,c23346b0-0928-41d3-8bfd-b75b6a0b0d47,c1,c5,3384,?,p1,
1769458248.1923082,CREATED,98436b0a-0a72-4337-95c5-d9e0d07d6f30,5a7e3653-0d8f-4b6c-8d2b-a5aca60d8593,c1,c5,26,?,?,surb={'id': '2ba188e3-7f58-400b-8292-b7657f3e2c42', 'route': ['p2', 'e2', 'i7', 'x12', 'p1', 'c1']}
1769458248.4566061,RECEIVED,1496b3db-f488-4c75-8a59-b482f4d0ca72,c0ed1620-d8de-4eb0-ab40-0b93166510b7,c4,c1,26,p1,?,surb={'id': '5eff622f-1898-4e08-a67b-cd9456485e00', 'route': ['p1', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769458248.7268472,RECEIVED,d02255a8-7391-4c35-9bb3-6dad81006f8d,d7e8ef4d-22d1-4211-a317-e83ddea632c6,c4,c1,26,p1,?,surb={'id': '9ab9a6b1-1670-47d0-8e07-312765a09cb1', 'route': ['p1', 'e3', 'i8', 'x7', 'p1', 'c4']}
1769458248.7983592,SENT,73ee87f3-d075-4793-a608-01c28dcbe013,e7a43750-f34c-4d38-b960-7051bceffdc0,c1,c5,3376,?,p1,
1769458248.7984357,CREATED,b6e7a99a-03ce-4886-b731-4efe0984dea1,89e54dae-5a8b-477f-af3f-80118e787532,c1,c5,26,?,?,surb={'id': '49afe3fc-6095-42a1-b676-625f9179cf98', 'route': ['p2', 'e7', 'i11', 'x6', 'p1', 'c1']}
1769458248.8717148,RECEIVED,791adc09-d5bb-496f-b0bc-bc40b219efcc,f3625c9e-272d-48c7-8f8e-2430fcc4bbe9,c4,c1,27,p1,?,surb={'id': 'c00a6489-844c-4ab0-8ec6-5f7c0f32140d', 'route': ['p1', 'e12', 'i4', 'x2', 'p1', 'c4']}
1769458248.9010608,RECEIVED,6483b89d-a469-420c-bf2b-fc3eeb522591,bac9123d-4dc3-404a-acdd-bf1bcfd50ccd,c4,c1,27,p1,?,surb={'id': 'dc48ad54-63e9-4242-971b-b289c34d8c55', 'route': ['p1', 'e12', 'i7', 'x8', 'p1', 'c4']}
1769458248.936411,RECEIVED,d63fa08a-10d6-4d67-894a-c1669fe19a89,bbd11835-262b-4b85-a932-9fa65a700693,c4,c1,27,p1,?,surb={'id': 'e16ed5d9-19bd-4125-9fd3-7de205151693', 'route': ['p1', 'e10', 'i4', 'x2', 'p1', 'c4']}
1769458248.956737,SENT,b1579596-1712-4d6e-9151-ce73dc537e6c,e227e979-90d5-419f-9c73-379f2085c58a,c1,c5,3359,?,p1,
1769458248.956887,CREATED,37e34e46-d4d6-4c19-94a8-8af22114fa29,e187fcc6-f5c6-4458-9273-81c24c9ff3dd,c1,c5,27,?,?,surb={'id': 'a2cc6baa-6d4e-4dc7-bff3-c99287fbdaf2', 'route': ['p2', 'e3', 'i2', 'x1', 'p1', 'c1']}
1769458249.069202,RECEIVED,24f796cf-4751-4254-abab-341816ba5f7f,3a76ec90-90a8-41d1-9bab-1db1675a8612,c4,c1,27,p1,?,surb={'id': '31ecc9ef-0f3a-426e-9623-944200d09add', 'route': ['p1', 'e10', 'i4', 'x6', 'p1', 'c4']}
1769458249.1304586,RECEIVED,6f99375a-02dc-4b4b-aab5-092ceaa195fa,34ca1a85-cbf9-4127-b582-b6967a5c10be,c4,c1,27,p1,?,surb={'id': '727c9acc-57e9-4cd6-bd41-8e8c60f785ba', 'route': ['p1', 'e5', 'i2', 'x12', 'p1', 'c4']}
1769458249.2098808,RECEIVED,85e8f85b-45e2-4b3c-81b1-d5fe608ec633,5349e87f-71c1-445a-bee3-550a260a6050,c2,c1,27,p1,?,surb={'id': '08ff8761-b7c4-4003-8cf6-115f5858f1a8', 'route': ['p1', 'e5', 'i7', 'x6', 'p2', 'c2']}
1769458249.2903147,RECEIVED,821a53b4-4d6e-4f47-b1d6-054beb8d75b9,99692d4c-107a-446a-b65d-4bf9e245210a,c4,c1,27,p1,?,surb={'id': '0e2c8c70-5e71-4832-ad3a-8d19b5a4faf5', 'route': ['p1', 'e10', 'i12', 'x7', 'p1', 'c4']}
1769458249.6814396,RECEIVED,71642140-64b5-4b90-aa36-194230a7c897,0032ee6a-d72b-40cd-b085-d7610a7179c7,c2,c1,27,p1,?,surb={'id': '6db8e5ac-c3c1-4974-b5b5-b367aab67210', 'route': ['p1', 'e12', 'i9', 'x4', 'p2', 'c2']}
1769458249.7684355,SENT,d640f943-619e-40ec-b808-f17ce6279f5a,30650078-a983-475b-a857-6f7b3e0cc883,c1,c5,3401,?,p1,
1769458249.76854,CREATED,9a5da05d-4c33-4189-b64a-259892c76b4d,ea9a67af-6edc-48b4-bf29-6490dd973a12,c1,c5,27,?,?,surb={'id': '72768d84-9175-4373-a9ea-86b67e2d03b3', 'route': ['p2', 'e8', 'i7', 'x9', 'p1', 'c1']}
1769458250.0217514,RECEIVED,a4c31722-3b8b-4a11-83bb-4e6010542f5e,5f29c5ca-c427-4deb-81d0-1709668d18a8,c2,c1,27,p1,?,surb={'id': 'cb60c5de-30c1-4361-b89b-541a8f5cfd04', 'route': ['p1', 'e4', 'i4', 'x10', 'p2', 'c2']}
1769458250.1598725,RECEIVED,422a01e6-c5de-4ef2-b440-253637f2048f,8e9b89fb-8fc1-43b3-ad87-2afabbbcbc84,c4,c1,26,p1,?,surb={'id': 'f664f793-4fcb-4ced-8127-5e99dbaebf5b', 'route': ['p1', 'e2', 'i3', 'x8', 'p1', 'c4']}
1769458250.1978629,RECEIVED,de9f82ad-aa74-40c5-86b0-c3da361fb335,9a857146-516d-4d79-8098-46248685948d,c4,c1,26,p1,?,surb={'id': 'a51fc5d6-a288-494b-a6e4-06f01a6b9103', 'route': ['p1', 'e8', 'i5', 'x1', 'p1', 'c4']}
1769458250.2130778,SENT,bfdaf2a2-e9b9-456d-abc2-ced91c5ea1c2,4610ed15-9976-405f-99f2-c91a389a8e49,c1,c5,3392,?,p1,
1769458250.2131803,CREATED,e729b154-3659-4658-a234-0858d33910ec,95258381-6623-40db-8b6b-d40ddedf3022,c1,c5,27,?,?,surb={'id': '56da668d-19e5-419a-882e-dbde3bbe997f', 'route': ['p2', 'e10', 'i1', 'x11', 'p1', 'c1']}
1769458250.2657664,SENT,d60196d7-7053-43c5-a73a-53d891a8f4c9,e0e04e96-9b3f-435d-98b0-8128c1966903,c1,c5,3389,?,p1,
1769458250.265874,CREATED,e3f5043f-5390-46f5-a587-ce70c3881c6c,8ea49bb4-c7b2-4a79-adbc-fca84eb1de68,c1,c5,26,?,?,surb={'id': '6d0855b8-9890-4ab6-85a0-a23b72074568', 'route': ['p2', 'e11', 'i5', 'x2', 'p1', 'c1']}
1769458250.3106878,SENT,4cd45b5b-4461-4dfc-8e80-32e5f4aaa566,c4c94a46-b6e2-4779-a5ca-85e6ac445148,c1,c5,3376,?,p1,
1769458250.3107877,CREATED,fa0314ee-4361-483d-a5d0-cbd68697d76a,baa011d6-a8db-4de0-8785-c04092fbc35e,c1,c5,27,?,?,surb={'id': '503e01ca-65f8-48bb-8140-30efe936a81a', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c1']}
1769458250.3425307,RECEIVED,51d32a8f-a56f-462e-9742-54d1e6c4832c,94fbc01c-2dc5-40fd-a0f4-ff8f14ec928c,c4,c1,27,p1,?,surb={'id': '9ea1b87f-85eb-4328-b05d-1c740742b10a', 'route': ['p1', 'e10', 'i8', 'x6', 'p1', 'c4']}
1769458250.3563652,SENT,6d831bae-8169-4921-87ca-b243e9a3609c,06cd5ca3-af1c-4a40-85d5-3135e873ca1a,c1,c5,3412,?,p1,
