timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458452.720091,RECEIVED,caec0f38-603e-4cd3-8320-06958a722f63,6801df55-5f5e-4900-9da2-b3c791ff05c0,c2,c1,26,p1,?,surb={'id': '955c922d-e176-41e4-bc48-22dd313980b4', 'route': ['p1', 'e12', 'i11', 'x5', 'p2', 'c2']}
1769458452.7552273,SENT,07b0b1d4-6e6d-4ac6-a2fc-9306c759cea5,d73b053b-8c03-46c6-bf35-0576d86ed98c,c1,c5,3363,?,p1,
1769458452.7553596,CREATED,7b7b8c95-7cd5-4bcb-a133-3a5834b6c167,fe23b71a-e009-483d-b117-a8735df292df,c1,c5,26,?,?,surb={'id': 'd73931ad-dd2f-410a-8287-27b170ec5ed1', 'route': ['p2', 'e1', 'i11', 'x9', 'p1', 'c1']}
1769458452.7960932,RECEIVED,5f3f9b83-76f8-4392-9e2a-329a971c7a53,ef6eefab-3177-40fc-a5e0-306931871832,c2,c1,26,p1,?,surb={'id': '0e2f7c3c-b03a-46d9-81fc-90eeb62fadb1', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769458452.8272688,RECEIVED,4466340c-4a7d-472c-b0a1-bd7d619bd064,2c4c8f7b-4161-4974-83c1-fd49fcd554de,c2,c1,27,p1,?,surb={'id': 'a57c753e-8c5a-4e32-addb-3c90fd5ba684', 'route': ['p1', 'e4', 'i10', 'x3', 'p2', 'c2']}
1769458452.9545617,RECEIVED,9787b365-8d74-4373-95da-eb1811cd08da,31f70ebb-285f-412d-9a4d-19337f3e194f,c4,c1,27,p1,?,surb={'id': '986183d7-be05-4ce7-97b3-4211071ab844', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c4']}
1769458452.9997497,RECEIVED,558cad8d-f4d2-4ca0-99b2-45348ea8b981,f11394d3-7309-431a-aa90-12b3e292ea10,c4,c1,27,p1,?,surb={'id': '57b5aa44-5fff-4e29-85e1-6a63356c678a', 'route': ['p1', 'e4', 'i10', 'x3', 'p1', 'c4']}
1769458453.015676,SENT,f7e0c7fb-928e-4e88-bd72-89d8d5ad3824,f07ca489-ad78-4b66-ae31-a827dba67ad7,c1,c5,3363,?,p1,
1769458453.0157351,CREATED,b6c8fb64-04de-4f8c-8fdc-2be696cb5e38,c4340b8e-db73-460a-86a1-b54c9f089337,c1,c5,27,?,?,surb={'id': '83794538-f5ed-4f8b-a0b7-7c1843460f3d', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769458453.0231147,RECEIVED,1b09e6d7-87ee-4ac5-aef2-26dde71680e2,1a33a438-1869-415f-9042-dab89a43c831,c4,c1,27,p1,?,surb={'id': '22d3886f-c305-4269-b5db-25eb76190450', 'route': ['p1', 'e8', 'i4', 'x2', 'p1', 'c4']}
1769458453.2614026,RECEIVED,6fe146fd-65b6-4dd8-9ce4-0f2d5dd5e00f,08a225cb-1e3e-483f-999d-07c2eacbab61,c4,c1,26,p1,?,surb={'id': '4f00605b-29cd-40fa-af21-cbb954d0cb0d', 'route': ['p1', 'e8', 'i10', 'x6', 'p1', 'c4']}
1769458453.4003072,SENT,06779923-87a1-4653-b34d-33c0f358089b,5d411720-9f83-4d09-9ecc-3fe9ea76dfe9,c1,c5,3380,?,p1,
1769458453.4003985,CREATED,02785803-d704-45df-95e7-89d1260a40dc,5a7eaafa-2e33-49ac-9c66-44b6140da51b,c1,c5,26,?,?,surb={'id': '9e4920da-2e17-4b7c-a54a-c8cb410aed58', 'route': ['p2', 'e9', 'i10', 'x1', 'p1', 'c1']}
1769458453.5405924,SENT,9978752c-be15-4f39-9afb-6683f8a09c0a,5222b525-0728-4a97-990d-f976286df64b,c1,c5,3360,?,p1,
1769458453.5407374,CREATED,ac0d6917-bfcc-4bbb-a077-01e2d6e42e05,6ebe5af4-e42f-4a42-be21-b29f8b4a0657,c1,c5,27,?,?,surb={'id': '1c99293f-0842-484f-b4a2-7424eaa6cf73', 'route': ['p2', 'e4', 'i8', 'x1', 'p1', 'c1']}
1769458453.5645142,RECEIVED,1cfbfe44-6d1c-4746-be73-ce3f0bbd6829,fba0eeca-a722-4c39-ab95-0234873907c4,c2,c1,27,p1,?,surb={'id': '687a2ae1-0d16-463a-87bf-ae07701c75b9', 'route': ['p1', 'e5', 'i1', 'x3', 'p2', 'c2']}
1769458453.864012,SENT,81e925fd-709c-43a8-ae65-dc25f4cdff45,a0641954-6993-41b4-88a2-4026a8f309c4,c1,c5,3392,?,p1,
1769458453.8640916,CREATED,9b7fa541-75f9-4f05-8efb-470b77c78823,d6b9b5b4-2968-4f76-84bd-a7b88d3235b5,c1,c5,27,?,?,surb={'id': 'fc27c3e0-1549-4138-9417-dadd82d9178f', 'route': ['p2', 'e4', 'i4', 'x11', 'p1', 'c1']}
1769458453.9493864,SENT,4c1cf9fc-d6f4-4786-820e-4468b4338c6d,6239fc4b-4e57-43a4-b7a0-65e452dc971c,c1,c5,3393,?,p1,
1769458453.9495492,CREATED,4b8eff26-0ed4-4fa9-806d-c6b6db9cef86,56147440-2b50-4578-ab97-f84175e51e47,c1,c5,26,?,?,surb={'id': '36fc70e5-e8c2-4cc6-a931-47bdb900ab1b', 'route': ['p2', 'e11', 'i11', 'x9', 'p1', 'c1']}
1769458453.9909933,RECEIVED,13714420-af82-47b6-b599-f659e6757ed8,5bc5bba4-2489-449d-b360-039627f26ebd,c2,c1,27,p1,?,surb={'id': '9f31a38a-42ff-4917-a11e-22448be4648b', 'route': ['p1', 'e9', 'i7', 'x1', 'p2', 'c2']}
1769458454.219985,RECEIVED,a1c2787d-9dc3-482a-ae4d-b3291323da96,67be8df7-0948-4e48-8b58-6ba4e1c69005,c4,c1,27,p1,?,surb={'id': '58de3b67-15b2-4224-a3fe-d567c838511b', 'route': ['p1', 'e2', 'i7', 'x5', 'p1', 'c4']}
1769458454.3864388,SENT,94e61310-8041-4396-b1bd-2814250ec32d,f0053a98-7082-4818-991c-7f70bae8a9c6,c1,c5,3355,?,p1,
1769458454.386588,CREATED,286e0558-293f-44d0-b917-f4fcf7c8fa17,11320201-812c-409b-9258-638d1e8dda23,c1,c5,26,?,?,surb={'id': 'af938d06-dfa0-4021-9ab4-2c8be5df2fe5', 'route': ['p2', 'e5', 'i1', 'x1', 'p1', 'c1']}
1769458454.6575933,RECEIVED,84cf7123-3c27-4698-beb6-b5c0d34aa25a,722a84d3-7c48-4493-8c9f-3c7566e53b68,c2,c1,27,p1,?,surb={'id': 'da900ba0-8c4b-4edc-be93-8e2bb8143eed', 'route': ['p1', 'e3', 'i11', 'x1', 'p2', 'c2']}
1769458454.738314,SENT,959057a5-1c89-4821-86ef-9435662c8dde,16a2f14c-76c4-41dc-87e3-7fca238bf007,c1,c5,3375,?,p1,
1769458454.7384653,CREATED,34be09ce-b2e8-42bd-a0fe-c548fc3def7a,baaa616d-a64d-42a3-83d3-edd8bd8a2762,c1,c5,27,?,?,surb={'id': 'aa757dc5-0bd0-4f6d-aa09-8e6ad8963ac9', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769458454.7521532,RECEIVED,3711e6bd-c4ac-466b-bb21-136a0d94f362,4a2cc7a7-b629-4729-900a-ec50fb658943,c4,c1,27,p1,?,surb={'id': '8502f11b-bc70-4a31-af88-ae83629fa7d2', 'route': ['p1', 'e1', 'i3', 'x11', 'p1', 'c4']}
1769458454.782594,SENT,73848ee4-1b33-4b2a-8be9-72e25875597a,6e0fbde4-8846-40de-b7be-7833db661bdf,c1,c5,3382,?,p1,
1769458454.7827373,CREATED,0296ee58-796e-4b82-b2b0-6925ba043224,0c8a5b91-8b9c-4749-abf2-6e165fcfe90f,c1,c5,27,?,?,surb={'id': '2dc360fa-8f95-4feb-b683-813551efd52b', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769458454.7918544,RECEIVED,1a89641b-a3fd-4e24-8a7d-2eebf5bd1884,4320a733-aef3-4e6b-b735-3d9399d0c25e,c2,c1,27,p1,?,surb={'id': '9cc1f08a-8f83-444c-9a85-45df907827f6', 'route': ['p1', 'e4', 'i3', 'x4', 'p2', 'c2']}
1769458454.8788843,RECEIVED,eff4671b-7b87-4bc8-8efc-99e63a6967d8,3e169569-1ff1-40f0-9cf6-c97b18ad5101,c2,c1,27,p1,?,surb={'id': '1ee214be-65ce-4570-b9fe-1b48c16b8803', 'route': ['p1', 'e1', 'i4', 'x8', 'p2', 'c2']}
1769458455.0592368,RECEIVED,a09fe6d0-4483-43e6-9587-2bd16d64d5d7,6ab9d99e-a222-448f-b2d5-16c9f8bb5964,c2,c1,27,p1,?,surb={'id': '898c5697-bd0b-4e6e-865e-9d57a4524b68', 'route': ['p1', 'e4', 'i8', 'x3', 'p2', 'c2']}
1769458455.3756983,RECEIVED,1a568dc5-41d3-47a1-9c06-a6e192f5e9d4,ccfc1955-e651-4284-910d-1164e23f66b2,c4,c1,26,p1,?,surb={'id': '01ece698-1605-4e7f-b3ca-0d3bf15a610b', 'route': ['p1', 'e11', 'i11', 'x2', 'p1', 'c4']}
1769458455.5217078,SENT,84261743-1a7c-4881-8b34-a0f82a26c105,f2111037-b4f5-4db3-9ffb-bb9b13fd9fce,c1,c5,3404,?,p1,
1769458455.5218613,CREATED,d603fa02-6724-4b66-b609-19e6270e372b,e21b8397-71b5-432e-8b69-452a1fc7fa9b,c1,c5,27,?,?,surb={'id': '79fb1b0c-2b18-45c3-8bfc-5e9618739ec0', 'route': ['p2', 'e9', 'i6', 'x10', 'p1', 'c1']}
1769458455.543828,SENT,599fddd9-1f08-4b6e-a3e1-89ded703b9c6,a51b315e-50d5-4ee0-9c6e-b218794db8f4,c1,c5,3387,?,p1,
1769458455.5439768,CREATED,7001eb98-c212-402e-afbc-3df31c5bee5a,e6ebfe5d-0740-4fba-9474-9bb3e2a76672,c1,c5,26,?,?,surb={'id': '1ee1259a-ff4b-4ec8-aa83-7f1e2524c68d', 'route': ['p2', 'e12', 'i11', 'x4', 'p1', 'c1']}
1769458455.676685,RECEIVED,f1d53324-1da0-411a-9b27-2eadd689f127,499975c7-021a-45d6-b60b-63ec3d3cebab,c2,c1,26,p1,?,surb={'id': '82589c84-6da6-49d0-8d35-e0b8c92877a8', 'route': ['p1', 'e7', 'i10', 'x10', 'p2', 'c2']}
1769458455.6917036,RECEIVED,b7b0b5ee-4187-41b3-b3b3-666a56087c16,c31a528b-3c46-4fc5-95c0-803c6d8dce82,c2,c1,27,p1,?,surb={'id': '33c21e2f-4dce-4b0c-9a4e-78ffe1b24553', 'route': ['p1', 'e2', 'i1', 'x7', 'p2', 'c2']}
1769458455.7360263,RECEIVED,1c160e79-440e-45d9-aee4-d8fd9b144c22,5d164814-5852-49a4-9baf-c7a74ac1d2d5,c2,c1,27,p1,?,surb={'id': '1e6884c8-c6af-4886-93fa-9e280aa48eba', 'route': ['p1', 'e5', 'i10', 'x3', 'p2', 'c2']}
1769458456.2463758,RECEIVED,88c619e7-8c7d-4d06-911a-8619cb546650,45401b42-66af-4ca1-beea-f493b5d652c5,c2,c1,27,p1,?,surb={'id': 'e6207d02-1ad2-43db-acc4-2c2494979b33', 'route': ['p1', 'e6', 'i8', 'x7', 'p2', 'c2']}
1769458456.3538234,RECEIVED,e1aeb7a7-12bb-43e0-ac05-e8dbe6343559,8fa81db5-e46d-4483-9f5d-a41233ebfa94,c2,c1,27,p1,?,surb={'id': 'edb5d823-eb78-42b4-b216-b2a3ca53aa79', 'route': ['p1', 'e5', 'i7', 'x12', 'p2', 'c2']}
1769458456.4244285,RECEIVED,dd3a8676-320a-42f3-9ee7-64a8272a34d4,fd4aebe5-1aa7-4380-90ab-312e30cbecf5,c2,c1,27,p1,?,surb={'id': '8a1bcd9d-eb2d-4a23-af64-3c7bd1e3c0a4', 'route': ['p1', 'e6', 'i7', 'x4', 'p2', 'c2']}
1769458456.6925619,SENT,fcd4682c-f169-455b-a298-f5cf2f43ab2c,f8b13ce4-974a-4657-b7b4-29c3faba8b69,c1,c5,3375,?,p1,
1769458456.6927,CREATED,f93b83ec-e1c8-4f73-a9fe-848668ba88b7,dbee2abc-b353-4762-b45d-627a91b11fe1,c1,c5,27,?,?,surb={'id': '5af74e5d-14ff-48ff-9b28-9009faa4e528', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c1']}
1769458457.102284,RECEIVED,b6e52e7d-3fd7-4b9a-a85c-ad0fe9e9d84e,715fd38f-6c2c-4da0-ac5f-522c39ebfdba,c2,c1,27,p1,?,surb={'id': 'b953dd4e-258f-4d52-9cd5-4d0771569fac', 'route': ['p1', 'e4', 'i11', 'x1', 'p2', 'c2']}
1769458457.202001,SENT,a8c14063-afab-4cd5-ab53-36eaadca08fc,6b3f81a9-b4d3-464e-a9a1-4e0e8fd4d899,c1,c5,3381,?,p1,
1769458457.2021987,CREATED,7bffe212-cdb7-4154-8c6a-92c13b9df2fe,d156c37b-a7bb-46c7-967c-98d4e0055f31,c1,c5,27,?,?,surb={'id': '808fdd59-4a0d-4f64-897e-62a9008d59c0', 'route': ['p2', 'e11', 'i11', 'x1', 'p1', 'c1']}
1769458457.2285209,SENT,c78d40ff-e783-4be8-8b6b-1b6ef8b7cd7e,a8dc55b7-2ee6-43eb-b3ca-f6961d380ee8,c1,c5,3391,?,p1,
1769458457.2286682,CREATED,ee535e0d-7d9e-427b-bdd6-175ec514ab35,6f215961-ab0c-42a7-8b0c-407bd69252dd,c1,c5,27,?,?,surb={'id': 'be385650-99cb-46b9-b857-5d35229b0f16', 'route': ['p2', 'e10', 'i9', 'x3', 'p1', 'c1']}
1769458457.5294318,RECEIVED,433c9306-a981-4176-b2c1-23dc1f261b9e,916d3aa7-54f9-4346-8046-50d7703157de,c4,c1,26,p1,?,surb={'id': '9c175883-a417-42f1-954a-d9783758ccd9', 'route': ['p1', 'e8', 'i1', 'x10', 'p1', 'c4']}
1769458457.5682,RECEIVED,797a39c3-2cb2-4112-bafd-648638cdd126,ecd58aa0-6fd2-40a2-af51-f7771ad03cae,c4,c1,26,p1,?,surb={'id': '310695f7-ad0a-437a-a287-0d6f57c93729', 'route': ['p1', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769458457.617545,SENT,faa35cc3-d1c4-4c4a-a7f8-519f8d874f95,ecf59374-b7ef-4905-94f3-f7d57719a57d,c1,c5,3393,?,p1,
1769458457.61766,CREATED,a1ce265f-bd67-4504-bdc3-1cdc1fdc7e05,a182c05d-dd1f-48c0-aef2-09ead35bca9c,c1,c5,27,?,?,surb={'id': '2ea2d3ad-2cc0-4d4d-a2ae-993fc94c5525', 'route': ['p2', 'e4', 'i11', 'x5', 'p1', 'c1']}
1769458457.6679785,RECEIVED,767dc054-15af-42a1-8440-1e7f3a0f72b9,24236744-16a4-4d11-ad18-a66bd6917d93,c2,c1,26,p1,?,surb={'id': '87da285a-5c32-43ad-a18c-a2f33e72dcfa', 'route': ['p1', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769458457.745677,SENT,bdc25924-cbc8-4043-923d-9a14540c8049,2102b38b-c428-492d-ba5f-197c2a0b99bf,c1,c5,3375,?,p1,
1769458457.7457788,CREATED,59e102f3-c38d-4f6c-8d92-42089c6f6a0b,1025af2b-ca73-4dad-891b-bccb3123ea3a,c1,c5,27,?,?,surb={'id': 'cb471289-d7f8-40f0-bf12-56898df3842c', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c1']}
1769458457.791024,RECEIVED,99448831-2792-4e67-9e82-e0babaa4aa0a,b32086cd-3a5e-4039-89dd-bbf55ca1251c,c2,c1,27,p1,?,surb={'id': '70a3d05f-33a3-4cae-9d39-f0e32580b1aa', 'route': ['p1', 'e6', 'i3', 'x2', 'p2', 'c2']}
1769458457.81079,SENT,53338975-328a-4b6a-8973-efac14d87c9d,60e2179b-4e2d-445d-bdfd-d34c2ae7b2b7,c1,c5,3397,?,p1,
1769458457.810887,CREATED,72132577-527b-4411-9f2c-aa3b9a57b337,70a94dbc-a376-4f6a-bc6e-e4d78f7ece9b,c1,c5,27,?,?,surb={'id': 'f27f4ba7-27a5-476f-bf7c-ae81b9f5bdde', 'route': ['p2', 'e6', 'i7', 'x10', 'p1', 'c1']}
1769458457.8528123,SENT,f8a79b85-8e2e-4e13-bfef-220cb1e01793,37a1d9d9-0898-4b96-9349-83fbfa64d38d,c1,c5,3386,?,p1,
1769458457.852913,CREATED,0bf79bb1-23ff-487f-9da4-29d42796e4a9,dafd1dec-6540-4e7f-87c4-e338a9bf0c36,c1,c5,27,?,?,surb={'id': '0d2a169e-36c6-468e-9f40-4464f6e1683c', 'route': ['p2', 'e6', 'i9', 'x6', 'p1', 'c1']}
1769458457.9550815,RECEIVED,a1dbf033-febd-45b0-82b8-d56abca97340,01e886ae-8bb6-4336-85cf-fe6bf0eb6ce8,c4,c1,27,p1,?,surb={'id': '66ff2561-65f8-475a-b5c6-0c4234f7cd47', 'route': ['p1', 'e2', 'i3', 'x3', 'p1', 'c4']}
1769458458.0571442,RECEIVED,8521c0fa-3cd6-4afa-a92a-2e863e6e26be,faa1f7d0-5168-42b9-a3f3-92d9f3791f60,c4,c1,26,p1,?,surb={'id': '71aae05a-58c4-483d-bc23-feec7361ef75', 'route': ['p1', 'e5', 'i11', 'x2', 'p1', 'c4']}
1769458458.1582947,RECEIVED,02fa8a7a-9f16-43ca-97dd-9102c2ac5da4,8e0142b5-f2ea-4c76-a43d-60826a752486,c4,c1,26,p1,?,surb={'id': '7ca4f0b7-01c8-4b6e-97e9-d39bd0bd4475', 'route': ['p1', 'e12', 'i11', 'x3', 'p1', 'c4']}
1769458458.1834736,RECEIVED,ae3905c4-92b7-4867-a044-1293571d319d,0d4ddade-dd55-4402-ba72-cb15a044cfcb,c2,c1,27,p1,?,surb={'id': 'f55015ec-8b33-4154-9515-52bca734ec99', 'route': ['p1', 'e1', 'i8', 'x2', 'p2', 'c2']}
1769458458.2004664,RECEIVED,5436a54e-e210-41ac-9869-bebf30c0daee,6462687d-c581-4ab3-93ef-e209257b9dc8,c4,c1,26,p1,?,surb={'id': '2da3a840-ce3e-4313-b3ac-64610b8ea526', 'route': ['p1', 'e3', 'i12', 'x2', 'p1', 'c4']}
1769458458.6319487,SENT,05fa28b5-fba9-4de2-b506-d4035b4a4150,9e76c10d-ffa8-40fe-ac26-64939216c3db,c1,c5,3367,?,p1,
1769458458.6321611,CREATED,70d9a6d1-0f82-40f7-9715-7ef2b7e999f4,578d0f9f-ac4b-4e04-902d-ad9c2c5ecf44,c1,c5,27,?,?,surb={'id': '01f2cb13-5c04-4c6a-b0ac-5422d42bdf01', 'route': ['p2', 'e1', 'i6', 'x6', 'p1', 'c1']}
1769458458.6973598,RECEIVED,5161dae1-67a3-4b71-9ffa-a214fbb0c3f3,fe2f3537-30c4-4617-8a0f-69b40c8dfbee,c2,c1,26,p1,?,surb={'id': '7c81fcfd-751a-4ad5-9048-f8d6178d6cbe', 'route': ['p1', 'e6', 'i12', 'x2', 'p2', 'c2']}
1769458458.7144957,SENT,95509294-ec20-487c-afaa-e3f4f508c714,9eab4c37-01d8-4b24-aaca-0bccdc81fada,c1,c5,3383,?,p1,
1769458458.714588,CREATED,29adcb69-0c6a-4e8a-bfff-08f5b0010bca,54aed014-bf35-44bd-a40c-c3bbff53ce49,c1,c5,27,?,?,surb={'id': '865a37a2-fe70-4f7c-a2a5-013a898d934b', 'route': ['p2', 'e1', 'i6', 'x4', 'p1', 'c1']}
1769458459.1231792,RECEIVED,b0d459f1-01d1-4480-8d68-6846c0f53588,eed66835-da3a-4cde-ae94-08d95abd47dc,c4,c1,27,p1,?,surb={'id': '4d7eb8dd-251d-47c2-a86a-64924e17335d', 'route': ['p1', 'e10', 'i5', 'x1', 'p1', 'c4']}
1769458459.1880956,RECEIVED,146f31b7-b02c-4815-9478-217e34e659ad,31289a37-09e2-4ec8-9f20-d47704e6459a,c2,c1,27,p1,?,surb={'id': 'dd59c99c-21d8-4541-9eb1-6cef574663c4', 'route': ['p1', 'e3', 'i8', 'x3', 'p2', 'c2']}
1769458459.2146616,RECEIVED,7eaa1bf1-f593-494a-ab96-c98b80d7577c,d04513f5-3099-4778-93cf-c051c0f5e1ad,c2,c1,26,p1,?,surb={'id': '290e2f2a-dfdd-4027-a66a-109801a3a9f2', 'route': ['p1', 'e11', 'i7', 'x10', 'p2', 'c2']}
1769458459.338014,RECEIVED,bba4e2ae-9f2c-43cb-951d-991e19ebd375,53550689-4637-4ec2-a0d0-b3eb24acf0d5,c4,c1,27,p1,?,surb={'id': '9379720a-4fe4-4d23-b369-94a927e74b9a', 'route': ['p1', 'e12', 'i10', 'x1', 'p1', 'c4']}
1769458459.8655493,RECEIVED,8775cfb2-a350-45a7-a54a-5a2a5d3714d0,456fcc7e-6943-4174-8267-9bdc2957e689,c4,c1,26,p1,?,surb={'id': '70733de8-069c-40f5-8fa7-57696528b0ea', 'route': ['p1', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769458459.9319916,RECEIVED,53f5b804-ffa3-47e0-bbfe-d943a1f7f23c,6d0db4a9-3a9d-456a-934a-81c891ede83f,c4,c1,27,p1,?,surb={'id': '57a9ebf2-75f7-40c6-8c73-e3f285e36807', 'route': ['p1', 'e2', 'i11', 'x3', 'p1', 'c4']}
1769458460.157593,SENT,c21e185e-fd03-4b6a-8e9e-3508397a67cd,106f7e9d-c63e-4fea-9ada-02381730fc9e,c1,c5,3391,?,p1,
1769458460.1577468,CREATED,7e58b44f-037d-429b-8a3f-1c53a12c223e,5cf9faf3-af3c-4bd4-aa55-ca880620f6c1,c1,c5,27,?,?,surb={'id': '6be22399-7d61-4ba5-8e4f-6508d9405f5c', 'route': ['p2', 'e2', 'i9', 'x4', 'p1', 'c1']}
1769458460.1687577,SENT,a6b97ebb-0d44-4124-9782-4a7ae59489d8,f3301cd3-28f4-48ac-a704-862de4673b73,c1,c5,3380,?,p1,
1769458460.1689115,CREATED,c213fb16-c296-476d-83aa-cb4fbd00699a,d3c2a75f-4539-4aed-8cd4-653a8f3e46f5,c1,c5,27,?,?,surb={'id': '290f2307-6d71-4368-851d-302b5f0185c4', 'route': ['p2', 'e11', 'i9', 'x8', 'p1', 'c1']}
1769458460.177882,RECEIVED,cefea093-4f69-4450-81a9-59b2bb387c9e,c7d65286-cd9e-4c7b-ab9d-2e7165b42647,c4,c1,26,p1,?,surb={'id': 'ba92efc1-a853-4629-9d48-30dab5029343', 'route': ['p1', 'e4', 'i3', 'x3', 'p1', 'c4']}
1769458460.261134,SENT,14474438-6154-44b4-a30c-dd24ba09b2f3,bc14b41e-cc91-46c9-987b-6030cbec476f,c1,c5,3375,?,p1,
1769458460.26129,CREATED,92f34974-e29d-4149-b51e-4986383b46ab,3fc54909-f257-4f67-8575-dcc4472d71a5,c1,c5,27,?,?,surb={'id': 'a6bc1700-975c-4ee8-86a8-1a2bc727c0d3', 'route': ['p2', 'e7', 'i6', 'x2', 'p1', 'c1']}
1769458460.310162,SENT,1419d834-0bf4-4a55-bd10-b618c1a8ed81,8d5142b4-6fad-4045-a346-c3e0f1c3da55,c1,c5,3383,?,p1,
1769458460.310415,CREATED,39d8b38e-b3b5-4d70-83c5-23dfa7885f6f,9b287e86-1d26-4cbd-88ac-d01d0fecc0af,c1,c5,26,?,?,surb={'id': '18d484d5-94a7-41f3-ab25-cb2846588e08', 'route': ['p2', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769458460.4935484,SENT,faa0b8bc-b289-406b-a1ea-89b1fbcce949,82d4a579-4a54-45f0-9902-9e95d69b3a1c,c1,c5,3377,?,p1,
1769458460.4936922,CREATED,56361914-ca26-495b-af36-1dadd77f9169,d5876b8e-f04a-4941-8c0c-d5e914ad2f2f,c1,c5,27,?,?,surb={'id': 'a63d1921-5f14-4690-b42f-d861841e731e', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c1']}
1769458460.5349145,RECEIVED,a2720c26-3c13-480f-a3a6-d8318914b527,e65305d2-98d9-4ed8-9160-38a74937d4f1,c2,c1,26,p1,?,surb={'id': '8aeda1c4-21ff-4051-b3ec-b0c25d3e1e87', 'route': ['p1', 'e5', 'i2', 'x8', 'p2', 'c2']}
1769458460.7191045,RECEIVED,1c165f16-e70b-42e3-b778-d01e3a20169f,b7a16c90-baed-40a9-aee1-396257b3067f,c4,c1,26,p1,?,surb={'id': 'b48c0ce1-e32d-48d2-9908-12eb3a3f07ca', 'route': ['p1', 'e4', 'i3', 'x7', 'p1', 'c4']}
1769458460.836725,SENT,aad94f8b-00d6-4d29-a8e3-ddc254e3c31e,74489951-a7be-44a8-b85b-b5c3f8eea65d,c1,c5,3380,?,p1,
1769458460.8368425,CREATED,c3d515e1-1da7-42af-9b27-609067cc8c26,6c7a1933-5ac0-42ae-b3db-d201c113ab62,c1,c5,27,?,?,surb={'id': '63f34ee9-40e4-494a-8af5-6c11c62b33d0', 'route': ['p2', 'e4', 'i4', 'x2', 'p1', 'c1']}
1769458460.853542,SENT,2798bba8-8084-48d3-8778-d2e5db82af03,e1bc0b4c-3596-4979-950c-1727e6a1c507,c1,c5,3375,?,p1,
1769458460.8536787,CREATED,c35e910f-fa0c-4809-87cd-10623db1b758,a8e6d5d2-b747-4075-92e7-74e6ea3a57b6,c1,c5,27,?,?,surb={'id': 'fabae278-fa99-404c-8211-8cd2817f33a4', 'route': ['p2', 'e6', 'i10', 'x7', 'p1', 'c1']}
1769458461.0566034,RECEIVED,c536d9af-355f-4935-90d3-31c65bac2921,39375f6d-3aed-4832-97d5-5f72edd51898,c4,c1,26,p1,?,surb={'id': 'b63fff10-19dd-4f16-8a9b-a004ef675dab', 'route': ['p1', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769458461.1334348,RECEIVED,8a8dfff2-a5a9-4520-a571-d7c3f6c7d001,09ada928-0ebc-4c81-b732-c2478620444f,c4,c1,26,p1,?,surb={'id': '3284eb66-4e2a-42e4-b122-142d82d1486c', 'route': ['p1', 'e8', 'i8', 'x11', 'p1', 'c4']}
1769458461.1722293,RECEIVED,fcb47b29-3e8c-4590-a64a-5a43a6810f6f,ad49d701-4dfd-4a35-a860-c6dd89048a33,c2,c1,27,p1,?,surb={'id': '2facd6f8-948b-4135-8241-fe0d7d4bbb52', 'route': ['p1', 'e6', 'i11', 'x11', 'p2', 'c2']}
1769458461.1784678,RECEIVED,e02efd02-5b4c-4866-af5e-ae314bed7f31,d2e749ba-1197-4f31-a20d-8a72c3bea3d5,c2,c1,26,p1,?,surb={'id': 'd13ff23e-08f8-44dc-981e-321148344063', 'route': ['p1', 'e3', 'i12', 'x8', 'p2', 'c2']}
1769458461.2589977,SENT,508fa2aa-051d-4e55-abf1-c8601c19b621,234a293a-faee-4825-ae3e-693227f44e52,c1,c5,3360,?,p1,
1769458461.2594929,CREATED,135af1dc-afd0-4029-8703-d4e18e609aef,b8679f38-8bf0-4820-9734-9a1b0693be66,c1,c5,27,?,?,surb={'id': '9711039c-b52c-4b7c-a1e6-b7e517243779', 'route': ['p2', 'e10', 'i3', 'x5', 'p1', 'c1']}
1769458461.37617,RECEIVED,33a5e2d8-458c-49f5-83d7-673f476bfe1f,9190ad69-0f76-4d85-81e6-253ad6afaf67,c4,c1,27,p1,?,surb={'id': 'f9efb31e-e80f-43ed-9022-f8fe0b439b06', 'route': ['p1', 'e1', 'i1', 'x4', 'p1', 'c4']}
1769458461.3959916,RECEIVED,c9689928-5898-4e18-a141-706864b9c043,5f5ed1b5-0cd1-4474-9b38-95a07b165245,c4,c1,27,p1,?,surb={'id': 'd452af71-0fb3-4b06-b6e4-43f332fe8c0f', 'route': ['p1', 'e2', 'i2', 'x12', 'p1', 'c4']}
