timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458067.569676,SENT,617072b3-9595-4c4f-9dcd-c5e8040ec776,034cdf22-b3c0-4361-9828-00ff4ab7df04,c3,c2,3388,?,p3,
1769458067.5698457,CREATED,28f0ccdd-a506-467c-9f19-63562c2230f9,8856d537-9030-468c-bbf8-70bacc6459e6,c3,c2,26,?,?,surb={'id': 'c5942e1c-e236-4a35-965c-753a87f32f30', 'route': ['p2', 'e11', 'i11', 'x5', 'p3', 'c3']}
1769458067.6682878,SENT,ff8e5d02-a476-498c-ae4c-08d3a4a43787,68073c7c-1b02-4a31-b758-a7322057398b,c3,c2,3380,?,p3,
1769458067.6684217,CREATED,9e109789-0a52-4135-a591-e51cbc7923eb,6e596f00-59d7-4d63-92cd-5b6e721390c6,c3,c2,26,?,?,surb={'id': '83c153d9-3ecc-432f-a01b-0bd431a85855', 'route': ['p2', 'e5', 'i3', 'x11', 'p3', 'c3']}
1769458067.9514186,SENT,08b42214-98e5-476b-ad12-b1a2b984fced,a577f219-4aa2-4354-9554-2bd12e963859,c3,c2,3372,?,p3,
1769458067.9515696,CREATED,71b9bba9-b1af-473c-bf41-bf1685a3b5c6,ddae1430-11f1-489d-99db-e0e737d98f96,c3,c2,27,?,?,surb={'id': 'ba498b51-c3cf-4667-8672-b9943e8d0b71', 'route': ['p2', 'e6', 'i3', 'x4', 'p3', 'c3']}
1769458068.038618,SENT,4d28fb50-9b9f-4128-9a5c-b4dc5e0dee20,35ceea2f-f555-4df9-ae7a-b9f8182c4bc6,c3,c2,3384,?,p3,
1769458068.0387504,CREATED,db22faaa-7ee4-4d27-bb57-624884349bf0,0d3db725-edd2-470a-b264-c8f2a9d5b045,c3,c2,27,?,?,surb={'id': 'fd2a15a0-aee7-4529-af34-82e0f83f1d74', 'route': ['p2', 'e9', 'i11', 'x5', 'p3', 'c3']}
1769458068.1093316,SENT,db0686c8-fb92-4e92-a190-d86d0ec8bc23,6761166a-b9ae-4592-a2f6-29bd497cffb6,c3,c2,3401,?,p3,
1769458068.1094666,CREATED,d3a210d1-7b86-4827-935e-8eefae783865,f8ff5b62-7d5c-4d70-945d-9ee136583e25,c3,c2,27,?,?,surb={'id': '90726f69-3d60-4582-831b-453967f704ea', 'route': ['p2', 'e1', 'i9', 'x10', 'p3', 'c3']}
1769458068.3026488,SENT,16a4c241-1a54-4553-9618-d39579ffd8ff,a5da8891-13dd-472e-89d9-cb3dfc4e6b1a,c3,c2,3382,?,p3,
1769458068.3027952,CREATED,622d83d1-7d71-438b-8522-59c6d23ca677,eb9fd312-23ba-4f37-bae3-21481d039088,c3,c2,27,?,?,surb={'id': '8bea7ac4-d9cf-428f-9917-14bdcba87b39', 'route': ['p2', 'e1', 'i8', 'x10', 'p3', 'c3']}
1769458068.327744,SENT,1d544061-6e9f-45ed-adab-7af558d172de,939eb523-c611-4adc-ba2b-e98d7aaff708,c3,DROP,2015,?,p3,
1769458068.3278658,CREATED,7ccffdcf-9e1f-4d7f-9955-0d5ae96b8ee8,7a806d4d-f1d8-4581-8b4a-de216dce851b,c3,DROP,26,?,?,
1769458068.771153,SENT,6c8fcd7b-4611-40a3-8cfc-722251d22ab8,b49a161e-7a78-412d-8915-ec436158372b,c3,c2,3391,?,p3,
1769458068.7713315,CREATED,f92f0639-9474-4161-8e98-fcb2494341fd,10fdff17-eb75-49ab-9078-4565643a537d,c3,c2,27,?,?,surb={'id': '807fe708-de57-49cb-8f8c-aab4c44eb70c', 'route': ['p2', 'e10', 'i2', 'x4', 'p3', 'c3']}
1769458069.0969954,SENT,56b3a1e4-46d7-48b4-bf87-de53092cff27,8c4bf74b-3b60-40dd-a725-0017bf92aad0,c3,c2,3404,?,p3,
1769458069.097181,CREATED,bdb2e811-c763-4051-b5c8-734849339404,c8f05c0b-9043-4ef2-acde-becf9b5c0302,c3,c2,27,?,?,surb={'id': 'a8766b59-6111-4d62-9f27-bb6ec04a368f', 'route': ['p2', 'e6', 'i5', 'x4', 'p3', 'c3']}
1769458069.4266577,SENT,d272f0e0-b1ef-4926-9264-8f8ca76b0f04,b9ac3eac-189a-4dcc-a756-bfd0af585489,c3,c2,3385,?,p3,
1769458069.4267838,CREATED,85ec057f-ad6a-4f8d-802b-8329a683ad37,7f96bb25-ac79-454c-8e1b-a6ef8db4a37a,c3,c2,26,?,?,surb={'id': 'c3b7911d-dc74-42a9-b42c-aa394434b4e2', 'route': ['p2', 'e1', 'i7', 'x7', 'p3', 'c3']}
1769458069.4895542,SENT,0ced0ae4-6cc3-4362-bd3e-978061f6a5b6,94f7627b-373b-4bba-b6af-ef0757cd5770,c3,c2,3384,?,p3,
1769458069.4896848,CREATED,d6eff63f-368f-4443-bbe0-6261ac71c263,58faf28a-81c0-476f-b28c-f4efa3bffe9d,c3,c2,27,?,?,surb={'id': '14c8d887-9747-4fb8-8930-a30ec4f34ca2', 'route': ['p2', 'e2', 'i1', 'x6', 'p3', 'c3']}
1769458069.5095935,RECEIVED,9d9ffe56-0536-4dfa-a93a-8b57d6b8154a,4c92e29b-289f-4bb9-a162-ee94b6c92ca1,c5,c3,27,p3,?,surb={'id': '80d04c36-9072-4e7f-b3d8-87860677568d', 'route': ['p3', 'e8', 'i6', 'x4', 'p2', 'c5']}
1769458069.8037577,SENT,00b1857a-50bb-48e5-9a92-3f38d0e2414c,a48cad58-c20d-4719-926c-d9a53be21017,c3,DROP,2027,?,p3,
1769458069.8038902,CREATED,d979cb69-4eb8-4b95-b12d-a08cbea8e31c,00bc5a5d-d82f-47bf-9d06-433e27ba4b87,c3,DROP,27,?,?,
1769458070.0834575,SENT,4f3ea948-a1a4-438d-b73c-54bfa04be349,9dff891d-279d-4d6e-95ad-0f42c803098b,c3,DROP,2015,?,p3,
1769458070.0836217,CREATED,19847071-2f98-46d4-9a23-d3d0012b136d,8fd080e6-9fdf-4537-8ad3-700537edb006,c3,DROP,27,?,?,
1769458070.5202677,SENT,472b7a4b-8357-4fd8-b81b-04a73a7b0c23,320a67c8-bc17-450c-838b-2eb3b8bed808,c3,c2,3391,?,p3,
1769458070.5204165,CREATED,5d32b82c-7472-440f-bd02-66c4dda4744f,956b37a0-aa4d-45c2-91fe-7abaa5c1a135,c3,c2,27,?,?,surb={'id': '959d36dd-d136-4a5c-8285-5ce67be3401c', 'route': ['p2', 'e12', 'i8', 'x2', 'p3', 'c3']}
1769458070.551263,SENT,3bafda25-4910-480f-a1d3-d8a57611f339,3f2022ec-df43-4b38-9912-3873cc0a2df2,c3,c2,3376,?,p3,
1769458070.5514143,CREATED,e9299292-a68d-4b04-b8fc-d2d32bc6316d,2fd6b0c0-f87b-49f4-8336-c55b1747d3b3,c3,c2,26,?,?,surb={'id': 'b6df2819-9f74-4489-92b3-99ffc3af5a9f', 'route': ['p2', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769458070.5855703,RECEIVED,14c4e70b-fdf9-46ad-9cea-ef0f4cf95b0e,54120853-d6a2-40da-a24b-a27624723fae,c5,c3,27,p3,?,surb={'id': '6bae62de-badb-4ebd-b1d7-bf3fdf67c266', 'route': ['p3', 'e2', 'i4', 'x12', 'p2', 'c5']}
1769458070.6838973,RECEIVED,6008b788-5db0-41e9-9ba5-4c7bc9fa9d40,2462a5c5-5cc0-479f-bbff-467c7bbd9e72,c5,c3,26,p3,?,surb={'id': '46f6fa85-5e9f-4185-8bd4-b2634a06f1f3', 'route': ['p3', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769458071.338328,SENT,12793318-a292-467a-98fe-c44fab29e782,2423a012-7729-4dd3-9974-2012dbd2b84c,c3,c2,3399,?,p3,
1769458071.338479,CREATED,0e7c4bab-1aef-4aa5-9a8e-e7e477f23549,f2cbc300-4c8d-4015-88dd-e96b6ffbb2ac,c3,c2,27,?,?,surb={'id': 'a1e0c6b5-b761-4e88-939d-52fdf7874707', 'route': ['p2', 'e11', 'i11', 'x5', 'p3', 'c3']}
1769458071.3653183,RECEIVED,5f1feb34-efbe-41b3-9cf2-3530bd9b36d1,39f80922-a36f-414b-9482-ef9fae600266,c5,c3,27,p3,?,surb={'id': '377c80e9-22fa-4029-958e-ddf7e41b0361', 'route': ['p3', 'e1', 'i8', 'x2', 'p2', 'c5']}
1769458071.5065863,RECEIVED,0f0cfdd4-4ddb-4d7d-b837-7aa5946ba633,0929339d-90f6-426a-821e-dd363fe7b839,c5,c3,26,p3,?,surb={'id': '5f9d3105-100d-45f4-836d-47da08d9f69f', 'route': ['p3', 'e8', 'i8', 'x8', 'p2', 'c5']}
1769458071.9159355,SENT,b3efc57a-5df4-4511-8bae-4b86a3ec791d,ea1334ec-d50b-4cc8-909e-067b1a83fa39,c3,c2,3405,?,p3,
1769458071.9160898,CREATED,d5911756-9e64-4c83-b8de-6de81c2745b9,90950153-d7e9-4282-82b9-42f354f408a2,c3,c2,27,?,?,surb={'id': '46bae3ad-be70-44a7-b8e7-e922f5a767de', 'route': ['p2', 'e2', 'i11', 'x12', 'p3', 'c3']}
1769458071.9769952,SENT,2a3b7c63-f8d0-48f4-8067-560f473dbdd1,448c7b83-1bd4-4547-8d1f-9ee52077cfd2,c3,c2,3380,?,p3,
1769458071.9771638,CREATED,9607031a-b6b4-4909-9d90-61c8715874ec,f2ac0885-5274-4fe9-819a-f838d5be40eb,c3,c2,26,?,?,surb={'id': '94b693b8-7af7-4cc1-bd83-247ec8fa461c', 'route': ['p2', 'e12', 'i3', 'x3', 'p3', 'c3']}
1769458072.0557966,SENT,d414e76b-5472-4e31-b0f1-67bd74e9079c,648ed030-35cb-4b4b-8084-33c68208be32,c3,c2,3396,?,p3,
1769458072.0559556,CREATED,17ad229f-1567-4212-8f7b-73d99a2815ed,2d49edbc-dc98-4b20-b86d-f33b7a389128,c3,c2,27,?,?,surb={'id': '82610152-5765-4dae-a0ff-251ae9ef1884', 'route': ['p2', 'e9', 'i3', 'x10', 'p3', 'c3']}
