timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759019.2818756,SENT,4569c632-7d8f-4fec-a5e1-668c15a62c2e,65358efd-cc1d-496f-95d5-c668012e447d,c3,DROP,2019,?,p3,
1769759019.2820013,CREATED,73ff6f95-a585-4be5-975a-ecde1d7ee05c,8341f454-e94a-4f61-b459-0dcc29dbbdec,c3,DROP,26,?,?,
1769759019.5291295,SENT,dfaa0ebc-c5cc-4b7e-99f0-030f4b047625,dc27bb1c-6fdc-4907-908b-a819d4503848,c3,c5,3379,?,p3,
1769759019.529308,CREATED,fafa0458-a670-42b7-8dec-ee4aba7b83ac,d0a3a0fb-fbf4-4e61-8162-9d8fc6df6607,c3,c5,27,?,?,surb={'id': '9d291c67-2bb7-458a-b71b-1a95f6c0866e', 'route': ['p2', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769759019.7013311,SENT,be573048-ac18-492e-a40d-c35ada2b80aa,574fe5dc-ce1e-4a70-8ec5-9dfc6b52f358,c3,c5,3392,?,p3,
1769759019.701465,CREATED,74fed3ef-8fb3-440b-989f-ed9b7521acfe,d0a3a0fb-fbf4-4e61-8162-9d8fc6df6607,c3,c5,27,?,?,surb={'id': '9d291c67-2bb7-458a-b71b-1a95f6c0866e', 'route': ['p2', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769759019.872857,SENT,813189bc-b3d2-48f2-8e39-9311b8837f8e,0a2e0926-a5b5-43c2-b783-ee2b5b74ef68,c3,c5,3403,?,p3,
1769759019.8729935,CREATED,866ad95b-f5fc-40e5-b8d5-d17a3a71743f,b1580771-3cfc-413c-8757-a8ba00dec185,c3,c5,26,?,?,surb={'id': '348d8cd3-3d79-4487-901d-6870969c96e6', 'route': ['p2', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769759020.2738504,SENT,56f8592f-748c-4ff4-ba68-e23a36eb3698,a25bf6bf-0f93-4559-925d-3faeedeb80fd,c3,c5,3387,?,p3,
1769759020.2739832,CREATED,ff9b4b41-5d7f-4294-bd02-37ceb69ef511,b1580771-3cfc-413c-8757-a8ba00dec185,c3,c5,26,?,?,surb={'id': '348d8cd3-3d79-4487-901d-6870969c96e6', 'route': ['p2', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769759020.3417716,SENT,e86f65ae-fc66-4542-96ab-ff2fe2276f02,697a3049-42dd-4b07-8352-d8f0068814fc,c3,c5,3375,?,p3,
1769759020.341956,CREATED,037f07e3-1f25-428c-8efd-28d665cbb04b,0410432d-9690-4962-9e00-2b1a9d127140,c3,c5,26,?,?,surb={'id': 'd512f5d7-129d-40f6-86b5-38cbec58c9ea', 'route': ['p2', 'e3', 'i6', 'x6', 'p3', 'c3']}
1769759020.471623,SENT,1a74f52d-c08e-4ca0-89c0-b0a44ec727e7,cc5669d5-dc0d-4f09-a599-4a25fe09e72f,c3,c5,3385,?,p3,
1769759020.4717736,CREATED,ce7f84a0-b093-427e-b8b4-474b361fb33c,0410432d-9690-4962-9e00-2b1a9d127140,c3,c5,26,?,?,surb={'id': 'd512f5d7-129d-40f6-86b5-38cbec58c9ea', 'route': ['p2', 'e3', 'i6', 'x6', 'p3', 'c3']}
1769759020.505361,SENT,a1b5154d-d5ff-4126-8015-f861039837c3,98fb7a3c-636a-4d22-8491-b4b4d57b7d19,c3,c5,3370,?,p3,
1769759020.505493,CREATED,97891970-4987-46dc-a60f-60b84a8f7448,b0dd6d40-4a2f-4d53-b939-3ead700f4ad2,c3,c5,27,?,?,surb={'id': '77372b62-7467-4258-83b7-2ee629beda53', 'route': ['p2', 'e7', 'i3', 'x2', 'p3', 'c3']}
1769759020.5803697,RECEIVED,0a4220bc-9e4b-45ca-a1fe-c8b31896dbe1,c28ed661-a491-4ef3-b9b9-052e0ecebb8b,c5,c3,27,p3,?,surb={'id': '6bc43df6-dd17-4f57-8a1c-477314d92fe8', 'route': ['p3', 'e11', 'i8', 'x6', 'p2', 'c5']}
1769759021.113374,SENT,570abe36-8515-4ec2-b223-6d221c93499d,9c79990b-d97c-45c7-a6e6-a84730ed1269,c3,c5,3360,?,p3,
1769759021.1135066,CREATED,e20e3bc1-632c-4cf9-891f-70c529ba2d82,b0dd6d40-4a2f-4d53-b939-3ead700f4ad2,c3,c5,27,?,?,surb={'id': '77372b62-7467-4258-83b7-2ee629beda53', 'route': ['p2', 'e7', 'i3', 'x2', 'p3', 'c3']}
1769759021.1355426,SENT,8568db9e-ead2-4295-ab19-38033597b095,8bf6c371-0de2-424c-b73b-078fb78c50a9,c3,c5,3391,?,p3,
1769759021.1356738,CREATED,e17047e7-8162-4f32-9787-35645bb13284,ecf51a80-573c-4e74-9c55-133b8353a6b0,c3,c5,27,?,?,surb={'id': '3bf769d2-30d2-4318-be3b-c681b6fdf7e8', 'route': ['p2', 'e8', 'i7', 'x10', 'p3', 'c3']}
1769759021.4369245,SENT,bcc7ae5e-268f-424f-a84c-8c3c6cc7d525,e1ce5722-665a-4866-a5a5-5df1d838c393,c3,c5,3385,?,p3,
