timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759019.3040955,SENT,84015d2f-19e2-4b6d-934d-12c601186263,51165fc8-6ed6-464e-8060-28b052dbf3fa,c2,DROP,2015,?,p2,
1769759019.3042302,CREATED,365579c7-0067-41cc-8af6-35b4a7337c8f,919a1aea-5289-433c-a88c-4ea5b7c83b12,c2,DROP,27,?,?,
1769759019.7479777,SENT,6bfbdaf3-a6e9-44c9-8c66-21fa90976356,98626492-19ec-42eb-9162-3ef024c9a695,c2,c3,3360,?,p2,
1769759019.7481508,CREATED,303ed9e2-59b2-4312-bfa4-2d955bc85636,c5bb19cf-bc96-48ad-9392-e97b154b050c,c2,c3,27,?,?,surb={'id': 'ff355215-14af-4841-b1d7-66c2f059fb28', 'route': ['p3', 'e8', 'i1', 'x5', 'p2', 'c2']}
1769759020.1949134,SENT,16d2509e-5fd7-4f64-bf4f-02fff9276a4f,f79acd63-6dfd-4c6c-a827-331fb634d1a4,c2,c3,3379,?,p2,
1769759020.1950915,CREATED,c1da0102-180d-4940-8ddf-38b7843c8fad,c5bb19cf-bc96-48ad-9392-e97b154b050c,c2,c3,27,?,?,surb={'id': 'ff355215-14af-4841-b1d7-66c2f059fb28', 'route': ['p3', 'e8', 'i1', 'x5', 'p2', 'c2']}
1769759020.203825,SENT,b8f3b9f8-d3e3-4427-b599-2396a2cd134a,bc085ca0-cf19-460e-ae65-45c61ffc37e5,c2,c3,3392,?,p2,
1769759020.203955,CREATED,bad94ae2-82c2-4406-836d-d37ba2cf474c,558e815a-9493-48ed-9cf5-06dfd204891b,c2,c3,27,?,?,surb={'id': 'b94532ff-7942-4adf-b1fd-e40542e457be', 'route': ['p3', 'e10', 'i9', 'x11', 'p2', 'c2']}
1769759020.5018435,SENT,c775a0e1-eaf8-47dd-82a7-25ee76471613,4c1dae2d-dcac-4720-ad72-5c9b3526c178,c2,c3,3397,?,p2,
1769759020.5019786,CREATED,21b36405-19a9-4bde-88b2-365c7af3087e,558e815a-9493-48ed-9cf5-06dfd204891b,c2,c3,27,?,?,surb={'id': 'b94532ff-7942-4adf-b1fd-e40542e457be', 'route': ['p3', 'e10', 'i9', 'x11', 'p2', 'c2']}
1769759020.5536373,SENT,f0fadddc-bf66-4c4b-bb17-778d8ce9a817,8403191a-5d28-4e33-95ff-7a31bacb6dd9,c2,c3,3377,?,p2,
1769759020.5537698,CREATED,a72eae37-d44c-447b-88a3-f964130588e5,d2481599-74f9-44b3-9bb7-094a8721b27d,c2,c3,27,?,?,surb={'id': 'ca6a874b-8a77-43f6-85f6-3325569a321e', 'route': ['p3', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769759020.8140988,SENT,f88e7257-10af-42e6-8c02-735c8e577127,bd903786-ba27-44e0-a5a1-3db5329ea471,c2,c3,3363,?,p2,
1769759020.814234,CREATED,27aa01b4-3f8f-4cbc-a9f8-330164764dbf,d2481599-74f9-44b3-9bb7-094a8721b27d,c2,c3,27,?,?,surb={'id': 'ca6a874b-8a77-43f6-85f6-3325569a321e', 'route': ['p3', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769759020.842906,SENT,1b79c501-87e2-49cb-b63f-0066a1aac75b,7540a559-6e7d-41f9-acf9-122e1dccf7f9,c2,c3,3388,?,p2,
1769759020.8430579,CREATED,57296e8f-6fd4-4059-b251-fb1f0d8dccc8,8b50d42b-5f92-4454-bac4-425c135663d9,c2,c3,27,?,?,surb={'id': '92e685d0-ec01-4bfe-82e1-70a91c0f9168', 'route': ['p3', 'e9', 'i4', 'x5', 'p2', 'c2']}
1769759020.9935746,SENT,8039b293-3401-4920-b77d-46e04e852671,109067f8-068e-4171-8cf7-7702b9f113c3,c2,c3,3384,?,p2,
1769759020.9937062,CREATED,9152b71c-dd4a-4c93-9246-ea79786d6510,8b50d42b-5f92-4454-bac4-425c135663d9,c2,c3,27,?,?,surb={'id': '92e685d0-ec01-4bfe-82e1-70a91c0f9168', 'route': ['p3', 'e9', 'i4', 'x5', 'p2', 'c2']}
1769759021.3788304,SENT,698a9d32-ad12-4614-9b23-d37d17118113,01b81dfb-0975-45d0-bc76-6a14276434ac,c2,DROP,2019,?,p2,
1769759021.3789468,CREATED,ce153ed8-0a9d-409f-b529-ca4093ec7182,ed1b2b0b-95a6-4208-95fb-4c283f64bb19,c2,DROP,27,?,?,
1769759021.91881,RECEIVED,520b1aad-6609-4cf8-807b-d7ba48bd861c,a7d6f871-ee7b-4f25-b692-b019a63e83fa,c4,c2,27,p2,?,surb={'id': '3d4172b5-6471-4616-a5fd-a79090c2e034', 'route': ['p2', 'e3', 'i7', 'x5', 'p1', 'c4']}
1769759022.0178967,SENT,13402f20-4346-4428-8052-09ef116ab922,ed17c3aa-7fd1-43dc-90d4-2ece2ba34641,c2,c3,3375,?,p2,
1769759022.0180304,CREATED,f68fab5c-b3a8-48f6-9484-5eee7b3df806,8549ea91-b2ff-4ff4-9eaa-bff200a95392,c2,c3,26,?,?,surb={'id': '47b66868-9b1d-4714-a388-045e2e30e331', 'route': ['p3', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769759022.2681756,SENT,f01720d1-75d7-4a6c-8329-7a001693a69b,43e1631b-cf23-45ee-91cd-2ed3f8235fb4,c2,c3,3377,?,p2,
1769759022.2683089,CREATED,6a250c21-1765-4e17-a6bc-ac43b05c0d53,8549ea91-b2ff-4ff4-9eaa-bff200a95392,c2,c3,26,?,?,surb={'id': '47b66868-9b1d-4714-a388-045e2e30e331', 'route': ['p3', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769759022.4013762,SENT,03fc394f-33d6-4ac4-88f6-39a3ad9e795f,4ebff6c3-5f33-4e92-9113-7db287a88e08,c2,c3,3388,?,p2,
1769759022.4015532,CREATED,55e95932-2da8-4f00-a3fc-0adf2af30abe,2f81b9e9-7996-4e19-a680-b2143b9a8e19,c2,c3,27,?,?,surb={'id': '85cbb958-260f-4b87-9afb-a84a95cb22fb', 'route': ['p3', 'e1', 'i4', 'x1', 'p2', 'c2']}
1769759022.4168432,SENT,6b7cc358-de55-4d3b-95b4-e64474107f00,5bea3b77-220b-45dd-a039-805e3de3c6ae,c2,c3,3371,?,p2,
1769759022.4169753,CREATED,90332947-6f92-4527-92e8-99527ee48da4,2f81b9e9-7996-4e19-a680-b2143b9a8e19,c2,c3,27,?,?,surb={'id': '85cbb958-260f-4b87-9afb-a84a95cb22fb', 'route': ['p3', 'e1', 'i4', 'x1', 'p2', 'c2']}
1769759022.5108163,SENT,dd401a25-a4a6-4625-a5d5-c06c75493a48,0e26a2f2-6c2c-437e-a472-89619f741ba4,c2,c3,3375,?,p2,
1769759022.5109508,CREATED,fff935bf-52ed-47f1-a5c6-4ed7cbf838fe,c05514f8-3c55-42ae-ba1a-89580d072640,c2,c3,27,?,?,surb={'id': 'e9276f51-4f21-4ad2-81a5-0729b475afce', 'route': ['p3', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769759023.3876433,SENT,7cfe7564-983f-423b-96d0-31b1718a71ae,68154756-40ca-4b5e-a9f1-60c15ec95f9f,c2,c3,3388,?,p2,
1769759023.3877635,CREATED,e237f5a5-a39f-4642-9a72-7710ad317fda,c05514f8-3c55-42ae-ba1a-89580d072640,c2,c3,27,?,?,surb={'id': 'e9276f51-4f21-4ad2-81a5-0729b475afce', 'route': ['p3', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769759023.493969,RECEIVED,c933ba70-e817-4582-b020-01d8a9ff95ef,e1f44f6c-7441-4236-9365-28dca7f8e4a8,c4,c2,27,p2,?,surb={'id': '9e4ff0b0-3d30-4a53-8ea8-43b54de91c7d', 'route': ['p2', 'e3', 'i1', 'x12', 'p1', 'c4']}
1769759023.627158,RECEIVED,ba9b1693-1588-470a-9c2a-6bc3e57919da,0c4b5e30-25ec-4166-821e-25ffd75ae1a1,c4,c2,27,p2,?,surb={'id': 'e68d533c-c6fb-4010-8a34-4b4a6f775e8c', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769759024.0117095,SENT,2c31f2b6-b34a-416b-a9a0-ad41a79f0a87,668b8ab0-65ca-4d92-8b22-3d557614d314,c2,c3,3376,?,p2,
1769759024.011845,CREATED,090c1f5b-5757-48aa-8dcd-0d56a04c12f4,f012c526-7a8d-47f1-8ef1-bd3ed660df9f,c2,c3,26,?,?,surb={'id': 'cabfbcf1-ccfe-4e3e-ae36-2621f0d5ac8d', 'route': ['p3', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769759024.5118008,SENT,ae046755-0f39-48e6-b561-8a56d3f9da44,773b8ffa-b3d8-405f-a29b-6a300dd5e394,c2,c3,3384,?,p2,
1769759024.5119357,CREATED,75def3a1-5ccf-4c3a-ad0a-6f624be04cba,f012c526-7a8d-47f1-8ef1-bd3ed660df9f,c2,c3,26,?,?,surb={'id': 'cabfbcf1-ccfe-4e3e-ae36-2621f0d5ac8d', 'route': ['p3', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769759024.581609,RECEIVED,13e9bc1c-cd5e-4ac7-aa66-7ba93f60c6c0,e1f44f6c-7441-4236-9365-28dca7f8e4a8,c4,c2,27,p2,?,surb={'id': '9e4ff0b0-3d30-4a53-8ea8-43b54de91c7d', 'route': ['p2', 'e3', 'i1', 'x12', 'p1', 'c4']}
1769759024.5858922,RECEIVED,a6b95ad7-2ec0-4684-9b32-104e8400c8da,e7eaf659-103c-4e78-ac82-0e85a2d3e708,c4,c2,27,p2,?,surb={'id': 'd433bd3a-faf3-4f91-abcb-6ba79250746f', 'route': ['p2', 'e5', 'i10', 'x12', 'p1', 'c4']}
1769759024.617787,RECEIVED,d5f89ac9-6d04-4a0b-b6b2-8ce8716925bf,0c4b5e30-25ec-4166-821e-25ffd75ae1a1,c4,c2,27,p2,?,surb={'id': 'e68d533c-c6fb-4010-8a34-4b4a6f775e8c', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769759024.637281,SENT,304fe77d-531d-4fd3-b92b-3d0099b53305,2f44c337-387c-4c44-9f16-f589703f419b,c2,c3,3389,?,p2,
1769759024.637412,CREATED,8277a2d0-697a-406d-a5d5-e3b89ef7b9ea,a0e05c75-8a3b-488b-bbd5-e8a7af564e86,c2,c3,26,?,?,surb={'id': '18335d56-aaa9-41db-bac8-9bfaf4ab51f5', 'route': ['p3', 'e5', 'i5', 'x2', 'p2', 'c2']}
1769759024.7527173,SENT,617dc775-ef9b-4076-a502-bbc57be7c1f0,7d00b884-7e2c-43f9-9b1a-fc971038a627,c2,c3,3373,?,p2,
