timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759486.6286583,RECEIVED,0140178f-b56d-4042-8466-66c513ec6608,0f42d25f-5ad4-4515-a7bf-3bb58bcc7cfa,c1,c5,26,p2,?,surb={'id': 'a4232545-5c1f-4fd8-a165-11a4d8ae484d', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769759486.756304,SENT,c1145156-a335-4f8b-9429-ca5700a492bc,452d428e-be1a-4bf8-9502-5e36c1e8d84b,c5,c3,3365,?,p2,
1769759486.756456,CREATED,2b7093eb-ac60-4fff-91d4-8a819d57c96a,3fcbb697-0a34-4c84-8854-d0ffae5a3084,c5,c3,27,?,?,surb={'id': 'cd5074c4-fe0d-4a50-90bd-0e954d7878aa', 'route': ['p3', 'e7', 'i8', 'x4', 'p2', 'c5']}
1769759486.8144999,RECEIVED,122950dd-7609-4cce-888b-912ffb8998f9,baaf85bb-f522-49b4-bf4b-ac20e13d1297,c3,c5,27,p2,?,surb={'id': 'd3516a5d-4216-4c8f-bc9f-3b4081387483', 'route': ['p2', 'e10', 'i5', 'x1', 'p3', 'c3']}
1769759486.8725069,SENT,a3b5c1cc-5090-4738-b819-f32fa372273d,9b39290d-a37e-4202-816b-99e8a691826b,c5,c3,3381,?,p2,
1769759486.8726554,CREATED,ac0136e3-c506-4479-893a-c626d8c08b22,30f71f51-4e7f-4c48-b215-0abfc627106e,c5,c3,27,?,?,surb={'id': '03630c46-92eb-4bda-bfaa-57dfc706d603', 'route': ['p3', 'e8', 'i7', 'x3', 'p2', 'c5']}
1769759486.9327948,RECEIVED,37178b37-263e-45ad-8695-0a5d87e0a6e4,baaf85bb-f522-49b4-bf4b-ac20e13d1297,c3,c5,27,p2,?,surb={'id': 'd3516a5d-4216-4c8f-bc9f-3b4081387483', 'route': ['p2', 'e10', 'i5', 'x1', 'p3', 'c3']}
1769759487.4206452,RECEIVED,cbdf620b-c1bd-4566-8779-8e7701899909,606c2c19-4d64-4afc-9ce7-2bf70567cdf8,c1,c5,27,p2,?,surb={'id': '514a24ae-587e-493f-91a8-8ef6aae48b54', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769759487.4359612,RECEIVED,2dc2087a-b8e6-4d79-a682-54ca666b1e82,4189643c-0142-451b-8cb0-0d1c814c91e7,c1,c5,27,p2,?,surb={'id': 'f17af1c0-1ec4-459e-8bff-38327c0aa8c4', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c1']}
1769759487.4428744,RECEIVED,fd270acb-9ea9-4b5a-bb3e-bd16d254b147,12df136d-7645-4ba3-a9eb-88fe2f3a7568,c1,c5,27,p2,?,surb={'id': '487e9061-14f5-4689-acd2-0a6bd002af3a', 'route': ['p2', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769759487.6449487,SENT,e7bc4cfe-7681-4f46-b3c6-3d41a4d7747d,5414b720-f36b-4e31-a001-5e8aadb3e1d9,c5,c3,3359,?,p2,
1769759487.6451147,CREATED,703e4a14-f9ea-4c5b-8660-88af5f7240eb,30f71f51-4e7f-4c48-b215-0abfc627106e,c5,c3,27,?,?,surb={'id': '03630c46-92eb-4bda-bfaa-57dfc706d603', 'route': ['p3', 'e8', 'i7', 'x3', 'p2', 'c5']}
1769759487.6560118,RECEIVED,d0c09602-92c8-409e-81c5-52a424d33f7d,bc0b6879-afe6-47a3-905a-0843ccad2391,c1,c5,27,p2,?,surb={'id': 'b8136cf4-539d-4197-a96b-0b87f57a9640', 'route': ['p2', 'e8', 'i7', 'x5', 'p1', 'c1']}
1769759487.7466137,RECEIVED,bb342333-2ec5-429c-9be6-821e6e83f44e,bc0b6879-afe6-47a3-905a-0843ccad2391,c1,c5,27,p2,?,surb={'id': 'b8136cf4-539d-4197-a96b-0b87f57a9640', 'route': ['p2', 'e8', 'i7', 'x5', 'p1', 'c1']}
1769759487.9078305,SENT,0b7e644c-ed22-4bef-9bff-2b2fd7c424af,03560d18-39af-47e7-9557-da8c54f4e4e0,c5,c3,3377,?,p2,
1769759487.9079647,CREATED,0db78051-a3e2-4af0-aaec-8055c6c29b56,2ba23c36-6623-42fb-9ada-137d58092e8b,c5,c3,26,?,?,surb={'id': '10861bb0-6a65-4916-8996-c418460fb160', 'route': ['p3', 'e5', 'i1', 'x12', 'p2', 'c5']}
1769759487.9815586,RECEIVED,4e52e895-27f9-4287-8909-bcb260be2dfa,d5604da8-d6c4-4098-aa16-0980e3265d9a,c3,c5,27,p2,?,surb={'id': '11d303db-fecb-41b2-9bdf-51685a3507f4', 'route': ['p2', 'e4', 'i2', 'x12', 'p3', 'c3']}
1769759487.9835837,SENT,fb5f1c96-12dd-4016-8f4f-ef0b4f6f1cf5,cad59a57-a805-446d-881c-c81fb682928b,c5,c3,3384,?,p2,
1769759487.9837148,CREATED,0797cff3-ca45-4ab7-b564-c4c8084d1fa3,2ba23c36-6623-42fb-9ada-137d58092e8b,c5,c3,26,?,?,surb={'id': '10861bb0-6a65-4916-8996-c418460fb160', 'route': ['p3', 'e5', 'i1', 'x12', 'p2', 'c5']}
1769759488.0569267,SENT,6bd5cdcd-61b4-44fd-a872-18be2c0b32db,7edaba9e-0603-4764-ba29-bb9d1c4603e7,c5,c3,3385,?,p2,
1769759488.057021,CREATED,e06a3645-9360-4c01-a0f8-2eca254ca4ac,6e0c008b-8ab1-4267-a00e-07bec7820598,c5,c3,27,?,?,surb={'id': '6fd5541c-6a15-4c93-a625-6d929f81e87c', 'route': ['p3', 'e4', 'i8', 'x2', 'p2', 'c5']}
1769759488.2215266,RECEIVED,cb640efe-1dd0-41ab-b21d-1d058be1e23a,9e94ba69-c938-408f-be53-7924b2ec5bd8,c3,c5,26,p2,?,surb={'id': '9b913dda-3405-44ad-9e64-b8d47dc8372c', 'route': ['p2', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769759488.2802,SENT,0b184251-9531-45c4-94e6-8c57b131a51c,7bd4d90e-8024-49c1-85ea-f2a4f9b6596d,c5,c3,3364,?,p2,
1769759488.2802942,CREATED,11ba2c6e-fc7b-4ac7-a3a8-e959a6a3953b,6e0c008b-8ab1-4267-a00e-07bec7820598,c5,c3,27,?,?,surb={'id': '6fd5541c-6a15-4c93-a625-6d929f81e87c', 'route': ['p3', 'e4', 'i8', 'x2', 'p2', 'c5']}
1769759488.387829,RECEIVED,14eafe67-3f66-43ea-a8b3-757e054a0265,606c2c19-4d64-4afc-9ce7-2bf70567cdf8,c1,c5,27,p2,?,surb={'id': '514a24ae-587e-493f-91a8-8ef6aae48b54', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769759488.4393854,RECEIVED,a59f8ba9-bf56-477d-8f46-5d36a1e34ce2,6000ebbb-c028-4490-8e58-ee3969fd9833,c3,c5,27,p2,?,surb={'id': '246d2462-2e74-48b7-a4d1-a7492a754a7b', 'route': ['p2', 'e10', 'i10', 'x7', 'p3', 'c3']}
1769759488.456293,RECEIVED,9d64a19d-afb4-4373-94ea-425a78ce1da3,6000ebbb-c028-4490-8e58-ee3969fd9833,c3,c5,27,p2,?,surb={'id': '246d2462-2e74-48b7-a4d1-a7492a754a7b', 'route': ['p2', 'e10', 'i10', 'x7', 'p3', 'c3']}
1769759488.515942,SENT,206a8428-9494-4a50-abbe-243ce692836d,98b1bfd3-d0a0-4406-bb85-5e8defe2c1ea,c5,c3,3382,?,p2,
1769759488.5160258,CREATED,0f057fcc-8ba7-4885-ac75-97a376e6d945,d710b894-2d5d-4ef8-bf13-7c8fa3c10ba2,c5,c3,27,?,?,surb={'id': 'dc3bd880-b59e-43fe-8b2b-c007c270470a', 'route': ['p3', 'e12', 'i7', 'x5', 'p2', 'c5']}
1769759488.5226102,RECEIVED,681cc8fb-e0e7-46ba-b27f-c1366451e281,12df136d-7645-4ba3-a9eb-88fe2f3a7568,c1,c5,27,p2,?,surb={'id': '487e9061-14f5-4689-acd2-0a6bd002af3a', 'route': ['p2', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769759488.6265872,RECEIVED,621f3efc-14cb-4965-9c20-abbc08805fb1,a4f110e3-b8df-4a4b-8636-39d8a14a9766,c3,c5,26,p2,?,surb={'id': '1d1bc750-e87a-4e8d-a585-63f75c9a0732', 'route': ['p2', 'e10', 'i1', 'x12', 'p3', 'c3']}
1769759488.9803998,RECEIVED,730078b9-9def-4286-825a-52ed52714d03,9e94ba69-c938-408f-be53-7924b2ec5bd8,c3,c5,26,p2,?,surb={'id': '9b913dda-3405-44ad-9e64-b8d47dc8372c', 'route': ['p2', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769759488.986173,SENT,ee5de63d-0836-4383-ad0b-e223028f4693,aa1128df-3971-4eff-ae91-43a212957ecd,c5,c3,3404,?,p2,
1769759488.9863086,CREATED,1459d6f2-8839-46e6-ab65-65f8096a625a,d710b894-2d5d-4ef8-bf13-7c8fa3c10ba2,c5,c3,27,?,?,surb={'id': 'dc3bd880-b59e-43fe-8b2b-c007c270470a', 'route': ['p3', 'e12', 'i7', 'x5', 'p2', 'c5']}
1769759489.0615568,RECEIVED,82d0da84-7e67-4c82-b308-cc14282434f5,5607a894-2234-4473-bc95-f844d481c42a,c1,c5,27,p2,?,surb={'id': '7af8dd16-e859-4501-8c56-40a1d65dd6f3', 'route': ['p2', 'e10', 'i9', 'x1', 'p1', 'c1']}
1769759489.09327,SENT,6989c460-ee59-473e-b6c5-0d11efd8770a,b992a4d8-1fd5-4e52-8975-f220da6c8c21,c5,c3,3363,?,p2,
1769759489.0933425,CREATED,33ae1639-a1cd-44c9-8fd8-0638747800a6,a7fa928a-127b-42ab-9fca-97184055f605,c5,c3,26,?,?,surb={'id': '5a6af17a-64fa-47b0-9286-8a3a00d968e3', 'route': ['p3', 'e7', 'i9', 'x5', 'p2', 'c5']}
1769759489.1020713,SENT,06efe912-0f01-4bbb-827f-2f0d4a272eab,4afc1a07-4a2f-48c9-b10a-95c0218b54ac,c5,c3,3359,?,p2,
1769759489.1021502,CREATED,8743c2ee-a0dc-4ca5-bc75-0e6b4bc5e700,a7fa928a-127b-42ab-9fca-97184055f605,c5,c3,26,?,?,surb={'id': '5a6af17a-64fa-47b0-9286-8a3a00d968e3', 'route': ['p3', 'e7', 'i9', 'x5', 'p2', 'c5']}
1769759489.1642697,RECEIVED,b08bd1b3-488b-44b6-be1d-77319ef453e1,d83cc699-adfd-4c94-a2f3-f4d3aec49d07,c1,c5,27,p2,?,surb={'id': 'e9926c99-5219-44c4-b5dc-6be37983901b', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c1']}
1769759489.1810873,SENT,bccfb112-59af-421b-bbf3-387cb9c0b09e,6808c6d7-b017-457b-93d7-c88903e6a24a,c5,c3,3399,?,p2,
1769759489.1811628,CREATED,3b190713-9c21-4ae6-b43a-2af431676a21,0f48719b-9a82-4b1a-8ac5-3b7bf2bec5cd,c5,c3,27,?,?,surb={'id': '313453d3-c721-4c0d-9028-3b818bffe055', 'route': ['p3', 'e7', 'i6', 'x9', 'p2', 'c5']}
1769759489.2323709,RECEIVED,59a65246-7612-48f5-b2f7-36a32a74a56c,8b888ef0-4725-4f43-9fe1-61bbf094a65f,c1,c5,27,p2,?,surb={'id': '387e55a7-834f-4c24-97b9-43304409ea23', 'route': ['p2', 'e11', 'i12', 'x3', 'p1', 'c1']}
1769759489.2751303,SENT,5aebab57-0a97-4e1b-8f9b-d5f7fbb15f2b,da5aaa49-bc32-4350-a48a-9c5a2185fb8e,c5,c3,3370,?,p2,
1769759489.2751884,CREATED,656e6041-daaf-4969-b499-221b41b2dfb6,0f48719b-9a82-4b1a-8ac5-3b7bf2bec5cd,c5,c3,27,?,?,surb={'id': '313453d3-c721-4c0d-9028-3b818bffe055', 'route': ['p3', 'e7', 'i6', 'x9', 'p2', 'c5']}
1769759489.276952,RECEIVED,d91e03d2-7c35-4749-bc0a-51fc4511b9c0,4725cdae-f017-49f8-a852-c240910cacc2,c3,c5,27,p2,?,surb={'id': '5789bdc9-a9c9-4811-8d37-5437afadbc4e', 'route': ['p2', 'e5', 'i9', 'x8', 'p3', 'c3']}
1769759489.313613,RECEIVED,67fb4474-699c-4900-a0ce-f211782041b6,017dfaf1-11e5-42c4-b8dd-e6d47dd1b689,c3,c5,27,p2,?,surb={'id': 'de125192-9da7-45ca-9455-528468fa2b7a', 'route': ['p2', 'e11', 'i9', 'x4', 'p3', 'c3']}
1769759489.3665736,RECEIVED,bab9aec7-83ac-426a-b7a8-5a893ea2f8aa,8b888ef0-4725-4f43-9fe1-61bbf094a65f,c1,c5,27,p2,?,surb={'id': '387e55a7-834f-4c24-97b9-43304409ea23', 'route': ['p2', 'e11', 'i12', 'x3', 'p1', 'c1']}
1769759489.4438672,SENT,ebac2456-09e8-44a0-93c5-1b5da0cff6ba,c1e8ca62-a705-4bd5-8340-b7f8ca71e1aa,c5,c3,3388,?,p2,
1769759489.443939,CREATED,5a391584-64fb-441d-981c-dc6e6fa69430,7dc48974-34a3-4870-b16b-ff088fb21c31,c5,c3,26,?,?,surb={'id': '7caaad3d-b42d-4281-8ef2-0ba24732f811', 'route': ['p3', 'e2', 'i6', 'x10', 'p2', 'c5']}
1769759489.5270233,RECEIVED,50dac5f7-1479-46eb-9111-7dd679200f0c,d83cc699-adfd-4c94-a2f3-f4d3aec49d07,c1,c5,27,p2,?,surb={'id': 'e9926c99-5219-44c4-b5dc-6be37983901b', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c1']}
1769759489.5473754,SENT,de8c0866-3c1e-478d-9add-632b0033aff4,522150bc-d3a7-4310-ba54-b9a3b3e330a1,c5,c3,3376,?,p2,
1769759489.5474474,CREATED,d5f72779-d862-4a92-90fe-762c7bfa1d26,7dc48974-34a3-4870-b16b-ff088fb21c31,c5,c3,26,?,?,surb={'id': '7caaad3d-b42d-4281-8ef2-0ba24732f811', 'route': ['p3', 'e2', 'i6', 'x10', 'p2', 'c5']}
1769759489.7672765,SENT,709dc9ea-714d-42c0-92ca-ca7280d69878,f8f2f674-1d2e-4812-94f9-80813bc5b198,c5,c3,3379,?,p2,
1769759489.767413,CREATED,0dc09797-de59-4c5c-aff2-28fe259948c7,60b48e1d-6bb2-4260-a80a-a1267a771d7a,c5,c3,26,?,?,surb={'id': '4e3230f3-4dc5-4272-8c84-500703ebfed8', 'route': ['p3', 'e3', 'i12', 'x4', 'p2', 'c5']}
1769759489.9295828,RECEIVED,7737a002-61b5-4a12-acad-f4eed3cd2823,8289d64b-2453-4e4e-b188-334ec8574ad8,c1,c5,27,p2,?,surb={'id': 'db1f1c8e-957a-46b7-9b11-759dae2e001b', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769759489.9376357,RECEIVED,9cc0d4c1-f269-4d29-8b01-9634cf4a5029,54609514-2b37-4ab7-ba00-18a3ca3cf516,c3,c5,27,p2,?,surb={'id': 'a0010911-180d-4d38-9752-cae10eb6bf26', 'route': ['p2', 'e9', 'i10', 'x11', 'p3', 'c3']}
1769759489.9686055,SENT,65de3cf0-f701-4d8c-884b-2e7cebd9de27,efc95d49-2a9c-4f1e-9eaf-8057e7a18ada,c5,c3,3383,?,p2,
1769759489.9687424,CREATED,8d8a267e-8248-4ee4-b8b2-bff6f0461cf2,60b48e1d-6bb2-4260-a80a-a1267a771d7a,c5,c3,26,?,?,surb={'id': '4e3230f3-4dc5-4272-8c84-500703ebfed8', 'route': ['p3', 'e3', 'i12', 'x4', 'p2', 'c5']}
1769759490.0892015,RECEIVED,22769913-4113-4e9a-a8f9-0013a16e8051,85265a03-d1c0-4102-9f2d-4a03bcd2666a,c1,c5,26,p2,?,surb={'id': '67cac4d0-b557-4d98-ae02-3202ff60a912', 'route': ['p2', 'e4', 'i12', 'x8', 'p1', 'c1']}
1769759490.3207352,RECEIVED,b79d3155-6644-4eb9-b99f-f55c1c55890d,017dfaf1-11e5-42c4-b8dd-e6d47dd1b689,c3,c5,27,p2,?,surb={'id': 'de125192-9da7-45ca-9455-528468fa2b7a', 'route': ['p2', 'e11', 'i9', 'x4', 'p3', 'c3']}
1769759490.3344138,SENT,8e5fdcf9-54b3-4460-a729-bfedcab0f87e,fd8a4192-f6bd-44a7-bc76-42a65733e7a9,c5,c3,3383,?,p2,
1769759490.3344944,CREATED,da7c99e4-f45d-446f-a022-e8e58c89b578,e7bf7a96-157b-487a-abf5-873c3267095f,c5,c3,27,?,?,surb={'id': '07dfa6d5-5247-49ea-b137-fabe8c230885', 'route': ['p3', 'e5', 'i9', 'x10', 'p2', 'c5']}
1769759490.4391289,SENT,4d2a2114-1c71-471c-9600-ea5d812884b9,2f11c79c-5911-473b-9ba0-66661b948c40,c5,c3,3376,?,p2,
1769759490.4392884,CREATED,77ddd933-dab7-4bf4-bb14-e75bbb70e465,e7bf7a96-157b-487a-abf5-873c3267095f,c5,c3,27,?,?,surb={'id': '07dfa6d5-5247-49ea-b137-fabe8c230885', 'route': ['p3', 'e5', 'i9', 'x10', 'p2', 'c5']}
1769759490.5081453,RECEIVED,c8b61015-86d0-454c-80f6-03bc7441c10e,5607a894-2234-4473-bc95-f844d481c42a,c1,c5,27,p2,?,surb={'id': '7af8dd16-e859-4501-8c56-40a1d65dd6f3', 'route': ['p2', 'e10', 'i9', 'x1', 'p1', 'c1']}
1769759490.5782337,RECEIVED,9c380e0f-704a-49b4-ace5-f11abfec0f2f,091a7c0d-ef23-459c-992e-ed406cc38247,c3,c5,27,p2,?,surb={'id': '365221e3-39b6-4c06-acc9-fc01f491d1f3', 'route': ['p2', 'e7', 'i5', 'x1', 'p3', 'c3']}
1769759490.6414573,RECEIVED,051527e6-e327-4f84-b04b-62dfd2ba99c6,4725cdae-f017-49f8-a852-c240910cacc2,c3,c5,27,p2,?,surb={'id': '5789bdc9-a9c9-4811-8d37-5437afadbc4e', 'route': ['p2', 'e5', 'i9', 'x8', 'p3', 'c3']}
1769759490.6499176,SENT,ae445ebf-37e6-41dd-81a6-4dcd53fa51f2,a68e03b4-4344-40ff-bb9a-cdfc599f19d8,c5,c3,3379,?,p2,
1769759490.6500785,CREATED,b5ae2f0d-964f-4952-816d-3edf45a3afd8,9176f82e-f16a-4cc0-8902-803605985d9a,c5,c3,27,?,?,surb={'id': '34fe5ba8-a30c-4d0c-aa75-b6a9a8b5a611', 'route': ['p3', 'e3', 'i4', 'x3', 'p2', 'c5']}
1769759490.6614187,RECEIVED,ec394569-4061-400b-9845-c5b485eb46cc,8289d64b-2453-4e4e-b188-334ec8574ad8,c1,c5,27,p2,?,surb={'id': 'db1f1c8e-957a-46b7-9b11-759dae2e001b', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769759490.7280316,SENT,0e2fd5e3-0e45-4c97-a638-5bac7609cac3,1d221493-070f-495f-8a87-861003a5199d,c5,c3,3377,?,p2,
1769759490.7282324,CREATED,869bb9d5-d88d-4007-a5f0-883035d0f25b,9176f82e-f16a-4cc0-8902-803605985d9a,c5,c3,27,?,?,surb={'id': '34fe5ba8-a30c-4d0c-aa75-b6a9a8b5a611', 'route': ['p3', 'e3', 'i4', 'x3', 'p2', 'c5']}
1769759490.8930075,RECEIVED,b7793df0-451f-4e95-844a-5880fbcd9bfa,a4f110e3-b8df-4a4b-8636-39d8a14a9766,c3,c5,26,p2,?,surb={'id': '1d1bc750-e87a-4e8d-a585-63f75c9a0732', 'route': ['p2', 'e10', 'i1', 'x12', 'p3', 'c3']}
1769759490.953648,RECEIVED,33363040-18e3-4cfb-95fb-0e06f64a975a,6c682dfa-a641-4b29-9ba4-76bf15b64199,c1,c5,27,p2,?,surb={'id': 'f9c3d001-e2ef-4553-8144-8d35c03631ea', 'route': ['p2', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769759491.2416542,SENT,66eb8deb-9772-49a2-b72e-7c3640e2a14b,500cc25c-1e99-4e7b-b1f4-8a2f19442391,c5,c3,3380,?,p2,
1769759491.241767,CREATED,44e2c8ba-0cd7-4a0d-b6d5-b839a7decb43,439f0adc-9142-4d1c-92a3-e74b45f44bb1,c5,c3,27,?,?,surb={'id': '74645e60-56df-42d6-a00e-36e83f477e1c', 'route': ['p3', 'e8', 'i5', 'x2', 'p2', 'c5']}
1769759491.2700028,RECEIVED,52c20d75-daa4-4232-b8ef-f3f50174875b,7632b1a5-19ba-4e4a-a931-4b5c97386781,c1,c5,27,p2,?,surb={'id': '60b8e885-e498-4e83-bccf-59484d13be25', 'route': ['p2', 'e2', 'i11', 'x11', 'p1', 'c1']}
1769759491.79893,SENT,385bb05f-c58e-49d7-9c5c-b5df81cb8b6b,26f74af4-73c6-4732-8731-41c23a8e1383,c5,c3,3359,?,p2,
1769759491.799071,CREATED,665010c0-1898-4b10-b768-7777561b2915,439f0adc-9142-4d1c-92a3-e74b45f44bb1,c5,c3,27,?,?,surb={'id': '74645e60-56df-42d6-a00e-36e83f477e1c', 'route': ['p3', 'e8', 'i5', 'x2', 'p2', 'c5']}
1769759491.8102384,RECEIVED,0916a12b-1b84-4ef4-8e39-d624a14d6ab6,4d8217e9-2b27-4016-b52d-21b2312dfbf0,c1,c5,26,p2,?,surb={'id': '479920cc-bb80-45dc-b2e3-18d1370275d9', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769759491.9458258,RECEIVED,9748b190-56e0-44d2-83d7-4fd929c69238,6c682dfa-a641-4b29-9ba4-76bf15b64199,c1,c5,27,p2,?,surb={'id': 'f9c3d001-e2ef-4553-8144-8d35c03631ea', 'route': ['p2', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769759492.0771184,RECEIVED,2928286e-94e5-46f1-bc74-4ac308135544,5c0f0473-212e-4ad0-a6c8-a8223071d742,c1,c5,27,p2,?,surb={'id': '344c4062-f517-49df-854a-96cad1c89184', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769759492.203234,SENT,829e69ce-05fa-4e6c-8b51-b462da151ce9,ad352b71-933c-4f12-908d-2d86abd96a17,c5,c3,3389,?,p2,
1769759492.2033606,CREATED,0248fe9d-46c1-4765-86c2-4aad05e24514,5431a5e8-84ea-4871-87f6-6e7179a5648c,c5,c3,27,?,?,surb={'id': '99fda5d9-7cd6-4b20-a48d-dd9b47d4cd6a', 'route': ['p3', 'e6', 'i1', 'x11', 'p2', 'c5']}
1769759492.370164,SENT,5b0f6fed-3048-4ebe-9bed-d7ac3245df4c,68ea3c6d-63ca-4d4e-926c-28136b72d714,c5,c3,3388,?,p2,
1769759492.3703017,CREATED,466358b6-61e4-4278-9813-112eef0cc6c0,5431a5e8-84ea-4871-87f6-6e7179a5648c,c5,c3,27,?,?,surb={'id': '99fda5d9-7cd6-4b20-a48d-dd9b47d4cd6a', 'route': ['p3', 'e6', 'i1', 'x11', 'p2', 'c5']}
1769759492.4004374,RECEIVED,23d234c5-7b01-4b20-99f4-b0ed88f7fbbc,4d8217e9-2b27-4016-b52d-21b2312dfbf0,c1,c5,26,p2,?,surb={'id': '479920cc-bb80-45dc-b2e3-18d1370275d9', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769759492.4160979,RECEIVED,ce3dece8-1cbc-4e69-adfe-9602042fbf71,7632b1a5-19ba-4e4a-a931-4b5c97386781,c1,c5,27,p2,?,surb={'id': '60b8e885-e498-4e83-bccf-59484d13be25', 'route': ['p2', 'e2', 'i11', 'x11', 'p1', 'c1']}
1769759492.4982266,RECEIVED,86a97f6f-1737-4b9f-b76f-608054bc5cd7,5c0f0473-212e-4ad0-a6c8-a8223071d742,c1,c5,27,p2,?,surb={'id': '344c4062-f517-49df-854a-96cad1c89184', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769759492.5364625,SENT,542fd479-0b1e-4faf-b9cd-9ae383cf1d01,6a8bb0d1-8a89-4267-a7c6-38f5f42fa233,c5,c3,3360,?,p2,
1769759492.5365949,CREATED,271110d5-9524-4a63-948f-b7ed00123b57,feb6f454-a41e-4e41-8697-97296721c9b1,c5,c3,27,?,?,surb={'id': '8f486512-f991-4c97-82eb-4ba4d314d025', 'route': ['p3', 'e8', 'i3', 'x6', 'p2', 'c5']}
1769759492.637838,RECEIVED,4778dc0f-3034-42af-9100-5021af2cf27a,442baa2d-77a1-4300-84f4-948e31110bd1,c1,c5,27,p2,?,surb={'id': '7c7e811f-3913-4940-ab96-545dcae4edb0', 'route': ['p2', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769759492.8349733,RECEIVED,9f399b38-419b-4332-a6a9-28b83dc0accf,442baa2d-77a1-4300-84f4-948e31110bd1,c1,c5,27,p2,?,surb={'id': '7c7e811f-3913-4940-ab96-545dcae4edb0', 'route': ['p2', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769759492.852224,RECEIVED,13feb68b-c55f-4191-a761-09d98d4fff51,85265a03-d1c0-4102-9f2d-4a03bcd2666a,c1,c5,26,p2,?,surb={'id': '67cac4d0-b557-4d98-ae02-3202ff60a912', 'route': ['p2', 'e4', 'i12', 'x8', 'p1', 'c1']}
1769759493.213871,RECEIVED,d700d22c-d809-435a-a749-70e960dad03d,514acf0f-c09e-4f00-a1aa-dd8c85b61bb7,c1,c5,27,p2,?,surb={'id': 'd73911cd-68b2-4b40-bdad-a3a0246aa68d', 'route': ['p2', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769759493.2237475,RECEIVED,6926e3b3-5b7a-4c64-b50d-a5f6fdb2d449,af5f7c76-e585-4659-a3f0-bb56413682a2,c3,c5,27,p2,?,surb={'id': '62a0ba4d-a4df-40c7-b308-b51982b7e359', 'route': ['p2', 'e10', 'i7', 'x3', 'p3', 'c3']}
1769759493.5092616,RECEIVED,9760c470-c53a-4aa7-8ce8-bca6e8227827,091a7c0d-ef23-459c-992e-ed406cc38247,c3,c5,27,p2,?,surb={'id': '365221e3-39b6-4c06-acc9-fc01f491d1f3', 'route': ['p2', 'e7', 'i5', 'x1', 'p3', 'c3']}
1769759493.8189125,SENT,3edfd8d0-f07f-4df1-a38f-7cc2a0d87de1,b7fa42d9-3eaf-4808-8e62-90e451d575b3,c5,c3,3383,?,p2,
1769759493.8190656,CREATED,870cce26-7606-454d-bf12-8d5e407ee9c3,feb6f454-a41e-4e41-8697-97296721c9b1,c5,c3,27,?,?,surb={'id': '8f486512-f991-4c97-82eb-4ba4d314d025', 'route': ['p3', 'e8', 'i3', 'x6', 'p2', 'c5']}
1769759493.9627287,RECEIVED,6c4a866f-64a2-4e1b-9173-0ee50c13fdde,8964ff31-fe1a-48fc-b092-d6a1e48ffe01,c3,c5,26,p2,?,surb={'id': 'ef29bf4e-17ac-42eb-affd-e0e420379077', 'route': ['p2', 'e2', 'i1', 'x9', 'p3', 'c3']}
1769759494.1008208,RECEIVED,2754853c-0527-4adb-84a2-5f00f85dd132,54609514-2b37-4ab7-ba00-18a3ca3cf516,c3,c5,27,p2,?,surb={'id': 'a0010911-180d-4d38-9752-cae10eb6bf26', 'route': ['p2', 'e9', 'i10', 'x11', 'p3', 'c3']}
1769759494.2080243,SENT,1ed784cd-e65b-4405-94c7-0ef6912b1d1d,79ad564f-d36b-450b-bedc-761642553a5f,c5,c3,3375,?,p2,
1769759494.208214,CREATED,5f2ae900-bb6d-4bc2-a796-128fd4af7a99,0e2eaa78-398a-40e7-be07-e9d2a83d6cc2,c5,c3,27,?,?,surb={'id': 'fa3df338-1025-4946-bfd2-edc447223d23', 'route': ['p3', 'e9', 'i3', 'x3', 'p2', 'c5']}
1769759494.444907,SENT,f904225e-ad9f-4f03-92cc-cd0d7d3bf10e,b0b4e437-9ecb-4af3-88c0-7501f0eefa66,c5,c3,3367,?,p2,
