timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759104.8701127,SENT,9decc69a-1de4-4e6a-8a2a-fd8685fee991,746c26a9-cc03-4760-aad0-d71aef2ba689,c5,c3,3384,?,p2,
1769759104.870226,CREATED,561fe6b1-29a1-4b21-91ef-a6f5c31a5a31,02a7a150-155b-4ca4-ade5-5ba76d87ba6a,c5,c3,27,?,?,surb={'id': '65de5307-b056-4170-bfbd-701e16e1deb8', 'route': ['p3', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769759105.1605706,RECEIVED,0c94a847-fdff-433a-9fc5-114296716d79,d159c02a-1a89-4fac-ad44-538aac439095,c1,c5,26,p2,?,surb={'id': 'c3b30cce-9d32-4ecd-84e0-ef2f4c442b31', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c1']}
1769759105.3089828,RECEIVED,e717e970-d8f4-4ba9-aa0c-31b9b0a83ff6,96dde791-ec4c-48db-8e36-016dd44eed8c,c3,c5,27,p2,?,surb={'id': 'd7bd6601-964a-4cc8-a8ec-7114702594d3', 'route': ['p2', 'e8', 'i6', 'x7', 'p3', 'c3']}
1769759105.3373878,SENT,056147db-db25-41c7-8b2c-e1fd0345629c,8f62cae0-4144-42cc-ad44-de1ce43d3a31,c5,c3,3399,?,p2,
1769759105.337483,CREATED,c329bbfd-cc9f-41d7-85a3-d892fe358ca7,02a7a150-155b-4ca4-ade5-5ba76d87ba6a,c5,c3,27,?,?,surb={'id': '65de5307-b056-4170-bfbd-701e16e1deb8', 'route': ['p3', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769759105.3702424,SENT,92c820e2-7058-4d61-8950-fe64b1f043ad,66f23757-bb24-4baa-9f83-65aad22c41e2,c5,c3,3355,?,p2,
1769759105.370336,CREATED,38cd5bb9-c03d-439c-b247-9c14a2f96080,4c51524f-84f6-4520-ac8f-d9adaaee10a6,c5,c3,26,?,?,surb={'id': 'fa761e24-7db2-4550-94c7-7052f8d7297a', 'route': ['p3', 'e1', 'i5', 'x5', 'p2', 'c5']}
1769759105.3926253,RECEIVED,5ff4dfbd-9c4e-44bb-bdf2-b671e3c9e8cc,124d775b-2b69-41fe-9e17-4abf27220379,c3,c5,26,p2,?,surb={'id': '44b77b48-8c12-400e-83c7-f33212a4d386', 'route': ['p2', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769759105.4065464,SENT,9dbbc273-1f69-4a4a-ba45-6e251cdc9eaa,6185cdce-643f-4ba6-a8d4-6a3821b28c4f,c5,c3,3371,?,p2,
1769759105.4066374,CREATED,374ea704-a4c5-484a-8c96-ff83d6fe8e08,4c51524f-84f6-4520-ac8f-d9adaaee10a6,c5,c3,26,?,?,surb={'id': 'fa761e24-7db2-4550-94c7-7052f8d7297a', 'route': ['p3', 'e1', 'i5', 'x5', 'p2', 'c5']}
1769759105.5797813,SENT,131d6d12-29c9-47c0-8577-6221490db6db,67b7c74a-3896-4559-8fd8-288cfd426aa5,c5,c3,3376,?,p2,
1769759105.579953,CREATED,5f67cb77-1a57-4369-8e6a-eb320aba763e,d92d57e1-8986-47d7-b10d-02cfbd53511b,c5,c3,27,?,?,surb={'id': 'a4c3d7f1-8011-4830-9ce3-f0d3a5a51864', 'route': ['p3', 'e4', 'i5', 'x1', 'p2', 'c5']}
1769759105.6246226,RECEIVED,7a3f14d6-14f4-498f-966f-4efd6fe28a45,dee4d032-687e-4adb-a4e7-18dfe218320c,c1,c5,26,p2,?,surb={'id': '571fef0b-96a9-471c-b490-fa654e9b38f9', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c1']}
1769759105.7350283,SENT,f5cc286c-af47-4081-b1e5-e8d74d96c87e,015190ff-09bc-4d55-809a-26d65806daa7,c5,c3,3381,?,p2,
1769759105.7352107,CREATED,378bf866-7644-4d25-a363-a8b8d4449e09,d92d57e1-8986-47d7-b10d-02cfbd53511b,c5,c3,27,?,?,surb={'id': 'a4c3d7f1-8011-4830-9ce3-f0d3a5a51864', 'route': ['p3', 'e4', 'i5', 'x1', 'p2', 'c5']}
1769759105.9139152,RECEIVED,88ac4f77-8715-4ae9-b98c-e337efb7cd97,c06e7028-cfba-4754-b77b-b74e233006c4,c3,c5,27,p2,?,surb={'id': 'e9fe3311-ac0f-4878-8bc4-d7359c81a93a', 'route': ['p2', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769759106.287154,SENT,e958fc19-2d9c-4d41-9c47-7b4e416353e7,ce641776-542b-46a7-8347-31104605039f,c5,c3,3393,?,p2,
1769759106.2873092,CREATED,8ec9ee74-9ac5-457f-85b7-75b5f293f026,7593ce7b-5a8a-403f-9597-a3ef0710282b,c5,c3,27,?,?,surb={'id': '27ee699d-63e3-4ab3-8a4c-3265e7bda519', 'route': ['p3', 'e6', 'i9', 'x6', 'p2', 'c5']}
1769759106.298962,SENT,21d0649f-5d62-4f62-98a9-0f3cb49ff601,c82ec08c-8a69-43fb-9704-91fc06ddc26f,c5,c3,3384,?,p2,
1769759106.299138,CREATED,e19152f2-4085-4b1b-8f63-389d629c208e,7593ce7b-5a8a-403f-9597-a3ef0710282b,c5,c3,27,?,?,surb={'id': '27ee699d-63e3-4ab3-8a4c-3265e7bda519', 'route': ['p3', 'e6', 'i9', 'x6', 'p2', 'c5']}
1769759106.3470054,RECEIVED,2f1cc6e6-5997-4311-ac28-07af98e5104d,62358b96-a345-4d3b-928f-2111363cc4cd,c3,c5,27,p2,?,surb={'id': 'e0482cca-bff6-4550-9eac-3ffb3d66091a', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769759106.769439,SENT,318b669a-8c84-413e-b4b1-96aaf4c1251c,1b36ba53-d986-4ee7-8b8b-87f6f0abcaec,c5,c3,3384,?,p2,
1769759106.7695374,CREATED,da569800-7197-47c7-aa80-2c8b8fdfff8b,abe7381e-0b43-40a2-992e-c8d36925b888,c5,c3,27,?,?,surb={'id': '2879bc6e-499f-4572-8b62-04d45745d056', 'route': ['p3', 'e1', 'i2', 'x1', 'p2', 'c5']}
1769759106.81037,RECEIVED,62b354a2-3162-44c8-bd58-6cde9ba64a01,0a419936-1c30-44e4-b31a-6d231533588a,c1,c5,27,p2,?,surb={'id': '3ab50b29-6df1-4dbc-879c-8afaf490d034', 'route': ['p2', 'e8', 'i12', 'x6', 'p1', 'c1']}
1769759106.8342838,RECEIVED,bd2d4467-b0c9-49f1-81a3-eb5463172a00,dd7c0b1f-4b8d-4534-89fc-2a689194ed9e,c1,c5,27,p2,?,surb={'id': '9fa8120c-64a9-4dc4-8df0-2630546718e2', 'route': ['p2', 'e12', 'i1', 'x7', 'p1', 'c1']}
1769759106.900709,SENT,bc94b30e-6e21-4f09-9b1b-5aa7ec2832a1,207f20ee-1515-47e7-89dc-a30b8636595e,c5,c3,3379,?,p2,
1769759106.900808,CREATED,0310475b-600c-46bf-be7d-51971d9f8b38,abe7381e-0b43-40a2-992e-c8d36925b888,c5,c3,27,?,?,surb={'id': '2879bc6e-499f-4572-8b62-04d45745d056', 'route': ['p3', 'e1', 'i2', 'x1', 'p2', 'c5']}
1769759106.9108713,RECEIVED,2e95012b-9c7b-45d4-b62c-36aaaebda0db,62358b96-a345-4d3b-928f-2111363cc4cd,c3,c5,27,p2,?,surb={'id': 'e0482cca-bff6-4550-9eac-3ffb3d66091a', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769759107.0596554,RECEIVED,7b9e984f-8f43-402f-8b3a-b95cf580573d,dee4d032-687e-4adb-a4e7-18dfe218320c,c1,c5,26,p2,?,surb={'id': '571fef0b-96a9-471c-b490-fa654e9b38f9', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c1']}
1769759107.106431,RECEIVED,1d47c0e7-3809-470c-a607-7bba2bfdbaf6,0a419936-1c30-44e4-b31a-6d231533588a,c1,c5,27,p2,?,surb={'id': '3ab50b29-6df1-4dbc-879c-8afaf490d034', 'route': ['p2', 'e8', 'i12', 'x6', 'p1', 'c1']}
1769759107.2274077,SENT,8a81f163-97b6-4aba-bb8c-9179fecce80c,0a205c60-063d-42b6-9865-0c4db9493c1b,c5,c3,3376,?,p2,
1769759107.2274654,CREATED,f915b315-c811-4196-8294-cb95af71314b,6d128ad2-1606-42aa-8b0f-640af143f391,c5,c3,27,?,?,surb={'id': '0af025f9-624e-4dbf-a292-7e3d388640bf', 'route': ['p3', 'e7', 'i2', 'x9', 'p2', 'c5']}
1769759107.332581,RECEIVED,1b9c83fb-3d7f-4a75-8aa8-98e2a6ca3d6e,d159c02a-1a89-4fac-ad44-538aac439095,c1,c5,26,p2,?,surb={'id': 'c3b30cce-9d32-4ecd-84e0-ef2f4c442b31', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c1']}
1769759107.3639781,RECEIVED,79261e92-e463-4e14-8e35-22738a4c73bb,bea841fa-f2ab-40c5-bce9-a3f1d324b2ea,c1,c5,27,p2,?,surb={'id': '86886a7c-34f2-4a60-9155-e10b2dc182df', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769759107.4067428,RECEIVED,fa990ecb-4317-4188-83bb-ffd9f7d6c932,124d775b-2b69-41fe-9e17-4abf27220379,c3,c5,26,p2,?,surb={'id': '44b77b48-8c12-400e-83c7-f33212a4d386', 'route': ['p2', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769759107.7583554,RECEIVED,857dd860-2411-47dd-91f2-c8eae6fe4616,b6fddbd0-b99f-4733-80e8-94152a64d94a,c1,c5,27,p2,?,surb={'id': '417b595b-8dbb-444b-b902-1a06bd3313c4', 'route': ['p2', 'e12', 'i9', 'x7', 'p1', 'c1']}
1769759107.7713065,SENT,c6896e3a-83a9-4306-8b52-6d3b1b944e55,5d60f87e-64ce-4aab-b9f8-9c6bce6a4d09,c5,c3,3376,?,p2,
1769759107.771408,CREATED,424abc05-6d36-4028-9183-2ac26f77794e,6d128ad2-1606-42aa-8b0f-640af143f391,c5,c3,27,?,?,surb={'id': '0af025f9-624e-4dbf-a292-7e3d388640bf', 'route': ['p3', 'e7', 'i2', 'x9', 'p2', 'c5']}
1769759107.8879476,SENT,ad090878-1951-4d14-a577-0d68e9cfb353,c5ebb8d3-3bde-4254-890a-61344683af7b,c5,c3,3408,?,p2,
1769759107.8880754,CREATED,c9757968-36d9-4576-9853-e55fe3b062cf,47636569-5e8d-4be5-bad9-7bc95ae54e2e,c5,c3,27,?,?,surb={'id': '3c7f0c3c-e68c-41a7-a7b0-88eff36680ce', 'route': ['p3', 'e12', 'i1', 'x2', 'p2', 'c5']}
1769759107.9260213,RECEIVED,d48fd002-e771-4dde-9ffe-09d56c648a54,98064e12-e54e-4f29-ae61-7078b9d41cb9,c3,c5,26,p2,?,surb={'id': '4d219384-1806-4582-8eae-1d0ce990da73', 'route': ['p2', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769759107.9389455,RECEIVED,82aa0603-3687-4236-b52d-155d6cc34cb4,bea841fa-f2ab-40c5-bce9-a3f1d324b2ea,c1,c5,27,p2,?,surb={'id': '86886a7c-34f2-4a60-9155-e10b2dc182df', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769759108.066612,RECEIVED,ff6561a7-1147-49c1-890a-17d7582f29ec,8e22adf9-04e9-4e5c-92db-f2e949d175f0,c3,c5,27,p2,?,surb={'id': 'f83ad494-f3d3-4d31-91be-d00171c82293', 'route': ['p2', 'e10', 'i12', 'x4', 'p3', 'c3']}
1769759108.1634722,RECEIVED,d445c8f7-08b4-4b4f-9c1f-1e7316fe04e6,b6fddbd0-b99f-4733-80e8-94152a64d94a,c1,c5,27,p2,?,surb={'id': '417b595b-8dbb-444b-b902-1a06bd3313c4', 'route': ['p2', 'e12', 'i9', 'x7', 'p1', 'c1']}
1769759108.1869683,SENT,2db54f0e-213f-439c-b7af-1fa635ffdde1,19b6f17a-6ad4-47bf-bab2-9678a4fba9c9,c5,c3,3376,?,p2,
1769759108.1870825,CREATED,f587e73b-5054-47fb-b8e9-c777ce8a3baa,47636569-5e8d-4be5-bad9-7bc95ae54e2e,c5,c3,27,?,?,surb={'id': '3c7f0c3c-e68c-41a7-a7b0-88eff36680ce', 'route': ['p3', 'e12', 'i1', 'x2', 'p2', 'c5']}
1769759108.3813622,RECEIVED,1c3a6aa0-36d1-4507-b87e-8aaaa5dc5292,dd7c0b1f-4b8d-4534-89fc-2a689194ed9e,c1,c5,27,p2,?,surb={'id': '9fa8120c-64a9-4dc4-8df0-2630546718e2', 'route': ['p2', 'e12', 'i1', 'x7', 'p1', 'c1']}
1769759108.536727,SENT,7cf4f248-110d-43a0-ba48-fe7d32663eb2,fe9a664c-ee30-4910-8b67-16a08c57527a,c5,c3,3392,?,p2,
1769759108.5368779,CREATED,25c45b79-8c71-4183-91d3-6a02ec2da943,e4980048-930e-4834-a605-e0b79189f358,c5,c3,27,?,?,surb={'id': '084087ee-b6d5-4cb3-a4aa-b3a1f349014a', 'route': ['p3', 'e10', 'i12', 'x12', 'p2', 'c5']}
1769759108.7178106,RECEIVED,1f623e63-186f-4c65-9611-5fe988e1b7f7,bf121fb8-d554-45c9-8ebd-94e4278de950,c1,c5,27,p2,?,surb={'id': '1767a846-acf7-4972-aa13-742ba7c40fd2', 'route': ['p2', 'e5', 'i6', 'x2', 'p1', 'c1']}
1769759108.8083892,RECEIVED,9048f339-a3f3-48f1-b221-6e9c59f25e82,8e22adf9-04e9-4e5c-92db-f2e949d175f0,c3,c5,27,p2,?,surb={'id': 'f83ad494-f3d3-4d31-91be-d00171c82293', 'route': ['p2', 'e10', 'i12', 'x4', 'p3', 'c3']}
1769759108.8537557,RECEIVED,b02ed79a-7c8f-454b-9aba-c7bd52b24419,a0ad3c4e-2dff-46bc-a127-d111a3886bbd,c1,c5,27,p2,?,surb={'id': 'e0daaff0-6ee1-4252-a0aa-5370fbce0cf4', 'route': ['p2', 'e9', 'i12', 'x2', 'p1', 'c1']}
1769759108.869118,RECEIVED,90931cf4-e7be-46a5-96e4-b420857d7948,f3a3749e-80db-404b-9a05-82915535d628,c3,c5,26,p2,?,surb={'id': '3267a8dc-07ff-4b33-8d55-9beb9323315d', 'route': ['p2', 'e1', 'i3', 'x4', 'p3', 'c3']}
1769759108.8901832,RECEIVED,92b244b7-a70a-481a-a3ae-0e34a8936ed0,6dcdf300-b0a2-45a8-94f1-bbcb336b8c20,c3,c5,26,p2,?,surb={'id': '30119c44-b4cc-4933-900c-84c14a71e93e', 'route': ['p2', 'e1', 'i8', 'x6', 'p3', 'c3']}
1769759108.9565456,RECEIVED,3a671e15-b2ab-4d63-85cd-d22897887b71,98064e12-e54e-4f29-ae61-7078b9d41cb9,c3,c5,26,p2,?,surb={'id': '4d219384-1806-4582-8eae-1d0ce990da73', 'route': ['p2', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769759109.0040004,RECEIVED,7f481c14-ecf1-4f8a-a866-e5ea5d4afea3,60e8714c-65fb-428d-841c-9a9a07f84ba8,c1,c5,27,p2,?,surb={'id': 'db5a37c6-ed5e-4c1c-84aa-bef01b777c67', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c1']}
1769759109.0311584,RECEIVED,424a2b8a-6558-4034-bab3-04e267e9882e,b78622bb-5f8b-4ea4-ab43-25f7febda085,c1,c5,27,p2,?,surb={'id': 'c4dd8a07-5969-4988-939c-42db2c07ab35', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769759109.108658,RECEIVED,b8170509-7834-4de8-99a5-56ad3e0e17ce,a0ad3c4e-2dff-46bc-a127-d111a3886bbd,c1,c5,27,p2,?,surb={'id': 'e0daaff0-6ee1-4252-a0aa-5370fbce0cf4', 'route': ['p2', 'e9', 'i12', 'x2', 'p1', 'c1']}
1769759109.1121955,RECEIVED,9f5a7d9d-474c-4c5d-b1e6-c44d2f1a077a,259bc87e-6c72-46bf-a05d-eec477b50f11,c3,c5,27,p2,?,surb={'id': '5193ea77-e323-41bb-8918-98ddfa43e973', 'route': ['p2', 'e11', 'i11', 'x3', 'p3', 'c3']}
1769759109.1597517,RECEIVED,195547ae-15c0-4872-bd64-591e6fe2180b,3db98670-bd83-411f-988b-b5cfe1dfdf1f,c1,c5,27,p2,?,surb={'id': '21b1c0e5-cb37-44b7-aa9f-a23b40c8f257', 'route': ['p2', 'e12', 'i8', 'x7', 'p1', 'c1']}
1769759109.1719058,SENT,e27b711e-56fc-4235-b1f8-5d204df69f85,ac74f1aa-17dd-4fc2-ae7d-4d5a2b51882a,c5,c3,3395,?,p2,
1769759109.1720846,CREATED,e8d4ab33-66bb-4081-8ef4-69dcfc35c6f9,e4980048-930e-4834-a605-e0b79189f358,c5,c3,27,?,?,surb={'id': '084087ee-b6d5-4cb3-a4aa-b3a1f349014a', 'route': ['p3', 'e10', 'i12', 'x12', 'p2', 'c5']}
1769759109.2324297,SENT,fd60ad7c-0aaa-4908-a448-a8b79e74acc1,26f36ab3-f159-4bbb-a449-d3c0af13d972,c5,c3,3383,?,p2,
1769759109.232535,CREATED,7bd8220b-66f3-436d-9dd6-0da6d979fdea,9130ed3f-5637-435e-b8f0-8d88e982ae78,c5,c3,27,?,?,surb={'id': '636ec9ec-2b32-4f4b-aa81-559415bcf740', 'route': ['p3', 'e2', 'i3', 'x6', 'p2', 'c5']}
1769759109.2615328,RECEIVED,96a98f02-3c51-470b-afd2-3533efea92ae,3db98670-bd83-411f-988b-b5cfe1dfdf1f,c1,c5,27,p2,?,surb={'id': '21b1c0e5-cb37-44b7-aa9f-a23b40c8f257', 'route': ['p2', 'e12', 'i8', 'x7', 'p1', 'c1']}
1769759109.5078747,SENT,12ab7369-b6f4-49ae-bc83-c409a126da8f,6204ac3c-99ba-4872-aac0-bc31968713f0,c5,c3,3383,?,p2,
1769759109.5079858,CREATED,8fdd76c6-2f2c-4bf4-a44b-63c029040770,9130ed3f-5637-435e-b8f0-8d88e982ae78,c5,c3,27,?,?,surb={'id': '636ec9ec-2b32-4f4b-aa81-559415bcf740', 'route': ['p3', 'e2', 'i3', 'x6', 'p2', 'c5']}
1769759109.5301585,RECEIVED,d8355491-8255-448e-876a-4ba556d11cea,b78622bb-5f8b-4ea4-ab43-25f7febda085,c1,c5,27,p2,?,surb={'id': 'c4dd8a07-5969-4988-939c-42db2c07ab35', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769759109.644626,RECEIVED,d77bb991-dd1b-44b7-a39e-9547bdfbbf82,5986e3e9-0a7b-45b6-819e-c3d8ce7250ac,c3,c5,27,p2,?,surb={'id': '65ed1ac6-5416-48e5-9747-69e5b3a94017', 'route': ['p2', 'e10', 'i1', 'x11', 'p3', 'c3']}
1769759109.6900053,RECEIVED,73c9282a-3cc1-4bb6-90da-4014eb974c82,1f1b8185-4101-4f2f-a82d-0e983853ad9d,c1,c5,27,p2,?,surb={'id': '1bf75329-cf8e-45ac-9524-4fa464ccf6af', 'route': ['p2', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769759109.7154987,RECEIVED,340cf59b-d307-4a25-bcb7-f1383ff74dbe,6dcdf300-b0a2-45a8-94f1-bbcb336b8c20,c3,c5,26,p2,?,surb={'id': '30119c44-b4cc-4933-900c-84c14a71e93e', 'route': ['p2', 'e1', 'i8', 'x6', 'p3', 'c3']}
1769759110.0221217,RECEIVED,86de6f43-9d43-48ad-b9c2-6ddd708f42bb,a57384e7-9729-4164-980c-ef365b4b9e99,c3,c5,27,p2,?,surb={'id': '9947f846-6823-42b8-91b1-3de969f8a182', 'route': ['p2', 'e3', 'i11', 'x9', 'p3', 'c3']}
1769759110.1776485,RECEIVED,c77cf126-c337-4771-b4a6-ab6845b72d54,60e8714c-65fb-428d-841c-9a9a07f84ba8,c1,c5,27,p2,?,surb={'id': 'db5a37c6-ed5e-4c1c-84aa-bef01b777c67', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c1']}
1769759110.1828094,RECEIVED,fe46b49e-91c0-4242-b2a7-306174f26dcb,a57384e7-9729-4164-980c-ef365b4b9e99,c3,c5,27,p2,?,surb={'id': '9947f846-6823-42b8-91b1-3de969f8a182', 'route': ['p2', 'e3', 'i11', 'x9', 'p3', 'c3']}
1769759110.191765,RECEIVED,1eb878d3-f585-4f77-ad16-2d17a814b796,5986e3e9-0a7b-45b6-819e-c3d8ce7250ac,c3,c5,27,p2,?,surb={'id': '65ed1ac6-5416-48e5-9747-69e5b3a94017', 'route': ['p2', 'e10', 'i1', 'x11', 'p3', 'c3']}
1769759110.2501612,SENT,bb503331-d475-44dd-b8dc-767f58095a32,66170f90-33b1-415a-92c7-8264ae844087,c5,c3,3359,?,p2,
1769759110.250308,CREATED,3ed0e110-0194-49d4-807d-3debfde1fb33,613c9bd1-ffdc-434c-b526-cf8fc016b5d3,c5,c3,27,?,?,surb={'id': '3aa3cf3c-be3e-427d-8a63-129de3d85a1f', 'route': ['p3', 'e1', 'i9', 'x9', 'p2', 'c5']}
1769759110.3211458,RECEIVED,7603da17-8ecd-4d22-9e76-3599b161d848,0b9d7792-71b1-43ac-bdfd-788a425c706b,c1,c5,27,p2,?,surb={'id': 'e37d497e-b957-4f50-a5b5-f9cd74ccddfb', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769759110.3601756,RECEIVED,11dec1eb-ed0a-4ea1-aa06-dcedd00fa0d8,259bc87e-6c72-46bf-a05d-eec477b50f11,c3,c5,27,p2,?,surb={'id': '5193ea77-e323-41bb-8918-98ddfa43e973', 'route': ['p2', 'e11', 'i11', 'x3', 'p3', 'c3']}
1769759110.4293387,RECEIVED,33628f37-6f17-45aa-9b9c-357dbad334cf,f3a3749e-80db-404b-9a05-82915535d628,c3,c5,26,p2,?,surb={'id': '3267a8dc-07ff-4b33-8d55-9beb9323315d', 'route': ['p2', 'e1', 'i3', 'x4', 'p3', 'c3']}
1769759110.5137148,SENT,ec8fbe9b-1815-4ba5-8ddc-6930086eb028,f4b4de65-4ade-480a-a8db-f7f2b3975804,c5,c3,3379,?,p2,
1769759110.5137763,CREATED,433869bf-b746-47c8-9cdf-61f087c080b7,613c9bd1-ffdc-434c-b526-cf8fc016b5d3,c5,c3,27,?,?,surb={'id': '3aa3cf3c-be3e-427d-8a63-129de3d85a1f', 'route': ['p3', 'e1', 'i9', 'x9', 'p2', 'c5']}
1769759110.8541636,RECEIVED,2919a505-c1c5-43b1-964e-41321c63549e,6bded978-aefa-4834-998b-6c1be8ba9f3f,c3,c5,26,p2,?,surb={'id': 'e00a34ea-5595-430d-86d5-2b3b7970b675', 'route': ['p2', 'e4', 'i10', 'x2', 'p3', 'c3']}
1769759110.9256017,RECEIVED,8dce7b60-33aa-4205-b1e7-301fb34aa86c,d039abd8-856a-4fce-9e57-d6552315552e,c1,c5,27,p2,?,surb={'id': '0f4df0f2-727e-4c6a-bd77-836ff94205fd', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769759111.2506237,SENT,9ace7da5-d2fb-42d8-b0d4-ac79a1017e20,7159be6d-baa0-499a-b5bd-6ad4a280ae80,c5,c3,3372,?,p2,
1769759111.2507246,CREATED,004b73bd-a197-40f2-8721-30b127978d6c,0768e890-28e8-4f1d-ac97-149ed6b4cb80,c5,c3,27,?,?,surb={'id': 'ae05d73c-c840-49ba-88ab-f0a3a4dc990e', 'route': ['p3', 'e7', 'i2', 'x7', 'p2', 'c5']}
1769759111.5881338,RECEIVED,ec8380cb-42a2-40bd-b77e-c6731bb4951c,ab0c4875-732b-486d-a375-10146de8754c,c1,c5,26,p2,?,surb={'id': 'c6256df1-6167-47a7-87ed-ade994fefa7e', 'route': ['p2', 'e11', 'i10', 'x5', 'p1', 'c1']}
1769759111.8088994,SENT,55944ed0-a7df-4a59-ad65-02ca55c245d1,54ec9615-a399-4016-89a8-099703a422c1,c5,c3,3371,?,p2,
1769759111.8090303,CREATED,77e8c2c8-2ee0-4f27-b000-b7885eccf0fe,0768e890-28e8-4f1d-ac97-149ed6b4cb80,c5,c3,27,?,?,surb={'id': 'ae05d73c-c840-49ba-88ab-f0a3a4dc990e', 'route': ['p3', 'e7', 'i2', 'x7', 'p2', 'c5']}
1769759111.9959488,RECEIVED,9190c1be-703f-47a8-980b-27af48abce53,bf121fb8-d554-45c9-8ebd-94e4278de950,c1,c5,27,p2,?,surb={'id': '1767a846-acf7-4972-aa13-742ba7c40fd2', 'route': ['p2', 'e5', 'i6', 'x2', 'p1', 'c1']}
1769759112.0913043,RECEIVED,d9089445-5fb7-4186-bd6f-feadda0a022a,0b9d7792-71b1-43ac-bdfd-788a425c706b,c1,c5,27,p2,?,surb={'id': 'e37d497e-b957-4f50-a5b5-f9cd74ccddfb', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769759112.3131742,RECEIVED,e384e6a5-3a6c-4d3d-9235-f6b863acb950,6bded978-aefa-4834-998b-6c1be8ba9f3f,c3,c5,26,p2,?,surb={'id': 'e00a34ea-5595-430d-86d5-2b3b7970b675', 'route': ['p2', 'e4', 'i10', 'x2', 'p3', 'c3']}
1769759112.3199136,SENT,88756ee5-698e-4e85-9b88-76080800f6fe,27e9c883-6d0a-4056-9862-fa2239b32d5b,c5,c3,3380,?,p2,
1769759112.3202171,CREATED,5b69550d-4186-4136-94dc-40002e7c37a1,8379db69-1d3f-4ebf-baa6-18ddeadaf126,c5,c3,27,?,?,surb={'id': '4e8fc2ac-4884-4a20-b321-c98ff5de9218', 'route': ['p3', 'e5', 'i4', 'x6', 'p2', 'c5']}
1769759112.3901992,RECEIVED,11fe2f94-a57d-4ea9-b3b0-3d05eb0293ad,1f1b8185-4101-4f2f-a82d-0e983853ad9d,c1,c5,27,p2,?,surb={'id': '1bf75329-cf8e-45ac-9524-4fa464ccf6af', 'route': ['p2', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769759112.4793086,RECEIVED,0b76e347-7dd0-4720-bb2d-8968b18916b3,d85e4a09-0bc0-45aa-aaf0-0b17858b5670,c3,c5,27,p2,?,surb={'id': '867c21f5-c915-4cc7-86f9-939b2db9a025', 'route': ['p2', 'e6', 'i11', 'x7', 'p3', 'c3']}
1769759112.5633833,RECEIVED,51c44208-6449-4582-acd2-916ef194a256,d039abd8-856a-4fce-9e57-d6552315552e,c1,c5,27,p2,?,surb={'id': '0f4df0f2-727e-4c6a-bd77-836ff94205fd', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769759112.630333,RECEIVED,75264234-5f7f-46b0-b681-a2aa2c81f0df,238589fa-2a39-45c9-b8c5-2a62bd0c7d9c,c1,c5,26,p2,?,surb={'id': 'f64448dd-c45e-452d-b736-363f0ee139ba', 'route': ['p2', 'e11', 'i6', 'x3', 'p1', 'c1']}
1769759112.8339918,RECEIVED,1cdfc65e-0220-49c7-a252-0813ec849885,ab0c4875-732b-486d-a375-10146de8754c,c1,c5,26,p2,?,surb={'id': 'c6256df1-6167-47a7-87ed-ade994fefa7e', 'route': ['p2', 'e11', 'i10', 'x5', 'p1', 'c1']}
1769759112.8542957,SENT,d320d781-a407-4480-a4e7-5679139fa1ee,e1721f98-a0ed-4668-82e8-3af75fda307e,c5,c3,3371,?,p2,
1769759112.854446,CREATED,4eeb4a2d-d706-405c-adba-b3ed7b125bb4,8379db69-1d3f-4ebf-baa6-18ddeadaf126,c5,c3,27,?,?,surb={'id': '4e8fc2ac-4884-4a20-b321-c98ff5de9218', 'route': ['p3', 'e5', 'i4', 'x6', 'p2', 'c5']}
1769759112.972905,SENT,a583f828-385c-40c4-aca1-3e5f739a0a41,905ad2f6-be0d-4cc5-acc5-5df39b7418bc,c5,c3,3384,?,p2,
