timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475340.9563694,SENT,67988f97-88a1-4bb4-be03-0d3716bddcf0,1db99a93-1351-441f-b9f3-e6265efbb0e3,c2,c3,3393,?,p2,
1769475340.9565587,CREATED,3fcf5a6e-ded9-4db0-b9c7-49b92679a1cd,50285213-8073-45b5-b6b2-1c52271f5089,c2,c3,27,?,?,surb={'id': '641c8d27-1ed8-4915-b3f7-e575bbe21e8d', 'route': ['p3', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769475689.3781867,RECEIVED,3807b04d-f359-45b6-8d11-a002d5a452f7,df18a7c9-1b7f-4a1e-b893-dc1817642e13,c3,c2,27,p2,?,surb={'id': '8029295c-c425-48f0-99e1-b094a85b7ae8', 'route': ['p2', 'e1', 'i12', 'x7', 'p3', 'c3']}
1769475689.3813496,SENT,38dd1a40-71b9-4cc3-9b34-7e70d486278b,b581991e-4a17-4079-a5ae-c129fcc52c5e,c2,c3,3360,?,p2,
1769475689.3814425,CREATED,7009aff6-3c19-4fe9-8c0a-d32b7f4cf82f,90fe3769-85d0-4f29-9f4a-e4ed0c553e9e,c2,c3,26,?,?,surb={'id': 'e5e629a7-ad09-4b0c-9682-8fb9509b06f4', 'route': ['p3', 'e2', 'i3', 'x9', 'p2', 'c2']}
1769475689.8130174,SENT,c4d98662-8acd-4db5-bd3f-30d159f20867,92d9d2e4-8165-46ab-b1aa-d96731aac596,c2,c3,3384,?,p2,
1769475689.8132055,CREATED,ff82afd4-d75a-4fc3-b4ea-6096b67fa4ee,90fe3769-85d0-4f29-9f4a-e4ed0c553e9e,c2,c3,26,?,?,surb={'id': 'e5e629a7-ad09-4b0c-9682-8fb9509b06f4', 'route': ['p3', 'e2', 'i3', 'x9', 'p2', 'c2']}
1769475689.8876667,RECEIVED,0cf34f1d-4b22-4e4a-9fe4-4402d4d9b250,7361de86-47d9-4e01-a055-9f899758884a,c3,c2,27,p2,?,surb={'id': '6396e838-1aaa-42b9-97da-aa562e01bb5c', 'route': ['p2', 'e2', 'i4', 'x9', 'p3', 'c3']}
1769475690.0634649,SENT,f29dd40b-6980-4641-ad5c-bc99a91fbd33,88cf6645-c862-4702-a4fe-fad93d203019,c2,c3,3398,?,p2,
1769475690.0636058,CREATED,cb6845db-3610-4a50-b4e1-d956deaf8e2f,e4ca84af-ccd1-45ad-af3d-599fc7a69468,c2,c3,26,?,?,surb={'id': '43c66440-c753-4813-a7fe-6474f0920443', 'route': ['p3', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769475690.428964,SENT,11b4fb4f-0e09-438f-ac97-849dc8944e00,603d5871-dd84-4d1f-bac5-566601a8422c,c2,c3,3356,?,p2,
1769475690.4291391,CREATED,5c09c8c7-3006-4b9d-a316-2e71718d0e5b,e4ca84af-ccd1-45ad-af3d-599fc7a69468,c2,c3,26,?,?,surb={'id': '43c66440-c753-4813-a7fe-6474f0920443', 'route': ['p3', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769475690.4839487,RECEIVED,abef181f-1bfa-4a9e-b7f4-8e94936b0cc7,7361de86-47d9-4e01-a055-9f899758884a,c3,c2,27,p2,?,surb={'id': '6396e838-1aaa-42b9-97da-aa562e01bb5c', 'route': ['p2', 'e2', 'i4', 'x9', 'p3', 'c3']}
1769475690.6645055,RECEIVED,41a33f3a-7c1a-407a-b746-e646052b69d0,ca72b046-c528-4439-a029-bd059c5a534f,c3,c2,27,p2,?,surb={'id': '159f59d1-0fdc-4ef3-8bf2-f020bec5b8da', 'route': ['p2', 'e4', 'i9', 'x11', 'p3', 'c3']}
1769475690.9231763,SENT,5a80f98f-298b-4c1f-9485-8f05c1588470,959f7012-a930-4dbe-a259-c421a7ea0bd4,c2,c3,3369,?,p2,
1769475690.9232903,CREATED,72e03cc5-3359-4e01-92c9-7c9d1cfb7c62,42bf0ec1-7128-437e-8730-eaf9786afd01,c2,c3,26,?,?,surb={'id': '15fab7d9-b64f-4bcf-8edb-f5e34a159f3f', 'route': ['p3', 'e12', 'i6', 'x7', 'p2', 'c2']}
1769475691.1314056,SENT,4df20eda-f1c3-45e6-b1ae-1c72006a1597,44bb7a1f-2c5c-4750-bff0-24bfb9013b52,c2,c3,3385,?,p2,
1769475691.1315737,CREATED,978a21e8-bbcc-4e90-8d57-b853984e9a90,42bf0ec1-7128-437e-8730-eaf9786afd01,c2,c3,26,?,?,surb={'id': '15fab7d9-b64f-4bcf-8edb-f5e34a159f3f', 'route': ['p3', 'e12', 'i6', 'x7', 'p2', 'c2']}
1769475691.3289683,SENT,cd3539a8-9ea2-4f69-b1d0-2a3ed0992a29,f0d1bf3d-18ed-4681-afc2-e7b4addf9c7d,c2,c3,3383,?,p2,
1769475691.329169,CREATED,fd2b9422-24b4-4ae8-911c-d2d6d9666085,1622a66a-fd52-4fb4-a8b0-0d14c32507b0,c2,c3,27,?,?,surb={'id': 'a7fbe7cf-1eda-4652-8f31-d359d67bd021', 'route': ['p3', 'e6', 'i4', 'x8', 'p2', 'c2']}
1769475691.3543522,SENT,b1c17ae4-ce05-4eba-ab9e-256faf724d4b,67104e89-a4f9-40bd-817f-ae79dd22a3f0,c2,c3,3379,?,p2,
1769475691.3545024,CREATED,e2ffce80-8800-4a1b-b95b-ed5a5182eb3f,1622a66a-fd52-4fb4-a8b0-0d14c32507b0,c2,c3,27,?,?,surb={'id': 'a7fbe7cf-1eda-4652-8f31-d359d67bd021', 'route': ['p3', 'e6', 'i4', 'x8', 'p2', 'c2']}
1769475691.508176,SENT,3e39c52a-72c2-4675-ba53-8f0e56117ad3,9b38180e-989b-474b-a18e-fcd79d80c97e,c2,c3,3376,?,p2,
1769475691.5083275,CREATED,5085080a-4dfb-4089-ae4c-aa512e45abec,4e54385e-6871-444f-87ea-a0069d0af8f2,c2,c3,27,?,?,surb={'id': 'b6438d2c-a092-46c7-9103-2fa39307b9a6', 'route': ['p3', 'e2', 'i9', 'x10', 'p2', 'c2']}
1769475691.8979018,RECEIVED,becd0409-a5e9-41e9-a7a3-142ce44a44ca,df18a7c9-1b7f-4a1e-b893-dc1817642e13,c3,c2,27,p2,?,surb={'id': '8029295c-c425-48f0-99e1-b094a85b7ae8', 'route': ['p2', 'e1', 'i12', 'x7', 'p3', 'c3']}
1769475692.146228,SENT,13e80e8d-43a3-4ff3-b003-d5d6073c1371,37d47076-c620-4fed-b103-b2e53828b4fa,c2,c3,3376,?,p2,
1769475692.1463754,CREATED,a607c403-1b62-4317-a192-9015e545c4df,4e54385e-6871-444f-87ea-a0069d0af8f2,c2,c3,27,?,?,surb={'id': 'b6438d2c-a092-46c7-9103-2fa39307b9a6', 'route': ['p3', 'e2', 'i9', 'x10', 'p2', 'c2']}
1769475692.2694733,RECEIVED,09d1fbc3-86cd-4a90-a77f-520f98de7ec1,1247bb5d-0932-4ecc-9bfc-bc482e2a86d9,c3,c2,27,p2,?,surb={'id': 'ae62bd45-b028-4ee1-9e79-579bd04a4d2f', 'route': ['p2', 'e9', 'i2', 'x3', 'p3', 'c3']}
1769475692.3621619,SENT,cc1ee52b-882b-4fd1-8f4f-509cf0adc543,b226b086-2127-45c9-9ba3-7b3e40612c43,c2,c3,3391,?,p2,
1769475692.3623147,CREATED,e18239f3-a7e2-44bb-8463-d5377bc20795,302b2a54-3d0c-41d2-ab7d-8f606fc25517,c2,c3,27,?,?,surb={'id': '5fe1bbfa-25b3-4e3a-a08d-9db2070a99a9', 'route': ['p3', 'e12', 'i4', 'x1', 'p2', 'c2']}
1769475692.5983012,RECEIVED,3711ec81-c510-4327-a3df-c2c2bbcb3be4,4b1cd76e-bca5-4434-8eb6-0111a05affe8,c3,c2,27,p2,?,surb={'id': '353cf798-38c5-4def-a83b-35ce61517b1b', 'route': ['p2', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769475692.780874,SENT,362b1c2e-243f-4bc6-b038-fa35d37bdd16,75fd6d17-e627-4949-9664-71779d348b47,c2,c3,3391,?,p2,
1769475692.7810264,CREATED,ff839d0e-5f22-4eb6-92ba-38a64c6b01ce,302b2a54-3d0c-41d2-ab7d-8f606fc25517,c2,c3,27,?,?,surb={'id': '5fe1bbfa-25b3-4e3a-a08d-9db2070a99a9', 'route': ['p3', 'e12', 'i4', 'x1', 'p2', 'c2']}
1769475692.8654892,SENT,d98a1426-f3f5-4772-aeae-022b721a37f3,60ae7731-8105-4fee-88d6-700751dfbac3,c2,c3,3383,?,p2,
1769475692.865637,CREATED,8cf1b4c9-c320-4e75-9b5d-96a125c1d4e4,3b0bcfc1-e868-47ae-8e45-19656c89040a,c2,c3,27,?,?,surb={'id': 'c5a58710-da8b-4ab1-b88d-86b92e843c56', 'route': ['p3', 'e10', 'i4', 'x7', 'p2', 'c2']}
1769475692.9153342,RECEIVED,90faf956-86fd-4e76-b452-59ce3efa9443,8a397742-57c4-47cd-b3fa-b4a896395c04,c3,c2,27,p2,?,surb={'id': '9ec76b3e-2fa6-4e5c-bd5b-2c64dcc8c7ea', 'route': ['p2', 'e5', 'i4', 'x6', 'p3', 'c3']}
1769475692.9982135,SENT,bd5418bc-f457-4634-a30b-7d9b3e9f43a5,e5d10e21-5220-4597-9dcb-042b4dbf06bd,c2,c3,3359,?,p2,
1769475692.9983644,CREATED,c806d820-6916-4628-8b2a-40e01ee43c52,3b0bcfc1-e868-47ae-8e45-19656c89040a,c2,c3,27,?,?,surb={'id': 'c5a58710-da8b-4ab1-b88d-86b92e843c56', 'route': ['p3', 'e10', 'i4', 'x7', 'p2', 'c2']}
1769475693.2804968,SENT,17888c99-b13e-408d-b862-f599db7aeadc,0138cffb-9402-4efd-8e8b-29f55184e98b,c2,c3,3391,?,p2,
1769475693.2806015,CREATED,b1ef6c3f-8f19-4b2a-8006-607c23d89bb3,a1388c9b-1949-4a19-8cdc-7384d1dfeb3e,c2,c3,27,?,?,surb={'id': '3ba4aa15-362d-46a5-943e-8cbef71193d5', 'route': ['p3', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769475693.3229814,RECEIVED,da71e94a-88c3-48d3-a607-6209257c89f0,53521b0c-245a-461d-9a4a-e1a79c3e1a08,c3,c2,27,p2,?,surb={'id': 'ced50cce-dda4-4e2a-a543-b2c7ac9f9b81', 'route': ['p2', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769475693.5066662,SENT,e8f169c0-0230-4916-8bbb-7787147eb123,92efbbf0-f098-4dc3-9963-5cf2e4e87685,c2,c3,3384,?,p2,
1769475693.5068035,CREATED,5acc9ae8-08af-437e-9f93-ba42d9a1af7a,a1388c9b-1949-4a19-8cdc-7384d1dfeb3e,c2,c3,27,?,?,surb={'id': '3ba4aa15-362d-46a5-943e-8cbef71193d5', 'route': ['p3', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769475693.72909,SENT,59d95ad8-7849-4a74-8ab7-229abfaafbdc,f53518eb-a18c-4a44-aa3d-d3b2f5c68b25,c2,c3,3391,?,p2,
1769475693.7291665,CREATED,f52b783d-c2cc-4e90-b2f8-cb2d3786ba4b,97c71df8-4d54-4ed2-a471-1db0f199d69d,c2,c3,27,?,?,surb={'id': '3d73c619-8e3b-4f3d-a513-165575c66ea4', 'route': ['p3', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769475693.7528,RECEIVED,bceab823-442c-49fb-a9e4-8bcdf8c2f14f,53521b0c-245a-461d-9a4a-e1a79c3e1a08,c3,c2,27,p2,?,surb={'id': 'ced50cce-dda4-4e2a-a543-b2c7ac9f9b81', 'route': ['p2', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769475693.8012516,RECEIVED,df63bbde-5862-47a5-beb9-52e5853898fc,5be4adcf-4120-4aa2-a18f-40709ec45c01,c3,c2,27,p2,?,surb={'id': '47eb0493-2ac5-434c-8899-b41835069281', 'route': ['p2', 'e12', 'i1', 'x10', 'p3', 'c3']}
1769475693.9695156,RECEIVED,1cb19fb8-5086-416a-a7ce-0b03243e9108,5be4adcf-4120-4aa2-a18f-40709ec45c01,c3,c2,27,p2,?,surb={'id': '47eb0493-2ac5-434c-8899-b41835069281', 'route': ['p2', 'e12', 'i1', 'x10', 'p3', 'c3']}
1769475694.3354337,SENT,af109922-fa4b-4eae-97de-33cd1c5c220e,dd36fdec-c1f5-42a9-9feb-4763b75461d4,c2,c3,3393,?,p2,
1769475694.335586,CREATED,3c73164a-a79d-4f14-805a-1b35ad1e06b6,97c71df8-4d54-4ed2-a471-1db0f199d69d,c2,c3,27,?,?,surb={'id': '3d73c619-8e3b-4f3d-a513-165575c66ea4', 'route': ['p3', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769475694.3853235,SENT,1c49c152-f40e-4e95-a5f4-f5fcb750f54f,439ec1ca-d122-4e92-b35a-823c69f2ddeb,c2,c3,3388,?,p2,
1769475694.3854742,CREATED,1112d627-d1cd-4548-8d00-8fb61b3208af,86a2e8c4-8f87-4184-9972-12fc2ff126c6,c2,c3,27,?,?,surb={'id': 'f82b0de9-1b6b-4750-9af7-8e992860f28a', 'route': ['p3', 'e6', 'i1', 'x8', 'p2', 'c2']}
1769475694.5546262,SENT,19aaaba7-5fc7-4bf7-ab9d-45d9a7be1179,ccf6d0af-d5fa-4293-b8b7-d93ed9feb253,c2,c3,3388,?,p2,
1769475694.554782,CREATED,71094f4e-127a-4abc-abd4-01b2b2ddd9c6,86a2e8c4-8f87-4184-9972-12fc2ff126c6,c2,c3,27,?,?,surb={'id': 'f82b0de9-1b6b-4750-9af7-8e992860f28a', 'route': ['p3', 'e6', 'i1', 'x8', 'p2', 'c2']}
1769475694.7005107,SENT,15fbb42f-c52e-4e00-95a9-4bc044b8a4e4,de61a0f9-c289-4616-9961-18f1bdeb00e2,c2,c3,3383,?,p2,
1769475694.7006564,CREATED,06dc8b72-83b7-49e7-a723-34a00f92ceed,5eb66c06-6375-44c8-8c6b-0db6cd9f5b94,c2,c3,26,?,?,surb={'id': '6f278bfc-636e-41dd-8fb7-85055237a005', 'route': ['p3', 'e7', 'i4', 'x11', 'p2', 'c2']}
1769475694.8126361,SENT,aba541bd-89c9-4165-9d36-435df2383997,d89a435f-c7dc-4eb4-bc0f-23f5fe88b861,c2,c3,3375,?,p2,
1769475694.8127887,CREATED,96e004c8-a800-4ca2-a08a-245713198446,5eb66c06-6375-44c8-8c6b-0db6cd9f5b94,c2,c3,26,?,?,surb={'id': '6f278bfc-636e-41dd-8fb7-85055237a005', 'route': ['p3', 'e7', 'i4', 'x11', 'p2', 'c2']}
1769475694.9579961,SENT,74e71738-f386-4d21-9f0d-861c111d8033,03bee5cd-7d0e-4485-bed3-a1697bd705e5,c2,c3,3374,?,p2,
1769475694.958173,CREATED,38f108ce-aa16-4978-b6b9-db8743d351b7,2db8afbe-6123-4a54-b397-3230a05be22b,c2,c3,27,?,?,surb={'id': '21e4a4fe-0f98-407e-a662-e3bff2fae65a', 'route': ['p3', 'e4', 'i3', 'x10', 'p2', 'c2']}
1769475694.9662197,RECEIVED,0976264b-5a92-4746-8e73-866c391c4789,3a96a906-12a4-4378-9e8d-34b6d5382de7,c3,c2,27,p2,?,surb={'id': '3d1d087d-45e3-4920-a494-435e0d1ab06d', 'route': ['p2', 'e5', 'i3', 'x2', 'p3', 'c3']}
1769475695.7493353,SENT,edc4ccdc-03b9-4273-9abf-7730cb856a66,be486d2d-9293-4f05-adcd-e43a2f31f2a1,c2,c3,3391,?,p2,
1769475695.749495,CREATED,88bc398a-518a-4452-ba03-6bb18d45d0b6,2db8afbe-6123-4a54-b397-3230a05be22b,c2,c3,27,?,?,surb={'id': '21e4a4fe-0f98-407e-a662-e3bff2fae65a', 'route': ['p3', 'e4', 'i3', 'x10', 'p2', 'c2']}
1769475696.0373373,SENT,d3b60e22-2873-4baa-8845-7c37ac539a69,f595b71a-789b-4f8e-b5e4-1ebbfa8bd194,c2,c3,3380,?,p2,
1769475696.0374222,CREATED,96edbce0-8804-4559-99c6-357b731293c7,6d5ce267-0e82-4913-8efa-8f00204026ee,c2,c3,27,?,?,surb={'id': '55c2adf9-5f6c-4576-83f2-f5d8d94d74a6', 'route': ['p3', 'e7', 'i4', 'x3', 'p2', 'c2']}
1769475696.5809073,RECEIVED,14498f23-faac-476e-adde-87e91a701bef,c76387e1-9d16-4978-8b09-6a547ffccf1b,c3,c2,27,p2,?,surb={'id': '1f5c674f-f808-4605-8309-ab9e1da795fe', 'route': ['p2', 'e3', 'i2', 'x4', 'p3', 'c3']}
1769475696.692621,RECEIVED,4bb83e26-14c1-4448-aa4d-fee7c4e69ede,c76387e1-9d16-4978-8b09-6a547ffccf1b,c3,c2,27,p2,?,surb={'id': '1f5c674f-f808-4605-8309-ab9e1da795fe', 'route': ['p2', 'e3', 'i2', 'x4', 'p3', 'c3']}
1769475696.7100115,RECEIVED,73675929-d057-470d-bb5b-31238422bdb1,735a6b06-bb51-45a4-9f55-a40a9b13c6ca,c3,c2,27,p2,?,surb={'id': 'abd93666-f399-4eed-9c12-ad2b7eaeefb3', 'route': ['p2', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769475696.7250743,SENT,3e749b85-b978-4e06-8f71-347e36237117,89575354-c854-46d9-8b24-7aa47740dc47,c2,c3,3358,?,p2,
1769475696.725225,CREATED,38bb9e64-4439-4d85-944a-134d3d21f7aa,6d5ce267-0e82-4913-8efa-8f00204026ee,c2,c3,27,?,?,surb={'id': '55c2adf9-5f6c-4576-83f2-f5d8d94d74a6', 'route': ['p3', 'e7', 'i4', 'x3', 'p2', 'c2']}
1769475696.7593088,SENT,46d28c20-ea3d-42dd-8788-ce88e8de3327,589677ad-44fd-4af7-a534-975c35d2c93d,c2,c3,3395,?,p2,
1769475696.7594507,CREATED,7c10f17c-5143-4e70-9aed-3212c91c10c7,854f86fb-0a3a-4b75-86c9-9812469720e3,c2,c3,27,?,?,surb={'id': 'c399fd3c-7ee1-47d8-a2b2-cac82f4e796f', 'route': ['p3', 'e11', 'i5', 'x11', 'p2', 'c2']}
1769475697.2110426,RECEIVED,8a666ddf-5f24-41b3-acc4-d023af815b61,3a96a906-12a4-4378-9e8d-34b6d5382de7,c3,c2,27,p2,?,surb={'id': '3d1d087d-45e3-4920-a494-435e0d1ab06d', 'route': ['p2', 'e5', 'i3', 'x2', 'p3', 'c3']}
1769475697.2442465,SENT,dbb39eaa-4d5c-46c8-9845-329a6b9e0f4d,a949777e-7bc7-4ea1-80f8-484f35e789f4,c2,c3,3375,?,p2,
1769475697.2443943,CREATED,39e26cbb-80f9-4675-ae2f-194b2b444b14,854f86fb-0a3a-4b75-86c9-9812469720e3,c2,c3,27,?,?,surb={'id': 'c399fd3c-7ee1-47d8-a2b2-cac82f4e796f', 'route': ['p3', 'e11', 'i5', 'x11', 'p2', 'c2']}
1769475697.268385,RECEIVED,1319722c-54cd-4f28-9d37-ca45d7a286ee,25a33b07-1725-4e84-a764-5c97cb8a6924,c3,c2,27,p2,?,surb={'id': 'a8c2bd81-8c0a-4007-b481-227ea2d61af6', 'route': ['p2', 'e6', 'i12', 'x6', 'p3', 'c3']}
1769475697.3056698,SENT,c78a0abf-5b2f-4fdf-979d-cce38522d679,3e4cd776-8408-4b7f-8dfc-5c18de6c68cb,c2,c3,3389,?,p2,
1769475697.3058314,CREATED,e4691d8b-8b30-44d4-8d52-224821b7e0da,f5f1b455-912a-40a5-a83f-339adebccbd6,c2,c3,26,?,?,surb={'id': 'e6a87205-a59d-4375-af78-3dfa75a2e66f', 'route': ['p3', 'e9', 'i11', 'x1', 'p2', 'c2']}
1769475697.3107114,RECEIVED,72ab0c26-03a9-447a-9338-d43b3d1b053a,4b1cd76e-bca5-4434-8eb6-0111a05affe8,c3,c2,27,p2,?,surb={'id': '353cf798-38c5-4def-a83b-35ce61517b1b', 'route': ['p2', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769475697.5200105,SENT,a6f6bb06-34a2-4b54-80c8-87a65b288787,8609430a-3436-4708-9c27-f7459dc84209,c2,c3,3379,?,p2,
1769475697.5201926,CREATED,6c166f07-5564-4c25-aa8a-370d7d9e0ae8,f5f1b455-912a-40a5-a83f-339adebccbd6,c2,c3,26,?,?,surb={'id': 'e6a87205-a59d-4375-af78-3dfa75a2e66f', 'route': ['p3', 'e9', 'i11', 'x1', 'p2', 'c2']}
1769475697.8564293,RECEIVED,1ae25fee-eb85-4d63-85c7-0a1bf94878c1,a33ff76a-d0cd-4e87-8c95-4f1770a7d887,c3,c2,26,p2,?,surb={'id': '43046d6c-b570-499b-a35c-1f1976a2f1a1', 'route': ['p2', 'e8', 'i9', 'x9', 'p3', 'c3']}
1769475698.0244548,SENT,125a4369-1370-4bbc-88ab-07c4bce7b445,3c9c7a24-a748-4acb-8669-891bd0b884da,c2,c3,3407,?,p2,
1769475698.025041,CREATED,1c8d6b29-2c4b-4650-b0a3-896667f1f8ad,3bb067dc-5f77-49e9-a37c-84370cc3e798,c2,c3,27,?,?,surb={'id': '25638bb0-a685-4151-aab3-eaf10c73f24d', 'route': ['p3', 'e1', 'i5', 'x10', 'p2', 'c2']}
1769475698.0851378,RECEIVED,06601354-0197-456e-9f56-deca25a56a09,dbaee72e-2f90-4116-95d3-559063c5b5f6,c3,c2,27,p2,?,surb={'id': '7f4d9ec3-d273-4687-90c4-e47243aa5659', 'route': ['p2', 'e5', 'i10', 'x12', 'p3', 'c3']}
1769475698.2384067,SENT,1d7144e6-f6f2-4dac-a03b-ceac240e6cd6,ec4c6f30-fcb2-4377-a8c8-59fd6b5d5fd0,c2,c3,3378,?,p2,
1769475698.2385604,CREATED,49dda61c-4961-48b4-829c-dd9f450ed7ee,3bb067dc-5f77-49e9-a37c-84370cc3e798,c2,c3,27,?,?,surb={'id': '25638bb0-a685-4151-aab3-eaf10c73f24d', 'route': ['p3', 'e1', 'i5', 'x10', 'p2', 'c2']}
1769475698.8034227,SENT,8a907d5c-41c1-4d4e-9082-43250c3d2b2c,17c729cf-5eb7-4c31-951b-574e59bda2f6,c2,c3,3384,?,p2,
1769475698.8053532,CREATED,d49093ba-7f17-43b7-8e19-6ebd183f22aa,8f9be9b3-c7f1-42eb-9b27-66b9b9154a44,c2,c3,27,?,?,surb={'id': 'f7e8541a-ff76-416f-b955-a1c7e823bd77', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c2']}
1769475698.8237152,SENT,d5f48c1c-ba8d-4680-b4d3-0074444cc040,6e8eb86f-713c-4b1b-be1f-7f8ab32bd47e,c2,c3,3376,?,p2,
1769475698.8238606,CREATED,daf35aa0-2ade-410f-8890-c973b752bbd3,8f9be9b3-c7f1-42eb-9b27-66b9b9154a44,c2,c3,27,?,?,surb={'id': 'f7e8541a-ff76-416f-b955-a1c7e823bd77', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c2']}
1769475699.0006878,SENT,39cbceaa-5e48-40ff-a537-c3b844d2c178,1252b0e2-ea19-4fd8-ad88-8c91e08eb401,c2,c3,3375,?,p2,
1769475699.000838,CREATED,578f2a55-727a-484a-b35f-97afbb7889aa,71606c17-7a0a-477d-8190-62ecebfd4e48,c2,c3,26,?,?,surb={'id': '465279f0-29e4-4b94-8a5c-1954159c60d4', 'route': ['p3', 'e1', 'i2', 'x5', 'p2', 'c2']}
1769475699.1653588,SENT,dc6387e9-e6db-4485-a067-f88203879057,995853e1-995d-4c99-b5ab-a3c337be6658,c2,c3,3379,?,p2,
1769475699.1655076,CREATED,55bff5d2-7700-4a66-a068-e15832fffc85,71606c17-7a0a-477d-8190-62ecebfd4e48,c2,c3,26,?,?,surb={'id': '465279f0-29e4-4b94-8a5c-1954159c60d4', 'route': ['p3', 'e1', 'i2', 'x5', 'p2', 'c2']}
1769475699.652271,SENT,5aab0f75-493a-4c58-b6da-157c7e62758f,9977e453-6ca0-4eba-90f9-4b79841120aa,c2,c3,3383,?,p2,
1769475699.6524124,CREATED,3bfc92b4-6c53-4664-be32-eaaed50611c4,939fe410-1b29-42b2-a6d8-5c3b1d936841,c2,c3,27,?,?,surb={'id': '0c865b5f-c33e-4754-beb7-ef3902547468', 'route': ['p3', 'e5', 'i5', 'x3', 'p2', 'c2']}
1769475700.486985,RECEIVED,fdef311b-ffd9-42d6-8eaf-38c9ec918da2,8fb3ba94-9f72-4730-a8b8-7ba2319b4d41,c3,c2,26,p2,?,surb={'id': '56fba231-6b3a-43a5-87a1-b92c915dfe40', 'route': ['p2', 'e2', 'i4', 'x3', 'p3', 'c3']}
1769475700.5875576,SENT,56488be2-daf2-4aea-b21c-547471edb2b6,d2a710d3-6fcf-43c3-a33a-5981c969deac,c2,c3,3383,?,p2,
1769475700.5877044,CREATED,2b5b059b-71a5-44f5-a063-7bc20f079ced,939fe410-1b29-42b2-a6d8-5c3b1d936841,c2,c3,27,?,?,surb={'id': '0c865b5f-c33e-4754-beb7-ef3902547468', 'route': ['p3', 'e5', 'i5', 'x3', 'p2', 'c2']}
1769475700.81386,SENT,2febd5c4-1f7f-4021-8b09-89d9d208e399,bc722f35-58a3-4011-8de8-04e55d661734,c2,c3,3388,?,p2,
1769475700.814008,CREATED,c060aa9a-633c-41cf-a28f-da747c83a73a,bc9ff6b0-7f86-4e4c-97b8-267c3ba70fd0,c2,c3,27,?,?,surb={'id': '5bb4152b-2d9f-41c9-bab8-bd9936f2e2dd', 'route': ['p3', 'e2', 'i10', 'x6', 'p2', 'c2']}
1769475700.9302332,SENT,559c9a18-6ad9-4b5a-8204-b938cf5a5721,d4adaf0d-cf89-4e05-8af9-fbe248694bbd,c2,c3,3383,?,p2,
1769475700.9303815,CREATED,a034f33a-0a43-48cd-855e-40a98bad3503,bc9ff6b0-7f86-4e4c-97b8-267c3ba70fd0,c2,c3,27,?,?,surb={'id': '5bb4152b-2d9f-41c9-bab8-bd9936f2e2dd', 'route': ['p3', 'e2', 'i10', 'x6', 'p2', 'c2']}
1769475701.0628173,SENT,2ab03214-259d-4308-8561-f21ef6ccc4b2,d791d34b-f896-41c4-ae5b-191e3b963672,c2,c3,3376,?,p2,
1769475701.062967,CREATED,eadc7f7e-1442-43c7-811b-5100facda163,7be8fec7-f927-4e7d-a100-3c68bcb7e854,c2,c3,27,?,?,surb={'id': '9720a2f9-71d3-4e89-9c29-e2a62a2fd663', 'route': ['p3', 'e3', 'i2', 'x3', 'p2', 'c2']}
1769475701.2758255,SENT,329bfe2c-02e6-423e-9c77-14fb7292f9a5,41935293-425c-4cdd-9607-f156dcf41300,c2,c3,3404,?,p2,
1769475701.2759192,CREATED,3908498b-c229-45cd-8d71-fed8195e0653,7be8fec7-f927-4e7d-a100-3c68bcb7e854,c2,c3,27,?,?,surb={'id': '9720a2f9-71d3-4e89-9c29-e2a62a2fd663', 'route': ['p3', 'e3', 'i2', 'x3', 'p2', 'c2']}
1769475701.4301474,RECEIVED,603ae13a-7a88-465d-a8b4-9b587cd0dd2a,f56df0e5-0f8a-45c1-8932-9c39e394b3fa,c3,c2,27,p2,?,surb={'id': 'b02c2ef3-500e-45a1-8f15-3805a853e3ae', 'route': ['p2', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769475701.5350928,RECEIVED,0b30e05c-c021-4e80-9540-e38f176efb05,c46064a3-293f-4ad9-94ad-277622d8bd42,c3,c2,27,p2,?,surb={'id': '4ba2c1c3-5d1b-4859-b6e9-10485869721d', 'route': ['p2', 'e9', 'i10', 'x9', 'p3', 'c3']}
1769475701.69924,RECEIVED,bd42883e-db24-4a2a-9734-40fea74e2e99,185cb8ae-9916-4c67-812c-8abf6e566fb9,c3,c2,26,p2,?,surb={'id': '9c7fdcd4-86fd-4963-946f-249c29cd0750', 'route': ['p2', 'e12', 'i8', 'x10', 'p3', 'c3']}
