timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475351.5682976,SENT,8eb7923f-070e-4898-872c-91e585b2f4fe,ff6ea422-6ae1-4c63-8a9e-2a4fca42582f,c1,c4,3394,?,p1,
1769475351.5683672,CREATED,2aeb35e6-3ce0-40b4-b61a-e6d816176bed,3d765a5f-6d74-4e31-a042-ac0e99791d87,c1,c4,26,?,?,surb={'id': '2fce8fd2-d5fd-43ed-820c-34e157b63d4d', 'route': ['p1', 'e2', 'i6', 'x2', 'p1', 'c1']}
1769475351.613076,RECEIVED,55330473-752b-449d-8939-7cd8cd086e8a,ca02f76f-de89-43fe-aeb1-cbc5efb5687d,c4,c1,25,p1,?,surb={'id': '2f6e924a-5700-487e-8a32-0eb21906d23a', 'route': ['p1', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769475351.7920053,SENT,17b7b293-7233-4259-a2b1-85ba8dedc372,27e7eee5-6f04-44d8-9195-2987102b7f5b,c1,c4,3397,?,p1,
1769475351.7921026,CREATED,6ecc8183-6e13-4841-bad1-0a47d0302db2,982dc7b7-439d-42ec-999c-ddf781ad57ee,c1,c4,27,?,?,surb={'id': '3d49a49e-e973-4760-a438-a353cdad6a14', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769475352.1694493,SENT,fadcf62e-6682-4ccd-9051-84c4925c41d0,3842d36c-c9eb-443b-98ae-e5f94fb55f2c,c1,c4,3387,?,p1,
1769475352.1696155,CREATED,7dc1d274-58e4-4ea6-9c33-99a628dff122,982dc7b7-439d-42ec-999c-ddf781ad57ee,c1,c4,27,?,?,surb={'id': '3d49a49e-e973-4760-a438-a353cdad6a14', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769475352.3113055,SENT,7405688f-300e-4d21-8149-bf349c463ecb,4355786a-8276-4b45-8cf2-13da13458d66,c1,c4,3380,?,p1,
1769475352.311453,CREATED,ba899ee9-6a9d-44c0-ba7c-3ea574c99de2,055a9287-b84c-460d-aad9-2b4d7c92b960,c1,c4,27,?,?,surb={'id': '35d9607c-82a3-4547-b166-54f3576ec65b', 'route': ['p1', 'e7', 'i7', 'x12', 'p1', 'c1']}
1769475352.607222,SENT,0f4d226f-256a-43a6-9f1b-0dc617451fdb,93361947-2d09-43b1-b349-be60c30033c6,c1,c4,3391,?,p1,
1769475352.60743,CREATED,51cad5f9-b082-4627-98d4-587c049b9bf8,055a9287-b84c-460d-aad9-2b4d7c92b960,c1,c4,27,?,?,surb={'id': '35d9607c-82a3-4547-b166-54f3576ec65b', 'route': ['p1', 'e7', 'i7', 'x12', 'p1', 'c1']}
1769475352.6257172,RECEIVED,f0e3494a-5b79-4f1f-8bc2-45d61938c268,55d94798-501e-4245-bcff-71610456747c,c4,c1,27,p1,?,surb={'id': '81a01521-f995-4a0f-9592-3a85a9acd73e', 'route': ['p1', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769475352.6995008,RECEIVED,b969f1c6-2539-40b4-8916-71478f37bbd0,ca02f76f-de89-43fe-aeb1-cbc5efb5687d,c4,c1,25,p1,?,surb={'id': '2f6e924a-5700-487e-8a32-0eb21906d23a', 'route': ['p1', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769475352.715968,RECEIVED,a9ef7c14-0c8d-4109-bdd4-f7cd989b8f1b,e3f599d2-0002-4281-bc08-ee0341f3ebc8,c4,c1,27,p1,?,surb={'id': 'c0cd4aa4-8be4-4ff9-a924-3e985cf1794a', 'route': ['p1', 'e9', 'i9', 'x8', 'p1', 'c4']}
1769475352.74607,RECEIVED,2949c45c-0c7a-45ff-b505-0a5593f8b19a,625e5ea4-d1f5-410e-839f-fa8668865c0b,c4,c1,27,p1,?,surb={'id': '4798d03e-5f97-418c-87e0-394a373e9566', 'route': ['p1', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769475353.0000315,RECEIVED,6996bc13-95cb-4527-b6c6-69bf1de16a77,52f9407f-bde4-4e44-9d87-4d4e6676dccc,c4,c1,26,p1,?,surb={'id': 'f4233c9c-91a8-443d-8a25-04f15058ad15', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769475353.0962844,SENT,e554aad6-6a95-4dcb-a03b-63c979aff5ef,c9349eb6-4243-4255-9201-27c1d6c85d96,c1,c4,3397,?,p1,
1769475353.0964305,CREATED,934cd03d-008e-4904-9bae-ad9bfc5a64e3,8a7f6d04-5d68-4421-be2f-01ed8e995b21,c1,c4,27,?,?,surb={'id': '94c93140-9530-4f29-96f5-c48982a198e9', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769475353.5701897,RECEIVED,1f1cdd43-d381-4386-ac14-6179fe52cd82,625e5ea4-d1f5-410e-839f-fa8668865c0b,c4,c1,27,p1,?,surb={'id': '4798d03e-5f97-418c-87e0-394a373e9566', 'route': ['p1', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769475353.6351516,SENT,a46147d9-6082-4227-9fa1-16ba7a6d5d10,cdc8d497-cd61-4091-b826-19d054077551,c1,c4,3376,?,p1,
1769475353.6353014,CREATED,a2aef226-ea90-4ea0-96dc-10336c921f8f,8a7f6d04-5d68-4421-be2f-01ed8e995b21,c1,c4,27,?,?,surb={'id': '94c93140-9530-4f29-96f5-c48982a198e9', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769475353.6827872,RECEIVED,699c4303-971d-457d-96a9-685a884f4475,55d94798-501e-4245-bcff-71610456747c,c4,c1,27,p1,?,surb={'id': '81a01521-f995-4a0f-9592-3a85a9acd73e', 'route': ['p1', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769475354.2729907,SENT,94476c57-d980-447a-8932-acb36f6a059d,fe9b008d-0b2e-4e4a-af8d-fae35f501a00,c1,c4,3395,?,p1,
1769475354.2733068,CREATED,59ba166e-8bf5-4039-87cf-7310c75f9e2f,b670e684-04f0-4694-aac8-598ebb948057,c1,c4,27,?,?,surb={'id': '1e39da20-9317-489b-9baa-be9db8fa9df7', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c1']}
1769475354.28227,RECEIVED,f2952fe9-1cb8-43c2-911d-ab5262c4898c,52f9407f-bde4-4e44-9d87-4d4e6676dccc,c4,c1,26,p1,?,surb={'id': 'f4233c9c-91a8-443d-8a25-04f15058ad15', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769475354.4586372,SENT,5fb943f8-eef1-467f-bc87-b75f924786e8,783fba67-39c3-49d5-b864-e765ffafa4e1,c1,c4,3363,?,p1,
1769475354.458788,CREATED,6ca073dc-93fa-4336-8d78-5fe02af2c2a9,b670e684-04f0-4694-aac8-598ebb948057,c1,c4,27,?,?,surb={'id': '1e39da20-9317-489b-9baa-be9db8fa9df7', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c1']}
1769475354.6702843,RECEIVED,225b1e9a-821c-4f0d-ba4e-611b4e4cad74,915a9f47-1953-4566-b057-f132ac6e8f4e,c4,c1,27,p1,?,surb={'id': '0b71c9bc-ef5a-48ac-aa60-59de0e7a5453', 'route': ['p1', 'e5', 'i7', 'x1', 'p1', 'c4']}
1769475354.67437,SENT,cc67a3d3-04df-40ea-a711-34b725875695,2023c3ac-0e51-4794-be10-5d1a8de8a438,c1,c4,3388,?,p1,
1769475354.6745121,CREATED,2463e3b9-6d5e-4b6d-b053-581b816d69be,2a815e30-0c93-4232-b19e-980ee7f82502,c1,c4,25,?,?,surb={'id': '773cb88e-5d19-4464-a95c-5e1a0c11f2d0', 'route': ['p1', 'e5', 'i4', 'x2', 'p1', 'c1']}
1769475354.765677,RECEIVED,571e89c3-d32b-445f-a0e7-0b74a203b684,915a9f47-1953-4566-b057-f132ac6e8f4e,c4,c1,27,p1,?,surb={'id': '0b71c9bc-ef5a-48ac-aa60-59de0e7a5453', 'route': ['p1', 'e5', 'i7', 'x1', 'p1', 'c4']}
1769475354.8181322,RECEIVED,81359974-876e-4de2-abe1-4d39908f6064,0a4b0f3e-6d45-476f-856e-f03e452be655,c4,c1,26,p1,?,surb={'id': 'f962305f-a0af-44f0-ad55-da5b2ac75b19', 'route': ['p1', 'e1', 'i4', 'x12', 'p1', 'c4']}
1769475355.314642,SENT,5e4bf27b-57c2-4dfd-8edd-56e82d635687,2099b710-798b-48f4-8dc3-37cba6093e6d,c1,c4,3377,?,p1,
1769475355.3147752,CREATED,9a93496b-8b72-4ce3-9d22-7a75b62c2539,2a815e30-0c93-4232-b19e-980ee7f82502,c1,c4,25,?,?,surb={'id': '773cb88e-5d19-4464-a95c-5e1a0c11f2d0', 'route': ['p1', 'e5', 'i4', 'x2', 'p1', 'c1']}
1769475355.4093058,RECEIVED,e8b6e94b-4435-4e65-80c4-012abc226dc3,5abc3187-0dde-47d7-9b9b-5f1e6c7bdff5,c4,c1,27,p1,?,surb={'id': '7eee424d-2a0f-49f9-afb1-4a0f9468d6a5', 'route': ['p1', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769475355.6781373,SENT,6f25a275-eabb-417f-8930-050757d97720,aa2cbdc1-931a-4d90-a580-0ba436de8fa5,c1,c4,3358,?,p1,
1769475355.6782858,CREATED,437b9027-0f2e-476d-8208-c2f408b601a7,cb8b03e3-6388-4fc2-9d47-b4c8d03eb047,c1,c4,27,?,?,surb={'id': 'f19ca702-79e3-4e5c-b29c-1a5baa8e2e51', 'route': ['p1', 'e5', 'i3', 'x11', 'p1', 'c1']}
1769475355.749952,RECEIVED,48465104-8c2e-4659-a573-0dc49e0f153a,45cb7800-bc4d-4c59-b2fe-6e65b31480f7,c4,c1,26,p1,?,surb={'id': '9400e298-b64b-48eb-9040-504d8777977c', 'route': ['p1', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769475355.9156532,RECEIVED,f6be2a64-2a4b-4891-8786-74a1d628e8c1,45cb7800-bc4d-4c59-b2fe-6e65b31480f7,c4,c1,26,p1,?,surb={'id': '9400e298-b64b-48eb-9040-504d8777977c', 'route': ['p1', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769475356.0959823,SENT,90d41c93-8412-4927-9c8c-39a0d1c16637,61265ba6-793f-4fb4-a709-d7f2f4745eb6,c1,c4,3395,?,p1,
1769475356.0961728,CREATED,426ebe42-30b7-4859-b8f9-68926b133870,cb8b03e3-6388-4fc2-9d47-b4c8d03eb047,c1,c4,27,?,?,surb={'id': 'f19ca702-79e3-4e5c-b29c-1a5baa8e2e51', 'route': ['p1', 'e5', 'i3', 'x11', 'p1', 'c1']}
1769475356.2589138,RECEIVED,79bf8bca-a93a-4ea3-b7c0-bf13ff98510e,5abc3187-0dde-47d7-9b9b-5f1e6c7bdff5,c4,c1,27,p1,?,surb={'id': '7eee424d-2a0f-49f9-afb1-4a0f9468d6a5', 'route': ['p1', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769475356.273222,SENT,59145e2b-9cb6-411d-ba8b-f60ea9bce60f,226ed67d-847f-409b-b1ca-2d296254aabf,c1,c4,3391,?,p1,
1769475356.2733958,CREATED,89014f75-f243-4452-bf65-cd541bb7929a,bc429c4f-cf0d-478c-9065-9ee5eb7e2f8b,c1,c4,27,?,?,surb={'id': '30645da3-80a9-4bb0-b5c6-0bbacb12cab8', 'route': ['p1', 'e10', 'i1', 'x10', 'p1', 'c1']}
1769475356.439038,RECEIVED,27f6d201-0272-4f05-99bd-3f60c14cc2f2,4ee9c141-496d-4068-9a5e-67737c1eec13,c4,c1,27,p1,?,surb={'id': '0d4d9f82-024b-436b-858d-fc19a00c1a82', 'route': ['p1', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769475356.4924638,SENT,60198ee0-9382-4665-87a5-7285cee2561a,5ebc3ed5-c078-4472-a109-54106f10cf4f,c1,c4,3388,?,p1,
1769475356.492629,CREATED,acd356f6-db40-4462-bc19-56da347416c7,bc429c4f-cf0d-478c-9065-9ee5eb7e2f8b,c1,c4,27,?,?,surb={'id': '30645da3-80a9-4bb0-b5c6-0bbacb12cab8', 'route': ['p1', 'e10', 'i1', 'x10', 'p1', 'c1']}
1769475356.731994,RECEIVED,1eefb4cc-4dfa-47d8-a86c-0f0dc2c02311,c0a19b0f-76d0-4fb9-aab6-59371c6d4e62,c4,c1,27,p1,?,surb={'id': 'bb1fbd30-6713-4e7b-b1a0-fc650795c11f', 'route': ['p1', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769475357.4422548,RECEIVED,c3cd844a-e871-4369-b48b-2baf4f9c6cce,c0a19b0f-76d0-4fb9-aab6-59371c6d4e62,c4,c1,27,p1,?,surb={'id': 'bb1fbd30-6713-4e7b-b1a0-fc650795c11f', 'route': ['p1', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769475357.8524227,RECEIVED,badea15f-2292-4d2a-adfc-178c833295f8,14f92fe7-fbd0-4228-8aac-6a9be9974dd5,c4,c1,27,p1,?,surb={'id': 'd357837a-951d-44f8-92f0-bab0b2cc70e3', 'route': ['p1', 'e2', 'i12', 'x4', 'p1', 'c4']}
1769475357.9432313,SENT,f1803fbb-eacb-43c5-b12e-9348d907d309,fe559cfe-7574-4b18-845f-5ed4be26fc7e,c1,c4,3385,?,p1,
1769475357.9433794,CREATED,114a17a4-6173-45b7-a52f-35b48cdc9ef2,a7b10060-c691-4d44-9090-3cb5544868ac,c1,c4,26,?,?,surb={'id': '22b3a9b5-d1ed-4b5a-9388-4794859bedd4', 'route': ['p1', 'e8', 'i8', 'x9', 'p1', 'c1']}
1769475358.060391,SENT,55da5e2f-6a77-4776-a085-45d854fc936f,81401714-12a3-4815-904c-146becc684d8,c1,c4,3380,?,p1,
1769475358.0605576,CREATED,f0994d31-b0e6-4915-a624-6e23e1811b77,a7b10060-c691-4d44-9090-3cb5544868ac,c1,c4,26,?,?,surb={'id': '22b3a9b5-d1ed-4b5a-9388-4794859bedd4', 'route': ['p1', 'e8', 'i8', 'x9', 'p1', 'c1']}
1769475358.180327,SENT,74339183-b730-4b38-8271-d24d4dab35c6,d95999f6-dc9c-4ad0-8f3f-6d6545e6eeda,c1,c4,3359,?,p1,
1769475358.1804786,CREATED,5ceb8092-6962-47fc-8b0b-c07f390f0e8a,9b850c15-0a4b-4b9e-b908-fd382c8cb0d8,c1,c4,27,?,?,surb={'id': '5f322211-d74c-4acb-8208-f1c33203bd9c', 'route': ['p1', 'e1', 'i9', 'x2', 'p1', 'c1']}
1769475358.9984002,SENT,966e0032-922e-486e-a8f1-f32c73f40c60,8264ee85-2c54-4f64-98ac-1f5c1b8bffd0,c1,c4,3380,?,p1,
1769475358.998551,CREATED,3f163043-173a-4b60-988f-560241c48470,9b850c15-0a4b-4b9e-b908-fd382c8cb0d8,c1,c4,27,?,?,surb={'id': '5f322211-d74c-4acb-8208-f1c33203bd9c', 'route': ['p1', 'e1', 'i9', 'x2', 'p1', 'c1']}
1769475359.1914988,SENT,842ca52b-0c3a-44d0-ab32-40c5fe9e6c65,158e3479-a2c6-4ed4-9368-793bfddf7366,c1,c4,3396,?,p1,
1769475359.1916656,CREATED,0fb09c75-03ef-4612-afc3-cbb52f96b159,a5fe764a-fd95-450b-adeb-c142e8d31385,c1,c4,27,?,?,surb={'id': '6510586d-ad13-4ce2-a7a6-9b2ce0062a11', 'route': ['p1', 'e11', 'i7', 'x11', 'p1', 'c1']}
1769475359.2145746,SENT,e6e451a5-ec66-44e3-afda-7bc5a0a57447,282c3a5a-bdbe-4d8f-a0e1-7cca363bbf42,c1,c4,3388,?,p1,
1769475359.2153473,CREATED,0a5e8a13-9896-4f9e-8fef-97c852ac07a5,a5fe764a-fd95-450b-adeb-c142e8d31385,c1,c4,27,?,?,surb={'id': '6510586d-ad13-4ce2-a7a6-9b2ce0062a11', 'route': ['p1', 'e11', 'i7', 'x11', 'p1', 'c1']}
1769475359.2232895,RECEIVED,497f6823-814f-4924-a8ff-8dae80b9ca5e,4ee9c141-496d-4068-9a5e-67737c1eec13,c4,c1,27,p1,?,surb={'id': '0d4d9f82-024b-436b-858d-fc19a00c1a82', 'route': ['p1', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769475359.2396915,RECEIVED,e6a02b27-c08c-45da-9255-f32cbc82858e,bbf43a3b-dc11-42bf-86e5-572cb841110b,c4,c1,27,p1,?,surb={'id': 'e007acc9-171a-4f49-87d2-694ad3236ba1', 'route': ['p1', 'e3', 'i12', 'x10', 'p1', 'c4']}
1769475359.659919,RECEIVED,8447be1b-576c-4c27-8cb5-45826def6d66,14f92fe7-fbd0-4228-8aac-6a9be9974dd5,c4,c1,27,p1,?,surb={'id': 'd357837a-951d-44f8-92f0-bab0b2cc70e3', 'route': ['p1', 'e2', 'i12', 'x4', 'p1', 'c4']}
1769475359.7253492,RECEIVED,3831d32f-2154-4015-87c0-0d887c02f9df,b7f3ccac-80fb-445e-aadb-06fabdc31dc8,c4,c1,27,p1,?,surb={'id': '199eea81-1753-4b3d-891e-640e938c523a', 'route': ['p1', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769475359.755667,RECEIVED,883314e1-5036-45fb-bb35-20a229e99508,bbf43a3b-dc11-42bf-86e5-572cb841110b,c4,c1,27,p1,?,surb={'id': 'e007acc9-171a-4f49-87d2-694ad3236ba1', 'route': ['p1', 'e3', 'i12', 'x10', 'p1', 'c4']}
1769475360.1377418,RECEIVED,efc75fe1-dc21-478e-b8fd-420e9ada92b1,20aeee6d-c360-41c7-a206-df76e446e349,c4,c1,26,p1,?,surb={'id': '6af900c5-b0d5-4fdb-82ef-c03245ef4cc3', 'route': ['p1', 'e10', 'i12', 'x2', 'p1', 'c4']}
1769475360.1733105,SENT,ae9a2d4e-49ac-40d1-a39b-b035fe1de73f,a1fcb329-acf8-4792-b12a-7984b0a84563,c1,c4,3405,?,p1,
1769475360.1734679,CREATED,4ec80333-0099-430b-a68b-561536ce76ba,90afbedb-2833-4ab5-8202-4aed61053caa,c1,c4,27,?,?,surb={'id': '7ba4834b-e8ac-4e33-b75c-39a0df75d077', 'route': ['p1', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769475360.364632,RECEIVED,691c7155-ce72-46c5-b22a-6c5afb157a09,c10cdd7c-a17a-499f-a09a-371ffdc2095f,c4,c1,27,p1,?,surb={'id': 'e0ddcc99-b67e-4f50-900f-ba0153b920a9', 'route': ['p1', 'e3', 'i8', 'x12', 'p1', 'c4']}
1769475360.4165716,RECEIVED,6cb6eff1-4a51-47a7-af64-47200365772b,20aeee6d-c360-41c7-a206-df76e446e349,c4,c1,26,p1,?,surb={'id': '6af900c5-b0d5-4fdb-82ef-c03245ef4cc3', 'route': ['p1', 'e10', 'i12', 'x2', 'p1', 'c4']}
1769475360.5331311,SENT,1a2ecaa7-ec30-438c-b0ba-64a2ceb814a8,847a359e-e465-4355-a3f7-7826f24ac287,c1,c4,3370,?,p1,
1769475360.5332832,CREATED,0e454461-c1e9-4697-938c-6debec1b884d,90afbedb-2833-4ab5-8202-4aed61053caa,c1,c4,27,?,?,surb={'id': '7ba4834b-e8ac-4e33-b75c-39a0df75d077', 'route': ['p1', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769475360.6256626,SENT,49feefe2-08ff-4e79-8ee8-46c4dbdcde7c,469c8d09-c6cd-4b53-9d3d-7e8d9e50ee3e,c1,c4,3384,?,p1,
1769475360.625816,CREATED,972d49f7-0779-41e2-adc1-831142860f5b,954d0fe5-6465-48c2-818a-18508187bccd,c1,c4,27,?,?,surb={'id': 'bbb83a1d-cb39-4538-b377-9a0e24cbe3e4', 'route': ['p1', 'e6', 'i1', 'x5', 'p1', 'c1']}
1769475360.6977184,RECEIVED,4a8107be-a6fc-47ec-aafe-8fc8fddc6e49,b7f3ccac-80fb-445e-aadb-06fabdc31dc8,c4,c1,27,p1,?,surb={'id': '199eea81-1753-4b3d-891e-640e938c523a', 'route': ['p1', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769475360.9697533,SENT,8bdbc068-6dc8-4082-bbcf-51c292a70112,ccbec35a-9ccf-4a0e-9837-ee58fb3390b8,c1,c4,3384,?,p1,
1769475360.9699042,CREATED,72ebb102-465a-46c6-8a5e-18369f46b1bd,954d0fe5-6465-48c2-818a-18508187bccd,c1,c4,27,?,?,surb={'id': 'bbb83a1d-cb39-4538-b377-9a0e24cbe3e4', 'route': ['p1', 'e6', 'i1', 'x5', 'p1', 'c1']}
1769475361.2186441,SENT,708aaf6e-f28a-4567-88d8-ab9e77e6fcee,cfcfa0ef-fce5-4b39-97ce-38b1e93c197f,c1,c4,3359,?,p1,
1769475361.2187204,CREATED,d280c30f-ac76-4590-971b-7eeb21c7a82f,5744f5ed-6682-49cd-86a1-1799cc160f25,c1,c4,27,?,?,surb={'id': 'ec28d7fb-432a-4064-9075-e33344ee2b89', 'route': ['p1', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769475361.2822216,SENT,2953facd-ad30-45fc-bfde-e8829946dfea,26d01717-dd75-43a8-bd44-1d510e386d5a,c1,c4,3379,?,p1,
1769475361.282323,CREATED,702bdb0b-7117-4877-8d44-c292c3ee2f98,5744f5ed-6682-49cd-86a1-1799cc160f25,c1,c4,27,?,?,surb={'id': 'ec28d7fb-432a-4064-9075-e33344ee2b89', 'route': ['p1', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769475361.5969417,RECEIVED,91718aff-a58f-460c-88ca-fe25738073f2,ecd569e5-176a-4341-90d4-d468e54a5fd8,c4,c1,27,p1,?,surb={'id': '96742f02-4d71-47ca-84f8-025953c7412d', 'route': ['p1', 'e2', 'i12', 'x4', 'p1', 'c4']}
1769475361.623126,SENT,81ce3543-5cfe-43f7-a1b6-e28df2a50e7b,8840b8ee-591b-44c0-99a0-6dd55d2850e6,c1,c4,3395,?,p1,
1769475361.6232862,CREATED,a9ed9ed2-4c0c-4aea-a989-685cc4f827e1,e858e793-86ea-4b37-80bb-ddae2c42106a,c1,c4,27,?,?,surb={'id': '48e17fe8-3b67-4acb-bb5b-ee908e00ae0a', 'route': ['p1', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769475361.6577175,SENT,f81621d8-2123-4bf0-8031-327bc1df7ea9,39598665-022c-4e17-8563-9107a2f2dae7,c1,c4,3385,?,p1,
1769475361.657863,CREATED,7f9e23e7-2df3-4d48-a8b3-23e982cd0ac7,e858e793-86ea-4b37-80bb-ddae2c42106a,c1,c4,27,?,?,surb={'id': '48e17fe8-3b67-4acb-bb5b-ee908e00ae0a', 'route': ['p1', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769475361.8376935,RECEIVED,2ed1d265-a4ee-40cf-9de8-f7b2a0290a61,ecd569e5-176a-4341-90d4-d468e54a5fd8,c4,c1,27,p1,?,surb={'id': '96742f02-4d71-47ca-84f8-025953c7412d', 'route': ['p1', 'e2', 'i12', 'x4', 'p1', 'c4']}
1769475361.9441063,SENT,f7804f4b-5eaa-4fd2-a58c-2de9e930444e,20978a0a-50e6-416a-b0cf-49cea555c51f,c1,c4,3395,?,p1,
1769475361.9442563,CREATED,da738d59-c723-4155-b6f0-47ff261a0900,cb984b72-d7b2-47f3-a18c-8f3bbaf8689d,c1,c4,27,?,?,surb={'id': '4a4ae52f-1f5c-471d-ac58-25a07870a9e2', 'route': ['p1', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769475361.956865,SENT,3e1f5e08-a609-4c2c-874c-193146d34df2,e22184f7-719b-4b97-8b73-d1c0e7ad523b,c1,c4,3359,?,p1,
1769475361.957012,CREATED,971d64e8-c524-4fa1-a0d5-5a5a9222346f,cb984b72-d7b2-47f3-a18c-8f3bbaf8689d,c1,c4,27,?,?,surb={'id': '4a4ae52f-1f5c-471d-ac58-25a07870a9e2', 'route': ['p1', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769475361.95843,RECEIVED,11fba3ce-b8fc-459c-b14c-c1d72f65f9b7,0efe158b-9b15-49b2-bab4-95525e660085,c4,c1,27,p1,?,surb={'id': 'bdc452e1-bdb3-43f9-bcb4-0a1255067547', 'route': ['p1', 'e12', 'i1', 'x9', 'p1', 'c4']}
1769475362.189108,RECEIVED,28052095-4bef-4157-a505-95d71803b878,12069304-2ff4-4090-a87c-0f3cfb235458,c4,c1,26,p1,?,surb={'id': 'c432921d-186f-4728-a879-93f5e7574938', 'route': ['p1', 'e12', 'i3', 'x7', 'p1', 'c4']}
1769475362.2439454,RECEIVED,1ee73a2c-6e76-4b1e-b0f6-3fbd3555e932,12069304-2ff4-4090-a87c-0f3cfb235458,c4,c1,26,p1,?,surb={'id': 'c432921d-186f-4728-a879-93f5e7574938', 'route': ['p1', 'e12', 'i3', 'x7', 'p1', 'c4']}
1769475362.3051653,RECEIVED,bd6c6b24-c2c6-45d5-ba15-50d15475ea65,8f816231-fd92-44e7-a677-6fa4f08057b8,c4,c1,26,p1,?,surb={'id': '516d1959-3d02-4194-a918-32fe3f9a49bd', 'route': ['p1', 'e6', 'i11', 'x3', 'p1', 'c4']}
1769475362.5050948,SENT,b98cc498-28a0-48e9-8d9d-fb414dab0a5e,e21419e3-952a-457a-966b-cc19fff6ac59,c1,c4,3376,?,p1,
1769475362.5052397,CREATED,f124408b-e980-4722-8de6-340aa1300536,c92bb09d-2507-4944-bc85-0a29c8acfd16,c1,c4,27,?,?,surb={'id': '83da5cc5-37a1-425b-97ee-1119cc3fffac', 'route': ['p1', 'e1', 'i12', 'x5', 'p1', 'c1']}
1769475362.957608,SENT,a47e9cc0-dff1-4630-bc32-7e11aba45eaf,e817f070-812c-409b-a1b4-c25a5220af1e,c1,c4,3359,?,p1,
1769475362.9577785,CREATED,842cdca7-2485-46b1-8fbb-d004044d16cf,c92bb09d-2507-4944-bc85-0a29c8acfd16,c1,c4,27,?,?,surb={'id': '83da5cc5-37a1-425b-97ee-1119cc3fffac', 'route': ['p1', 'e1', 'i12', 'x5', 'p1', 'c1']}
1769475363.098696,RECEIVED,bbd03a45-f963-49b1-97cf-9428fee1d274,0efe158b-9b15-49b2-bab4-95525e660085,c4,c1,27,p1,?,surb={'id': 'bdc452e1-bdb3-43f9-bcb4-0a1255067547', 'route': ['p1', 'e12', 'i1', 'x9', 'p1', 'c4']}
1769475363.3994622,RECEIVED,60d171bc-b76a-4c62-a8dd-800c78d14b49,c10cdd7c-a17a-499f-a09a-371ffdc2095f,c4,c1,27,p1,?,surb={'id': 'e0ddcc99-b67e-4f50-900f-ba0153b920a9', 'route': ['p1', 'e3', 'i8', 'x12', 'p1', 'c4']}
1769475363.4676,SENT,e66243ee-9c3d-442b-9938-07b9a60bff1c,ab7afa6a-4e7a-4b07-a3e9-49cc4c736f2b,c1,c4,3388,?,p1,
1769475363.4677436,CREATED,a7f030dc-3006-471a-a958-a2509b6c14a6,9388ffab-55c0-4205-8fc4-4eec504910b5,c1,c4,27,?,?,surb={'id': '058e31de-0fca-4212-85f7-e1a38fa9ff7d', 'route': ['p1', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769475363.4909186,RECEIVED,a1632f2e-397b-4d01-bd2b-c831f2ecaccd,8f816231-fd92-44e7-a677-6fa4f08057b8,c4,c1,26,p1,?,surb={'id': '516d1959-3d02-4194-a918-32fe3f9a49bd', 'route': ['p1', 'e6', 'i11', 'x3', 'p1', 'c4']}
1769475364.9038491,SENT,610d2b72-fcf6-4bde-82cc-8c851fd39959,a952c00f-1ca6-4608-84d4-488468cdb6d4,c1,c4,3380,?,p1,
1769475364.9039943,CREATED,962d7211-cd11-4247-820d-1fe8c4684243,9388ffab-55c0-4205-8fc4-4eec504910b5,c1,c4,27,?,?,surb={'id': '058e31de-0fca-4212-85f7-e1a38fa9ff7d', 'route': ['p1', 'e4', 'i8', 'x6', 'p1', 'c1']}
