timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475339.6471326,SENT,f7f694a6-2088-4b71-bc89-13773e8a9003,1e17e49b-11ec-400a-8fc5-f4acfa0dbd87,c4,c1,3396,?,p1,
1769475339.6472902,CREATED,76245b9e-fe19-40e4-8d4a-9ca96ed83c0c,e3f6fce0-aa38-4ff4-bee3-c54c0bd71d55,c4,c1,27,?,?,surb={'id': 'a0015d48-97cb-4f91-8113-6c63da7cba88', 'route': ['p1', 'e11', 'i2', 'x5', 'p1', 'c4']}
1769475914.318296,CREATED,e8bdd82d-cc34-4921-beac-0ff9f1ebca21,84c7476c-3a1c-4182-864e-cbb9f39c3a94,c4,c1,27,?,?,surb={'id': '12c98eb4-cf9e-47ff-ab23-3ca4d7899ba5', 'route': ['p1', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769475914.4163096,SENT,3a64f109-8fa1-4384-8e13-b0af5459e189,2291bc2d-91ed-40fe-b0e6-e3b7897dbdd4,c4,c1,3384,?,p1,
1769475914.4164643,CREATED,f1ce0e16-3651-47dc-9848-d2d57d5afa63,de7db594-38c4-40df-9182-c58f570cb92a,c4,c1,27,?,?,surb={'id': 'ac50c58d-9591-44e0-9cdc-34122d51a818', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c4']}
1769475914.6753232,RECEIVED,26f2788d-ddca-4c6b-9eb8-f6ef80d46032,6a604af3-0203-42a0-ae64-19701bbc54ef,c5,c4,27,p1,?,surb={'id': '77e1e527-0b18-4b82-904f-500ee588a1cc', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c5']}
1769475914.72081,RECEIVED,dc542c05-9930-4a52-82e4-d8522e2e1ef2,94a5583f-961a-4b87-9509-2da8df0c047c,c5,c4,27,p1,?,surb={'id': '2640fcde-1e3a-4e29-b8e9-a7b46dddc6a0', 'route': ['p1', 'e6', 'i3', 'x1', 'p2', 'c5']}
1769475914.763233,RECEIVED,1eff31b3-8d38-4077-9234-6d4142b75010,91edc4de-f8a5-48b1-8339-8523e08d0cde,c1,c4,27,p1,?,surb={'id': '9393c5c1-86af-4d3c-a44a-10e9b6f1a445', 'route': ['p1', 'e9', 'i11', 'x5', 'p1', 'c1']}
1769475914.8055966,RECEIVED,fb91e0e3-d6a7-473e-b551-a0ef19a306e2,59a2ac2f-183c-4498-ba1f-32ce7687dffd,c1,c4,27,p1,?,surb={'id': '2cf74905-c68c-4b8f-9f8b-3b7fb87c91da', 'route': ['p1', 'e2', 'i4', 'x2', 'p1', 'c1']}
1769475915.1606805,SENT,f6ebf574-0aa4-4547-852f-293dc4303a6c,9614427e-2095-4d0d-a118-480612e2aa3b,c4,c1,3384,?,p1,
1769475915.1608174,CREATED,33cfef48-2d29-4568-9637-12f43150f5c2,de7db594-38c4-40df-9182-c58f570cb92a,c4,c1,27,?,?,surb={'id': 'ac50c58d-9591-44e0-9cdc-34122d51a818', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c4']}
1769475915.3980286,RECEIVED,2c80b142-84fa-4e33-b06f-7e13c0f1379c,91edc4de-f8a5-48b1-8339-8523e08d0cde,c1,c4,27,p1,?,surb={'id': '9393c5c1-86af-4d3c-a44a-10e9b6f1a445', 'route': ['p1', 'e9', 'i11', 'x5', 'p1', 'c1']}
1769475915.7088737,SENT,d1f3686c-72e8-482e-8d7c-d0f0ea1da76f,3659ad19-e556-4e80-8c74-bf36e77195b1,c4,c1,3396,?,p1,
1769475915.7090228,CREATED,6999e81a-903f-4b36-b5d8-dcf629d1f687,fa9137ee-c449-44f8-bb00-941adfb2caf9,c4,c1,27,?,?,surb={'id': '43e56d12-a3c9-4571-b91a-66844796ee2f', 'route': ['p1', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769475915.804324,SENT,7933431c-603d-4be1-a1db-7678d508bec9,183e765f-b67e-43f8-9260-832825e7e15b,c4,c1,3376,?,p1,
1769475915.8045492,CREATED,4d8cd434-0c11-4602-bbe7-27d56eee0254,fa9137ee-c449-44f8-bb00-941adfb2caf9,c4,c1,27,?,?,surb={'id': '43e56d12-a3c9-4571-b91a-66844796ee2f', 'route': ['p1', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769475915.9486976,RECEIVED,300f7c09-6727-43dd-89ae-a476d73e55e5,fb074612-793d-476a-a0d1-c15357359622,c5,c4,27,p1,?,surb={'id': 'c23c3bc0-d531-4823-a5b5-37c212f78d60', 'route': ['p1', 'e4', 'i6', 'x4', 'p2', 'c5']}
1769475915.9572365,RECEIVED,e2f389e9-8cb6-4dce-b897-581a01a22cf6,6a604af3-0203-42a0-ae64-19701bbc54ef,c5,c4,27,p1,?,surb={'id': '77e1e527-0b18-4b82-904f-500ee588a1cc', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c5']}
1769475916.0104156,RECEIVED,88bd829e-76a0-4b92-b315-d503d6987ee7,a71d144e-3a54-4738-905b-29d53d4bde70,c5,c4,25,p1,?,surb={'id': 'be0f9a24-0d8f-4207-b30b-06729ae3b40e', 'route': ['p1', 'e9', 'i7', 'x12', 'p2', 'c5']}
1769475916.2581642,SENT,1a6963d1-76f8-45c5-8e68-d74189b5b94a,f8b87ada-9fae-4983-a7dd-191fed8dd800,c4,c1,3358,?,p1,
1769475916.2583175,CREATED,ecfe1998-26d4-4a08-8888-61c280665e5f,31b9bd8b-b198-4e73-a19d-55d53f33b94b,c4,c1,27,?,?,surb={'id': '3ee6d045-f830-4be1-87ac-acbef9f5842d', 'route': ['p1', 'e3', 'i7', 'x12', 'p1', 'c4']}
1769475916.3207207,RECEIVED,c25a3943-b969-4dcc-9bc7-20869b04c21e,9072b70e-3171-4b90-ae45-dc0c7fd06735,c1,c4,27,p1,?,surb={'id': '28d74f27-ee1f-45ed-be23-69011645f99f', 'route': ['p1', 'e10', 'i5', 'x8', 'p1', 'c1']}
1769475916.328837,RECEIVED,ec94247d-b6a4-45e8-b0c8-710dcaee47c0,94a5583f-961a-4b87-9509-2da8df0c047c,c5,c4,27,p1,?,surb={'id': '2640fcde-1e3a-4e29-b8e9-a7b46dddc6a0', 'route': ['p1', 'e6', 'i3', 'x1', 'p2', 'c5']}
1769475916.8521214,RECEIVED,0b8892a8-1eba-4ef2-9c16-0f9a7ab53112,fb074612-793d-476a-a0d1-c15357359622,c5,c4,27,p1,?,surb={'id': 'c23c3bc0-d531-4823-a5b5-37c212f78d60', 'route': ['p1', 'e4', 'i6', 'x4', 'p2', 'c5']}
1769475916.8641846,SENT,1fed5099-e676-4740-a3e2-42cc9b4c73f7,d75f89d3-3cae-449b-af85-c3ba622846af,c4,c1,3401,?,p1,
1769475916.8643405,CREATED,9e195f45-50b2-4dd5-8061-c03759407cf2,31b9bd8b-b198-4e73-a19d-55d53f33b94b,c4,c1,27,?,?,surb={'id': '3ee6d045-f830-4be1-87ac-acbef9f5842d', 'route': ['p1', 'e3', 'i7', 'x12', 'p1', 'c4']}
1769475917.0575907,SENT,976ce131-716e-4445-9cc5-f53d2210f51e,196954ce-2bff-4ea4-826e-13bce37f5e5b,c4,c1,3392,?,p1,
1769475917.0577414,CREATED,7e9e2fc0-75c2-465e-9b11-ec1871ccfb12,4a6ad769-f802-4720-b3f4-c485211a7a8b,c4,c1,27,?,?,surb={'id': 'aec65d39-adec-4291-8ab9-98ef5ca7be66', 'route': ['p1', 'e9', 'i11', 'x7', 'p1', 'c4']}
1769475917.9540117,RECEIVED,ad5d16a9-2e61-49aa-bbbe-0bb91d69e72e,b693b176-6eff-4b32-966e-c9132d0b6e23,c5,c4,27,p1,?,surb={'id': 'ffd8cc6e-4bae-48d3-af8e-be15717692fd', 'route': ['p1', 'e8', 'i2', 'x6', 'p2', 'c5']}
1769475918.0563889,SENT,cdb1cf18-accc-47a0-80c3-ad7b4102ba8b,954b27ce-34bd-4aef-830e-c9a6ebf87b15,c4,c1,3396,?,p1,
1769475918.0565438,CREATED,9e19bfd3-f96f-421f-874b-0f6b37b5ec31,4a6ad769-f802-4720-b3f4-c485211a7a8b,c4,c1,27,?,?,surb={'id': 'aec65d39-adec-4291-8ab9-98ef5ca7be66', 'route': ['p1', 'e9', 'i11', 'x7', 'p1', 'c4']}
1769475918.146853,SENT,bdb1dfcf-8b05-4d90-85db-b63683f9d0e0,7f1b2248-925e-43d6-9a2f-75a549a974eb,c4,c1,3383,?,p1,
1769475918.1470144,CREATED,f62e1d52-4b70-4cde-ac64-cb134003a60d,4ca22a22-21d5-465e-9757-3ef3b8b0fc54,c4,c1,27,?,?,surb={'id': '40969b40-e69b-45b6-9e59-00a7a219b1da', 'route': ['p1', 'e1', 'i4', 'x12', 'p1', 'c4']}
1769475918.20172,RECEIVED,eed50ff0-2358-43b7-94af-9e0923b2451a,9072b70e-3171-4b90-ae45-dc0c7fd06735,c1,c4,27,p1,?,surb={'id': '28d74f27-ee1f-45ed-be23-69011645f99f', 'route': ['p1', 'e10', 'i5', 'x8', 'p1', 'c1']}
1769475918.215193,RECEIVED,aaf3d273-20a9-43d5-9238-639348d052b4,c0872d96-8f5a-4dfa-996d-76e3cedf898d,c1,c4,27,p1,?,surb={'id': '99b79db7-768c-4329-8de8-b37fe1f36bc4', 'route': ['p1', 'e12', 'i10', 'x1', 'p1', 'c1']}
1769475918.3495677,SENT,2d68c4d5-28b4-41e4-9742-3531fb600acb,e68818b1-385e-42be-83b9-4f56c667497f,c4,c1,3379,?,p1,
1769475918.3497207,CREATED,541a2cde-da90-46f3-bccc-d613c64ed912,4ca22a22-21d5-465e-9757-3ef3b8b0fc54,c4,c1,27,?,?,surb={'id': '40969b40-e69b-45b6-9e59-00a7a219b1da', 'route': ['p1', 'e1', 'i4', 'x12', 'p1', 'c4']}
1769475918.3686957,SENT,7b279127-23b3-459c-9de3-7cc46d101013,eea2acc9-0293-4acf-94ed-8d6fad792545,c4,c1,3392,?,p1,
1769475918.3691857,CREATED,2ace1b82-aa7d-49cf-b4ed-86529fe84347,b0f22ccb-1ca4-4e55-9e43-abf48fa34de3,c4,c1,27,?,?,surb={'id': '6605494a-7f31-4b30-a81b-638ad828b239', 'route': ['p1', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769475918.6211867,SENT,28e4bdfd-59c4-401a-af56-e6506025045b,4377cb27-a0fc-4c27-908c-d5b9506a23b0,c4,c1,3359,?,p1,
1769475918.6212802,CREATED,fef2bf56-ec64-4d75-8e5a-9226c65e3777,b0f22ccb-1ca4-4e55-9e43-abf48fa34de3,c4,c1,27,?,?,surb={'id': '6605494a-7f31-4b30-a81b-638ad828b239', 'route': ['p1', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769475918.6276026,RECEIVED,918b8c0f-1565-494e-b509-6c5f1d5f38f6,d3ecb94a-fb70-4eb4-8931-61126c3d6f20,c5,c4,27,p1,?,surb={'id': 'a9030a7d-6572-4a61-ac17-ecfe5ffddd94', 'route': ['p1', 'e6', 'i4', 'x3', 'p2', 'c5']}
1769475918.6401713,RECEIVED,22ad6e13-d595-4548-be8d-07e2e6b7e1ca,0f7576e8-1a6d-43d7-bb7a-a18160745516,c1,c4,27,p1,?,surb={'id': '6317fbf7-1a69-4709-8b68-b50962499f4c', 'route': ['p1', 'e5', 'i6', 'x10', 'p1', 'c1']}
1769475918.6489427,SENT,71b04069-f052-4e96-8900-5037f0f228c3,cbabfb65-052d-4082-9a5e-3c70e8ac41dd,c4,c1,3380,?,p1,
1769475918.6490188,CREATED,c761a95e-4f1f-47d1-872a-50c98bd2a3cc,3a0d51e9-a74a-488f-91a7-3bd788017673,c4,c1,27,?,?,surb={'id': 'be56c4a9-581e-4d7b-a8c7-d798fa1922ac', 'route': ['p1', 'e4', 'i4', 'x9', 'p1', 'c4']}
1769475918.8695734,SENT,b41e4dff-8bc1-49d8-9662-72b1319ff52c,7dbe2b46-1e71-4a22-8391-750c14149683,c4,c1,3363,?,p1,
1769475918.8696482,CREATED,7877a051-9664-4a6d-b7a8-806935b99d03,3a0d51e9-a74a-488f-91a7-3bd788017673,c4,c1,27,?,?,surb={'id': 'be56c4a9-581e-4d7b-a8c7-d798fa1922ac', 'route': ['p1', 'e4', 'i4', 'x9', 'p1', 'c4']}
1769475918.9512694,RECEIVED,1f0e2672-e621-400b-91de-9b99706ae2d2,f0ee2fc0-4f2d-45fb-afeb-8118ad1e8faa,c1,c4,26,p1,?,surb={'id': '5ffe3cb1-f4ba-4a5c-8f89-1de64a2e6e80', 'route': ['p1', 'e8', 'i2', 'x12', 'p1', 'c1']}
1769475918.9624155,RECEIVED,576dcd23-9993-4f24-a146-46075b4890f4,6f45e1fe-9609-4d06-b824-ca83327b2764,c5,c4,27,p1,?,surb={'id': 'dc00e58b-e184-4cf0-b47d-8e6cf93bd829', 'route': ['p1', 'e6', 'i7', 'x8', 'p2', 'c5']}
1769475919.1773353,RECEIVED,f29d13f0-e443-4242-bf5e-0d2e5c82bb9e,8e09306d-8642-4779-b112-8e143d63b02a,c5,c4,26,p1,?,surb={'id': 'b7351cf6-869e-450a-9668-80d278f88911', 'route': ['p1', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769475919.3604343,SENT,3a2bce12-8aad-4454-9da2-6c29025bc93b,070175cf-81d6-4f79-be41-77dc9fd1d713,c4,c1,3384,?,p1,
1769475919.3605316,CREATED,f932507f-6aad-4065-a367-da04e541a65d,3e1f5a8e-3f4b-454b-9cbd-a82d2f4369e7,c4,c1,27,?,?,surb={'id': '411da217-1e32-4ded-851d-3bf54dc9623f', 'route': ['p1', 'e5', 'i5', 'x3', 'p1', 'c4']}
1769475919.4264889,SENT,8930bea2-1962-41e0-9508-46a88e01452e,9d8cde2a-1bea-4d85-ae31-4d4eb352cc7c,c4,c1,3359,?,p1,
1769475919.4265997,CREATED,ec123dd3-d35b-4fef-a7bc-f5fff5e5050b,3e1f5a8e-3f4b-454b-9cbd-a82d2f4369e7,c4,c1,27,?,?,surb={'id': '411da217-1e32-4ded-851d-3bf54dc9623f', 'route': ['p1', 'e5', 'i5', 'x3', 'p1', 'c4']}
1769475919.4863338,RECEIVED,80d209a8-171c-48b5-8ea3-e54984fea4d7,f0ee2fc0-4f2d-45fb-afeb-8118ad1e8faa,c1,c4,26,p1,?,surb={'id': '5ffe3cb1-f4ba-4a5c-8f89-1de64a2e6e80', 'route': ['p1', 'e8', 'i2', 'x12', 'p1', 'c1']}
1769475919.504689,RECEIVED,d1a5f232-374a-4518-9061-44d6e153d39a,a883182c-99e8-4a2f-b60f-0d7fd8c693ef,c1,c4,27,p1,?,surb={'id': 'abba9c43-af78-457e-b06b-694d2bb884a2', 'route': ['p1', 'e11', 'i9', 'x3', 'p1', 'c1']}
1769475919.5231414,RECEIVED,b1e38b7d-fdce-4a00-8bb3-418ceffa9db3,c33f7c60-6354-403d-a321-5861eca9349d,c1,c4,27,p1,?,surb={'id': '1167af32-f842-4a3d-a76c-6c7a0fb7214e', 'route': ['p1', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769475919.5514944,SENT,bb5a7da8-3600-4320-8588-b67475a5b761,a668fc5e-72b6-4ba4-beef-3dba85391e24,c4,c1,3354,?,p1,
1769475919.551595,CREATED,e3dc84fb-0a0e-41e3-9920-f1af352472a9,ab99155c-6759-4bab-9b60-09f4d6243acf,c4,c1,26,?,?,surb={'id': 'fffcc42a-dc79-4001-b0f3-13234bd71a78', 'route': ['p1', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769475919.6696699,RECEIVED,8f725a71-aced-4b5f-89ee-a4adb0d29b90,d3ecb94a-fb70-4eb4-8931-61126c3d6f20,c5,c4,27,p1,?,surb={'id': 'a9030a7d-6572-4a61-ac17-ecfe5ffddd94', 'route': ['p1', 'e6', 'i4', 'x3', 'p2', 'c5']}
1769475919.745529,SENT,324c163f-e2e8-4541-9acb-81639f0dd9d7,33accf05-48d4-4f35-9477-4493762c7cbb,c4,c1,3380,?,p1,
1769475919.7456286,CREATED,ee40611f-b907-45dc-baee-7c9772dff746,ab99155c-6759-4bab-9b60-09f4d6243acf,c4,c1,26,?,?,surb={'id': 'fffcc42a-dc79-4001-b0f3-13234bd71a78', 'route': ['p1', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769475919.7616138,RECEIVED,6bc8ffa4-81ad-4e76-ae3a-260428f4e14c,b693b176-6eff-4b32-966e-c9132d0b6e23,c5,c4,27,p1,?,surb={'id': 'ffd8cc6e-4bae-48d3-af8e-be15717692fd', 'route': ['p1', 'e8', 'i2', 'x6', 'p2', 'c5']}
1769475920.2624311,RECEIVED,50f201e8-bdb5-40b2-8587-df259722c475,6f45e1fe-9609-4d06-b824-ca83327b2764,c5,c4,27,p1,?,surb={'id': 'dc00e58b-e184-4cf0-b47d-8e6cf93bd829', 'route': ['p1', 'e6', 'i7', 'x8', 'p2', 'c5']}
1769475920.3294048,SENT,f6b03771-7a89-4076-9194-19abfac8b01d,4982c087-1670-4460-b9b4-daa96af8acd4,c4,c1,3384,?,p1,
1769475920.3295102,CREATED,93f5e24c-3833-42a4-a9ea-982876eab67e,2e9f213a-69a1-43c3-bc7e-8b71a8848653,c4,c1,27,?,?,surb={'id': 'ab2f9783-b513-48a8-a171-bf15f6790a72', 'route': ['p1', 'e4', 'i8', 'x1', 'p1', 'c4']}
1769475920.335889,RECEIVED,d4d85f35-789d-4773-8b2f-e656f3abfc49,8e09306d-8642-4779-b112-8e143d63b02a,c5,c4,26,p1,?,surb={'id': 'b7351cf6-869e-450a-9668-80d278f88911', 'route': ['p1', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769475920.3553433,SENT,2a7f6afb-5d92-448a-832a-b867b7f7ca0e,95b43d28-ea4f-46e1-adc0-2ab289546b57,c4,c1,3384,?,p1,
1769475920.3554432,CREATED,cf72c694-9479-432f-a4ae-60bb23803d65,2e9f213a-69a1-43c3-bc7e-8b71a8848653,c4,c1,27,?,?,surb={'id': 'ab2f9783-b513-48a8-a171-bf15f6790a72', 'route': ['p1', 'e4', 'i8', 'x1', 'p1', 'c4']}
1769475921.1294644,RECEIVED,ce7654d1-7f1b-49ae-8751-a28cda6bf9cc,d93954bf-37ba-48a9-b12e-ef2cca7ecc38,c5,c4,26,p1,?,surb={'id': '16eef8b2-5ea6-4cc4-b425-79b799f16e6c', 'route': ['p1', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769475921.2771952,RECEIVED,bcf2c9c9-dd53-46bc-ab9d-cb75e1f2240f,055e1d82-1e07-48be-9d2e-86784298c145,c1,c4,26,p1,?,surb={'id': '647c9419-a3a7-44ec-9b8d-8f37fa59baf1', 'route': ['p1', 'e6', 'i10', 'x1', 'p1', 'c1']}
1769475921.3160107,RECEIVED,d44116c5-afcd-4eed-9df5-459d7f93c9f6,d93954bf-37ba-48a9-b12e-ef2cca7ecc38,c5,c4,26,p1,?,surb={'id': '16eef8b2-5ea6-4cc4-b425-79b799f16e6c', 'route': ['p1', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769475921.3853827,RECEIVED,cbaa6672-6f3a-461e-bb30-98e520a9c9cf,bcbb0973-71ce-4f8f-8a49-2e542b279474,c5,c4,27,p1,?,surb={'id': '60e47153-90bd-478f-ae14-840ecb645bb4', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c5']}
1769475921.4195344,SENT,245c4558-229f-44f0-9759-983c12f4cea3,7641ec78-6dd6-4110-aa9c-ae5a8a38d418,c4,c1,3380,?,p1,
1769475921.4197466,CREATED,1ad90248-42e7-4cfc-994e-15cf3ee3e86b,8f919120-b252-4a42-bee1-2f14eaff51b4,c4,c1,27,?,?,surb={'id': '33161137-7467-422c-afc9-b68a9d95faba', 'route': ['p1', 'e9', 'i7', 'x1', 'p1', 'c4']}
1769475921.443717,SENT,390e41fb-8691-4443-b54d-9d775920ed6a,0f4e2472-10af-423c-b65b-c052fd72ce14,c4,c1,3380,?,p1,
1769475921.443871,CREATED,49b21820-edc0-4575-83ba-69d6ac2ada98,8f919120-b252-4a42-bee1-2f14eaff51b4,c4,c1,27,?,?,surb={'id': '33161137-7467-422c-afc9-b68a9d95faba', 'route': ['p1', 'e9', 'i7', 'x1', 'p1', 'c4']}
1769475921.472169,SENT,ea4f0374-1835-4583-9902-a7116e2da135,c9279284-3e48-4b57-9c74-e80a4c12577e,c4,c1,3377,?,p1,
1769475921.4723198,CREATED,c89ce7ce-f890-4b6d-8fb5-0eb6c6e0fcea,c1f19141-c2c8-40c2-a1cb-e0091bff6aa0,c4,c1,25,?,?,surb={'id': 'e151d3b8-c512-484b-9320-7537bd9df18e', 'route': ['p1', 'e8', 'i4', 'x5', 'p1', 'c4']}
1769475921.6304955,RECEIVED,334ce720-03dd-4a42-9f3f-e292238cff3e,590b7044-a78a-4f88-a0a2-d57f91d65ead,c1,c4,27,p1,?,surb={'id': 'e7b47805-1834-4b72-9f16-1b629978d410', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c1']}
1769475921.756106,RECEIVED,4d512aa7-d74d-40de-aacf-736eeb875bed,f8159177-fa0b-46d1-be8d-f26c2117e590,c5,c4,27,p1,?,surb={'id': '3cec8ab9-8033-4f50-9369-21ca25413622', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769475921.9243133,SENT,95a26bb5-722f-44e0-9980-8781833b3618,006dd869-0cb5-49f3-8e10-b6ea58890b7a,c4,c1,3355,?,p1,
1769475921.9245362,CREATED,4c3b2fdf-5521-4567-aa83-3b739ad01899,c1f19141-c2c8-40c2-a1cb-e0091bff6aa0,c4,c1,25,?,?,surb={'id': 'e151d3b8-c512-484b-9320-7537bd9df18e', 'route': ['p1', 'e8', 'i4', 'x5', 'p1', 'c4']}
1769475921.9405901,RECEIVED,e9916f2c-ba0e-4376-9e3a-0438b430b0ea,bcbb0973-71ce-4f8f-8a49-2e542b279474,c5,c4,27,p1,?,surb={'id': '60e47153-90bd-478f-ae14-840ecb645bb4', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c5']}
1769475921.994859,RECEIVED,780c981c-68e6-4873-b867-0010723f23cb,a0c9e2f4-1f6c-464e-88f4-c726b19fe2bc,c5,c4,27,p1,?,surb={'id': '28bc8bc5-11e2-4548-b288-38f2c037f12f', 'route': ['p1', 'e10', 'i1', 'x2', 'p2', 'c5']}
1769475922.0447714,RECEIVED,47752afe-0895-4b09-a09a-6e06da9414ee,f8159177-fa0b-46d1-be8d-f26c2117e590,c5,c4,27,p1,?,surb={'id': '3cec8ab9-8033-4f50-9369-21ca25413622', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769475922.0695424,RECEIVED,4cc146c1-49c8-4663-a9dd-ef0feaaf34b8,76f225d3-9d7c-4d49-b783-f72510cc7674,c5,c4,27,p1,?,surb={'id': '0ec170eb-533e-47b1-aa4b-064f0a4ded7e', 'route': ['p1', 'e10', 'i10', 'x11', 'p2', 'c5']}
1769475922.1704574,SENT,ae9a39ee-e570-49ce-ada5-c13692568ae5,f2172615-695f-49bb-b1f5-2bac2eff42f3,c4,c1,3383,?,p1,
1769475922.1706047,CREATED,a2b1bd71-3881-43ff-8055-3630dec13f79,b81c1a9d-d1e5-4088-ad58-6c843974e495,c4,c1,27,?,?,surb={'id': '4fb8a6da-2d89-486c-8b76-0011b3eb6bd1', 'route': ['p1', 'e3', 'i6', 'x11', 'p1', 'c4']}
1769475922.188619,SENT,1a0cc121-1fbc-48bf-ae7a-8ac9f7a97712,02a4fc53-37fd-49ec-96c3-d23f20c83e9b,c4,c1,3378,?,p1,
1769475922.1887681,CREATED,d09fd67e-bf83-40aa-bf2d-143e70e440e2,b81c1a9d-d1e5-4088-ad58-6c843974e495,c4,c1,27,?,?,surb={'id': '4fb8a6da-2d89-486c-8b76-0011b3eb6bd1', 'route': ['p1', 'e3', 'i6', 'x11', 'p1', 'c4']}
1769475922.2132475,RECEIVED,a6226eba-d3dc-423b-a0f1-f15536690cbe,1f511802-f1eb-4d97-baf8-e65bf4493344,c1,c4,27,p1,?,surb={'id': '3b2ea1d1-8a4a-44c7-abe5-fe4cc621c48d', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769475922.2792268,SENT,9f941471-b580-407b-86ae-07e20d55300e,ed4ae8b5-ba00-4380-8697-8bd69c1f80a6,c4,c1,3362,?,p1,
1769475922.2793055,CREATED,033855d5-05fe-4458-88d0-140c231f491e,4d4fa2a6-2e89-4543-88ac-253765ec232d,c4,c1,26,?,?,surb={'id': 'a6c58d20-7f0b-4324-8209-7b20a9ab7a97', 'route': ['p1', 'e11', 'i6', 'x1', 'p1', 'c4']}
1769475922.3116715,RECEIVED,20b573e6-1b3c-45e5-a4dd-c269d0cf794d,c33f7c60-6354-403d-a321-5861eca9349d,c1,c4,27,p1,?,surb={'id': '1167af32-f842-4a3d-a76c-6c7a0fb7214e', 'route': ['p1', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769475922.4890249,RECEIVED,cb5fd159-248c-4339-af06-48301f51aa7c,82bd5232-fdde-45a2-981b-24d78a5e2ff6,c5,c4,27,p1,?,surb={'id': '11a2ddd7-bdff-4002-a884-a6537b08411e', 'route': ['p1', 'e11', 'i3', 'x8', 'p2', 'c5']}
1769475922.5755072,SENT,6daa1b0b-b0ba-49f4-9869-b132525523ff,d416a9f6-f1c4-44a2-8e0a-6b116c009527,c4,c1,3384,?,p1,
1769475922.5756574,CREATED,4388e95d-fae0-49d6-a10b-23b5d753d281,4d4fa2a6-2e89-4543-88ac-253765ec232d,c4,c1,26,?,?,surb={'id': 'a6c58d20-7f0b-4324-8209-7b20a9ab7a97', 'route': ['p1', 'e11', 'i6', 'x1', 'p1', 'c4']}
1769475922.610296,RECEIVED,7d38984d-8d2c-4260-a190-7cbba20668c3,1f511802-f1eb-4d97-baf8-e65bf4493344,c1,c4,27,p1,?,surb={'id': '3b2ea1d1-8a4a-44c7-abe5-fe4cc621c48d', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769475922.6227736,SENT,a20a70a0-4a54-4bb3-af00-0bca590c2ec5,9a7f8003-0812-411f-b0f8-3c92777510f6,c4,c1,3401,?,p1,
1769475922.62292,CREATED,7e0d347c-ae37-4da6-8a04-2b19562c49cc,8d370885-7a6f-44a9-9322-7e630038de4d,c4,c1,27,?,?,surb={'id': '18ee5364-3ddf-4ca2-9376-02ba853dc562', 'route': ['p1', 'e10', 'i12', 'x5', 'p1', 'c4']}
1769475922.644311,RECEIVED,347b8357-4a73-4453-b8f8-18812d01a728,e7757b8f-fa54-4490-b6e6-9abf312094e5,c1,c4,26,p1,?,surb={'id': '5c15a779-a1d6-433f-8be1-1898f35733a1', 'route': ['p1', 'e3', 'i8', 'x9', 'p1', 'c1']}
1769475922.6547656,RECEIVED,d49a53ec-dcb8-4ecc-9694-c7a8abd43ef5,0f7576e8-1a6d-43d7-bb7a-a18160745516,c1,c4,27,p1,?,surb={'id': '6317fbf7-1a69-4709-8b68-b50962499f4c', 'route': ['p1', 'e5', 'i6', 'x10', 'p1', 'c1']}
1769475922.8273444,SENT,b9fc4e3f-9445-4153-aa10-05244bc5e462,220bfe28-c559-42d7-8d2a-01fb38bcb1f4,c4,c1,3360,?,p1,
1769475922.8274968,CREATED,fe2191bf-e24a-48de-b1bb-360fb89fdb82,8d370885-7a6f-44a9-9322-7e630038de4d,c4,c1,27,?,?,surb={'id': '18ee5364-3ddf-4ca2-9376-02ba853dc562', 'route': ['p1', 'e10', 'i12', 'x5', 'p1', 'c4']}
1769475922.9139464,RECEIVED,0b623677-c5a5-42de-a5ef-000f19388b21,a883182c-99e8-4a2f-b60f-0d7fd8c693ef,c1,c4,27,p1,?,surb={'id': 'abba9c43-af78-457e-b06b-694d2bb884a2', 'route': ['p1', 'e11', 'i9', 'x3', 'p1', 'c1']}
