timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475340.0384552,SENT,f4119ade-27fd-4e23-b459-6e851e215d38,4c89db04-e97b-4e1a-83cc-f4d93a3d5364,c3,c2,3396,?,p3,
1769475340.0386138,CREATED,e66962c3-fe4f-4cad-b996-d81950b70562,23d83d24-2430-4d63-94d4-ab20f5295e3d,c3,c2,27,?,?,surb={'id': '5cd3cbd4-389e-4596-96db-38e625821d93', 'route': ['p2', 'e12', 'i12', 'x7', 'p3', 'c3']}
1769475340.3338459,SENT,bd336e01-a7df-4026-a27d-f870275b778e,980235ce-a2a7-40e6-a228-1548f128fc58,c3,c2,3395,?,p3,
1769475340.3339944,CREATED,8031e6ed-128d-426c-b896-f1b425812ad0,23d83d24-2430-4d63-94d4-ab20f5295e3d,c3,c2,27,?,?,surb={'id': '5cd3cbd4-389e-4596-96db-38e625821d93', 'route': ['p2', 'e12', 'i12', 'x7', 'p3', 'c3']}
1769475340.5433092,SENT,fadd02a9-5e69-4d80-998a-abbf2ee82147,cc3a904f-2d11-425e-9702-01e859c180db,c3,c2,3372,?,p3,
1769475340.5434396,CREATED,c3c49e06-7ba4-439c-8def-c2f011789c65,0c17e642-ba45-498d-863c-626951625e37,c3,c2,27,?,?,surb={'id': 'cda8ed9a-01df-454c-b6bd-ced32eb7830c', 'route': ['p2', 'e9', 'i5', 'x3', 'p3', 'c3']}
1769475340.5514176,SENT,3e0a7248-b5b6-4c43-acff-82a6be3a354f,2f56b444-9daa-4765-a80d-f738af50a214,c3,c2,3384,?,p3,
1769475340.5515473,CREATED,8710b510-8860-4918-b2f3-b751f28cd4bf,0c17e642-ba45-498d-863c-626951625e37,c3,c2,27,?,?,surb={'id': 'cda8ed9a-01df-454c-b6bd-ced32eb7830c', 'route': ['p2', 'e9', 'i5', 'x3', 'p3', 'c3']}
1769475340.755838,SENT,27d81440-1489-4740-9ff6-cb3016711925,1d2be9b8-85cc-4ac6-b01b-0e59903c7d81,c3,c2,3415,?,p3,
1769475340.7560918,CREATED,11bfce09-7265-461e-8209-2ba9ac74920f,21c983ad-d45a-49f1-88a1-54058d45df7f,c3,c2,27,?,?,surb={'id': '5b7b0179-c774-4631-85a6-28640fd570c8', 'route': ['p2', 'e10', 'i10', 'x10', 'p3', 'c3']}
1769475340.8653247,SENT,7714d570-82ac-42dc-93c2-aa182b43edd3,88f57d50-f6be-4196-bcbd-4ff79db35620,c3,c2,3395,?,p3,
1769475340.8654668,CREATED,89a60672-ff0f-4cc2-bdfc-fcbf427dbd9c,21c983ad-d45a-49f1-88a1-54058d45df7f,c3,c2,27,?,?,surb={'id': '5b7b0179-c774-4631-85a6-28640fd570c8', 'route': ['p2', 'e10', 'i10', 'x10', 'p3', 'c3']}
1769475341.0600686,SENT,d1bc43c0-27dc-4fa8-a42e-00813158f6b2,ba3556d3-aa6b-495e-930a-59e57f9a0b9c,c3,c2,3366,?,p3,
1769475341.0602415,CREATED,f8591896-3ec0-42f3-87e9-b02f79cc035e,2651718e-620b-434b-917f-cba75463f7ff,c3,c2,27,?,?,surb={'id': '275cfb35-6cb4-467b-957e-938939195348', 'route': ['p2', 'e7', 'i6', 'x2', 'p3', 'c3']}
1769475341.7072291,SENT,a397540e-72a4-4d73-88d4-75c2610fdca0,e25bd72b-f4b7-44eb-bf9d-4c7deaac5158,c3,c2,3379,?,p3,
1769475341.7073758,CREATED,991d7558-a1c0-43da-b7ff-603c23151318,2651718e-620b-434b-917f-cba75463f7ff,c3,c2,27,?,?,surb={'id': '275cfb35-6cb4-467b-957e-938939195348', 'route': ['p2', 'e7', 'i6', 'x2', 'p3', 'c3']}
1769475341.8904045,SENT,44bd661a-97bf-4ff7-8bc8-9085f379d0de,d79945f1-309c-475a-a517-16b968994c71,c3,c2,3393,?,p3,
1769475341.8905554,CREATED,e796222b-4ceb-48c0-85fc-37d8b2719880,58ed60af-bb57-4cd7-a70b-cb183ed070a8,c3,c2,26,?,?,surb={'id': '6379926d-5120-4d19-87e5-74846ee6cfc4', 'route': ['p2', 'e6', 'i2', 'x12', 'p3', 'c3']}
1769475342.5189714,SENT,f531142a-c581-4273-974e-549a4b167413,e80022f0-8113-4e4f-8600-954c5af6968a,c3,c2,3372,?,p3,
1769475342.519146,CREATED,c1cf1787-ee56-4fb9-bbff-38b5be2d6081,58ed60af-bb57-4cd7-a70b-cb183ed070a8,c3,c2,26,?,?,surb={'id': '6379926d-5120-4d19-87e5-74846ee6cfc4', 'route': ['p2', 'e6', 'i2', 'x12', 'p3', 'c3']}
1769475343.0526047,SENT,6ab37f28-2993-4b75-9365-197b3cc379c9,6044267b-18de-4d2d-96ee-1e8243a71ed0,c3,c2,3392,?,p3,
