timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488293.2930374,SENT,453e58b8-18d1-479a-acd8-1cfbf769ce97,b8a46923-3948-48ce-9ca6-7381efa84be9,c3,DROP,2015,?,p3,
1769488293.2932143,CREATED,0bc95125-7e37-42b6-8aed-e65480357ad2,02d02007-0727-44de-92bf-95df4741f799,c3,DROP,27,?,?,
1769488293.5619695,SENT,7f573dde-bf04-4c46-9fd3-6e54d840a8c6,827f32f9-71b7-4acc-9c48-e72a3be52731,c3,c2,3363,?,p3,
1769488293.5623147,CREATED,47ad00d0-f89b-4e2d-b252-ba9ee647523f,d2d693e6-e498-4cf2-b110-cb0745cfd027,c3,c2,27,?,?,surb={'id': 'd9fff839-338e-43fd-a022-bde51d6e4bf8', 'route': ['p2', 'e12', 'i8', 'x9', 'p3', 'c3']}
1769488293.6295357,SENT,b13dc924-36e0-4325-af22-b0795616a5b5,82c96b0b-c84f-4602-9870-5cd5a39a1000,c3,DROP,2020,?,p3,
1769488293.6296713,CREATED,1d2a7040-9c67-4a99-b550-28a7c943d080,c5f60176-55f9-4834-8242-e75df807dfda,c3,DROP,27,?,?,
1769488293.6978476,SENT,8cae9b9f-62a7-48c5-9c9b-2acff1ae0b42,1e6cb686-5633-4256-9c94-b43b248a6051,c3,DROP,2014,?,p3,
1769488293.6985288,CREATED,a098a3f2-c504-407c-8571-ec230c52c4f5,9e4f4bdf-8d99-4580-8e28-452009493d48,c3,DROP,27,?,?,
1769488293.7466033,SENT,1a199237-e3f0-4707-a7ba-11e12df78d32,c018ef48-c7ae-436c-8782-6d182df5eb6a,c3,DROP,2020,?,p3,
1769488293.746737,CREATED,64c36c1c-8fad-4e73-806b-60333535d997,d11076e5-7cc3-4b1c-a728-b8724cad1254,c3,DROP,27,?,?,
1769488294.0891116,SENT,7ecdd47d-bdfb-4392-9f50-dbf42dc67c0b,1af18215-4451-4a5c-8706-ff3e3f87d925,c3,DROP,2038,?,p3,
1769488294.089247,CREATED,604474a7-61a2-47e0-bcac-7b935649a54d,4d3ed9d6-f5f5-4ed2-bfdd-f735e6d1161f,c3,DROP,27,?,?,
1769488294.145259,SENT,b0f59fac-802b-43ff-b477-08cd72d7c20e,6dbeed72-5807-445c-88ca-6001445a18d9,c3,DROP,2032,?,p3,
1769488294.145378,CREATED,cd42d5f4-2ef6-43d6-b972-47b6d9f94806,c9ba8c63-1a6b-4d2e-82af-99b28024ca2f,c3,DROP,27,?,?,
1769488294.8732986,SENT,c2c20447-a4bb-4d35-bcdf-be67fe1bd42e,d1dc7665-e496-4a5e-93e1-c5aa3134cdfe,c3,c2,3393,?,p3,
1769488294.873465,CREATED,ac3d2517-acab-4398-b392-83bd9a1be870,41b5dd70-4245-4d2b-9dec-8fa48522c14b,c3,c2,27,?,?,surb={'id': '835a9995-f441-47a6-baf8-190a12d55ee6', 'route': ['p2', 'e4', 'i7', 'x12', 'p3', 'c3']}
1769488294.9341142,SENT,ea0ed9cd-5462-46b3-8aaa-36fe6c58838a,4a13e7c2-afd0-463a-93a0-cb759c659b21,c3,DROP,2015,?,p3,
1769488294.9342368,CREATED,9d8d3272-e7cf-47a0-ab9b-2ad52da15551,85d1748f-9fa9-4911-8713-6889f3007b1e,c3,DROP,27,?,?,
1769488295.1554456,RECEIVED,6ee4ed10-517f-4d0e-8085-569f73412d75,4b493cb8-140a-47be-9413-c8f9e22f2399,c4,c3,26,p3,?,surb={'id': 'ce880b8f-9284-4393-88dc-c689179d6d4b', 'route': ['p3', 'e1', 'i12', 'x11', 'p1', 'c4']}
1769488295.2460814,SENT,cc12c228-7ef8-4c90-b202-c06c2e3d070c,afef87ca-be78-4c94-8b0e-a6d289c362c8,c3,c2,3359,?,p3,
1769488295.246254,CREATED,fb74b085-3d29-4de6-8364-ad28680be9c6,d059ba1b-20fb-419c-ac56-7b5d0bbb6f1b,c3,c2,27,?,?,surb={'id': '0e22c3f1-7e53-4710-a1d5-e99a1399f6ad', 'route': ['p2', 'e4', 'i6', 'x7', 'p3', 'c3']}
1769488295.4821246,SENT,f0818204-b897-4199-9883-15046cd7b922,0b56162b-302f-4016-829f-a9bf99b88415,c3,c2,3395,?,p3,
1769488295.4823525,CREATED,d81cc57c-cf50-49a5-9e53-d1b63853e205,d2e33167-b5f5-4a50-8a22-cfb0e4fa49e4,c3,c2,26,?,?,surb={'id': 'ac8e31c0-4bf8-4f80-b231-5e52cc267528', 'route': ['p2', 'e12', 'i3', 'x12', 'p3', 'c3']}
1769488295.712372,RECEIVED,6cef954c-1cb4-4285-a2b1-04a6d398e525,d9118bcb-6d21-4a2d-8c24-ecd48dd06494,c2,c3,27,p3,?,surb={'id': '0b98edc8-9e6b-417e-91c6-c390fb4494de', 'route': ['p3', 'e2', 'i5', 'x7', 'p2', 'c2']}
1769488295.9976718,SENT,f782016b-f89b-4763-a9b8-5b2a5e5cdf87,4f8f0c16-7374-4bce-8517-ccd6b87b4234,c3,c2,3391,?,p3,
1769488295.997819,CREATED,2cda240a-d162-4cca-b0a6-7776d2b282ac,890ad6e6-6c0f-4945-b61e-a5a72c137a98,c3,c2,27,?,?,surb={'id': 'f9d7a127-c232-4b55-8f3e-89f8d98e8344', 'route': ['p2', 'e12', 'i5', 'x4', 'p3', 'c3']}
1769488296.1328204,RECEIVED,8dbb22cd-fcf2-456d-bb16-371de0aabce3,5a8a4ba2-44bc-4cf5-911d-56230cc8e913,c4,c3,27,p3,?,surb={'id': 'ddbe2dc9-af9c-40a6-a59a-adff43da691d', 'route': ['p3', 'e10', 'i5', 'x4', 'p1', 'c4']}
1769488296.1606977,SENT,06dc3b1a-a288-4c42-be50-4edb5311819f,eae9b9e9-e35d-42e6-9f02-44d9060fa5ae,c3,c2,3383,?,p3,
1769488296.160874,CREATED,7de67523-3ef9-4aa3-98f2-12fb6aba9a6c,ce1822fc-20da-44df-995c-1c9c1cdb462b,c3,c2,26,?,?,surb={'id': 'e8da59d0-015f-4626-9fb7-e677093daa39', 'route': ['p2', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769488296.2401547,RECEIVED,e60a4713-2efd-47d7-97a2-b4627ce640d8,f54db047-a0d4-4aa4-a624-28e0bd5acb37,c4,c3,27,p3,?,surb={'id': 'f170a52a-85cc-4c35-82cb-0b31358ac427', 'route': ['p3', 'e3', 'i2', 'x9', 'p1', 'c4']}
1769488296.3000116,RECEIVED,576058b0-ebb2-4f54-8325-6ee27ac8dc7c,95cfc01e-0338-4480-a98a-de39ba6e0d00,c2,c3,27,p3,?,surb={'id': '271d4987-a17d-4f21-8d77-d96853029bb9', 'route': ['p3', 'e8', 'i6', 'x7', 'p2', 'c2']}
1769488296.6372778,SENT,62753da6-83fa-4d20-b63d-84897b68bc5f,7a998873-b518-4a90-b87f-ed933113d9e3,c3,c2,3359,?,p3,
1769488296.6374323,CREATED,8fdf429a-bb6f-49e1-9eb6-833de6b9463a,d5e05686-1b17-47a3-8304-d3f78c8ba2e8,c3,c2,27,?,?,surb={'id': '62c89d6a-0670-400a-987f-8c97af9458bb', 'route': ['p2', 'e9', 'i12', 'x9', 'p3', 'c3']}
1769488296.735663,RECEIVED,af65a38f-65a4-437c-8056-c8dd9b15ad79,d6284c37-1cac-4586-af0f-272ad601f9f7,c2,c3,27,p3,?,surb={'id': '8b6002d8-857c-4769-96ae-2c74f4f15675', 'route': ['p3', 'e2', 'i5', 'x10', 'p2', 'c2']}
1769488296.9747574,RECEIVED,67a2a89d-d9ef-4e54-97a9-162ffbc1f999,69577785-6648-40bd-a69b-17cb1868f18e,c4,c3,27,p3,?,surb={'id': 'a40716ba-83a4-4cc4-b0bf-6c0e5655c2d7', 'route': ['p3', 'e6', 'i6', 'x3', 'p1', 'c4']}
