timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488755.4137456,RECEIVED,b9bb71f2-5b5a-4127-87fd-bb5178fd71ee,5a757ef3-69b9-4ad1-b870-d68a196ab66e,c1,c5,27,p2,?,surb={'id': '02b1de45-f99c-4200-a71f-f5bb5792b822', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
1769488755.6346722,SENT,cc35292a-ab6c-475e-8f18-f99036c59a3a,3d69dac9-e5af-48c2-86d8-58e9b6df61f0,c5,c3,3380,?,p2,
1769488755.634824,CREATED,ef6fce71-6e0d-4148-9913-2745a0b72199,672038b1-f041-4063-b4cd-103f44eefd84,c5,c3,27,?,?,surb={'id': '02f3d16a-ebc7-4833-a68b-20bc8f2c8871', 'route': ['p3', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769488755.9113832,SENT,5d8cbfc9-a5cd-498b-a760-f1753f89f5e8,ff5b714d-5047-4b4c-9e86-608e2a00afd3,c5,c3,3361,?,p2,
1769488755.9115329,CREATED,e9ebbdfd-251b-44e6-8ebc-d41a3a241093,096bfc87-135b-4e7f-b73f-be1132943c0e,c5,c3,27,?,?,surb={'id': '0b07def5-1a03-41c7-9bdf-60cd0debba9d', 'route': ['p3', 'e7', 'i1', 'x1', 'p2', 'c5']}
1769488755.9431372,SENT,29e80920-4bf9-4576-abb3-3b163a60c451,9664d901-3322-48f8-a389-673312af8b67,c5,c3,3384,?,p2,
1769488755.9432087,CREATED,03c5b56d-c121-44d7-a769-eca2069e5445,df661f58-21bb-40b1-8f73-375f0108e8a7,c5,c3,27,?,?,surb={'id': '4dd12559-7020-436d-8c2b-028015623503', 'route': ['p3', 'e11', 'i9', 'x4', 'p2', 'c5']}
1769488756.6557825,RECEIVED,a2daca0c-4310-49db-99df-a145b958394f,71061e17-451a-4ade-965c-7cb36ac0e81b,c1,c5,27,p2,?,surb={'id': 'a8bb5fdc-76ea-41cf-ab5b-c0338dfb7095', 'route': ['p2', 'e1', 'i3', 'x6', 'p1', 'c1']}
1769488756.669779,SENT,e75dd1ce-34f5-41a2-9ed9-e09880907129,b0425f19-1ae9-4b48-9c8d-5850baeef237,c5,c3,3400,?,p2,
1769488756.6699286,CREATED,8f8926b8-4185-499f-9922-4f6009bce173,750c70ba-da60-4e86-b47e-12ba8799f6ee,c5,c3,27,?,?,surb={'id': '29808ce2-3552-46b5-acf3-fc00ac653af3', 'route': ['p3', 'e2', 'i11', 'x8', 'p2', 'c5']}
1769488757.0035589,RECEIVED,b0323997-a488-492b-92cd-898bddccb347,a73cf4c0-3b31-4eff-add3-9273caa7b854,c1,c5,27,p2,?,surb={'id': 'b6dc782e-92ed-45c7-84d6-40a108d9e7eb', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c1']}
1769488757.0047908,SENT,88e41c39-2556-4d8c-9f3a-490a2fdaedb6,28d9c8e5-c7bb-4892-928d-cca4c6c03c70,c5,c3,3379,?,p2,
1769488757.0049376,CREATED,b8bdd282-ff0c-4be5-9ef1-67f5192628bd,e842038b-124f-49e3-9414-c440c299974b,c5,c3,27,?,?,surb={'id': '50ba0574-7978-4876-b2ea-e6c7d6fdf5c0', 'route': ['p3', 'e7', 'i3', 'x8', 'p2', 'c5']}
1769488757.0967875,SENT,b12b529f-0905-415c-bb91-29f1293fed48,2d080309-9a48-440d-8f6c-a38be405297a,c5,c3,3397,?,p2,
1769488757.0969348,CREATED,19bfef1a-fbbd-4401-bb26-a01f09fd8f2f,d1f9447b-447c-4cf0-99d8-81515bc57685,c5,c3,27,?,?,surb={'id': '3ea0e0d5-f978-4b15-baaf-2d96f9b817c7', 'route': ['p3', 'e12', 'i4', 'x10', 'p2', 'c5']}
1769488757.1745574,SENT,57f5dfc6-a24b-4c7c-89f7-e4614185d3a2,f16c2a75-fc06-49cf-910d-2414f462c4c6,c5,c3,3377,?,p2,
1769488757.1747065,CREATED,7dc6dfb6-e337-4096-9bc2-abffbaab1d51,3cadb18a-0792-4570-b5bf-b356912d627f,c5,c3,27,?,?,surb={'id': '6cbefded-4438-4e6b-ae5f-bc4e79adc870', 'route': ['p3', 'e3', 'i5', 'x7', 'p2', 'c5']}
1769488757.2419913,SENT,f7ab4256-705c-42fc-8f78-4a18f764d4d3,de67b3b5-7536-4f52-a932-a0006ab883a7,c5,c3,3360,?,p2,
1769488757.2420766,CREATED,2becbc7b-9c8f-48fa-aec9-8f0f58cb6463,02116255-891c-4fde-bb5e-2fc9dbd807de,c5,c3,26,?,?,surb={'id': '9d257250-6555-421d-a51d-9e8f4f3f6d64', 'route': ['p3', 'e11', 'i2', 'x9', 'p2', 'c5']}
1769488757.5789254,SENT,25ea3290-64f3-4db3-be18-ac45d73b221a,53ffd708-2d12-4025-97e7-4d88a95b6cd2,c5,c3,3392,?,p2,
1769488757.5791483,CREATED,68ee4423-43a8-4316-b817-9e6fd880a0d9,04a39d01-2deb-44dc-a988-69f49a3db5b3,c5,c3,27,?,?,surb={'id': '3c7b599c-658c-4de3-9cfa-ce0baced079a', 'route': ['p3', 'e3', 'i4', 'x11', 'p2', 'c5']}
1769488757.7189362,RECEIVED,a7fd7e8a-2ab1-4047-80dc-27df07e7e5eb,f299fc32-1775-4828-ab7e-f3b4c9768c21,c1,c5,27,p2,?,surb={'id': '09db8b58-4102-40b4-84d6-e73d43052156', 'route': ['p2', 'e7', 'i5', 'x5', 'p1', 'c1']}
1769488757.7366958,SENT,a9edc3d4-cc14-4c12-ad3a-efe1f92a9420,17080d4d-52a5-4e4c-8875-6f322a6afc24,c5,c3,3379,?,p2,
1769488757.7368593,CREATED,66db7a5e-58c1-4d91-816f-e3716bc9c5c5,d4721b14-645f-4be9-9ba8-3c63efba3e9f,c5,c3,27,?,?,surb={'id': '5b95894f-3ef2-415d-a638-9d7f158031ea', 'route': ['p3', 'e3', 'i5', 'x10', 'p2', 'c5']}
1769488758.388239,RECEIVED,1d141668-0629-4d38-ab80-86527860a9ef,6b27fd15-2360-40b2-a9f7-ca903dfeb109,c1,c5,27,p2,?,surb={'id': '9bb3aa90-ddd0-414d-9ca6-b50b6f2befb0', 'route': ['p2', 'e2', 'i7', 'x3', 'p1', 'c1']}
1769488758.888546,SENT,31842d5a-f0c1-4311-a25a-178d0a0da7c3,112c4470-1be2-4d0d-83ba-cb35c78147bf,c5,c3,3381,?,p2,
1769488758.8886912,CREATED,bd439083-ff8c-4d70-be16-b095cfc210a9,190e3d9e-f4ae-4a42-8770-11bcc48d9de4,c5,c3,27,?,?,surb={'id': 'd0a4d0e5-9bfd-48ad-a3ea-0da17cda5161', 'route': ['p3', 'e1', 'i9', 'x1', 'p2', 'c5']}
1769488759.1323807,SENT,639f2287-d7b4-4371-b0fc-7e65b69381ac,7a76cff9-c4a5-4ab4-89a9-20a1c8a6f677,c5,c3,3400,?,p2,
1769488759.1325712,CREATED,2cf6a6b9-13df-49d3-9fdb-12083082bb16,cff61bb1-8962-444a-aa03-614f7ba9b3a2,c5,c3,27,?,?,surb={'id': 'f64eabd0-5a51-4b80-b2d3-d9a4fab0713c', 'route': ['p3', 'e10', 'i2', 'x1', 'p2', 'c5']}
1769488759.6796114,SENT,21c5e2eb-58eb-40e8-a927-819e86cb9867,ba84b7d5-a3ec-426f-add0-cfc9d710208b,c5,c3,3373,?,p2,
1769488759.6797569,CREATED,9053d76c-f942-4b79-8da8-6a50a4b296e3,17afda79-4d10-46a4-9094-616c65c320b5,c5,c3,27,?,?,surb={'id': '0f5b0081-6e80-4e9a-9b7e-d87f104e1127', 'route': ['p3', 'e11', 'i5', 'x4', 'p2', 'c5']}
1769488759.8127322,SENT,19e69c56-db6b-4311-a0cc-441276df5c32,1cf3a1fb-1a3e-4f89-8839-6d28670fd01d,c5,c3,3383,?,p2,
1769488759.812882,CREATED,ce3081d9-29cf-429b-b0b9-e7bd5a922175,b749f884-c8ab-4d96-a7b8-2de65235efbf,c5,c3,27,?,?,surb={'id': '13068d28-a9bc-4b5e-a98a-76d092a38e6f', 'route': ['p3', 'e1', 'i1', 'x8', 'p2', 'c5']}
1769488759.933805,RECEIVED,9ae830e0-2a91-49ef-8df9-8771ab6537c3,5d3afd4d-d34b-4057-9abb-8a87220a441b,c1,c5,27,p2,?,surb={'id': 'f348bc00-927d-468f-b4ea-d5e191a1cfe7', 'route': ['p2', 'e11', 'i2', 'x2', 'p1', 'c1']}
1769488759.9831293,RECEIVED,ee4f6c12-6050-4496-bae2-ba367ea82cfc,d515dbc3-cda9-412e-aca9-3968dd2cafd6,c1,c5,27,p2,?,surb={'id': '6f18d8f3-2c20-45cb-b29c-2cb43ca77cb1', 'route': ['p2', 'e1', 'i10', 'x9', 'p1', 'c1']}
1769488760.2463148,SENT,5a6e4086-6ea1-47f4-85ac-1380f3fc319a,ab5e7091-3686-4af6-b2e8-df9416cac73b,c5,c3,3368,?,p2,
1769488760.24646,CREATED,ff57c0e9-9957-4fe1-824c-5c7e9d2c30cc,7da02d26-4df9-4b68-aadd-26d74ebaabe2,c5,c3,26,?,?,surb={'id': '18394ea6-f242-4de9-953b-37be2dfb3ce1', 'route': ['p3', 'e7', 'i11', 'x6', 'p2', 'c5']}
1769488760.4761531,RECEIVED,cbbc8b7a-35de-4183-ad83-275f19e5928d,81bfbf04-f38c-4a2b-af66-e47002e2a291,c1,c5,27,p2,?,surb={'id': 'bd46c09f-2ee2-41c6-bffe-ff0c01db1c52', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c1']}
1769488760.9414608,SENT,8cc84a4a-1f65-423a-ac30-ff6f3078c6a2,4d390844-d7eb-4cc9-9d4b-f4db1fd46c3b,c5,c3,3391,?,p2,
1769488760.941605,CREATED,01265dfd-b3b1-4e18-92cd-b931d6ca45f4,8436f693-2751-4262-9668-aebc163bad64,c5,c3,27,?,?,surb={'id': '676b85b4-be35-4d89-9867-390618e4ed6a', 'route': ['p3', 'e9', 'i2', 'x12', 'p2', 'c5']}
1769488761.0257275,RECEIVED,f6cb112d-91bd-43d2-ae9d-978cb9ad594e,b876f99b-ced4-4afe-9d1d-04b151d77797,c1,c5,26,p2,?,surb={'id': 'd756886d-3148-46c8-92dd-68d30217a1d7', 'route': ['p2', 'e5', 'i12', 'x2', 'p1', 'c1']}
1769488761.1103714,SENT,1cda2eec-4aec-4be1-a845-d5a8a185d63e,10f52b53-d8c1-4f2d-a282-9e63ac45d87e,c5,c3,3389,?,p2,
1769488761.1105213,CREATED,06acc556-e45c-46a4-b2a8-2555b5ad96c4,595984b4-fc42-4898-a47e-be288c4b4987,c5,c3,27,?,?,surb={'id': '7b927fe0-522f-4fe2-9275-efbbd040f10e', 'route': ['p3', 'e4', 'i10', 'x3', 'p2', 'c5']}
1769488761.3852966,SENT,2891f8cb-8ce7-4d8c-b04c-214a69687ab4,9487ba87-5078-4ef3-966b-7838a778a0e5,c5,c3,3360,?,p2,
1769488761.3854694,CREATED,1a559297-5c6f-4488-b261-fc82d0c35f70,9290e58f-1b31-484d-ac6b-8603b21b2a04,c5,c3,27,?,?,surb={'id': '0a842300-ad13-4011-90b5-1eb8321c5fb4', 'route': ['p3', 'e4', 'i4', 'x3', 'p2', 'c5']}
1769488761.4361348,SENT,376385f7-0d0c-4e4c-844f-e78ac075784d,6fddcf03-6e5c-4e17-92d4-be5233c10f90,c5,c3,3384,?,p2,
1769488761.4362397,CREATED,36cf2092-3e48-4695-b24a-3063d13cca7a,d573ef47-9e7d-411e-8b34-61b7c93ea5c4,c5,c3,27,?,?,surb={'id': 'da462803-b7a2-494f-860b-22bdfcd0284b', 'route': ['p3', 'e3', 'i10', 'x12', 'p2', 'c5']}
1769488761.7792044,SENT,28d31362-035a-4e6b-bc51-360275a03dee,4e625ffe-456a-4135-8a0c-7df2d6f78b45,c5,c3,3405,?,p2,
1769488761.7793856,CREATED,3fe87e38-8b47-4cb6-9e4d-cc93610b7739,f6bbb114-f97a-4208-8696-abcf252839e4,c5,c3,27,?,?,surb={'id': 'a05ebb4b-c110-4c60-bc52-f9c68bdced86', 'route': ['p3', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769488762.162346,RECEIVED,d2544895-323f-4bb0-a49e-b4f7b69ce3de,cb64c1bb-7ae5-46fa-84fe-816e63aae9ef,c1,c5,27,p2,?,surb={'id': 'e99967c9-e713-4804-bcab-c6484c646dbe', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769488762.1788783,SENT,9b0361fa-733d-42ea-a3b1-b3a7a6702db6,abd84460-53ee-499c-9a2e-7b1bd72858de,c5,c3,3379,?,p2,
1769488762.1789522,CREATED,b97bd030-0de9-43a2-a320-967d1a1c4943,f26fe2cc-3f81-4e58-bf8a-527872b115f2,c5,c3,26,?,?,surb={'id': 'a9c88b0c-0847-4d8a-8093-6f0cfb98cd84', 'route': ['p3', 'e3', 'i10', 'x9', 'p2', 'c5']}
1769488762.295013,RECEIVED,7a01a316-b5ec-4a39-8b49-ac11200dc1ae,ecb5a4f0-7f2f-407c-bdd2-5174c47c93ff,c1,c5,26,p2,?,surb={'id': '196a4737-9ee0-4666-b72e-6bdfa28747d0', 'route': ['p2', 'e5', 'i4', 'x8', 'p1', 'c1']}
1769488762.408929,RECEIVED,6ca188c0-b16a-414c-b66f-61160a51314c,e15d0402-f6cb-4f94-889f-22e61a36eea0,c1,c5,27,p2,?,surb={'id': '599e9221-e3fe-48b3-a57d-9e4f060a1ebb', 'route': ['p2', 'e12', 'i1', 'x11', 'p1', 'c1']}
1769488762.7454479,RECEIVED,ffd29077-18d9-4412-8ab4-d67a340abbed,6332d0a1-7c9f-41ae-bdfc-7fd612fa70bf,c1,c5,27,p2,?,surb={'id': 'c6669b86-066a-4645-b1a5-8049d017b9e1', 'route': ['p2', 'e1', 'i3', 'x4', 'p1', 'c1']}
1769488763.0099132,SENT,d3c5e90d-1701-4b26-a87e-246e679c32c7,b30a29f3-b2b6-4fd5-9d4e-cd347f38dcd8,c5,c3,3391,?,p2,
1769488763.010094,CREATED,a4f6e533-587b-4863-9348-9117ff021cf9,dc384daa-8b7f-47b3-97eb-ba9d3788d8f0,c5,c3,27,?,?,surb={'id': '460265ef-0b19-4182-8d06-012a98b532a0', 'route': ['p3', 'e7', 'i7', 'x8', 'p2', 'c5']}
1769488763.0813227,SENT,0d95a9ec-7cf6-413c-afac-df6184fd1c22,2c7c3863-27f0-4e02-903c-ed0248a73a68,c5,c3,3392,?,p2,
1769488763.0814717,CREATED,a3d3c75c-660d-43ae-8f99-126fd50eb26a,7936b013-79c7-4f58-a5b9-cccaf2cd3397,c5,c3,27,?,?,surb={'id': '66dcb6cb-d13d-4270-8d82-4ae90a8830af', 'route': ['p3', 'e3', 'i6', 'x9', 'p2', 'c5']}
1769488763.2768853,SENT,24860320-4b32-40b2-8f12-6c52ac828465,818bbca9-7090-415d-8e3c-400aedee27b6,c5,c3,3382,?,p2,
1769488763.2769718,CREATED,f5c8bff1-735e-46e6-b4bb-8555adf2a17a,d245c95a-2bd9-4f70-bfd9-296d2cef0d99,c5,c3,26,?,?,surb={'id': '6b59f87b-8f61-48fc-a122-46b56075ddcc', 'route': ['p3', 'e8', 'i7', 'x11', 'p2', 'c5']}
1769488763.669547,RECEIVED,3800d9c3-f4a6-494b-9c11-313ef7b25d54,ef468ab0-6880-47e1-8f20-a64e9264cad8,c1,c5,27,p2,?,surb={'id': '2064b14f-8b14-49ec-99d0-c5b68bac8395', 'route': ['p2', 'e12', 'i9', 'x11', 'p1', 'c1']}
1769488763.731338,RECEIVED,7e0215ed-fc47-48b9-9381-04ce7e9d5daa,c37e2d9d-0f2c-4dd9-8c53-5d00834f4723,c1,c5,27,p2,?,surb={'id': '1437a7a1-b057-42af-8ddb-fe48d5dcb4a0', 'route': ['p2', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769488763.8874612,RECEIVED,91e377e4-039a-4cb0-b15f-9f6ff2faa4e7,a56eca0a-7a4b-4772-8fa6-8b44e35ed159,c1,c5,27,p2,?,surb={'id': '3ef63bf7-3ccb-40a5-a982-16d48fbab36f', 'route': ['p2', 'e11', 'i9', 'x3', 'p1', 'c1']}
1769488764.0326984,RECEIVED,62360fb9-6814-46ba-a487-28a59d22d962,df6fb523-6324-487d-9e20-a09a1d1598ac,c1,c5,27,p2,?,surb={'id': 'dc8cc813-7b86-4b00-9434-78559a8a569d', 'route': ['p2', 'e2', 'i1', 'x10', 'p1', 'c1']}
1769488764.342027,SENT,b62b48d9-335e-4498-8c14-2a761c6b3a10,195328db-9ddf-48f4-af9b-bbbd8d1bdd65,c5,c3,3370,?,p2,
1769488764.3421593,CREATED,6745ffc2-18bf-4c8d-acef-9b2516031214,14a9a394-45ab-4c4b-b9e6-83d0f1f4eac4,c5,c3,26,?,?,surb={'id': '48a93782-9f0d-46d9-b021-ea695df1a0af', 'route': ['p3', 'e5', 'i9', 'x9', 'p2', 'c5']}
1769488764.5675952,SENT,d71bc86f-e0b0-490a-9086-379cc96cb1fd,6f199150-f367-4908-a2a6-feff219c3a87,c5,c3,3383,?,p2,
1769488764.5677474,CREATED,2c4d8790-221c-4a56-96a6-95454dad7575,0618a52a-d2f8-48de-80b3-883757b7d742,c5,c3,26,?,?,surb={'id': 'f636e4fc-c0fd-4ad0-9e16-299a1d0efb8a', 'route': ['p3', 'e11', 'i9', 'x3', 'p2', 'c5']}
1769488764.7214417,SENT,f40b34cf-5b2b-4fdb-9bfa-f693261ec8c5,56f91201-d6cb-4408-9dbe-d1906a3b70a7,c5,c3,3391,?,p2,
1769488764.721595,CREATED,7e3aaa8c-3501-4b4e-a04d-50a86ca6f798,a4707fcc-6fd7-4c74-8edc-fac7c6d12f83,c5,c3,27,?,?,surb={'id': 'a69f0316-d5f2-4a4b-b831-d8f9e69b947a', 'route': ['p3', 'e11', 'i5', 'x12', 'p2', 'c5']}
1769488764.747033,RECEIVED,9b08554f-fc60-49c2-8538-cdb4b3fd5f4e,6e0c1cbe-4cac-412f-a5a4-80478e867f5b,c1,c5,27,p2,?,surb={'id': 'e2e403cd-5f6d-47e5-95d8-cf9958bd704c', 'route': ['p2', 'e7', 'i1', 'x11', 'p1', 'c1']}
1769488764.761452,RECEIVED,df9e6a28-14f6-4376-8921-373a1c387ed1,bb5d67e9-e9ca-40ae-8b22-5580adcf3b66,c1,c5,27,p2,?,surb={'id': '62fc3e11-7c1b-4dc5-b5f0-dd488c60c296', 'route': ['p2', 'e10', 'i9', 'x11', 'p1', 'c1']}
1769488764.7699785,RECEIVED,9f5f5c24-cd44-4745-8578-8a0901c1c21e,b3f0cddf-de6e-4631-bd87-3bf1d4ed07eb,c1,c5,26,p2,?,surb={'id': 'e01598b2-8f4a-494b-bfce-664780152c43', 'route': ['p2', 'e4', 'i7', 'x1', 'p1', 'c1']}
1769488765.119693,SENT,fa5e9fa6-0971-4630-a8e2-62d1aa522da1,42919062-7a5c-4dcc-9cbb-c39ff5d233dd,c5,c3,3373,?,p2,
1769488765.1198223,CREATED,3112fb58-5826-4bbd-a37d-983480ab224b,63d3ceb7-e324-42fa-9dcb-706998086a45,c5,c3,27,?,?,surb={'id': '924b6724-55f0-44db-bf8b-8bf95877d089', 'route': ['p3', 'e11', 'i2', 'x7', 'p2', 'c5']}
1769488765.2165656,SENT,41737c79-69f1-4da6-b34f-21eeeb7fac1a,df00c542-bd10-4d1b-9e2f-93aaeec7a1ca,c5,c3,3364,?,p2,
1769488765.216717,CREATED,7a3fecc9-f2c7-4e3b-8f14-4114933b2470,99477814-bc27-4e5b-a590-716ab54da0c8,c5,c3,27,?,?,surb={'id': 'b8aef448-4b3b-4080-beb9-42dde5e8a38f', 'route': ['p3', 'e5', 'i3', 'x2', 'p2', 'c5']}
1769488765.792519,SENT,3d0c3eca-e5bd-469a-a0b7-2786a86cd543,d1f25c36-ec26-49e7-a961-ed5616530626,c5,c3,3359,?,p2,
1769488765.792619,CREATED,156da387-1e11-4e25-973f-a548d08c9754,3c15e500-d187-4337-8cab-fc26af035d03,c5,c3,27,?,?,surb={'id': '21dd9ac2-5a83-4c77-952b-5c91bb3b6548', 'route': ['p3', 'e1', 'i6', 'x10', 'p2', 'c5']}
1769488765.7988644,SENT,7e53325c-2364-4693-beb0-a474f2765e9b,35c71efb-ddb0-498f-87d6-20d8f00a8300,c5,c3,3400,?,p2,
1769488765.7989912,CREATED,e67e0a54-6c14-4e88-85ff-e6a734277e6e,b5deb9c1-537e-4143-a60b-60896b777295,c5,c3,27,?,?,surb={'id': '99666b9a-7741-4ed7-bc7e-75d776ef0327', 'route': ['p3', 'e8', 'i6', 'x12', 'p2', 'c5']}
1769488766.2059922,RECEIVED,280078f3-2d2a-4b40-9cfe-0ac1a629393c,e417b71a-fa92-47bd-8614-678b52515908,c1,c5,27,p2,?,surb={'id': '3c96dc7a-148e-41dc-a031-a70b95bc68ba', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c1']}
1769488766.239348,SENT,7c4a1b55-ca95-4f6c-ab1f-52759fcfe958,a1944de5-96d7-4414-93b2-91e7df14d024,c5,c3,3400,?,p2,
1769488766.2394485,CREATED,c19e0108-56a8-44b6-884b-d266e635bbd3,18b176f1-67df-4c15-b58e-263b2b9cf0c1,c5,c3,27,?,?,surb={'id': 'a06598a1-96d0-4a0a-ab41-f6aaadb41fe6', 'route': ['p3', 'e11', 'i12', 'x10', 'p2', 'c5']}
1769488766.451161,RECEIVED,fbbd81bb-8f73-4a52-9ca6-6caff491436e,aede03b6-011e-4719-896d-6f3d4bb071cb,c1,c5,26,p2,?,surb={'id': 'b7e9a972-6767-4928-8707-c76faa881e4c', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c1']}
1769488766.4947586,RECEIVED,9d6a7bf2-a504-403a-b892-a3b0021e6f96,45a04174-8317-4e73-992a-841c128deb02,c1,c5,27,p2,?,surb={'id': '38ee60fa-c31c-4c71-b3fa-3269c02558f2', 'route': ['p2', 'e2', 'i11', 'x7', 'p1', 'c1']}
1769488766.5493174,RECEIVED,00d4d4b0-dd79-439b-831f-2e81ecd181e6,f44de18f-3d8c-4ae4-a5f8-17d056d19a66,c1,c5,27,p2,?,surb={'id': '81cbff61-9740-4678-8bc0-60b0193dbfca', 'route': ['p2', 'e1', 'i12', 'x12', 'p1', 'c1']}
1769488766.709413,SENT,a316dabe-94e9-487a-94bc-53c89ead65ff,a44874b6-c204-4d6d-ad2c-67307f2096f7,c5,c3,3383,?,p2,
1769488766.7095177,CREATED,d933dbc2-bccb-47bd-a835-c8babf4fa559,5de116c2-b211-466a-80df-7dc70ac3b6ca,c5,c3,27,?,?,surb={'id': '44dfd002-fada-4310-b05c-5b99a439507d', 'route': ['p3', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769488766.9682956,RECEIVED,02b0fad3-6e39-4440-a5ee-eba01fb21d49,cc043763-b967-4b6b-b077-b792730cae44,c1,c5,26,p2,?,surb={'id': 'c0fa71ff-2fe9-49f2-a0b2-72024cecde5d', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c1']}
1769488767.0852723,RECEIVED,a0fda35b-749a-4228-96b4-ec53d0b4a19c,e97b8f5c-6790-49fb-b9db-5477d845a578,c1,c5,27,p2,?,surb={'id': '85ff8cdb-7ca4-4f4d-819c-f2365de441f3', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c1']}
1769488767.129148,SENT,8b128aaa-2aa3-4dec-b736-e79fb3ad3a5f,69ac6a94-3be0-4016-bfbb-89bd521e7e66,c5,c3,3355,?,p2,
1769488767.129225,CREATED,0d25f6d5-c2de-45a0-b23c-0f368d700c43,17bbac26-b94a-4f28-a4f1-57d8c0c3e24f,c5,c3,25,?,?,surb={'id': 'e09abba8-47cf-4891-aacf-47f1c9fa1d02', 'route': ['p3', 'e3', 'i6', 'x1', 'p2', 'c5']}
1769488767.2638383,RECEIVED,f2a53a54-bd09-48a9-8f9e-af2dace72390,6eb2b840-31e5-4ae0-b2ae-1f4fd9faae41,c1,c5,27,p2,?,surb={'id': '7c9776b0-d46e-4296-b008-7710f546fd9f', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769488767.54498,RECEIVED,048654aa-67c1-4c4d-a3b5-39341dc922a1,258a1e3a-90e9-4470-83b1-f49186147d74,c1,c5,26,p2,?,surb={'id': '850c47e5-f243-4dbd-b866-cef2a3e42f00', 'route': ['p2', 'e12', 'i1', 'x6', 'p1', 'c1']}
1769488767.6866515,RECEIVED,2961e5f1-4839-40e3-98d5-cff5504b3a98,ab6f5544-bd97-4ed0-a4c5-fe8df42dc63a,c1,c5,27,p2,?,surb={'id': '1035b8f1-0506-41d5-967f-0e2a3447026e', 'route': ['p2', 'e6', 'i7', 'x12', 'p1', 'c1']}
1769488767.6950886,SENT,8d51c1e4-f1b4-4417-bd9c-7d2d308eb1c0,3baf7b26-14d1-44d3-a83d-386a765eebd0,c5,c3,3399,?,p2,
1769488767.6951592,CREATED,4d908df2-ea74-4771-98bb-0e627157fd3f,2d986fb5-20f1-4b22-a134-85450d667394,c5,c3,27,?,?,surb={'id': '32e90f21-72a9-49e5-8b65-357b4f612cdf', 'route': ['p3', 'e3', 'i7', 'x12', 'p2', 'c5']}
1769488767.7048447,SENT,a1513395-6636-4820-9107-a26f050db98f,e5129f67-2f6f-4b04-8a0b-d086f6510d4e,c5,c3,3396,?,p2,
1769488767.704915,CREATED,1a83cef7-2a34-4157-be63-c2af7880de56,9797c686-1392-47ef-bff4-221292e38723,c5,c3,27,?,?,surb={'id': 'cca0f37a-9c3e-4848-9f4e-aea10ba6b099', 'route': ['p3', 'e6', 'i11', 'x12', 'p2', 'c5']}
1769488767.8967128,RECEIVED,af2cd059-72a4-4152-9f6e-a88638aeb134,ba7f925f-14c9-4007-81fe-6a3e3724288d,c1,c5,27,p2,?,surb={'id': '107c600d-5dd4-4fb8-861b-d1b022fb6b73', 'route': ['p2', 'e12', 'i5', 'x11', 'p1', 'c1']}
1769488768.000361,RECEIVED,2041ac18-d9de-4380-8843-edaea7cdc962,afcf6e0a-7dbb-44c9-8e52-90a22de32b4b,c1,c5,27,p2,?,surb={'id': '1af1b272-51c6-45bd-8858-a41aed5ecd3d', 'route': ['p2', 'e6', 'i5', 'x11', 'p1', 'c1']}
1769488768.2106922,SENT,e7216668-9521-486c-81bc-7088ea32cbf0,be81cf88-4ed8-45d1-abdf-b4e16c40c980,c5,c3,3376,?,p2,
1769488768.2108004,CREATED,e675105e-5ca7-4428-b2b2-e8fd6e85f50c,cb7e83c8-19ab-4983-a1cb-f52c261a9205,c5,c3,26,?,?,surb={'id': '53cc270b-49b2-4656-afdf-d0737312a00b', 'route': ['p3', 'e5', 'i10', 'x7', 'p2', 'c5']}
1769488768.2276726,RECEIVED,92f4d2d3-0733-433b-ba85-c193b670b29c,d5fe5c6d-aa06-465c-a141-60f96fa3d097,c1,c5,27,p2,?,surb={'id': '4909e23e-14ee-4629-bc56-3cf3442e4509', 'route': ['p2', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769488768.2901435,SENT,f21c7f90-4bcb-42e4-ba35-69781697e69b,15ebe125-9de0-4c29-9459-2c95184332f9,c5,c3,3374,?,p2,
1769488768.2902732,CREATED,89cdd953-6918-469c-8a1b-265774c04311,d9eaff41-5965-46a6-91c7-07fb4cf5901c,c5,c3,27,?,?,surb={'id': 'ad13b3e8-5b18-4c8a-b590-16df449f8b07', 'route': ['p3', 'e4', 'i7', 'x2', 'p2', 'c5']}
1769488768.4204872,RECEIVED,a7e0c5a6-7c32-4d9f-a070-9fbe949b888e,c1587ff2-d5db-4eca-adf3-e04de804d370,c1,c5,27,p2,?,surb={'id': 'b593fac5-539d-449b-b063-9ee6be47e107', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c1']}
