timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488364.1409125,SENT,6b92f613-3cc7-465f-b4ba-09ce83f65d3d,4bfc3394-0cce-4208-b5bc-ccabfa74eafe,c5,c3,3375,?,p2,
1769488364.1409874,CREATED,9529f7da-9da2-4845-a4f0-743838b866ac,de126258-2374-4fe8-9fe0-b5013e7062bb,c5,c3,27,?,?,surb={'id': 'fdb2f673-5050-4ca2-8ce3-d35bb2208f64', 'route': ['p3', 'e1', 'i1', 'x3', 'p2', 'c5']}
1769488364.2668195,RECEIVED,1254df7d-2b1c-4b14-b213-aeaef89958f8,4e1ed979-da0f-44c3-a259-b31e1d98abf0,c1,c5,27,p2,?,surb={'id': 'fa588718-a714-4433-a497-33dd340f9e44', 'route': ['p2', 'e11', 'i9', 'x9', 'p1', 'c1']}
1769488364.6759481,SENT,4103ceb6-202f-4c8f-b122-052ebcb1cb2e,ab452294-0259-4654-9edc-f1b8069a7ac1,c5,c3,3383,?,p2,
1769488364.6760187,CREATED,0f999181-6476-4cb0-9efa-0ee3d741104c,33ba6ae8-402e-436f-b18e-646e0fcb44de,c5,c3,27,?,?,surb={'id': '71c51abc-2c52-4813-98e4-f8aad1a14bbe', 'route': ['p3', 'e2', 'i2', 'x3', 'p2', 'c5']}
1769488365.0129664,SENT,623ccb64-6a7f-4a83-a2a4-7e3523524ce0,c54a0454-a855-46de-ae52-8a88df5043c7,c5,c3,3367,?,p2,
1769488365.0133088,CREATED,5f02dddb-df3d-49d5-be24-c1ef6fed888f,4848af06-008c-4332-b9de-6de809881ef6,c5,c3,27,?,?,surb={'id': 'ceb30a1c-7e64-4f4e-88f2-04513bab13ef', 'route': ['p3', 'e6', 'i10', 'x1', 'p2', 'c5']}
1769488365.0442922,SENT,973d0cea-1be7-4234-b15f-08042efdbd35,67e0f19c-7c89-4763-bfe0-621ed292e21a,c5,c3,3391,?,p2,
1769488365.0443664,CREATED,75d83e89-c3fc-4c7c-9d0e-eb54e6bef6ec,4c6302ea-bea5-4760-9c3e-4beaa11088cf,c5,c3,27,?,?,surb={'id': 'a3973f2c-9830-49f8-b984-6740cad5a1c4', 'route': ['p3', 'e6', 'i8', 'x10', 'p2', 'c5']}
1769488365.050997,SENT,11f9e542-5c6d-48e0-94a3-3f0c0bc89c2b,874aacfa-f719-4e80-9a6c-ab2f18327afe,c5,c3,3372,?,p2,
1769488365.0510879,CREATED,cd25b848-90f5-4aaa-a429-cae09f299c41,f1240727-24a1-4bfd-ae76-0120edd57ccf,c5,c3,27,?,?,surb={'id': '08f58379-b350-4456-bcdd-8bd0525f7611', 'route': ['p3', 'e11', 'i6', 'x7', 'p2', 'c5']}
1769488365.3632247,SENT,88969184-456e-4811-a102-6c138dc26345,afcf43db-d730-4840-96b4-d67f1257639c,c5,c3,3400,?,p2,
1769488365.3633249,CREATED,8489e9b9-f44e-4477-9dff-7c37753d3c09,391cd1fd-f021-4d55-99b0-ccc44f5cf1c9,c5,c3,27,?,?,surb={'id': 'ddfcac8f-626b-4e78-b8d6-612d6ea5c2db', 'route': ['p3', 'e7', 'i1', 'x11', 'p2', 'c5']}
1769488365.6989307,SENT,46f1c616-e6c8-4a83-aef3-48c3026e37de,50835f06-6081-4455-9571-6b969d48b7ba,c5,c3,3373,?,p2,
1769488365.6990385,CREATED,2e53b669-d0bf-4a1f-93bc-bfe32b15d3f7,c693bb1b-0d2a-4259-825a-ed315deddf32,c5,c3,27,?,?,surb={'id': 'eeb7f140-18c2-4be3-98c9-c012242e69be', 'route': ['p3', 'e2', 'i3', 'x7', 'p2', 'c5']}
1769488365.984174,RECEIVED,9ded313a-5f83-4c6b-a72c-5c1f403db2e5,fa57f8eb-7cd0-4f87-92a3-1cf5ab37bfb1,c1,c5,27,p2,?,surb={'id': 'fa7d92dd-6f78-4c28-af15-12f3449281ae', 'route': ['p2', 'e3', 'i4', 'x11', 'p1', 'c1']}
1769488366.0300975,SENT,b25c3fbd-7e9e-4ea3-a15f-877a8a051f3d,03854946-c469-4766-9419-a54f541f3399,c5,c3,3383,?,p2,
1769488366.0301988,CREATED,5f282d34-ae3a-4d7f-97f3-f5d07cccaddd,e27e0116-0048-45fc-a46d-a1d5d4bd86af,c5,c3,27,?,?,surb={'id': '9c9a84c2-251f-4fb5-9891-066e7b97b302', 'route': ['p3', 'e7', 'i2', 'x5', 'p2', 'c5']}
1769488366.3273318,SENT,de76a2f4-2cee-485e-8d30-db50d1e8704b,69787f15-122a-43c4-88d2-f77d2f3c5162,c5,c3,3363,?,p2,
1769488366.32748,CREATED,2887d1e6-f334-4542-96f2-6b63db3bdd3e,2f2e038a-c4ad-4fd0-93d2-c524e668d26d,c5,c3,27,?,?,surb={'id': 'd9ab071c-cac0-444c-9e4b-8317e2cd4c81', 'route': ['p3', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769488366.4255908,RECEIVED,7470f4ea-66d0-4b61-b1ff-a8ce5ce12f88,8b020397-cd7c-47e4-99e0-96a6693edd67,c1,c5,27,p2,?,surb={'id': '3f1c3aec-a13a-4d0d-81eb-19c46b81c8b9', 'route': ['p2', 'e8', 'i7', 'x5', 'p1', 'c1']}
1769488366.5332654,RECEIVED,e47b0965-6aed-479f-b027-b3c102a196e5,6bda5654-9799-4b90-8a5f-9cddb55d2ffe,c1,c5,27,p2,?,surb={'id': '5f49a0ad-86d8-4813-8c66-bd8307a23202', 'route': ['p2', 'e8', 'i10', 'x8', 'p1', 'c1']}
1769488366.6681135,RECEIVED,3c371946-e3e9-46ce-9505-c818c2289c0d,f8a76615-1c0f-4adf-a577-ee9ae15851a5,c1,c5,27,p2,?,surb={'id': 'acbbf482-11e5-41a7-bd9c-36832e694268', 'route': ['p2', 'e4', 'i2', 'x8', 'p1', 'c1']}
1769488366.850911,RECEIVED,81d8081f-38e8-4c15-947c-b720c8e618cd,a01a1f21-c8ad-40cd-ab02-6b6f62929828,c1,c5,27,p2,?,surb={'id': '4c4773c3-7674-402a-9f3f-7fa5608133d4', 'route': ['p2', 'e11', 'i6', 'x8', 'p1', 'c1']}
1769488367.265555,SENT,6056bbae-7ede-4cad-8dbd-65e4d7cb0e35,745b20e1-9b6f-4b06-8cdf-4c7567d94692,c5,c3,3388,?,p2,
1769488367.2656531,CREATED,ab434c07-57ea-44ec-b75e-94499e885c66,2fb28ee9-ce30-4e89-b5eb-160f1dd8669a,c5,c3,27,?,?,surb={'id': '1354d436-1268-4563-b164-4ef27fa1a52c', 'route': ['p3', 'e2', 'i8', 'x12', 'p2', 'c5']}
1769488367.3193028,SENT,b3164fbc-8e9c-4131-a3b2-47b85a90500a,be4dccf1-ead4-4b50-b485-d3289824cff7,c5,c3,3356,?,p2,
1769488367.3194025,CREATED,a3c9855c-47c4-4d39-b3bd-a4b6828675b6,4f36d09e-4997-47ab-9edc-dda16de25a3a,c5,c3,26,?,?,surb={'id': 'f08c564a-86bf-42bd-8b7d-5450196b8d7a', 'route': ['p3', 'e9', 'i2', 'x3', 'p2', 'c5']}
1769488367.384179,SENT,93034dfb-c2ab-4169-9c5b-77c5be55ba8e,b4dd010d-c510-4f7e-a525-fbee9207db9a,c5,c3,3388,?,p2,
1769488367.3842788,CREATED,37c84149-1ce7-4cd8-8788-d56ee58ef17f,bf243152-ef43-4f8a-aa61-c4fd7de2d2f9,c5,c3,27,?,?,surb={'id': '2385021a-b673-49a6-ab0a-8f2b678f918e', 'route': ['p3', 'e11', 'i4', 'x10', 'p2', 'c5']}
1769488367.3974636,SENT,75bb5e46-568f-4677-bfa3-cb1c3d2c6cf8,a4ffd6b6-2798-4683-9900-fd2196caf5ed,c5,c3,3380,?,p2,
1769488367.3975623,CREATED,ecc693fc-4548-4291-8542-94b2d79865bc,082c93e9-ad8d-4590-a907-eb86645c0dc7,c5,c3,27,?,?,surb={'id': '47fd669e-10b6-4fb9-8a33-de65c4e163ab', 'route': ['p3', 'e9', 'i7', 'x4', 'p2', 'c5']}
1769488367.4566414,RECEIVED,de71892e-d5c3-4837-834d-5dbdb4f21abe,1b360dc9-eaa7-44b6-949c-091a5a280cd3,c1,c5,27,p2,?,surb={'id': '3eb437c7-b5dd-4a50-8862-fcacbef9718d', 'route': ['p2', 'e3', 'i12', 'x4', 'p1', 'c1']}
1769488367.6768703,RECEIVED,5461d1df-7afa-4640-ac68-456260b7bf9a,957faac3-a8c3-40a6-b709-fcacea4d4cf9,c1,c5,27,p2,?,surb={'id': '96a434d8-20fb-4082-9b7b-01894e99cda8', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c1']}
1769488367.8416328,SENT,537d1380-e64b-44a9-a24a-9e7d54d041d3,531299bf-1e2e-4ad3-a353-356310c50390,c5,c3,3385,?,p2,
1769488367.8417485,CREATED,f0f38029-79b5-4072-b293-6fa3fc36e581,beae852b-cc06-405a-8bf4-b7d40143ef9b,c5,c3,27,?,?,surb={'id': 'add2b8b1-0fc2-40da-bc10-ad30058f6cb9', 'route': ['p3', 'e10', 'i3', 'x5', 'p2', 'c5']}
1769488367.9122655,RECEIVED,a5a51758-b7d2-433f-b8ee-718979d06f81,d3f39367-954e-4d66-9c65-14cfcb02f067,c1,c5,27,p2,?,surb={'id': '9bc47511-5d68-46af-90cc-6a7b40a60350', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c1']}
1769488368.1244984,SENT,62965bcf-fa70-4280-ae19-88311689a4a3,b3e2a77a-cf5d-4424-a367-5eb4a0b88c8d,c5,c3,3393,?,p2,
1769488368.124614,CREATED,94304f54-940b-49cb-88b7-b11df4e624a2,9b12ff48-b0dd-49d6-a30e-419c1d1273b4,c5,c3,26,?,?,surb={'id': '6bb8dc2c-883f-490e-9bb0-570b83074728', 'route': ['p3', 'e2', 'i1', 'x5', 'p2', 'c5']}
1769488368.4568186,SENT,4aadff0c-f05d-405e-ab1b-848405e37ea5,b3969ef3-96d2-4915-99ed-1b493674a5a0,c5,c3,3393,?,p2,
1769488368.4569628,CREATED,bff4c914-e842-4b20-8e4b-cd8480c60cb4,94910488-15ec-4371-b2ca-4f0de85c5546,c5,c3,27,?,?,surb={'id': '8dd50e69-e6cf-480a-b408-6bf1874f621b', 'route': ['p3', 'e5', 'i12', 'x7', 'p2', 'c5']}
1769488368.5006287,SENT,70fcbb0c-4015-41eb-b42c-65d87f5a80cd,66b1edb3-777a-423b-a8e7-ef7cd0abe9ce,c5,c3,3396,?,p2,
1769488368.5007792,CREATED,5bd60f0f-d651-4caf-a26c-55c0a63c4a89,f9b81fde-4bb9-4952-b045-3199c677c2b7,c5,c3,27,?,?,surb={'id': '16ee2434-b44d-4cf8-b0c3-a6752042cd00', 'route': ['p3', 'e9', 'i11', 'x4', 'p2', 'c5']}
1769488368.908569,SENT,47b5b289-d851-4e73-8e1e-02a993932d95,dd9c607e-381d-476b-9126-58af5b27bfb5,c5,c3,3400,?,p2,
1769488368.9086711,CREATED,085b9205-afb6-432c-a517-25c1d0bd9c91,18ef271f-017c-4b94-b721-a1cb5d0f7c19,c5,c3,27,?,?,surb={'id': '7da70174-a84f-4a0c-a592-41c33bfb3185', 'route': ['p3', 'e4', 'i10', 'x4', 'p2', 'c5']}
1769488368.9497173,SENT,81d496d0-578b-4ffb-bf69-65f7858e8f48,f67ca593-156c-4615-a055-ef140ff40b70,c5,c3,3380,?,p2,
1769488368.9498317,CREATED,7858513b-dc0b-4353-8161-72e73f74298a,fd94edb0-cefb-4255-9642-eda8456f3f96,c5,c3,27,?,?,surb={'id': '962dd117-003d-4cff-87dd-5f722372b0aa', 'route': ['p3', 'e4', 'i7', 'x2', 'p2', 'c5']}
1769488369.0775895,RECEIVED,4a5fb685-64b4-43ee-a1fc-43ae21729cb6,677f61bd-5bbe-4119-8b73-6e9970ba3293,c1,c5,27,p2,?,surb={'id': '848ea7db-ef45-480c-a159-af3ac43c452c', 'route': ['p2', 'e12', 'i5', 'x7', 'p1', 'c1']}
1769488369.1354744,SENT,892a8160-f16f-4da9-b3d1-6b7eb16805ea,53ce8352-399a-424f-958a-caa857df0436,c5,c3,3383,?,p2,
1769488369.1355834,CREATED,70ffc0ac-d626-4986-ab9d-4f32f446b5e5,6c5673a5-2a7d-48d4-9ba9-2f1cc4d3ae6b,c5,c3,27,?,?,surb={'id': '97c9dc02-d5e7-4d50-b821-f8056a6c51de', 'route': ['p3', 'e4', 'i9', 'x2', 'p2', 'c5']}
1769488369.1648464,SENT,5549c01d-9c33-4439-8572-1df0e0a421f6,d790cb2c-4f69-4366-8eb5-4b6b3d7994af,c5,c3,3376,?,p2,
1769488369.1649566,CREATED,d37f5ab4-3574-497a-a51d-d18ea36dfa57,86906208-2d8c-4b01-aacb-23cf932781f6,c5,c3,27,?,?,surb={'id': '1f456f66-feb7-44f8-a4ac-a1f8134699b8', 'route': ['p3', 'e6', 'i3', 'x11', 'p2', 'c5']}
1769488369.1856608,SENT,d1f13378-7f0b-41b9-ab6d-9950443d9b65,e3b931e7-0a3e-4333-87a6-eb48f1df11e2,c5,c3,3387,?,p2,
1769488369.1857672,CREATED,b8995768-a004-40a6-870c-b84047c61383,da4d7b86-efcb-449a-93c2-016b3749a685,c5,c3,27,?,?,surb={'id': 'e667aa23-618e-4155-979e-0f63efa734e2', 'route': ['p3', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769488369.1900022,RECEIVED,8a57b7cd-d0cd-4418-9b19-954eebe9968c,89f5e1cb-eeb2-47a0-a362-e4d949ec26c5,c1,c5,27,p2,?,surb={'id': '985b3cd2-5864-4d5e-916d-e50df723f18c', 'route': ['p2', 'e1', 'i9', 'x11', 'p1', 'c1']}
1769488369.532474,SENT,59ad5c94-d997-45af-b427-e15929e0ef12,acc819f8-45d2-4afb-ac9c-2a1a1cbadbe1,c5,c3,3359,?,p2,
1769488369.5326028,CREATED,97e512da-3aee-46c3-9b3f-6153d047ef6c,435feec0-4b7b-475b-82fa-c9c3e5062ff6,c5,c3,27,?,?,surb={'id': 'aff6c9d0-585a-419c-a4ef-fac6f6b6c084', 'route': ['p3', 'e4', 'i1', 'x7', 'p2', 'c5']}
1769488369.648843,SENT,fe22549c-d218-45b8-9755-43ec04a84718,10cfb9bd-abd5-43a3-83c8-827149d1aa97,c5,c3,3391,?,p2,
1769488369.6507258,CREATED,12914dc9-c48c-49a9-ae5a-cac6d6c0c829,5351ed0e-c6d3-43c7-882b-d92fbc428b1d,c5,c3,27,?,?,surb={'id': '956c1b28-d7d9-4100-af7c-425187155d4e', 'route': ['p3', 'e12', 'i10', 'x12', 'p2', 'c5']}
1769488370.006763,RECEIVED,c94f3c02-555c-45c8-9e00-e0e63ed71e55,81bddd73-95dd-4237-90c1-51097d687d75,c1,c5,27,p2,?,surb={'id': '78635726-e803-484d-a32a-3978df1e214b', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c1']}
1769488370.120612,SENT,5f12f2d8-a7b3-4731-9686-3d7131e99a30,5858601b-a702-412d-af5f-a3d932929aac,c5,c3,3376,?,p2,
1769488370.1207619,CREATED,c494efb8-1d74-4863-9d8b-09d21dca84fd,92c0e796-e277-4d09-9f37-fbae89984139,c5,c3,26,?,?,surb={'id': 'e2ebb267-9685-4f6a-a00c-59ca41cb4084', 'route': ['p3', 'e8', 'i7', 'x12', 'p2', 'c5']}
1769488370.1959612,RECEIVED,94cd196a-83c0-4616-bdf1-6219f4492dbb,2deeff93-94a0-4f05-b581-733862db583c,c1,c5,27,p2,?,surb={'id': '36fee340-1de9-4331-b990-fca89e964a28', 'route': ['p2', 'e10', 'i9', 'x2', 'p1', 'c1']}
1769488371.2275128,SENT,7e713f60-8ba8-4d0e-a944-a5dff84ee052,75ae7380-440f-4c1b-aff7-e670b54d7fe9,c5,c3,3373,?,p2,
1769488371.227645,CREATED,f614ce34-46b5-4197-84d5-4b16645c3006,5d23d078-d27c-4872-9675-fe63c5f2d115,c5,c3,27,?,?,surb={'id': 'a4a69c7e-1524-4020-8fda-1569ae1ef7c2', 'route': ['p3', 'e9', 'i6', 'x9', 'p2', 'c5']}
1769488371.5049546,SENT,34784998-4dd2-4d34-97ea-3a1d3d087766,05a35675-a1b6-4ae5-a68f-14bf7d10fcf2,c5,c3,3379,?,p2,
1769488371.50521,CREATED,467a2a12-b728-4aba-abd7-ec52647fc043,bf1bab4f-34b4-4992-a50d-9925affb5d8f,c5,c3,27,?,?,surb={'id': '840c1db5-0a0c-439f-8db7-3e578030718c', 'route': ['p3', 'e8', 'i3', 'x10', 'p2', 'c5']}
1769488371.5525322,SENT,72617936-6eb6-491e-be40-456c5ebc567b,3e1226e6-5eb5-4186-9151-82ea776ffc9a,c5,c3,3376,?,p2,
1769488371.552659,CREATED,9f54b5d3-acaa-45a3-8c75-66d5516cbfb7,fc33eca0-4c21-4589-9972-1a5ac7ba8cfd,c5,c3,26,?,?,surb={'id': '8881853b-82df-4818-b173-8a5b9e6118d7', 'route': ['p3', 'e7', 'i12', 'x10', 'p2', 'c5']}
1769488371.5664773,RECEIVED,0e52c4c3-b9ad-47c7-b464-b1eaff88b170,47cae725-b616-42d0-88fe-78a42a585527,c1,c5,27,p2,?,surb={'id': '2ae2ee08-3f67-4f55-af23-e642bc799f28', 'route': ['p2', 'e5', 'i7', 'x2', 'p1', 'c1']}
1769488371.9982538,SENT,6d2493d0-1b05-4f90-8215-1759205bebd4,44bbda1b-dda2-4c88-978b-03158fa04fbe,c5,c3,3394,?,p2,
1769488371.9983287,CREATED,6b9bfa2e-80fd-4cc4-842b-87a6a460fce1,c805596b-a274-48f9-bca6-4cc3aedfde6b,c5,c3,26,?,?,surb={'id': '13aa1d24-f26e-4501-a1f0-636b33ed09d5', 'route': ['p3', 'e1', 'i7', 'x11', 'p2', 'c5']}
1769488372.2450612,SENT,c0640e3b-337b-47bf-9c05-5fcd3906a170,f82a6940-42e7-471d-8869-4f575f776f90,c5,c3,3384,?,p2,
1769488372.2451391,CREATED,b7a8ac2b-bc48-4843-ab0b-52a588c19811,ccaa2004-fc27-4b81-8ae4-6cd5e1641f5a,c5,c3,27,?,?,surb={'id': '09d9227c-2d9a-49c9-8f8b-fb887801aad9', 'route': ['p3', 'e2', 'i5', 'x2', 'p2', 'c5']}
1769488372.4662318,RECEIVED,4818b276-6d2a-452f-94fa-5ea8f54e331a,d233c0f3-598d-41c2-acf9-52d3d2b194ba,c1,c5,27,p2,?,surb={'id': 'a5a9b718-b46c-4019-b68e-6d8d3adb9e28', 'route': ['p2', 'e10', 'i3', 'x2', 'p1', 'c1']}
1769488372.5709898,RECEIVED,cb62ac23-75cc-472b-b48e-54f97525de54,dd6f4366-9303-4b72-be5d-8cb79204296e,c1,c5,27,p2,?,surb={'id': 'e8cb88af-bddc-4feb-ac43-b5a142d361d2', 'route': ['p2', 'e11', 'i2', 'x2', 'p1', 'c1']}
1769488372.7033188,RECEIVED,ec657e51-a2e6-4640-856d-d691dd85749f,4674f109-5c62-4840-9170-120c9b67ff2b,c1,c5,27,p2,?,surb={'id': '23a01298-5a26-4d6b-b084-3831aa9744cc', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c1']}
1769488373.1603658,RECEIVED,fe7818de-6b1b-4812-9b5e-bb88a47eb1de,4ebfd38e-f0c2-4ec8-9200-02419bac9f6e,c1,c5,27,p2,?,surb={'id': '7b1730d2-df7b-4eb7-bcc8-6acebff6232f', 'route': ['p2', 'e12', 'i5', 'x4', 'p1', 'c1']}
1769488373.173013,RECEIVED,de860c89-dfeb-494e-884c-1f8f5d83a343,5fade764-6965-4129-b9b3-3c2aaceafb15,c1,c5,27,p2,?,surb={'id': '54c1723f-2a57-42db-973c-0aea8d027e44', 'route': ['p2', 'e3', 'i12', 'x8', 'p1', 'c1']}
1769488373.4559133,RECEIVED,630f062d-e746-41d4-9b88-36e53ea5bd95,9e6340c3-0c18-447c-a73b-cf70b3636437,c1,c5,27,p2,?,surb={'id': 'c5c377d2-5658-4f3a-adf0-495a293d9135', 'route': ['p2', 'e1', 'i2', 'x3', 'p1', 'c1']}
1769488374.3639715,RECEIVED,a61717f0-a49b-45a7-b3f6-e553f87bc1c4,ae86f9ff-fcde-46d9-9cd7-fec4523fd99a,c1,c5,27,p2,?,surb={'id': '43611e01-7fb4-454a-b651-3723228f557e', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c1']}
1769488374.3713145,RECEIVED,48e4c319-4777-4de7-a2c2-a8fa7ec6cd20,c76518eb-5ca3-4b64-9834-7e324389429b,c1,c5,27,p2,?,surb={'id': '51159261-761b-4168-b8e2-6da9ac866191', 'route': ['p2', 'e9', 'i11', 'x10', 'p1', 'c1']}
1769488374.538381,SENT,c9bb9958-ab74-4846-b994-c9f6e9e60f51,2ac22d1a-8b28-4b7c-92c8-06b73345c52f,c5,c3,3392,?,p2,
1769488374.5384438,CREATED,0a438828-6ed8-4f9a-8af2-3c2a6fdc6fe1,439bda31-0907-4272-a314-380a58b51f12,c5,c3,26,?,?,surb={'id': 'c6f7bce0-6d04-482c-b17c-559baa6aecf1', 'route': ['p3', 'e7', 'i7', 'x3', 'p2', 'c5']}
1769488374.6095676,SENT,8adb9685-c108-4f38-aaa3-f3e7ffd40aed,67c87385-baf9-4139-835b-2cfc92a1575d,c5,c3,3396,?,p2,
1769488374.6096282,CREATED,765afeed-0c15-44e8-b146-bf5f88bbca0d,2a8c27d8-1402-499c-a937-d8aae4a7e704,c5,c3,26,?,?,surb={'id': '7d417654-fe93-4458-b252-4cd81177ae09', 'route': ['p3', 'e11', 'i12', 'x12', 'p2', 'c5']}
1769488374.9121282,SENT,f8e69772-3b29-47f6-8b03-99b22ed61d5d,d6b2940b-93d2-4954-b138-7cad87019bef,c5,c3,3392,?,p2,
1769488374.9122005,CREATED,d02fd9ff-b5fa-4a08-a7c8-0bd5c8bcd8a3,82a65767-85e2-413d-93ec-2f3b2ca4d706,c5,c3,27,?,?,surb={'id': '47d67641-d241-46ac-afbb-0a1ee75bbfbf', 'route': ['p3', 'e11', 'i3', 'x11', 'p2', 'c5']}
1769488375.005002,SENT,3ba67bfd-f839-46ee-b90a-03a5800fe86f,e416c35c-0f9c-4cf2-8f67-126a6789f51a,c5,c3,3372,?,p2,
1769488375.0051835,CREATED,e4c1a914-5383-4e69-828c-7967ae0e2362,2283fd1a-889e-43d2-9290-aed14921a038,c5,c3,27,?,?,surb={'id': 'ad06aace-6799-4623-814f-4aaefdf937a1', 'route': ['p3', 'e6', 'i7', 'x1', 'p2', 'c5']}
1769488375.0593712,RECEIVED,891a520b-0492-4715-a2e4-40a2d6fa5584,168d223c-2178-4373-9f2a-e47f89ace220,c1,c5,26,p2,?,surb={'id': 'cd2755a7-12a9-4860-bc76-e3e9041426d3', 'route': ['p2', 'e11', 'i12', 'x11', 'p1', 'c1']}
1769488375.1193426,SENT,8a95cf33-d401-4893-9f28-81e37ba6b10c,accb8359-71fb-4ab7-bf6b-b878e57ef2fa,c5,c3,3356,?,p2,
1769488375.11949,CREATED,99e8a33b-1315-4922-8dd0-b5d0099ce740,c67373c4-27f4-4418-a789-1e1023a89c67,c5,c3,26,?,?,surb={'id': '8ad203f2-2fe3-4381-8040-940c531585e2', 'route': ['p3', 'e9', 'i11', 'x3', 'p2', 'c5']}
1769488375.301254,SENT,0c92fd71-34ae-4ee8-a7a2-3fcb5326bbf4,d6c78abc-146c-48a5-9887-67ccba7889c7,c5,c3,3379,?,p2,
1769488375.301405,CREATED,0511e407-c16a-4f47-9485-911dd86bb1c5,fe65ed2e-ea58-461c-a34d-7e1f8e039bad,c5,c3,27,?,?,surb={'id': 'cf7b78e3-c00f-4753-b37a-a14dcc163b27', 'route': ['p3', 'e7', 'i7', 'x12', 'p2', 'c5']}
1769488375.8456976,SENT,d868fbf6-ff45-400f-8ca4-3734a3a4df67,486bbcb0-df00-4a3a-9aa3-4486dca4fc08,c5,c3,3381,?,p2,
1769488375.845846,CREATED,11359759-7a46-4290-9033-53e6ed04723e,ae90ed9d-078c-4d4b-a4c7-1148dca91d06,c5,c3,27,?,?,surb={'id': '1afe8ebb-0690-4ac1-8ea9-c3d6324fbd22', 'route': ['p3', 'e1', 'i7', 'x1', 'p2', 'c5']}
1769488376.1615658,RECEIVED,a8fe73d5-aafa-4e0b-88ed-fb212c220ba2,de6fa36d-61dd-4aed-9558-2f9201d024d7,c1,c5,27,p2,?,surb={'id': '95b1a522-f2bb-4f12-82a1-c6a244375e87', 'route': ['p2', 'e9', 'i12', 'x8', 'p1', 'c1']}
1769488376.2672093,RECEIVED,c52d0cec-003a-4900-9c67-0582594765a7,cf7e6393-0b79-49af-935d-4f52f2e22e24,c1,c5,27,p2,?,surb={'id': '162ad060-cb1b-4f3a-83bd-8d93b120f59d', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769488376.303359,RECEIVED,225e97f2-9780-4dd7-8707-d2566a7a8fbf,55aa767c-a43a-4e2c-9be7-b58840fe26c2,c1,c5,27,p2,?,surb={'id': '1b0f7fd6-bce8-4ef9-9e0c-ce30d48c64d4', 'route': ['p2', 'e4', 'i5', 'x6', 'p1', 'c1']}
1769488376.6553466,SENT,e05420bf-ecb3-4ef5-b4bf-99c295f1feda,4e9d2b14-c410-4a30-8ddd-3ccdfb7b8f6b,c5,c3,3380,?,p2,
1769488376.655495,CREATED,cc8e2e45-de7e-464e-ba11-fb56b3af1b66,34161d48-9b26-497e-8323-cbd7ff0e6423,c5,c3,27,?,?,surb={'id': '93260dfd-9087-467f-8d08-ddffbe3c30e3', 'route': ['p3', 'e3', 'i4', 'x1', 'p2', 'c5']}
1769488377.0534256,SENT,af491dfb-8e86-42e7-9c69-d1d9f75c7a55,520e06a6-ced0-4454-957a-f82950de19ff,c5,c3,3371,?,p2,
1769488377.053526,CREATED,cfbec688-a649-437d-8888-7e8d94817fdf,3c94d6c9-a802-49f5-b33a-894bc4e39457,c5,c3,26,?,?,surb={'id': 'ae5223d4-1cba-4062-92e7-78e9e7913ac3', 'route': ['p3', 'e1', 'i8', 'x12', 'p2', 'c5']}
1769488377.1057491,RECEIVED,e94f7265-08da-46fc-aa4c-5eae5e34bef5,e0070540-9559-4373-9429-5712ac052116,c1,c5,26,p2,?,surb={'id': '7088b824-c764-470c-9aeb-adf859398856', 'route': ['p2', 'e11', 'i2', 'x8', 'p1', 'c1']}
1769488377.226257,RECEIVED,fd71cef0-156d-4c3b-8c67-4ca1cd936de0,1128f1e7-d017-4bc1-b6d9-1773e7a3a366,c1,c5,27,p2,?,surb={'id': '6a2963f5-7055-4e1c-81e9-451b8ecf1f81', 'route': ['p2', 'e11', 'i2', 'x11', 'p1', 'c1']}
1769488377.3307128,SENT,5817e30f-4e08-4c9a-842c-b012c8ab9acf,b4090f45-b0d5-4b4e-836e-738017b9b42a,c5,c3,3383,?,p2,
1769488377.330953,CREATED,1c2757c9-9b90-437a-b212-ac151e455631,c52a55e8-3c44-4b6e-846d-558cfe88d57a,c5,c3,27,?,?,surb={'id': '7c7869e1-fd6a-40ab-bbe9-2e24ec7ffdbc', 'route': ['p3', 'e4', 'i5', 'x5', 'p2', 'c5']}
1769488377.4625905,SENT,bbce7d4c-2411-4f22-801c-6db33f7260f2,5042eec3-39fc-44fc-8bfb-434513f4d72b,c5,c3,3380,?,p2,
1769488377.4627078,CREATED,3323c54a-eaff-4691-b866-b21bcf4dc42b,dca21965-8856-45a5-9b70-ba04412587fa,c5,c3,27,?,?,surb={'id': '61572a92-4889-4c28-9b01-594ea495e714', 'route': ['p3', 'e3', 'i9', 'x2', 'p2', 'c5']}
1769488377.5874224,SENT,ee681195-40db-4195-a1c8-69d43487c9fe,91ac7dac-17b3-47ca-83e5-8cc660a249c0,c5,c3,3365,?,p2,
