Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,8.477053326945454,9.847995378783851,200.60147441457067
e11,8.54285285818538,9.861399643141205,202.97554015491235
e12,8.448648207358312,9.83257160275022,199.68231349538976
e1,8.371453789693199,9.726409586077304,187.502116850127
e2,8.285823386496562,9.762595264878538,182.934405416843
e3,8.298010266190282,9.760891904050787,182.37015177065769
e4,8.357301159881231,9.809110929228593,192.03974358974358
e5,8.352813149014716,9.77070384955017,185.5951134380454
e6,8.322511652265673,9.753222189453957,178.4045081967213
e7,8.26876440238983,9.779289059470234,180.94011725293132
e8,8.513445596021711,9.851667218520102,201.5936842105263
e9,8.30537317168216,9.820519128895283,187.8542757417103
i10,8.231432465221442,9.728629814582437,172.610278372591
i11,8.181885124055645,9.725264001126703,171.67881355932204
i12,8.289113328143257,9.79126495816508,182.39681838267785
i1,8.587532610574062,9.94732170944194,215.51487222454963
i2,8.402534338345472,9.808236689770034,186.61065235342693
i3,8.389724888382872,9.843399552781861,199.08647083160943
i4,8.510325693103011,9.928356413464542,209.92698826597132
i5,8.388816013317944,9.728215444847677,182.59855871131836
i6,8.389947921359754,9.867499079063165,193.07019027484145
i7,8.290608008239044,9.708181561950333,176.6626712328767
i8,8.572610441237012,9.902051524766255,207.48972884141332
i9,8.415916795616374,9.786333793647389,188.2192468619247
p1,5.534060392237962,6.319706281554304,18.083316919440616
p2,4.682421109907729,5.682820626297944,10.436465066855574
p3,4.7171471627148716,5.547616058297958,10.696032972694487
x10,8.267258617500099,9.76679761148679,180.11223591549296
x11,8.381142309759515,9.755797754308855,188.55843603909904
x12,8.422668844239144,9.781512045541994,189.47288503253796
x1,8.309725174606939,9.684059542569837,172.75684787189212
x2,8.446746220818893,9.887825930718277,199.72897959183675
x3,8.284915228172467,9.769033398463922,178.73300773300772
x4,8.387008195559062,9.79199379546446,185.7787216828479
x5,8.445821818882331,9.88871659479987,201.65946413137425
x6,8.268753047122312,9.709200770256949,173.08721174004194
x7,8.452328924362236,9.842184239883744,203.45049292756107
x8,8.351770534284412,9.75775464530482,185.26116259477675
x9,8.470759692462265,9.74376060680297,192.74967119684348
