timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769498644.479541,CREATED,ea4a8cde-6aa2-4441-ac7c-d72249e1029b,a2cb131a-c75d-4130-b8f6-009961683eb2,c4,c1,27,?,?,surb={'id': 'e6302dff-881b-4409-8f31-721a37cfef1f', 'route': ['p1', 'e7', 'i5', 'x7', 'p1', 'c4']}
1769498644.4907978,SENT,a2f8cfbe-b4db-46f1-bcdf-99f5d0e72ccf,515a1fe7-6b1d-47d4-94b3-aefd3bd57efa,c4,c1,3359,?,p1,
1769498644.490943,CREATED,fc52ebab-2a59-48c7-bf64-3e32ca7324de,75afab51-077b-422c-8591-1a861ca55761,c4,c1,27,?,?,surb={'id': '38436779-8f76-4466-bcf1-281799d8f398', 'route': ['p1', 'e1', 'i5', 'x3', 'p1', 'c4']}
1769498644.568536,RECEIVED,53ce64b6-3a77-4a73-852e-77f2f9872186,e47afed7-8e5d-49aa-8bc6-4050638f35df,c2,c4,27,p1,?,surb={'id': 'fffa52d7-ca01-4496-8fef-bb27be88a62c', 'route': ['p1', 'e10', 'i11', 'x3', 'p2', 'c2']}
1769498644.58384,SENT,ce54717f-4a8a-47af-930e-18be6991e4e1,8b25ba59-77f1-471c-9fcf-708816c9edac,c4,c1,3380,?,p1,
1769498644.5839174,CREATED,e7e49d1d-73e1-4f1d-871b-07cc51f1cb85,6544013d-bd19-41eb-92cc-d1a0a4fd3a89,c4,c1,27,?,?,surb={'id': '1229cd7e-8a86-4ca0-b24d-f43eb9984b8c', 'route': ['p1', 'e7', 'i2', 'x5', 'p1', 'c4']}
1769498644.6373188,RECEIVED,01a806bd-80db-4b38-b91d-309a66d6eac5,0f89d7b0-2873-47fa-a392-324e98c44eb7,c2,c4,27,p1,?,surb={'id': 'e3c892bc-1563-4b40-9795-388532bfce29', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c2']}
1769498644.6746716,SENT,2a7e655b-d4c3-496e-ab0e-478909654cae,f91fe2dc-1f4a-41d5-a67d-9fb46be2d7d4,c4,c1,3371,?,p1,
1769498644.674818,CREATED,826b79cf-92ef-416b-b5ea-56ebdc9e470f,d07361fe-2ebe-4eae-8493-49abeb75e4fd,c4,c1,26,?,?,surb={'id': '0469ab17-8d2f-4494-bae6-20a54fe81fc8', 'route': ['p1', 'e6', 'i1', 'x12', 'p1', 'c4']}
1769498644.676954,RECEIVED,24148673-87d4-4ee1-b1f8-86d5eed8afeb,8022d733-947e-4ded-a9d4-44f11c15a7f4,c2,c4,27,p1,?,surb={'id': '9967b39d-623b-40bb-ae6b-fa85d075422d', 'route': ['p1', 'e2', 'i8', 'x1', 'p2', 'c2']}
1769498644.7014575,RECEIVED,2032d6f6-51d1-4eca-9a04-6d403182a7f1,3f6d12cf-1ec2-498e-b1b3-03e76908d34a,c2,c4,27,p1,?,surb={'id': 'e1e17f43-9e7c-43b4-a3fc-d8c5cc127be5', 'route': ['p1', 'e5', 'i5', 'x9', 'p2', 'c2']}
1769498644.7503304,RECEIVED,586c1ced-a20b-4414-b01a-b2d6d86cfba0,15163523-9d96-48c0-a984-a70ce1790682,c3,c4,26,p1,?,surb={'id': '07ee7f97-2931-4e5c-82ce-bb704cd69439', 'route': ['p1', 'e6', 'i5', 'x6', 'p3', 'c3']}
1769498644.762251,RECEIVED,da0674a4-c0ff-478a-b68f-dd06efdb8005,699842f1-6883-4c55-90e5-d586d1646a90,c2,c4,26,p1,?,surb={'id': 'bca8016e-4231-4aa8-a8c1-4fc1925a2528', 'route': ['p1', 'e2', 'i5', 'x7', 'p2', 'c2']}
1769498644.8741968,SENT,9e556658-3340-4419-839b-6dddd81ee580,a0457570-246f-41bf-8ee0-046da63eec67,c4,c1,3380,?,p1,
1769498644.8742676,CREATED,221ce819-b310-4970-8a5a-1722d7b7204f,44197a5c-f0e9-4412-bc41-5b80487af125,c4,c1,27,?,?,surb={'id': '7c7055f5-502f-4243-a0ed-1b32c372454e', 'route': ['p1', 'e7', 'i9', 'x9', 'p1', 'c4']}
1769498644.923027,RECEIVED,a376b5b1-bc1a-4d90-8aa6-a455a9e4c1f3,6623cfe2-c563-4f41-8539-1454abbb4b56,c3,c4,27,p1,?,surb={'id': '0a66aba6-f77d-4039-90e5-a01c33a92533', 'route': ['p1', 'e11', 'i2', 'x3', 'p3', 'c3']}
1769498644.9593995,RECEIVED,951861d0-cbf5-45a5-9a57-ed9ba4447943,329c32b7-4365-4320-b610-62c2c6109bb8,c2,c4,27,p1,?,surb={'id': '0f76a057-c2e2-42d9-8c26-ded3845540be', 'route': ['p1', 'e2', 'i10', 'x1', 'p2', 'c2']}
1769498644.963189,RECEIVED,3908d90a-86a9-41ab-bb17-4755784d66b3,4f568bdc-0daf-4a9f-894b-d1915adfac2c,c3,c4,27,p1,?,surb={'id': 'caace721-0970-4598-9141-94a806f1a332', 'route': ['p1', 'e6', 'i2', 'x1', 'p3', 'c3']}
1769498644.9965699,RECEIVED,472c2b44-e769-4eb3-8f21-7e59b2f844b6,bd2b0923-2386-4685-a4e3-85b56a9ab520,c2,c4,27,p1,?,surb={'id': '6cab2bd5-988c-471c-9c00-6fe374fac78f', 'route': ['p1', 'e3', 'i11', 'x2', 'p2', 'c2']}
1769498645.01711,SENT,42aa107f-1048-400b-a3cd-61e4d4c813bb,93b02a86-6c0b-4139-a897-289b6d6ea53d,c4,c1,3383,?,p1,
1769498645.01727,CREATED,2ae88299-15aa-4385-9a61-06ef8a8f4af7,77346948-5787-4b55-a32f-9574ffbc83c7,c4,c1,27,?,?,surb={'id': '040b1e4a-5c76-4a76-8a04-9b436de441ca', 'route': ['p1', 'e3', 'i8', 'x6', 'p1', 'c4']}
1769498645.0590403,SENT,16b59bc8-1d15-47aa-9211-544e6a3e8e0e,a0b5a2e3-48a8-489f-b4e7-cb06e5ecbf62,c4,c1,3405,?,p1,
1769498645.0591419,CREATED,f60b35c2-28b8-4a9d-af20-ce6b52f642cc,cc95da05-caec-4b48-b119-19d75c8066b7,c4,c1,27,?,?,surb={'id': '668c3ffb-c7ae-4c43-ba33-c0fffafcb43b', 'route': ['p1', 'e3', 'i3', 'x10', 'p1', 'c4']}
1769498645.6329572,RECEIVED,094efae9-2ab7-4b8f-ba6d-e042be377684,07a7e1cb-3dbe-44ea-b252-7766c0d294a9,c3,c4,27,p1,?,surb={'id': '38b12bf1-9041-4a21-a6d6-aaab3e157fde', 'route': ['p1', 'e4', 'i3', 'x1', 'p3', 'c3']}
1769498645.7011595,RECEIVED,92033fb4-6b84-42a5-8e55-e546f1b63e3c,fa1b59e3-4ca6-41ec-9e22-199e8ca5e444,c3,c4,27,p1,?,surb={'id': '000068c1-6720-42f3-bb5f-98da12fddcde', 'route': ['p1', 'e5', 'i4', 'x6', 'p3', 'c3']}
1769498646.0055196,SENT,d313cb9b-d742-4b67-84bd-809c47418812,90d05658-b960-476f-9692-e5dd8650a25b,c4,c1,3383,?,p1,
1769498646.0056667,CREATED,782a9e1e-483f-4e99-ab7e-c487aa152fde,ef1632c0-6ae8-44c1-b6b8-399ca419c7f4,c4,c1,27,?,?,surb={'id': '1673ecf7-f31a-4d4b-8531-462b3e7c66ac', 'route': ['p1', 'e5', 'i3', 'x4', 'p1', 'c4']}
1769498646.069088,RECEIVED,3dbffcc6-af86-4901-bbe6-3dd8c64a9b14,0e441202-7afc-4516-9e14-0c62cf588343,c2,c4,27,p1,?,surb={'id': '354f7642-4b93-42d0-8876-6c6a771535aa', 'route': ['p1', 'e2', 'i1', 'x2', 'p2', 'c2']}
1769498646.2024632,RECEIVED,5c22986e-1a9c-43d9-9887-fb67a41ae9a2,b5c6a844-cdca-4f53-8fab-9fb4d4449143,c2,c4,27,p1,?,surb={'id': '8fbfd1cc-f796-4a0b-a9ce-661f4be0b29f', 'route': ['p1', 'e10', 'i1', 'x11', 'p2', 'c2']}
1769498646.434793,SENT,0e2566d7-d7f1-4f39-ace2-0c2eec7ecdd2,9f425593-cade-4137-a9f2-e937c56a9e60,c4,c1,3405,?,p1,
1769498646.4349453,CREATED,ea7ab194-2491-4474-b874-32b4b0afe5cb,a6b6b6e6-22b2-46e1-91af-4ca88d6e5c08,c4,c1,27,?,?,surb={'id': '639e92a4-01ff-493e-abe3-83710a8df3b1', 'route': ['p1', 'e2', 'i11', 'x12', 'p1', 'c4']}
1769498646.4670136,SENT,9c5a7b4d-7c37-4587-88e0-89fd84e1297f,d03562a4-0e50-4204-8131-7034e6d870dc,c4,c1,3368,?,p1,
1769498646.4671898,CREATED,95ada3df-faeb-4b1f-9af5-8395f2635ef2,3564b3a2-d6ca-4476-b028-79b5e9b1863b,c4,c1,27,?,?,surb={'id': 'c72fff95-10e0-46ff-a23b-03abe12793ae', 'route': ['p1', 'e7', 'i4', 'x5', 'p1', 'c4']}
1769498646.494892,RECEIVED,ffbd0e84-6d3a-489f-848c-c766fb0cfffe,acf25697-4ac2-4f0c-bc18-2a2a8715875d,c3,c4,27,p1,?,surb={'id': 'eeca567c-3308-460b-88e0-55a2cdcd02c0', 'route': ['p1', 'e3', 'i5', 'x2', 'p3', 'c3']}
1769498646.5566297,RECEIVED,4868e7c9-518e-42ca-afb4-48516e5e8309,ab54303e-db5f-44b4-b138-53afd40f5298,c3,c4,27,p1,?,surb={'id': '76ef7abe-3f7e-4451-a323-52f7e02e93eb', 'route': ['p1', 'e6', 'i4', 'x2', 'p3', 'c3']}
1769498646.9148104,SENT,fe34da1c-5b72-4b2d-9b5f-b214d33cd5da,8596b06c-084c-4d37-8ef8-4556548b951b,c4,c1,3384,?,p1,
1769498646.9149122,CREATED,844e5152-ae12-42d8-9e60-cc7e56a441c5,4f0aa65f-0bda-4a27-a1e7-bfa2a3ee2a21,c4,c1,27,?,?,surb={'id': '5fdeb25d-1231-463c-bec3-0a04e9d341a4', 'route': ['p1', 'e10', 'i3', 'x12', 'p1', 'c4']}
1769498647.3621254,RECEIVED,1e364ad2-6cde-4d81-bbd7-2eac8f29e98f,5801669d-ed32-48fd-9018-438b007d1ac3,c3,c4,27,p1,?,surb={'id': 'b54e67d7-6409-4d74-b47b-abb55ea00014', 'route': ['p1', 'e11', 'i1', 'x9', 'p3', 'c3']}
1769498647.5051827,SENT,2fd65b36-4f2f-4954-a1c5-7d59b3d8d19c,1bb52484-3628-4c2e-a6b7-f5f12cf83cd3,c4,c1,3385,?,p1,
1769498647.5053465,CREATED,3e8fcbc4-59ea-4c99-9520-445b6cc1a761,254741fc-5d81-4d89-bde1-1655d5af2051,c4,c1,27,?,?,surb={'id': '43ef4dfe-dac3-4ce4-978e-35459a5b7f8b', 'route': ['p1', 'e9', 'i11', 'x1', 'p1', 'c4']}
1769498647.54896,SENT,d487e75a-c8fe-4d24-9271-cb3730f785c9,6a5a9481-d95c-441d-b2d2-27c9aa7a7693,c4,c1,3377,?,p1,
1769498647.5491319,CREATED,493a1c3e-b6d6-4f9c-9f61-28d334226914,82168942-0f8a-43a5-ad65-991dcc3ab339,c4,c1,26,?,?,surb={'id': '7f6bae73-fd5b-4377-a0ac-4dcf25c02855', 'route': ['p1', 'e1', 'i8', 'x9', 'p1', 'c4']}
1769498647.7371745,SENT,f057d465-46f6-4ae3-ada7-3a9afa6d523d,a1dd7ec3-d949-4d32-83a2-5ba7ef7cb418,c4,c1,3379,?,p1,
1769498647.737251,CREATED,e8b5a645-04ef-4764-9ab1-a5ed2acbce77,829e4628-8306-41f6-bfb5-4588c97ec0f1,c4,c1,26,?,?,surb={'id': 'ce8155f6-0d06-4312-bfa7-72ec7d15fa6e', 'route': ['p1', 'e12', 'i9', 'x11', 'p1', 'c4']}
1769498647.9028964,SENT,52e60a46-02f9-4ba7-999c-6836a98a1da2,e225a9a5-7ce4-4e4a-b901-04803ff92de9,c4,c1,3392,?,p1,
1769498647.9030452,CREATED,cc265227-f989-43c0-8484-fcf82ea7294e,cd2508cb-5012-4342-a247-0334e2e0db99,c4,c1,27,?,?,surb={'id': '70e21d23-069e-44c6-96fb-311640a8a774', 'route': ['p1', 'e6', 'i12', 'x4', 'p1', 'c4']}
1769498648.2585604,RECEIVED,2e4537fa-9ce0-415c-8d7c-3ef1cad2d785,c8d5d11c-1fd0-4dc5-9e57-5a2317c1a2f4,c3,c4,26,p1,?,surb={'id': '26c6630b-d753-4ab4-82da-784b24c9020d', 'route': ['p1', 'e11', 'i12', 'x11', 'p3', 'c3']}
1769498648.6026864,SENT,1147e552-d423-46d7-80db-27e7b90295ab,38ada7d6-c0c0-420b-907b-6a16fbca1de5,c4,c1,3376,?,p1,
1769498648.6027842,CREATED,3f2f8de8-10c5-4a89-9d9c-52b805b5345a,5c8290cc-4a18-483d-ab7d-ac9a3b290a02,c4,c1,27,?,?,surb={'id': '3c8ab273-6d96-4839-998c-89468317a2f0', 'route': ['p1', 'e4', 'i2', 'x7', 'p1', 'c4']}
1769498648.6129718,SENT,10cbdfe2-1552-468c-9559-2324705b1a4f,6b90a2db-adaf-4967-8834-9bbc96e4859b,c4,c1,3384,?,p1,
1769498648.613787,CREATED,895dadf6-a92f-4cb6-b092-8b4dd6332e70,e239cde3-c425-4b18-87c5-7292176a99c6,c4,c1,27,?,?,surb={'id': 'e3dea34f-38cf-40b2-bab6-ac5ac6b91497', 'route': ['p1', 'e2', 'i7', 'x3', 'p1', 'c4']}
1769498648.677768,SENT,2518c915-b670-4217-9f82-779ad79cfc5f,fa947994-c082-4f22-b018-2d653361be85,c4,c1,3363,?,p1,
1769498648.6778655,CREATED,66b40fb7-f2ce-4500-a6bb-75b51c25ef8c,fc4ca2b9-184b-48d4-a3db-635d29446e36,c4,c1,27,?,?,surb={'id': 'bc1cf436-78c0-4362-a080-2a361f058ea1', 'route': ['p1', 'e4', 'i7', 'x12', 'p1', 'c4']}
1769498648.752041,RECEIVED,538cfb79-07d5-4084-824d-2b736b27702e,e26a0ae4-f32c-4b8d-a90f-f094accf6fd7,c3,c4,26,p1,?,surb={'id': 'bd475f16-2a8a-4f5e-a05f-979e7c8f4e3e', 'route': ['p1', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769498648.8404324,SENT,ba0c0352-2329-4525-b753-9264cc7675eb,464320c0-7d7b-42a4-a819-a27f185e115c,c4,c1,3359,?,p1,
1769498648.84053,CREATED,55c5ae3a-4ec7-44cc-afd1-2ab2e65e521e,aa695412-5760-4049-9a3c-7df486a1a404,c4,c1,27,?,?,surb={'id': '74fe8758-8d77-4b60-a2dc-f8afecdfbd98', 'route': ['p1', 'e1', 'i1', 'x9', 'p1', 'c4']}
1769498649.2405431,SENT,ab7e1662-7870-42ec-9158-2c67a86f3c8e,c5c0b044-6e83-4bc4-b0be-43e91306bcc4,c4,c1,3367,?,p1,
1769498649.240644,CREATED,794b571b-9b27-4696-bea2-4bb6441e0078,20767802-a8e2-4b85-822d-913f35d5c56d,c4,c1,27,?,?,surb={'id': '14670be6-3155-4a44-b829-4c18ea1e3878', 'route': ['p1', 'e6', 'i9', 'x4', 'p1', 'c4']}
1769498649.458608,SENT,b296d13e-1823-4d91-9356-3e0ff2625d9e,c2c65aa7-4b48-4b55-8b8e-f0cce56ad531,c4,c1,3379,?,p1,
1769498649.4587054,CREATED,50587ca5-6c30-47ff-81ef-54d144b5e6f1,caedb17d-ee04-461f-b2ee-d92bc6b7ae69,c4,c1,27,?,?,surb={'id': '01d5d7b7-8ab8-490b-a904-22ea43f8ad55', 'route': ['p1', 'e4', 'i6', 'x12', 'p1', 'c4']}
1769498649.4667108,RECEIVED,6e41c58e-ede3-4bae-abea-737181503b61,1ac773f2-fac2-440d-a13e-4f6dc77ff8c7,c3,c4,27,p1,?,surb={'id': '2f1d487a-3579-46a7-b3a6-8609cb554a9c', 'route': ['p1', 'e9', 'i9', 'x11', 'p3', 'c3']}
1769498649.5346904,RECEIVED,cc164385-1ca0-44ce-8127-ac9127f285e3,b37a0ace-b6fc-484c-8103-4e1dd2ea43e6,c2,c4,27,p1,?,surb={'id': 'b81dbeae-f9ba-4f30-8061-313b371972fb', 'route': ['p1', 'e9', 'i5', 'x5', 'p2', 'c2']}
1769498649.558216,RECEIVED,ac1c24d0-52d6-4546-a434-62cbd28b09ce,1c307b23-8adc-4dda-9be5-6163f1b0d2cc,c3,c4,27,p1,?,surb={'id': 'bae92b06-f505-49f8-a8ad-bb0d592e0794', 'route': ['p1', 'e7', 'i12', 'x7', 'p3', 'c3']}
1769498649.5714738,RECEIVED,b7a895b5-57b6-428c-86c5-b81b4a9b7c55,ebf9503b-3175-40bf-bd7c-105e5158c5eb,c2,c4,27,p1,?,surb={'id': '9a9b928e-617a-4afa-8f97-a8b7ff99b43c', 'route': ['p1', 'e2', 'i4', 'x4', 'p2', 'c2']}
1769498649.5738542,RECEIVED,20733bb4-ca28-4145-be89-ea361c06eb1d,cc3a9bd5-dd10-468f-b3fd-4458942adaa1,c2,c4,27,p1,?,surb={'id': '67a59caf-1b98-43c0-a17f-4028d719729f', 'route': ['p1', 'e9', 'i6', 'x12', 'p2', 'c2']}
1769498649.7732308,RECEIVED,d375036b-cf7f-4943-af36-974de9cb6e67,52e7c767-33c6-4aec-a37f-34e75754a240,c3,c4,27,p1,?,surb={'id': 'dc72e29d-b471-4c76-8a4b-58999e2b8034', 'route': ['p1', 'e5', 'i9', 'x11', 'p3', 'c3']}
1769498649.94177,RECEIVED,e89ba67f-3edf-4d8e-a05a-388e72156cc8,5e4af56b-424c-4e50-bf28-2fffe9b38416,c2,c4,27,p1,?,surb={'id': '8d419b25-fa53-4061-9e20-9061d7162106', 'route': ['p1', 'e3', 'i3', 'x5', 'p2', 'c2']}
1769498650.1896381,RECEIVED,c63960b2-961c-4c20-9390-00db6a08c9d0,8a35919f-75b3-4261-ab18-0f6317a0faf3,c2,c4,27,p1,?,surb={'id': 'f8318f9a-e9bd-414a-b0eb-b37a99197ae9', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769498650.4939492,RECEIVED,2a2176ba-d6ca-4e4e-bd29-972bc829c409,df02acf0-aa4c-4927-ba0c-a1e20a567adb,c3,c4,27,p1,?,surb={'id': '21cc1d92-fef5-438e-864f-8b2bc8b5f9dd', 'route': ['p1', 'e8', 'i6', 'x11', 'p3', 'c3']}
1769498650.810493,RECEIVED,366e313a-e209-4150-9716-73d7f0547cb8,91325042-4aa3-4f5a-8925-f1d0034b7853,c3,c4,26,p1,?,surb={'id': 'ecaf4cc2-9fd6-409c-a47c-9152f89c7b15', 'route': ['p1', 'e8', 'i2', 'x1', 'p3', 'c3']}
1769498650.8214076,RECEIVED,dc099e46-1e23-40e7-b9e5-a4c6a6c90022,7e7a56f8-2582-4048-a33d-fb73915fa965,c3,c4,25,p1,?,surb={'id': 'e351831f-1889-44a8-a71e-d5dae7d43a0d', 'route': ['p1', 'e3', 'i10', 'x5', 'p3', 'c3']}
1769498650.911434,RECEIVED,759e1dbd-24a5-490a-9c02-2a48895f681f,fd74509a-1486-4715-81df-6a6290012784,c2,c4,26,p1,?,surb={'id': '6eeb4c5e-6baa-4437-a23c-28c7e9dad647', 'route': ['p1', 'e1', 'i12', 'x4', 'p2', 'c2']}
1769498651.1204174,RECEIVED,ee8df405-9937-4032-9111-9dba1e542ef6,e597dfba-1443-4439-a871-fdb297e3b680,c2,c4,27,p1,?,surb={'id': 'a8bc2710-60b7-4c21-ac07-fca9007778af', 'route': ['p1', 'e7', 'i5', 'x3', 'p2', 'c2']}
1769498651.2538402,RECEIVED,c02ef383-3a19-4639-bc63-32e086955c8f,354679ad-77e3-47bd-b378-8c59be37f8c2,c2,c4,27,p1,?,surb={'id': '2166c8c0-707d-40aa-8304-a8b88007aa4c', 'route': ['p1', 'e8', 'i10', 'x1', 'p2', 'c2']}
1769498651.4304416,SENT,862d2803-c7f4-4d33-bd55-84948c372208,c53df4c5-97cf-4146-935b-00e42092e070,c4,c1,3359,?,p1,
1769498651.4305177,CREATED,91b79d61-2ad8-49be-a97c-7c4b59e3edf0,bb3ecb79-0940-458b-a42f-aeab88b7a590,c4,c1,27,?,?,surb={'id': 'dfb4cabf-9a30-4c15-a2f9-e20e33fcb40f', 'route': ['p1', 'e10', 'i11', 'x9', 'p1', 'c4']}
1769498651.4548542,RECEIVED,d3ee7433-aabc-4da5-af72-50e650ed74ba,82d2d4b7-e2e0-4ac6-b85d-ed5a2b870ed2,c3,c4,26,p1,?,surb={'id': '6b01115b-d3ec-4c16-971f-99e64a6d9a59', 'route': ['p1', 'e4', 'i1', 'x7', 'p3', 'c3']}
1769498651.4831066,RECEIVED,f50c9731-e7d9-489f-ab23-9c3fc84138fa,acdd6cee-02be-498b-9474-b857e6a053e4,c3,c4,27,p1,?,surb={'id': '6eed130e-5c87-4f2c-b53b-0e4fe39f472f', 'route': ['p1', 'e7', 'i12', 'x3', 'p3', 'c3']}
1769498651.597604,SENT,0d0a92ec-c9ec-4ad6-9bee-2891ac6b3cb9,483d6682-093e-4522-9d29-8cd333eb290e,c4,c1,3355,?,p1,
1769498651.5976791,CREATED,74fbba7b-2208-4c61-8e12-0511ccdb250e,d0a36691-91f2-4206-890c-78071d93fcee,c4,c1,27,?,?,surb={'id': 'ce9a1220-0771-4824-a1ec-af9aa620279f', 'route': ['p1', 'e3', 'i1', 'x7', 'p1', 'c4']}
1769498651.7199533,RECEIVED,741a13c2-ba42-433f-b371-edfa3a27f24d,befa34dd-17fe-45fa-954b-7f5c753e55cd,c2,c4,27,p1,?,surb={'id': '5944cffd-9f68-4805-8802-7e3948dc9f5e', 'route': ['p1', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769498651.8197184,RECEIVED,9911da70-0c5b-443b-996d-e0d70b041901,b32e2a12-5783-48e2-b68c-7f846fcf45c1,c2,c4,27,p1,?,surb={'id': '14dd2bba-a644-4334-938a-c836810451cc', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769498651.9050307,RECEIVED,787364bf-5aa8-4dfb-ad0e-af33fb199a19,932ee300-3729-4c85-8f06-0cb9ea3e0a14,c2,c4,27,p1,?,surb={'id': 'cbe03ef4-9c38-4b06-8566-558589c4a043', 'route': ['p1', 'e1', 'i11', 'x6', 'p2', 'c2']}
1769498652.2255445,RECEIVED,2c89d7e8-d9f9-4fc8-8105-5deddbf3dc21,a3e832e5-ada7-438d-9516-9067467ad4b1,c3,c4,27,p1,?,surb={'id': 'fe5b41c0-9e53-4718-a21d-7e81316feed5', 'route': ['p1', 'e11', 'i4', 'x8', 'p3', 'c3']}
1769498652.2568243,RECEIVED,25695b3a-2e6b-412a-8b24-c2d916901edf,819abce3-9443-4085-82b5-be413a244f08,c3,c4,27,p1,?,surb={'id': 'd4911e9b-2dd1-4d98-ac10-2b15e49a5db0', 'route': ['p1', 'e1', 'i6', 'x7', 'p3', 'c3']}
1769498652.3184395,RECEIVED,c5179061-4a3b-41b9-8769-efa17453ac10,6647e8d4-bb35-4eda-8077-17444015920d,c3,c4,25,p1,?,surb={'id': 'e915f7a9-37a3-40dc-abfe-35ece9aac6d1', 'route': ['p1', 'e9', 'i4', 'x11', 'p3', 'c3']}
1769498652.4543672,RECEIVED,19b8f008-f519-48eb-88ff-676bc5cd966b,1b9eeab9-a905-48cd-b701-455f97fac245,c3,c4,27,p1,?,surb={'id': '1d85cc05-2f50-45a6-8aca-30030a9ad392', 'route': ['p1', 'e12', 'i11', 'x4', 'p3', 'c3']}
1769498652.528137,RECEIVED,7bb2ea59-119c-430f-9531-06c971cb1cdf,cfe4fc91-ceb6-4a0d-b637-a0c24c3b0f76,c3,c4,26,p1,?,surb={'id': '8206a17c-f78b-4d11-aba9-cfc0a5b44f64', 'route': ['p1', 'e1', 'i2', 'x9', 'p3', 'c3']}
1769498652.559203,RECEIVED,e717f812-b7af-40f8-89a4-9725a07afeda,d8cd26de-1817-4f47-ac90-218084fb3b70,c3,c4,27,p1,?,surb={'id': 'ff749c0d-a3eb-4a44-a1a8-cea9e16caed6', 'route': ['p1', 'e12', 'i8', 'x12', 'p3', 'c3']}
1769498652.5961344,RECEIVED,bcb41e10-12de-4db2-bdd0-29142a175537,91a28a2e-f7c4-4469-8421-5da7ef81e5d8,c2,c4,26,p1,?,surb={'id': '0d830a1e-1b1f-4e86-97b0-819587c4dadb', 'route': ['p1', 'e5', 'i2', 'x3', 'p2', 'c2']}
1769498652.641692,SENT,398605fd-fb65-4156-8fdd-295bc4373f92,a61165d0-c6ff-4f55-9c62-93faccf6721d,c4,c1,3384,?,p1,
1769498652.6418123,CREATED,5a16d494-3e5e-4751-990e-9770cce685bc,51fa5ab9-ca0a-44fa-bca8-afca2b8d8e3a,c4,c1,25,?,?,surb={'id': '2a383b38-c67b-4001-87d5-cc9f76c6858d', 'route': ['p1', 'e1', 'i12', 'x6', 'p1', 'c4']}
1769498652.6442485,RECEIVED,0ad85a18-a361-4d1a-808a-f6d3976b3b5e,89579fb1-d047-4d7b-a55f-4e9cc5684430,c3,c4,27,p1,?,surb={'id': 'e45a4c0e-8f1e-4de1-9ca2-91892cb22d08', 'route': ['p1', 'e1', 'i4', 'x7', 'p3', 'c3']}
1769498652.6503227,RECEIVED,c8fa009d-985f-4ddd-b153-5890f2534b48,f2c29abc-ece9-4f3c-97fb-9f6afe578653,c3,c4,27,p1,?,surb={'id': '63ac04d8-ebd1-4f69-934f-f45f493874c7', 'route': ['p1', 'e1', 'i4', 'x8', 'p3', 'c3']}
1769498652.659891,SENT,302f195b-6933-4d30-8d32-7c83ea321fdd,71a47b76-16f5-40f3-9b72-b65b5aca63ab,c4,c1,3384,?,p1,
1769498652.659979,CREATED,81387dd8-5fe5-49ba-be04-cb3dd44244ca,06e2b9f1-a1fb-4219-9838-7b9fa6015cde,c4,c1,27,?,?,surb={'id': '880adc07-080f-4e80-9ff0-0fd0bb62ec52', 'route': ['p1', 'e5', 'i11', 'x7', 'p1', 'c4']}
1769498652.7482817,RECEIVED,8c4d6192-df0e-4d4c-becd-2c1089bf4c77,021bf24d-c1ea-4331-8752-6bc6153637ec,c3,c4,27,p1,?,surb={'id': 'abf47015-f7fe-4184-8b8f-f423f0f8c4ca', 'route': ['p1', 'e4', 'i8', 'x11', 'p3', 'c3']}
1769498652.7632756,RECEIVED,06600d8e-328b-423e-b359-d261db84c062,05144dd2-df69-4eb7-a8a5-d0a9d4d66e60,c2,c4,27,p1,?,surb={'id': 'd11387a2-1c4f-4424-b02e-58020564c067', 'route': ['p1', 'e1', 'i3', 'x1', 'p2', 'c2']}
1769498652.7997763,SENT,56582286-4821-4706-aac2-a1aa072f4fa1,d95ad9c6-e491-4c1a-8c34-44b40f7c8e42,c4,c1,3396,?,p1,
1769498652.7998624,CREATED,f3cac306-b768-4ac0-a1d8-510def4908b0,2d8a7431-3284-496c-80b3-e9083127f366,c4,c1,27,?,?,surb={'id': '30c77998-a7b0-41dc-8051-95c468160df4', 'route': ['p1', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769498652.8819716,RECEIVED,f685c7ff-2a8c-4da2-88fd-e3f928ecf030,3f4b6f52-ef31-40d8-a7c6-32389e4a60ad,c2,c4,27,p1,?,surb={'id': 'be20e636-5fa9-463b-9ae3-6b153633846d', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769498653.0488696,SENT,31971d55-41b4-4c36-8f81-0aee090c1599,2978be14-bd2f-4886-a0bb-9b5a6dae4019,c4,c1,3399,?,p1,
1769498653.0490344,CREATED,7c1340f9-5cb2-4ae4-8e71-5fa81cb693d5,461bb88b-d655-46df-a95e-9f58df910bf3,c4,c1,27,?,?,surb={'id': 'c33c1496-a9d0-4266-89d2-be0efffb31cd', 'route': ['p1', 'e1', 'i12', 'x6', 'p1', 'c4']}
