timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769498320.2189322,RECEIVED,b37578bb-ebe6-47db-8374-bc3e82a98b67,2457c05f-5669-4a16-a2bd-ee5808f6856e,c2,c4,25,p1,?,surb={'id': '56abf465-d3f9-4b29-9a41-9269eb67c443', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769498320.3722136,SENT,070f5097-af99-4d14-8631-5108e891e040,4b37d33f-f02b-48f7-8fc5-339a3e92b951,c4,c1,3385,?,p1,
1769498320.3722963,CREATED,f1accbb1-739f-49ec-92c6-5c8a307b44c6,3aa57384-0164-4412-9653-b9f391249961,c4,c1,27,?,?,surb={'id': 'c0ab413a-9c93-48ec-8708-e64b4e09a4a7', 'route': ['p1', 'e6', 'i7', 'x10', 'p1', 'c4']}
1769498320.458854,RECEIVED,b85b3aea-f458-4ccd-bd7e-770a43939ee5,e62add32-661f-4d35-8a39-9d871f097a59,c3,c4,27,p1,?,surb={'id': '88e2e024-ded7-4b22-954e-b416407324e4', 'route': ['p1', 'e2', 'i8', 'x5', 'p3', 'c3']}
1769498320.529612,SENT,ac4c630e-e8b5-4ee4-8eb1-7dc6bb259e87,f565bb50-82f4-4900-adbf-25b2145edb32,c4,c1,3359,?,p1,
1769498320.5298662,CREATED,f17da0d9-dfe7-4fe1-a4e6-b798c1c0d4d0,e5f592a0-59d5-4c9e-9168-af985e6f9ce2,c4,c1,26,?,?,surb={'id': 'c6ff5613-a048-4bb0-945f-640ed5c1803d', 'route': ['p1', 'e6', 'i7', 'x9', 'p1', 'c4']}
1769498320.5619934,RECEIVED,9e2ee8d6-ea4d-44c7-80be-e8bcaa309b5b,c7eff09d-f3d9-4c56-8407-6f1b275cdc3f,c2,c4,26,p1,?,surb={'id': 'cd6cbc5e-5ac1-497b-ab78-9c66bca209bc', 'route': ['p1', 'e9', 'i1', 'x2', 'p2', 'c2']}
1769498320.73666,RECEIVED,75762026-833e-49e3-b3e8-77ee7fb5c535,92c56f51-d4fe-401b-a023-0b6f3a16693b,c2,c4,27,p1,?,surb={'id': '3457211a-742a-4f87-93df-92eae8cf4f43', 'route': ['p1', 'e3', 'i8', 'x7', 'p2', 'c2']}
1769498320.950599,RECEIVED,a10f53b8-a6c0-4189-8cb8-d5eea4b35955,6ca56619-4df6-4d1a-bdb7-038df93f5c1f,c2,c4,27,p1,?,surb={'id': 'dbc6f258-97bc-4fe0-a27d-2c4f4d8a66fa', 'route': ['p1', 'e3', 'i8', 'x8', 'p2', 'c2']}
1769498321.0665257,SENT,2641dc21-a03e-4888-a02a-b211e141e5a3,7817b1e7-cd34-422e-8e97-91b6ded25801,c4,c1,3367,?,p1,
1769498321.0665855,CREATED,1ae89ba2-1155-42e1-9a01-5e73e5dc22fe,15e644e6-13ab-4134-9f1d-e7b547887c5f,c4,c1,27,?,?,surb={'id': '81adfffa-8c41-4564-b930-e3a9c405223f', 'route': ['p1', 'e3', 'i9', 'x3', 'p1', 'c4']}
1769498321.1336195,RECEIVED,04816499-6c64-47b0-859d-3898f4773bd7,00601e69-9e11-4944-b705-c5ce0a95e459,c2,c4,27,p1,?,surb={'id': 'bc47174b-5056-4eac-bd2a-7ab0f43de88c', 'route': ['p1', 'e7', 'i7', 'x9', 'p2', 'c2']}
1769498321.1479833,RECEIVED,e39b98cf-afe9-49ed-99d2-45e0fc4098ee,ea8118e7-2de9-439e-a11a-71ac766d452f,c2,c4,27,p1,?,surb={'id': '1fdc5590-6f1a-4cfd-976b-397157d17687', 'route': ['p1', 'e7', 'i7', 'x10', 'p2', 'c2']}
1769498321.150478,RECEIVED,fadea86a-20dd-4786-94dc-fc3d79203672,6cb30923-e56e-4556-8a9e-cd2d4efb33ad,c3,c4,27,p1,?,surb={'id': '5324eab5-7f7c-4867-a95b-6b89c62f4743', 'route': ['p1', 'e8', 'i5', 'x3', 'p3', 'c3']}
1769498321.1984065,RECEIVED,24ea0097-71cd-42a8-9228-018d4db1818e,0ac5c91e-f591-4661-9e1f-43f933a77245,c2,c4,27,p1,?,surb={'id': '87d41190-4c1b-4a43-a2e7-dbb660735779', 'route': ['p1', 'e1', 'i4', 'x9', 'p2', 'c2']}
1769498321.2663548,RECEIVED,e752c65d-47d5-496f-9657-51700dcdf231,4239d7ac-c356-44af-bd7a-0b6b7c3c941c,c2,c4,27,p1,?,surb={'id': 'ce62918f-17d8-4304-9849-901325f503e9', 'route': ['p1', 'e12', 'i5', 'x3', 'p2', 'c2']}
1769498321.8319724,RECEIVED,32c3a3e0-cec9-4bf4-b058-fd471326dd15,fa3d9c09-d309-47e7-ae32-a98cc81cfed8,c2,c4,27,p1,?,surb={'id': '26baab70-6adf-4381-a4d3-8601bf16fa3a', 'route': ['p1', 'e9', 'i11', 'x7', 'p2', 'c2']}
1769498321.8354545,SENT,2d002ea8-9c0b-44ce-869d-c7c09ecaad1d,456d9751-ea2a-42c3-a8cb-2d3ad7168449,c4,c1,3386,?,p1,
1769498321.835555,CREATED,6df389f4-04a9-4fc2-b126-9fb8344944c5,1753b2e4-41a7-42d4-a20d-9524970f5157,c4,c1,26,?,?,surb={'id': '1e7b5429-ef0c-4c91-ae31-9928cbce56b9', 'route': ['p1', 'e4', 'i8', 'x1', 'p1', 'c4']}
1769498321.9499002,RECEIVED,200eb90a-d69e-47da-9d65-8c0a25f779f3,b29ec083-0547-4aa4-9890-0ecf0d2a4979,c2,c4,27,p1,?,surb={'id': 'c2522fb7-0704-4046-95da-845eda8f7b55', 'route': ['p1', 'e2', 'i11', 'x6', 'p2', 'c2']}
1769498322.0676935,SENT,e00f5478-8356-4d06-8418-efcc76a6f0a0,7aa1c500-b2e1-4437-999c-e5b4abcb3e67,c4,c1,3359,?,p1,
1769498322.0678399,CREATED,917946a4-0fa3-4094-a6ff-8e473480c3da,c17a4c75-7181-434b-9b3e-ef8ebe9c32e6,c4,c1,27,?,?,surb={'id': '5ccebeed-256d-438b-95cb-dd9eba2e784b', 'route': ['p1', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769498322.6466897,RECEIVED,b3e910a6-681f-4ef5-ab01-1b69f9eb954d,d55f232b-f4b2-4952-ab5f-6289d3b21669,c3,c4,27,p1,?,surb={'id': '4d8c26fc-5935-4524-bfbe-6ba7e8625fac', 'route': ['p1', 'e7', 'i5', 'x9', 'p3', 'c3']}
1769498322.7853239,RECEIVED,85163e31-9f56-476f-a180-3e4fb1c5bf1e,b39e71ef-6052-47c3-ad35-df56c4911930,c2,c4,27,p1,?,surb={'id': 'b05367c6-7615-4542-bf4a-3b94fe1804eb', 'route': ['p1', 'e4', 'i7', 'x11', 'p2', 'c2']}
1769498322.8484042,SENT,19a56fd3-3f3f-44f2-9623-21bda95b89ee,04d39bb1-6eed-4071-a258-e538ae1999a4,c4,c1,3376,?,p1,
1769498322.8485115,CREATED,ecec5e57-8461-4d95-9956-fc183d852c78,98faf830-6761-4ff0-b65b-1385f7dbcb03,c4,c1,27,?,?,surb={'id': '97f40738-80e3-43cb-8c00-64326ea306ee', 'route': ['p1', 'e8', 'i11', 'x6', 'p1', 'c4']}
1769498322.9329255,RECEIVED,5437d38c-5fee-4773-aa95-c1f8248f2ffd,9de72992-4397-4ba5-b4ac-7952634d3e35,c2,c4,27,p1,?,surb={'id': '7260a873-f240-402d-9bd4-128ba543d243', 'route': ['p1', 'e5', 'i7', 'x9', 'p2', 'c2']}
1769498322.9349365,SENT,e03a6484-8ae9-4d40-8be5-af45056206b2,6de9dc5e-549c-4214-ac9f-e89dfc20cd6f,c4,c1,3385,?,p1,
1769498322.9351468,CREATED,bc677afd-5fc5-4f91-b65a-2a57f10ed2fe,7d4efda9-ebcc-47eb-ab31-611d18df02b5,c4,c1,25,?,?,surb={'id': '474c4e79-55e0-440c-8889-71912fe872e1', 'route': ['p1', 'e7', 'i10', 'x4', 'p1', 'c4']}
1769498323.333468,RECEIVED,745d2f88-83f4-4ee2-aef3-68305b023c52,9728273f-8b92-4993-a7ce-f2d295f05570,c2,c4,27,p1,?,surb={'id': '7edaacdd-da9f-41cc-b90d-aeb1af317922', 'route': ['p1', 'e8', 'i2', 'x12', 'p2', 'c2']}
1769498323.4202473,RECEIVED,587b92de-98c1-40f6-9cc7-7ae3eea6778b,4f491544-be53-4c49-8e62-893f394aa778,c3,c4,26,p1,?,surb={'id': 'ba42e34e-5e18-45b3-a5fb-f6379651d297', 'route': ['p1', 'e4', 'i6', 'x2', 'p3', 'c3']}
1769498323.4685378,SENT,f75c7404-6205-4f41-9e19-0e48e5d9956d,d7aeadca-c8b9-49ff-94c6-ea76066f76d4,c4,c1,3377,?,p1,
1769498323.4686706,CREATED,ca7a5b9d-20e2-4f53-9047-36faf2468e89,06589b03-5ad2-42bd-a860-3f5822f16db3,c4,c1,27,?,?,surb={'id': 'e96227ef-7fc4-43ae-932a-3868d3508c01', 'route': ['p1', 'e2', 'i2', 'x3', 'p1', 'c4']}
1769498323.5276496,SENT,ea9c6999-4395-4f28-a43d-8306c8ad926c,520e6e18-c7fa-4a02-93c2-632200a7b506,c4,c1,3390,?,p1,
1769498323.5277872,CREATED,4ffc5505-6f6a-4c2d-a600-d86a6537debb,4f563b4c-a15a-47c1-8757-8a430097d587,c4,c1,27,?,?,surb={'id': 'e24b31a3-a681-493e-9b44-0a01659c1cd3', 'route': ['p1', 'e1', 'i6', 'x12', 'p1', 'c4']}
1769498323.5676894,RECEIVED,85e46c83-3cf3-4044-8788-da0f73c3c72f,26974df6-cba9-49a8-864c-38aa6888dc2d,c2,c4,27,p1,?,surb={'id': 'bfb9151a-39e4-4ba5-a6bc-43fb62b7147b', 'route': ['p1', 'e6', 'i6', 'x6', 'p2', 'c2']}
1769498323.8626485,SENT,1d896448-b76d-4f4b-868d-8658f3e9f19c,b3c6fe60-0fa6-437e-bf91-6e916b2e6355,c4,c1,3400,?,p1,
1769498323.862783,CREATED,3b517741-e79e-4a55-93cc-f5901444a7e9,8fef1456-a0a1-4e3b-9e83-e5f021a4d2d8,c4,c1,27,?,?,surb={'id': 'cfa02f02-b09e-49e1-8d38-98037d6ad00d', 'route': ['p1', 'e2', 'i12', 'x12', 'p1', 'c4']}
1769498323.876041,RECEIVED,fc62d66c-c84e-4bf8-a09c-5bb1bdd8f7ae,8fa8b994-5c16-47af-a52d-3953d7bae17f,c3,c4,27,p1,?,surb={'id': 'a247a7c8-9ac8-453f-990e-5c1cf9e6dfde', 'route': ['p1', 'e3', 'i1', 'x4', 'p3', 'c3']}
1769498323.948154,RECEIVED,9d5da7b6-0f79-4e92-a2db-6802f11e72c3,1ebc86b4-41b9-4740-9582-ba8fd7a89172,c2,c4,27,p1,?,surb={'id': 'a980a8a5-9ca2-4c99-92f4-7dbf57185968', 'route': ['p1', 'e11', 'i8', 'x9', 'p2', 'c2']}
1769498323.9944918,SENT,5463f7ae-0c29-462e-9bdb-dd2bd814e891,61c4aa09-9a29-488f-8a24-8fd642e4d7e3,c4,c1,3383,?,p1,
1769498323.994628,CREATED,976e0126-1e44-4986-9204-fd7ff6aaf88e,8cb4ed1c-1298-4d1b-9346-0029740f7f5e,c4,c1,27,?,?,surb={'id': '9fb4501f-56ad-453d-97a4-d493b8ce4ffe', 'route': ['p1', 'e12', 'i5', 'x11', 'p1', 'c4']}
1769498324.1671176,SENT,5e4ceda2-0ad0-4b98-99b2-2b52dae069c5,4233e7d2-1494-41c5-bb00-f19d16ab93cb,c4,c1,3384,?,p1,
1769498324.167285,CREATED,7a1ca411-c40a-40a7-83b2-4ab177090d3e,35162df4-be04-4ec7-b4e1-d258ab968080,c4,c1,27,?,?,surb={'id': 'ea134e94-2c3f-49dd-91a5-5f39505e55ee', 'route': ['p1', 'e4', 'i1', 'x4', 'p1', 'c4']}
1769498324.3098245,RECEIVED,e13e1b71-ca5a-4c91-b9ad-900b8e0aeac2,63892acb-5ad1-40be-b958-cce6ebc63047,c3,c4,26,p1,?,surb={'id': '05321012-c8c2-45f3-9649-19e9e14a4316', 'route': ['p1', 'e7', 'i10', 'x2', 'p3', 'c3']}
1769498324.3593516,SENT,ae451906-d3f3-42c8-9cf5-0b3f13222e2b,21411587-9f6c-4441-af30-7660a9c1b2b9,c4,c1,3399,?,p1,
1769498324.3595052,CREATED,2ca5e4ab-6b50-4b9a-b21f-abf5d941ccaa,92d25d3b-b1b6-4d86-a4a5-146700d67a13,c4,c1,27,?,?,surb={'id': 'b76abcbf-68b7-4737-821e-0495759edaf2', 'route': ['p1', 'e11', 'i2', 'x10', 'p1', 'c4']}
1769498324.3865676,RECEIVED,cb31808f-2920-4c1b-90e1-73951463045f,3ce39f5e-fe7b-4819-9037-4756c503ca77,c2,c4,27,p1,?,surb={'id': 'b9f5d3e4-5cb1-410d-8320-806f88de0dbe', 'route': ['p1', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769498324.4355152,RECEIVED,5f92384c-15fc-454f-bb90-195aca61a899,419f4c1d-b0e5-4f84-970d-029f9c977357,c2,c4,27,p1,?,surb={'id': 'cd179a07-3ca5-4fe5-8939-78e0ffdaf96d', 'route': ['p1', 'e12', 'i3', 'x7', 'p2', 'c2']}
1769498324.6121657,RECEIVED,4e57e7d8-54a0-42e6-900e-3bdead5131a1,ef437c9b-7ef0-468f-9b23-dc7143024304,c3,c4,27,p1,?,surb={'id': 'fb93d684-de34-4fdb-a2e9-b3f11b8acd02', 'route': ['p1', 'e5', 'i9', 'x5', 'p3', 'c3']}
1769498324.65897,SENT,22da540a-b96c-48c4-b968-644d3cb5a219,718c38a9-c084-466b-be65-ec7be021bf4e,c4,c1,3396,?,p1,
1769498324.6591425,CREATED,7cb57e84-a6e2-4e95-9bb3-c7cceb224f58,078b3c28-3e56-465c-bd5a-987f7405aa1e,c4,c1,26,?,?,surb={'id': 'fcc3de1c-fe92-454f-84bd-3f1e0f38fe1c', 'route': ['p1', 'e10', 'i11', 'x10', 'p1', 'c4']}
1769498324.713857,SENT,52181acc-afa7-4249-b4f9-36a2c4404d90,b991f233-069d-408c-88ff-39cac40de09b,c4,c1,3391,?,p1,
1769498324.7139893,CREATED,12c5d6ab-c412-4e68-aa9c-d22090c90942,70887564-252f-40da-bbd1-710b92659c1f,c4,c1,27,?,?,surb={'id': '47582934-0c7a-4075-8d60-a8a2af79d7c0', 'route': ['p1', 'e2', 'i9', 'x6', 'p1', 'c4']}
1769498325.1201954,RECEIVED,35cdd57e-cb29-496d-a339-be81005b7b1d,b4ca04fe-1809-4337-b591-37a72e969aba,c2,c4,27,p1,?,surb={'id': '60f5648c-a7fd-4987-8087-b5ebdcfa928e', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769498325.240741,RECEIVED,566e9115-968f-4f6b-8c26-0b02f8534471,45958d74-ddc1-4df0-b1ed-96060491c6f9,c3,c4,27,p1,?,surb={'id': '9a346930-2410-4bd6-8858-c2a944a23fdb', 'route': ['p1', 'e1', 'i5', 'x5', 'p3', 'c3']}
1769498325.31727,RECEIVED,aa830524-399a-4470-bfd5-3ac0d11ee4c5,1626b1e7-83e8-4158-ac40-a760c31ae505,c3,c4,27,p1,?,surb={'id': '97f7423e-354a-4dc6-b016-b99a6d43265c', 'route': ['p1', 'e7', 'i2', 'x6', 'p3', 'c3']}
1769498325.5959992,RECEIVED,ab82e72f-ec13-4fae-9600-75bbec2c7fc7,299c5d8a-2ad4-4425-8ffc-c24da0046884,c2,c4,27,p1,?,surb={'id': '43c09c7b-a1c6-4a73-9c6b-d41bbf37dc69', 'route': ['p1', 'e3', 'i4', 'x5', 'p2', 'c2']}
1769498325.6629245,RECEIVED,35cdc000-31e0-4607-b8e7-129096ddf4df,2f3239b8-fdbb-4b61-97ba-a012c90b2d34,c2,c4,27,p1,?,surb={'id': 'b04946ab-d248-45e8-a740-39f895fe37b1', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c2']}
1769498325.7708757,RECEIVED,606e1eec-623c-4f5a-9fff-a2ddcbf99db9,63162bfa-cf44-4320-8955-e7c2b82151d1,c2,c4,27,p1,?,surb={'id': '69445936-40bc-4369-8cb5-1a3578eb3b75', 'route': ['p1', 'e9', 'i9', 'x11', 'p2', 'c2']}
1769498325.8000932,RECEIVED,bb662192-e8d5-462e-a1d4-a766f670c0cd,0f3a403e-afa5-47a8-8dd5-484254c8208b,c3,c4,26,p1,?,surb={'id': 'b40bba18-5c6c-46f2-b403-a601ceaafe92', 'route': ['p1', 'e11', 'i4', 'x11', 'p3', 'c3']}
1769498325.8167517,RECEIVED,6728fb7a-3373-4cb1-a2df-f5fe8b089476,91186115-05b1-4fe7-8ad3-2e8ffccfbf28,c3,c4,27,p1,?,surb={'id': '28ec14f1-646a-48c4-b216-18d3e4bcff4b', 'route': ['p1', 'e7', 'i7', 'x8', 'p3', 'c3']}
1769498325.8775256,RECEIVED,3442e4af-6259-4496-b901-e81d39e69e66,4e9aa0b7-2337-46c7-9952-a3ccc8dc394d,c2,c4,26,p1,?,surb={'id': 'dbf17625-c275-4895-b28a-264b1d3e6756', 'route': ['p1', 'e3', 'i6', 'x10', 'p2', 'c2']}
1769498325.88518,RECEIVED,49cf46c4-b21b-4066-bbfc-4fa98695456f,1f03eda8-ed65-4494-ba68-373df064ad31,c2,c4,27,p1,?,surb={'id': '794f75d1-e082-4fe5-a94b-b7848ea27af6', 'route': ['p1', 'e8', 'i9', 'x7', 'p2', 'c2']}
1769498325.952717,SENT,be3f8afa-34bd-4f9a-b45b-7df2015133fe,862afd44-de74-4e89-839c-1ad60f7728a4,c4,c1,3376,?,p1,
1769498325.9528096,CREATED,706ed574-c105-4fc8-8069-dd3b8347445b,22dd2879-7917-4411-871b-94ba63fc3b27,c4,c1,24,?,?,surb={'id': 'ef5fc43e-562f-49c4-a7ca-07b1764665cc', 'route': ['p1', 'e2', 'i12', 'x1', 'p1', 'c4']}
1769498325.9605467,RECEIVED,53685dba-8645-4992-a463-0aeb6f07b1f9,b65c3f87-82a1-4f7b-9a9c-906dc396b2ea,c2,c4,27,p1,?,surb={'id': 'a5d971e2-706f-48e6-a162-2075e4306d77', 'route': ['p1', 'e10', 'i6', 'x12', 'p2', 'c2']}
1769498326.088239,RECEIVED,25ca3b85-7203-4aa9-92c5-47a611e41b01,663408d1-7dc8-4faa-9ca2-4fe8fc9a166d,c2,c4,27,p1,?,surb={'id': 'ff367313-22d7-48d9-a7d4-85308250d591', 'route': ['p1', 'e10', 'i1', 'x9', 'p2', 'c2']}
1769498326.117217,RECEIVED,106f46b4-99e3-47c2-8638-16a9f6668ec5,90e135c0-fdf1-4b9f-b73d-067aeb3a7bb7,c2,c4,27,p1,?,surb={'id': '99fb56d5-8407-4c22-b238-d681b524a1b4', 'route': ['p1', 'e11', 'i12', 'x1', 'p2', 'c2']}
1769498326.2305374,RECEIVED,5e7e3056-ee2e-4808-8cc4-e224fa933830,28424877-974b-4f8a-8cb1-60dc4d54d402,c3,c4,27,p1,?,surb={'id': '112ed182-00e7-47bf-9de6-5da87dff6504', 'route': ['p1', 'e5', 'i9', 'x5', 'p3', 'c3']}
1769498326.4912796,RECEIVED,6e129a54-0b53-4b14-9202-606ade028fde,ca9a7c45-7957-41f8-80f8-bdff100c1d82,c2,c4,27,p1,?,surb={'id': 'c7847901-3fc2-4d58-a387-ac72b863007b', 'route': ['p1', 'e6', 'i11', 'x6', 'p2', 'c2']}
1769498326.5666265,RECEIVED,b7550214-d532-435d-8b3c-2f65fa1f6e7b,1e7b4676-2872-469d-bfd8-3911ee699b42,c2,c4,27,p1,?,surb={'id': '71dbaba4-69f6-402c-90b7-291118660a1f', 'route': ['p1', 'e2', 'i7', 'x2', 'p2', 'c2']}
1769498326.6494293,SENT,26110c49-d23c-4611-b663-c949bc6f745d,3f2d50bb-ecf7-4b38-87f9-688ce722edbd,c4,c1,3359,?,p1,
1769498326.6496904,CREATED,d670a656-d700-4cd1-9435-f29e7aae2e16,2a57e1a2-883a-431e-b854-808efaa32d60,c4,c1,27,?,?,surb={'id': 'b4e40506-d8e5-49d7-a4c3-0bea71bfdc8c', 'route': ['p1', 'e2', 'i6', 'x7', 'p1', 'c4']}
1769498326.9011443,RECEIVED,01d2a256-008d-4429-be27-f5a449d0fd69,47bc1b68-5cf3-48cd-ad74-11b4caa53215,c2,c4,27,p1,?,surb={'id': '14de5af3-1a59-4d00-b2ad-b05d2f6cb705', 'route': ['p1', 'e4', 'i3', 'x1', 'p2', 'c2']}
1769498327.168368,RECEIVED,e0d399d3-1016-4e78-b6f8-97c309850b8c,da2ca834-7928-4c77-b025-8f525352633b,c3,c4,27,p1,?,surb={'id': 'b73ac26a-4598-4511-b0ba-a89d81c7df54', 'route': ['p1', 'e11', 'i4', 'x9', 'p3', 'c3']}
1769498327.233462,RECEIVED,c232f7f8-2bd6-4256-93a1-f7690a755498,7387d682-a369-491f-8637-b98b571fb8a5,c2,c4,27,p1,?,surb={'id': 'e916ca6c-4871-4bfa-a2b0-c6a732a6dd27', 'route': ['p1', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769498327.2461233,SENT,eefd1b8e-19b9-40c7-8610-67ee377c4910,fb90fda2-8ff5-4ce3-bfd6-6e5c9496573e,c4,c1,3367,?,p1,
1769498327.2462568,CREATED,485a3af2-ad75-4363-805a-1a3b8765010c,35faa8cd-757e-463c-af06-f5df42f75d78,c4,c1,27,?,?,surb={'id': '5a5c0881-6314-466b-b022-642dae566d4f', 'route': ['p1', 'e2', 'i3', 'x1', 'p1', 'c4']}
1769498327.283041,SENT,cb6c8b99-0884-4758-8d56-4a0e7b602a70,6584faa0-02a6-47d8-be19-070162eb77d7,c4,c1,3367,?,p1,
1769498327.2833073,CREATED,83d1bd96-4cb5-4a04-bc17-2fc7a12715eb,07ff1b0f-c188-42f5-a168-02f513eb1421,c4,c1,27,?,?,surb={'id': '03695ad8-32e8-4546-b5e4-24a7f4ea2c99', 'route': ['p1', 'e5', 'i9', 'x11', 'p1', 'c4']}
1769498327.7509246,RECEIVED,f3fc7f50-3de1-499a-b5f6-dca715e1660f,870c16ff-9892-4f48-ac41-374baaf0ecfa,c2,c4,27,p1,?,surb={'id': '2b86c2af-fd6b-4378-bf87-b45e82153a5f', 'route': ['p1', 'e6', 'i9', 'x11', 'p2', 'c2']}
1769498327.7803845,SENT,90d5274c-e02e-43b0-a78a-318c79ec9fc0,1f73682f-1ee6-424d-a236-0b67361fb9cc,c4,c1,3363,?,p1,
1769498327.7805355,CREATED,0c2802fe-4895-4532-b8db-264a121ad2a0,2a59592b-3254-49a7-8114-7f325123e476,c4,c1,27,?,?,surb={'id': '410ae4e9-c98d-4aef-9132-35d7652c8494', 'route': ['p1', 'e7', 'i4', 'x9', 'p1', 'c4']}
1769498327.8039193,RECEIVED,ae3faf11-c1b8-4341-a154-31c4f292f308,8b618ae1-b6b2-4c87-a080-8b0dbd6df406,c3,c4,27,p1,?,surb={'id': 'a804713c-3336-48ba-808c-9f04bdd3a214', 'route': ['p1', 'e11', 'i7', 'x5', 'p3', 'c3']}
1769498327.8796709,SENT,6c13e3b7-e24c-49e7-bde3-c0be33cc6f73,d1e76265-32a3-4d42-8d69-c66d80e7c90e,c4,c1,3376,?,p1,
1769498327.8798048,CREATED,3f23d39b-3249-4f3e-9293-e985bce9ed72,5387dafa-bcb9-4a7d-8c96-49c3df7b362c,c4,c1,27,?,?,surb={'id': '9cc0f65a-1dce-43c2-8ff1-eb9b82ab2aad', 'route': ['p1', 'e10', 'i5', 'x9', 'p1', 'c4']}
1769498327.8961856,RECEIVED,82fe6524-ed99-4ce2-b57a-4a22ac6a30a2,4f2c104c-d4fa-4d1a-90c0-9074ed2d2440,c2,c4,26,p1,?,surb={'id': '5e2800e5-b1e7-4413-9fe4-64f189b980c0', 'route': ['p1', 'e9', 'i8', 'x11', 'p2', 'c2']}
1769498327.9335704,RECEIVED,328dd6fb-ce61-4425-8e80-bae8bf16fcbe,afcbfee6-b329-4000-8147-751bd02f300e,c2,c4,27,p1,?,surb={'id': 'f1771b82-ba67-4a10-8be2-3b66d0f1679f', 'route': ['p1', 'e8', 'i6', 'x4', 'p2', 'c2']}
1769498328.2606976,RECEIVED,5b3f1126-cb08-461b-b870-71a666252fd6,188c84fd-9e0c-4202-8b8d-a90cc3be89cb,c2,c4,27,p1,?,surb={'id': '47122a2a-1ca5-4c2d-8a44-64f0349c5d89', 'route': ['p1', 'e6', 'i3', 'x1', 'p2', 'c2']}
1769498328.282689,RECEIVED,f289be4e-5e8b-4276-911e-70236629e82c,d0741ba8-76c1-424b-bbd4-faeb2e23294f,c2,c4,27,p1,?,surb={'id': 'b82ad463-aa21-45e3-ab19-c08df1fd3727', 'route': ['p1', 'e2', 'i6', 'x3', 'p2', 'c2']}
1769498328.489603,RECEIVED,1fdf7930-a976-4e83-afef-6b7a6f7302a4,e3496643-3ea2-4adc-a1e8-726f52544ff5,c2,c4,27,p1,?,surb={'id': '15c8d88a-ef2d-471b-96f7-a4f72bc3bf7e', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769498328.7726786,RECEIVED,af3a398c-814e-4e3c-aad4-3044374f9070,86ef4881-4276-4900-880a-3251c981bbd0,c2,c4,26,p1,?,surb={'id': 'c8ee8a5c-30ac-4468-b54b-0fab781f2b7a', 'route': ['p1', 'e6', 'i1', 'x11', 'p2', 'c2']}
1769498328.787632,SENT,7398df91-855f-424a-96ec-9cc30fe88aa1,325fabd4-aaed-494a-af55-213cfa43fe52,c4,c1,3393,?,p1,
1769498328.7877789,CREATED,24809157-b1d0-49f5-a853-6915bac0efee,95bed5d7-1b46-4d0a-acf8-86a20190aaf4,c4,c1,27,?,?,surb={'id': '3a269752-5baf-4550-ad2d-0bd8dfdf1d69', 'route': ['p1', 'e10', 'i2', 'x10', 'p1', 'c4']}
1769498328.8948607,SENT,469a0bdc-29dc-4be7-b6ae-3f5916c9f4a6,13fb11e9-5d3d-46fe-b3b6-54326207cb12,c4,c1,3379,?,p1,
1769498328.8949373,CREATED,ef9bea21-3c5a-45db-8e1d-af8a2f0ff563,f9d62e8a-8b91-4830-8156-c438aedfed23,c4,c1,27,?,?,surb={'id': '532923d5-c744-447f-b473-5515dc2d8fab', 'route': ['p1', 'e11', 'i12', 'x7', 'p1', 'c4']}
1769498328.9458792,RECEIVED,d16ac658-68b8-47b9-9089-67589bc3923d,2e68ea13-857d-45e3-8626-d059d6ed0457,c3,c4,27,p1,?,surb={'id': '50da0809-dc82-4298-8896-b9dd035e5fbf', 'route': ['p1', 'e10', 'i2', 'x2', 'p3', 'c3']}
1769498328.9758906,RECEIVED,bb9d5504-3833-4cb1-8621-eb51ab2b9f2a,2298569b-2149-4063-9027-fc2517975a46,c2,c4,27,p1,?,surb={'id': 'b903c649-00c3-4ac1-b2a4-f34245ffcaa4', 'route': ['p1', 'e3', 'i12', 'x5', 'p2', 'c2']}
1769498329.146891,RECEIVED,e1fbf14c-5193-435d-a46c-1d7f9cb3c1eb,e5e20171-fdfb-48b8-8115-2a7acb447540,c3,c4,27,p1,?,surb={'id': '410fa8e9-5cdd-4199-9c8b-a6daeee6d3f2', 'route': ['p1', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769498329.1588597,RECEIVED,ce137c48-cc7d-4fca-b8f2-bea8e07011f8,362026b6-79c4-4b56-8d93-232f0ef26744,c3,c4,27,p1,?,surb={'id': 'f248906d-7301-4675-a0d4-a85bdf83d338', 'route': ['p1', 'e9', 'i2', 'x9', 'p3', 'c3']}
1769498329.2514734,RECEIVED,5a0b1ef4-9e92-4b21-94a7-108a6c797301,d6a38b58-253d-41c3-95f7-ca73576b1341,c2,c4,27,p1,?,surb={'id': 'f30c27e1-2bef-4c68-b6cc-4ed2f8d2f6c7', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c2']}
