timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769498164.3898103,SENT,fefc4a63-add5-4cb9-b0f6-d84295d55a4e,a7721346-d421-44cc-882f-5b12be3c9c6b,c1,DROP,2039,?,p1,
1769498164.3899398,CREATED,80ccc763-0694-44aa-ab0b-757475f817f8,a74405a2-8110-4082-ad8e-bef96c07b337,c1,DROP,27,?,?,
1769498164.426613,SENT,e218f99b-7a4e-46ad-9e70-375dbb93b77a,e85baf99-10da-4cee-b9aa-a03367beccd7,c1,DROP,2016,?,p1,
1769498164.4267435,CREATED,fc706394-ba0d-45d7-b799-ac8616af7d89,7f9dce4f-9a47-497d-a99b-88c0987262aa,c1,DROP,27,?,?,
1769498164.6565404,SENT,75b3923b-b249-4fb5-a64e-4adb71932192,979edf20-497b-4e7d-96db-216e1c3c3a61,c1,c5,3379,?,p1,
1769498164.656692,CREATED,881088d7-0d11-4c81-ae80-5f672c481199,58a89979-641c-4691-a95d-16bf28136d12,c1,c5,27,?,?,surb={'id': '15da5b81-f907-4527-9b50-6a89a4aa12b0', 'route': ['p2', 'e2', 'i4', 'x9', 'p1', 'c1']}
1769498164.8165648,SENT,62ed9a61-f893-4840-b7d8-e4b7ec9dd72b,5ee08121-0fbd-4455-b181-d9f912074d74,c1,c5,3383,?,p1,
1769498164.81671,CREATED,da36f638-e5ab-44dc-9916-f893d682eddf,8e443171-3089-4043-87d4-9a6093b6703d,c1,c5,27,?,?,surb={'id': '6c261e75-688e-4de0-a188-598cd6debe36', 'route': ['p2', 'e1', 'i1', 'x9', 'p1', 'c1']}
1769498165.051,SENT,38d8d0d4-4207-4671-a7e0-8d311fb77fd0,f9484901-fa05-4d2d-9213-abaf8d343903,c1,c5,3380,?,p1,
1769498165.0511858,CREATED,a0f58812-f9a6-4d36-ad86-d2a3a4c9af12,32d4c8f3-e260-4915-8932-10a29e714442,c1,c5,27,?,?,surb={'id': 'bd5be2f1-553a-4cdd-8620-decbdbd560d8', 'route': ['p2', 'e7', 'i4', 'x10', 'p1', 'c1']}
1769498165.338461,SENT,e4c44d96-662a-4089-8de6-316062dd3fa6,1a07c69a-a0f5-47c6-b669-b57765a84cd8,c1,c5,3367,?,p1,
1769498165.3385854,CREATED,409be3dd-4fa9-42ab-8a4c-3cfcc9b0503b,10d50c39-2db9-4721-9ca2-f85dd6a16c93,c1,c5,27,?,?,surb={'id': 'e2a3585a-3f24-4a54-8a6c-dbffeee43def', 'route': ['p2', 'e10', 'i7', 'x1', 'p1', 'c1']}
1769498165.8315394,SENT,9ca74a3e-8d6b-4c18-bb07-f541287387e7,b9474aba-cfc6-4f6d-94e7-ec758c9e27d3,c1,c5,3359,?,p1,
1769498165.8316882,CREATED,f283578a-3ebc-40c9-b4cc-f22ee284dc13,b77b9afa-cb8f-46ee-aa8d-ca74ba7831ef,c1,c5,26,?,?,surb={'id': '0b240d58-38e2-4317-8891-e2e9c4b6ff33', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c1']}
1769498165.8878057,RECEIVED,77f2c376-1f81-4ac6-996d-b8493a155512,3b680ec0-74cc-4fbb-968e-aa253c431acc,c5,c1,26,p1,?,surb={'id': 'c64f2a2e-1cee-46b0-b696-7919c6d83fa6', 'route': ['p1', 'e4', 'i4', 'x10', 'p2', 'c5']}
1769498165.9029324,SENT,88e3f58d-ceb2-4279-a296-e8266671ef25,d2a42d6a-9a2b-4e31-b0cd-39f859818d9f,c1,c5,3356,?,p1,
1769498165.9031117,CREATED,27cda927-a7ee-4509-a125-9ed648b11ec4,36dae153-3c5e-4f5d-b950-693157642807,c1,c5,27,?,?,surb={'id': '26e4b851-b845-4dc4-8d19-39c5a264963f', 'route': ['p2', 'e9', 'i4', 'x2', 'p1', 'c1']}
1769498165.9884849,SENT,93af53f6-417e-40ab-9fce-d08283f1c609,25183ccc-3d86-44db-8fe2-d199b40e01ea,c1,c5,3376,?,p1,
1769498165.9886308,CREATED,ce9c1a45-e31c-4395-a425-72a65681128e,d9c7bd94-4bf9-45aa-bdb9-853669082554,c1,c5,27,?,?,surb={'id': 'fdd2b63c-984d-4da0-8a59-57cc677da492', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c1']}
1769498165.9950387,RECEIVED,069400d4-5fb4-4fa2-8c3a-6f6172db724f,d9bdc291-fab5-4078-8667-b7972624a994,c5,c1,27,p1,?,surb={'id': '82c3519b-8c93-40af-99c1-dbbb3acce41c', 'route': ['p1', 'e5', 'i2', 'x10', 'p2', 'c5']}
