timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733358.2037609,SENT,c7817d5a-745f-4ec7-ad9d-26ffb7c79d46,ef93c4c1-4b67-4af6-aa00-7aed3d3ce475,c4,c2,3389,?,p1,
1769733358.2038708,CREATED,8ee25980-ef2e-4ace-85c0-d8eb54bb3756,e82a1065-0f6e-44af-9676-06c859c40469,c4,c2,27,?,?,surb={'id': '80bda446-0178-41fd-a7fa-5d3fc68361a1', 'route': ['p2', 'e12', 'i11', 'x3', 'p1', 'c4']}
1769733358.2828336,SENT,8383f31b-155c-431b-a13b-890db95c1029,50d5f903-aa3f-4d17-8776-6f021708fe28,c4,c2,3395,?,p1,
1769733358.2829494,CREATED,2a58627e-484a-4ca9-af43-5e6ca85d35bd,e82a1065-0f6e-44af-9676-06c859c40469,c4,c2,27,?,?,surb={'id': '80bda446-0178-41fd-a7fa-5d3fc68361a1', 'route': ['p2', 'e12', 'i11', 'x3', 'p1', 'c4']}
1769733358.385007,SENT,17fafcf9-d680-46a3-860c-ad7df5024546,dea37660-ebfe-4174-a292-1b850221edc5,c4,c2,3380,?,p1,
1769733358.3850977,CREATED,0ec48774-2235-4e0a-b96c-589ceefa5fe2,ae8b1bd8-5af6-4c99-a51f-c3ee28673bda,c4,c2,26,?,?,surb={'id': '2ebaa6bb-c87d-4c92-b9bc-82718261f212', 'route': ['p2', 'e1', 'i1', 'x9', 'p1', 'c4']}
1769733358.5400684,RECEIVED,be3df7c4-f8dc-457c-9d70-c2d186e157c9,7a2ec538-e98d-42d5-869c-9e1b130eef14,c2,c4,27,p1,?,surb={'id': '4ca0caba-ece1-4206-b2e9-e5fa27437ace', 'route': ['p1', 'e1', 'i4', 'x8', 'p2', 'c2']}
1769733358.6636903,RECEIVED,0a03f8ef-7ea6-4a73-8db6-f3d3281d5d35,06565138-7d6a-408f-95c0-980cf3b3600f,c5,c4,27,p1,?,surb={'id': 'fdd11ea5-d221-4757-acb2-977024cc4494', 'route': ['p1', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769733358.6973324,RECEIVED,481fc226-77d1-4a3a-92ad-0c4d9fa09708,8d2ec0d2-68f0-40c7-bb40-e69702b78bb8,c5,c4,26,p1,?,surb={'id': '17cd4881-7121-453c-a392-a65e4d23a2d5', 'route': ['p1', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769733358.7057927,RECEIVED,822c257b-5458-4fef-8230-5f3c8db05b37,06ac0c36-ee30-4ba6-862e-079327825444,c5,c4,27,p1,?,surb={'id': 'eca6c82f-8728-41e7-b0f0-4c50d26e1fb6', 'route': ['p1', 'e6', 'i10', 'x7', 'p2', 'c5']}
1769733358.8512156,RECEIVED,6ffbc8d6-ee19-4e43-8679-2665e2629ed6,9e07de29-fb37-4f2b-8062-8579d875f0e7,c5,c4,27,p1,?,surb={'id': '5ad8378a-df23-46a2-b9ab-4385cf0bd96e', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c5']}
1769733358.8826146,RECEIVED,3cd2a419-0759-48ff-b08b-96ab61afcedc,99f8cf7d-ca16-4242-a686-53f81fc9a8fc,c5,c4,27,p1,?,surb={'id': 'c92847ec-bff3-4d2f-86f7-8862524dec84', 'route': ['p1', 'e10', 'i12', 'x6', 'p2', 'c5']}
1769733359.0096018,SENT,c7a75ecb-e903-415e-9265-bc3367f8d872,81a1d5e8-9bdc-4b80-9e50-1d8c17368af3,c4,c2,3376,?,p1,
1769733359.009723,CREATED,568b03c7-a9db-47bc-b0ee-786b47748246,ae8b1bd8-5af6-4c99-a51f-c3ee28673bda,c4,c2,26,?,?,surb={'id': '2ebaa6bb-c87d-4c92-b9bc-82718261f212', 'route': ['p2', 'e1', 'i1', 'x9', 'p1', 'c4']}
1769733359.1171377,SENT,932ad6d7-7ff8-4d1a-8297-881392268332,720c5fbc-8848-439e-b5c2-1f29f9957636,c4,c2,3401,?,p1,
1769733359.1172624,CREATED,b80c34d4-46e4-43de-9126-ca4db77d0404,9b03de79-c6bc-4e84-a7f6-99061fcedb29,c4,c2,26,?,?,surb={'id': 'b7f10021-1584-4925-a411-df00e50c5284', 'route': ['p2', 'e11', 'i7', 'x6', 'p1', 'c4']}
1769733359.1375563,RECEIVED,53e3f4e3-d7b0-4f0a-bfd0-61a9c3e96dad,e709c17b-3ee5-4bd2-b767-18c34b776f16,c2,c4,27,p1,?,surb={'id': '6ab03dc6-3492-406a-ab85-51d9d7576a77', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769733359.1681736,RECEIVED,d6b87ea6-e3ff-4b3a-8892-ebb992442ad0,b7818e6b-0e30-4122-b226-993164b32559,c2,c4,27,p1,?,surb={'id': '67cea1f1-aef8-41b1-bfd3-c7d5cd5fed0f', 'route': ['p1', 'e3', 'i5', 'x3', 'p2', 'c2']}
1769733359.4319441,SENT,f23b75ac-1ad9-418d-a46a-f5a5bc770387,78423da6-0eb1-4ae3-87b8-082973c01fba,c4,c2,3358,?,p1,
1769733359.432124,CREATED,39ffe5b2-a8f7-4de1-b548-5fb7283a200c,9b03de79-c6bc-4e84-a7f6-99061fcedb29,c4,c2,26,?,?,surb={'id': 'b7f10021-1584-4925-a411-df00e50c5284', 'route': ['p2', 'e11', 'i7', 'x6', 'p1', 'c4']}
1769733359.4465272,SENT,8ca09cfd-2391-495e-a81b-9b6de344f78c,00067946-5402-49d6-bd45-5d11931864b8,c4,c2,3424,?,p1,
1769733359.4467134,CREATED,6c53fac3-f574-47c2-9374-27455363575f,94191163-4a18-4057-9a02-3f6d753477e4,c4,c2,27,?,?,surb={'id': '5116bd60-d4f1-4b0f-824f-f99ef474f106', 'route': ['p2', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769733359.6583595,RECEIVED,f71ae528-465e-4978-8412-91eba30564d4,ce9ea2fb-a554-47b4-b3c1-8e030af0a4a2,c5,c4,27,p1,?,surb={'id': '970b8c38-a21f-44e0-8dfc-aa3e63fb980c', 'route': ['p1', 'e6', 'i2', 'x7', 'p2', 'c5']}
1769733359.8135161,SENT,71b8a630-c238-4373-8ceb-b3fb06c8b798,ace02aab-abe5-45b1-8233-31380f928a86,c4,c2,3396,?,p1,
1769733359.813669,CREATED,5438b048-9e1a-469e-a321-ddd2f3e4415d,94191163-4a18-4057-9a02-3f6d753477e4,c4,c2,27,?,?,surb={'id': '5116bd60-d4f1-4b0f-824f-f99ef474f106', 'route': ['p2', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769733360.0118754,RECEIVED,cdc42a80-4096-4108-87e1-91754c43b65b,06565138-7d6a-408f-95c0-980cf3b3600f,c5,c4,27,p1,?,surb={'id': 'fdd11ea5-d221-4757-acb2-977024cc4494', 'route': ['p1', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769733360.0508447,RECEIVED,adb8879f-d651-4dea-bb0a-b3e5f67bdc01,0c9b88bb-6d57-47b7-8561-697f701d53e1,c5,c4,27,p1,?,surb={'id': '9d3391e6-ddff-4868-914c-457f5b4acb24', 'route': ['p1', 'e11', 'i3', 'x10', 'p2', 'c5']}
1769733360.073361,RECEIVED,ce0641eb-69f7-43b8-80b1-d77921e127fa,8d2ec0d2-68f0-40c7-bb40-e69702b78bb8,c5,c4,26,p1,?,surb={'id': '17cd4881-7121-453c-a392-a65e4d23a2d5', 'route': ['p1', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769733360.1052773,RECEIVED,768600b6-42a6-4a81-967b-5924dfa85d60,78919848-dd89-4cd3-8b58-33550712089f,c2,c4,26,p1,?,surb={'id': 'e638554f-2042-4093-a8d0-2c8bfa722923', 'route': ['p1', 'e5', 'i2', 'x4', 'p2', 'c2']}
1769733360.3010223,RECEIVED,dd4ea4de-0f7b-4456-90bd-9c9d1df8b9bb,82caacf6-9e5f-44df-93a5-59667b73b697,c2,c4,27,p1,?,surb={'id': 'a67d8916-1da0-4b5c-acbc-40493d8b0911', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769733360.368124,SENT,43ce732d-9faf-4434-a880-ea7e68deb0b4,05577e37-bbfe-4021-b27e-af7d6cc7d52b,c4,c2,3375,?,p1,
1769733360.3681855,CREATED,7ae3aec2-f29c-40c1-b082-bb8cfcc39a84,729f22e7-32aa-4874-a5f4-037324151ba1,c4,c2,26,?,?,surb={'id': '8e4356ba-2cab-4faf-af0f-2cc67d2c43af', 'route': ['p2', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769733360.3709958,SENT,1e8464d8-89ec-418f-96a0-9b89f9e01c14,9351c49f-baa5-4d87-8384-68e35e164003,c4,c2,3364,?,p1,
1769733360.3710644,CREATED,d070c3f4-1474-4f28-b14d-a979d6d1e603,729f22e7-32aa-4874-a5f4-037324151ba1,c4,c2,26,?,?,surb={'id': '8e4356ba-2cab-4faf-af0f-2cc67d2c43af', 'route': ['p2', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769733360.4085493,RECEIVED,e1951d4d-471a-4cc4-87da-9dc5f6db7d00,d31bc810-eb4b-4a37-b713-c5ff477076e2,c5,c4,26,p1,?,surb={'id': 'f96100f4-0902-4127-8092-a9b3d8e4263f', 'route': ['p1', 'e12', 'i3', 'x9', 'p2', 'c5']}
1769733360.4841533,RECEIVED,4c640237-325c-4a51-a7c2-a6b26c3e1891,df156d0e-abc1-46e2-a3c5-ebbbf1d4e7fe,c5,c4,27,p1,?,surb={'id': '7da483c1-bd66-4d89-bbd8-a10dab1cef83', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c5']}
1769733360.6675615,SENT,e2baddd5-5968-4217-8ad6-7a5be733a199,f926f630-3514-4595-992c-632f6ec05f22,c4,c2,3392,?,p1,
1769733360.6676493,CREATED,c016099c-6b49-4714-86df-32ecbe88ea21,d3108ec9-9fe8-4c28-abbb-5bd551fa1f5e,c4,c2,27,?,?,surb={'id': '94bb5fc6-0126-4497-95b4-18f8fbc59a7b', 'route': ['p2', 'e1', 'i5', 'x8', 'p1', 'c4']}
1769733360.7209642,SENT,2f745b99-01f2-44c4-b90c-70422d39d376,0f093ac9-a54e-458f-b119-fd561732c8aa,c4,c2,3407,?,p1,
1769733360.7210689,CREATED,640861c6-3872-4d72-9672-48faef738292,d3108ec9-9fe8-4c28-abbb-5bd551fa1f5e,c4,c2,27,?,?,surb={'id': '94bb5fc6-0126-4497-95b4-18f8fbc59a7b', 'route': ['p2', 'e1', 'i5', 'x8', 'p1', 'c4']}
1769733360.7872493,RECEIVED,e7b38754-b020-445d-9e3d-b748447347c6,df156d0e-abc1-46e2-a3c5-ebbbf1d4e7fe,c5,c4,27,p1,?,surb={'id': '7da483c1-bd66-4d89-bbd8-a10dab1cef83', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c5']}
1769733360.972474,SENT,6cba4675-4eb2-4f95-aaf0-5911a6618f8a,66ed4b98-75ae-46a3-a138-908b76e0c3c0,c4,c2,3383,?,p1,
1769733360.9726262,CREATED,805d27da-24eb-4045-b123-0f108a467992,974dd305-1d30-45a3-93b0-8a265168e604,c4,c2,26,?,?,surb={'id': '600b8091-60f0-487c-b65c-3cc53115364d', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c4']}
1769733361.564297,RECEIVED,22cf20a9-a0ec-4adf-86bb-5139c69c45c8,28ec513f-6660-4297-b73a-4925db4d0dd7,c5,c4,27,p1,?,surb={'id': '8cc83e18-a6dc-406a-8ee3-af36700f870f', 'route': ['p1', 'e4', 'i10', 'x6', 'p2', 'c5']}
1769733361.6274276,RECEIVED,de41eb47-3fbb-4ccb-979f-fa4f5135a049,0a9e9e5c-b494-4174-8056-85cdf381dd48,c2,c4,27,p1,?,surb={'id': 'a4b43e59-6494-4378-8157-57b8f7aa9c6c', 'route': ['p1', 'e3', 'i11', 'x3', 'p2', 'c2']}
1769733361.644761,RECEIVED,dc854656-b760-42ec-b6d8-993ac2305102,e709c17b-3ee5-4bd2-b767-18c34b776f16,c2,c4,27,p1,?,surb={'id': '6ab03dc6-3492-406a-ab85-51d9d7576a77', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769733361.8928459,SENT,b2195e06-9d2c-4f24-b854-cd333c048147,c38ed690-b688-4e95-b80f-47380b7e9a8f,c4,c2,3359,?,p1,
1769733361.892949,CREATED,70fb9825-d72b-4b4b-8647-5ebc486d1e98,974dd305-1d30-45a3-93b0-8a265168e604,c4,c2,26,?,?,surb={'id': '600b8091-60f0-487c-b65c-3cc53115364d', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c4']}
1769733361.9671512,SENT,6fb87b68-44ff-4725-82c2-4dc9b223e33b,9f39bec5-7002-4d29-9dd8-11a5fc412ecb,c4,c2,3372,?,p1,
1769733361.967246,CREATED,94c08597-8fde-4f57-a1cc-116a1d17f891,580d16fe-b4ec-4a45-adf8-a44818a15291,c4,c2,27,?,?,surb={'id': '9841499e-38d4-4560-a042-fff69c1eb7d4', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769733362.1381893,SENT,583004fc-edee-4fa2-b128-761eb6c36b16,983c47af-e7ea-4161-a603-45127d26dbaa,c4,c2,3395,?,p1,
1769733362.138373,CREATED,4ed5db22-f646-4490-a75d-945943db0fb2,580d16fe-b4ec-4a45-adf8-a44818a15291,c4,c2,27,?,?,surb={'id': '9841499e-38d4-4560-a042-fff69c1eb7d4', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769733362.5351126,RECEIVED,cfd80c55-530e-4678-8a8c-94a8867035fd,8b14005e-b89e-406c-bab9-f33f7462f236,c2,c4,27,p1,?,surb={'id': 'e3da6cd4-c8b4-4dd8-9018-f74ec57f1952', 'route': ['p1', 'e2', 'i5', 'x2', 'p2', 'c2']}
1769733362.5466263,RECEIVED,0691f463-2390-4b2e-8bda-892e60c8ddac,7e28e2e1-4798-47a7-859b-b3090f8dc857,c2,c4,27,p1,?,surb={'id': '3942a754-7919-4374-a549-100b6e57a41a', 'route': ['p1', 'e6', 'i9', 'x12', 'p2', 'c2']}
1769733362.6366403,SENT,8e9e0e65-92b0-4e2e-ae43-c350008d212b,23c3c165-04eb-44a2-9c51-67c4f6b6c59a,c4,c2,3401,?,p1,
1769733362.6367419,CREATED,0fb32736-8e4a-4a14-8c4b-daabbfa1a384,0f55afd6-560c-4a73-aafc-046c77c91676,c4,c2,27,?,?,surb={'id': 'ad2e108c-3abc-4302-8000-641872b9d62e', 'route': ['p2', 'e3', 'i5', 'x1', 'p1', 'c4']}
1769733362.6527426,RECEIVED,07acc3e5-d9b8-4b6f-b6c2-a24d5bf73f1a,78919848-dd89-4cd3-8b58-33550712089f,c2,c4,26,p1,?,surb={'id': 'e638554f-2042-4093-a8d0-2c8bfa722923', 'route': ['p1', 'e5', 'i2', 'x4', 'p2', 'c2']}
1769733362.6697593,RECEIVED,fb365887-ecb4-4b52-b564-4c80e43e00fa,9716a6f2-066b-41bf-b930-9dc033e595f6,c2,c4,27,p1,?,surb={'id': '827155a4-6fa0-49f1-a80a-86547b0424a2', 'route': ['p1', 'e1', 'i12', 'x3', 'p2', 'c2']}
1769733362.7858741,SENT,16dab433-2e02-4073-8efa-84f5acde490a,8eab666c-474f-481c-bbcd-5f997dc40e7e,c4,c2,3377,?,p1,
1769733362.7859807,CREATED,b1db3352-a519-4a59-a746-38aac3ef603c,0f55afd6-560c-4a73-aafc-046c77c91676,c4,c2,27,?,?,surb={'id': 'ad2e108c-3abc-4302-8000-641872b9d62e', 'route': ['p2', 'e3', 'i5', 'x1', 'p1', 'c4']}
1769733362.9837139,RECEIVED,86c40cc3-7492-4989-9e25-dd086f13e0f3,7e28e2e1-4798-47a7-859b-b3090f8dc857,c2,c4,27,p1,?,surb={'id': '3942a754-7919-4374-a549-100b6e57a41a', 'route': ['p1', 'e6', 'i9', 'x12', 'p2', 'c2']}
1769733363.0420709,SENT,5a18d01a-55d6-4e4b-b7bc-703bc0f74206,a01e24cf-ecdf-4972-a07b-ed52237e79a8,c4,c2,3403,?,p1,
1769733363.04222,CREATED,791ee188-eb83-41fe-a631-85f879e234b4,f10bf30c-85d0-41d7-81d3-03fd0be78dd0,c4,c2,27,?,?,surb={'id': '1ed70772-03ff-478a-afb0-765c25f6a85e', 'route': ['p2', 'e12', 'i10', 'x7', 'p1', 'c4']}
1769733363.2243142,RECEIVED,edd26929-c41a-4539-a24d-0b37c1894f16,3dcfd5c1-9c30-4c17-b09c-d86bef7c68ca,c5,c4,26,p1,?,surb={'id': '82c7be03-423c-42e1-b2d4-227a095580e6', 'route': ['p1', 'e3', 'i12', 'x10', 'p2', 'c5']}
1769733363.556487,SENT,03f7a8bc-b16c-4ae9-939c-a35b00155672,b86aee6e-24e9-426b-a72c-f360837bdf4e,c4,c2,3394,?,p1,
1769733363.5566397,CREATED,a953db2e-1d83-4a5e-aafe-1c02acb83643,f10bf30c-85d0-41d7-81d3-03fd0be78dd0,c4,c2,27,?,?,surb={'id': '1ed70772-03ff-478a-afb0-765c25f6a85e', 'route': ['p2', 'e12', 'i10', 'x7', 'p1', 'c4']}
1769733363.626211,SENT,772f36a7-536e-4261-b7c0-d3b5c43f4f30,53ba4ada-0dfc-4961-91a8-6c8f1f45f804,c4,c2,3385,?,p1,
1769733363.626286,CREATED,927718d3-97be-4cb8-bb16-58ef06b85a91,8d186b64-889b-4a5f-a9ba-fb9224bcb3f9,c4,c2,26,?,?,surb={'id': '925a03c1-21dc-4661-9d2a-137bb3f45934', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c4']}
1769733363.75541,SENT,90a30b9e-5c49-4ea3-b5dd-43ab975cf552,42fe55f8-23fd-49e7-91a7-80f6fc1c6e92,c4,c2,3386,?,p1,
1769733363.7555192,CREATED,ff2da69e-0465-4476-a79e-a0d4fe29cb05,8d186b64-889b-4a5f-a9ba-fb9224bcb3f9,c4,c2,26,?,?,surb={'id': '925a03c1-21dc-4661-9d2a-137bb3f45934', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c4']}
1769733363.789785,RECEIVED,4d5be8ec-7333-41dd-b3bc-d21b77a8eeff,d31bc810-eb4b-4a37-b713-c5ff477076e2,c5,c4,26,p1,?,surb={'id': 'f96100f4-0902-4127-8092-a9b3d8e4263f', 'route': ['p1', 'e12', 'i3', 'x9', 'p2', 'c5']}
1769733364.2278814,RECEIVED,90cf1351-b37c-438f-a2f8-ac66de335ebd,9716a6f2-066b-41bf-b930-9dc033e595f6,c2,c4,27,p1,?,surb={'id': '827155a4-6fa0-49f1-a80a-86547b0424a2', 'route': ['p1', 'e1', 'i12', 'x3', 'p2', 'c2']}
1769733364.338645,RECEIVED,6eb98699-2438-4ce2-a64c-cf846c5b49d8,82caacf6-9e5f-44df-93a5-59667b73b697,c2,c4,27,p1,?,surb={'id': 'a67d8916-1da0-4b5c-acbc-40493d8b0911', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769733364.3516965,SENT,3ac01b5b-31de-4bb2-bc9d-90178a1e3e4e,bbefb834-ffb9-4ccd-b8ab-2d75910fcfef,c4,c2,3375,?,p1,
1769733364.3518076,CREATED,39cf0b6e-ae3d-400d-8f43-21600efd4449,efdcf9cc-3026-4605-ab5b-0189b5c242f7,c4,c2,27,?,?,surb={'id': '1a15911d-d804-4961-bf81-c3f3fb5febf0', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769733364.3789423,RECEIVED,b451f5a2-471f-4cbe-9870-3eb67fd67951,3dcfd5c1-9c30-4c17-b09c-d86bef7c68ca,c5,c4,26,p1,?,surb={'id': '82c7be03-423c-42e1-b2d4-227a095580e6', 'route': ['p1', 'e3', 'i12', 'x10', 'p2', 'c5']}
1769733364.45461,SENT,5a62b85e-a013-41df-85b4-195443c4c4da,bdfe396b-befa-425b-a990-80431948810e,c4,c2,3383,?,p1,
1769733364.454719,CREATED,846dfa15-3f63-4af0-8273-c7fa34d8ca56,efdcf9cc-3026-4605-ab5b-0189b5c242f7,c4,c2,27,?,?,surb={'id': '1a15911d-d804-4961-bf81-c3f3fb5febf0', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769733364.9096236,RECEIVED,86985975-2af9-4e9a-b98d-5c4084b9fa7b,e6754c5b-60af-4001-a60e-84a58ea72ab7,c5,c4,27,p1,?,surb={'id': '20e108de-ac39-4a7f-9e43-97407fbe5e88', 'route': ['p1', 'e6', 'i7', 'x2', 'p2', 'c5']}
1769733364.952314,RECEIVED,de2d405f-e29a-46ca-b29a-9cb5a2090716,561f10f5-6b44-49ed-b580-3154f85738ad,c5,c4,27,p1,?,surb={'id': '57605f5c-5a43-4ad6-9e7e-8c768a6f1b1d', 'route': ['p1', 'e12', 'i5', 'x1', 'p2', 'c5']}
1769733364.9687536,SENT,fc8bc4e4-f4a5-404e-91bd-5ae906ec549c,3ef0fb1c-7ab2-41d5-83c9-2cfd315cede8,c4,c2,3396,?,p1,
1769733364.9688148,CREATED,f09d47a4-efba-4a2c-accb-71fcbae2f1da,bedbf114-b94e-4ca5-8c34-a495769d0f7c,c4,c2,27,?,?,surb={'id': '0487f85e-f5ca-42c8-98bf-c0ca95a3c61e', 'route': ['p2', 'e10', 'i4', 'x8', 'p1', 'c4']}
1769733365.1989906,RECEIVED,31c09a4a-df8a-4d9b-947e-9aedb3080eb7,e3c152cb-d705-4411-a220-d71c4ec7f52e,c2,c4,27,p1,?,surb={'id': '90a53241-903b-4cc4-994b-8f00839fe9ee', 'route': ['p1', 'e1', 'i4', 'x4', 'p2', 'c2']}
1769733365.4676702,RECEIVED,ce71b114-f80f-4887-b435-e7025f66558e,b0dbd40a-9827-4e22-99c2-5820120d572e,c2,c4,27,p1,?,surb={'id': '32079ef1-024c-41b3-904d-32328cacd8d4', 'route': ['p1', 'e12', 'i10', 'x9', 'p2', 'c2']}
1769733365.5906286,SENT,87c0d7cd-61ad-4615-bbb5-22b46a1b3aed,57bdbfcb-e658-499e-b6e3-0d26137317aa,c4,c2,3367,?,p1,
1769733365.5907238,CREATED,b2f8f1d6-7a51-4ca7-9f0a-6070e7a49078,bedbf114-b94e-4ca5-8c34-a495769d0f7c,c4,c2,27,?,?,surb={'id': '0487f85e-f5ca-42c8-98bf-c0ca95a3c61e', 'route': ['p2', 'e10', 'i4', 'x8', 'p1', 'c4']}
1769733365.7431622,RECEIVED,5e0591e3-1139-4a32-a205-ecaf5dcbd3e7,a2a55b4c-e826-4344-a43a-3ef73fb0a924,c5,c4,27,p1,?,surb={'id': 'ceb78065-9406-4c67-9662-5aeb1ab73152', 'route': ['p1', 'e7', 'i6', 'x8', 'p2', 'c5']}
1769733366.048334,SENT,d0613f3d-0006-4b28-af58-413f7771c4ab,33d11437-c2b3-4eb9-8e0e-5fb7a049b998,c4,c2,3391,?,p1,
1769733366.0484624,CREATED,1f671cf4-a425-49d8-a428-815207678540,bf8052a1-bd97-4aa9-b0c7-f82de8ebb2e6,c4,c2,27,?,?,surb={'id': 'a4da5b27-8027-413f-acfe-8125adcea276', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769733366.0847557,RECEIVED,fa534e59-f87f-407e-953a-877306c970b7,4fea1dc5-2203-4362-9647-ba2dc123f7b3,c5,c4,27,p1,?,surb={'id': '4294c3bd-a6e6-467d-8dc2-8c580621211e', 'route': ['p1', 'e9', 'i9', 'x10', 'p2', 'c5']}
1769733366.0894153,RECEIVED,182c7cd1-ef4f-42cc-ac78-740b630b5b80,e3c152cb-d705-4411-a220-d71c4ec7f52e,c2,c4,27,p1,?,surb={'id': '90a53241-903b-4cc4-994b-8f00839fe9ee', 'route': ['p1', 'e1', 'i4', 'x4', 'p2', 'c2']}
1769733366.296416,RECEIVED,7e61a317-3db8-4230-88b9-f309bb23c82c,7e89a111-8f14-47b4-a815-3602fdb7da0f,c2,c4,27,p1,?,surb={'id': 'b03cf38c-1b49-4d44-b95e-3cfd3df1df45', 'route': ['p1', 'e1', 'i7', 'x4', 'p2', 'c2']}
1769733366.3993702,SENT,a993978b-6f8b-4054-add1-6a98af803d4e,e0c61081-dedb-4729-8015-a6dbc7b0c8a7,c4,c2,3359,?,p1,
1769733366.3994734,CREATED,df675889-8d2b-461d-b734-f3c77b769687,bf8052a1-bd97-4aa9-b0c7-f82de8ebb2e6,c4,c2,27,?,?,surb={'id': 'a4da5b27-8027-413f-acfe-8125adcea276', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769733366.4807367,RECEIVED,4c4deeb8-40de-4000-a3cb-196bf1de1f10,98ce38ab-c4c9-45bc-b4c4-143dd6c5d9be,c5,c4,26,p1,?,surb={'id': 'f964276f-ecc4-4793-b38f-2c595627d48e', 'route': ['p1', 'e4', 'i11', 'x5', 'p2', 'c5']}
1769733366.5263772,SENT,3b7a44f0-03fc-49e2-af87-db6d17f3bf48,c4f935e2-e14d-48ce-af6c-cc1082a1839a,c4,c2,3395,?,p1,
1769733366.5265274,CREATED,146dac28-8832-4d3f-8a4d-c91964c88291,3bed7343-73fc-4104-85c0-d71e94b1bdd0,c4,c2,27,?,?,surb={'id': 'ee9a98e0-1e59-4145-8031-7d9eb954c115', 'route': ['p2', 'e3', 'i2', 'x11', 'p1', 'c4']}
1769733366.5612352,SENT,8230181e-4269-4a14-a4f0-e7ac4065b720,ce270d79-86cc-4532-9887-0b9b2fa0fbd2,c4,c2,3397,?,p1,
1769733366.5613856,CREATED,5d276a4f-46a4-4135-9ee5-ffd96ad36371,3bed7343-73fc-4104-85c0-d71e94b1bdd0,c4,c2,27,?,?,surb={'id': 'ee9a98e0-1e59-4145-8031-7d9eb954c115', 'route': ['p2', 'e3', 'i2', 'x11', 'p1', 'c4']}
1769733366.6061368,RECEIVED,d9d51bba-75ac-442a-ba1f-2dc3161be9d1,05394407-bc43-4242-8db3-432339665517,c2,c4,27,p1,?,surb={'id': 'bf95cedd-acc1-45af-9fdb-974048c58c87', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769733366.9075174,RECEIVED,897fc2d6-4eb4-4e11-a1d4-e3641e63af7c,ac6034c1-ba4d-433e-80ff-6080f2a70757,c5,c4,27,p1,?,surb={'id': 'ef59f102-7b8b-4c4d-b5f3-08a98ad28569', 'route': ['p1', 'e7', 'i11', 'x1', 'p2', 'c5']}
1769733367.009221,RECEIVED,378a633b-8289-4a4c-99c2-29c60bca3d57,05394407-bc43-4242-8db3-432339665517,c2,c4,27,p1,?,surb={'id': 'bf95cedd-acc1-45af-9fdb-974048c58c87', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769733367.0555766,SENT,4eaa046b-8479-4f42-8651-b836ad91dba4,28b6d3f3-f674-4cad-8871-0370d26f3d04,c4,c2,3361,?,p1,
1769733367.05572,CREATED,6eedebcf-cb6d-414f-82e7-533a12eb6543,c869dec3-7b81-468d-beb6-347afbd414e8,c4,c2,27,?,?,surb={'id': '0012ecff-3b81-4c08-a1b6-70aaf0eb8077', 'route': ['p2', 'e4', 'i10', 'x6', 'p1', 'c4']}
1769733367.064121,SENT,4d6b2413-dfd2-4db2-bd3a-f6de51972fd5,4310c818-ce08-40e6-a435-b21f5eb5e1f1,c4,c2,3369,?,p1,
1769733367.064276,CREATED,e41261a6-2efc-434f-8c33-295fdc631f49,c869dec3-7b81-468d-beb6-347afbd414e8,c4,c2,27,?,?,surb={'id': '0012ecff-3b81-4c08-a1b6-70aaf0eb8077', 'route': ['p2', 'e4', 'i10', 'x6', 'p1', 'c4']}
1769733367.2372398,SENT,365cba45-9597-4144-9977-565661301422,2230adc0-451c-4b0f-81dd-26dd3d3ac560,c4,c2,3375,?,p1,
