timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733205.111852,RECEIVED,9684204a-d974-4a79-9590-8ff0a976ab06,9342ec8d-c66c-4c87-83a5-bb050ff48b20,c2,c4,27,p1,?,surb={'id': '91307098-d1b6-4569-9c8d-0936ca07a853', 'route': ['p1', 'e4', 'i10', 'x5', 'p2', 'c2']}
1769733205.5632737,RECEIVED,73866a9a-03cd-4b51-b433-29a6e473277e,6000f5ca-fbdb-41b3-96ee-e2804a54a6ed,c5,c4,27,p1,?,surb={'id': '3de2d4b1-ca43-4ea1-a7db-d372fefe28b4', 'route': ['p1', 'e1', 'i1', 'x5', 'p2', 'c5']}
1769733205.7236583,RECEIVED,85d31b4e-557f-41a5-9a65-4abc559dc323,32de7419-993b-49c7-8e58-15cb431258d8,c5,c4,27,p1,?,surb={'id': 'c8482bf5-8102-4bbe-8be6-f80dbbe59304', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769733205.756114,RECEIVED,850c8593-1bf1-4dde-84d1-40574db6699d,4326dee1-963b-40ff-9289-278d121cc023,c5,c4,27,p1,?,surb={'id': '901000c4-f029-4322-b373-55b8eee46df1', 'route': ['p1', 'e3', 'i2', 'x11', 'p2', 'c5']}
1769733205.7852373,RECEIVED,54e7ce4d-9dab-4bf7-8221-3937bbcd7b06,4326dee1-963b-40ff-9289-278d121cc023,c5,c4,27,p1,?,surb={'id': '901000c4-f029-4322-b373-55b8eee46df1', 'route': ['p1', 'e3', 'i2', 'x11', 'p2', 'c5']}
1769733205.9419625,SENT,90466b4a-9eaa-43ae-84e8-0312cbef7b2e,b247476d-ed70-408f-8489-5dbfa4feee6a,c4,c2,3368,?,p1,
1769733205.942114,CREATED,c1682bdc-5cc6-4a23-aa07-ee3f2b039c61,08c0d2cf-dae9-4de1-831d-a2db247ab4b3,c4,c2,27,?,?,surb={'id': '840da5a6-613f-4411-8c88-676d5c3edc36', 'route': ['p2', 'e2', 'i1', 'x10', 'p1', 'c4']}
1769733205.9572074,RECEIVED,1cdad618-b22e-4545-86b2-43b4d6c25af6,6000f5ca-fbdb-41b3-96ee-e2804a54a6ed,c5,c4,27,p1,?,surb={'id': '3de2d4b1-ca43-4ea1-a7db-d372fefe28b4', 'route': ['p1', 'e1', 'i1', 'x5', 'p2', 'c5']}
1769733206.06036,RECEIVED,9b574470-820b-4ee3-bda0-310e3110639c,7e65e07c-a69f-4367-a4c6-acaade8b1227,c2,c4,26,p1,?,surb={'id': '9ae67640-b580-4841-ad3f-dd135c2f309a', 'route': ['p1', 'e4', 'i8', 'x1', 'p2', 'c2']}
1769733206.2422414,RECEIVED,68dc1b9c-30fa-4bfa-aa69-bd2bf9923eb4,3e82ff27-0ba9-4352-80e2-a71ebd75909a,c5,c4,27,p1,?,surb={'id': 'f47a15cb-9f5f-4773-84ca-1f5f2d698a5d', 'route': ['p1', 'e1', 'i11', 'x6', 'p2', 'c5']}
1769733206.3150842,SENT,1b90bd92-85ea-4d0d-abba-0e896cf71644,3decc319-25c0-42f8-b7c6-7c3157bc89db,c4,c2,3400,?,p1,
1769733206.3153026,CREATED,634fb3bb-2e6a-4981-8bba-98df00b23bc2,d46da6a5-fa98-40b7-b325-058d4648187c,c4,c2,27,?,?,surb={'id': 'd838559f-38da-42c2-8f12-7663f1f99af5', 'route': ['p2', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769733206.3882003,SENT,5f484be7-d0ba-43e9-abfd-9cd43d7c321f,c3a50de8-6d09-4f67-b848-e5f599620034,c4,c2,3391,?,p1,
1769733206.3883579,CREATED,2c26a69f-d03f-4c93-b7bc-ca1f21b50316,d46da6a5-fa98-40b7-b325-058d4648187c,c4,c2,27,?,?,surb={'id': 'd838559f-38da-42c2-8f12-7663f1f99af5', 'route': ['p2', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769733206.5599267,RECEIVED,2c9ac972-4107-49a1-a633-0d1742542c18,9342ec8d-c66c-4c87-83a5-bb050ff48b20,c2,c4,27,p1,?,surb={'id': '91307098-d1b6-4569-9c8d-0936ca07a853', 'route': ['p1', 'e4', 'i10', 'x5', 'p2', 'c2']}
1769733206.729921,RECEIVED,767916cc-af79-4b7b-ae4b-40a786cacc8e,393f5c13-c4c7-40d9-a298-1a36ceb5c77e,c5,c4,27,p1,?,surb={'id': '0501fd36-2b60-43e1-9c6c-f0cf2156638c', 'route': ['p1', 'e3', 'i6', 'x3', 'p2', 'c5']}
1769733206.9835565,RECEIVED,4db5a329-2311-4bf8-b8a1-8f282d9ba5af,6ce6a7f5-64c1-47c1-ba32-77346653d048,c2,c4,27,p1,?,surb={'id': 'c2c862c4-e603-4b91-9e70-b7dac6e55db9', 'route': ['p1', 'e9', 'i1', 'x9', 'p2', 'c2']}
1769733207.1867788,RECEIVED,408208e3-75f4-445b-a49a-430aaed8d9ed,0a0f5a6e-54ab-432b-8252-1f59418abdd0,c2,c4,27,p1,?,surb={'id': 'a82d2456-88d5-4e8e-8850-5a126a0cb181', 'route': ['p1', 'e12', 'i6', 'x3', 'p2', 'c2']}
1769733207.2566855,SENT,785b18e2-f82f-4b96-be11-b16b32562a17,9e74411b-dd42-46d4-ac62-1a29c26deed7,c4,c2,3380,?,p1,
1769733207.2568204,CREATED,43fe6c92-152e-4009-9506-16cf806eed6c,bffded28-025b-4643-a7b7-5cca687fb60a,c4,c2,27,?,?,surb={'id': '8d5b6703-321a-4156-8bed-958083170624', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c4']}
1769733207.314551,RECEIVED,621b004c-86c9-4c7d-9436-1a77547acb78,972d7a6b-1794-4abf-811d-bfe94cea6b30,c2,c4,27,p1,?,surb={'id': '39921228-6e09-48f8-b82e-146b3033bddc', 'route': ['p1', 'e11', 'i8', 'x9', 'p2', 'c2']}
1769733207.5048614,RECEIVED,e745b4b6-d6f1-495d-9243-29c95bff9fdc,972d7a6b-1794-4abf-811d-bfe94cea6b30,c2,c4,27,p1,?,surb={'id': '39921228-6e09-48f8-b82e-146b3033bddc', 'route': ['p1', 'e11', 'i8', 'x9', 'p2', 'c2']}
1769733207.6985817,SENT,7a15d028-6fce-40a2-ad4a-7562a67c1049,54c79926-84c7-4893-87b9-74753eafa3b8,c4,c2,3384,?,p1,
1769733207.698677,CREATED,fa9acf45-aeaf-489f-8727-4c0e1e7a36e1,bffded28-025b-4643-a7b7-5cca687fb60a,c4,c2,27,?,?,surb={'id': '8d5b6703-321a-4156-8bed-958083170624', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c4']}
1769733207.7011852,RECEIVED,f2389a29-4905-4a0a-9e10-499f46165982,6ce6a7f5-64c1-47c1-ba32-77346653d048,c2,c4,27,p1,?,surb={'id': 'c2c862c4-e603-4b91-9e70-b7dac6e55db9', 'route': ['p1', 'e9', 'i1', 'x9', 'p2', 'c2']}
1769733207.8047686,SENT,8e0565b3-c3cc-4040-b96c-e81ad6c6ab7f,5bbe1793-fbb8-481b-9955-302925813d93,c4,c2,3383,?,p1,
1769733207.80486,CREATED,9d24e3ce-1e0b-462c-b3e4-e951843b7f4c,1a65fa7d-60b6-4888-b878-cb9b759d58b0,c4,c2,27,?,?,surb={'id': '6943211e-d0ae-4be2-ad6c-33bce6a11172', 'route': ['p2', 'e2', 'i9', 'x3', 'p1', 'c4']}
1769733208.0114334,RECEIVED,3fbc7bd0-586a-41fe-82e7-7c909129287a,856c6256-1359-4fa7-9911-38dddcd67446,c2,c4,27,p1,?,surb={'id': '13dac116-8f26-4ee7-b0e7-a25d2e7b6df1', 'route': ['p1', 'e9', 'i5', 'x6', 'p2', 'c2']}
1769733208.0204709,RECEIVED,5b0def7d-e246-4712-8382-41d7701cfe93,98030a33-6e3d-47c6-bbf1-1b5aa89a5c3f,c5,c4,27,p1,?,surb={'id': 'cec79881-92f1-4c97-8c99-cbff4db4787c', 'route': ['p1', 'e8', 'i10', 'x6', 'p2', 'c5']}
1769733208.0993712,RECEIVED,ab645a2a-bcb5-4d0a-9e3e-7a14252c9497,98030a33-6e3d-47c6-bbf1-1b5aa89a5c3f,c5,c4,27,p1,?,surb={'id': 'cec79881-92f1-4c97-8c99-cbff4db4787c', 'route': ['p1', 'e8', 'i10', 'x6', 'p2', 'c5']}
1769733208.1910012,SENT,6e415479-f136-4316-ae83-0586dcbd66b6,b123f958-a19d-485e-91cb-70304c7e0786,c4,c2,3361,?,p1,
1769733208.1911685,CREATED,ca573137-74d2-4cd8-b790-122b9854f192,1a65fa7d-60b6-4888-b878-cb9b759d58b0,c4,c2,27,?,?,surb={'id': '6943211e-d0ae-4be2-ad6c-33bce6a11172', 'route': ['p2', 'e2', 'i9', 'x3', 'p1', 'c4']}
1769733208.5905871,RECEIVED,50b07bee-c752-4ee7-8337-41a0437453df,0a0f5a6e-54ab-432b-8252-1f59418abdd0,c2,c4,27,p1,?,surb={'id': 'a82d2456-88d5-4e8e-8850-5a126a0cb181', 'route': ['p1', 'e12', 'i6', 'x3', 'p2', 'c2']}
1769733208.6014488,RECEIVED,038ca1c2-bae6-47cb-ade9-f6b6102adf1d,856c6256-1359-4fa7-9911-38dddcd67446,c2,c4,27,p1,?,surb={'id': '13dac116-8f26-4ee7-b0e7-a25d2e7b6df1', 'route': ['p1', 'e9', 'i5', 'x6', 'p2', 'c2']}
1769733208.8385527,SENT,3e1270c1-38c2-420d-a8c6-593d4ae869fd,64542772-9604-4f54-b274-6abde9aeb3ed,c4,c2,3389,?,p1,
1769733208.8386745,CREATED,017d8e5b-f974-4350-aaab-8b24b23fa4db,c2534ed6-b24a-49f4-a6c4-c21c8dd19b5d,c4,c2,27,?,?,surb={'id': 'd2072fef-0682-43a5-8a95-722ea3a7fb37', 'route': ['p2', 'e8', 'i1', 'x4', 'p1', 'c4']}
1769733209.178217,SENT,09314ec6-c32d-4864-9c76-90552456a305,05fd4480-fee3-438e-8171-66d46a880a6e,c4,c2,3377,?,p1,
1769733209.1783392,CREATED,5c4c3488-1db1-401f-bf80-252cc4832af6,c2534ed6-b24a-49f4-a6c4-c21c8dd19b5d,c4,c2,27,?,?,surb={'id': 'd2072fef-0682-43a5-8a95-722ea3a7fb37', 'route': ['p2', 'e8', 'i1', 'x4', 'p1', 'c4']}
1769733209.269637,RECEIVED,99344eca-adb5-45d7-91f7-0b10c55d7326,12c03fce-fef5-44ce-9c53-69205e74b023,c2,c4,27,p1,?,surb={'id': '3cb9ce02-8e15-4f52-8c25-b8558e8c9020', 'route': ['p1', 'e7', 'i6', 'x3', 'p2', 'c2']}
1769733209.8228548,RECEIVED,4f519894-a578-4069-ad7b-51a819e3a968,d088f4f4-576f-4a2b-be1e-776605c6561b,c2,c4,26,p1,?,surb={'id': 'c9d9a6e3-d1ea-4df8-8c01-4e8601d69ba0', 'route': ['p1', 'e10', 'i9', 'x9', 'p2', 'c2']}
1769733209.9418676,RECEIVED,fb78d85b-7bff-407f-8e6f-cd098b7e072e,8ed50842-4635-473d-9cb1-2627fe3c879f,c2,c4,27,p1,?,surb={'id': '09b11733-bd2c-4e05-b9c8-8acbc930d912', 'route': ['p1', 'e2', 'i9', 'x2', 'p2', 'c2']}
1769733210.1617696,RECEIVED,875ff08e-bbc6-4ecb-ac25-62ac6da999c1,8ed50842-4635-473d-9cb1-2627fe3c879f,c2,c4,27,p1,?,surb={'id': '09b11733-bd2c-4e05-b9c8-8acbc930d912', 'route': ['p1', 'e2', 'i9', 'x2', 'p2', 'c2']}
1769733210.1777117,RECEIVED,4be7d7f0-d436-4f5c-94b7-55c6cbbf663f,a7561164-b4c6-4585-a1d7-809581f83ad2,c5,c4,27,p1,?,surb={'id': '47e3f477-821a-46ef-b101-6d2df7300422', 'route': ['p1', 'e4', 'i4', 'x5', 'p2', 'c5']}
1769733210.1833966,RECEIVED,4f912c14-36fa-4ce8-a899-96cef9490c18,5df93733-1cc3-4fad-abed-a280f437bf5b,c5,c4,26,p1,?,surb={'id': '8f076c51-303e-445d-97b2-ef397f82a76a', 'route': ['p1', 'e11', 'i2', 'x11', 'p2', 'c5']}
1769733210.2066276,RECEIVED,14a5c613-f456-4f04-859b-43402e6a84c1,5df93733-1cc3-4fad-abed-a280f437bf5b,c5,c4,26,p1,?,surb={'id': '8f076c51-303e-445d-97b2-ef397f82a76a', 'route': ['p1', 'e11', 'i2', 'x11', 'p2', 'c5']}
1769733210.374637,SENT,da764b4d-b4af-43b4-b804-9f92510bf758,6a2dcd3b-276b-467a-96af-bdee7ceeec3c,c4,c2,3389,?,p1,
1769733210.3747478,CREATED,262d98fe-40fa-480e-8a05-56154eec8e40,a4982d15-0543-4393-8731-7bad25ef32ba,c4,c2,26,?,?,surb={'id': 'cb64716d-1997-4979-bf7d-e40f772dac37', 'route': ['p2', 'e10', 'i6', 'x10', 'p1', 'c4']}
1769733210.4010975,RECEIVED,54c3b313-647b-4f73-ae6f-6895948d6277,17ec8220-44e2-4b7a-9a0a-0b22db033905,c5,c4,27,p1,?,surb={'id': '00b5a4a6-e6ab-4b7b-88e6-e258c80e4e15', 'route': ['p1', 'e5', 'i3', 'x5', 'p2', 'c5']}
1769733210.4904025,SENT,c99b921b-fa7c-4686-908e-2325aa875f5c,1ba42274-bd7f-4ddc-aba2-e27ffd949ffc,c4,c2,3384,?,p1,
1769733210.4905047,CREATED,491bc38c-8ff7-470e-b036-175c81d88aea,a4982d15-0543-4393-8731-7bad25ef32ba,c4,c2,26,?,?,surb={'id': 'cb64716d-1997-4979-bf7d-e40f772dac37', 'route': ['p2', 'e10', 'i6', 'x10', 'p1', 'c4']}
1769733210.5140872,RECEIVED,dfa7a3ed-3451-4f59-85b9-198761a4aa68,adbc7c85-56e4-4c94-aee2-23ad5c0ed2f2,c2,c4,26,p1,?,surb={'id': '6b44871f-5a39-4e7a-9443-04b420a40889', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769733210.576179,SENT,3f2d1b40-89a2-4fb0-925c-d8877956404f,c6dd47e2-616a-4dbd-b1c9-b6719dc75229,c4,c2,3380,?,p1,
1769733210.57629,CREATED,f72a92c3-dcfe-4991-a63b-b30df8595a90,8cd5ea5d-473e-4d40-9f04-86bf2b30e4d9,c4,c2,27,?,?,surb={'id': 'dd07753f-6167-457d-ae4b-d01e1a365276', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c4']}
1769733210.8132203,RECEIVED,0c1e4b2a-4efb-40a9-a3c3-2f9c2ad43a32,58688866-c082-4923-91d5-5b555b2b71c6,c5,c4,27,p1,?,surb={'id': '7bb3ff5f-1311-4a46-ae39-0d66ad4f4758', 'route': ['p1', 'e5', 'i4', 'x11', 'p2', 'c5']}
1769733210.9451056,SENT,d3990d48-7969-416e-b1ca-c91b7715a16c,607dfe71-b7cf-4fac-9ede-f755c6b033b3,c4,c2,3394,?,p1,
1769733210.9452162,CREATED,ab2d0415-1dd7-4734-9f7d-d710959a173c,8cd5ea5d-473e-4d40-9f04-86bf2b30e4d9,c4,c2,27,?,?,surb={'id': 'dd07753f-6167-457d-ae4b-d01e1a365276', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c4']}
1769733210.9974277,RECEIVED,10e9512e-eda0-4998-8fc1-59968dadcac8,d088f4f4-576f-4a2b-be1e-776605c6561b,c2,c4,26,p1,?,surb={'id': 'c9d9a6e3-d1ea-4df8-8c01-4e8601d69ba0', 'route': ['p1', 'e10', 'i9', 'x9', 'p2', 'c2']}
1769733211.2013743,SENT,d4c71e43-bdd3-44cb-a80b-6bde1d2ede04,38c7bdd4-1271-4a2e-83a6-dc2d275a24de,c4,c2,3360,?,p1,
1769733211.2015038,CREATED,06ae10ad-b624-4b50-a404-4649bfbc6507,41e62e63-c738-49cc-b58b-9503e29cf5c5,c4,c2,26,?,?,surb={'id': '10ac3fe3-b31a-474a-89d8-0d6927a42628', 'route': ['p2', 'e11', 'i1', 'x3', 'p1', 'c4']}
1769733211.2535872,SENT,010213c1-6f32-4d44-93b1-62b4d473a368,603beb17-bc28-46b7-af43-fab082e7abbd,c4,c2,3359,?,p1,
1769733211.2536974,CREATED,0a5627ea-eb1a-43ca-8d56-e9169ebde3f3,41e62e63-c738-49cc-b58b-9503e29cf5c5,c4,c2,26,?,?,surb={'id': '10ac3fe3-b31a-474a-89d8-0d6927a42628', 'route': ['p2', 'e11', 'i1', 'x3', 'p1', 'c4']}
1769733211.278093,RECEIVED,f6ed667a-f001-41f3-b7cd-6232f40a44f1,10283674-0bb8-4ea9-bafc-1d978efaf38c,c2,c4,27,p1,?,surb={'id': 'd8b9a076-36b8-491e-beeb-637cb17fc6fc', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c2']}
1769733211.290464,RECEIVED,10d26e57-cae5-4d1b-8cf2-da44bf99ae64,10283674-0bb8-4ea9-bafc-1d978efaf38c,c2,c4,27,p1,?,surb={'id': 'd8b9a076-36b8-491e-beeb-637cb17fc6fc', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c2']}
1769733211.40761,RECEIVED,59e3016b-dfc8-45c5-9fea-30acef595587,3e82ff27-0ba9-4352-80e2-a71ebd75909a,c5,c4,27,p1,?,surb={'id': 'f47a15cb-9f5f-4773-84ca-1f5f2d698a5d', 'route': ['p1', 'e1', 'i11', 'x6', 'p2', 'c5']}
1769733211.6733146,SENT,a5b98106-9677-4e6b-adea-5ed20757961a,b0eaafee-c234-449d-a902-3cff55f217fd,c4,c2,3383,?,p1,
1769733211.6733787,CREATED,85435550-051e-47b0-a608-8438b8660167,6ff7a312-3521-4e2c-98fb-7dc86e148f48,c4,c2,26,?,?,surb={'id': '5bfe1160-c308-42e9-9794-e4e9ef855bad', 'route': ['p2', 'e4', 'i11', 'x3', 'p1', 'c4']}
1769733211.9312341,RECEIVED,bba8cf59-153d-4605-9bfb-7b781a755d5e,a7561164-b4c6-4585-a1d7-809581f83ad2,c5,c4,27,p1,?,surb={'id': '47e3f477-821a-46ef-b101-6d2df7300422', 'route': ['p1', 'e4', 'i4', 'x5', 'p2', 'c5']}
1769733211.9652932,RECEIVED,b1569fd4-a92a-4729-a7d3-7683dad462d2,64edae31-6949-4635-bf7b-3fd41717383c,c5,c4,27,p1,?,surb={'id': '087b82da-9fe4-4245-8864-7c5e25a918df', 'route': ['p1', 'e12', 'i8', 'x8', 'p2', 'c5']}
1769733212.3884614,RECEIVED,b807918a-e294-4fd7-b196-4f94a36981c0,adbc7c85-56e4-4c94-aee2-23ad5c0ed2f2,c2,c4,26,p1,?,surb={'id': '6b44871f-5a39-4e7a-9443-04b420a40889', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769733212.5965607,SENT,60819b98-ef81-4b57-835c-e2f260b48479,f36e0bf1-b3cb-4775-8d11-797e4a3c99fb,c4,c2,3379,?,p1,
1769733212.5966322,CREATED,0ed875ea-0a8c-437f-92ae-48741ff7aa57,6ff7a312-3521-4e2c-98fb-7dc86e148f48,c4,c2,26,?,?,surb={'id': '5bfe1160-c308-42e9-9794-e4e9ef855bad', 'route': ['p2', 'e4', 'i11', 'x3', 'p1', 'c4']}
1769733212.6765585,RECEIVED,eb36de84-2d8f-4511-af14-76da543b6847,58688866-c082-4923-91d5-5b555b2b71c6,c5,c4,27,p1,?,surb={'id': '7bb3ff5f-1311-4a46-ae39-0d66ad4f4758', 'route': ['p1', 'e5', 'i4', 'x11', 'p2', 'c5']}
1769733212.7182586,RECEIVED,16cc2b94-3e30-4a76-9101-38760974628c,64edae31-6949-4635-bf7b-3fd41717383c,c5,c4,27,p1,?,surb={'id': '087b82da-9fe4-4245-8864-7c5e25a918df', 'route': ['p1', 'e12', 'i8', 'x8', 'p2', 'c5']}
1769733212.7327988,RECEIVED,fe43e681-6586-4538-98f2-e5f52ecf65b8,17ec8220-44e2-4b7a-9a0a-0b22db033905,c5,c4,27,p1,?,surb={'id': '00b5a4a6-e6ab-4b7b-88e6-e258c80e4e15', 'route': ['p1', 'e5', 'i3', 'x5', 'p2', 'c5']}
1769733212.7731698,RECEIVED,e64b2b10-11cf-4d0d-8775-9eeccd125b4a,b39b58d2-d76f-445b-97c6-673eddff3954,c2,c4,27,p1,?,surb={'id': '1201c02d-8091-451a-9516-934cffa03177', 'route': ['p1', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769733212.864716,RECEIVED,5297e5fa-157b-4012-8b28-0b0954ced4d4,269fb4b9-76d3-4531-acbd-f4b209c784d1,c5,c4,27,p1,?,surb={'id': '232e9e45-502c-46b1-ac59-792323ed6a0a', 'route': ['p1', 'e5', 'i12', 'x12', 'p2', 'c5']}
1769733213.006417,SENT,7d68ef7d-85d1-45aa-bed2-0ff4e6e2f8a0,5046568c-0863-49bb-b6f6-a79f1f5a897e,c4,c2,3388,?,p1,
1769733213.0065079,CREATED,76019b0b-911d-4019-8334-b51863e6ce2b,1541e92d-f67a-4131-a155-e59c62077852,c4,c2,27,?,?,surb={'id': '6f67b19c-c13b-4687-a10d-e510c424d62b', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c4']}
1769733213.0114539,SENT,0e89d182-c2f1-45a9-9a2e-c871447afb87,2947abe8-b601-4c0d-b6c8-fb8e049fcef0,c4,c2,3396,?,p1,
1769733213.0115619,CREATED,6c0c5bc2-d8ae-400a-a83b-06ed0bc34604,1541e92d-f67a-4131-a155-e59c62077852,c4,c2,27,?,?,surb={'id': '6f67b19c-c13b-4687-a10d-e510c424d62b', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c4']}
1769733213.0661545,RECEIVED,a3f715ef-634f-4f21-8616-71c038e8f5b7,77fa5edd-a429-45f9-b10f-8eb61a7eff89,c2,c4,27,p1,?,surb={'id': '15cc575d-fa09-43c2-a151-762db059a9a6', 'route': ['p1', 'e2', 'i3', 'x9', 'p2', 'c2']}
1769733213.2658172,RECEIVED,df478b9c-728a-4a42-81a3-ea5b22a5378d,c50087e7-6c2f-467c-b0d0-326e7ed0324a,c5,c4,26,p1,?,surb={'id': '7fcb6df3-c0d5-43a4-859e-f13880418752', 'route': ['p1', 'e7', 'i9', 'x5', 'p2', 'c5']}
1769733213.31779,SENT,881d2ae9-36b9-4da0-9386-2a1035f1f00f,2624ee88-d418-4274-94e1-02ea89de725f,c4,c2,3359,?,p1,
1769733213.3178847,CREATED,4b7a309d-4a89-47d9-aafd-ccb13ffda698,6bf431b1-fe2c-41d9-954c-814760a24fcd,c4,c2,27,?,?,surb={'id': '67c8e29b-40a4-42d1-9d4c-2837bb421db2', 'route': ['p2', 'e2', 'i5', 'x6', 'p1', 'c4']}
1769733213.3484972,RECEIVED,adbb2b65-247b-4eef-894f-6c3ee0ba6ceb,400a450e-4b83-40ee-b9d2-d9a612f128c7,c2,c4,27,p1,?,surb={'id': 'f368a4e8-6300-455f-ac46-4cce668900fd', 'route': ['p1', 'e3', 'i6', 'x10', 'p2', 'c2']}
1769733213.3910215,RECEIVED,0f9e88ef-3097-4e74-bb0e-c02ece978a48,269fb4b9-76d3-4531-acbd-f4b209c784d1,c5,c4,27,p1,?,surb={'id': '232e9e45-502c-46b1-ac59-792323ed6a0a', 'route': ['p1', 'e5', 'i12', 'x12', 'p2', 'c5']}
1769733213.6827807,RECEIVED,cca3330b-041e-4912-80ec-d004a9e3459b,b39b58d2-d76f-445b-97c6-673eddff3954,c2,c4,27,p1,?,surb={'id': '1201c02d-8091-451a-9516-934cffa03177', 'route': ['p1', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769733213.7554085,RECEIVED,dab3b605-1660-4bfb-8d6d-2875f0361be6,661685e8-ae26-455e-b0b8-cfca80c3bb05,c2,c4,27,p1,?,surb={'id': 'd7367f1e-c6be-4255-bf4f-94ec85479d27', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c2']}
1769733213.7675405,RECEIVED,5be244fd-6ee8-4704-ba5e-89781d3582f7,12c03fce-fef5-44ce-9c53-69205e74b023,c2,c4,27,p1,?,surb={'id': '3cb9ce02-8e15-4f52-8c25-b8558e8c9020', 'route': ['p1', 'e7', 'i6', 'x3', 'p2', 'c2']}
1769733213.8168364,RECEIVED,7981b572-3ee6-4891-87b1-68ca3c0debf8,a0840cb1-e4af-4a0d-a31b-8ad2c58e4ba0,c5,c4,27,p1,?,surb={'id': '11c644cf-90ce-4d96-a24f-578127bc35cb', 'route': ['p1', 'e7', 'i10', 'x11', 'p2', 'c5']}
1769733213.9708529,RECEIVED,a331b5b9-fccb-45f4-8525-5d9aaa57df83,97a223cc-202a-48f9-80de-f91cbb619182,c2,c4,27,p1,?,surb={'id': 'dc39df9e-f662-42bd-8336-5c645a3f1589', 'route': ['p1', 'e1', 'i1', 'x10', 'p2', 'c2']}
1769733214.2787797,RECEIVED,18b821a7-0105-4dbc-9d25-a0b580f8550a,a0840cb1-e4af-4a0d-a31b-8ad2c58e4ba0,c5,c4,27,p1,?,surb={'id': '11c644cf-90ce-4d96-a24f-578127bc35cb', 'route': ['p1', 'e7', 'i10', 'x11', 'p2', 'c5']}
1769733214.29875,RECEIVED,a02e8aca-257c-4275-8105-0937f2db719e,c50087e7-6c2f-467c-b0d0-326e7ed0324a,c5,c4,26,p1,?,surb={'id': '7fcb6df3-c0d5-43a4-859e-f13880418752', 'route': ['p1', 'e7', 'i9', 'x5', 'p2', 'c5']}
1769733214.339241,RECEIVED,bde61d75-ec17-4208-8495-9943f7aad76d,5045eba9-436b-4a3d-9b49-90264922054e,c5,c4,27,p1,?,surb={'id': '946759f8-a748-499e-aaa6-7c54be978e4b', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c5']}
1769733214.4453926,SENT,14c42110-5782-4b8b-9309-51f1374a4729,1eb77734-849e-4ae6-ba22-99acf4498e60,c4,c2,3375,?,p1,
1769733214.4455304,CREATED,41d32fcf-53d0-49dd-bca1-0a1be8ea92d8,6bf431b1-fe2c-41d9-954c-814760a24fcd,c4,c2,27,?,?,surb={'id': '67c8e29b-40a4-42d1-9d4c-2837bb421db2', 'route': ['p2', 'e2', 'i5', 'x6', 'p1', 'c4']}
1769733214.7355278,SENT,526bf11b-5d4c-457c-941a-4f67de47f568,a62e89bb-26de-447e-bafa-227c7b8c5e09,c4,c2,3375,?,p1,
1769733214.7356217,CREATED,7d66134b-f451-48cf-8102-8b6972465450,3aacc493-89fb-4274-823a-8282e740e664,c4,c2,26,?,?,surb={'id': 'fbce981d-8fd9-4373-8e4e-99b24b45a18e', 'route': ['p2', 'e3', 'i10', 'x9', 'p1', 'c4']}
1769733214.9265428,RECEIVED,9cfab1ad-da77-4806-bf00-3eaf8b0e00d1,400a450e-4b83-40ee-b9d2-d9a612f128c7,c2,c4,27,p1,?,surb={'id': 'f368a4e8-6300-455f-ac46-4cce668900fd', 'route': ['p1', 'e3', 'i6', 'x10', 'p2', 'c2']}
1769733214.9803927,RECEIVED,e8a17acb-3b2d-4983-a018-8b9813eedfbc,d27276e3-5e06-410b-ab71-74f8de0c9fa8,c5,c4,27,p1,?,surb={'id': '642c9bd8-e651-486d-b468-cc9b052cfa79', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c5']}
1769733215.6066043,RECEIVED,3b8ead35-3ebf-4fbe-a7e2-51961f4fba6a,661685e8-ae26-455e-b0b8-cfca80c3bb05,c2,c4,27,p1,?,surb={'id': 'd7367f1e-c6be-4255-bf4f-94ec85479d27', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c2']}
1769733215.8609252,RECEIVED,62a05fad-cb9a-4cfe-9e01-1594e97e7c2c,5045eba9-436b-4a3d-9b49-90264922054e,c5,c4,27,p1,?,surb={'id': '946759f8-a748-499e-aaa6-7c54be978e4b', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c5']}
