timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733113.211325,SENT,e85a67d8-93ca-4464-ab94-a73b299bdb11,f4a35481-c448-461e-8ff8-5e99eb7d71fc,c2,c4,3388,?,p2,
1769733113.211466,CREATED,c605c2b5-4d06-4578-a167-4383dbf52b96,717387e4-7d87-4cbf-abbc-ca83cfa68b6d,c2,c4,26,?,?,surb={'id': '97700c0c-bc79-4b34-baf3-9a3e9c3da6c7', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769733349.2103324,CREATED,45fb6b50-0c0c-4fbe-a880-2376a959a44e,2e5b135d-9a9d-4d06-a28b-d5f3bdfc799d,c2,c4,27,?,?,surb={'id': '71e3cda9-6b29-49db-b10d-f2930285f310', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769733349.319567,RECEIVED,dbea9d02-9879-4ade-963e-85a6f632adf1,7f3272b8-719a-40cc-b32c-a054f4bdead4,c4,c2,26,p2,?,surb={'id': 'f95f43e8-8b21-4f2a-ab2b-dcf68d6a5502', 'route': ['p2', 'e11', 'i12', 'x8', 'p1', 'c4']}
1769733349.403937,RECEIVED,fec511e5-2139-446b-ba42-fa15acb0e30e,c26d4c35-4ca1-4fa8-b7d0-88e51466e45b,c1,c2,27,p2,?,surb={'id': '462d605b-104b-4805-894d-8fd1a8dc534d', 'route': ['p2', 'e4', 'i8', 'x9', 'p1', 'c1']}
1769733349.4953477,RECEIVED,8ec7378b-de3d-487f-9a56-c4a2229d2a34,ae4409a1-bf1e-4da0-9366-e5b9236403de,c4,c2,26,p2,?,surb={'id': '651f2fa4-2921-4b9e-aa2f-0835946f7c1d', 'route': ['p2', 'e2', 'i8', 'x6', 'p1', 'c4']}
1769733349.5977995,RECEIVED,ef58a1d7-38e5-4fad-a506-38bd269d49b2,df4305d3-da81-43fd-a69d-6c0e2a03eca5,c1,c2,27,p2,?,surb={'id': '136e649f-3447-4158-85a6-bf5a1f413a8a', 'route': ['p2', 'e2', 'i8', 'x11', 'p1', 'c1']}
1769733349.6115403,RECEIVED,1bdb449a-2fb3-435d-b7c6-0021cf9b5d6b,a4dddbb9-e3b0-4598-9045-55112cc2fee6,c4,c2,27,p2,?,surb={'id': '475ffa42-ef50-47a1-9c22-4fe65e9b23b8', 'route': ['p2', 'e9', 'i9', 'x11', 'p1', 'c4']}
1769733349.6259031,RECEIVED,0f1308a4-ea40-4ae6-8bd2-5135f4ed05be,7f3272b8-719a-40cc-b32c-a054f4bdead4,c4,c2,26,p2,?,surb={'id': 'f95f43e8-8b21-4f2a-ab2b-dcf68d6a5502', 'route': ['p2', 'e11', 'i12', 'x8', 'p1', 'c4']}
1769733350.2351782,SENT,04fbb488-35b3-4b9c-b978-a8fa697b4be1,7be4c5e9-e568-4509-b91a-2d80f2eda5b0,c2,c4,3395,?,p2,
1769733350.2352717,CREATED,35030ed9-d000-46cd-b1d9-6a5c6ab67005,be4bf5d4-919b-4d72-be4f-d54dcba44023,c2,c4,27,?,?,surb={'id': '92be0e20-b92d-4d5a-9d6f-5613d830d674', 'route': ['p1', 'e8', 'i1', 'x11', 'p2', 'c2']}
1769733350.2506053,RECEIVED,ca1bc96a-dcd4-4046-833c-fe8b8fdffb0e,b1b10a1e-2ac3-4912-af7d-65931a407c03,c1,c2,27,p2,?,surb={'id': 'd56b6e5f-f1d9-4dd3-beeb-25744f068298', 'route': ['p2', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769733350.2784343,RECEIVED,ef95d429-e22d-4aa8-b350-e322ffc26b57,59fcb6e8-6bb3-4c44-b606-d1766681d3d9,c4,c2,27,p2,?,surb={'id': 'c3cba2ad-a9e7-4d94-9b94-bfa63b84ccec', 'route': ['p2', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769733350.3213758,SENT,ca60701f-802f-4a58-abff-e33f49ea8094,62997e8d-80ec-47eb-941c-790f3d1d2816,c2,c4,3375,?,p2,
1769733350.3214698,CREATED,e7424596-1ab1-4a0e-a73f-c4fb9c81084e,be4bf5d4-919b-4d72-be4f-d54dcba44023,c2,c4,27,?,?,surb={'id': '92be0e20-b92d-4d5a-9d6f-5613d830d674', 'route': ['p1', 'e8', 'i1', 'x11', 'p2', 'c2']}
1769733350.339396,SENT,ebc99d9e-90a6-406c-af9f-2d5b7c080e02,6ab2b24a-2c98-41d5-93d3-89485fed68a5,c2,c4,3379,?,p2,
1769733350.3394907,CREATED,f7dbd040-1524-4d80-8d50-4f9927c480da,04dd71f6-72bb-4458-991d-3e4e7eee2eaf,c2,c4,27,?,?,surb={'id': '4b9c809c-2380-4bf6-bc51-6b5b8d1b482a', 'route': ['p1', 'e5', 'i7', 'x8', 'p2', 'c2']}
1769733350.6179547,SENT,0a52f705-1f93-4106-90b8-efcb09d6ef2f,e8e91ee1-8df2-47e3-af22-c04823157d5b,c2,c4,3392,?,p2,
1769733350.6181123,CREATED,4bff2eb9-d4ad-4224-8132-6536a2e5e714,04dd71f6-72bb-4458-991d-3e4e7eee2eaf,c2,c4,27,?,?,surb={'id': '4b9c809c-2380-4bf6-bc51-6b5b8d1b482a', 'route': ['p1', 'e5', 'i7', 'x8', 'p2', 'c2']}
1769733350.6496892,RECEIVED,8244f29e-64bf-4bd1-84b1-fb3a0e78f964,880d956e-16de-4a29-99b2-a5b566803ca5,c1,c2,27,p2,?,surb={'id': '917d6aa1-1ba2-47f1-a2d6-e3d056a11c47', 'route': ['p2', 'e4', 'i6', 'x3', 'p1', 'c1']}
1769733350.8634334,RECEIVED,d20135a7-e182-4746-be35-dacc6884ec38,c26d4c35-4ca1-4fa8-b7d0-88e51466e45b,c1,c2,27,p2,?,surb={'id': '462d605b-104b-4805-894d-8fd1a8dc534d', 'route': ['p2', 'e4', 'i8', 'x9', 'p1', 'c1']}
1769733350.8812995,RECEIVED,a6c2827a-a1e0-4aa0-aa82-9dfd48029d08,06095cb0-230d-4612-840f-33879ce8d09a,c1,c2,27,p2,?,surb={'id': '22476b00-5b02-44c9-9e31-93b823f9ce67', 'route': ['p2', 'e10', 'i1', 'x10', 'p1', 'c1']}
1769733351.2836454,SENT,fc7b3624-b73e-45e5-bd65-facf1dadd475,76c191a5-ad1c-4ee1-9fab-59386df97c30,c2,c4,3401,?,p2,
1769733351.2838044,CREATED,95b3861c-21f1-4900-9760-4f177bc5ac20,248895f8-9724-43bc-9caa-d8c8c8a31fe1,c2,c4,27,?,?,surb={'id': '0f8e7d07-7400-4ef2-96e7-2f00895ff8e1', 'route': ['p1', 'e5', 'i10', 'x1', 'p2', 'c2']}
1769733351.3732238,SENT,1a305260-612e-4a98-917c-61dfc1463240,1f255c1f-a134-4a9c-b8e7-78ccdf9af9df,c2,c4,3372,?,p2,
1769733351.3733542,CREATED,6b618755-b45c-48f3-9ee2-70985510c0ed,248895f8-9724-43bc-9caa-d8c8c8a31fe1,c2,c4,27,?,?,surb={'id': '0f8e7d07-7400-4ef2-96e7-2f00895ff8e1', 'route': ['p1', 'e5', 'i10', 'x1', 'p2', 'c2']}
1769733351.3824532,RECEIVED,6f890b15-a9a4-4891-8b7e-67443a1cfee4,49613d45-0e8d-40a8-b2e0-60398ff1966e,c4,c2,27,p2,?,surb={'id': '4c4e7df5-be70-4563-891c-7b7af270af66', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769733351.878341,RECEIVED,b7bf88de-73f1-455f-b8ec-c1a63fafc847,880d956e-16de-4a29-99b2-a5b566803ca5,c1,c2,27,p2,?,surb={'id': '917d6aa1-1ba2-47f1-a2d6-e3d056a11c47', 'route': ['p2', 'e4', 'i6', 'x3', 'p1', 'c1']}
1769733352.0012283,RECEIVED,a878a7b3-a061-4a33-acc4-f6f3d358dd96,a4dddbb9-e3b0-4598-9045-55112cc2fee6,c4,c2,27,p2,?,surb={'id': '475ffa42-ef50-47a1-9c22-4fe65e9b23b8', 'route': ['p2', 'e9', 'i9', 'x11', 'p1', 'c4']}
1769733352.005467,RECEIVED,15e5beb7-7b5b-4376-a193-1e996acae7cf,cec744ee-c5aa-4aa5-b241-48cbb50cbc32,c4,c2,27,p2,?,surb={'id': 'f17053d7-892c-4db4-81a4-a90b094f60fc', 'route': ['p2', 'e11', 'i5', 'x3', 'p1', 'c4']}
1769733352.0099669,RECEIVED,8a0a7549-60f6-46d6-8152-92d11cadbe2f,821e279c-7d41-4a68-839e-06c41cd9a315,c4,c2,27,p2,?,surb={'id': '30125334-604b-4303-9d55-46f98ea92538', 'route': ['p2', 'e10', 'i9', 'x4', 'p1', 'c4']}
1769733352.040631,SENT,a5816a3f-2759-4580-88c7-796f419e7ccd,15fc25a6-7119-4419-ab07-f0e383f474d6,c2,c4,3391,?,p2,
1769733352.040689,CREATED,23ea6f95-d3c4-4589-969f-588e7b7b3c9e,652f13cc-b189-48fb-8016-44075963f58e,c2,c4,27,?,?,surb={'id': 'a1b7d293-a7e8-4f0c-8a12-99145453fa2a', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c2']}
1769733352.1441028,RECEIVED,6aa48333-93e5-4dd9-b199-5689384e1597,df4305d3-da81-43fd-a69d-6c0e2a03eca5,c1,c2,27,p2,?,surb={'id': '136e649f-3447-4158-85a6-bf5a1f413a8a', 'route': ['p2', 'e2', 'i8', 'x11', 'p1', 'c1']}
1769733352.2187116,RECEIVED,16301105-e7f0-4c26-aefe-2a497080e302,59fcb6e8-6bb3-4c44-b606-d1766681d3d9,c4,c2,27,p2,?,surb={'id': 'c3cba2ad-a9e7-4d94-9b94-bfa63b84ccec', 'route': ['p2', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769733352.222635,RECEIVED,4eb1c020-1f54-4998-9438-7e51350e2fcb,ae4409a1-bf1e-4da0-9366-e5b9236403de,c4,c2,26,p2,?,surb={'id': '651f2fa4-2921-4b9e-aa2f-0835946f7c1d', 'route': ['p2', 'e2', 'i8', 'x6', 'p1', 'c4']}
1769733352.5135655,RECEIVED,596e9845-e7f4-432c-9ffd-a8546ad1656b,292cebca-757b-4888-b531-d9f1bd8ae468,c1,c2,27,p2,?,surb={'id': 'c04af7d2-3c07-435b-a967-6a540e8e64e4', 'route': ['p2', 'e8', 'i7', 'x5', 'p1', 'c1']}
1769733352.6956158,RECEIVED,cb96f53b-d916-4bad-bdd1-a65e72b85559,821e279c-7d41-4a68-839e-06c41cd9a315,c4,c2,27,p2,?,surb={'id': '30125334-604b-4303-9d55-46f98ea92538', 'route': ['p2', 'e10', 'i9', 'x4', 'p1', 'c4']}
1769733352.7626772,RECEIVED,373e9c89-f229-4bf0-b367-f5bb03360903,c0eea65a-fd97-4a3c-b657-04bd289a6aa1,c1,c2,27,p2,?,surb={'id': '79b408c9-3437-4547-a88b-f6e80ff5f777', 'route': ['p2', 'e11', 'i4', 'x10', 'p1', 'c1']}
1769733352.9685333,RECEIVED,38478568-7041-4011-b78e-080a4d6a938e,0ba70d1f-792b-43f8-a167-aa892d1c4fe9,c4,c2,27,p2,?,surb={'id': '8ddd2d1c-21c3-4a21-8088-cc570a59551a', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769733353.1426759,RECEIVED,e1e957c2-bd82-4693-bb12-83d46ada78a9,27174a70-6f34-435f-ba2f-ac323b68ad9c,c1,c2,27,p2,?,surb={'id': '19a99a1c-e884-4559-b655-5d7a2db4ee50', 'route': ['p2', 'e12', 'i10', 'x10', 'p1', 'c1']}
1769733353.1917987,RECEIVED,d7525937-d808-4747-b158-bd7fc89bb596,c0eea65a-fd97-4a3c-b657-04bd289a6aa1,c1,c2,27,p2,?,surb={'id': '79b408c9-3437-4547-a88b-f6e80ff5f777', 'route': ['p2', 'e11', 'i4', 'x10', 'p1', 'c1']}
1769733353.204859,SENT,225d5978-3cd3-4a4e-a11e-2367279b52aa,f554305f-3b13-48a6-8213-a9b367499238,c2,c4,3384,?,p2,
1769733353.2049985,CREATED,e112bafb-6ea5-4ed7-9d53-e07558277bed,652f13cc-b189-48fb-8016-44075963f58e,c2,c4,27,?,?,surb={'id': 'a1b7d293-a7e8-4f0c-8a12-99145453fa2a', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c2']}
1769733353.2316964,RECEIVED,f3e61123-5bb0-4c72-bc09-6f66d2ea38e3,0ba70d1f-792b-43f8-a167-aa892d1c4fe9,c4,c2,27,p2,?,surb={'id': '8ddd2d1c-21c3-4a21-8088-cc570a59551a', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769733353.2461078,SENT,6d832bf2-2a92-405c-b450-b537b5d9bf93,1ac4ad17-cbc4-4aa7-81de-c60568dce91a,c2,c4,3391,?,p2,
1769733353.2462451,CREATED,4b34d26e-6e8a-4497-b051-a071c29ead61,5d7e9345-a024-48aa-8ed2-9ace5c26af6e,c2,c4,27,?,?,surb={'id': '4363bd42-1d57-4f42-9459-643ef9802ef3', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769733353.2621014,SENT,31ed5d16-b965-4b95-8338-14eb34b0d888,3f917530-11f7-489b-ac5d-e7cb149303ca,c2,c4,3385,?,p2,
1769733353.2621777,CREATED,6eaffa4b-622d-4195-84bd-bd9f63135a48,5d7e9345-a024-48aa-8ed2-9ace5c26af6e,c2,c4,27,?,?,surb={'id': '4363bd42-1d57-4f42-9459-643ef9802ef3', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769733353.394201,SENT,568f13fd-7bea-4d68-b67c-de403465f0b3,68740f59-c655-4b00-96ff-89d7538f3d93,c2,c4,3409,?,p2,
1769733353.3942823,CREATED,57cd508c-c7e3-4db3-8ca3-192b79cbecfe,b9426af8-c43c-4ae7-9bed-b2e6508cbcaf,c2,c4,27,?,?,surb={'id': '98f7dfdf-d069-468c-b68c-2c2e38d26bb7', 'route': ['p1', 'e11', 'i1', 'x6', 'p2', 'c2']}
1769733353.4212697,RECEIVED,d743caf0-2fbd-4894-8dc9-cd18dafb7f66,cec744ee-c5aa-4aa5-b241-48cbb50cbc32,c4,c2,27,p2,?,surb={'id': 'f17053d7-892c-4db4-81a4-a90b094f60fc', 'route': ['p2', 'e11', 'i5', 'x3', 'p1', 'c4']}
1769733353.432604,RECEIVED,ec39af0a-1b32-4654-9041-94150bcae703,49613d45-0e8d-40a8-b2e0-60398ff1966e,c4,c2,27,p2,?,surb={'id': '4c4e7df5-be70-4563-891c-7b7af270af66', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769733353.8274078,RECEIVED,10fee3dc-3f64-4a74-b541-df45ca196b86,53be01e9-4010-4d91-a7a2-ffb58eb67e56,c4,c2,27,p2,?,surb={'id': '1d5473b4-5742-461a-8036-7d0ff89ff15a', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c4']}
1769733353.8867068,RECEIVED,54176d4a-b143-4632-8809-77933562251e,292cebca-757b-4888-b531-d9f1bd8ae468,c1,c2,27,p2,?,surb={'id': 'c04af7d2-3c07-435b-a967-6a540e8e64e4', 'route': ['p2', 'e8', 'i7', 'x5', 'p1', 'c1']}
1769733353.8963091,SENT,616828b2-3988-4433-91af-2e0489d8dc27,365aa83c-5b9a-4a0e-b164-0a07e408bb8c,c2,c4,3371,?,p2,
1769733353.8964486,CREATED,7d7ec2f7-1802-4adf-bf17-89cdf5758e16,b9426af8-c43c-4ae7-9bed-b2e6508cbcaf,c2,c4,27,?,?,surb={'id': '98f7dfdf-d069-468c-b68c-2c2e38d26bb7', 'route': ['p1', 'e11', 'i1', 'x6', 'p2', 'c2']}
1769733354.0679054,RECEIVED,429e7479-a525-4a0f-b842-b795e2da2e8c,53be01e9-4010-4d91-a7a2-ffb58eb67e56,c4,c2,27,p2,?,surb={'id': '1d5473b4-5742-461a-8036-7d0ff89ff15a', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c4']}
1769733354.2284524,SENT,8f6583ad-488c-4457-beee-d7017dc1110e,3ad439df-3b04-43b0-9068-c41de183dac0,c2,c4,3400,?,p2,
1769733354.2286084,CREATED,46547f0f-6862-4029-b511-96579d1bebf8,5b613ddd-6df4-4c73-ba09-b1c35ebd5b53,c2,c4,27,?,?,surb={'id': 'a1acc895-3121-4a7a-95d9-5f9f1d1cd970', 'route': ['p1', 'e3', 'i4', 'x1', 'p2', 'c2']}
1769733354.2827408,RECEIVED,b802cc61-4785-4f49-adc6-9c68de7166a2,3ca206a8-c8d9-4b6b-ab1c-6a6a3817d4e8,c4,c2,26,p2,?,surb={'id': '81149a23-11bc-449d-82ec-d8f1a58730bd', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c4']}
1769733354.3572323,RECEIVED,d6e08a52-e24b-4cb2-943b-c1dd811eb9e9,da38fb80-21b0-487c-9a99-4424309709be,c1,c2,27,p2,?,surb={'id': 'f0ea6c61-0dae-4870-9685-a13bc40ca4cf', 'route': ['p2', 'e5', 'i1', 'x2', 'p1', 'c1']}
1769733354.5764837,SENT,d6441434-63ef-49b4-9c8b-b817cd18da9a,b67f7648-6679-422f-8cae-4a40c5de4f7b,c2,c4,3388,?,p2,
1769733354.5765586,CREATED,48d19251-3d44-47a2-8e60-9b622154cfcb,5b613ddd-6df4-4c73-ba09-b1c35ebd5b53,c2,c4,27,?,?,surb={'id': 'a1acc895-3121-4a7a-95d9-5f9f1d1cd970', 'route': ['p1', 'e3', 'i4', 'x1', 'p2', 'c2']}
1769733355.0650623,RECEIVED,35c99f4e-ca7a-4613-a5ed-d26a69e6b87d,da38fb80-21b0-487c-9a99-4424309709be,c1,c2,27,p2,?,surb={'id': 'f0ea6c61-0dae-4870-9685-a13bc40ca4cf', 'route': ['p2', 'e5', 'i1', 'x2', 'p1', 'c1']}
1769733355.0740058,SENT,02a3ae50-7013-463c-b20a-789d5a1d5d1c,c8305ba1-2ba9-454d-904d-5c97717af69a,c2,c4,3392,?,p2,
1769733355.0741389,CREATED,f3effa6e-6de0-467e-b1ea-1cf0fb8c8c01,7a2ec538-e98d-42d5-869c-9e1b130eef14,c2,c4,27,?,?,surb={'id': '4ca0caba-ece1-4206-b2e9-e5fa27437ace', 'route': ['p1', 'e1', 'i4', 'x8', 'p2', 'c2']}
1769733355.2189393,SENT,ecfabfab-6986-4838-ac03-5db48629e1d1,ca9c8b98-342f-44b9-89ff-5b1d23eee12d,c2,c4,3389,?,p2,
1769733355.2190201,CREATED,be3df7c4-f8dc-457c-9d70-c2d186e157c9,7a2ec538-e98d-42d5-869c-9e1b130eef14,c2,c4,27,?,?,surb={'id': '4ca0caba-ece1-4206-b2e9-e5fa27437ace', 'route': ['p1', 'e1', 'i4', 'x8', 'p2', 'c2']}
1769733355.4494808,RECEIVED,000f120f-5e53-4836-99db-330a9cc5d843,83b22118-ddae-45f7-ae6f-c64ca9e4f248,c1,c2,27,p2,?,surb={'id': '6f1035ef-3ff2-4216-8967-0a33324a90fb', 'route': ['p2', 'e6', 'i7', 'x3', 'p1', 'c1']}
1769733355.49478,RECEIVED,e79c16fb-2fae-4975-aa3a-b38728f5f356,a992e1cf-7e0d-4bbd-a72d-5ad157a4ff64,c4,c2,27,p2,?,surb={'id': '9ed33ee6-398f-4b27-adca-4327b227348a', 'route': ['p2', 'e7', 'i11', 'x1', 'p1', 'c4']}
1769733355.5560799,RECEIVED,a5fb8a47-6c6f-4ce4-a686-32bd0b14cc15,3ca206a8-c8d9-4b6b-ab1c-6a6a3817d4e8,c4,c2,26,p2,?,surb={'id': '81149a23-11bc-449d-82ec-d8f1a58730bd', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c4']}
1769733355.6549048,RECEIVED,912c433f-8d1f-4828-b392-9d8543398ade,27174a70-6f34-435f-ba2f-ac323b68ad9c,c1,c2,27,p2,?,surb={'id': '19a99a1c-e884-4559-b655-5d7a2db4ee50', 'route': ['p2', 'e12', 'i10', 'x10', 'p1', 'c1']}
1769733355.7243888,RECEIVED,b19810ab-434d-4d4e-aaeb-e9d381099577,4cf9d752-94af-40e7-89ff-782fa7646152,c4,c2,27,p2,?,surb={'id': '66a6f049-ffbb-4922-9767-e3228da1567f', 'route': ['p2', 'e4', 'i12', 'x11', 'p1', 'c4']}
1769733355.7857995,RECEIVED,073bb195-ac64-4207-b031-b332836e05d5,4cf9d752-94af-40e7-89ff-782fa7646152,c4,c2,27,p2,?,surb={'id': '66a6f049-ffbb-4922-9767-e3228da1567f', 'route': ['p2', 'e4', 'i12', 'x11', 'p1', 'c4']}
1769733355.911604,SENT,2f83c53b-2efe-4129-aaee-75c17f0f90ea,d02aa0f6-60cf-41e4-88f9-5412ddffcbcb,c2,c4,3375,?,p2,
1769733355.9123929,CREATED,d6b87ea6-e3ff-4b3a-8892-ebb992442ad0,b7818e6b-0e30-4122-b226-993164b32559,c2,c4,27,?,?,surb={'id': '67cea1f1-aef8-41b1-bfd3-c7d5cd5fed0f', 'route': ['p1', 'e3', 'i5', 'x3', 'p2', 'c2']}
1769733356.0260184,RECEIVED,0aab6e9c-5c64-4e36-8db3-3e4977fb186c,dbfa60d0-96e0-4993-8a46-e67203a30de2,c4,c2,27,p2,?,surb={'id': 'cf07978e-f90c-4400-a588-30a4fb859b3b', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c4']}
1769733356.0316043,RECEIVED,1726bf9e-6cda-47c2-b3c9-1e8fb07d8888,a992e1cf-7e0d-4bbd-a72d-5ad157a4ff64,c4,c2,27,p2,?,surb={'id': '9ed33ee6-398f-4b27-adca-4327b227348a', 'route': ['p2', 'e7', 'i11', 'x1', 'p1', 'c4']}
1769733356.1342115,RECEIVED,0860da22-0d73-43b6-9bbb-90eb809d532c,dbfa60d0-96e0-4993-8a46-e67203a30de2,c4,c2,27,p2,?,surb={'id': 'cf07978e-f90c-4400-a588-30a4fb859b3b', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c4']}
1769733356.2060134,SENT,2cd5bc4a-3741-4029-bee5-e992b674a7b8,ebacf8f6-9e9a-4c94-9b0c-8410692294f7,c2,c4,3401,?,p2,
1769733356.2061582,CREATED,5eeee867-f5a1-4667-81aa-7e7c34bf7b68,b7818e6b-0e30-4122-b226-993164b32559,c2,c4,27,?,?,surb={'id': '67cea1f1-aef8-41b1-bfd3-c7d5cd5fed0f', 'route': ['p1', 'e3', 'i5', 'x3', 'p2', 'c2']}
1769733356.2205045,RECEIVED,e6212f4f-8d79-4aca-bdb9-b6badda6ba07,1463107d-1f3a-4da0-b7ef-c4a160d8594b,c4,c2,27,p2,?,surb={'id': '545a4ab0-0f8c-4aea-8c6c-59c4ab8c71ad', 'route': ['p2', 'e8', 'i5', 'x12', 'p1', 'c4']}
1769733356.2750669,RECEIVED,e6f627a0-aef5-4a35-a038-f973f76e4656,b1c57e65-533d-4750-9cbb-8b31d5144673,c1,c2,27,p2,?,surb={'id': '1fdf629b-6c48-401e-a076-47bcd4b79592', 'route': ['p2', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769733356.2849655,SENT,5ba4774c-9efb-43c4-aea2-e313a0349945,1c10b065-abfb-4b94-8b7d-5688c9f6b5e5,c2,c4,3384,?,p2,
1769733356.2851431,CREATED,2691e82f-b216-465f-9d1b-205578918cda,63d3230c-6a83-4a66-bc17-7f663543c381,c2,c4,26,?,?,surb={'id': '5cae8682-f37c-482f-ab15-17f29ea58dae', 'route': ['p1', 'e4', 'i2', 'x1', 'p2', 'c2']}
1769733356.3163967,SENT,e6b39c56-340d-4628-9a16-b0a27fba556f,93e1c50c-a12f-423e-875f-b7d79e722904,c2,c4,3373,?,p2,
1769733356.3165174,CREATED,3cf42202-ede5-4234-8554-a514dc6a180e,63d3230c-6a83-4a66-bc17-7f663543c381,c2,c4,26,?,?,surb={'id': '5cae8682-f37c-482f-ab15-17f29ea58dae', 'route': ['p1', 'e4', 'i2', 'x1', 'p2', 'c2']}
1769733356.6038494,SENT,9d464dff-2942-45b3-9a58-78a6ff6cb454,4404cf69-6117-4dcf-a146-11dbdf4a0ba4,c2,c4,3380,?,p2,
1769733356.60397,CREATED,768600b6-42a6-4a81-967b-5924dfa85d60,78919848-dd89-4cd3-8b58-33550712089f,c2,c4,26,?,?,surb={'id': 'e638554f-2042-4093-a8d0-2c8bfa722923', 'route': ['p1', 'e5', 'i2', 'x4', 'p2', 'c2']}
1769733356.612828,RECEIVED,b4258d35-f7a7-4d58-bc70-092f8ce6dd58,b1c57e65-533d-4750-9cbb-8b31d5144673,c1,c2,27,p2,?,surb={'id': '1fdf629b-6c48-401e-a076-47bcd4b79592', 'route': ['p2', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769733356.625931,RECEIVED,195e7215-b4e9-4f4f-9e27-33a602f565c6,83b22118-ddae-45f7-ae6f-c64ca9e4f248,c1,c2,27,p2,?,surb={'id': '6f1035ef-3ff2-4216-8967-0a33324a90fb', 'route': ['p2', 'e6', 'i7', 'x3', 'p1', 'c1']}
1769733356.9461253,RECEIVED,0f0c7548-bb13-4cf0-8022-e2a681746922,ef375af5-daa9-4651-927c-97890fb5ae00,c1,c2,27,p2,?,surb={'id': '3f39daa0-cb40-40cc-b70a-cbe9c8434981', 'route': ['p2', 'e1', 'i1', 'x6', 'p1', 'c1']}
1769733356.9800556,RECEIVED,3f94984f-7561-4a85-b913-b145ff85a525,ef375af5-daa9-4651-927c-97890fb5ae00,c1,c2,27,p2,?,surb={'id': '3f39daa0-cb40-40cc-b70a-cbe9c8434981', 'route': ['p2', 'e1', 'i1', 'x6', 'p1', 'c1']}
1769733357.9092472,SENT,40432088-eddd-4572-910f-b812930004fd,b9602f37-275c-42cf-9499-92fd1a0d8006,c2,c4,3369,?,p2,
1769733357.909367,CREATED,07acc3e5-d9b8-4b6f-b6c2-a24d5bf73f1a,78919848-dd89-4cd3-8b58-33550712089f,c2,c4,26,?,?,surb={'id': 'e638554f-2042-4093-a8d0-2c8bfa722923', 'route': ['p1', 'e5', 'i2', 'x4', 'p2', 'c2']}
1769733358.2174463,SENT,7f0c2832-e4ec-42c4-958a-11243404e315,5ac0102c-3b51-48cc-8fb6-0fbffbdd79d7,c2,c4,3377,?,p2,
1769733358.2175713,CREATED,53e3f4e3-d7b0-4f0a-bfd0-61a9c3e96dad,e709c17b-3ee5-4bd2-b767-18c34b776f16,c2,c4,27,?,?,surb={'id': '6ab03dc6-3492-406a-ab85-51d9d7576a77', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769733358.2420673,SENT,9214f3f2-5c75-47c5-a0a9-81689da8e154,3958d4a8-5148-4140-a902-58d92c1b7a2d,c2,c4,3392,?,p2,
1769733358.2421818,CREATED,dc854656-b760-42ec-b6d8-993ac2305102,e709c17b-3ee5-4bd2-b767-18c34b776f16,c2,c4,27,?,?,surb={'id': '6ab03dc6-3492-406a-ab85-51d9d7576a77', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769733358.2752492,RECEIVED,8d992633-df81-48a2-886f-014bfe4d4c1d,6b247c77-d766-4233-9ab5-7dc095cc892f,c1,c2,27,p2,?,surb={'id': 'b9cd6614-e531-4fef-8738-fd5158defdeb', 'route': ['p2', 'e7', 'i4', 'x4', 'p1', 'c1']}
1769733358.3547745,RECEIVED,76edcdf1-4328-4721-b341-02cb352dbda2,bdc12aba-ef9c-45b3-ab42-6e6c9e4a3775,c1,c2,26,p2,?,surb={'id': 'eccb914e-aa33-47ae-b822-89e07b1481d7', 'route': ['p2', 'e11', 'i7', 'x9', 'p1', 'c1']}
1769733358.5222967,SENT,5f2653e5-8205-4aed-b2f3-ed733817bc52,d3973838-32fc-4c61-aa92-2bb2a2e521e3,c2,c4,3391,?,p2,
