timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769497547.207846,SENT,058031c3-b9a0-479e-951c-5ab664b4e831,8c0daf87-70f4-4c20-a393-6af38a0b261f,c1,DROP,2034,?,p1,
1769497547.2079816,CREATED,03f35d02-a2c5-4409-a5f5-3020ad39bd99,27884b64-717c-4e93-98c5-3e80753e4fdb,c1,DROP,27,?,?,
1769497547.5570304,SENT,efca77ef-96b6-4355-8447-c7ea41f7e7d1,5712a4b5-ddf2-4a61-bd53-cd7afe755e87,c1,c5,3395,?,p1,
1769497547.557214,CREATED,ef3761c7-bf33-4f7f-84b4-fcd3bf5a661d,74e97c79-8de3-4b42-ab9a-a14454e3133c,c1,c5,27,?,?,surb={'id': '32e9b7fd-31d8-4479-bfae-73d20e99c77c', 'route': ['p2', 'e11', 'i6', 'x5', 'p1', 'c1']}
1769497547.9535828,SENT,13c8441f-b530-4c5f-9246-f6135c8bfb2c,3b972440-bd26-49c5-9263-01d5fdfd6eb2,c1,c5,3379,?,p1,
1769497547.9537365,CREATED,5a0e423f-4283-40a3-b26e-811f06d5d3ee,74e97c79-8de3-4b42-ab9a-a14454e3133c,c1,c5,27,?,?,surb={'id': '32e9b7fd-31d8-4479-bfae-73d20e99c77c', 'route': ['p2', 'e11', 'i6', 'x5', 'p1', 'c1']}
1769497548.0088062,SENT,b7558811-7a01-4704-acc9-08ac14b1196e,1f0b65fd-4c23-4516-b832-075129da518c,c1,c5,3388,?,p1,
1769497548.008956,CREATED,d074dfcf-ef61-4853-93fa-ddfeb31a2dab,06c721a9-3a72-4bc9-92dc-4c99dd835b9b,c1,c5,26,?,?,surb={'id': 'fdbdc6ce-1503-4173-8dd4-6311b6f4ff61', 'route': ['p2', 'e3', 'i10', 'x4', 'p1', 'c1']}
1769497548.1517532,SENT,3d44cbcc-aa5e-43e5-8d94-395006ed320b,6657546a-9b78-466b-bd0a-76a93abac952,c1,c5,3357,?,p1,
1769497548.1518867,CREATED,07ba8f25-c37f-453d-8de8-b87cc6ba32de,06c721a9-3a72-4bc9-92dc-4c99dd835b9b,c1,c5,26,?,?,surb={'id': 'fdbdc6ce-1503-4173-8dd4-6311b6f4ff61', 'route': ['p2', 'e3', 'i10', 'x4', 'p1', 'c1']}
1769497548.457154,SENT,aaf65ad7-b7f1-4a96-800d-6141dc31cfc2,28fc1433-7282-41dc-a60e-8e549538088d,c1,DROP,2016,?,p1,
1769497548.4572728,CREATED,3a49c421-014a-4151-9406-2866c2e22dbc,7830721e-fe9e-4f68-9239-43a6dee93b72,c1,DROP,27,?,?,
1769497548.4806936,SENT,fa0f9757-5a58-4322-8e79-7ae412f90106,4395a228-0cb8-4565-a229-97933b821b1c,c1,DROP,2041,?,p1,
1769497548.480833,CREATED,67ad994d-4870-4758-8c0a-38042e5cdfc7,9b96c6bd-251a-412c-9932-8a3344f5b20f,c1,DROP,26,?,?,
1769497548.7535455,RECEIVED,b63789b4-c579-4d9d-b7d7-0cc3a8194818,4e024b63-186a-49b2-96ae-21ed68b6f4b2,c2,c1,27,p1,?,surb={'id': 'd991c29d-138f-4835-bcad-8268526c462d', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769497548.767185,SENT,84ca3bf4-3d78-404b-b0f3-29baf0d31676,e1832538-40e6-4121-a827-1dccebaeb020,c1,DROP,2021,?,p1,
1769497548.7673166,CREATED,98ff1d6a-62e6-455b-9000-4b25128f040a,bdae6377-b4df-4a6f-8fef-c06807ced4a4,c1,DROP,27,?,?,
1769497549.5806212,SENT,41694524-8e95-4890-9561-6e3e3e5e4bb6,0612a586-617f-4eb0-a59e-2deffeceb910,c1,DROP,2023,?,p1,
1769497549.5807397,CREATED,09e58f1e-7f24-4dcc-8c50-f8e44ba3764d,003c983b-5c25-4898-adff-7f5ad2c3748c,c1,DROP,27,?,?,
1769497550.368488,RECEIVED,c8ec58ee-6f1f-4b3a-b31e-a147c7a811c4,110636de-6ff0-4a86-b612-7818700cf933,c2,c1,27,p1,?,surb={'id': 'cfe04508-09e2-4b5a-ab28-7a4484afc90b', 'route': ['p1', 'e7', 'i5', 'x3', 'p2', 'c2']}
1769497550.4452045,RECEIVED,e44a914e-377b-437d-b868-ac1ce231bc7c,4869998b-9256-43a1-b61c-ac3efc5074c5,c2,c1,27,p1,?,surb={'id': '7eea5968-a43e-4fda-9310-9d10e1b1e34d', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c2']}
1769497550.5428655,RECEIVED,a66c7c37-cc4b-452d-a5c6-0dbbd04cbd1b,4869998b-9256-43a1-b61c-ac3efc5074c5,c2,c1,27,p1,?,surb={'id': '7eea5968-a43e-4fda-9310-9d10e1b1e34d', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c2']}
1769497550.6479099,SENT,27879155-70e7-48af-9b03-1f2679b14d22,0f667721-0e45-4ddc-87a2-dc8e8035a533,c1,c5,3359,?,p1,
1769497550.648102,CREATED,c44bc707-8d56-4f4c-8e1a-f8eb4f63d1eb,ed28c7fd-c22a-491c-a2d5-f70314c339c7,c1,c5,27,?,?,surb={'id': '201ad097-963e-4d4e-9225-485acf9ac6ef', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769497550.750642,SENT,1476eba0-2b99-4220-9131-ca88e6d924be,83cf6aa6-4adb-4f8b-95b5-c221d0ca17c8,c1,c5,3408,?,p1,
1769497550.7508206,CREATED,0ae8a6ec-ea8a-45f5-8461-0671fcb29f06,ed28c7fd-c22a-491c-a2d5-f70314c339c7,c1,c5,27,?,?,surb={'id': '201ad097-963e-4d4e-9225-485acf9ac6ef', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769497551.3235264,SENT,3c4d656c-ef91-43a2-8aaf-307df59d936c,f9b1234a-99ba-40a8-9f58-ae8a2f81789d,c1,c5,3396,?,p1,
1769497551.3237157,CREATED,6e338cfb-3e81-4044-a486-093fe4a36a1c,43f3dcbf-bed7-4496-a812-9fb0834a93af,c1,c5,27,?,?,surb={'id': 'e0b65b28-e400-456f-a84e-eef9efba13e1', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c1']}
1769497551.5433934,RECEIVED,14c2beb5-c085-4c92-ab1c-e16628f56fca,4e024b63-186a-49b2-96ae-21ed68b6f4b2,c2,c1,27,p1,?,surb={'id': 'd991c29d-138f-4835-bcad-8268526c462d', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769497551.6399844,SENT,a6ecda2c-b684-49d7-ae22-440b89d0eb19,9295898c-f9ca-41e7-9524-22f5b8196c41,c1,c5,3388,?,p1,
1769497551.6401696,CREATED,cbba646f-43cf-40d8-9c18-69042ca7ca7b,43f3dcbf-bed7-4496-a812-9fb0834a93af,c1,c5,27,?,?,surb={'id': 'e0b65b28-e400-456f-a84e-eef9efba13e1', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c1']}
1769497552.854923,SENT,ba2ef866-9c84-48ce-b00d-65bf17be8e50,6fec1307-1b90-4078-9f8b-b3d7df321381,c1,c5,3384,?,p1,
1769497552.8551078,CREATED,652ee4b8-2c11-48fd-a43b-9a4aa2fd0c6b,3b0c860c-b584-433c-8a64-a3c1e9c8c89e,c1,c5,27,?,?,surb={'id': 'c4f56ed5-d954-46a6-9a2b-717932d4afce', 'route': ['p2', 'e4', 'i1', 'x9', 'p1', 'c1']}
1769497553.0395944,SENT,0a8aaee3-917b-4c1b-932e-2b2a7ad8d04d,fd1877a4-20f6-4412-b024-ba5c856f4bbd,c1,c5,3371,?,p1,
1769497553.0397484,CREATED,f967773e-d86d-43bd-8659-f459e1659425,3b0c860c-b584-433c-8a64-a3c1e9c8c89e,c1,c5,27,?,?,surb={'id': 'c4f56ed5-d954-46a6-9a2b-717932d4afce', 'route': ['p2', 'e4', 'i1', 'x9', 'p1', 'c1']}
1769497553.3690948,SENT,4e344308-97d5-42b4-a9e1-0bef598b1ce2,17229744-0050-41c5-8b89-e7b519131f24,c1,c5,3401,?,p1,
