timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769497547.3017447,SENT,07e3b6a2-821d-4ac4-94b8-e136c11d1bb8,03b4fb2c-a8c8-4466-8873-9afe256b9b08,c2,c1,3396,?,p2,
1769497547.3019025,CREATED,b63789b4-c579-4d9d-b7d7-0cc3a8194818,4e024b63-186a-49b2-96ae-21ed68b6f4b2,c2,c1,27,?,?,surb={'id': 'd991c29d-138f-4835-bcad-8268526c462d', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769498091.7409365,CREATED,d81c06c3-c3e7-48e8-8e6b-dd3915d2551a,c5c7ec1f-b097-45d1-8a38-347060c5ee0b,c2,c1,27,?,?,surb={'id': 'eac1600f-9460-4ac2-8014-a91a31af4158', 'route': ['p1', 'e7', 'i1', 'x7', 'p2', 'c2']}
1769498091.8458886,SENT,d3faf89a-1c56-4c3a-8670-77f9f60883ad,33d5c801-818d-4685-a8dc-a67c481c151c,c2,c1,3395,?,p2,
1769498091.8459907,CREATED,26792259-e24e-40a9-a104-59e8aaa1ff16,98c504cc-8bc5-4da3-84e7-baa08df16150,c2,c1,27,?,?,surb={'id': '6f8649b8-1c6d-4cb8-bee9-f423cbbebc58', 'route': ['p1', 'e11', 'i12', 'x2', 'p2', 'c2']}
1769498092.1869879,RECEIVED,16cda7bc-daa4-4306-a498-00cc23c6323e,7560e62d-f499-4b4e-a951-0ff4cb098f40,c5,c2,26,p2,?,surb={'id': '792c43ea-857b-42d6-9023-4bfec446ce79', 'route': ['p2', 'e11', 'i10', 'x1', 'p2', 'c5']}
1769498092.4004946,SENT,e15ba98a-79ca-4158-80aa-1dc73e94d883,54b828e2-6381-431f-9cba-99aba3bfafcc,c2,c1,3383,?,p2,
1769498092.4006474,CREATED,8961b9b5-0859-4c94-afb4-896eb44ccf18,98c504cc-8bc5-4da3-84e7-baa08df16150,c2,c1,27,?,?,surb={'id': '6f8649b8-1c6d-4cb8-bee9-f423cbbebc58', 'route': ['p1', 'e11', 'i12', 'x2', 'p2', 'c2']}
1769498092.4777029,RECEIVED,3bb9ff0c-3ed4-4fc8-a805-8a7bdac1ffd2,e10433e5-fa38-4ce4-bece-bbc882313c28,c5,c2,27,p2,?,surb={'id': '4bcdad78-4e63-45fc-a5be-195c89e4fe7d', 'route': ['p2', 'e7', 'i4', 'x6', 'p2', 'c5']}
1769498092.5863914,RECEIVED,faf91707-8b6a-4332-aaa5-074e43c1c54d,752d9218-31ce-4c78-8a73-6ed14162219c,c5,c2,26,p2,?,surb={'id': 'af9e1320-26f8-40e7-824c-2ff3d9c4ebdf', 'route': ['p2', 'e10', 'i5', 'x12', 'p2', 'c5']}
1769498092.7016716,SENT,617c4075-4015-4722-a315-49b7b8ebe7c1,bc948e4f-093a-4d19-99e2-1d2508168e1d,c2,c1,3375,?,p2,
1769498092.7018194,CREATED,c767db99-22ba-41ce-bcb4-b1fd117c0f6f,3cf25068-cd46-4145-93ad-d00821b8b27f,c2,c1,27,?,?,surb={'id': 'f8d6fbc7-8de2-4dc6-8de1-cfe601eef7fd', 'route': ['p1', 'e6', 'i2', 'x11', 'p2', 'c2']}
1769498092.9807322,SENT,14088b9d-ba33-4700-af15-d430b9b84654,0ffaf47e-d417-4d9a-ab77-bb35b38347ea,c2,c1,3400,?,p2,
1769498092.9808805,CREATED,f77571fd-e3e1-416e-ab75-2ed8139d1061,3cf25068-cd46-4145-93ad-d00821b8b27f,c2,c1,27,?,?,surb={'id': 'f8d6fbc7-8de2-4dc6-8de1-cfe601eef7fd', 'route': ['p1', 'e6', 'i2', 'x11', 'p2', 'c2']}
1769498093.24315,SENT,d2b27d3f-6610-4987-9fb5-a1c22c0d962f,118b7085-504c-41fd-bf39-96b67cfccb82,c2,c1,3372,?,p2,
1769498093.2432086,CREATED,d3e5be06-4905-40dd-a225-5961e4a70eaa,48264c4b-ac46-459d-9266-5c687f0c5ddf,c2,c1,27,?,?,surb={'id': '784358f4-2630-4811-abab-b899df0977d0', 'route': ['p1', 'e7', 'i4', 'x4', 'p2', 'c2']}
1769498093.3774872,SENT,181f05c7-b400-4cd6-af8b-35f5bdc07ec4,1b49bfbd-800b-48c7-b5eb-49b6f633c017,c2,c1,3367,?,p2,
1769498093.3776338,CREATED,1325a736-8ebd-4755-8f8b-80cbd7ab81f4,48264c4b-ac46-459d-9266-5c687f0c5ddf,c2,c1,27,?,?,surb={'id': '784358f4-2630-4811-abab-b899df0977d0', 'route': ['p1', 'e7', 'i4', 'x4', 'p2', 'c2']}
1769498093.4321373,SENT,18954ee0-415b-4626-89ad-654a6f98c86a,bd70090b-426d-4add-8ec6-2a64f2751d79,c2,c1,3392,?,p2,
1769498093.432295,CREATED,07e00be5-862c-4fc1-8a70-7d8428a2c668,58109b40-c996-48cf-87d1-9050e6c619ca,c2,c1,27,?,?,surb={'id': 'a467d942-7258-4d96-85eb-eda4cc053cc5', 'route': ['p1', 'e11', 'i4', 'x2', 'p2', 'c2']}
1769498093.535882,SENT,dcfb57c0-6de0-4941-be74-abb2adfc0bcd,d4e9adee-0f64-411a-a9ef-7598fbe7678b,c2,c1,3375,?,p2,
1769498093.536036,CREATED,742c4d0a-555a-45dd-b939-350d06253d13,58109b40-c996-48cf-87d1-9050e6c619ca,c2,c1,27,?,?,surb={'id': 'a467d942-7258-4d96-85eb-eda4cc053cc5', 'route': ['p1', 'e11', 'i4', 'x2', 'p2', 'c2']}
1769498093.6787243,RECEIVED,f45fcadb-1e65-414a-8fb2-9851191e5db0,1aeaa3f9-9539-4d77-a063-568bb8a6d796,c5,c2,27,p2,?,surb={'id': '6bc61bb8-9b85-46a8-9d22-4dc4fc39cce6', 'route': ['p2', 'e11', 'i10', 'x1', 'p2', 'c5']}
1769498093.7984824,SENT,9c133fea-e95c-4ffd-9c67-396ffa3f0433,9b462703-840a-476c-afe1-d3847f0457e4,c2,c1,3359,?,p2,
1769498093.7986324,CREATED,0b246c84-6940-4192-b6b2-f3e4dcf785ff,b8d3cd74-6b68-4576-88e0-6b67dd266f91,c2,c1,27,?,?,surb={'id': 'ea3f15f0-96de-4ee0-bf6e-0ca9d3d12bb0', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c2']}
1769498093.8884263,RECEIVED,f291238a-bacc-448d-afb2-ee5b0239200b,08afe24c-81d1-4fed-9f32-799e8dd1180d,c5,c2,27,p2,?,surb={'id': '6aa66a49-644d-471f-b88c-c77607ddcbad', 'route': ['p2', 'e10', 'i5', 'x12', 'p2', 'c5']}
1769498093.8902693,SENT,f0754a2f-38eb-4f05-ab52-e1965d463634,7466820b-4329-4e7d-bdbe-9e520c46b95c,c2,c1,3358,?,p2,
1769498093.8904128,CREATED,60f7c6c4-2333-4524-9646-ba320893784f,b8d3cd74-6b68-4576-88e0-6b67dd266f91,c2,c1,27,?,?,surb={'id': 'ea3f15f0-96de-4ee0-bf6e-0ca9d3d12bb0', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c2']}
1769498093.998337,RECEIVED,276c8cd4-4d03-40b8-a311-6becc88a9bb4,2203964c-40cc-4d47-8191-111c105b8afe,c5,c2,27,p2,?,surb={'id': 'fc90b7ae-6217-42be-98ea-8af2070d0b5c', 'route': ['p2', 'e11', 'i6', 'x11', 'p2', 'c5']}
1769498094.0051718,RECEIVED,4170dd27-371c-48d2-a715-547d9937c3d4,03010e40-0ac0-4fde-8790-061875fb6f69,c5,c2,27,p2,?,surb={'id': '311ffba2-a707-4718-8e6b-a07e1e5a2192', 'route': ['p2', 'e5', 'i7', 'x7', 'p2', 'c5']}
1769498094.1336908,RECEIVED,36546ff8-6043-4331-b959-b32162675159,f59a4cbf-f192-4c20-9482-df8603b72794,c5,c2,27,p2,?,surb={'id': 'eb5f4324-e03d-4c6f-9495-66ee20d591f8', 'route': ['p2', 'e6', 'i11', 'x1', 'p2', 'c5']}
1769498094.2241535,RECEIVED,62aa01f7-20c1-4f47-b647-63de2898ca17,2203964c-40cc-4d47-8191-111c105b8afe,c5,c2,27,p2,?,surb={'id': 'fc90b7ae-6217-42be-98ea-8af2070d0b5c', 'route': ['p2', 'e11', 'i6', 'x11', 'p2', 'c5']}
1769498094.551687,SENT,431607fb-caf6-405c-862b-3ca9396eeffc,42088ae8-9ec1-434e-b454-e06e23e6d60e,c2,c1,3383,?,p2,
1769498094.551841,CREATED,0af0bd3c-9fdb-4f39-bc33-5f75bea31928,6a28e410-f88b-4786-88d0-7401007d5bd8,c2,c1,27,?,?,surb={'id': '57a6fb6f-12ce-4a34-8a5f-f5e36fd059b7', 'route': ['p1', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769498095.1086278,RECEIVED,95f958f9-66f9-42ae-8beb-d9acd0b090c9,61a72700-d04d-45de-8b7f-ed6c8b63dc69,c5,c2,27,p2,?,surb={'id': 'a638359b-16d7-4aa9-8b69-d7f0fd082ae2', 'route': ['p2', 'e8', 'i1', 'x2', 'p2', 'c5']}
1769498095.2635787,SENT,90022468-14f2-437a-99fa-f5c7dab98edb,3fc23a52-43a1-4597-aab3-69df65a6e6b1,c2,c1,3374,?,p2,
1769498095.263725,CREATED,3171935d-48ed-47a9-9aad-a27fbea7b3d7,6a28e410-f88b-4786-88d0-7401007d5bd8,c2,c1,27,?,?,surb={'id': '57a6fb6f-12ce-4a34-8a5f-f5e36fd059b7', 'route': ['p1', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769498095.3455002,SENT,e12de3c0-4a4d-4a3f-9a17-e5feea79a506,5a9dce2e-22c6-445b-bc97-f657c5c6ecd4,c2,c1,3388,?,p2,
1769498095.345655,CREATED,2af5c623-ad3f-42bd-81f1-6654f7407480,3121a933-8a32-4a26-b04b-58443c43e8de,c2,c1,26,?,?,surb={'id': '8b461507-5c63-4567-a280-cfab3dc941c1', 'route': ['p1', 'e2', 'i3', 'x9', 'p2', 'c2']}
1769498095.496962,SENT,850a4584-9dca-466e-b8db-c7e9404252f5,13a444b3-06e3-4437-8f11-bf9905fe1f84,c2,c1,3366,?,p2,
1769498095.4972923,CREATED,adddc4be-ab4f-40db-8034-b9460fb4e158,3121a933-8a32-4a26-b04b-58443c43e8de,c2,c1,26,?,?,surb={'id': '8b461507-5c63-4567-a280-cfab3dc941c1', 'route': ['p1', 'e2', 'i3', 'x9', 'p2', 'c2']}
1769498095.5325267,RECEIVED,046cd73c-3d86-4704-9c48-71d0393c538f,e10433e5-fa38-4ce4-bece-bbc882313c28,c5,c2,27,p2,?,surb={'id': '4bcdad78-4e63-45fc-a5be-195c89e4fe7d', 'route': ['p2', 'e7', 'i4', 'x6', 'p2', 'c5']}
1769498096.2468328,SENT,6f112fc8-cd9c-4972-9f0d-81547daafc9b,005d2eed-dbbe-43e7-a3c7-60d0f0a49306,c2,c1,3395,?,p2,
1769498096.2469115,CREATED,de46ecbd-df62-45e3-94a1-9ba09be9a6aa,3b33855b-c60f-44ec-876a-25dc19dd1f5f,c2,c1,27,?,?,surb={'id': 'fa346afd-1632-488e-b47c-def2e51aea9c', 'route': ['p1', 'e12', 'i10', 'x2', 'p2', 'c2']}
1769498096.4878147,RECEIVED,0ac319f2-86f5-403b-adc1-56bed5964656,84d516bf-be5a-433a-8230-2eccb45079b3,c5,c2,25,p2,?,surb={'id': 'c38fab4c-fe59-4a8f-94e6-713227684851', 'route': ['p2', 'e12', 'i5', 'x10', 'p2', 'c5']}
1769498096.6187305,RECEIVED,e217d846-66a9-480b-879c-982a0affe9cd,08afe24c-81d1-4fed-9f32-799e8dd1180d,c5,c2,27,p2,?,surb={'id': '6aa66a49-644d-471f-b88c-c77607ddcbad', 'route': ['p2', 'e10', 'i5', 'x12', 'p2', 'c5']}
1769498096.9335542,SENT,54ff4f81-343d-4fa0-b457-522e2d0851e8,de50eaa4-6e2d-44b5-9943-68cc65bbbcc9,c2,c1,3391,?,p2,
1769498096.933708,CREATED,520c5cc1-fcc1-4940-98a2-8537351a8f51,3b33855b-c60f-44ec-876a-25dc19dd1f5f,c2,c1,27,?,?,surb={'id': 'fa346afd-1632-488e-b47c-def2e51aea9c', 'route': ['p1', 'e12', 'i10', 'x2', 'p2', 'c2']}
1769498097.4683528,RECEIVED,841afa26-4d1b-441e-aba7-fb7145df5d45,451fc775-360e-43f4-a427-c7eba8a6f7d0,c5,c2,27,p2,?,surb={'id': '2af381ca-793a-4f3f-a601-f19dac0b84ab', 'route': ['p2', 'e4', 'i9', 'x3', 'p2', 'c5']}
1769498097.6180408,RECEIVED,8a66e758-3e78-4695-9439-f1f9b2589e14,8e0a4335-47bf-496e-823b-e804edbc4cb0,c5,c2,27,p2,?,surb={'id': '95be5bad-390d-4236-b39e-b63df7002660', 'route': ['p2', 'e8', 'i1', 'x12', 'p2', 'c5']}
1769498097.796817,SENT,461bc118-08fa-4fe1-bc1e-99965ac8a8ab,cbd9d2f7-ee14-42ed-8443-77d38e12b737,c2,c1,3396,?,p2,
1769498097.7969654,CREATED,d41f62b8-ec08-43a9-9b39-bf24057713fa,b48e181d-995f-4186-bb37-cbc674620b01,c2,c1,27,?,?,surb={'id': 'd2286263-6dec-4ed8-8949-c0c79dff1569', 'route': ['p1', 'e11', 'i11', 'x10', 'p2', 'c2']}
1769498098.1492937,SENT,514f33ba-2bdc-4e5f-9201-73b01925d1a9,b2dc0a9f-411b-4f97-a2f1-e76ce4860343,c2,c1,3387,?,p2,
1769498098.1493986,CREATED,c68a0606-bba5-4560-a72b-95ac90511571,b48e181d-995f-4186-bb37-cbc674620b01,c2,c1,27,?,?,surb={'id': 'd2286263-6dec-4ed8-8949-c0c79dff1569', 'route': ['p1', 'e11', 'i11', 'x10', 'p2', 'c2']}
1769498098.2366881,RECEIVED,3106aaba-74dc-4207-9df6-4e57a554282f,84d516bf-be5a-433a-8230-2eccb45079b3,c5,c2,25,p2,?,surb={'id': 'c38fab4c-fe59-4a8f-94e6-713227684851', 'route': ['p2', 'e12', 'i5', 'x10', 'p2', 'c5']}
1769498098.3039398,SENT,c2689c69-22ad-4ea4-8fb3-7cfe7c8496fc,91a4f569-886b-4101-bc8c-87d2a3f3ddde,c2,c1,3396,?,p2,
1769498098.30407,CREATED,0f5d8795-9861-4e3a-acb1-27d3bdb4c625,08c637bf-e26a-43a9-ac56-b6904ed62699,c2,c1,27,?,?,surb={'id': '837f40ca-3bcd-40cc-9c32-4afefbcb653e', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c2']}
1769498098.366338,SENT,eea089e2-c5b4-48ff-a46a-bf19eef43dea,c64fa89a-b650-4fa0-808e-f97e04675097,c2,c1,3359,?,p2,
1769498098.3664422,CREATED,9f47f6e4-5e83-4f4a-b139-64a8d56ba537,08c637bf-e26a-43a9-ac56-b6904ed62699,c2,c1,27,?,?,surb={'id': '837f40ca-3bcd-40cc-9c32-4afefbcb653e', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c2']}
1769498099.4343767,SENT,5c203651-e88c-4f39-af09-5ecc75b9ef58,3eccd00a-1f50-4f9f-b770-e49ef33d2134,c2,c1,3372,?,p2,
1769498099.4345357,CREATED,40dca533-fb93-4a78-ac7b-6c01e51e4500,4d78089b-49c1-4b7e-af1f-481aba3305a7,c2,c1,25,?,?,surb={'id': '2e591815-1dde-4419-a0ff-8f17fd849f02', 'route': ['p1', 'e11', 'i2', 'x7', 'p2', 'c2']}
1769498099.9814637,RECEIVED,bb37751f-c3ae-407d-968d-6ebace240bf0,c4848f1f-3639-4520-8985-6a9ce0d2c6de,c5,c2,26,p2,?,surb={'id': '992ca645-8ec7-484a-8a18-97237744a1d1', 'route': ['p2', 'e2', 'i11', 'x12', 'p2', 'c5']}
1769498100.106345,RECEIVED,3a213044-7462-4b5e-bcda-ce9582af1215,a74a10cc-666e-464a-a363-0d037fcfc356,c5,c2,27,p2,?,surb={'id': 'cd4c4505-f28d-4dc0-b323-7021740db653', 'route': ['p2', 'e12', 'i12', 'x1', 'p2', 'c5']}
1769498100.178367,SENT,0e7c4ff3-017c-479a-bfc7-ea5a24395357,1f591c46-5a3f-4222-a0de-6904aed60316,c2,c1,3375,?,p2,
1769498100.1785362,CREATED,d98f023c-57be-4f96-b107-875fe43e675c,4d78089b-49c1-4b7e-af1f-481aba3305a7,c2,c1,25,?,?,surb={'id': '2e591815-1dde-4419-a0ff-8f17fd849f02', 'route': ['p1', 'e11', 'i2', 'x7', 'p2', 'c2']}
1769498100.7563198,SENT,88dd0208-310b-420e-94b9-50368bda8ab7,8dc277a3-5e4f-44d1-8b2b-425dec83b25f,c2,c1,3399,?,p2,
1769498100.7565007,CREATED,b87b150e-373b-4ffe-a5e7-8b2ae25804eb,6edd07bf-7206-4cdb-89b7-06157ae33989,c2,c1,26,?,?,surb={'id': 'e746370a-b2e0-413f-b6dc-8196ba26a287', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c2']}
1769498100.787198,SENT,43af61db-b00d-4902-8651-8dafd5903b57,314a15a5-cd88-4663-b734-05d5bb2233cc,c2,c1,3379,?,p2,
1769498100.787394,CREATED,e24a8a3f-255f-475b-8dbc-9359e46ea360,6edd07bf-7206-4cdb-89b7-06157ae33989,c2,c1,26,?,?,surb={'id': 'e746370a-b2e0-413f-b6dc-8196ba26a287', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c2']}
1769498101.0143585,RECEIVED,cdf17a91-1ad0-4243-a1dc-8689c136f23d,d090da5d-be05-4ffc-850a-98927f1bf220,c5,c2,27,p2,?,surb={'id': 'd5f27d6e-f8b6-46ba-bc66-80466bd70b78', 'route': ['p2', 'e4', 'i4', 'x6', 'p2', 'c5']}
1769498101.1167474,RECEIVED,19b1e6d6-5fc0-4656-b0ce-c1941ac494bc,ff1093ea-c914-4043-a99f-d8f983658c56,c5,c2,27,p2,?,surb={'id': '3af5e5c3-0267-4bd2-80aa-19484c7883e1', 'route': ['p2', 'e11', 'i6', 'x1', 'p2', 'c5']}
1769498101.1605375,SENT,e6ec4081-66f2-41de-8546-c3449f2839aa,aacbafd4-a3cc-4696-a764-29783e429b73,c2,c1,3381,?,p2,
1769498101.1606367,CREATED,cd0a7dc9-ed14-4e78-bfc9-fd3bf64b1eab,70aa568a-963e-47a3-9abd-7b32ad4b8774,c2,c1,27,?,?,surb={'id': '78f07cb8-08d3-45cd-8721-9cc0d1466dfa', 'route': ['p1', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769498101.4394734,SENT,d80d2829-ef22-4307-967e-a04ece8cce4c,224e7d73-54cc-4fc4-b72c-f356122dc8bc,c2,c1,3360,?,p2,
1769498101.4396255,CREATED,b1ffeff9-06b0-4b8a-903e-5a4d897d48a8,70aa568a-963e-47a3-9abd-7b32ad4b8774,c2,c1,27,?,?,surb={'id': '78f07cb8-08d3-45cd-8721-9cc0d1466dfa', 'route': ['p1', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769498101.4675548,SENT,af53c5be-41b3-4ba1-8a01-dea350d0ffea,a529d773-e053-406b-bd17-e642da4d14f6,c2,c1,3392,?,p2,
1769498101.4677052,CREATED,d1dda693-b6db-4ca7-a712-ebb4294c241e,95c68e33-8616-43cf-88d2-892d46f68578,c2,c1,27,?,?,surb={'id': '4a152c79-40ab-4819-93e1-46cf04a8d6c4', 'route': ['p1', 'e5', 'i4', 'x2', 'p2', 'c2']}
1769498101.753745,RECEIVED,8a08abad-8cbe-4484-9faa-1336666739c8,ff1093ea-c914-4043-a99f-d8f983658c56,c5,c2,27,p2,?,surb={'id': '3af5e5c3-0267-4bd2-80aa-19484c7883e1', 'route': ['p2', 'e11', 'i6', 'x1', 'p2', 'c5']}
1769498101.8933287,SENT,cd234e2d-7097-486a-b12d-3e79441de717,d83f48c1-3c9a-4ce0-aeb2-0ea0d5256814,c2,c1,3363,?,p2,
1769498101.8934762,CREATED,24af4648-6e5d-4ed3-8148-ec57b7ba67dc,95c68e33-8616-43cf-88d2-892d46f68578,c2,c1,27,?,?,surb={'id': '4a152c79-40ab-4819-93e1-46cf04a8d6c4', 'route': ['p1', 'e5', 'i4', 'x2', 'p2', 'c2']}
1769498102.177824,SENT,54078aad-c564-4ad4-90af-ca0a80032533,c324ccae-d7fa-416f-956c-c7bbc13ca3ff,c2,c1,3383,?,p2,
1769498102.177975,CREATED,14f7c9d7-d8d9-429c-bb65-cb893ddb92a7,b242507c-796e-4427-abaf-ea9b3c67decc,c2,c1,27,?,?,surb={'id': 'de6a6d5c-5a85-43a2-bf1b-19fd8b0b1f9a', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769498102.2376952,RECEIVED,dbba9008-d1bd-4880-b0cc-72f0fa4d10d2,fda64f1c-af4a-43e2-8911-3c6b6a28f468,c5,c2,26,p2,?,surb={'id': '4a21d49f-830c-4a54-a52b-a7bf9e2f1f31', 'route': ['p2', 'e7', 'i10', 'x3', 'p2', 'c5']}
1769498102.3510182,SENT,75923f37-638a-4868-bb34-f044199fafc3,334d6709-78a9-466a-8f9e-5b7fe2145d63,c2,c1,3388,?,p2,
1769498102.351204,CREATED,3a891799-f05a-4e01-a670-3729462e420a,b242507c-796e-4427-abaf-ea9b3c67decc,c2,c1,27,?,?,surb={'id': 'de6a6d5c-5a85-43a2-bf1b-19fd8b0b1f9a', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769498102.5233212,RECEIVED,5e5fa6db-a6cc-4e19-bc6a-eeeeaf9028b6,d090da5d-be05-4ffc-850a-98927f1bf220,c5,c2,27,p2,?,surb={'id': 'd5f27d6e-f8b6-46ba-bc66-80466bd70b78', 'route': ['p2', 'e4', 'i4', 'x6', 'p2', 'c5']}
1769498102.5918672,RECEIVED,667b357d-9a53-4635-a8b3-abcc1532e99b,f6c34c89-99b4-4274-961e-7bc0dd7ec966,c5,c2,27,p2,?,surb={'id': '9e477a43-a699-4904-acf5-ae80d9450bae', 'route': ['p2', 'e7', 'i11', 'x12', 'p2', 'c5']}
1769498102.6612964,SENT,a8de454a-c972-4d14-bf6e-8374a44e3e05,380117c3-c5f7-477f-936c-2958197bd905,c2,c1,3388,?,p2,
1769498102.661448,CREATED,bf737435-ed0a-4008-9702-0518fc3c9913,380f05c0-8a28-4606-9d4a-86c6cd63fde9,c2,c1,27,?,?,surb={'id': '3a33a9e2-13ed-4c50-970c-f268cc4404bc', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769498102.9807663,RECEIVED,56b90621-acb1-4826-840b-cf984e108e97,2a241535-ddff-4ee1-bae2-add82ddf79cd,c5,c2,26,p2,?,surb={'id': '321b8859-9e3b-4f3e-8dd1-bd1b337aef74', 'route': ['p2', 'e2', 'i7', 'x11', 'p2', 'c5']}
1769498103.4108665,SENT,3a5fe86c-84f4-4897-8a60-8ec1b9fd9410,8d2a08d8-b9e4-414c-9864-aaa56a632e41,c2,c1,3369,?,p2,
1769498103.4110177,CREATED,15461310-361c-4b35-b0e9-b8895bfa19ec,380f05c0-8a28-4606-9d4a-86c6cd63fde9,c2,c1,27,?,?,surb={'id': '3a33a9e2-13ed-4c50-970c-f268cc4404bc', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769498103.5346603,SENT,902f6444-8839-4259-829d-7bf7796b2f2a,06595a96-7a55-4776-8ce3-a7a2e74c986c,c2,c1,3400,?,p2,
1769498103.534813,CREATED,63079a83-1712-4022-9f99-12a35156849c,b07c9fd0-b66d-4795-a8ff-2d50c381c84e,c2,c1,27,?,?,surb={'id': '2e65cc88-4fbd-46be-bf5e-d39bf5833a57', 'route': ['p1', 'e11', 'i2', 'x7', 'p2', 'c2']}
1769498103.785649,SENT,85e31e47-9c8b-42c1-9742-edaca307bf44,1e790d4b-605b-42de-8c84-1b630634e06d,c2,c1,3392,?,p2,
1769498103.7858005,CREATED,7f8d89e5-bd52-4cdc-a17a-2b3e8a3540bb,b07c9fd0-b66d-4795-a8ff-2d50c381c84e,c2,c1,27,?,?,surb={'id': '2e65cc88-4fbd-46be-bf5e-d39bf5833a57', 'route': ['p1', 'e11', 'i2', 'x7', 'p2', 'c2']}
1769498103.8141663,SENT,836508a8-2941-4f7f-8c05-55c096601621,4f368f70-6187-4b38-b050-ba39b95a1d54,c2,c1,3403,?,p2,
1769498103.8143048,CREATED,f7c428ca-fcbf-4f18-a1ee-e856adc17ff5,70230d76-108d-4f43-949d-c85c33dcee71,c2,c1,27,?,?,surb={'id': '7ffd817b-e280-4309-82d7-f3203e4b3f43', 'route': ['p1', 'e3', 'i12', 'x11', 'p2', 'c2']}
1769498103.82211,RECEIVED,dcb8dba4-79d8-494b-9f0d-5a6b1435d147,8e0a4335-47bf-496e-823b-e804edbc4cb0,c5,c2,27,p2,?,surb={'id': '95be5bad-390d-4236-b39e-b63df7002660', 'route': ['p2', 'e8', 'i1', 'x12', 'p2', 'c5']}
1769498104.02986,RECEIVED,22b1ca3f-dc1a-4ee0-85b6-f79ec40d6f94,12df9cbe-6286-4a28-9cd7-8cf098377328,c5,c2,26,p2,?,surb={'id': '40abff99-e17b-4287-be18-dc46bf8168a6', 'route': ['p2', 'e9', 'i9', 'x9', 'p2', 'c5']}
1769498104.0525587,SENT,791abd44-68f5-41cc-b516-4bd080031b53,e0e9b35c-1be9-4d50-bbf0-2a2baa30c50b,c2,c1,3389,?,p2,
1769498104.0526795,CREATED,41f6b40e-d8f4-4276-b9e9-7ee540d48a09,70230d76-108d-4f43-949d-c85c33dcee71,c2,c1,27,?,?,surb={'id': '7ffd817b-e280-4309-82d7-f3203e4b3f43', 'route': ['p1', 'e3', 'i12', 'x11', 'p2', 'c2']}
1769498104.1482215,SENT,0e2447a4-b0b1-4814-a747-abccc368c2d3,51598d7e-dc25-435d-b253-a1ac27d196e1,c2,c1,3360,?,p2,
1769498104.1483774,CREATED,49071843-faae-4129-a656-2d69d6325200,29a19828-64f9-43cb-b35a-34477b8cdaec,c2,c1,27,?,?,surb={'id': 'b878c9d7-c0f1-472b-bb3e-30b18add2a41', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c2']}
1769498104.3422282,RECEIVED,b435c50a-34a8-40ee-83f0-678cb949d9f9,be86fdc6-f4c1-4af6-83cc-e4d9e6f1955a,c5,c2,27,p2,?,surb={'id': '3ba0ce47-1fa6-4b5b-9d5c-139b589146d8', 'route': ['p2', 'e11', 'i8', 'x11', 'p2', 'c5']}
1769498104.3491979,SENT,7b3d9da8-247c-4141-b060-9bd49c00fcba,a7abec90-7530-49bc-9716-e3eed58f0842,c2,c1,3381,?,p2,
1769498104.3496888,CREATED,c77e7b1e-7ee9-44da-a33e-5536ca61d157,29a19828-64f9-43cb-b35a-34477b8cdaec,c2,c1,27,?,?,surb={'id': 'b878c9d7-c0f1-472b-bb3e-30b18add2a41', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c2']}
1769498104.4964159,RECEIVED,3a68a3d8-9e8c-4cd4-b0c2-bda8de05ec8b,9a507817-f67e-438c-95f8-8c44c5384423,c5,c2,26,p2,?,surb={'id': '4cd22ca5-4b32-4df8-8f58-065fd1d4fdde', 'route': ['p2', 'e5', 'i10', 'x9', 'p2', 'c5']}
1769498104.8570194,RECEIVED,49842414-8d6f-44ca-b48e-c52842f50298,fda64f1c-af4a-43e2-8911-3c6b6a28f468,c5,c2,26,p2,?,surb={'id': '4a21d49f-830c-4a54-a52b-a7bf9e2f1f31', 'route': ['p2', 'e7', 'i10', 'x3', 'p2', 'c5']}
1769498105.004153,SENT,ec5a7ecf-bc0c-4827-a152-eaca98deb354,6bc7c96a-1e50-4abd-a7aa-f4a0d709af13,c2,c1,3371,?,p2,
