timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769497547.8603077,SENT,0ef10396-b944-424f-9a6e-60235e9359a4,73dbaf7a-9669-4435-9784-ac16d63e3e54,c3,DROP,2017,?,p3,
1769497547.860452,CREATED,9cf310f2-87e4-4c2c-b6c8-cb202015e087,d5e2874c-2c17-4f9d-9adb-44324ef8d81a,c3,DROP,25,?,?,
1769497547.876297,SENT,71bf267f-e2e7-4013-b510-86b15899af85,e77451db-a83f-4cbd-a3a5-10ae8b3124c6,c3,DROP,2014,?,p3,
1769497547.8764164,CREATED,738fcde5-a7a5-43e4-9e10-4befc738fcee,f8eeae5e-db65-4742-800e-3bf2eacc733d,c3,DROP,26,?,?,
1769497547.9654098,SENT,3c30346f-9ed4-4690-a75a-3004b098caa1,1cd892cb-028a-4dc8-8a51-7c8c86403dfe,c3,DROP,2019,?,p3,
1769497547.965542,CREATED,048ffa5f-145f-4130-8a1d-c5a1c0200992,6befd324-2071-4a2e-9909-5361d0647ef4,c3,DROP,27,?,?,
1769497548.1065035,SENT,18c96174-d868-4beb-a36a-2132e3832508,2e418017-f9f7-4fb4-a8af-eb7d96a637c4,c3,DROP,2016,?,p3,
1769497548.1066318,CREATED,7efa3a10-3423-402a-a9e5-71ac4487165b,06323912-33b3-41db-bed9-e98ae87d9801,c3,DROP,27,?,?,
1769497548.3662968,SENT,05b5814f-97a7-4aa8-9f6c-0b4b6e219e4c,6b8da231-8d15-4888-ae09-ad5888392ec0,c3,DROP,2018,?,p3,
1769497548.3664298,CREATED,79e3f970-5303-4162-9643-119b844bff1d,a9aea343-5251-45e6-9bb6-995ca7446a2b,c3,DROP,27,?,?,
1769497548.401516,SENT,76525270-4ad8-4d3d-863d-2468f739cc5e,bc3c4036-5c92-43ee-8bf7-8c138ba1ea2c,c3,DROP,2024,?,p3,
1769497548.4019036,CREATED,488f2b29-fcab-47b4-a9a5-9f08b091fed9,cfda1d97-13bd-401b-85b0-9f6a44412684,c3,DROP,27,?,?,
1769497548.4703014,SENT,430671f3-55fd-4b2d-80d3-6a7ddb41dcd4,0964fa99-960f-4ea7-a9fb-70c50e6c8c72,c3,c4,3375,?,p3,
1769497548.4704394,CREATED,ff1fe58e-ec42-4462-bf39-392096349f09,f6021c46-5aad-4854-aab6-098845f7c188,c3,c4,26,?,?,surb={'id': '399b4aea-20a2-4ba4-add9-0395f5029893', 'route': ['p1', 'e2', 'i9', 'x7', 'p3', 'c3']}
1769497549.2444854,SENT,b5b29e6e-2c85-434a-8153-fb67fd4c4400,ab62aecd-b813-4f41-8c6e-41e203dce4f9,c3,c4,3376,?,p3,
1769497549.2446072,CREATED,663828d0-d915-4c35-999e-cadfcaa0c10f,f6021c46-5aad-4854-aab6-098845f7c188,c3,c4,26,?,?,surb={'id': '399b4aea-20a2-4ba4-add9-0395f5029893', 'route': ['p1', 'e2', 'i9', 'x7', 'p3', 'c3']}
1769497549.4341004,SENT,8ab20144-e6fa-4737-ab26-d6aba9b7d284,849d3395-6a96-4cc7-920d-27a14532966c,c3,c4,3391,?,p3,
1769497549.4342523,CREATED,20ce5c4c-db2d-4cae-9b5a-9563adfbe989,96924ccc-df7c-4435-8fe9-89dbe1508281,c3,c4,27,?,?,surb={'id': 'e51b85c4-e2d7-4fd6-94f8-90bbaefdc0f4', 'route': ['p1', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769497549.8561869,SENT,693a5201-fce5-4169-978e-8dcb23d55f36,87c702fd-3639-4187-8230-56070b1a88eb,c3,c4,3388,?,p3,
1769497549.856329,CREATED,e0e0310d-f0a8-4e76-993a-3dc8081baf83,96924ccc-df7c-4435-8fe9-89dbe1508281,c3,c4,27,?,?,surb={'id': 'e51b85c4-e2d7-4fd6-94f8-90bbaefdc0f4', 'route': ['p1', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769497550.165501,SENT,d2c1bb2f-d2d7-45e6-8d74-3ed0411b87ea,37329ca7-96aa-4228-84f1-57cef9582e9d,c3,c4,3380,?,p3,
1769497550.1656482,CREATED,8076e161-013d-411e-ab21-30193260009d,45c89573-7637-4e82-b325-1505deacec3e,c3,c4,26,?,?,surb={'id': 'c297dd95-cedd-4976-bca3-6c7665f73b6a', 'route': ['p1', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769497550.5613494,RECEIVED,7cc0be7f-aa3c-4280-8d82-caae049c2082,297cb2d0-1070-4b7b-9adf-d5b7f5e8e512,c4,c3,26,p3,?,surb={'id': '72c6bd16-888e-4cf1-992c-6d1250660a60', 'route': ['p3', 'e7', 'i12', 'x10', 'p1', 'c4']}
1769497550.8033879,SENT,4c3057f1-fb05-4d9b-adef-3fe654870ceb,6f16c86e-1edb-4023-a6aa-df468d9b4dc0,c3,c4,3402,?,p3,
1769497550.8035312,CREATED,f00f8d21-dc64-4d65-a03b-923d0e1e869f,45c89573-7637-4e82-b325-1505deacec3e,c3,c4,26,?,?,surb={'id': 'c297dd95-cedd-4976-bca3-6c7665f73b6a', 'route': ['p1', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769497550.9812467,RECEIVED,b85c289d-1834-4a7b-9ead-5aab63f66e39,297cb2d0-1070-4b7b-9adf-d5b7f5e8e512,c4,c3,26,p3,?,surb={'id': '72c6bd16-888e-4cf1-992c-6d1250660a60', 'route': ['p3', 'e7', 'i12', 'x10', 'p1', 'c4']}
1769497551.022798,SENT,38603e3e-2d85-4b3f-b67e-e80bed37fc85,859087e4-4fe0-400a-a79a-cd0167d1e70e,c3,c4,3375,?,p3,
