Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,1.445531155692581,3.6223149408523097,1.9847844463229078
e11,1.5436550672320468,3.4104362485943387,2.050156739811912
e12,1.5304943870530432,3.226761387817428,2.0125733445096397
e1,1.528022772551817,3.2052290027422963,2.028045574057844
e2,1.5145295365647768,3.3821980509676672,2.001669449081803
e3,1.5498016243710215,3.4263080106943367,2.0156378600823044
e4,1.5953839932209894,3.1389203920178423,2.085
e5,1.5923605812056685,3.821850143587011,2.083203732503888
e6,1.3126848332311873,2.6556390622295662,1.8431372549019607
e7,1.6587127583173367,3.217724523007416,2.1270588235294117
e8,1.503436757969992,3.35494989994345,1.9891485809682805
e9,1.560472689253551,3.419032890748409,2.0765511684125704
i10,5.841076862972033,7.743603426843734,39.25417439703154
i11,5.9154242008487214,7.720970060964665,38.61502782931354
i12,5.806320626501659,7.5931933117196895,36.61538461538461
i1,6.223240590172422,7.9364135145609955,47.153918791312556
i2,5.757613875975057,7.966407496101061,41.68571428571428
i3,6.05232608173591,7.81579065717938,43.6930596285435
i4,5.901596340644339,7.893877549927916,44.821114369501466
i5,5.738647656461728,7.701923908054496,37.52279340446169
i6,5.978063481369943,7.906947721831939,45.7487922705314
i7,5.705709402439344,7.5818151983978925,34.843811394891944
i8,6.004228529094099,7.884494313330657,44.45373134328358
i9,6.026398902229992,7.829903891005998,42.982041587901705
p1,8.27344918798874,10.114104918082807,196.970910464677
p2,8.456578320915108,10.135177651699257,201.82993620662828
p3,7.613345500832829,9.205611516742335,114.94051540399147
x10,1.3905149252268023,3.430800365353713,1.8957219251336899
x11,1.4362556718198374,3.1284930703645584,1.931095406360424
x12,1.4894601618515064,3.1966166676282084,1.9836488812392428
x1,1.5099461687927758,3.253287541495295,2.0052631578947366
x2,1.4056532344917783,3.1471914041536992,1.9057301293900184
x3,1.4286436437121859,3.0542606772786467,1.9393090569561158
x4,1.3815701942469356,3.0661513062303762,1.8985374771480805
x5,1.3409246743411802,2.9990795706241746,1.857394366197183
x6,1.5951660275447708,3.0843832483135714,2.0925925925925926
x7,1.4552877542886467,3.0846843331307694,1.9590592334494774
x8,1.4231562542379268,3.082585111829461,1.9334548769371012
x9,1.4768905073619836,3.21830210222649,1.9878682842287696
