timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460534.5939572,SENT,cbc604d7-8aa9-42f0-9b73-65c8dca32ef2,3a8fff3c-6d27-40ff-a17f-05ef3ea02434,c4,DROP,2015,?,p1,
1769460534.5941105,CREATED,5bf6ab3d-960f-438b-b710-4e3eb5d7ec07,d03e8295-42ec-4891-be22-4e175f5e311d,c4,DROP,27,?,?,
1769460534.8120694,SENT,1123a582-5c5b-4050-a4cf-e9968c740e74,6352cfc1-53da-4795-94ba-b8c0d20a31ac,c4,c3,3359,?,p1,
1769460534.8122284,CREATED,09e26d16-94b6-4cbf-b99a-88a5b0b2625a,2b01e981-8f91-4602-80aa-a19f9f4cde19,c4,c3,26,?,?,surb={'id': 'e3d8a850-4d24-4d1d-9db1-06306152c446', 'route': ['p3', 'e8', 'i8', 'x10', 'p1', 'c4']}
1769460536.2138603,SENT,8470b377-8eef-4e86-a26c-b8b49dd5a40e,e7ff8190-9166-4dad-a097-722d803ac5cf,c4,c3,3375,?,p1,
1769460536.2140093,CREATED,f1837785-b2f1-427b-b361-453f7a13fb3e,5295c7fe-4d2f-4a7b-bdb2-25261c95d4a1,c4,c3,27,?,?,surb={'id': '181e3ef1-cef3-4c04-9abf-3c471b2fdab0', 'route': ['p3', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769460536.4996328,SENT,56944b41-4d66-45c9-83ef-9cb0278ee6b2,ad696d26-3989-403a-b88e-6fa9ea88298b,c4,c3,3393,?,p1,
1769460536.49978,CREATED,64438c92-443f-4314-9a66-0c0de117be6f,5295c7fe-4d2f-4a7b-bdb2-25261c95d4a1,c4,c3,27,?,?,surb={'id': '181e3ef1-cef3-4c04-9abf-3c471b2fdab0', 'route': ['p3', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769460536.6250389,SENT,66079431-0e73-4f98-8ef9-cad3f637e72b,06eb8fa2-70b3-42f3-b42a-816d05596f77,c4,c3,3384,?,p1,
1769460536.62523,CREATED,c0036283-decd-4252-b30c-fa32b1147061,bf8b9284-f458-4597-ab33-7ab9d4592da0,c4,c3,27,?,?,surb={'id': 'ee0bb34f-faef-4b69-971e-8f5fd28a8b45', 'route': ['p3', 'e3', 'i9', 'x8', 'p1', 'c4']}
1769460537.0429304,SENT,429e1365-24ca-414a-a75b-998c23794146,541e2d4e-01c0-49f0-b4a6-dc9a28bdf6fd,c4,c3,3368,?,p1,
1769460537.043107,CREATED,984c38cd-c021-4290-b800-23f57d076a00,bf8b9284-f458-4597-ab33-7ab9d4592da0,c4,c3,27,?,?,surb={'id': 'ee0bb34f-faef-4b69-971e-8f5fd28a8b45', 'route': ['p3', 'e3', 'i9', 'x8', 'p1', 'c4']}
1769460538.126541,SENT,c26797a5-a40b-467f-b2b0-089127ad67fe,fae385e9-8ca4-4016-b7b3-67dd71423e84,c4,c3,3371,?,p1,
1769460538.1266792,CREATED,00ff22f1-a85c-4f59-aba5-445c3a414eac,83aa6486-94c6-42a7-ae09-62c333692739,c4,c3,26,?,?,surb={'id': 'd6814a7b-ec6a-43a1-a093-d1f4f51c1676', 'route': ['p3', 'e3', 'i12', 'x1', 'p1', 'c4']}
1769460538.2466974,RECEIVED,55fd01f4-3197-4d8e-93ce-35bcdbd03337,96b53825-9edb-49ad-9f5e-f295e8baa5bc,c2,c4,27,p1,?,surb={'id': 'a9aa8a0c-332e-4ef1-90a0-c5097a91ace6', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769460538.6036658,RECEIVED,8ec3c058-92fb-4f02-8d80-c4a141282ec0,96b53825-9edb-49ad-9f5e-f295e8baa5bc,c2,c4,27,p1,?,surb={'id': 'a9aa8a0c-332e-4ef1-90a0-c5097a91ace6', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769460538.6416538,RECEIVED,fab91598-04e2-48f3-9f4e-bee6f366ac0b,03d08ece-9d3e-47b1-9988-363977fd612a,c2,c4,27,p1,?,surb={'id': '82f4b28c-b71b-4e34-b28b-f64eececdf7e', 'route': ['p1', 'e11', 'i4', 'x10', 'p2', 'c2']}
1769460538.8557308,SENT,2010613a-bcf6-4c23-9754-427fcf5fa80a,3edca7ff-09c8-4077-8535-5fc3ac2eb3a7,c4,c3,3395,?,p1,
1769460538.855864,CREATED,a03c8a66-9260-46e9-8d89-010a448bd178,83aa6486-94c6-42a7-ae09-62c333692739,c4,c3,26,?,?,surb={'id': 'd6814a7b-ec6a-43a1-a093-d1f4f51c1676', 'route': ['p3', 'e3', 'i12', 'x1', 'p1', 'c4']}
1769460539.1663654,SENT,a5675536-8411-44af-b8f8-f06a4cbfa7c5,9db29ebd-c6d1-4673-9841-82aa5674d84f,c4,c3,3364,?,p1,
1769460539.1665015,CREATED,c21122c1-8f1a-414a-bfe7-e51834470c39,45d29670-7023-4251-9b68-247529b625a6,c4,c3,27,?,?,surb={'id': '44dd0eec-5530-4bfc-ac43-16928bb770fd', 'route': ['p3', 'e1', 'i4', 'x3', 'p1', 'c4']}
1769460539.3505502,SENT,0d459818-28de-4c43-bdb9-721ae0a98ac4,64336343-0bc5-49ee-9c1e-9f7f842bbb5c,c4,c3,3388,?,p1,
1769460539.3507333,CREATED,fed76e54-ef5b-44cc-be88-4820e763c5e6,45d29670-7023-4251-9b68-247529b625a6,c4,c3,27,?,?,surb={'id': '44dd0eec-5530-4bfc-ac43-16928bb770fd', 'route': ['p3', 'e1', 'i4', 'x3', 'p1', 'c4']}
1769460539.5332642,SENT,6a7562bb-10cf-4195-9310-978bdfd98994,9ab98c60-d161-41c8-b529-b90fa0e16116,c4,c3,3383,?,p1,
1769460539.533403,CREATED,cca529ea-f312-4fe9-a7fd-11cebb69ef80,50fc5677-481a-4e3b-82b1-94181ba1612f,c4,c3,27,?,?,surb={'id': '08922795-e6ec-424e-8e81-3d008468a697', 'route': ['p3', 'e1', 'i1', 'x3', 'p1', 'c4']}
1769460539.7062514,RECEIVED,2734e7b4-1fd4-49fe-8f79-744edb5f68db,e8f0b63a-a53a-4a26-89c0-d9ef88e200eb,c2,c4,26,p1,?,surb={'id': '56699db9-4fa8-4690-8a72-12a25c5e0ec4', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769460540.0185304,SENT,911d5cca-abfc-4c25-90df-1a75bc041ce8,b49ce947-1fa7-41e7-b7be-bb0f4b0b34a1,c4,c3,3385,?,p1,
1769460540.0187082,CREATED,70f0a149-2694-4d65-a4aa-4e56e91550d0,50fc5677-481a-4e3b-82b1-94181ba1612f,c4,c3,27,?,?,surb={'id': '08922795-e6ec-424e-8e81-3d008468a697', 'route': ['p3', 'e1', 'i1', 'x3', 'p1', 'c4']}
1769460540.1163657,SENT,e598fa5e-4cac-4420-872e-f0a7cbe31107,22e87470-7dd5-4aab-b6a2-5a388c093743,c4,c3,3375,?,p1,
1769460540.1165063,CREATED,a81e8674-900f-4615-b5d7-58f968e8e162,4247df6a-c876-4190-84a9-d4e974d49c4b,c4,c3,27,?,?,surb={'id': '6dabb812-cde9-464a-aab1-e92e5e87a161', 'route': ['p3', 'e12', 'i6', 'x2', 'p1', 'c4']}
1769460540.1533422,SENT,73c45fb3-4adf-4f21-9317-850b31097164,6ecb8cae-7482-4ea6-8276-0886baaca1eb,c4,c3,3375,?,p1,
1769460540.1534913,CREATED,718bb3cb-3cbc-429f-b31c-85f4a656794c,4247df6a-c876-4190-84a9-d4e974d49c4b,c4,c3,27,?,?,surb={'id': '6dabb812-cde9-464a-aab1-e92e5e87a161', 'route': ['p3', 'e12', 'i6', 'x2', 'p1', 'c4']}
1769460540.2569244,SENT,5f8b59cd-3773-4721-9156-a9f2bffa13bf,9f1f0dc1-8597-4eb6-9447-441fe7482b69,c4,c3,3375,?,p1,
1769460540.2570908,CREATED,7657202e-74b6-45fb-b4bc-a8e4dfa80286,aa9a8401-eee1-450a-ad38-6ef2ee5928a5,c4,c3,26,?,?,surb={'id': '319cec09-eca0-448b-9e2e-6e19b11014d6', 'route': ['p3', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769460540.4518805,SENT,f9c696f2-787e-4e47-9f2f-71e5d54a754d,008cc8d4-dcc2-4223-874a-7a6b3ccdf94b,c4,c3,3359,?,p1,
1769460540.4531693,CREATED,d7489542-3109-4a95-b635-2a7cb54c8e10,aa9a8401-eee1-450a-ad38-6ef2ee5928a5,c4,c3,26,?,?,surb={'id': '319cec09-eca0-448b-9e2e-6e19b11014d6', 'route': ['p3', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769460540.4590206,RECEIVED,732adf7a-b8a5-404e-a406-89de4dcf3a26,1399ad1d-4a56-4930-bcb6-066c0d9a0c9a,c2,c4,27,p1,?,surb={'id': '5c614d99-2d61-40a4-ac23-4c3fcc457dfa', 'route': ['p1', 'e2', 'i10', 'x8', 'p2', 'c2']}
1769460540.4825954,RECEIVED,ed457581-75e7-499f-8c58-a667fc1c6a57,ed3aaa07-15a0-439e-a0c2-30314467c2ed,c2,c4,27,p1,?,surb={'id': 'f8c54976-4acd-44c1-b876-c332a8abd08c', 'route': ['p1', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769460540.5119917,RECEIVED,402ab043-c564-4b2c-9e66-76b555993fcc,e8f0b63a-a53a-4a26-89c0-d9ef88e200eb,c2,c4,26,p1,?,surb={'id': '56699db9-4fa8-4690-8a72-12a25c5e0ec4', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769460540.6191254,SENT,b64803fb-6e07-4a54-8e3c-7d08ddc607c4,e06b9730-fbeb-4542-a685-ce8898c351d5,c4,c3,3356,?,p1,
1769460540.6192603,CREATED,1d120e45-0cae-4b08-9067-8047e64504cc,36ab2c3e-d205-468f-9a1f-ad7686ae2fad,c4,c3,26,?,?,surb={'id': '8236e0eb-0cca-4b95-a20c-a9ba4228729f', 'route': ['p3', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769460541.1407664,RECEIVED,16df71ae-a506-466a-bc2b-be624bf663c3,ed3aaa07-15a0-439e-a0c2-30314467c2ed,c2,c4,27,p1,?,surb={'id': 'f8c54976-4acd-44c1-b876-c332a8abd08c', 'route': ['p1', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769460541.3233848,SENT,0b3a7638-61ee-4dfc-9895-e6902163ede2,7f11cb68-cc82-4956-b923-2c0417fa8176,c4,c3,3376,?,p1,
1769460541.3235214,CREATED,9c3ebe86-94c0-4932-8bc1-8a5584c5a675,36ab2c3e-d205-468f-9a1f-ad7686ae2fad,c4,c3,26,?,?,surb={'id': '8236e0eb-0cca-4b95-a20c-a9ba4228729f', 'route': ['p3', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769460541.8631165,RECEIVED,6138cd81-4c8e-4d79-977f-8d0b2401d7d1,03d08ece-9d3e-47b1-9988-363977fd612a,c2,c4,27,p1,?,surb={'id': '82f4b28c-b71b-4e34-b28b-f64eececdf7e', 'route': ['p1', 'e11', 'i4', 'x10', 'p2', 'c2']}
1769460541.9594223,RECEIVED,11b38de3-859a-4343-80b9-a4095012164a,1399ad1d-4a56-4930-bcb6-066c0d9a0c9a,c2,c4,27,p1,?,surb={'id': '5c614d99-2d61-40a4-ac23-4c3fcc457dfa', 'route': ['p1', 'e2', 'i10', 'x8', 'p2', 'c2']}
1769460542.046237,SENT,408540fb-a0af-43e6-b2de-35f477e3074e,a97f8905-dffc-4793-b3c4-9641b580cfab,c4,c3,3375,?,p1,
1769460542.046397,CREATED,30ebb7e2-9e49-4f00-98fd-4a436707bfa4,fa87da2b-5510-44b8-9dd8-0be14a820e88,c4,c3,27,?,?,surb={'id': '2c3031e1-a2b7-4294-9801-7d61ab21c6b5', 'route': ['p3', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769460542.058153,SENT,dd99743b-5dd8-4db7-89cd-c854278c534c,30f52a67-0236-4118-8465-cb4398748402,c4,c3,3391,?,p1,
1769460542.058447,CREATED,09007daa-846b-4c12-bf69-c979145a1ac3,fa87da2b-5510-44b8-9dd8-0be14a820e88,c4,c3,27,?,?,surb={'id': '2c3031e1-a2b7-4294-9801-7d61ab21c6b5', 'route': ['p3', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769460542.4529662,SENT,95c5eafc-cd7d-427f-b4e2-ae590e7c33ec,957774ca-69e6-4aa8-aab7-d2482dd80227,c4,c3,3376,?,p1,
1769460542.4534962,CREATED,0ff1cc05-0f32-4268-a9bb-ac8570d879ae,e460bd70-050b-45ac-a369-f7d2c5965a14,c4,c3,27,?,?,surb={'id': '4225575c-2f94-4c58-ab07-d826aaa35ed9', 'route': ['p3', 'e1', 'i3', 'x4', 'p1', 'c4']}
1769460542.4861672,RECEIVED,87ac4ce9-2b86-46cb-a816-4aef613cb90e,3a367e05-3c8d-48f3-9c76-f6155cba5053,c2,c4,27,p1,?,surb={'id': '8f7edff0-9c3d-4066-8096-63db2db640b7', 'route': ['p1', 'e6', 'i10', 'x1', 'p2', 'c2']}
1769460542.5104744,SENT,7e49f435-1cdb-4bd7-b99c-5bb89788236b,6c179ba7-35d5-48f2-a016-bf27f86a3480,c4,c3,3375,?,p1,
1769460542.5114088,CREATED,46f4aaeb-5d35-403f-abf2-dcb73981f28c,e460bd70-050b-45ac-a369-f7d2c5965a14,c4,c3,27,?,?,surb={'id': '4225575c-2f94-4c58-ab07-d826aaa35ed9', 'route': ['p3', 'e1', 'i3', 'x4', 'p1', 'c4']}
1769460542.7879555,SENT,16423f2c-e7f7-4aea-bd45-98c802c8855e,9ae753dc-3982-4454-9bba-46f2ebe4f7c8,c4,c3,3371,?,p1,
1769460542.7881424,CREATED,91f67644-51a1-4cd6-b8ce-ed42a6e2d245,ed2309e8-f59f-4950-a1a7-0ea38ab72439,c4,c3,26,?,?,surb={'id': '261e39e9-dcc3-428d-8be5-113d1adf95f5', 'route': ['p3', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769460543.0371447,RECEIVED,e77e023d-a6bf-4f56-b362-2f7bfb75c2ec,583be512-57c8-4a4d-b691-6fbc979edbdd,c2,c4,27,p1,?,surb={'id': 'e3a98c0f-602c-42ad-89bf-0f31f95db281', 'route': ['p1', 'e11', 'i2', 'x10', 'p2', 'c2']}
1769460543.1986074,RECEIVED,d112fa8a-3c32-4e0a-a460-e25a7af1baf7,cef8d5d9-1c7b-44d1-ac4a-0f04e369f05b,c2,c4,27,p1,?,surb={'id': '044f5ec9-e042-46f9-ab45-6d1ce9712f07', 'route': ['p1', 'e12', 'i11', 'x10', 'p2', 'c2']}
1769460543.4288375,SENT,1e227bb8-f05f-4055-aae7-def097c4de4a,5f6ab889-8c25-49b5-9a29-bac012ab4e36,c4,c3,3385,?,p1,
1769460543.4289846,CREATED,d1bab585-4ab1-469d-9d6a-6c9567137bbe,ed2309e8-f59f-4950-a1a7-0ea38ab72439,c4,c3,26,?,?,surb={'id': '261e39e9-dcc3-428d-8be5-113d1adf95f5', 'route': ['p3', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769460543.700856,SENT,77b4dff4-57a5-4ab8-af97-d3fa33054be7,9a3f8957-69f2-4995-a1a5-e37a7b1c0fab,c4,c3,3392,?,p1,
1769460543.7010088,CREATED,5770caec-6dba-4f8a-be5e-d28992ee27ed,5b6e74a5-569c-47de-b7d9-290a3c6b2d77,c4,c3,27,?,?,surb={'id': '18e3a02a-78f7-4197-bdec-8f9a08a08442', 'route': ['p3', 'e1', 'i5', 'x7', 'p1', 'c4']}
1769460543.7153175,SENT,485b442c-7853-4ba0-86e9-79a4dd2a70f8,2890d90f-b806-49c6-b365-5cf84bb0fd9f,c4,c3,3380,?,p1,
1769460543.7154713,CREATED,3d23ef13-d20d-461a-a25b-e30c8f33f9b7,5b6e74a5-569c-47de-b7d9-290a3c6b2d77,c4,c3,27,?,?,surb={'id': '18e3a02a-78f7-4197-bdec-8f9a08a08442', 'route': ['p3', 'e1', 'i5', 'x7', 'p1', 'c4']}
1769460543.8953862,SENT,5b0ae2da-289b-49a2-ab86-e4fcba59c032,0cc9d61e-1114-411a-a321-205020e3221a,c4,c3,3387,?,p1,
1769460543.8954732,CREATED,f0f1b510-d484-4c30-8a88-c01517c13500,80556cc3-0f0e-4004-ab1f-2550bc554c19,c4,c3,27,?,?,surb={'id': '8b12f1d0-126e-4000-a72d-8562bae6cf2a', 'route': ['p3', 'e9', 'i12', 'x9', 'p1', 'c4']}
1769460544.3018067,RECEIVED,9bbebd47-9162-4b44-b50f-c9b524131fd7,62dda991-713e-4399-9900-9144367a7cda,c2,c4,27,p1,?,surb={'id': '565eb12c-abd1-4425-aa02-fbfc540d9adf', 'route': ['p1', 'e5', 'i1', 'x11', 'p2', 'c2']}
1769460544.371959,SENT,c22c5fdf-b22e-4d86-aeb9-08e4f4a8a222,70aa1a17-584a-487d-9c2f-99162bc8271e,c4,c3,3387,?,p1,
1769460544.3721278,CREATED,956184c9-442b-4a9e-8d50-2b9a59310c52,80556cc3-0f0e-4004-ab1f-2550bc554c19,c4,c3,27,?,?,surb={'id': '8b12f1d0-126e-4000-a72d-8562bae6cf2a', 'route': ['p3', 'e9', 'i12', 'x9', 'p1', 'c4']}
1769460544.5049064,RECEIVED,cec55c3b-e103-49e6-b708-e0f23ec20160,62dda991-713e-4399-9900-9144367a7cda,c2,c4,27,p1,?,surb={'id': '565eb12c-abd1-4425-aa02-fbfc540d9adf', 'route': ['p1', 'e5', 'i1', 'x11', 'p2', 'c2']}
1769460544.5117261,RECEIVED,920efadf-4b5a-43e0-ba0e-f878d234cb0e,cef8d5d9-1c7b-44d1-ac4a-0f04e369f05b,c2,c4,27,p1,?,surb={'id': '044f5ec9-e042-46f9-ab45-6d1ce9712f07', 'route': ['p1', 'e12', 'i11', 'x10', 'p2', 'c2']}
1769460544.5881577,RECEIVED,ba32d32c-46ee-40e0-bb5c-6761c50a3c24,583be512-57c8-4a4d-b691-6fbc979edbdd,c2,c4,27,p1,?,surb={'id': 'e3a98c0f-602c-42ad-89bf-0f31f95db281', 'route': ['p1', 'e11', 'i2', 'x10', 'p2', 'c2']}
1769460544.6687624,SENT,cdcd4148-77e4-45a6-9636-f6d0aebbae47,c2365394-3a7d-406f-83a3-aa7f78065cd3,c4,c3,3392,?,p1,
1769460544.6689167,CREATED,6f62fb37-f603-48a2-93a8-4596bf0ed72d,56bb7b43-a6e8-4ff2-a5a7-30e71773f3db,c4,c3,27,?,?,surb={'id': '38baf864-fae7-4ed0-8713-2dac456846cc', 'route': ['p3', 'e7', 'i6', 'x11', 'p1', 'c4']}
1769460545.04462,SENT,a87c9761-9816-442b-96a2-637bf9f0c640,5c0ff815-f4fa-4cff-9d7b-25abb3d39931,c4,c3,3374,?,p1,
1769460545.044767,CREATED,36820ae2-f264-45cd-bb17-c5606784556d,56bb7b43-a6e8-4ff2-a5a7-30e71773f3db,c4,c3,27,?,?,surb={'id': '38baf864-fae7-4ed0-8713-2dac456846cc', 'route': ['p3', 'e7', 'i6', 'x11', 'p1', 'c4']}
1769460545.452428,RECEIVED,7580c3c3-3174-46ed-9645-500831f5ef64,7569b638-0392-421f-828e-522e65127a5d,c2,c4,27,p1,?,surb={'id': 'c9be775d-c9d6-4dc8-9626-eef1b7d1ffd2', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c2']}
1769460545.603392,SENT,a1fd67f5-e71a-4a38-bb6e-c812793b192c,58535ef8-1be0-48c6-9cb5-fbaf824f55e6,c4,c3,3399,?,p1,
1769460545.6035407,CREATED,2d21e112-25c5-49e1-a067-52f96d283912,c4b80b73-7223-4bee-9937-482fc8a1acb8,c4,c3,27,?,?,surb={'id': 'cd982ef4-2660-43c0-b596-1f33ba1406cf', 'route': ['p3', 'e6', 'i7', 'x10', 'p1', 'c4']}
1769460545.7888238,RECEIVED,110245ba-78e9-4931-89cb-ed8dc5a4ba07,7569b638-0392-421f-828e-522e65127a5d,c2,c4,27,p1,?,surb={'id': 'c9be775d-c9d6-4dc8-9626-eef1b7d1ffd2', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c2']}
1769460545.9695568,RECEIVED,feef9caa-513d-454c-a2cf-96c5f73431ec,cc0fe4c5-6ee4-4d0c-85d0-340514c5e530,c2,c4,27,p1,?,surb={'id': '54fc4a70-a2b6-4a66-b3ed-16ba7d7c76ed', 'route': ['p1', 'e12', 'i4', 'x10', 'p2', 'c2']}
1769460546.0222173,SENT,abefc351-3f43-404f-9bb7-2a5a324fe7d6,7fa7af34-8fc1-4ee7-a1eb-ae09dbda756d,c4,c3,3383,?,p1,
1769460546.022372,CREATED,4fbc7a5e-079e-4b07-bbb2-bf7d0f7e4228,c4b80b73-7223-4bee-9937-482fc8a1acb8,c4,c3,27,?,?,surb={'id': 'cd982ef4-2660-43c0-b596-1f33ba1406cf', 'route': ['p3', 'e6', 'i7', 'x10', 'p1', 'c4']}
1769460546.027387,RECEIVED,1b37bb44-72a7-4efb-bbd2-297ce6bad357,3a367e05-3c8d-48f3-9c76-f6155cba5053,c2,c4,27,p1,?,surb={'id': '8f7edff0-9c3d-4066-8096-63db2db640b7', 'route': ['p1', 'e6', 'i10', 'x1', 'p2', 'c2']}
1769460546.1122148,SENT,d9bac677-a0a9-4c55-b029-cb5fb3f3c31d,0d6fa222-c3cc-47eb-9001-067539195d6b,c4,c3,3368,?,p1,
1769460546.11229,CREATED,6f2c99d1-489e-4905-9f49-c9a1d1237197,3fbd5098-ba8a-4f59-b091-90ed451b7a33,c4,c3,27,?,?,surb={'id': '4d471e70-abb9-4019-a8fc-14df51659cd8', 'route': ['p3', 'e7', 'i7', 'x8', 'p1', 'c4']}
1769460546.1722457,SENT,da47227d-4175-4a2e-b053-29cb14bfe56b,1ba8ec7c-1cd8-448a-b17d-5d32d5128330,c4,c3,3364,?,p1,
1769460546.172345,CREATED,cbb94654-3d3f-4af3-a959-7861f98046d3,3fbd5098-ba8a-4f59-b091-90ed451b7a33,c4,c3,27,?,?,surb={'id': '4d471e70-abb9-4019-a8fc-14df51659cd8', 'route': ['p3', 'e7', 'i7', 'x8', 'p1', 'c4']}
1769460546.3803139,RECEIVED,4b3a7d54-df58-4108-bdd0-3e9f23eb6d1f,cc0fe4c5-6ee4-4d0c-85d0-340514c5e530,c2,c4,27,p1,?,surb={'id': '54fc4a70-a2b6-4a66-b3ed-16ba7d7c76ed', 'route': ['p1', 'e12', 'i4', 'x10', 'p2', 'c2']}
1769460547.520621,SENT,6bb24e72-56ca-42c8-b331-2af56d70ee41,e17f990d-1b60-4bcc-a4de-0b1fcf86374f,c4,c3,3401,?,p1,
1769460547.52077,CREATED,829b5da1-98f7-44a7-95a7-0a0fe54a855e,79615265-7a83-4f14-b23a-458faeed36be,c4,c3,27,?,?,surb={'id': '3ec35ebe-3049-4615-88a2-2fcd9fe72104', 'route': ['p3', 'e6', 'i6', 'x1', 'p1', 'c4']}
1769460547.5445793,SENT,31511440-2521-4616-8a0d-95686b95bfa3,400ecd0e-264c-431f-a4ab-096d767d7f98,c4,c3,3380,?,p1,
1769460547.5447257,CREATED,ced630ff-a75a-4f34-b6f7-a50c20c757d2,79615265-7a83-4f14-b23a-458faeed36be,c4,c3,27,?,?,surb={'id': '3ec35ebe-3049-4615-88a2-2fcd9fe72104', 'route': ['p3', 'e6', 'i6', 'x1', 'p1', 'c4']}
1769460547.5727823,SENT,f5d5a4ab-3350-4dbb-bab1-cf7973e6df09,50546e91-d3ba-4ec6-a179-cd1dac68ace2,c4,c3,3375,?,p1,
1769460547.5729306,CREATED,d18f3fea-176d-4fc4-9537-0967698a7442,0072de4a-83bd-4fca-a703-ee53f108e5b3,c4,c3,26,?,?,surb={'id': '9b02888a-0a3d-407e-8d75-a9155dd0c292', 'route': ['p3', 'e10', 'i5', 'x5', 'p1', 'c4']}
1769460547.6513295,SENT,49d0e134-3d0e-44de-a324-e51dac276bbf,e2fa3428-252c-4017-8667-e3d29b0bca98,c4,c3,3359,?,p1,
1769460547.6514757,CREATED,483fc097-f144-4357-ab6b-78ee49949781,0072de4a-83bd-4fca-a703-ee53f108e5b3,c4,c3,26,?,?,surb={'id': '9b02888a-0a3d-407e-8d75-a9155dd0c292', 'route': ['p3', 'e10', 'i5', 'x5', 'p1', 'c4']}
1769460547.7050955,SENT,7e7a7e65-6825-4bba-810d-196a2362dbaf,22036b07-06f1-4798-87d7-5081b52d891b,c4,c3,3383,?,p1,
