timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460809.2421794,RECEIVED,ab46a529-4afc-408f-9579-4396c19cdcc0,9dfe7d21-becc-40fc-81a6-de6d1423b8c8,c5,c3,27,p3,?,surb={'id': '06ac4236-d865-4642-8c39-30559b81d7bd', 'route': ['p3', 'e3', 'i11', 'x1', 'p2', 'c5']}
1769460809.3539844,RECEIVED,6036aab8-3f5b-421a-af56-cd818e1224cc,81363ff9-4f97-4e23-9af2-76f6c06aa3e2,c5,c3,26,p3,?,surb={'id': '5cd5ad43-5465-45ce-be0c-fb818e1c927b', 'route': ['p3', 'e8', 'i1', 'x12', 'p2', 'c5']}
1769460809.3612163,SENT,6b0f67b9-047c-4563-88b0-88c6cfa86d0a,737f1309-548c-46f1-b10e-d1f01a0cd805,c3,c2,3358,?,p3,
1769460809.361314,CREATED,a58613ce-cd0c-4ef1-8c60-d06e5fae0510,82cf2efe-e98b-45ba-8706-29f99da998a2,c3,c2,25,?,?,surb={'id': '7fdaa1ec-a7ce-4df1-b62a-96b0cfcf0e32', 'route': ['p2', 'e6', 'i10', 'x10', 'p3', 'c3']}
1769460809.4547262,RECEIVED,1f9a6d9f-4455-4aca-a1f9-96ba63c48c31,ef23fd04-5f9a-4a66-986d-ab30aec5cba9,c1,c3,27,p3,?,surb={'id': 'a137f9cc-87f2-46b1-9ae2-948b0e663f5b', 'route': ['p3', 'e9', 'i1', 'x9', 'p1', 'c1']}
1769460809.4568617,RECEIVED,f79c0830-1dca-4f26-9a70-cbd260cbd18e,81363ff9-4f97-4e23-9af2-76f6c06aa3e2,c5,c3,26,p3,?,surb={'id': '5cd5ad43-5465-45ce-be0c-fb818e1c927b', 'route': ['p3', 'e8', 'i1', 'x12', 'p2', 'c5']}
1769460809.4905686,RECEIVED,d93cfec9-df8f-4c03-926e-4c8312ffdaef,31e641bd-9da4-4ee6-9384-c78255dec9c8,c4,c3,27,p3,?,surb={'id': '3180bfb1-3d04-4792-b2e2-82c81491a84f', 'route': ['p3', 'e11', 'i12', 'x1', 'p1', 'c4']}
1769460809.6947393,RECEIVED,62dd4179-be33-48e1-8f20-61771b9461a3,17ead757-0e02-4f8c-b7c3-1a55a458726e,c5,c3,26,p3,?,surb={'id': '5d26aa36-c549-45ab-9eb7-88863c4448c2', 'route': ['p3', 'e6', 'i12', 'x4', 'p2', 'c5']}
1769460809.7212646,RECEIVED,9b1ea92a-3d62-46bb-bfdf-e3c9688d728c,8670e09c-5479-4110-a0b2-891f36b131b8,c5,c3,27,p3,?,surb={'id': '039a6e19-253d-4a8e-914f-f791473c693e', 'route': ['p3', 'e3', 'i5', 'x12', 'p2', 'c5']}
1769460809.798393,RECEIVED,2d6c852f-09db-4dd6-88d8-5e97dcf88040,edb55605-71c8-47db-b355-1f8b11e3a708,c1,c3,27,p3,?,surb={'id': '691305e5-c88d-47c8-adb4-254a82ccf12e', 'route': ['p3', 'e9', 'i10', 'x6', 'p1', 'c1']}
1769460809.8174357,SENT,ac086149-ac3a-472a-aa7c-d82ac873b75e,03e937ee-60ae-4ae6-aa1f-6e4d7ccd3f60,c3,c2,3375,?,p3,
1769460809.8175735,CREATED,df0dbd6b-06df-417f-b447-cf0f3b1baaf0,fdec1c0c-4164-47c3-922e-ce4d7c841b2b,c3,c2,26,?,?,surb={'id': '5b5d99ad-09c2-40a2-bafd-98e1ec3790d9', 'route': ['p2', 'e10', 'i7', 'x7', 'p3', 'c3']}
1769460809.8267791,RECEIVED,d6180676-17b8-4bfd-827d-c80997f69972,b35713dd-0c90-4b1f-92d9-1f194b1e6b1d,c4,c3,26,p3,?,surb={'id': '5081b083-b45b-4e33-837f-3f1f13a86836', 'route': ['p3', 'e8', 'i9', 'x8', 'p1', 'c4']}
1769460809.8436174,RECEIVED,e6140360-5856-4b7c-a9e3-d9ffa42aec8c,b35713dd-0c90-4b1f-92d9-1f194b1e6b1d,c4,c3,26,p3,?,surb={'id': '5081b083-b45b-4e33-837f-3f1f13a86836', 'route': ['p3', 'e8', 'i9', 'x8', 'p1', 'c4']}
1769460809.9553568,SENT,6bb6a343-103a-460a-959a-9f0c2c45ebef,a3e76cf8-7180-44c8-b94d-2bcd042acf51,c3,c2,3379,?,p3,
1769460809.9555147,CREATED,9799354d-2db7-41ab-bd29-b9014522d7ef,fdec1c0c-4164-47c3-922e-ce4d7c841b2b,c3,c2,26,?,?,surb={'id': '5b5d99ad-09c2-40a2-bafd-98e1ec3790d9', 'route': ['p2', 'e10', 'i7', 'x7', 'p3', 'c3']}
1769460810.0732348,RECEIVED,b143c4d0-f637-40a2-b2bd-91558acc5944,91f9c058-abf5-462a-be88-46956b6d83c9,c4,c3,27,p3,?,surb={'id': '605e17b0-becc-4144-bb08-01c715b08903', 'route': ['p3', 'e12', 'i1', 'x4', 'p1', 'c4']}
1769460810.079903,RECEIVED,3c8bbfb3-6763-4b01-80bf-8bc50813fef2,8670e09c-5479-4110-a0b2-891f36b131b8,c5,c3,27,p3,?,surb={'id': '039a6e19-253d-4a8e-914f-f791473c693e', 'route': ['p3', 'e3', 'i5', 'x12', 'p2', 'c5']}
1769460810.1028998,RECEIVED,7ac104b4-bac4-4662-b7d1-d0c2ea4bdcf9,005f4f49-a25c-4e25-9886-8cb3c3da9981,c1,c3,27,p3,?,surb={'id': 'e85a56ea-063f-42f0-93cf-ae4bff0fe204', 'route': ['p3', 'e6', 'i1', 'x6', 'p1', 'c1']}
1769460810.172172,RECEIVED,cbfbaab3-3f21-428f-b4db-32f52644f9bf,ef23fd04-5f9a-4a66-986d-ab30aec5cba9,c1,c3,27,p3,?,surb={'id': 'a137f9cc-87f2-46b1-9ae2-948b0e663f5b', 'route': ['p3', 'e9', 'i1', 'x9', 'p1', 'c1']}
1769460810.2242944,RECEIVED,e008a91d-fee0-4297-b88f-a763e47d0571,05911331-6676-46b0-8104-05f1e03d0e87,c1,c3,27,p3,?,surb={'id': '90e5b694-66de-4b31-aa9f-ccb679300c5a', 'route': ['p3', 'e1', 'i12', 'x8', 'p1', 'c1']}
1769460810.3847604,RECEIVED,ec47125a-4923-4dab-a7df-86d3bd12205e,6e880883-ec7b-4e24-a887-04ae0833f7ce,c1,c3,27,p3,?,surb={'id': '12d71c78-9705-4fa6-8674-ed726dfa5a11', 'route': ['p3', 'e1', 'i5', 'x3', 'p1', 'c1']}
1769460810.4128072,RECEIVED,01786864-06d6-4d77-86c0-be756b65ff26,35d6bf06-3218-4138-86fa-a0a33eb3c1ea,c1,c3,27,p3,?,surb={'id': 'cc14d653-73b5-468b-a15d-0eaa90af7bfc', 'route': ['p3', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769460810.6352003,SENT,cc0d93dd-8196-4c8d-8b7b-77bb2a9e9344,b6233bf8-92dc-4bbc-81af-b55d0e4084cb,c3,c2,3361,?,p3,
1769460810.6353495,CREATED,4eb754b2-726b-4bd4-bd38-1a92afe53a88,bd3f16f9-e81c-4411-a05f-ccc2f7495711,c3,c2,27,?,?,surb={'id': '0fc38367-fb9c-4887-b3a2-e9a6a237083d', 'route': ['p2', 'e6', 'i4', 'x2', 'p3', 'c3']}
1769460810.665855,RECEIVED,2648ab39-3eeb-4f3e-b469-a59487bd3ed7,6c709ece-1e01-4af2-8ffa-b54d68a69594,c4,c3,27,p3,?,surb={'id': '7df095ea-7cde-41ba-a6da-129cbe70ec89', 'route': ['p3', 'e7', 'i5', 'x3', 'p1', 'c4']}
1769460810.7438955,RECEIVED,f6a461eb-47fc-4418-80c1-28f4a3eb5d6b,5667ba8b-9fda-48b5-b833-7d142d5e6694,c5,c3,27,p3,?,surb={'id': 'ca7e4e87-bfd1-4c92-bbf9-729b9ed8a994', 'route': ['p3', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769460811.0635462,RECEIVED,cad98d3b-bef7-4612-96d3-7b03be354465,04004ead-29ff-4be4-8204-dae39bdc66d6,c5,c3,27,p3,?,surb={'id': '91a11cb6-b995-4c6c-837b-dade69fa9b1b', 'route': ['p3', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769460811.1467462,RECEIVED,f0e256b4-7d05-4e36-96f1-a7df2e0ba0f2,04004ead-29ff-4be4-8204-dae39bdc66d6,c5,c3,27,p3,?,surb={'id': '91a11cb6-b995-4c6c-837b-dade69fa9b1b', 'route': ['p3', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769460811.2944787,RECEIVED,065db21b-5501-4a67-b754-5fa3ad36ebb2,2c25dd06-0f77-4f0c-9ff5-7340acb0e731,c1,c3,27,p3,?,surb={'id': '87417180-822b-44a2-ae58-b50b8bfa1fbc', 'route': ['p3', 'e11', 'i5', 'x2', 'p1', 'c1']}
1769460811.4192631,RECEIVED,dc4e676d-0800-4900-99d9-87cabc5040fb,d5ebd69e-7bb0-4972-aeff-cf22b20840ec,c1,c3,27,p3,?,surb={'id': 'f165170e-4467-4ae5-bd2e-8d91bbdd6f63', 'route': ['p3', 'e12', 'i9', 'x12', 'p1', 'c1']}
1769460811.568763,RECEIVED,50d9a083-d356-4daa-98c6-979977ed88e4,a89fa25d-ab89-4100-aba9-a0101dbf26f9,c4,c3,26,p3,?,surb={'id': '9bb5ee32-4f88-4dfe-bfe2-09d46b765740', 'route': ['p3', 'e5', 'i7', 'x4', 'p1', 'c4']}
1769460811.5971227,SENT,d1e7a9d8-2a42-4328-b5f2-ac1e324e0c1c,eb0491a9-f800-4d89-b69b-2335fac762da,c3,c2,3374,?,p3,
1769460811.5976522,CREATED,256adafd-73b2-4284-8e0a-51f68bfd66e3,bd3f16f9-e81c-4411-a05f-ccc2f7495711,c3,c2,27,?,?,surb={'id': '0fc38367-fb9c-4887-b3a2-e9a6a237083d', 'route': ['p2', 'e6', 'i4', 'x2', 'p3', 'c3']}
1769460811.6977322,RECEIVED,79cab39e-8d99-4451-b4f3-6c6e1872f9c5,591ac107-2377-479b-b2ec-1351984e769c,c5,c3,27,p3,?,surb={'id': 'd28cb1ca-4204-42af-9751-4b0d7d6ba34d', 'route': ['p3', 'e2', 'i2', 'x12', 'p2', 'c5']}
1769460811.8035893,RECEIVED,e7fd4056-c70e-4eb3-8062-35e22d857db6,005f4f49-a25c-4e25-9886-8cb3c3da9981,c1,c3,27,p3,?,surb={'id': 'e85a56ea-063f-42f0-93cf-ae4bff0fe204', 'route': ['p3', 'e6', 'i1', 'x6', 'p1', 'c1']}
1769460811.8971157,SENT,4f1872af-8f90-47fb-b651-7c723a55bfa6,d918d766-8aa1-4ca4-b7ce-e0736fa1cc73,c3,c2,3389,?,p3,
1769460811.8972712,CREATED,d5a77add-f755-4acf-8e31-f2b25a97412e,cec8fd81-4c9a-4366-8a1a-125cbddc743c,c3,c2,27,?,?,surb={'id': '33a00f96-bbed-4147-82b0-ed82caff2c1b', 'route': ['p2', 'e7', 'i9', 'x12', 'p3', 'c3']}
1769460811.926165,SENT,8d5e9133-12d8-47b8-b6bf-d0d6a0f31f4e,cede76ec-d07e-4755-b11a-f8ac3c092497,c3,c2,3396,?,p3,
1769460811.926318,CREATED,1c6367a7-1621-4261-a0a0-07e3c3c7b4f9,cec8fd81-4c9a-4366-8a1a-125cbddc743c,c3,c2,27,?,?,surb={'id': '33a00f96-bbed-4147-82b0-ed82caff2c1b', 'route': ['p2', 'e7', 'i9', 'x12', 'p3', 'c3']}
1769460812.110355,RECEIVED,e24bbe0e-3ae3-4b91-8d1a-b890b30c3f33,27ff3c4c-eb29-4e4d-84fd-89ae7067753f,c1,c3,27,p3,?,surb={'id': 'bb9b1d88-2f22-4511-b5de-20f5a3428d62', 'route': ['p3', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769460812.1678133,SENT,2fbd1bc7-4b76-4735-a088-4298d3b3151c,0d300cec-d605-44e8-9d42-9fa4fd55aec1,c3,c2,3375,?,p3,
1769460812.1678767,CREATED,2cd0204b-1607-44d1-b753-b326bf9348d6,9e345496-a24e-4332-93d9-721f6f46572f,c3,c2,27,?,?,surb={'id': '26d19972-5e8a-431e-81ed-26ab453df01e', 'route': ['p2', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769460812.2244966,SENT,b02bd3a4-7023-4d5b-84e9-9b67f0149faf,8e954ba6-87e4-46c4-aab6-a30c102a7f27,c3,c2,3367,?,p3,
1769460812.2245595,CREATED,8cf35e14-6846-4d49-bf97-525b763750eb,9e345496-a24e-4332-93d9-721f6f46572f,c3,c2,27,?,?,surb={'id': '26d19972-5e8a-431e-81ed-26ab453df01e', 'route': ['p2', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769460812.2725098,RECEIVED,144553a9-4564-456c-8f4d-accac7a2828b,dea2e2e0-c3b9-4f18-90c3-30287eddbe62,c4,c3,26,p3,?,surb={'id': '186f3e4c-efae-41ee-937c-fca1a8d9cf7e', 'route': ['p3', 'e11', 'i5', 'x5', 'p1', 'c4']}
1769460812.2778971,RECEIVED,8c3f0fb5-5a7d-4c0f-acf7-66617b0cbeb1,591ac107-2377-479b-b2ec-1351984e769c,c5,c3,27,p3,?,surb={'id': 'd28cb1ca-4204-42af-9751-4b0d7d6ba34d', 'route': ['p3', 'e2', 'i2', 'x12', 'p2', 'c5']}
1769460812.2954688,RECEIVED,8ecb11bc-edc5-441e-a75a-908807df9daf,0ba151c4-f762-4da2-80e1-969b877cc3e4,c5,c3,27,p3,?,surb={'id': 'd719874f-05e7-473d-9be7-249f99f1d2f4', 'route': ['p3', 'e12', 'i8', 'x1', 'p2', 'c5']}
1769460812.326721,RECEIVED,b0dc76d0-6d2a-407f-96d0-45223f27a998,edb55605-71c8-47db-b355-1f8b11e3a708,c1,c3,27,p3,?,surb={'id': '691305e5-c88d-47c8-adb4-254a82ccf12e', 'route': ['p3', 'e9', 'i10', 'x6', 'p1', 'c1']}
1769460812.3581693,RECEIVED,4add841a-c137-4258-8145-84fa7038c180,77a85797-53fc-42fa-813a-616a80ec211e,c5,c3,27,p3,?,surb={'id': '1977c8a8-ce65-42f2-80ae-2113a54cb232', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c5']}
1769460812.6388416,SENT,06b8e848-c858-4212-9a76-b74f093fe35d,c4e08c1c-5e97-4e76-b028-a641ff1a6db5,c3,c2,3360,?,p3,
1769460812.6389518,CREATED,28c2c843-ac34-4e25-b74b-2ceabf4ca6d0,44f7c6b4-dbbc-429a-bb45-4e9a74cc5a5f,c3,c2,27,?,?,surb={'id': 'b3b92323-c739-44e3-94d9-6b1c2a284bb9', 'route': ['p2', 'e7', 'i5', 'x2', 'p3', 'c3']}
1769460812.7265992,RECEIVED,d78b8a58-578d-4915-8053-34a1f02f05d5,0685dd8b-b7fc-40b3-9a17-8fd03f49f94d,c1,c3,26,p3,?,surb={'id': '9ce51b90-988a-438e-9f22-1bc87299838e', 'route': ['p3', 'e6', 'i10', 'x6', 'p1', 'c1']}
1769460812.751263,SENT,5f043125-d95b-43f5-b564-8feef6ac304a,42230c96-a444-4415-998a-6ea3d0376966,c3,c2,3363,?,p3,
1769460812.751373,CREATED,e2c8ac75-dd80-43ef-ad2d-f74e73fa764d,44f7c6b4-dbbc-429a-bb45-4e9a74cc5a5f,c3,c2,27,?,?,surb={'id': 'b3b92323-c739-44e3-94d9-6b1c2a284bb9', 'route': ['p2', 'e7', 'i5', 'x2', 'p3', 'c3']}
1769460812.839406,RECEIVED,2042b19d-5a98-43bc-bd81-b78e8ba0d951,27ff3c4c-eb29-4e4d-84fd-89ae7067753f,c1,c3,27,p3,?,surb={'id': 'bb9b1d88-2f22-4511-b5de-20f5a3428d62', 'route': ['p3', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769460812.8666978,RECEIVED,985e684b-8c00-43ea-892b-496f150503bd,0ba151c4-f762-4da2-80e1-969b877cc3e4,c5,c3,27,p3,?,surb={'id': 'd719874f-05e7-473d-9be7-249f99f1d2f4', 'route': ['p3', 'e12', 'i8', 'x1', 'p2', 'c5']}
1769460813.0122552,SENT,e1288fcb-3575-4bf8-a39e-f956aa585ebf,fabc4f0c-0901-4a8a-a162-70876c2df23e,c3,c2,3356,?,p3,
1769460813.0124378,CREATED,967ea3df-9976-47ed-92d9-cc4b8a34679a,d5504172-b9b8-428a-8cde-bceae9574a72,c3,c2,27,?,?,surb={'id': 'af11d739-08f3-4aad-bc87-a03f7a0c6ca5', 'route': ['p2', 'e5', 'i8', 'x3', 'p3', 'c3']}
1769460813.1347146,SENT,0f4e4fb7-159e-4d6e-97a6-0db6274f15b7,e5881c2f-0b3c-47cb-9048-e11ad6b67be5,c3,c2,3359,?,p3,
1769460813.134777,CREATED,c122e746-14d0-4230-ba54-2e193defa5c7,d5504172-b9b8-428a-8cde-bceae9574a72,c3,c2,27,?,?,surb={'id': 'af11d739-08f3-4aad-bc87-a03f7a0c6ca5', 'route': ['p2', 'e5', 'i8', 'x3', 'p3', 'c3']}
1769460813.1793923,RECEIVED,db36cf98-5729-484f-b14c-a86d66e68676,7030e0d8-5793-405f-8ca8-35ff275e1ed8,c5,c3,27,p3,?,surb={'id': '4e5dd65a-8ad3-49ba-b682-893fbb036a13', 'route': ['p3', 'e5', 'i3', 'x12', 'p2', 'c5']}
1769460813.2819648,RECEIVED,7ac0459c-adfe-447e-a504-73a350af7474,77a85797-53fc-42fa-813a-616a80ec211e,c5,c3,27,p3,?,surb={'id': '1977c8a8-ce65-42f2-80ae-2113a54cb232', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c5']}
1769460813.3380122,SENT,f8410765-9800-4562-9bbe-39bd17ef3277,f022918d-3dd4-4eab-bbc5-3c504c147397,c3,c2,3386,?,p3,
1769460813.338084,CREATED,a37e6bcb-7142-4a27-baf4-7aff72f164cb,144b171e-4aec-46c6-b6de-e1922ebd1837,c3,c2,26,?,?,surb={'id': 'bd132f3e-e741-41f9-88ba-e9afdee79426', 'route': ['p2', 'e11', 'i11', 'x9', 'p3', 'c3']}
1769460813.3626692,RECEIVED,b4419fdd-6700-434d-8635-e18b4080dd84,196c1257-b00c-48b9-a534-3729b74ad0bd,c1,c3,27,p3,?,surb={'id': 'aec08296-b4b5-4a7b-a3c3-f8e2828e0dff', 'route': ['p3', 'e7', 'i6', 'x12', 'p1', 'c1']}
1769460813.3949842,RECEIVED,e516794e-442b-4cd7-9c95-6bedf85233cf,91f9c058-abf5-462a-be88-46956b6d83c9,c4,c3,27,p3,?,surb={'id': '605e17b0-becc-4144-bb08-01c715b08903', 'route': ['p3', 'e12', 'i1', 'x4', 'p1', 'c4']}
1769460813.475027,RECEIVED,573e7e8c-2ca2-4e07-a129-0de2689b0b1c,c7c7fd67-2e28-4fa6-b637-e39288c93a6f,c5,c3,27,p3,?,surb={'id': 'e40e675e-a317-422f-bf1d-29ee1fff25f2', 'route': ['p3', 'e2', 'i5', 'x5', 'p2', 'c5']}
1769460813.4849577,RECEIVED,2fcf0891-b6e9-46ea-817f-89e918ac1455,9daf025b-f482-4cbf-804f-fd6a185037c0,c4,c3,27,p3,?,surb={'id': '6dd7926f-2390-4c8f-a540-dec5ec87f61e', 'route': ['p3', 'e5', 'i1', 'x12', 'p1', 'c4']}
1769460813.4979537,SENT,1d7a0b53-2fbc-45f5-b649-53e9573be3bb,1d242183-237c-45c2-9f7f-2e73d0949bd3,c3,c2,3399,?,p3,
1769460813.498106,CREATED,29ed46e8-6895-4dc2-bf39-d0260950dfd1,144b171e-4aec-46c6-b6de-e1922ebd1837,c3,c2,26,?,?,surb={'id': 'bd132f3e-e741-41f9-88ba-e9afdee79426', 'route': ['p2', 'e11', 'i11', 'x9', 'p3', 'c3']}
1769460813.50172,RECEIVED,3f364906-759a-4e20-8382-3eb736c7716f,73bfbd4b-febc-4880-a7c1-1f833d405999,c1,c3,27,p3,?,surb={'id': '94c26b41-2455-45ee-9f49-ef23f30c5e91', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769460813.5248554,RECEIVED,13d8529e-606a-4509-8cf6-d74df9e1e4e1,14361362-cfc2-4220-ba0c-d6ebe532257b,c5,c3,27,p3,?,surb={'id': '00dc6662-723e-4680-a430-402f799f3c18', 'route': ['p3', 'e4', 'i2', 'x9', 'p2', 'c5']}
1769460813.5770664,RECEIVED,0f1b0686-c567-4018-a7d5-bdba53ccb4cb,cf26eeaf-d6b6-4f7c-b58d-507c77dc2e2f,c1,c3,27,p3,?,surb={'id': '9ce679b0-b203-446c-93de-c86a4ad4dc08', 'route': ['p3', 'e7', 'i7', 'x5', 'p1', 'c1']}
1769460813.6597042,RECEIVED,ad09fa2f-e3b2-4b68-81d4-c6b7e91f682f,8f285207-46a9-46bd-b33a-e2e186fdf636,c4,c3,27,p3,?,surb={'id': '3787aa4d-ec57-4519-874c-9f904db498db', 'route': ['p3', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769460813.6640356,RECEIVED,7bcf267a-7578-4461-9ed4-7ceb0b92dd8c,3ff794c7-9599-486e-a688-ee24a1fb9a00,c4,c3,27,p3,?,surb={'id': '584b41fc-a8d3-44bd-93cd-7946940c09f6', 'route': ['p3', 'e7', 'i12', 'x4', 'p1', 'c4']}
1769460813.7128477,RECEIVED,57064ad5-2401-4de8-b663-87050c4f1a3e,6c709ece-1e01-4af2-8ffa-b54d68a69594,c4,c3,27,p3,?,surb={'id': '7df095ea-7cde-41ba-a6da-129cbe70ec89', 'route': ['p3', 'e7', 'i5', 'x3', 'p1', 'c4']}
1769460813.7846723,RECEIVED,665e6e58-5e96-413c-ace0-c53a066129cb,9daf025b-f482-4cbf-804f-fd6a185037c0,c4,c3,27,p3,?,surb={'id': '6dd7926f-2390-4c8f-a540-dec5ec87f61e', 'route': ['p3', 'e5', 'i1', 'x12', 'p1', 'c4']}
1769460813.8845541,RECEIVED,214e1a7f-de70-4f71-9d2e-b184ee38138c,a89fa25d-ab89-4100-aba9-a0101dbf26f9,c4,c3,26,p3,?,surb={'id': '9bb5ee32-4f88-4dfe-bfe2-09d46b765740', 'route': ['p3', 'e5', 'i7', 'x4', 'p1', 'c4']}
1769460814.204125,RECEIVED,7744d530-3b2d-423b-85c2-e8f224ee037a,0685dd8b-b7fc-40b3-9a17-8fd03f49f94d,c1,c3,26,p3,?,surb={'id': '9ce51b90-988a-438e-9f22-1bc87299838e', 'route': ['p3', 'e6', 'i10', 'x6', 'p1', 'c1']}
1769460814.219923,RECEIVED,bdbc1d23-0ab2-432a-87c4-ae475b52ccff,14361362-cfc2-4220-ba0c-d6ebe532257b,c5,c3,27,p3,?,surb={'id': '00dc6662-723e-4680-a430-402f799f3c18', 'route': ['p3', 'e4', 'i2', 'x9', 'p2', 'c5']}
1769460814.523616,RECEIVED,b40b57a5-0891-42e1-b007-805d9164b6d8,8f285207-46a9-46bd-b33a-e2e186fdf636,c4,c3,27,p3,?,surb={'id': '3787aa4d-ec57-4519-874c-9f904db498db', 'route': ['p3', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769460814.5738933,RECEIVED,f980ae59-d26f-43da-9f45-74c523a26e4b,bd75061d-45a1-4add-931f-101210416c22,c1,c3,27,p3,?,surb={'id': '3f8dae75-f1ae-44ec-aac6-e7c4914d58d5', 'route': ['p3', 'e8', 'i1', 'x11', 'p1', 'c1']}
1769460815.2017255,RECEIVED,a3f52da9-6ba1-4a72-b85c-456fd3ab7f76,f2bc3068-387a-46e2-a880-5018c70c1578,c1,c3,26,p3,?,surb={'id': '4cf645d9-8109-425c-8d6e-06df3c4ffeba', 'route': ['p3', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769460815.2836006,SENT,67611ec5-8e4c-4b11-b4a8-2f5d6c339316,ad9208cd-0885-4739-9860-17c22f0a8356,c3,c2,3360,?,p3,
1769460815.2837772,CREATED,8d18884f-1db8-41b6-9433-9598feea121b,48bdf7d0-03a4-44ee-acb8-0e47b9b002dd,c3,c2,24,?,?,surb={'id': 'cfd11b36-f890-49ca-941c-d5fa811709cd', 'route': ['p2', 'e10', 'i3', 'x4', 'p3', 'c3']}
1769460815.6242518,SENT,4bac7e8d-3972-45a2-9fd5-40e25453cfb7,74fb982f-0957-4203-b5d6-877149c18a7a,c3,c2,3363,?,p3,
1769460815.6244004,CREATED,bdb2f8c3-1fea-495b-8c7f-6a55458a7010,48bdf7d0-03a4-44ee-acb8-0e47b9b002dd,c3,c2,24,?,?,surb={'id': 'cfd11b36-f890-49ca-941c-d5fa811709cd', 'route': ['p2', 'e10', 'i3', 'x4', 'p3', 'c3']}
1769460815.636992,SENT,84ae62c2-578e-453d-8087-cb0d680dc153,1abcd76f-1c49-4f3a-89b0-cc5c5dd3e67b,c3,c2,3405,?,p3,
1769460815.6383564,CREATED,509a2b7a-5a3f-46e8-9e82-553e4fcedddf,ec28226a-a9ad-4ed5-b1f7-84754ab071d5,c3,c2,27,?,?,surb={'id': '05873fb7-8a42-475a-877d-dd2b178988b2', 'route': ['p2', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769460815.6891036,SENT,83887062-ef41-4b0a-a927-8853aff823d4,ed0c5c68-da85-4ec5-a9ed-fe929b328d9e,c3,c2,3396,?,p3,
1769460815.689255,CREATED,40a612e5-caa4-4f04-95a4-b37f809d23fe,ec28226a-a9ad-4ed5-b1f7-84754ab071d5,c3,c2,27,?,?,surb={'id': '05873fb7-8a42-475a-877d-dd2b178988b2', 'route': ['p2', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769460815.7328675,RECEIVED,88d9ecf1-13bd-4adb-89d6-cdc309bccc61,5d0057b9-3801-4cbc-bdb8-26ecc7ea2f1a,c5,c3,27,p3,?,surb={'id': 'd515b0b4-dd3c-49ea-814e-8082823af99b', 'route': ['p3', 'e6', 'i9', 'x1', 'p2', 'c5']}
1769460815.8760195,RECEIVED,fbf9808a-8eb2-4b11-bd5f-ef14530e149d,705ddb1f-befd-4df8-9be2-3d6eae7e13ff,c1,c3,27,p3,?,surb={'id': 'd2d3dc86-b6d9-413d-97b1-e345ecb43b0a', 'route': ['p3', 'e3', 'i3', 'x3', 'p1', 'c1']}
1769460815.9600844,RECEIVED,3d03fcdc-0d71-41c3-83d1-5d99a8bc0ca2,59d271dd-3c04-4a11-9844-518f180de0bb,c5,c3,27,p3,?,surb={'id': 'fb607841-3c86-4025-97d8-4b760176773e', 'route': ['p3', 'e9', 'i5', 'x1', 'p2', 'c5']}
1769460816.0885694,RECEIVED,59110110-c9b5-412a-8825-571fc1a6a39a,196c1257-b00c-48b9-a534-3729b74ad0bd,c1,c3,27,p3,?,surb={'id': 'aec08296-b4b5-4a7b-a3c3-f8e2828e0dff', 'route': ['p3', 'e7', 'i6', 'x12', 'p1', 'c1']}
1769460816.0945923,RECEIVED,78c4c1b3-9dd9-4485-ad33-fd872381a0ab,bd75061d-45a1-4add-931f-101210416c22,c1,c3,27,p3,?,surb={'id': '3f8dae75-f1ae-44ec-aac6-e7c4914d58d5', 'route': ['p3', 'e8', 'i1', 'x11', 'p1', 'c1']}
1769460816.122525,RECEIVED,fdd0b0a7-fcd1-4cba-91ba-3e3eb1a97449,f2bc3068-387a-46e2-a880-5018c70c1578,c1,c3,26,p3,?,surb={'id': '4cf645d9-8109-425c-8d6e-06df3c4ffeba', 'route': ['p3', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769460816.382295,RECEIVED,add3df8a-24de-4277-80f7-9603aa4a4a15,15835bae-3f47-42e2-b387-9387424795c4,c4,c3,27,p3,?,surb={'id': '2f267f22-1c74-4254-97e6-318aea37f37c', 'route': ['p3', 'e4', 'i7', 'x3', 'p1', 'c4']}
1769460816.4257636,SENT,626d907c-2713-41cc-ad54-3743b9fd5cc1,b2b54131-ef8e-4f5a-8d74-19c9b173e2ba,c3,c2,3388,?,p3,
