timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460603.122495,SENT,0b995817-d568-49bc-bd82-537d3f2fb12b,eec52623-7ea8-4d6d-81d1-af87846874e3,c3,c2,3364,?,p3,
1769460603.122588,CREATED,6b8b417a-6ab5-4144-b321-ddd0ebd899c2,cc2913a2-a8b2-4862-ba5f-551da867ccb3,c3,c2,26,?,?,surb={'id': '68d9c58a-40a0-4567-9daf-70eb07e152bb', 'route': ['p2', 'e8', 'i9', 'x6', 'p3', 'c3']}
1769460603.2670012,RECEIVED,8e460628-ee9c-4fb0-b1c3-d428fdc74d27,964a0e2e-e7dd-4aca-819a-f672f8646148,c4,c3,27,p3,?,surb={'id': 'f4d91979-bb59-4b2b-8c34-bdbe7cd15ab0', 'route': ['p3', 'e1', 'i2', 'x2', 'p1', 'c4']}
1769460603.3248765,RECEIVED,6d75e837-465b-442f-895e-28cae12e0863,ef224756-4819-4860-b8b7-3c5ab374830b,c1,c3,27,p3,?,surb={'id': '5e39c3ef-ca28-4df6-a14b-ed02d083eacd', 'route': ['p3', 'e10', 'i12', 'x4', 'p1', 'c1']}
1769460603.3999736,RECEIVED,acc7caf9-714c-4905-92ca-0e0442e0c1df,de36fe7e-c555-41ef-945c-85b5d1efac9d,c4,c3,27,p3,?,surb={'id': '266a6d08-a2de-418f-b222-c9f427f8413e', 'route': ['p3', 'e10', 'i6', 'x8', 'p1', 'c4']}
1769460603.439208,RECEIVED,16258f46-f5f1-4f19-928c-721a07ab0941,cad2342d-d31c-4fdc-9bb4-49ff803b96ae,c4,c3,27,p3,?,surb={'id': '934d3e3b-c837-474f-b6a2-cced1905a73f', 'route': ['p3', 'e4', 'i7', 'x3', 'p1', 'c4']}
1769460603.6880774,SENT,955f045d-21cb-4600-b201-b8ab23ba18a2,6ebbeba7-7043-46e4-bf23-a7e0c0c9272c,c3,c2,3363,?,p3,
1769460603.6881704,CREATED,d64cfb2e-5adc-425f-958c-46e7e7f1366e,cc2913a2-a8b2-4862-ba5f-551da867ccb3,c3,c2,26,?,?,surb={'id': '68d9c58a-40a0-4567-9daf-70eb07e152bb', 'route': ['p2', 'e8', 'i9', 'x6', 'p3', 'c3']}
1769460603.7036374,RECEIVED,382ad8ac-2b9a-465f-98b4-110212543a8b,f30138bc-0a41-4cf7-a807-f0f05a2bb72f,c1,c3,27,p3,?,surb={'id': '7ed28e76-b273-4afd-a663-c2bdecc5aa34', 'route': ['p3', 'e4', 'i5', 'x4', 'p1', 'c1']}
1769460603.7812712,SENT,a2b1d7dc-9fd6-4ea4-8746-6ce6416c9aa6,c762d67d-5bab-42f1-aefe-21da982a4a82,c3,c2,3380,?,p3,
1769460603.7813628,CREATED,a3901a71-f759-45a7-bb32-12d16e34e68a,884910a4-1583-4399-bf77-d9ecd3bd6c85,c3,c2,26,?,?,surb={'id': '43a5d680-4a05-45c7-a59a-534a60a0d9ef', 'route': ['p2', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769460603.8148057,SENT,89a62035-1b64-417a-9264-4e2c126dd121,df90fbf0-281a-4160-9a9c-bd22911041fb,c3,c2,3380,?,p3,
1769460603.814899,CREATED,888a2646-eb02-4c20-98a3-ef21fbc88a21,884910a4-1583-4399-bf77-d9ecd3bd6c85,c3,c2,26,?,?,surb={'id': '43a5d680-4a05-45c7-a59a-534a60a0d9ef', 'route': ['p2', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769460604.0745547,RECEIVED,c1c93339-c2fb-416b-b8e4-bb823f3fd2af,be25f2e8-b8bb-48b8-88f8-3484a0d74ce4,c1,c3,27,p3,?,surb={'id': '4d924533-86c2-4beb-ad61-ea6414d39017', 'route': ['p3', 'e4', 'i3', 'x3', 'p1', 'c1']}
1769460604.0881958,RECEIVED,1f6d99cb-3460-48f1-a439-7a79f07eff3a,a4fb42c9-8d46-41d5-a387-3922e7bf38fd,c4,c3,26,p3,?,surb={'id': 'c48e184f-5e0a-417b-89f1-3aa4199ed809', 'route': ['p3', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769460604.1392677,RECEIVED,e6564462-ca9e-4e32-be52-c676b2f14c19,e74117ff-243d-4c05-9c68-7b35c7e10181,c1,c3,27,p3,?,surb={'id': '61644b28-927e-4a94-813a-b857c403294e', 'route': ['p3', 'e8', 'i3', 'x7', 'p1', 'c1']}
1769460604.2426827,RECEIVED,95ae17d5-4300-419e-a709-d5967aadb68b,a4fb42c9-8d46-41d5-a387-3922e7bf38fd,c4,c3,26,p3,?,surb={'id': 'c48e184f-5e0a-417b-89f1-3aa4199ed809', 'route': ['p3', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769460604.257756,RECEIVED,8ddcf7f1-d698-4c92-a38e-5d1321dc992f,be25f2e8-b8bb-48b8-88f8-3484a0d74ce4,c1,c3,27,p3,?,surb={'id': '4d924533-86c2-4beb-ad61-ea6414d39017', 'route': ['p3', 'e4', 'i3', 'x3', 'p1', 'c1']}
1769460604.319703,SENT,c78b5974-cd8a-4a44-a7ba-1a0e7553c0cb,1fe39000-d125-4187-b9ec-49a0bd6ac163,c3,c2,3363,?,p3,
1769460604.319824,CREATED,2caff207-6316-4fe8-b80f-328bb5c7831b,58120a93-82b2-4eb5-8a3f-2f2f21aa48b6,c3,c2,26,?,?,surb={'id': '5f5e9095-5e11-4d0d-8b3c-04606e36a52f', 'route': ['p2', 'e11', 'i9', 'x10', 'p3', 'c3']}
1769460604.626016,RECEIVED,6ed374cf-807b-4a7c-b393-9b91cb0df112,ef224756-4819-4860-b8b7-3c5ab374830b,c1,c3,27,p3,?,surb={'id': '5e39c3ef-ca28-4df6-a14b-ed02d083eacd', 'route': ['p3', 'e10', 'i12', 'x4', 'p1', 'c1']}
1769460604.724937,RECEIVED,e6ba6eb4-87b6-4b5f-8471-a80c0a40d1f0,da97071c-472e-46da-a53d-fd2e587562b8,c4,c3,27,p3,?,surb={'id': '7e97d581-0e36-49e4-8bef-6561a0b19e7e', 'route': ['p3', 'e6', 'i9', 'x9', 'p1', 'c4']}
1769460604.8133435,SENT,c8770f06-9589-4a8a-b2ac-fed85e991ecb,fbd77e78-dc27-4213-aa5f-4ff7c60575e9,c3,c2,3399,?,p3,
1769460604.8134649,CREATED,ddb30909-b5c5-44c0-9aba-ad47904265c1,58120a93-82b2-4eb5-8a3f-2f2f21aa48b6,c3,c2,26,?,?,surb={'id': '5f5e9095-5e11-4d0d-8b3c-04606e36a52f', 'route': ['p2', 'e11', 'i9', 'x10', 'p3', 'c3']}
1769460604.8326602,SENT,724eeef7-909a-4289-b0cb-27d76f5cb100,c36f5eb8-734f-4963-8a7b-8839614d1c32,c3,c2,3383,?,p3,
1769460604.8327804,CREATED,1c559d12-272a-4572-a398-24aaa6d90a0d,7207cd80-3907-4fe4-ae1d-9540a0013dee,c3,c2,27,?,?,surb={'id': 'c14f2b34-6ac3-4807-9632-eac92cb6a0fe', 'route': ['p2', 'e7', 'i2', 'x2', 'p3', 'c3']}
1769460604.8801513,RECEIVED,5f59cb50-8e9f-4774-a521-291ca238a9e5,845e5949-0842-4825-9c93-c662266268bb,c4,c3,27,p3,?,surb={'id': 'a9635d92-9bf8-468b-b1a2-a31ac51ef2a0', 'route': ['p3', 'e11', 'i1', 'x12', 'p1', 'c4']}
1769460604.9264364,RECEIVED,e72420b5-e838-419a-b332-413f88f2ed6e,dc3383ee-1007-492f-8019-40f310c1bd62,c1,c3,27,p3,?,surb={'id': 'a6eee6d2-5949-468f-ac3d-763167f9a7af', 'route': ['p3', 'e8', 'i2', 'x8', 'p1', 'c1']}
1769460605.0474088,RECEIVED,7095dd59-42c4-46aa-b3b2-ac87b9aeba3c,71a1ea40-91ff-44df-a0c3-810b4cbe51dd,c5,c3,26,p3,?,surb={'id': '2b4a93e3-2def-4693-97da-3ef553585464', 'route': ['p3', 'e1', 'i1', 'x5', 'p2', 'c5']}
1769460605.2901008,SENT,627dd6e1-268d-4b3b-9281-cb58b34df30a,c04b3e00-c01d-436e-b641-687f6e2166c4,c3,c2,3365,?,p3,
1769460605.2902153,CREATED,7646c240-9e3d-4c69-b805-e521e28ecd8d,7207cd80-3907-4fe4-ae1d-9540a0013dee,c3,c2,27,?,?,surb={'id': 'c14f2b34-6ac3-4807-9632-eac92cb6a0fe', 'route': ['p2', 'e7', 'i2', 'x2', 'p3', 'c3']}
1769460605.3876412,RECEIVED,8b18ebff-67b4-4a5d-a9bd-ca3f84d3659f,fbd880ed-abc6-41b2-9ed5-ee53c4e12df0,c5,c3,27,p3,?,surb={'id': '16994d9e-5656-41dd-802b-8b6e45ad0bc6', 'route': ['p3', 'e3', 'i10', 'x11', 'p2', 'c5']}
1769460605.4047236,RECEIVED,95949f67-fa03-4c15-a643-36762e5bf2ed,da97071c-472e-46da-a53d-fd2e587562b8,c4,c3,27,p3,?,surb={'id': '7e97d581-0e36-49e4-8bef-6561a0b19e7e', 'route': ['p3', 'e6', 'i9', 'x9', 'p1', 'c4']}
1769460605.5493915,SENT,29cd08ae-4784-4266-ad50-4b7796a1a5fe,e09e047a-b036-4204-8985-72e561c79165,c3,c2,3371,?,p3,
1769460605.5495396,CREATED,a6ec2571-be86-4cb4-8028-137fe9bd673b,59134cfe-5fc0-4462-bc5c-c3ad6ade8d24,c3,c2,27,?,?,surb={'id': '1e9001af-fc7a-48ce-a08e-5a500949ad31', 'route': ['p2', 'e5', 'i8', 'x5', 'p3', 'c3']}
1769460605.7102342,RECEIVED,7aea8f8e-5015-48a7-9a83-cba6ad8b03aa,cc0cd211-94e4-4982-83af-596924992e86,c1,c3,27,p3,?,surb={'id': '33281d03-53e2-4de9-a934-e91bd2f69790', 'route': ['p3', 'e4', 'i4', 'x3', 'p1', 'c1']}
1769460605.7906263,RECEIVED,90ca685a-296e-4ad5-809a-a934e07cb50d,4b004f0d-716d-4555-bfad-bba92ce12c41,c4,c3,27,p3,?,surb={'id': '4ea71b4e-3c3a-4783-bfd9-1e2a4511f73d', 'route': ['p3', 'e2', 'i10', 'x11', 'p1', 'c4']}
1769460605.8502982,SENT,81520d48-c883-4429-82d8-0e53b2dd172f,481ed173-fb3a-48be-b463-f707c5d43bd0,c3,c2,3375,?,p3,
1769460605.8504322,CREATED,fa4f3349-b1c1-4c4f-8f51-b6c257bccb0a,59134cfe-5fc0-4462-bc5c-c3ad6ade8d24,c3,c2,27,?,?,surb={'id': '1e9001af-fc7a-48ce-a08e-5a500949ad31', 'route': ['p2', 'e5', 'i8', 'x5', 'p3', 'c3']}
1769460605.871667,RECEIVED,62ac32d4-0dcd-4b42-ae9a-ec09f4a4ea5f,47f37069-d990-466b-bc6f-cc1a6658270f,c1,c3,27,p3,?,surb={'id': '4e65224c-1954-4392-b8fa-ebb70ba5ee83', 'route': ['p3', 'e5', 'i6', 'x9', 'p1', 'c1']}
1769460606.1616464,SENT,e5e66b16-f11e-484d-a762-13fe95f98ede,687a0959-1475-4e9b-a9b3-be6c9f0f3c5e,c3,c2,3375,?,p3,
1769460606.1617863,CREATED,aa0a2be8-5f1d-44a5-be02-1bcb33efee95,4d7dd87e-d9af-4eb9-994c-bf6cbd8ded8b,c3,c2,27,?,?,surb={'id': '4479e52e-9102-4cc9-a34a-b995c98b7fed', 'route': ['p2', 'e8', 'i3', 'x4', 'p3', 'c3']}
1769460606.2180939,RECEIVED,f5fff46a-2a74-4ebc-94b6-0df2fe125a07,1e56a42e-1745-4e92-97e0-a861c86fd77f,c1,c3,27,p3,?,surb={'id': '287d090e-25d9-4104-970e-804bcc868d68', 'route': ['p3', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769460606.2348127,RECEIVED,a24dcbb3-b434-42a4-9127-b05b6b56ac33,2dce0f85-1cc8-44ee-8db5-ed5d116f8b32,c1,c3,27,p3,?,surb={'id': 'b8c8b36e-bd8a-4f29-a9be-1f3b807f5e48', 'route': ['p3', 'e3', 'i8', 'x1', 'p1', 'c1']}
1769460606.29432,SENT,91e95b35-a20a-4445-b6dd-f3d8cfc362db,525395c2-7113-417b-96e9-d8625c2fa720,c3,c2,3360,?,p3,
1769460606.2948327,CREATED,0f837425-9068-4a13-81d9-40c51ff9ec3a,4d7dd87e-d9af-4eb9-994c-bf6cbd8ded8b,c3,c2,27,?,?,surb={'id': '4479e52e-9102-4cc9-a34a-b995c98b7fed', 'route': ['p2', 'e8', 'i3', 'x4', 'p3', 'c3']}
1769460606.4000082,SENT,a9c345e6-56aa-4c42-aabc-f7321d32a54c,7441050c-bf03-4d40-aa0e-55921f9e8036,c3,c2,3384,?,p3,
1769460606.4001803,CREATED,2c997dc5-803a-4ac6-b505-fa9cf25278a7,04d8948b-8df5-425e-bdf5-d42cec889e86,c3,c2,27,?,?,surb={'id': '589743d4-56ee-4866-ab6e-6975194f2303', 'route': ['p2', 'e5', 'i10', 'x3', 'p3', 'c3']}
1769460606.5527124,RECEIVED,94d3d072-7a51-4297-9200-843aea780a01,2e5c048c-a168-4ccf-9957-2cdb1c28091d,c4,c3,27,p3,?,surb={'id': '67689ba0-6c8f-49de-b501-655a915d9bcf', 'route': ['p3', 'e4', 'i6', 'x5', 'p1', 'c4']}
1769460606.9360988,RECEIVED,9a06ff1d-21f1-400c-b0db-f803896c819d,211268db-8375-4eea-97a8-2d0a0f87db94,c5,c3,27,p3,?,surb={'id': '41c14342-7392-42aa-a800-250ccf07eac7', 'route': ['p3', 'e1', 'i9', 'x11', 'p2', 'c5']}
1769460607.0467665,SENT,433c79b5-9cb5-43f8-bd97-1573386fdd17,a46abd05-0cf3-4c45-904f-81e83d98b725,c3,c2,3359,?,p3,
1769460607.0468442,CREATED,c1d97b59-078e-47be-b10b-521b0a3c3f6e,04d8948b-8df5-425e-bdf5-d42cec889e86,c3,c2,27,?,?,surb={'id': '589743d4-56ee-4866-ab6e-6975194f2303', 'route': ['p2', 'e5', 'i10', 'x3', 'p3', 'c3']}
1769460607.0499687,RECEIVED,a99f2a7e-1398-4067-b6b8-827d2ed15b3b,1e56a42e-1745-4e92-97e0-a861c86fd77f,c1,c3,27,p3,?,surb={'id': '287d090e-25d9-4104-970e-804bcc868d68', 'route': ['p3', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769460607.106552,RECEIVED,97c42999-4f8b-4e41-9872-0148154ed94f,7ec9f69e-0946-466e-b36f-c082a9570ce1,c1,c3,26,p3,?,surb={'id': '1c046caf-6e39-45d1-9b79-fd49f599e628', 'route': ['p3', 'e12', 'i6', 'x7', 'p1', 'c1']}
1769460607.2063282,RECEIVED,7b49207e-81ba-4572-aee5-0854bf290076,35b98d70-5231-464e-abb5-fb5f4f517626,c4,c3,27,p3,?,surb={'id': '0290978a-e404-4a3d-8a3d-ba4ffca62831', 'route': ['p3', 'e8', 'i2', 'x3', 'p1', 'c4']}
1769460607.2756164,RECEIVED,a2267b60-aa7e-4439-93ab-ca15fbb952a5,35b98d70-5231-464e-abb5-fb5f4f517626,c4,c3,27,p3,?,surb={'id': '0290978a-e404-4a3d-8a3d-ba4ffca62831', 'route': ['p3', 'e8', 'i2', 'x3', 'p1', 'c4']}
1769460607.422457,RECEIVED,631d3d51-a676-4361-8b5e-056cd4bb0b9d,4b004f0d-716d-4555-bfad-bba92ce12c41,c4,c3,27,p3,?,surb={'id': '4ea71b4e-3c3a-4783-bfd9-1e2a4511f73d', 'route': ['p3', 'e2', 'i10', 'x11', 'p1', 'c4']}
1769460607.5777695,SENT,a7ef9d54-6385-409e-9359-4f14c204c610,5b000d3d-43ca-4cdb-993e-f028f16508f4,c3,c2,3380,?,p3,
1769460607.577863,CREATED,badba36d-0fe0-456d-b97d-2e7c134e4a70,04f62300-72b5-46af-b1ee-bb013b301dd9,c3,c2,27,?,?,surb={'id': '00f4cbcc-3fa4-460c-91a4-3f700a999c82', 'route': ['p2', 'e4', 'i2', 'x2', 'p3', 'c3']}
1769460607.623776,RECEIVED,d5431fd0-604a-4ea7-918b-aa3e33f08dff,dbddc5e6-943e-4c8e-a335-8a051cf8b60b,c1,c3,27,p3,?,surb={'id': 'e8dec21c-a2e0-4b6e-986e-82903cd3adaf', 'route': ['p3', 'e4', 'i12', 'x12', 'p1', 'c1']}
1769460607.640776,RECEIVED,131945e4-459a-4e36-8540-fa313a17143c,73d8a1a3-cff2-454c-b95f-a7e3be3fb513,c4,c3,27,p3,?,surb={'id': 'e919a0d3-7d70-4b62-bcbd-d68f60b8c6bd', 'route': ['p3', 'e6', 'i9', 'x6', 'p1', 'c4']}
1769460607.7248168,RECEIVED,7bd9abb3-fd03-4f20-a249-3e8206244df6,654cc666-d29a-4842-a99d-2a4cd251a175,c4,c3,26,p3,?,surb={'id': 'b986f9c8-f8ce-41f2-a820-5d3f62fae95d', 'route': ['p3', 'e2', 'i2', 'x6', 'p1', 'c4']}
1769460607.7998219,SENT,90434ab5-ec7c-48c3-b6cc-81bc30b31266,8ff8db66-e94e-408a-bef3-5b464972018a,c3,c2,3364,?,p3,
1769460607.7999024,CREATED,0f737205-ec70-45aa-9ba3-32f610c5585b,04f62300-72b5-46af-b1ee-bb013b301dd9,c3,c2,27,?,?,surb={'id': '00f4cbcc-3fa4-460c-91a4-3f700a999c82', 'route': ['p2', 'e4', 'i2', 'x2', 'p3', 'c3']}
1769460608.0404823,RECEIVED,20d0fe4d-ab20-407b-a767-ba77e2464b49,47f37069-d990-466b-bc6f-cc1a6658270f,c1,c3,27,p3,?,surb={'id': '4e65224c-1954-4392-b8fa-ebb70ba5ee83', 'route': ['p3', 'e5', 'i6', 'x9', 'p1', 'c1']}
1769460608.1185358,RECEIVED,a27dfb17-fa24-46cb-b363-c89c83c247a2,174f5827-7c82-4b48-8055-9add69f69093,c1,c3,27,p3,?,surb={'id': 'c65235da-2f7e-4377-927f-d8b5e1186d14', 'route': ['p3', 'e2', 'i10', 'x3', 'p1', 'c1']}
1769460608.2458043,RECEIVED,02a14f26-1a94-4fa5-8039-65215b402a39,3887cd66-4b3e-4c1b-acfe-2e5d6bcd6068,c4,c3,27,p3,?,surb={'id': 'fc7796f1-7e6e-43f2-82a9-d67dae01829e', 'route': ['p3', 'e3', 'i3', 'x10', 'p1', 'c4']}
1769460608.266104,RECEIVED,03695ed1-4904-48b0-8e55-53f2e8db53a4,2a69f0ac-f6ad-4ca6-999b-af1889cd6d49,c4,c3,27,p3,?,surb={'id': '73b12899-b58c-43b2-b1ab-fce030d1fea0', 'route': ['p3', 'e4', 'i7', 'x4', 'p1', 'c4']}
1769460608.2847621,RECEIVED,a0e70bcb-4b57-483a-bdf6-e82c5f2fb2ff,0ab90328-f88d-459b-b72f-5d338ad21633,c1,c3,27,p3,?,surb={'id': 'e6a30182-8e4a-4e5c-8c69-9471fef7b7bc', 'route': ['p3', 'e2', 'i7', 'x2', 'p1', 'c1']}
1769460608.4872708,RECEIVED,14e3a2b1-27bb-4260-bd94-07edd989f677,fdcb4ff4-b698-427e-9894-92522ce0cd61,c1,c3,27,p3,?,surb={'id': 'd3a1cd4a-4165-4a00-8e76-6d38d80e6da0', 'route': ['p3', 'e4', 'i7', 'x3', 'p1', 'c1']}
1769460608.5161798,SENT,e780c524-88bc-4dd2-8f54-6e23308ab585,645433d9-e6c8-49df-9a6f-565bc7b41687,c3,c2,3371,?,p3,
1769460608.51627,CREATED,208d767c-05f7-488b-af54-a9a952fd5537,90b6798f-4804-40f7-a0a5-2c4b463623a4,c3,c2,27,?,?,surb={'id': '7e0ae4e9-250e-43e2-9cac-5234c9647a20', 'route': ['p2', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769460608.5254068,SENT,5a08ca1c-f1fe-48ff-9ce0-bb1aec69ff7c,a9db0152-590c-49af-a78a-ea2beb812b2c,c3,c2,3363,?,p3,
1769460608.5255067,CREATED,4bcb90cd-c7e4-41a1-9890-3f31ca163031,90b6798f-4804-40f7-a0a5-2c4b463623a4,c3,c2,27,?,?,surb={'id': '7e0ae4e9-250e-43e2-9cac-5234c9647a20', 'route': ['p2', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769460608.5953639,RECEIVED,34a652ec-45c3-4784-9a80-95130513cccb,8f7bba6d-61e5-402a-9f94-266af1a1bed1,c5,c3,27,p3,?,surb={'id': 'e0e9d2b0-0b10-4da7-8c22-d95e784715af', 'route': ['p3', 'e4', 'i3', 'x7', 'p2', 'c5']}
1769460608.8457353,RECEIVED,d06c6977-0c3a-4693-b2fa-0780dabd12cb,5a1b4533-ee58-4dd2-aee8-85749b6db94f,c4,c3,27,p3,?,surb={'id': '4c4b526d-a8a0-4fb1-b8bf-22af8d5fd4e2', 'route': ['p3', 'e8', 'i7', 'x1', 'p1', 'c4']}
1769460608.9611733,RECEIVED,9b822cc7-b298-4058-920e-4866e25233d6,7d829b41-b8bb-4296-90eb-8ae8ed5975ca,c5,c3,27,p3,?,surb={'id': '4516c545-92dc-4dc5-bd87-98e7d4378b3e', 'route': ['p3', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769460609.0133173,RECEIVED,8d3dae15-e0ea-448a-aa4f-c4d88d952a1c,211268db-8375-4eea-97a8-2d0a0f87db94,c5,c3,27,p3,?,surb={'id': '41c14342-7392-42aa-a800-250ccf07eac7', 'route': ['p3', 'e1', 'i9', 'x11', 'p2', 'c5']}
1769460609.0934613,RECEIVED,4d116e32-fc86-443f-9907-c41c56b76693,7ec9f69e-0946-466e-b36f-c082a9570ce1,c1,c3,26,p3,?,surb={'id': '1c046caf-6e39-45d1-9b79-fd49f599e628', 'route': ['p3', 'e12', 'i6', 'x7', 'p1', 'c1']}
1769460609.1000414,SENT,c5494bdf-ccb0-4b5a-ba99-7d8fa5ea4996,682720d4-967d-48e8-84c4-4cb0eda9b751,c3,c2,3392,?,p3,
1769460609.100236,CREATED,8dd0d07f-93c9-4475-822c-83f2078ad373,a2fde52b-6e45-47ab-bf2c-0280bcd52491,c3,c2,27,?,?,surb={'id': '7709ac0e-2b05-4f3f-9d04-44cc73bc6525', 'route': ['p2', 'e1', 'i12', 'x6', 'p3', 'c3']}
1769460609.1076746,RECEIVED,47b855ee-18f2-45f6-914d-aa4a5148ff10,db37d17d-ac7d-466d-a7cf-95cf4d346184,c5,c3,27,p3,?,surb={'id': '2512516b-d465-44ba-91cb-5067f06d71b5', 'route': ['p3', 'e7', 'i5', 'x9', 'p2', 'c5']}
1769460609.2108057,RECEIVED,32725e3c-f037-4435-b040-aec68784ab72,2a69f0ac-f6ad-4ca6-999b-af1889cd6d49,c4,c3,27,p3,?,surb={'id': '73b12899-b58c-43b2-b1ab-fce030d1fea0', 'route': ['p3', 'e4', 'i7', 'x4', 'p1', 'c4']}
1769460609.2849953,RECEIVED,63ecd508-dd72-4a99-8fa3-b34267ab864c,8f7bba6d-61e5-402a-9f94-266af1a1bed1,c5,c3,27,p3,?,surb={'id': 'e0e9d2b0-0b10-4da7-8c22-d95e784715af', 'route': ['p3', 'e4', 'i3', 'x7', 'p2', 'c5']}
1769460609.2947373,RECEIVED,9811d957-c0f2-4382-accf-0f90c97e06bc,0ab90328-f88d-459b-b72f-5d338ad21633,c1,c3,27,p3,?,surb={'id': 'e6a30182-8e4a-4e5c-8c69-9471fef7b7bc', 'route': ['p3', 'e2', 'i7', 'x2', 'p1', 'c1']}
1769460609.361082,SENT,ce143560-7988-400d-9258-002ae77e6997,76d58e5a-f1a3-410d-bea6-2ba7d26add11,c3,c2,3388,?,p3,
1769460609.3611572,CREATED,9c882d23-110a-4b13-9a6f-b3bcec9fd96f,a2fde52b-6e45-47ab-bf2c-0280bcd52491,c3,c2,27,?,?,surb={'id': '7709ac0e-2b05-4f3f-9d04-44cc73bc6525', 'route': ['p2', 'e1', 'i12', 'x6', 'p3', 'c3']}
1769460609.4478343,RECEIVED,b75cf953-4768-42ac-b105-e15bfa707ccd,21123ad9-67a9-4a6c-b586-e05225924321,c1,c3,27,p3,?,surb={'id': '90211652-9f2d-4e80-9dfd-4295c7a75d28', 'route': ['p3', 'e11', 'i11', 'x12', 'p1', 'c1']}
1769460609.504367,RECEIVED,4d281742-559b-497e-95c5-c8d9d1d1c640,5bd317dd-bc45-4482-845e-47c41bbfa28b,c5,c3,27,p3,?,surb={'id': 'bb1c2552-eb81-466c-84a0-60ec06e0a160', 'route': ['p3', 'e2', 'i6', 'x6', 'p2', 'c5']}
1769460609.7937179,SENT,ee9dade0-de32-496d-a465-f55f7e480dc1,69f6a173-d36c-4673-90b0-422fc58e292f,c3,c2,3361,?,p3,
1769460609.7938035,CREATED,a56c27bd-b740-4e87-943e-8d427f721e7d,87e7563e-afee-471f-84f5-45796187c28a,c3,c2,25,?,?,surb={'id': '70c2527e-6da8-42ee-b4e8-c88aed9f418b', 'route': ['p2', 'e3', 'i4', 'x8', 'p3', 'c3']}
1769460609.8398361,RECEIVED,5e9ed9c6-9509-4847-9469-05289eab3c6a,5a1b4533-ee58-4dd2-aee8-85749b6db94f,c4,c3,27,p3,?,surb={'id': '4c4b526d-a8a0-4fb1-b8bf-22af8d5fd4e2', 'route': ['p3', 'e8', 'i7', 'x1', 'p1', 'c4']}
1769460609.9065473,RECEIVED,cdd27e02-bade-4600-9b3d-fba4d0d90261,6c5b84c0-6127-4f61-99a2-d1ef4ea06759,c1,c3,27,p3,?,surb={'id': 'ca93a289-9134-4476-8f50-ca0fd06202a4', 'route': ['p3', 'e11', 'i1', 'x11', 'p1', 'c1']}
1769460609.9601772,RECEIVED,78026280-2f5e-4a9c-b8cb-3f0c63554fee,5bd317dd-bc45-4482-845e-47c41bbfa28b,c5,c3,27,p3,?,surb={'id': 'bb1c2552-eb81-466c-84a0-60ec06e0a160', 'route': ['p3', 'e2', 'i6', 'x6', 'p2', 'c5']}
1769460609.9867797,SENT,f5fd3ae5-2e8c-4f1a-9b4d-32bb0e23dc1e,5a866ee6-6969-4727-a2e0-d7e2333c05d4,c3,c2,3355,?,p3,
1769460609.986861,CREATED,8f770a40-181b-480a-865e-3d6de71d95fc,87e7563e-afee-471f-84f5-45796187c28a,c3,c2,25,?,?,surb={'id': '70c2527e-6da8-42ee-b4e8-c88aed9f418b', 'route': ['p2', 'e3', 'i4', 'x8', 'p3', 'c3']}
1769460610.1669917,SENT,be48a014-7ed8-4828-8470-360a69368cbe,598c737d-1a63-4f9d-b44d-01fcb7021b94,c3,c2,3379,?,p3,
1769460610.1671846,CREATED,a7f3fda8-7218-4fb7-9376-a3286e97f1d7,74cc24d4-b87c-47a7-820b-b78a5c600938,c3,c2,27,?,?,surb={'id': '23525783-b008-4fa0-82c6-90303239f298', 'route': ['p2', 'e9', 'i3', 'x6', 'p3', 'c3']}
1769460610.1767676,RECEIVED,ae4b4463-a8ec-4cb1-84ad-15a950a6de0a,2e5c048c-a168-4ccf-9957-2cdb1c28091d,c4,c3,27,p3,?,surb={'id': '67689ba0-6c8f-49de-b501-655a915d9bcf', 'route': ['p3', 'e4', 'i6', 'x5', 'p1', 'c4']}
1769460610.2804382,RECEIVED,0f2e7da0-06cc-4c84-b719-111f34caa003,12bfbc21-4423-4f30-a4cd-d93c5f80e18f,c4,c3,27,p3,?,surb={'id': '24cf5582-62dd-4f79-ac69-6644f88890db', 'route': ['p3', 'e10', 'i9', 'x10', 'p1', 'c4']}
1769460610.3455439,SENT,66bbaca5-6f9b-4c01-a8ca-6fcb821ca823,dddde5a5-b44f-452b-bb87-ae1235cbee22,c3,c2,3379,?,p3,
1769460610.3457763,CREATED,e8de3998-b954-4398-9d2e-1de1f1aec490,74cc24d4-b87c-47a7-820b-b78a5c600938,c3,c2,27,?,?,surb={'id': '23525783-b008-4fa0-82c6-90303239f298', 'route': ['p2', 'e9', 'i3', 'x6', 'p3', 'c3']}
