timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460535.1680076,SENT,478b54ae-c8de-46f9-8961-b2f93433e6c4,49c8875f-618a-4d74-b07c-964558e0c8a6,c2,c4,3401,?,p2,
1769460535.1682053,CREATED,8ec3c058-92fb-4f02-8d80-c4a141282ec0,96b53825-9edb-49ad-9f5e-f295e8baa5bc,c2,c4,27,?,?,surb={'id': 'a9aa8a0c-332e-4ef1-90a0-c5097a91ace6', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769461062.3096726,SENT,3e541601-6910-4165-bb05-af81dbb821b0,78012285-74ba-4334-b493-a1c43e9c9c8c,c2,c4,3355,?,p2,
1769461062.30983,CREATED,09bfe590-5954-4db9-a2ca-7d75c507da10,48c998ea-7e15-458c-acb2-41326a6cf36d,c2,c4,24,?,?,surb={'id': '4c87059c-6647-48ec-a7d3-11a6ab20d30f', 'route': ['p1', 'e4', 'i6', 'x12', 'p2', 'c2']}
1769461062.4763553,RECEIVED,9f096815-084b-488b-afa6-6017fe0cec49,4e084c28-0593-4dba-b9be-e6612c42b8c1,c3,c2,27,p2,?,surb={'id': '4e1a9b86-cb09-4f2f-affe-5539dbebfcbf', 'route': ['p2', 'e9', 'i10', 'x11', 'p3', 'c3']}
1769461062.9596894,SENT,cf199344-526b-4aea-8632-daf2601df2fb,6bb8fe9b-1ef1-4d7b-9f0a-d465ac35000f,c2,c4,3355,?,p2,
1769461062.959842,CREATED,7375616e-affc-4dcd-81f3-00df55b8f058,48c998ea-7e15-458c-acb2-41326a6cf36d,c2,c4,24,?,?,surb={'id': '4c87059c-6647-48ec-a7d3-11a6ab20d30f', 'route': ['p1', 'e4', 'i6', 'x12', 'p2', 'c2']}
1769461063.5669463,SENT,8514da63-6130-4b6d-bf4e-6c9157d79cc7,4c07df0c-7486-49aa-a72b-4dcfdbb1e1e2,c2,c4,3367,?,p2,
1769461063.5671213,CREATED,d762c846-8a44-46a0-bb06-75ddb8fe7dfa,7e1231b4-4e18-4894-9d66-4d638527a00a,c2,c4,27,?,?,surb={'id': 'd9b7ac6d-50bc-416e-8a40-0c9be4abc619', 'route': ['p1', 'e2', 'i8', 'x3', 'p2', 'c2']}
1769461063.7213573,SENT,e7173d8a-3809-4f2d-bdbe-f130400df34c,7ed30765-8627-47d2-853d-3e54736db67e,c2,c4,3364,?,p2,
1769461063.7214592,CREATED,49f3e5ed-d3bf-425c-88cc-39c5bad1235d,7e1231b4-4e18-4894-9d66-4d638527a00a,c2,c4,27,?,?,surb={'id': 'd9b7ac6d-50bc-416e-8a40-0c9be4abc619', 'route': ['p1', 'e2', 'i8', 'x3', 'p2', 'c2']}
1769461063.895705,RECEIVED,8717e681-01fe-4f98-aa1e-88bf349b8b48,c357e238-7a57-423a-bf6c-368bd1fbdce8,c3,c2,27,p2,?,surb={'id': '363f8973-6e03-4b47-b2c4-8d6bd36fef0a', 'route': ['p2', 'e6', 'i3', 'x8', 'p3', 'c3']}
1769461063.9306412,SENT,cb05523c-3007-4905-9774-0bf48454501b,8351f3b3-26a8-4d85-a21e-14c5724bd60e,c2,c4,3373,?,p2,
1769461063.9307413,CREATED,1445c4b1-b230-43e0-9d98-67360e2f3a83,a5b2e646-b032-41ae-98be-eb0b710b05b9,c2,c4,27,?,?,surb={'id': 'e56130d4-7adb-497b-9393-81d497e7f699', 'route': ['p1', 'e7', 'i1', 'x4', 'p2', 'c2']}
1769461064.0237262,SENT,d3db6def-78c4-431b-9991-44dab89cab20,4ada1389-9165-4491-9986-04db35987d36,c2,c4,3363,?,p2,
1769461064.0238276,CREATED,69ed2375-8d40-4ee2-be23-c3d6c0f6ef66,a5b2e646-b032-41ae-98be-eb0b710b05b9,c2,c4,27,?,?,surb={'id': 'e56130d4-7adb-497b-9393-81d497e7f699', 'route': ['p1', 'e7', 'i1', 'x4', 'p2', 'c2']}
1769461064.306115,SENT,ba490289-3a56-4971-aaad-02e1e357a012,7d508219-78e4-49a0-823f-69b5f53088da,c2,c4,3406,?,p2,
1769461064.3062162,CREATED,34488e11-6f42-4bb9-8034-d5e66db251dc,3487af7b-f770-46df-9d81-855914a0e9b6,c2,c4,27,?,?,surb={'id': '0999338c-51f1-4f3f-b167-3602827d162a', 'route': ['p1', 'e5', 'i10', 'x7', 'p2', 'c2']}
1769461064.9018617,RECEIVED,d56d056b-a92c-4258-b65b-65cf833e0b24,a9e7da98-2096-4cc1-b8b8-fc34ebea3528,c3,c2,27,p2,?,surb={'id': 'd9b50cfd-cfe2-4702-8d79-8f849455d828', 'route': ['p2', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769461064.9311793,SENT,ed70b23a-299b-41a2-b2ed-82fd95e49efb,c77b622b-73f3-400e-8f02-1e002867f8ca,c2,c4,3384,?,p2,
1769461064.9313374,CREATED,40081421-d581-4881-8867-eb2b32bf94fe,3487af7b-f770-46df-9d81-855914a0e9b6,c2,c4,27,?,?,surb={'id': '0999338c-51f1-4f3f-b167-3602827d162a', 'route': ['p1', 'e5', 'i10', 'x7', 'p2', 'c2']}
1769461064.9382615,SENT,0370ccb8-47dc-4fc7-abe1-e63fc41e1405,e206e97c-5475-4d6c-b4ab-b70f32180f27,c2,c4,3390,?,p2,
1769461064.9384115,CREATED,24416b23-1222-4382-9bb9-5522170b7fd1,92100ec0-4961-41d9-8da9-893ed011a4c1,c2,c4,27,?,?,surb={'id': '2bb16eaa-6735-4a77-9a18-0da9c3fce99a', 'route': ['p1', 'e5', 'i12', 'x11', 'p2', 'c2']}
1769461065.0693138,SENT,74a87106-a1d9-4ac5-86a6-4c33879b7ee0,522fc005-6d89-4c1e-b9f3-49ca29a6cbb7,c2,c4,3400,?,p2,
1769461065.0694633,CREATED,4b900a5e-c641-4fde-813a-dca863693572,92100ec0-4961-41d9-8da9-893ed011a4c1,c2,c4,27,?,?,surb={'id': '2bb16eaa-6735-4a77-9a18-0da9c3fce99a', 'route': ['p1', 'e5', 'i12', 'x11', 'p2', 'c2']}
1769461065.6238093,SENT,3ccb3c1f-3d22-4305-95fb-221e7fb40eab,c6923650-b182-4d74-b9c5-979510c0bce8,c2,c4,3364,?,p2,
1769461065.6239595,CREATED,87fb2a99-ff09-4070-84d5-8f2b56c56c69,07ab9d13-fcef-49c6-b359-8522deb01a9e,c2,c4,27,?,?,surb={'id': '1de8bb92-d65c-4f0b-aba3-539c5360c2f4', 'route': ['p1', 'e5', 'i3', 'x2', 'p2', 'c2']}
1769461065.726239,RECEIVED,27653ed7-69f7-4586-845c-c8c71b971835,d15e4c68-b9a9-4d90-99d1-3006c260a4a6,c3,c2,26,p2,?,surb={'id': 'c2fc34b8-50b2-49f5-a06d-9dca7ab489ff', 'route': ['p2', 'e11', 'i5', 'x7', 'p3', 'c3']}
1769461065.7659843,SENT,1201ca42-dd9b-4b71-992e-c158ee48f960,1680164e-4d59-4c5a-b8ed-9c1a6c20086f,c2,c4,3359,?,p2,
1769461065.7660742,CREATED,4c28803f-b422-4e68-a17e-b28d2f3b9849,07ab9d13-fcef-49c6-b359-8522deb01a9e,c2,c4,27,?,?,surb={'id': '1de8bb92-d65c-4f0b-aba3-539c5360c2f4', 'route': ['p1', 'e5', 'i3', 'x2', 'p2', 'c2']}
1769461065.8306139,SENT,0de9aee8-ccbf-4216-b1e1-63950b672e7c,be45efb4-00cc-4c73-bcf5-abf903beb212,c2,c4,3388,?,p2,
1769461065.8307064,CREATED,90a32ed8-6210-4b0e-96f4-6aabd36af5cd,ba2a2dd1-5f15-48b6-847b-7df25beff955,c2,c4,27,?,?,surb={'id': 'cdec6229-5213-4089-b4a7-d8d6b7285b03', 'route': ['p1', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769461065.9964824,RECEIVED,a3f53651-4ab5-4dd3-b106-b8e7055ed439,65c080a9-b059-4a0e-bf27-656f3d47562c,c3,c2,27,p2,?,surb={'id': '5f0badb4-7790-4497-a160-8b236383d8af', 'route': ['p2', 'e10', 'i2', 'x6', 'p3', 'c3']}
1769461066.0092683,RECEIVED,db512b4e-d230-47cd-b602-5c072808ccbc,932e820c-8e2d-4aa5-a560-925bb693bd50,c3,c2,27,p2,?,surb={'id': '2a42b9ec-61f7-4a5e-b4fe-dd43d3b511dd', 'route': ['p2', 'e7', 'i11', 'x5', 'p3', 'c3']}
1769461066.0422187,RECEIVED,de063203-6eb3-4c8c-a76f-75993e0a77d1,932e820c-8e2d-4aa5-a560-925bb693bd50,c3,c2,27,p2,?,surb={'id': '2a42b9ec-61f7-4a5e-b4fe-dd43d3b511dd', 'route': ['p2', 'e7', 'i11', 'x5', 'p3', 'c3']}
1769461066.373097,SENT,766df0a7-d6bc-49df-93f2-5a5b00deb2f7,0c535ab2-ac81-4a94-94dc-ff8c39830566,c2,c4,3391,?,p2,
1769461066.373281,CREATED,4312acdc-da4e-48fe-88c3-4111e5657abc,ba2a2dd1-5f15-48b6-847b-7df25beff955,c2,c4,27,?,?,surb={'id': 'cdec6229-5213-4089-b4a7-d8d6b7285b03', 'route': ['p1', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769461066.500411,RECEIVED,e7af655b-20d2-492e-ae85-b39a02b456c4,a9e7da98-2096-4cc1-b8b8-fc34ebea3528,c3,c2,27,p2,?,surb={'id': 'd9b50cfd-cfe2-4702-8d79-8f849455d828', 'route': ['p2', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769461066.7074482,SENT,9ce12d23-cbdd-42cc-a687-73214f7c7f6d,6f9099d3-14e7-4ab8-beae-2919cd30ffdb,c2,c4,3372,?,p2,
1769461066.7075992,CREATED,feab759a-632a-4ada-a648-fa5b7fccf4a7,5b36b0ec-19b7-4f4a-b1a5-54f9f9062f62,c2,c4,26,?,?,surb={'id': '7422d2ea-855d-431d-99f2-edf74d78920a', 'route': ['p1', 'e8', 'i7', 'x1', 'p2', 'c2']}
1769461066.7336376,RECEIVED,f98842b0-c6eb-40fb-bb4e-fc4d5ed2103d,744c4da6-62ad-419a-8a62-9db762bda0cb,c3,c2,27,p2,?,surb={'id': '11ca9948-05b1-4ac3-9fde-9d2818e55695', 'route': ['p2', 'e1', 'i4', 'x10', 'p3', 'c3']}
1769461066.7999167,SENT,38990e58-9ed4-4a8c-99ba-f9e93bee9179,5a3b4e63-94a2-4f95-a7b8-75f33e4e4b08,c2,c4,3379,?,p2,
1769461066.8000202,CREATED,bc165a35-ae81-4b51-bd55-cd0c868ddee8,5b36b0ec-19b7-4f4a-b1a5-54f9f9062f62,c2,c4,26,?,?,surb={'id': '7422d2ea-855d-431d-99f2-edf74d78920a', 'route': ['p1', 'e8', 'i7', 'x1', 'p2', 'c2']}
1769461066.9371748,SENT,446fff15-db9f-4a2f-8f6e-35146cfcf2b2,da15b571-ab86-4f0a-837d-615d0e53e511,c2,c4,3375,?,p2,
1769461066.9372785,CREATED,81fcc11e-7e01-4d58-be0e-9871b921d76d,affd358c-efc6-4638-9cb1-9b30b02288e2,c2,c4,26,?,?,surb={'id': '04463258-19ec-4d77-9d62-b3ee92f2f6fa', 'route': ['p1', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769461067.108355,RECEIVED,0acd7aa8-7b71-4207-a1f5-9f0437db8bb5,85045f5e-4d1d-4e16-b01f-83a06ff86c58,c3,c2,27,p2,?,surb={'id': 'c62b53d0-9ad0-48b6-a269-09c9b9f1e413', 'route': ['p2', 'e8', 'i1', 'x8', 'p3', 'c3']}
1769461067.2538724,RECEIVED,955a8362-bb05-463f-a6f9-e3835303b709,ebf8c3ca-2301-4ea9-9bee-3ee1f1a06d47,c3,c2,26,p2,?,surb={'id': '3e773ba0-6c59-4bf5-8dae-ca7244406269', 'route': ['p2', 'e8', 'i6', 'x4', 'p3', 'c3']}
1769461067.6457732,RECEIVED,d5d667a4-292f-4d87-8a60-f9528ccda7c0,d15e4c68-b9a9-4d90-99d1-3006c260a4a6,c3,c2,26,p2,?,surb={'id': 'c2fc34b8-50b2-49f5-a06d-9dca7ab489ff', 'route': ['p2', 'e11', 'i5', 'x7', 'p3', 'c3']}
1769461068.0351458,RECEIVED,da593fa8-6401-428f-9122-03eb40346277,26ad1035-9d01-4498-bb89-ac3494c92d1d,c3,c2,27,p2,?,surb={'id': 'cc3f5d28-5d3f-483e-8031-1a49f8103026', 'route': ['p2', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769461068.0686092,RECEIVED,d74fae92-952c-4370-b819-983632de1cc1,85045f5e-4d1d-4e16-b01f-83a06ff86c58,c3,c2,27,p2,?,surb={'id': 'c62b53d0-9ad0-48b6-a269-09c9b9f1e413', 'route': ['p2', 'e8', 'i1', 'x8', 'p3', 'c3']}
1769461068.332126,SENT,91d9247e-ca9d-443c-9613-0ed93a2bf793,6197873a-a018-4e69-bb6e-f0ab03d13b3f,c2,c4,3360,?,p2,
1769461068.3322587,CREATED,50fe9c56-b8b7-414d-8d59-2fe1aa0178be,affd358c-efc6-4638-9cb1-9b30b02288e2,c2,c4,26,?,?,surb={'id': '04463258-19ec-4d77-9d62-b3ee92f2f6fa', 'route': ['p1', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769461068.6480832,RECEIVED,67790667-96b6-4d53-92c8-0f991c9e6e73,10a2b280-5b63-4125-ac8e-b12af1af8634,c3,c2,27,p2,?,surb={'id': '1c21e2a7-94a7-4bc5-83cb-d2a03dc890d9', 'route': ['p2', 'e7', 'i11', 'x8', 'p3', 'c3']}
1769461068.8942053,SENT,8be1b67c-1fb7-419e-a649-caf71de9df9e,9f7046dc-9921-4b0f-bc2d-50699ff8bca8,c2,c4,3393,?,p2,
1769461068.8943384,CREATED,e25a1bbc-d312-46e8-9568-b2f7e8ac27b5,b8eeb2c2-00f1-46f7-b008-bd408d1d7734,c2,c4,27,?,?,surb={'id': 'e13e9d8e-d7e6-4a38-866d-f98010cd4c25', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c2']}
1769461069.1546307,SENT,e5d94335-5876-4328-b718-72d8b6e4f0f0,b55fda37-d66f-4341-aada-9ceef8243369,c2,c4,3375,?,p2,
1769461069.1547832,CREATED,7b961b54-2a2a-4af5-a101-525ce274e33d,b8eeb2c2-00f1-46f7-b008-bd408d1d7734,c2,c4,27,?,?,surb={'id': 'e13e9d8e-d7e6-4a38-866d-f98010cd4c25', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c2']}
1769461069.1693523,RECEIVED,0a035efb-1dfc-4782-9532-567ff5e533cf,26ad1035-9d01-4498-bb89-ac3494c92d1d,c3,c2,27,p2,?,surb={'id': 'cc3f5d28-5d3f-483e-8031-1a49f8103026', 'route': ['p2', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769461069.2007587,SENT,6756316e-f11d-4d37-bda9-49a908f6cec6,ab928579-054d-403a-bf3e-895a1b6a64c7,c2,c4,3379,?,p2,
1769461069.2009087,CREATED,30f325e0-7161-48a5-b661-f90c037b7322,80524836-f6c0-4b7a-a3be-808c31be215d,c2,c4,26,?,?,surb={'id': '934c6e0b-0b60-472c-9679-53be477cf8a1', 'route': ['p1', 'e11', 'i10', 'x2', 'p2', 'c2']}
1769461069.306815,SENT,c7007b7f-a00e-402b-9658-18e2c9be61eb,f453016f-5d48-4296-b764-019c12c330e3,c2,c4,3396,?,p2,
1769461069.306869,CREATED,14997956-8698-4d65-8faf-61be414209e8,80524836-f6c0-4b7a-a3be-808c31be215d,c2,c4,26,?,?,surb={'id': '934c6e0b-0b60-472c-9679-53be477cf8a1', 'route': ['p1', 'e11', 'i10', 'x2', 'p2', 'c2']}
1769461069.39677,SENT,b95aff1d-1158-4134-8961-ee806daf5a5e,a72ebd22-8610-4829-bef7-5226738ee107,c2,c4,3391,?,p2,
1769461069.3968298,CREATED,e3b26fb6-b7ae-43f4-bd96-f7436cf34cb4,9669a8f5-9b25-456b-a143-a949aa2ecafe,c2,c4,27,?,?,surb={'id': '3e661198-aacd-4c3f-99a1-5018be3bd52d', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c2']}
1769461069.5781667,SENT,0f796ef8-3742-469a-93cf-ea84f563aea0,62a6ff05-fcb6-4fef-9484-4e426a4c64df,c2,c4,3364,?,p2,
1769461069.578278,CREATED,2c20d538-2285-49e6-b516-d5fb5a7d3347,9669a8f5-9b25-456b-a143-a949aa2ecafe,c2,c4,27,?,?,surb={'id': '3e661198-aacd-4c3f-99a1-5018be3bd52d', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c2']}
1769461069.7103696,SENT,9b49fcd5-9164-42f7-a842-ec4412f58c2a,6dea750f-37ef-4f02-8c9f-2ffce5e91dde,c2,c4,3367,?,p2,
1769461069.7105083,CREATED,f2f305dc-c0a4-4faa-87b5-2738f5dce4b5,58aa0703-8456-419c-af7b-d1cbaa7c6a20,c2,c4,27,?,?,surb={'id': '1b4d6dd8-aedf-4450-981b-aa5c5c41f2f6', 'route': ['p1', 'e5', 'i7', 'x11', 'p2', 'c2']}
1769461069.7256057,RECEIVED,13f65ff0-aa49-4328-98f5-bc870ff8d8eb,10a2b280-5b63-4125-ac8e-b12af1af8634,c3,c2,27,p2,?,surb={'id': '1c21e2a7-94a7-4bc5-83cb-d2a03dc890d9', 'route': ['p2', 'e7', 'i11', 'x8', 'p3', 'c3']}
1769461070.36313,SENT,58cdea38-fabe-438f-a76f-74d63dedc057,5c4289ac-d730-4cc7-9ecd-da8184c9754c,c2,c4,3387,?,p2,
1769461070.3632026,CREATED,57fdc606-2fe8-4880-bb76-467191141a47,58aa0703-8456-419c-af7b-d1cbaa7c6a20,c2,c4,27,?,?,surb={'id': '1b4d6dd8-aedf-4450-981b-aa5c5c41f2f6', 'route': ['p1', 'e5', 'i7', 'x11', 'p2', 'c2']}
1769461070.447483,SENT,41a6a0c2-41b7-405e-9d61-2139b267bca7,e621aba9-a73a-47ae-a19e-ca0913b5e687,c2,c4,3396,?,p2,
1769461070.447556,CREATED,07bb44c8-9025-42f7-a8ca-b100ec2cdd6b,b1eb1222-25ca-407c-94e3-d304e59b4b67,c2,c4,27,?,?,surb={'id': 'bcdedff8-a289-44bf-b318-0034b35c6925', 'route': ['p1', 'e3', 'i11', 'x11', 'p2', 'c2']}
1769461070.6768944,RECEIVED,d71c2a9f-7ce6-4c30-8086-fa9a75ee67f8,fbe9290a-8087-4f06-8562-c874b8f248f7,c3,c2,27,p2,?,surb={'id': 'eb9500c6-c5fd-4228-af88-19ffa0c123ce', 'route': ['p2', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769461070.8591902,SENT,3919abdc-15d3-4fd8-b960-25eebfaf10cf,f893cbaa-8c00-40e1-9eee-f1e3b3391dfc,c2,c4,3396,?,p2,
1769461070.859293,CREATED,173c88f5-1097-4ba2-8b88-89637cf25c7a,b1eb1222-25ca-407c-94e3-d304e59b4b67,c2,c4,27,?,?,surb={'id': 'bcdedff8-a289-44bf-b318-0034b35c6925', 'route': ['p1', 'e3', 'i11', 'x11', 'p2', 'c2']}
1769461070.8997087,RECEIVED,fd22f610-08ab-414f-88e5-d64e7a0807cc,f2af1855-66c5-49cc-beb8-759b7c1247c2,c3,c2,27,p2,?,surb={'id': '28bc1600-1c01-4fcb-8ff0-ec171d6ec550', 'route': ['p2', 'e12', 'i3', 'x2', 'p3', 'c3']}
1769461071.303562,SENT,50155f10-c06a-4a37-889f-53b3628a59df,943921bf-a37a-4daa-8dfb-dbe6613bab16,c2,c4,3397,?,p2,
1769461071.3036625,CREATED,c37ad4ff-60c1-4105-9669-0810da72305a,ae693f25-f86e-4377-92da-c02d7002c122,c2,c4,27,?,?,surb={'id': '5f0af1c4-4704-4f00-8325-c45ffed51ef4', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c2']}
1769461071.6063669,RECEIVED,696b80b5-7164-4eae-94f8-88d2d5ac005f,fbe9290a-8087-4f06-8562-c874b8f248f7,c3,c2,27,p2,?,surb={'id': 'eb9500c6-c5fd-4228-af88-19ffa0c123ce', 'route': ['p2', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769461071.7425334,RECEIVED,b87173b4-be86-4e81-a7ac-eaf33ff66fbc,16eb0fc7-1373-485d-896c-23d78e80085d,c3,c2,27,p2,?,surb={'id': '18b36443-6331-4a42-afa0-60253c9cc794', 'route': ['p2', 'e10', 'i12', 'x3', 'p3', 'c3']}
1769461071.850084,RECEIVED,71e1c05c-943e-4385-a6b2-f06381e13709,6eb2a27f-19a0-4dad-8efd-0b7204ff9e3f,c3,c2,26,p2,?,surb={'id': 'fc4f0152-268a-4911-9060-d5db1d0c3311', 'route': ['p2', 'e12', 'i4', 'x12', 'p3', 'c3']}
1769461072.134175,SENT,79b14ba5-ad28-435b-8022-7078d216f61b,4c27ed6a-ed9b-4294-82fa-16f16a46990d,c2,c4,3378,?,p2,
1769461072.1342568,CREATED,f2041a09-e85f-4f8f-86bd-bb6817020d76,ae693f25-f86e-4377-92da-c02d7002c122,c2,c4,27,?,?,surb={'id': '5f0af1c4-4704-4f00-8325-c45ffed51ef4', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c2']}
1769461072.150912,RECEIVED,57471b08-a243-4a86-aa0a-2e74e15f52d8,f2af1855-66c5-49cc-beb8-759b7c1247c2,c3,c2,27,p2,?,surb={'id': '28bc1600-1c01-4fcb-8ff0-ec171d6ec550', 'route': ['p2', 'e12', 'i3', 'x2', 'p3', 'c3']}
1769461072.2038531,SENT,f5c336c1-d89d-453f-b2da-5a1632bcfb96,b175cae4-de3d-464e-8701-f2b6d448908c,c2,c4,3375,?,p2,
1769461072.2039292,CREATED,9c041e27-61b2-46df-84fe-c5571953dffd,2ae922a9-a7f5-44e4-a7ac-2d8f5f51fdfb,c2,c4,27,?,?,surb={'id': '6e4af857-41bc-4ccd-9d79-18c9e1d0c5aa', 'route': ['p1', 'e1', 'i8', 'x3', 'p2', 'c2']}
1769461072.2183719,SENT,ae716879-0c4e-42e0-8e00-1628d8b3e31d,845c98cb-058c-4d08-bea0-b3f9754e607e,c2,c4,3371,?,p2,
1769461072.2184477,CREATED,51b0afe5-afa2-4b4c-8143-64ee4e0a34a8,2ae922a9-a7f5-44e4-a7ac-2d8f5f51fdfb,c2,c4,27,?,?,surb={'id': '6e4af857-41bc-4ccd-9d79-18c9e1d0c5aa', 'route': ['p1', 'e1', 'i8', 'x3', 'p2', 'c2']}
1769461072.3003154,RECEIVED,a0c5738a-a6cd-491c-bad3-27738a599736,6eb2a27f-19a0-4dad-8efd-0b7204ff9e3f,c3,c2,26,p2,?,surb={'id': 'fc4f0152-268a-4911-9060-d5db1d0c3311', 'route': ['p2', 'e12', 'i4', 'x12', 'p3', 'c3']}
1769461072.3466086,SENT,d2b7c238-6ad2-4e51-b419-fa16e9359c33,92437191-c273-443d-a469-fbe6dec0efa9,c2,c4,3388,?,p2,
1769461072.3467567,CREATED,b97a7934-30f3-4f38-a2a8-3dd69f57a6c5,85ebdfcf-ec56-4115-80d6-5a85105999cb,c2,c4,27,?,?,surb={'id': '314463f3-597e-4cc9-8696-ae9f2d2bbcfc', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c2']}
1769461072.4626658,RECEIVED,cd039bda-9eb0-451f-bb2c-158b5f53d516,f2f7825c-5e6a-424f-b190-6a47d0907273,c3,c2,27,p2,?,surb={'id': '78384156-a418-4171-8d44-84f6053aebdb', 'route': ['p2', 'e4', 'i1', 'x8', 'p3', 'c3']}
1769461072.4646037,SENT,5bdb2931-ecc9-4c35-a04b-a5255991d2e7,77a02fa1-fdd9-4617-838e-3515ca907f19,c2,c4,3395,?,p2,
1769461072.4650366,CREATED,8d7a8bb7-ceeb-48ac-9b8b-baf5878c33fa,85ebdfcf-ec56-4115-80d6-5a85105999cb,c2,c4,27,?,?,surb={'id': '314463f3-597e-4cc9-8696-ae9f2d2bbcfc', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c2']}
1769461073.048626,RECEIVED,db493eda-2209-4977-a0a7-016f69b0672c,2bb37986-fcb5-4140-8423-7788262ada1e,c3,c2,27,p2,?,surb={'id': '3832bb50-85e2-4a99-84b7-421d048bfe4c', 'route': ['p2', 'e2', 'i1', 'x8', 'p3', 'c3']}
1769461073.4406571,SENT,7146b3fe-08c0-4cbd-b538-f45941ac7200,816e2f4b-75a6-421d-a0e4-1aa8ae6ba29b,c2,c4,3360,?,p2,
1769461073.440806,CREATED,663e0dd6-e615-4d8a-b26a-f44f73e604c8,38aeca60-643c-4dc6-b7b0-dbb1d840da53,c2,c4,27,?,?,surb={'id': '69f2394c-9ac4-4638-ac23-e31db2bbff3d', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c2']}
1769461073.4913547,SENT,bcb4ccb5-611a-429d-ab21-8b3aba46e7fb,a9b0752f-7487-414a-a57e-5d96713d0289,c2,c4,3375,?,p2,
1769461073.4915617,CREATED,be1af4d6-7c09-4c21-b263-b1841c3e5938,38aeca60-643c-4dc6-b7b0-dbb1d840da53,c2,c4,27,?,?,surb={'id': '69f2394c-9ac4-4638-ac23-e31db2bbff3d', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c2']}
1769461073.6636965,RECEIVED,d1519771-2907-44f3-b687-01680f6a1603,29f2b86f-78e9-4749-a937-92e38e1a7a3f,c3,c2,26,p2,?,surb={'id': 'c4d72737-a7b1-4b9a-a620-eca6729266e3', 'route': ['p2', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769461073.7894535,SENT,37c5aed9-1103-495b-ba43-c200f55b0f0f,4068b9c6-7c4c-4016-9580-8991b0e5815f,c2,c4,3363,?,p2,
1769461073.7896025,CREATED,b561f2c6-8569-408a-b3c4-25ad97bb7eba,d769c20e-3f51-4a43-87dd-e74c3e9712cf,c2,c4,27,?,?,surb={'id': 'e0b694de-439f-4272-aacc-27f54232917c', 'route': ['p1', 'e2', 'i6', 'x5', 'p2', 'c2']}
1769461074.651177,SENT,56679b1a-6430-4524-b891-ffe47f7c2e96,32d24a6f-b700-4224-8ef1-4ec8493da5d3,c2,c4,3383,?,p2,
1769461074.6513042,CREATED,16382ba3-5448-405c-9b08-039fb59c8acc,d769c20e-3f51-4a43-87dd-e74c3e9712cf,c2,c4,27,?,?,surb={'id': 'e0b694de-439f-4272-aacc-27f54232917c', 'route': ['p1', 'e2', 'i6', 'x5', 'p2', 'c2']}
1769461074.6623585,SENT,8198ec14-a92e-4454-9076-c595a16cdb7a,17de4cd8-71ba-4715-96a0-40bc0b31bcf0,c2,c4,3383,?,p2,
1769461074.6624792,CREATED,20986290-cfc3-4100-90d8-07891ac5ea7e,2323eb38-9061-4f9d-8c08-6941788874b6,c2,c4,27,?,?,surb={'id': 'b1e307a3-242f-43f8-899f-83c59d00bdac', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c2']}
1769461074.858736,SENT,300c038a-35c4-44d9-b999-986625cdeb95,5fb0d0b3-1c7c-424c-8fdf-7c51de706d76,c2,c4,3371,?,p2,
1769461074.8588583,CREATED,1d12d94d-ddc3-487b-94d8-026316f842d1,2323eb38-9061-4f9d-8c08-6941788874b6,c2,c4,27,?,?,surb={'id': 'b1e307a3-242f-43f8-899f-83c59d00bdac', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c2']}
1769461075.0053678,RECEIVED,7811a433-0b77-4587-a3c1-5131a338c7b5,eb4d500a-8758-460e-96ea-70f1cd2ae50f,c3,c2,26,p2,?,surb={'id': '015c2fe8-0072-4d31-8b1e-9f4420916e08', 'route': ['p2', 'e3', 'i9', 'x6', 'p3', 'c3']}
