timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769744972.0922515,CREATED,bff03540-d1c0-4a7d-b8ea-f52c53aaa4f8,118a9389-7bd5-4903-8809-4663714a5762,c4,c2,27,?,?,surb={'id': '64344c93-9bc6-42fe-8b13-880c0d17c203', 'route': ['p2', 'e10', 'i6', 'x5', 'p1', 'c4']}
1769744972.2884953,SENT,1fbe0b49-6aba-4e4a-b6a8-06fe3ee07936,618230ef-a767-42c1-bd13-007e27265f2b,c4,c2,3388,?,p1,
1769744972.2886517,CREATED,fcb81bf7-5525-4644-80a0-c924cf6ee5e1,0b9f7a69-569f-4552-9fec-e641456a34bc,c4,c2,27,?,?,surb={'id': 'fac3f27a-f72a-40d7-9b5e-c2d48a7be10b', 'route': ['p2', 'e7', 'i3', 'x4', 'p1', 'c4']}
1769744972.3804045,SENT,6dc261de-28e0-4260-8e9f-9ce97d16b1af,4e18fbc4-74bb-4fa7-9278-2301ded46744,c4,c2,3376,?,p1,
1769744972.3804786,CREATED,d61e321a-8b83-4985-b7ca-2d85556b4fd7,de55df2e-f823-4011-a64b-e6bf1c023e29,c4,c2,27,?,?,surb={'id': '01014e16-7629-45ec-85e2-eed01e31f99a', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c4']}
1769744972.5171986,RECEIVED,8a7e5628-ce29-4794-bc07-0f9566ab480b,1162f898-6462-4ef8-add9-ee5f51d86c7d,c1,c4,27,p1,?,surb={'id': '7be51e57-fd37-4682-8c8d-5013f8947beb', 'route': ['p1', 'e7', 'i10', 'x4', 'p1', 'c1']}
1769744972.5299706,SENT,32cf25b9-81dc-4efa-acfa-7fc3643329c4,f8bf71cd-51da-4aaf-86f1-f0ebbc57d442,c4,c2,3392,?,p1,
1769744972.5301323,CREATED,eb0c278d-556a-4e5d-8ce5-f499ba20fba6,e2896ae1-ad92-44e4-8e6f-f2212c9cf86e,c4,c2,27,?,?,surb={'id': 'bb768ca3-091f-41dc-a968-ac05de9db041', 'route': ['p2', 'e12', 'i6', 'x12', 'p1', 'c4']}
1769744972.970262,RECEIVED,71c1e45c-f4e3-4e7d-930f-08729094c5f2,a105ab72-9701-4d04-822e-b935a797afa6,c1,c4,27,p1,?,surb={'id': '470c3964-9a2f-4d5c-9deb-673ebd26f6e0', 'route': ['p1', 'e10', 'i4', 'x2', 'p1', 'c1']}
1769744973.1439376,RECEIVED,b1c396b4-cd10-468c-b751-99be7f251cac,26dafcbf-ead8-4a1a-9ce7-8e4a0878c38b,c1,c4,26,p1,?,surb={'id': 'ace1278f-5022-4417-9edc-b2a5e30b3152', 'route': ['p1', 'e12', 'i3', 'x7', 'p1', 'c1']}
1769744973.1818683,SENT,56c14345-a9bb-4fc9-b2d3-a43eb13b851a,4661d1ce-9e95-43d1-87d6-8c1c36e4ae6d,c4,c2,3402,?,p1,
1769744973.181972,CREATED,e61f9150-975b-4fdb-953c-49b84d3813b0,c214db19-0c37-454f-a6e8-e09d589ad590,c4,c2,27,?,?,surb={'id': '904e4f9a-06af-4e3c-abf3-4171bec22572', 'route': ['p2', 'e12', 'i9', 'x1', 'p1', 'c4']}
1769744973.3460824,RECEIVED,6b06b111-a0a5-40ac-bf41-80a316320aba,3b76f29d-977a-4959-9b68-4af803bfc9da,c1,c4,27,p1,?,surb={'id': '1a0c2875-c5d1-414f-aed5-af474dc385f7', 'route': ['p1', 'e8', 'i9', 'x7', 'p1', 'c1']}
1769744973.4881625,RECEIVED,cb6f2203-6168-42eb-bcc8-4a2239ea2be6,8c661bc9-8e35-4b33-be68-0cc7bc2fa96b,c1,c4,26,p1,?,surb={'id': '38baf817-3b6a-46b7-822c-7fa3c5e984ec', 'route': ['p1', 'e5', 'i7', 'x4', 'p1', 'c1']}
1769744973.7677433,RECEIVED,f0f55620-0f1a-4d74-85d5-ce85ff2c8982,a6b0d544-6d1b-4b8e-ad24-07e2a63f804b,c1,c4,26,p1,?,surb={'id': '30a18a63-9910-4207-9620-8b701280561c', 'route': ['p1', 'e4', 'i8', 'x11', 'p1', 'c1']}
1769744973.9753106,RECEIVED,b3ee4a57-bb84-4510-aa55-effe5e4ebbee,08fc8b84-e176-46a3-9dbb-b6e993f94e44,c1,c4,27,p1,?,surb={'id': '8733b171-624a-4395-adbe-2effc38ed951', 'route': ['p1', 'e5', 'i12', 'x5', 'p1', 'c1']}
1769744974.3612416,RECEIVED,381f66f1-441d-4e40-a3f9-da671cbcf6a7,d963d282-66b8-4eaa-aed4-711b6fe41a47,c1,c4,27,p1,?,surb={'id': 'ca96a9c0-b805-4537-9998-2b7c093a85ed', 'route': ['p1', 'e6', 'i1', 'x5', 'p1', 'c1']}
1769744974.3729022,SENT,75aea71c-dd29-4fce-b631-ac5c69c2822f,420a0dc4-ed98-4285-8130-d0028e753652,c4,c2,3364,?,p1,
1769744974.3730733,CREATED,d6a5fa30-4db0-4fcc-82e7-97aed0752027,13c519b5-cecf-4bb6-977d-46fa7a368788,c4,c2,27,?,?,surb={'id': 'e888590a-1463-49ed-a18b-f7a271be2acf', 'route': ['p2', 'e2', 'i8', 'x8', 'p1', 'c4']}
1769744974.5149343,SENT,3f3af319-f3fa-419e-a490-a49a8bb0d550,4d1cabb9-b197-4e75-8d53-28d32f36e4a4,c4,c2,3363,?,p1,
1769744974.5150516,CREATED,11e0967e-8421-42fd-a1ea-21ffc7807f62,206e9399-e37e-4830-bf90-0e7f65d7ac15,c4,c2,27,?,?,surb={'id': '5ebc23de-6354-4f9f-971a-efdfffa75a5c', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c4']}
1769744974.5694673,RECEIVED,07b5a9f5-0d11-49e9-967d-364046964db9,854751a0-86fd-478e-8b5b-664b23969962,c1,c4,26,p1,?,surb={'id': 'a794cf57-0aed-4e86-bb8b-28d9a0f132ea', 'route': ['p1', 'e9', 'i8', 'x7', 'p1', 'c1']}
1769744974.6551466,RECEIVED,7c21c502-5059-4d10-9bc8-44228ae70dcc,37aab3dd-20ac-452f-929e-c32809a090df,c1,c4,26,p1,?,surb={'id': '9ecc9bb6-5181-4acf-99f4-1f0269921fd1', 'route': ['p1', 'e1', 'i12', 'x11', 'p1', 'c1']}
1769744974.7363575,SENT,f853de5d-7e90-42d2-9c43-d4bd662aefba,2351719f-aba9-4fbc-a875-07ed019fd430,c4,c2,3392,?,p1,
1769744974.7364752,CREATED,d543fa79-3c88-4ead-857f-0bd2f86ab5a9,a0585b69-c48b-40b8-9497-d25dbaf69d4f,c4,c2,27,?,?,surb={'id': '584b93f5-1be6-4a02-afd5-615f6b980926', 'route': ['p2', 'e2', 'i10', 'x10', 'p1', 'c4']}
1769744975.045402,SENT,ebdc1516-dfc3-4e4b-bc89-48b618d8a097,889cc9ff-0fdb-4bb7-a757-48c3249b4e0b,c4,c2,3385,?,p1,
1769744975.0455692,CREATED,887ee9e2-6a95-4308-bb9f-4704a92c927d,c6763035-559b-434f-9f43-fef49e0af48b,c4,c2,27,?,?,surb={'id': '142a9b8e-7c2c-4f1d-ae4b-7750fe19007f', 'route': ['p2', 'e10', 'i5', 'x12', 'p1', 'c4']}
1769744975.1364608,SENT,b3a9e917-67d5-4163-81ea-955de86afaaf,82b54732-41a3-4b33-8c1c-98e89f8a1a35,c4,c2,3390,?,p1,
1769744975.1365337,CREATED,46838fed-17c2-445b-9e4a-a92f1f9ed0ab,90cc8841-91eb-4a70-9db3-96dfbe49aa46,c4,c2,27,?,?,surb={'id': '2a68276e-8296-4316-83e0-277c3f79889a', 'route': ['p2', 'e11', 'i12', 'x1', 'p1', 'c4']}
1769744975.236488,RECEIVED,72fff94b-4b72-4537-86a7-d15f180e7d97,7e628ed1-655d-4e65-b064-90fe8c1af7d5,c1,c4,26,p1,?,surb={'id': 'cdd0ccd6-6d61-44f8-854a-7c01d7dae73a', 'route': ['p1', 'e2', 'i7', 'x5', 'p1', 'c1']}
1769744975.487194,SENT,9a4f3dab-d79e-4da9-8bb5-c077cd0963da,52e445e7-e55e-408b-ab4d-9af99206281b,c4,c2,3380,?,p1,
1769744975.4873042,CREATED,190915fe-d785-40eb-8fce-6aa518ad86dc,533f5001-d8ce-4bac-80d5-937c84c54550,c4,c2,27,?,?,surb={'id': 'f6f00025-66e5-48d3-b8d3-95b09fb4e429', 'route': ['p2', 'e5', 'i9', 'x7', 'p1', 'c4']}
1769744975.5706005,SENT,20c75421-a572-44ae-a14e-eafe1a7e6500,21e1ae73-c91a-4fa6-a7a5-98c6af24dd38,c4,c2,3381,?,p1,
1769744975.5707371,CREATED,cb31ee92-d9f3-491a-9992-bcbb7065506d,bcb1758a-efe5-4369-90c2-19e44824c187,c4,c2,26,?,?,surb={'id': 'b08cc631-6f69-4588-87f7-be66b50a861f', 'route': ['p2', 'e2', 'i2', 'x8', 'p1', 'c4']}
1769744975.7731357,SENT,13d777ab-107f-47d0-81db-f1e7163eb1fc,faf8d3d9-7d67-4429-8b47-3cdcbcd70eae,c4,c2,3383,?,p1,
1769744975.7732375,CREATED,e16d543b-8bfa-4541-8efa-c565df1a3514,e60a356d-2e98-4fe3-85d6-adde6ececf51,c4,c2,27,?,?,surb={'id': 'd62d5c04-7e7e-4d96-b692-69683d1e6b7c', 'route': ['p2', 'e7', 'i7', 'x2', 'p1', 'c4']}
1769744975.8065445,RECEIVED,9ccc9ac5-79e0-4e95-82f5-d4cf7179f3e1,308be10d-001a-4f1e-9bea-887af2b02f29,c1,c4,27,p1,?,surb={'id': 'd2a8beb5-c070-48f4-9942-09b04217f344', 'route': ['p1', 'e3', 'i5', 'x3', 'p1', 'c1']}
1769744975.9691045,SENT,e205363a-4ae4-48df-aeef-4f59e758962a,d6eeeb69-862d-4cf1-83d0-40d2409218a8,c4,c2,3375,?,p1,
1769744975.9691834,CREATED,4f814b5f-9974-4c50-ab95-7534e91517ab,bcb91879-2586-4756-8ba7-638eb8f7f52a,c4,c2,27,?,?,surb={'id': '47decc38-f675-4221-8ab1-6b39d5bc55fb', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769744976.3647985,SENT,3cb240df-d888-4460-b011-2bb68c6e554f,5845889b-0636-4209-abe6-4399d4784c10,c4,c2,3383,?,p1,
1769744976.3648756,CREATED,3e82c5d2-e968-4c6c-a0eb-28f33588b9ea,0029d6c2-e84f-4df8-b9a3-264d435162cc,c4,c2,26,?,?,surb={'id': '9441768d-4d2d-4b6c-867b-b241a550e617', 'route': ['p2', 'e12', 'i6', 'x7', 'p1', 'c4']}
1769744976.4691381,RECEIVED,d9c7335c-17fc-44ec-a7f0-0bf3c86f24d6,12cc00a8-3116-4a0b-94b2-17cca1fda2f3,c1,c4,27,p1,?,surb={'id': '0a43fb21-2389-49ec-a5fe-bfea012d4885', 'route': ['p1', 'e1', 'i5', 'x3', 'p1', 'c1']}
1769744976.875288,SENT,f046a71f-8b9a-490e-9f6b-8588f998815e,ea72b17b-3b72-4dba-99d8-88578f03c153,c4,c2,3362,?,p1,
1769744976.8753653,CREATED,13db6cac-e6fc-4b1c-8299-80d373f47ecd,0822a778-0692-4061-a12d-69b21710cb26,c4,c2,27,?,?,surb={'id': '6ff0e9b4-f031-44a2-b934-0eec8fbb2240', 'route': ['p2', 'e9', 'i4', 'x1', 'p1', 'c4']}
1769744977.2978604,SENT,a7a94d0b-1ebf-49f6-a151-0e5dc4a74eb9,8a44f543-d474-419e-9bab-ff40bcbd140e,c4,c2,3400,?,p1,
1769744977.2979546,CREATED,c03881a0-4b65-4970-be2a-de21e78225f9,db3f8702-0f8c-41eb-a4ac-996f55d4a77b,c4,c2,27,?,?,surb={'id': '9dfcc5d7-376c-421f-a462-7a45592c1c99', 'route': ['p2', 'e7', 'i10', 'x3', 'p1', 'c4']}
1769744977.349654,RECEIVED,45b5ffc2-4d94-4acf-9af3-9b73a0753fc2,505c0483-92aa-4ee1-bed5-3434c4d4bd12,c1,c4,27,p1,?,surb={'id': 'e2b6940a-0795-4b4e-8aa2-569930a21f87', 'route': ['p1', 'e10', 'i7', 'x2', 'p1', 'c1']}
1769744977.7887168,RECEIVED,f37c7479-1863-45cb-b8ec-259f35da4df9,dd0c9617-c10d-4401-8601-f9d0af4d11cd,c1,c4,27,p1,?,surb={'id': '9c5485c3-5947-4d54-aed6-44835a745675', 'route': ['p1', 'e9', 'i9', 'x12', 'p1', 'c1']}
1769744977.8859768,SENT,71e97eea-982d-4a7d-998f-3bf8860a814e,7669bfd5-1fc5-4020-b31f-f1c5bfc7d49b,c4,c2,3380,?,p1,
1769744977.8861563,CREATED,73ab5c82-38e0-44e1-9270-a4cdbdb61bb9,15b6a49d-1c34-478c-96d4-adaf045ac5c9,c4,c2,26,?,?,surb={'id': '588363c3-c687-4a85-a756-8382c9304241', 'route': ['p2', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769744978.094746,RECEIVED,78072ad7-7c4e-471c-b18c-7454af1d98f3,b45747af-5e87-44a4-8c58-9c3d90e9a2ee,c1,c4,26,p1,?,surb={'id': 'aabe8d9c-86cc-467e-b22e-917d865d7f7a', 'route': ['p1', 'e5', 'i1', 'x2', 'p1', 'c1']}
1769744978.2435253,RECEIVED,eabdac1c-bb09-45d0-bd16-3828cc274189,e824dca4-bacd-474f-a407-7eb21b48736f,c1,c4,27,p1,?,surb={'id': 'dccdefe9-6e96-48ac-81ea-620eafcc5471', 'route': ['p1', 'e8', 'i2', 'x9', 'p1', 'c1']}
1769744978.2784572,SENT,b2a9d65d-4491-4c2c-9259-eb949606bc42,4a480519-038d-48ad-9e55-76b42ce65021,c4,c2,3389,?,p1,
1769744978.2785516,CREATED,e79900d6-92e4-4549-8f73-3d731936a7cb,3a018b3e-f030-4e62-a74e-e37b84c59e20,c4,c2,27,?,?,surb={'id': '0673baa3-2cee-4205-a1a2-d8389c561b84', 'route': ['p2', 'e2', 'i4', 'x12', 'p1', 'c4']}
1769744978.47709,RECEIVED,0678e5ad-7df5-4c67-9386-3fc414b868c6,3edeee63-c1ac-478d-b8fa-c0a0e6450fb4,c1,c4,25,p1,?,surb={'id': '08ffe890-cc45-49e2-9d23-058c1dc928e3', 'route': ['p1', 'e7', 'i12', 'x3', 'p1', 'c1']}
1769744978.6322224,SENT,9adc2316-4bca-464a-a606-cc0bb443e047,a3f4c483-1fa9-48e4-8af1-a9e8acafb90c,c4,c2,3396,?,p1,
1769744978.6323094,CREATED,545d50ed-e494-4555-a240-190fe0c49e8a,c1630c59-daec-4094-932b-7a6cdde3dbdb,c4,c2,27,?,?,surb={'id': '7d067d3d-136d-4982-a81e-bf22acf11128', 'route': ['p2', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769744978.6543324,RECEIVED,6ec76b65-e2e7-465b-981c-c08e442d7131,fac9806f-5b96-4ca2-9f35-0fb4cd79f28e,c1,c4,26,p1,?,surb={'id': '5c661f57-b002-44bc-b53a-d17be04bd2ca', 'route': ['p1', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769744979.4133031,SENT,4208ea66-199c-4940-ac3f-6dde860421ec,64db3e86-2d3f-4853-95c2-192afc5997bb,c4,c2,3379,?,p1,
1769744979.413405,CREATED,33f08bef-015a-4876-a2bc-a3a2c059c0cb,dbab9c73-45a4-42fb-885b-8a4c2ecc4a13,c4,c2,27,?,?,surb={'id': '96812ce3-6098-45e0-8123-43af7736bd74', 'route': ['p2', 'e8', 'i8', 'x9', 'p1', 'c4']}
1769744980.000247,SENT,13f94a49-63de-4da7-b178-4025aa74b009,a21d0585-6e1e-47d9-b128-1c0669f02579,c4,c2,3385,?,p1,
1769744980.0004122,CREATED,02a52af0-edf2-4fe2-97e4-e9d380602afd,e48ce645-ad18-4cee-9592-c665af711eec,c4,c2,26,?,?,surb={'id': '48c6cb26-f574-483f-8eb4-d8cfac9dd09f', 'route': ['p2', 'e11', 'i3', 'x12', 'p1', 'c4']}
1769744980.2041624,RECEIVED,56e25504-c1b6-4d13-b5ed-ae5c3cb0b053,ac8cc900-8218-4e03-adf0-1593a180184b,c1,c4,27,p1,?,surb={'id': 'a140ea2f-1283-4c54-a69e-fa98d0290ab1', 'route': ['p1', 'e4', 'i3', 'x7', 'p1', 'c1']}
1769744980.6494339,RECEIVED,b0a458e0-c61b-459f-a8cd-78b164f3f3e8,88a810ae-9404-4b3e-b97c-5e58a05f674d,c1,c4,26,p1,?,surb={'id': '3ee6d848-6357-41db-956b-4a10f2428f3a', 'route': ['p1', 'e5', 'i12', 'x12', 'p1', 'c1']}
1769744980.6658947,SENT,37e00151-e0d9-46fd-abf1-ccc2cec3b58a,3b649ee0-5824-4a68-aa22-162262d2a759,c4,c2,3360,?,p1,
1769744980.6660726,CREATED,504491f0-a7e3-4feb-b50c-2c483fb24abf,b55284cf-6b84-480f-aaee-79187792cf37,c4,c2,27,?,?,surb={'id': '4ba3b95e-ba52-4880-af1d-8af85380f36e', 'route': ['p2', 'e11', 'i5', 'x3', 'p1', 'c4']}
1769744981.1326807,SENT,9f7b5f20-bd15-4ffe-8b38-23a9974ee751,4f973986-f888-4fc8-ae7f-c81d8db7710d,c4,c2,3379,?,p1,
1769744981.132813,CREATED,03918788-dbee-4e2f-858d-9e2d25dd1cfa,c7943f42-14ae-47f3-8122-c6eddf1f7bff,c4,c2,26,?,?,surb={'id': '6ca5a26e-1b82-4cc8-ae32-8442c6e6fbfc', 'route': ['p2', 'e2', 'i7', 'x4', 'p1', 'c4']}
1769744981.3587458,SENT,20f7bd55-7eab-4f11-9049-def291ff771e,739776d2-29e9-411d-9bc8-b632bfde8c32,c4,c2,3383,?,p1,
1769744981.3588398,CREATED,fafb7b71-25e5-4739-b49d-a7d85fd9403c,4e51ec2c-dc8d-406d-8dde-97b3b46f9063,c4,c2,26,?,?,surb={'id': '32332ffe-de0f-435d-82b2-6024c6afc416', 'route': ['p2', 'e3', 'i9', 'x2', 'p1', 'c4']}
1769744981.9294438,RECEIVED,cf2aef50-5a68-4260-9a05-ac0263ea6ef9,cd300351-7fce-472e-93f1-3eb86ce85e38,c1,c4,27,p1,?,surb={'id': '6cdf5482-153e-4139-9fe9-ca5280e8d1b6', 'route': ['p1', 'e5', 'i11', 'x4', 'p1', 'c1']}
1769744982.0061622,RECEIVED,2c8ac9d2-6b70-43e2-8889-77f547132291,ad74b616-8425-4086-8285-7c2b8a3d6538,c1,c4,27,p1,?,surb={'id': '7d2ace3c-fabe-484e-b4eb-f1da4fb1f8ad', 'route': ['p1', 'e5', 'i6', 'x10', 'p1', 'c1']}
1769744982.124901,SENT,a93f0f2a-eb3b-4185-95e3-1e9fa1bec534,61f19efe-428a-4c64-af7f-7c6d4d37153a,c4,c2,3383,?,p1,
1769744982.1250634,CREATED,9633ff86-9bec-49ad-a3be-4dc8b6d41811,6cb043c3-b009-4c2d-9364-6b373ad41523,c4,c2,27,?,?,surb={'id': '9bd00194-1369-4356-bb68-20d6d9d69359', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c4']}
1769744982.3291187,SENT,d84a4000-2204-4574-8a01-c70b19c4fc81,c120ff80-2306-4c05-90c3-e4eec7169d9d,c4,c2,3388,?,p1,
1769744982.3292062,CREATED,c3e148b6-5dac-4094-ad5d-880a27805c8d,7beda42f-55d6-4e1f-b0d5-ee6025e1bec3,c4,c2,26,?,?,surb={'id': '677f84db-b1c7-4f32-b884-e9a7283b2f47', 'route': ['p2', 'e12', 'i6', 'x4', 'p1', 'c4']}
1769744982.375799,RECEIVED,b9a5aba2-3f99-4165-a8f4-80f31e4d71c2,b889731a-86da-48b3-a7f1-0163509ef867,c1,c4,27,p1,?,surb={'id': 'f9fb4302-b6c3-479c-bd36-0042a72926f9', 'route': ['p1', 'e10', 'i9', 'x7', 'p1', 'c1']}
1769744982.536659,SENT,47a84d72-f1d9-4f97-ae22-a907f1625b0d,a5f6bb47-e1b7-4b31-83de-ab60c56ac9d6,c4,c2,3359,?,p1,
1769744982.5367415,CREATED,b8c95eaa-4bb6-40d5-bd5e-9bd09a7a8144,eb837b89-d7ad-4575-8538-a9a182267351,c4,c2,27,?,?,surb={'id': 'd19156a6-2bac-4d9d-9fae-68e19af5cc1e', 'route': ['p2', 'e1', 'i10', 'x8', 'p1', 'c4']}
1769744982.7636082,SENT,6f4c7a63-9d9e-473a-958d-aef9895c1493,e77a1a58-aa17-4583-94ca-d655640b36ee,c4,c2,3381,?,p1,
1769744982.763695,CREATED,1b02dc01-4139-4991-8e3e-cfac8e531df9,55292b82-923e-4fd5-b914-9d58ac371aa1,c4,c2,26,?,?,surb={'id': 'fbcae127-7dac-4220-93cf-70ad03d75ac5', 'route': ['p2', 'e1', 'i9', 'x10', 'p1', 'c4']}
1769744982.7750325,SENT,614aed73-89e9-4c71-a02d-8973c3487e68,3954694b-930e-4913-a306-fb062636c722,c4,c2,3397,?,p1,
1769744982.7761059,CREATED,1614d0b0-b3b5-4a1e-81c9-83fba06fe24c,6e4bade2-2388-4236-b174-31c5ee0e90de,c4,c2,27,?,?,surb={'id': 'c04718be-f126-46ab-9c6d-4f8918de38ef', 'route': ['p2', 'e2', 'i10', 'x2', 'p1', 'c4']}
1769744982.8384967,RECEIVED,9f4e9932-f7f8-419c-b05f-e49530550159,9299930a-3187-40d9-8265-c6bfd5fee861,c1,c4,27,p1,?,surb={'id': 'c2cff7fb-e0fd-43a4-999c-d3d2602df4f8', 'route': ['p1', 'e7', 'i11', 'x11', 'p1', 'c1']}
1769744982.8562393,RECEIVED,4144be5b-fa91-45ef-8975-45a875c26799,f256f3fc-18e8-40d5-bb74-b0e731b0e19a,c1,c4,27,p1,?,surb={'id': 'ef5626a3-63e0-4f11-8a7f-111a5c0f23aa', 'route': ['p1', 'e11', 'i1', 'x5', 'p1', 'c1']}
1769744982.877125,RECEIVED,79f23af2-bca6-4dd8-abac-35961a494fd1,51c0cf6a-6a1d-4f9c-ba0d-263ca69389f6,c1,c4,26,p1,?,surb={'id': '8f5f9e37-058b-43ac-930f-d537ee01384c', 'route': ['p1', 'e12', 'i2', 'x4', 'p1', 'c1']}
1769744982.9856193,SENT,52216253-b308-4eac-bf2f-78e4e9536a69,4441ea40-51ed-4c80-bca8-31832f060ab4,c4,c2,3389,?,p1,
1769744982.9857075,CREATED,2cd0bed5-b54e-4c23-a206-2ffd7bc1104d,86cc84b5-6536-441c-b462-a88f8bd8acba,c4,c2,26,?,?,surb={'id': 'e6cdd658-94fe-47f9-8130-8af6508e4f33', 'route': ['p2', 'e3', 'i12', 'x3', 'p1', 'c4']}
1769744982.9931765,RECEIVED,f649d897-e3d3-4586-ab8e-b14cacb96043,493b5626-5588-4508-aeb6-1c86f75bf5cf,c1,c4,26,p1,?,surb={'id': '73f6f8e3-10f6-46c2-92d5-7ca6df0cd65a', 'route': ['p1', 'e5', 'i11', 'x9', 'p1', 'c1']}
1769744983.145411,RECEIVED,1e57ec39-d0ba-46fd-ae46-fb076b67ca6a,fa7a30cd-3c54-4c74-9eb8-6dd893701f9f,c1,c4,27,p1,?,surb={'id': '69b100c8-4bb8-4b77-adcb-a4fcd042acdb', 'route': ['p1', 'e2', 'i6', 'x5', 'p1', 'c1']}
1769744983.318579,RECEIVED,7b2d61e1-ad63-4dcf-843d-5d02f7a65d71,9fa042d4-986f-4316-ab4a-ced54ef8554f,c1,c4,27,p1,?,surb={'id': 'e9a8ae57-9396-4f72-9759-a7d53ad2d351', 'route': ['p1', 'e6', 'i8', 'x12', 'p1', 'c1']}
1769744983.8530898,SENT,42d751a7-c3b4-4ccb-9e83-87e23a3660da,7a152342-8e6d-45ce-b0ac-f8f211e47e4a,c4,c2,3407,?,p1,
1769744983.853365,CREATED,78390633-7f8a-4f60-8d64-020bd33859aa,14b2bdba-ab06-44f5-b69d-b7f761475d9a,c4,c2,27,?,?,surb={'id': 'c9cd7e4b-26dd-48ed-9997-32b77471e25c', 'route': ['p2', 'e10', 'i12', 'x9', 'p1', 'c4']}
1769744983.9661908,SENT,873bb729-88d6-4070-8924-6ad70bf6c2dd,42cf1ee1-fb0e-4572-961d-d01402192056,c4,c2,3380,?,p1,
1769744983.9662673,CREATED,28eee227-b72e-46bd-aa7b-dd60c0f0a44f,e8eccd50-2ea7-4e1b-b8cc-61ba15b93a64,c4,c2,27,?,?,surb={'id': 'c94e66e2-1a26-4cbe-a9ee-a186fb618d57', 'route': ['p2', 'e2', 'i5', 'x11', 'p1', 'c4']}
1769744984.1562245,RECEIVED,26387460-4895-4059-bb65-2e30ec910ad0,92fe5276-7542-480e-893e-8847738422a1,c1,c4,27,p1,?,surb={'id': '6afbbc79-2a96-4e90-96b1-e686a476eeca', 'route': ['p1', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769744984.169454,RECEIVED,3787105b-20a4-49bd-a275-2c005d743f0c,8da1b87d-5872-40f6-82ec-4af5b62690b8,c1,c4,27,p1,?,surb={'id': 'ec78a53d-bbf9-4e0b-81b9-20cd3324fe7d', 'route': ['p1', 'e10', 'i12', 'x2', 'p1', 'c1']}
1769744984.2722144,RECEIVED,35c1c732-df46-4aa1-bbf8-9d24826dd43a,b044f167-edc7-4cdd-937d-11336b1567e0,c1,c4,27,p1,?,surb={'id': '2f241613-4b07-402d-8200-d5f4a20dec12', 'route': ['p1', 'e7', 'i8', 'x10', 'p1', 'c1']}
1769744984.3190951,RECEIVED,527609d2-732b-4424-b427-0f52ede9bbc0,c454b4ca-dd7e-4004-9878-c644249fce2f,c1,c4,27,p1,?,surb={'id': '18bf4801-b395-4c02-ad8e-e70b5c320f33', 'route': ['p1', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769744984.496215,RECEIVED,b0ef7b0b-5e75-4a05-b0c4-08f8ac3ea613,59b6ea04-e6b2-43a9-b337-40acf032d9ed,c1,c4,27,p1,?,surb={'id': 'f51c55a6-0ace-4f0c-9ac7-6a0f8dce3617', 'route': ['p1', 'e6', 'i7', 'x4', 'p1', 'c1']}
1769744984.8288343,SENT,0f8515fc-988e-4099-bbd6-4940506576ad,8ddc594c-a1df-454b-8175-a3c694661442,c4,c2,3384,?,p1,
1769744984.8293333,CREATED,46b938a4-5726-4487-a8b2-4d7ba23fe800,8d806f59-7590-42c0-a24d-4c513a31db6f,c4,c2,27,?,?,surb={'id': '19981ca8-fc94-45f7-87c8-34b5f7863984', 'route': ['p2', 'e5', 'i8', 'x8', 'p1', 'c4']}
1769744984.8996959,SENT,8c41cdef-661f-4868-be11-87ba1600f78c,a65e20f1-2edb-45b7-a1ed-c4bf9002f9fe,c4,c2,3399,?,p1,
1769744984.8998299,CREATED,b173c73b-961c-4d40-9c73-b82c20eacfc8,22c38b8f-1c51-4e61-953e-0acd7213f62a,c4,c2,27,?,?,surb={'id': 'ace869a4-a6fe-49f1-b97e-56895ca7ba11', 'route': ['p2', 'e4', 'i6', 'x10', 'p1', 'c4']}
1769744985.123995,SENT,9a4c4005-002e-436c-b1d5-6c68e7ab59cc,a7bf28e1-7033-4e87-90e8-7aa125ee0702,c4,c2,3385,?,p1,
1769744985.1241016,CREATED,d60a33f0-f4e0-4766-b619-bdfc4c9840f3,73f47f41-b1eb-4b3c-b059-fe17c9c628ac,c4,c2,27,?,?,surb={'id': '308e28fa-d0e5-4435-907d-583c397ecb10', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c4']}
1769744985.2742007,SENT,0e1c4e3c-1492-492d-b3c0-3fb45456dcd3,54ad6acf-694d-4222-bbe8-de1b48bd750b,c4,c2,3375,?,p1,
1769744985.2742863,CREATED,569857e3-6566-4e31-8ee3-c8f086a47860,a19599ed-ea1d-4447-9c84-d6414bc3b577,c4,c2,27,?,?,surb={'id': 'c7463105-87db-4a81-8b54-72178b7f187e', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c4']}
