timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745186.8058133,CREATED,8350c7f5-4a6b-4e4f-94cd-a5f25508d0cc,4fc7abe3-9be3-4742-9bfe-ac7627696896,c2,c5,27,?,?,surb={'id': 'e480b82c-7310-409e-a5f4-a3e5e145695f', 'route': ['p2', 'e7', 'i1', 'x9', 'p2', 'c2']}
1769745187.001272,SENT,f57dba94-47a0-414f-98c5-012df1141a2a,03617357-ebe0-4e43-b0c2-7779664c7a8d,c2,c5,3400,?,p2,
1769745187.0013542,CREATED,61dc89f9-60a6-4bc1-aca6-f980ed76cea2,70c72ee1-1700-4713-821c-5158cf216096,c2,c5,27,?,?,surb={'id': '0ed66a53-20fd-4fba-977a-f860198d0814', 'route': ['p2', 'e8', 'i2', 'x3', 'p2', 'c2']}
1769745187.0938783,RECEIVED,f4f27be0-728d-4dac-923a-4f2f22eac262,8b04e3c4-fa57-43b1-b488-5ae596713212,c4,c2,27,p2,?,surb={'id': 'b196366a-64b3-4c60-ba80-42d415b67ab7', 'route': ['p2', 'e11', 'i9', 'x5', 'p1', 'c4']}
1769745187.1348844,RECEIVED,cb40c496-95ad-4e79-88b3-528cc3806337,dbdd0c7a-bc0b-47e9-9cf4-3539ff9a8f09,c4,c2,27,p2,?,surb={'id': '4e74346d-d198-46cc-bd66-3e3dd0956a53', 'route': ['p2', 'e6', 'i9', 'x12', 'p1', 'c4']}
1769745187.1530013,SENT,65df8624-91c2-4eeb-b83b-3969f8b7f41a,667b0671-6cae-4826-bd9d-8d4bf0ee0633,c2,c5,3363,?,p2,
1769745187.1531003,CREATED,ad5bd33b-8054-4a15-9968-7d21691de886,904098b7-e5f1-49ae-8881-f0193fd727fc,c2,c5,27,?,?,surb={'id': '120ec68f-3efd-4a41-8a25-7cae6c1e9f22', 'route': ['p2', 'e9', 'i3', 'x5', 'p2', 'c2']}
1769745187.2501364,RECEIVED,47547343-9ffa-4c5d-95b8-42e9b239744f,1db6400a-2255-4750-9656-baae3b383c0e,c4,c2,26,p2,?,surb={'id': 'c99837f5-6a7a-4939-9eff-3440a12e0fc4', 'route': ['p2', 'e6', 'i2', 'x6', 'p1', 'c4']}
1769745187.448771,SENT,cebba5b4-088c-47bf-8e38-5c0191fd3c4f,e049e3f1-b9e8-4c43-bf01-ef5b6bb22405,c2,c5,3359,?,p2,
1769745187.4488525,CREATED,a82d0373-68ed-4f3b-ac02-9ad3db5ce2d6,72fe6565-5623-4493-9564-3f99a7f96e9a,c2,c5,26,?,?,surb={'id': '9bf62496-6f6a-4304-ac4c-cc390f653a2d', 'route': ['p2', 'e8', 'i11', 'x7', 'p2', 'c2']}
1769745187.6458797,RECEIVED,9069c0ac-2d23-46de-a15d-774d6f98a1b2,30bf57ee-dae1-4cd9-9a83-71f1d5aefa4f,c4,c2,27,p2,?,surb={'id': '89a78168-05e8-41ef-88d5-1523b981e40f', 'route': ['p2', 'e5', 'i7', 'x3', 'p1', 'c4']}
1769745187.7444859,SENT,f76230da-a1a3-42d8-bdd3-35bb4979bd79,5ae3ee39-c789-447c-95f5-5987cdccd260,c2,c5,3390,?,p2,
1769745187.7445865,CREATED,8f23e9d5-bbb5-4f40-bb1c-288c9a9187c1,c2515339-557a-4b0b-ac78-978c50459176,c2,c5,27,?,?,surb={'id': 'b06e5b7d-4cbd-4f03-9147-e1e1f191c408', 'route': ['p2', 'e3', 'i5', 'x10', 'p2', 'c2']}
1769745187.7839465,SENT,b730b9ff-750c-461c-9123-b6fac59fb039,ce31ecaf-0597-42ba-9d46-bba97dbef2eb,c2,c5,3397,?,p2,
1769745187.7844994,CREATED,6c536819-6e95-409a-8e35-12c159ed4f3b,6443e939-a9c2-44e0-98d2-5b92fb21868f,c2,c5,27,?,?,surb={'id': 'c41e1681-48cc-4f3d-83d6-3fcc5294097c', 'route': ['p2', 'e4', 'i5', 'x4', 'p2', 'c2']}
1769745188.154533,SENT,bb4eb211-0bf3-466c-949e-20ab413c886d,fb2fb06e-a7ce-4d48-8218-d38ca749046b,c2,c5,3388,?,p2,
1769745188.1546512,CREATED,d5289d7d-d465-4e14-9208-dca0e007b37b,8ffd9926-7af0-43d4-b265-96c61188711a,c2,c5,27,?,?,surb={'id': '72008eb0-b4f9-43a8-b987-7fe95fdc9dbd', 'route': ['p2', 'e3', 'i11', 'x2', 'p2', 'c2']}
1769745188.3897493,SENT,783abdca-08b3-40b6-9b35-e56c11691754,3fe1d075-92c3-4260-b3d8-f78c75d80583,c2,c5,3374,?,p2,
1769745188.3898687,CREATED,62b460cf-680c-4b4c-aff4-4b42db617669,6c4eddcc-0966-40fa-83be-986cc51ca015,c2,c5,27,?,?,surb={'id': '24190b80-71c8-48c6-9302-f1964682dea4', 'route': ['p2', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769745188.4149582,SENT,954695d2-7904-4796-8801-de366df5c936,f3db4d9e-e4f2-4a74-bdee-cacbb87ee85b,c2,c5,3389,?,p2,
1769745188.4151073,CREATED,443cbe23-35b3-4b84-8f4e-7165c3399b6f,a6663cca-90a7-4ec0-86e4-67f4324d292c,c2,c5,27,?,?,surb={'id': '3fce3816-ffc7-4982-a0c8-b68eea44e268', 'route': ['p2', 'e10', 'i3', 'x9', 'p2', 'c2']}
1769745188.5803556,SENT,8d7e9c3b-8cca-4877-80d4-dcacdb7326f7,8a3d6d63-a212-417d-9e43-394185ff16ce,c2,c5,3375,?,p2,
1769745188.5805886,CREATED,e12f0999-baa9-4efc-902b-a0554fce9d41,7fd626f7-1c9a-4b57-b97d-32499c8f55a4,c2,c5,26,?,?,surb={'id': 'eb7afb67-ed03-4f47-b4e0-bd6cdd935bed', 'route': ['p2', 'e2', 'i3', 'x6', 'p2', 'c2']}
1769745188.5972269,SENT,86e8e371-d7fc-4a5f-9353-37c6cf85ee7f,8f689e58-fab0-4e64-a5c3-30af865e335b,c2,c5,3388,?,p2,
1769745188.5973158,CREATED,5755aa7e-3c7e-4323-966c-99c17b218901,0f4b5754-5e55-4ac0-80a1-e89dbf74029d,c2,c5,26,?,?,surb={'id': '6144118e-d975-4071-8c93-7dfa1e26df95', 'route': ['p2', 'e7', 'i3', 'x11', 'p2', 'c2']}
1769745188.6482875,RECEIVED,146f0fe9-8555-49fa-8d99-e44588047b70,2c3d1896-4871-40aa-a9c3-0ff97ade076b,c4,c2,26,p2,?,surb={'id': '432c3a17-e7f3-4911-9e73-9827586fe015', 'route': ['p2', 'e8', 'i12', 'x3', 'p1', 'c4']}
1769745188.787863,SENT,849e5345-06a8-4fe1-9801-fe89e4536bf7,22368f6e-0211-4ec8-898d-8d4af98449a8,c2,c5,3392,?,p2,
1769745188.78798,CREATED,c9cee11e-8e8f-4c52-b241-212793ea1535,5cac62a7-aba1-4a6c-b87f-e2bdce78beb3,c2,c5,27,?,?,surb={'id': '9f95be7e-9f72-4eaa-9d2c-cee8122ec5c2', 'route': ['p2', 'e10', 'i6', 'x5', 'p2', 'c2']}
1769745188.8194602,SENT,8d4e3db5-bcc7-4394-bd58-3616bf6d7b02,b5b4cafd-35e9-4ad0-990b-eb6f227ef657,c2,c5,3387,?,p2,
1769745188.8196123,CREATED,85c65279-9012-46d3-ad81-4d18e58ee9ad,d7f8b327-10f5-49ef-9b2b-1455b9ed13a8,c2,c5,27,?,?,surb={'id': '5acf7421-f865-4f32-af64-54f7a82050d8', 'route': ['p2', 'e10', 'i10', 'x7', 'p2', 'c2']}
1769745189.2635028,SENT,9b9b65bb-4ee4-4a10-8fb9-a6f180333ce9,61309e3b-ed15-459e-aa3c-ab173fdf0e69,c2,c5,3360,?,p2,
1769745189.2636638,CREATED,81902b16-fcef-4533-ad0d-81d152f74917,a746bd22-059b-4c95-9c38-c17284d596ad,c2,c5,27,?,?,surb={'id': 'db83ad79-12e4-4446-acfd-1d4b19c7d53c', 'route': ['p2', 'e3', 'i12', 'x7', 'p2', 'c2']}
1769745189.5086803,RECEIVED,e25d5062-2101-4eb6-89e3-5b94f3fd7812,d058938f-b785-49ef-9511-c0ca3433f60e,c4,c2,27,p2,?,surb={'id': '3f123b59-4500-44e9-9fbe-07c10b2fce88', 'route': ['p2', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769745189.5540698,RECEIVED,29c4ab89-a52e-40ae-bdbb-f55529deaa77,c56142ce-8980-4010-bb45-72a399b240c6,c4,c2,26,p2,?,surb={'id': '5720e542-7fbd-4cb4-b8fe-e9d1c997d3c4', 'route': ['p2', 'e10', 'i5', 'x11', 'p1', 'c4']}
1769745190.2595768,SENT,39adfc71-4e90-41ee-a55d-006c7fac8fcf,4ec84ae0-c7f5-4db8-8776-cc58e8598724,c2,c5,3367,?,p2,
1769745190.259732,CREATED,00b9175c-888e-4360-9182-ceb560cfdde1,c53f4c3a-1d75-4c94-9613-5e8d43578d56,c2,c5,27,?,?,surb={'id': 'b52a42a4-5ffd-42ba-9b8c-23cb3a567692', 'route': ['p2', 'e6', 'i8', 'x5', 'p2', 'c2']}
1769745190.9031465,RECEIVED,ccc4bdc0-8917-43dc-bf36-fed33a89c1e2,6ce56d95-1229-4fff-aff1-988006b136be,c4,c2,27,p2,?,surb={'id': 'e8133d0a-fb67-4321-8010-ddb8ea2083a7', 'route': ['p2', 'e4', 'i9', 'x6', 'p1', 'c4']}
1769745191.022729,RECEIVED,1f5970a9-b335-4721-a7a0-6857af883e00,5a39f7e0-2a57-4265-a926-0f50139f49b8,c4,c2,27,p2,?,surb={'id': 'a3ab882c-e16a-4007-b090-b9e8123ce866', 'route': ['p2', 'e5', 'i6', 'x12', 'p1', 'c4']}
1769745191.1823921,SENT,62270b18-a2a5-44a9-8e59-7adfc19b406f,cd15fdd5-6f6a-42c3-9173-7bd9c053a7fd,c2,c5,3371,?,p2,
1769745191.1825213,CREATED,198a350f-c4e9-4a51-a01a-c9ca87ddc905,f49a56c0-6573-45b8-9e1a-fefd337c2812,c2,c5,27,?,?,surb={'id': '6c14d235-eced-4246-96dc-6a59f8af2452', 'route': ['p2', 'e5', 'i11', 'x3', 'p2', 'c2']}
1769745191.2003508,RECEIVED,88cd0e9b-e09c-4a6c-a21a-8df33c622d02,915db3ff-ccd5-426a-80b6-c4da41a8f717,c4,c2,27,p2,?,surb={'id': 'e5806425-834b-4877-8471-a3fdbc4efe4d', 'route': ['p2', 'e5', 'i9', 'x8', 'p1', 'c4']}
1769745191.280989,SENT,770301b4-004b-45f2-ba7d-bd6d44c37825,73486092-515d-4723-8110-79d79acb7ab6,c2,c5,3359,?,p2,
1769745191.2811427,CREATED,bae70f28-2931-4bab-bfa9-bd69c6a98670,999ee5fd-207b-4274-95cb-d5921dd6fc5f,c2,c5,25,?,?,surb={'id': 'a82df7b5-e11f-449e-9fb9-20e0b4bbe3b0', 'route': ['p2', 'e10', 'i3', 'x9', 'p2', 'c2']}
1769745191.4984097,RECEIVED,6a88beb1-62d3-4be8-a658-d4d29704cd0a,a67084a5-97bf-4a8d-9880-e63b4205539d,c4,c2,27,p2,?,surb={'id': 'f1cc2698-2b65-448b-969c-de79f863d670', 'route': ['p2', 'e2', 'i10', 'x6', 'p1', 'c4']}
1769745191.7649772,SENT,45e54219-3afd-4224-951f-4f09366d0802,6f0edda2-8d0a-4c64-92eb-3c64db8f3157,c2,c5,3360,?,p2,
1769745191.7653286,CREATED,80da1bfd-06f8-4015-8d4f-b31e0a7b3194,9b0d5912-091c-448d-abbf-4d7adff91678,c2,c5,27,?,?,surb={'id': '42ffb51c-16be-462e-89c8-616109c94275', 'route': ['p2', 'e3', 'i5', 'x7', 'p2', 'c2']}
1769745191.7813652,SENT,6bcc4853-5fe0-4930-a280-519ed46fab55,1844995b-a709-4bbc-a3c6-48ea4df8c08d,c2,c5,3375,?,p2,
1769745191.7814987,CREATED,c715c143-233d-4014-a6f5-046707f13c2c,f615cb74-0227-4915-8657-bc533994ec3c,c2,c5,27,?,?,surb={'id': 'bde5a7a9-06c5-443f-94ee-d72763a56fe4', 'route': ['p2', 'e12', 'i5', 'x6', 'p2', 'c2']}
1769745191.9667351,SENT,d0e55139-6439-4678-ac7d-c8493f236ec3,068983d9-d1bb-461c-8347-8ab9d679290a,c2,c5,3376,?,p2,
1769745191.9668212,CREATED,f0c700a4-d307-468a-91c7-dcd72e80f53e,e5231531-71ef-4590-9a26-fbe7f09944f4,c2,c5,27,?,?,surb={'id': '9c94b84c-702f-4a1f-b006-0cc72a1ca5e3', 'route': ['p2', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769745192.4203553,SENT,f48cd85b-8b89-416b-814d-5f389fbf183f,0cb02cd1-7710-4fc5-95df-fd4cd3d89a85,c2,c5,3400,?,p2,
1769745192.4204988,CREATED,bdc2ff04-dff2-466e-8e50-aa7537f0c4f0,08565558-7f4c-43ae-87fd-4382a3f0ea44,c2,c5,27,?,?,surb={'id': '94a9ff57-59a5-48b8-9324-da77fa63dbe9', 'route': ['p2', 'e5', 'i6', 'x8', 'p2', 'c2']}
1769745192.462018,SENT,3bdf9177-78af-489f-9157-6e4ff8193501,31e4d58a-9775-46b0-8d2b-2ceb75bb5880,c2,c5,3376,?,p2,
1769745192.4621358,CREATED,88e7b081-c892-4911-b9e1-f2d284765e17,dc5b6573-0a0c-45f3-822e-fb62d9490755,c2,c5,26,?,?,surb={'id': '92896b29-dbcc-410f-8f15-5324e0ab495c', 'route': ['p2', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769745192.552595,SENT,bfaa7a82-d048-4429-afad-34750fb33464,eade2506-b3d3-4b5e-91f8-020270f371d9,c2,c5,3376,?,p2,
1769745192.552685,CREATED,89296f07-b958-481a-ac15-3fe6d82c0e4c,5921bf66-9b47-46a0-8096-03e3d266d9d2,c2,c5,27,?,?,surb={'id': '69827e9d-ca20-4be5-b674-fd23640c71ad', 'route': ['p2', 'e10', 'i2', 'x3', 'p2', 'c2']}
1769745192.5816011,SENT,fe469447-74a6-4916-80e4-0485071c3a77,9845d546-8d81-4fda-9b5a-49ec9f103b6a,c2,c5,3388,?,p2,
1769745192.5816965,CREATED,c19cda1b-8014-462a-a867-e4e7d399002d,c1f0b2a1-a80d-43cf-b5e2-e8d6b3c4cbd3,c2,c5,27,?,?,surb={'id': 'e0d5f7d2-5373-41bd-b83b-11389139a2dd', 'route': ['p2', 'e3', 'i6', 'x5', 'p2', 'c2']}
1769745192.8014045,SENT,ecf26e70-7d32-41fd-9170-08c6b766cfa5,8e7cb93e-e0a2-475b-bc8a-f410800e21df,c2,c5,3387,?,p2,
1769745192.801498,CREATED,bb929d03-9d39-4936-b9e0-ac4733e12d8e,4b0b89ad-6467-4fe3-b84f-4de2ee0994f6,c2,c5,27,?,?,surb={'id': 'be7ff85e-783b-46ee-a597-cc1e550a1963', 'route': ['p2', 'e9', 'i5', 'x2', 'p2', 'c2']}
1769745192.8028955,RECEIVED,fc1dcd21-57e9-4ed8-a5ff-912bcf992ee6,bae4b919-ffff-4611-a04a-01a707ebf679,c4,c2,27,p2,?,surb={'id': 'bc9a10fd-48ba-4a0c-b0ea-a8e145715094', 'route': ['p2', 'e11', 'i3', 'x12', 'p1', 'c4']}
1769745192.86933,SENT,87633a52-a361-42e7-8537-9deec98a1fbc,6561cfaf-da40-4dcc-8b6b-f25ddc8a75ec,c2,c5,3387,?,p2,
1769745192.8694222,CREATED,dcd06bee-1d67-4c49-aa83-7f116412e812,ea169def-a674-4000-aea4-a1b789f61952,c2,c5,27,?,?,surb={'id': 'c63a21ac-42f2-44f0-84a4-f5949eb6006c', 'route': ['p2', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769745193.2224998,RECEIVED,6dbbe598-f4f3-4cd9-a759-d4689618095a,44384827-9c6f-4fb1-bc67-0ce492802031,c4,c2,27,p2,?,surb={'id': 'f8d6351f-7b56-4a5a-b46f-6097d89a5168', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c4']}
1769745193.2805579,SENT,9e7fb909-7a8f-475e-a3a7-aa23a183f81a,8c5dea69-5acf-4394-a89b-9f97cc9fd7a5,c2,c5,3380,?,p2,
1769745193.2806907,CREATED,6dd81ccd-ec10-47ec-a956-c774bd6431cb,2faf3396-9d2e-4069-97d4-b76634a1ae87,c2,c5,25,?,?,surb={'id': '31bb620b-f296-4b71-a7aa-f0d42a711af4', 'route': ['p2', 'e2', 'i7', 'x8', 'p2', 'c2']}
1769745193.6124272,RECEIVED,77ad8885-866b-47c6-a0b4-7233f3171630,e51c422f-a028-4431-b935-94ddd325f8bc,c4,c2,27,p2,?,surb={'id': '0f9deb59-bb89-4400-9fea-8e1e5a45dab5', 'route': ['p2', 'e7', 'i10', 'x4', 'p1', 'c4']}
1769745193.6763308,RECEIVED,ba91590e-15f1-4d99-ac84-db9382768516,003720ba-9f43-4e61-abb2-62f2d72d4b0f,c4,c2,27,p2,?,surb={'id': '5943376d-cfdb-4ae0-84da-4987c93e19f6', 'route': ['p2', 'e1', 'i12', 'x12', 'p1', 'c4']}
1769745194.0016387,RECEIVED,bef5737d-fd3d-4fc9-b012-a858aa5914d5,de89836a-5394-41cf-92d3-6008a610f49d,c4,c2,27,p2,?,surb={'id': 'fd388023-34c8-40f1-93cc-4201a5443dd7', 'route': ['p2', 'e10', 'i2', 'x1', 'p1', 'c4']}
1769745194.52022,SENT,1c06704f-9b84-428e-8032-8befe4f696d0,c5098832-1347-4eaa-99dc-025357e0cde2,c2,c5,3387,?,p2,
1769745194.5203714,CREATED,5a23b3ff-66d1-4892-b700-1fbd0a7222f9,be72d6fe-fb4b-4bf3-a772-f51d489ecce1,c2,c5,27,?,?,surb={'id': '6edf1dfb-28a7-4764-9c97-8b54cf74c657', 'route': ['p2', 'e11', 'i2', 'x1', 'p2', 'c2']}
1769745195.081488,SENT,8f3a7e23-f17e-4d1b-9573-599c02d3fafe,2113240e-dd7f-4420-91a4-39875c780027,c2,c5,3391,?,p2,
1769745195.0816202,CREATED,d7b5b172-bdae-4849-923e-add945748e25,c9dc0315-0068-4449-b49d-6ef9d28fc53c,c2,c5,27,?,?,surb={'id': '93ce1bae-6921-457c-a655-ef70e5898fb3', 'route': ['p2', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769745195.0978887,SENT,a6e73e9f-c5f3-465d-b947-a5059bad6fb9,a5fec028-66aa-4144-937f-1bc215e8cabe,c2,c5,3360,?,p2,
1769745195.0980344,CREATED,831bc308-2d24-49b3-999c-3644eba02391,d9834d87-649c-4e69-b5a6-8c34688158dc,c2,c5,27,?,?,surb={'id': '92ad031a-dea4-44ef-b896-28587d812aa6', 'route': ['p2', 'e9', 'i1', 'x8', 'p2', 'c2']}
1769745195.2249432,SENT,4ee3b0c1-1153-4fa7-bc9d-31e743770c17,d9592485-1f3d-4d0c-b500-5aee71be6318,c2,c5,3372,?,p2,
1769745195.2251668,CREATED,7be120db-a46c-4087-9389-d58360b81b87,f3b833e6-0c92-4219-8f69-1e81f2a150ce,c2,c5,26,?,?,surb={'id': 'c8bc75d2-6f51-447d-8866-b95f12056364', 'route': ['p2', 'e8', 'i6', 'x4', 'p2', 'c2']}
1769745195.2913628,RECEIVED,102778ec-f070-41c2-9107-54e8421d60e4,2ac75b03-348f-42b1-9e8d-25832c8464c8,c4,c2,27,p2,?,surb={'id': 'afcb9387-74b1-4650-90fe-92c8155cb046', 'route': ['p2', 'e4', 'i5', 'x6', 'p1', 'c4']}
1769745195.3227718,RECEIVED,a38559a0-2e39-4494-83a3-99a10f53c69e,03fd39d2-c41f-40e8-826e-c73df57ffff1,c4,c2,27,p2,?,surb={'id': 'fe22e933-f933-4b5e-9c25-d7c858730949', 'route': ['p2', 'e5', 'i3', 'x1', 'p1', 'c4']}
1769745195.6447103,SENT,56d820e9-5580-46c8-850b-7cd2a6d40274,322fd244-7ff0-4e3e-b3db-be5576bb8607,c2,c5,3372,?,p2,
1769745195.6448407,CREATED,33dabc4f-15ef-49c2-9c57-1e518c130498,ad004138-11cd-46e9-abd8-6838ef2e345a,c2,c5,27,?,?,surb={'id': 'a6554868-fa5d-4d81-90fd-4027d262c13c', 'route': ['p2', 'e8', 'i7', 'x2', 'p2', 'c2']}
1769745196.2493808,RECEIVED,4ef36e0f-d7e9-4e13-a279-84c49430979f,c8f3f212-448f-4a7b-880a-c3ce84d0610a,c4,c2,27,p2,?,surb={'id': 'ffea9609-6b02-429c-8b45-fcee01b24e60', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c4']}
1769745196.3081934,RECEIVED,cbc91df4-6d18-479f-9ef8-6230e8eb12b4,ccb58399-e5e9-458c-92e9-6f03dec65eb9,c4,c2,27,p2,?,surb={'id': '41d6570d-6936-45b0-a0cf-e417c8104596', 'route': ['p2', 'e5', 'i5', 'x2', 'p1', 'c4']}
1769745196.6669345,RECEIVED,ff9431c3-23ce-4602-9c74-acd09373630f,ea2f6d1c-3bda-4e45-9906-acd7d824df3f,c4,c2,27,p2,?,surb={'id': 'b1ef883e-4bda-46b8-9fbb-69c5176bbec4', 'route': ['p2', 'e11', 'i4', 'x11', 'p1', 'c4']}
1769745196.8103716,SENT,2654a098-b074-4cd8-8d35-5027062678c6,244add72-4000-45c8-8bd7-3e3863632b38,c2,c5,3388,?,p2,
1769745196.8104973,CREATED,fcf3c7ca-0da1-4d7e-9b47-d0393679b904,8c6c18a9-98b6-456a-bf2a-2742b95b8053,c2,c5,27,?,?,surb={'id': '511d0bad-5480-4526-b54e-b9208ccef22e', 'route': ['p2', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769745196.8570113,RECEIVED,8dda0c2d-32ef-4ab0-bbdc-7d714ffd6014,63f7b6f0-262f-462e-b0db-edafe74413a9,c4,c2,27,p2,?,surb={'id': '83f3177c-8245-459b-8ff8-b83636b3e325', 'route': ['p2', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769745197.2683384,SENT,d13fc3a0-d460-4e83-9afa-6adaba975093,0d59b329-82ba-4ad1-8ff1-96122f9c6e34,c2,c5,3376,?,p2,
1769745197.2684934,CREATED,951b354a-6a28-445b-8df1-86c2b502290c,889c50e1-2d7f-4023-9f3e-bac200fc1267,c2,c5,27,?,?,surb={'id': 'bd5a24ae-a94a-4a85-93a3-aa5d20a4429c', 'route': ['p2', 'e5', 'i6', 'x5', 'p2', 'c2']}
1769745197.2916925,RECEIVED,aa434872-65a7-4d4e-a612-4c4419ed23ab,3bac0593-7128-45c1-8ae5-e8d4dcc4147f,c4,c2,27,p2,?,surb={'id': 'bea8fc3e-f3aa-4ce7-aae7-6637a8e8ce3c', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c4']}
1769745197.6164038,SENT,567f59fa-0703-4ee3-8a27-abdc0407d024,23aecce3-fb6f-41a6-9b01-d619478cb36b,c2,c5,3381,?,p2,
1769745197.6172235,CREATED,d791e5d0-58e3-4b16-ab1b-c9fa280f2650,4c8f8f4a-d529-48bc-8c95-2c8eb15dcc65,c2,c5,27,?,?,surb={'id': '5502e912-75b2-41bd-8f1b-efd1bc35f08a', 'route': ['p2', 'e7', 'i6', 'x8', 'p2', 'c2']}
1769745197.7089796,RECEIVED,9a4ab7c1-12db-4569-940c-910668a63208,7307de6c-4ef7-4640-b1ab-d7a87c3c1e1e,c4,c2,27,p2,?,surb={'id': '254b1681-bff7-47b7-b109-4bb8aace712e', 'route': ['p2', 'e12', 'i2', 'x12', 'p1', 'c4']}
1769745198.099918,SENT,7b410a86-6383-4672-8065-ef2b823f09b7,8d446a01-95a8-4ff6-8e24-26e4835fe635,c2,c5,3376,?,p2,
1769745198.1000314,CREATED,3f9b9509-e4fb-4050-bf84-231a72486bd0,138d9ceb-2f71-4f67-aa21-ff881bc308d4,c2,c5,27,?,?,surb={'id': 'a32e231f-3f43-4ef2-ac7c-a7786882cb4c', 'route': ['p2', 'e10', 'i10', 'x6', 'p2', 'c2']}
1769745198.31688,RECEIVED,71ae631d-9a01-4c28-bf91-82500005c8a6,6b453d42-86a4-4ea4-8654-77bf8ca95fde,c4,c2,27,p2,?,surb={'id': 'a63b1d2d-b201-4a85-9c54-cbf552349fc8', 'route': ['p2', 'e10', 'i2', 'x8', 'p1', 'c4']}
1769745198.3495784,SENT,96d26744-4c90-4c5e-87d6-c24480bd84f4,a4600ae4-e7a2-4ac1-a16a-a97e6f1c4af2,c2,c5,3374,?,p2,
1769745198.3497112,CREATED,8cb36635-9936-4d95-b87a-62db565e3d22,bbe19c0b-70c2-4ee1-af98-91bb931e118e,c2,c5,27,?,?,surb={'id': 'b7a358a3-4d57-430c-b371-9a7ea10721c7', 'route': ['p2', 'e12', 'i2', 'x12', 'p2', 'c2']}
1769745198.415196,RECEIVED,e025e3b5-1193-44d9-b87a-4859057b9ed6,6b5163ec-b654-4de2-b688-1d926719f349,c4,c2,27,p2,?,surb={'id': '365d1b7f-0af4-4087-83ee-013ece340fd9', 'route': ['p2', 'e4', 'i9', 'x6', 'p1', 'c4']}
1769745198.5491638,RECEIVED,f3e3add1-f10a-44b3-9e9d-4b4cbcf37dea,332799de-c67c-4c12-b8ae-94709eacfaf0,c4,c2,26,p2,?,surb={'id': '433b30f4-c134-46b5-8a2a-e6477994f255', 'route': ['p2', 'e12', 'i2', 'x10', 'p1', 'c4']}
1769745198.5966697,SENT,8cae28fd-ca30-4689-8e44-91e86bd1f905,0ed9395c-7b5a-4876-ba91-e6412153d069,c2,c5,3380,?,p2,
1769745198.596743,CREATED,6e16d658-607f-47bd-8ae2-2a5a3d23aa96,d2474376-e795-4264-b9c5-5a12e211bacb,c2,c5,27,?,?,surb={'id': 'd85c9f95-48d1-4b58-a0d8-5c27ddb51ed8', 'route': ['p2', 'e1', 'i2', 'x9', 'p2', 'c2']}
1769745198.6338074,SENT,aff1546d-cb59-4354-a241-75240fd2ba66,51388647-d18c-43b3-8337-192a6f67dc25,c2,c5,3394,?,p2,
1769745198.6338806,CREATED,33e006be-99db-4331-80e1-f454ea1f91a1,fe3698f9-24d5-46f6-9549-a61d7c1705f5,c2,c5,27,?,?,surb={'id': '480326f9-e6b3-4287-9337-9a1f55805b82', 'route': ['p2', 'e7', 'i4', 'x12', 'p2', 'c2']}
1769745198.6776683,RECEIVED,d69caba4-8436-4a67-a371-b0deb42e0c8d,846b5616-de82-4cd1-ad9d-d9f4a27ceb4a,c4,c2,27,p2,?,surb={'id': '684041a0-79a2-4f0a-9f0b-3b8d33beda34', 'route': ['p2', 'e6', 'i1', 'x2', 'p1', 'c4']}
1769745198.6892896,SENT,d6fa66f0-71cf-4d8f-afe5-7a1aa6f512cc,64895628-5ce1-4e37-848d-ffca42f94a35,c2,c5,3399,?,p2,
1769745198.6893578,CREATED,a8e757c5-ee32-44f8-9aff-1ac02c4028da,54595f97-07d5-45ef-90d8-62b4138bddd0,c2,c5,26,?,?,surb={'id': 'b347cc85-2b41-4273-8f93-abd118162b1a', 'route': ['p2', 'e3', 'i9', 'x11', 'p2', 'c2']}
1769745198.7259994,RECEIVED,bd16364a-6c60-461c-bba4-e822aaf4f72a,e840517a-ffa1-4c98-8a8d-3fce1f543f0a,c4,c2,27,p2,?,surb={'id': 'e790eab2-19bd-4b87-96c9-39388187dcbc', 'route': ['p2', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769745198.9080796,SENT,3bcc293c-3db5-48db-a222-c61a23296531,ad00d95f-03b7-4773-83df-4768fc9754d4,c2,c5,3400,?,p2,
1769745198.9081562,CREATED,1a98a80a-7026-4e38-a269-1535cf6043b6,c2a1c4fe-ff74-4392-9c52-9eef734ad110,c2,c5,27,?,?,surb={'id': '3b4bccf4-945a-4e9a-b6f9-8c5a3dd9d408', 'route': ['p2', 'e3', 'i7', 'x12', 'p2', 'c2']}
