timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769744955.7762258,SENT,63801aef-5553-45de-92ec-1fd97b6ee3a1,05728158-7197-4cac-8ec3-68b709162b82,c2,c5,3384,?,p2,
1769744955.7762992,CREATED,aa3be1a8-2033-4b18-9afa-a34f1984c108,75821e0a-7ec0-473d-bd3e-725045ad1bd9,c2,c5,27,?,?,surb={'id': '94390a13-ab7c-4d59-afeb-ecb7491c4685', 'route': ['p2', 'e9', 'i2', 'x3', 'p2', 'c2']}
1769744955.782422,RECEIVED,ab17e97f-d7fd-4c28-9bbc-478055267765,e8633c78-28e3-49ef-b5a2-f761a237e05f,c4,c2,27,p2,?,surb={'id': 'c577ffb2-ad70-4e90-8eaa-aa0242ef9c43', 'route': ['p2', 'e6', 'i5', 'x2', 'p1', 'c4']}
1769744955.8309457,RECEIVED,ae8eb4e0-6a17-4b7a-9a40-6c1f4c67ce32,dfdffb50-981d-43eb-a57d-eb2b609ea6ba,c4,c2,27,p2,?,surb={'id': '7d145c97-50fc-4417-a6d3-bead7b731819', 'route': ['p2', 'e5', 'i5', 'x6', 'p1', 'c4']}
1769744956.102415,SENT,2d0ec915-fa47-42d7-bd97-982c9e0c77e2,c40b4bfc-14f6-4107-b181-3257e930d202,c2,c5,3392,?,p2,
1769744956.102471,CREATED,e24bb958-f416-45c5-87c8-b548069ae3ad,538637dc-125b-4543-baba-86228aed5678,c2,c5,26,?,?,surb={'id': '0368b740-b950-47f8-906c-dfddff711429', 'route': ['p2', 'e12', 'i9', 'x11', 'p2', 'c2']}
1769744956.739175,RECEIVED,8820792a-5ed3-4726-9318-4a56be7d1257,cde180fc-ff14-4335-9efd-5073a61805c2,c4,c2,27,p2,?,surb={'id': '82e9836c-8aa7-445b-b8a4-3dcf8c3a19af', 'route': ['p2', 'e8', 'i12', 'x10', 'p1', 'c4']}
1769744956.8743515,RECEIVED,fec574c8-c6c4-4900-9369-086337b73269,ce33fb53-f422-4275-8e9e-33072eaac2b5,c4,c2,27,p2,?,surb={'id': '4e30b9dd-b657-4969-b873-722e825cbcc0', 'route': ['p2', 'e12', 'i12', 'x4', 'p1', 'c4']}
1769744957.0071156,RECEIVED,41edade2-ef42-4841-a81f-203e79c1a720,0131c106-b434-42d2-bb4c-23df7e3cc947,c4,c2,27,p2,?,surb={'id': '1c388484-fdda-47ff-8256-695d5d93a59d', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c4']}
1769744957.1801307,SENT,70567095-2277-43df-87f4-6ca02e8bd243,feaff9aa-bc51-45f3-bc37-48bddf33bcec,c2,c5,3376,?,p2,
1769744957.1802673,CREATED,829ce55b-b0fa-4b9b-8a00-1c55444f4fe1,b31087fc-09bc-40e6-b89d-a9e8d363198a,c2,c5,26,?,?,surb={'id': '0e0d19fd-80dd-4753-80b0-edadc7a191b4', 'route': ['p2', 'e3', 'i1', 'x2', 'p2', 'c2']}
1769744957.5309832,RECEIVED,ad8b9f8f-c302-4060-bcbf-91c629a7db66,16d9d689-7e54-4091-9211-05967af32eb2,c4,c2,27,p2,?,surb={'id': '1f170de2-4126-451c-b753-9f027759c1b5', 'route': ['p2', 'e2', 'i12', 'x9', 'p1', 'c4']}
1769744957.6134045,RECEIVED,88f3635c-c3ac-4398-8d30-37e6deba623b,cea12de8-f72f-4638-bce1-3c5b082f4503,c4,c2,27,p2,?,surb={'id': 'ceb486bd-cacc-4a1c-aaca-3c932a0f2599', 'route': ['p2', 'e6', 'i6', 'x1', 'p1', 'c4']}
1769744957.6214933,RECEIVED,c8cdd6cd-1c22-40ff-bf6b-7e087128954e,53ad8804-d2b3-4a45-b806-fd5d362361a0,c4,c2,27,p2,?,surb={'id': '6d12cb6e-31c4-4b05-a872-bf5b97c9406e', 'route': ['p2', 'e8', 'i8', 'x2', 'p1', 'c4']}
1769744957.7183163,RECEIVED,1d453da1-40e5-4e84-a852-2a0af9c9b72b,696afc15-6a84-4b57-ae46-a8124fc1dcb2,c4,c2,27,p2,?,surb={'id': 'efbeb1bc-8fc1-4a26-99f9-0f070a054e45', 'route': ['p2', 'e3', 'i1', 'x5', 'p1', 'c4']}
1769744957.9576814,SENT,2645fd1f-bc29-49a4-bab7-32043c6e2a05,9e70d09e-3def-4242-8591-b43ebcc74660,c2,c5,3362,?,p2,
1769744957.957834,CREATED,caabe952-13a7-478e-b064-141d7c33eea2,7ad88512-3e25-401a-bd40-3236a158f6f9,c2,c5,27,?,?,surb={'id': 'd87285fe-8217-43c8-a79f-34846cf4b46d', 'route': ['p2', 'e1', 'i4', 'x11', 'p2', 'c2']}
1769744957.9646044,RECEIVED,98276b51-cb82-42ab-8969-02156c1c85aa,bd7169e2-aa0c-4023-b3d6-1a4df8c2885d,c4,c2,27,p2,?,surb={'id': '32443859-2662-40dc-9092-d837b7dbf9a7', 'route': ['p2', 'e12', 'i9', 'x6', 'p1', 'c4']}
1769744958.3408937,RECEIVED,550bc329-6d82-40f8-ba6d-7f20c0f88b6d,aa5440ea-aac6-4757-b93f-7369ec63441f,c4,c2,27,p2,?,surb={'id': '13a4e941-4efa-491c-ab4d-9eb8f2ced410', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c4']}
1769744958.5570908,SENT,c01ab7da-845e-4a73-9882-dd0a227d19d3,05fc2f7a-9044-48c5-93f7-ab14bd72d517,c2,c5,3380,?,p2,
1769744958.5571694,CREATED,8d508c3d-7794-4f8d-a919-55b531e8c7f6,9ea33d84-7913-4671-9057-6481f1794e58,c2,c5,27,?,?,surb={'id': '02d897d2-41a0-488e-baeb-b2d66f9bff97', 'route': ['p2', 'e12', 'i1', 'x9', 'p2', 'c2']}
1769744959.3544855,SENT,b00fb1f7-e965-4572-9663-3de44c9a4e4a,78e07310-0cf1-4be5-bea6-bbb33d915755,c2,c5,3391,?,p2,
1769744959.3545797,CREATED,279e940f-15ac-4888-9fb0-2d3f1d522a3f,9007f286-d9a5-4fd9-8193-79f5c3928a91,c2,c5,27,?,?,surb={'id': '1f9f4d20-169b-4365-8a7d-844d2149d404', 'route': ['p2', 'e3', 'i12', 'x10', 'p2', 'c2']}
1769744959.5380619,SENT,e64fb4e7-a284-48b7-a100-7b2c67b76ff1,53d2893e-2f1a-4ddb-87b7-61538d1262cb,c2,c5,3377,?,p2,
1769744959.5381877,CREATED,dc4b4251-241a-4932-b486-5d2b063fd8f0,89571fd4-d362-4766-9cbf-7a2a7849a416,c2,c5,26,?,?,surb={'id': '9fcb8ec5-fa86-4dd0-886f-183a2858b190', 'route': ['p2', 'e4', 'i5', 'x10', 'p2', 'c2']}
1769744959.5695522,SENT,e09c9165-1a6a-4280-bba8-1ebd9d4bf1fe,480d1b69-08ae-41c0-a84a-7baa10c6df57,c2,c5,3387,?,p2,
1769744959.569673,CREATED,762075ff-ee42-405e-8cb2-f6f5e902b7af,4e1db76c-0629-4e21-8ed9-1abe04df18bf,c2,c5,27,?,?,surb={'id': 'cedaf08d-1daf-4f85-9c8c-09d014b30d82', 'route': ['p2', 'e6', 'i9', 'x12', 'p2', 'c2']}
1769744959.9092786,RECEIVED,1c9e8f9e-5047-4903-a6d4-296a19d471ed,aaa70840-7769-4355-87b6-a6ef0f15003b,c4,c2,26,p2,?,surb={'id': '7a5e6fd7-fd9d-48c5-88d1-add831223584', 'route': ['p2', 'e4', 'i11', 'x4', 'p1', 'c4']}
1769744959.9202497,RECEIVED,ab50f254-93c7-447c-a4df-833e24aefc2a,2b6d7fbc-6da6-458e-969d-be8faed1271f,c4,c2,26,p2,?,surb={'id': 'a71296b5-cb1e-46a8-8cb0-f8c14e6823bd', 'route': ['p2', 'e9', 'i2', 'x11', 'p1', 'c4']}
1769744960.1494524,RECEIVED,abe992bd-2322-40b0-b645-8c3d8468a39a,d17fae69-111e-4796-8acf-16f040a6905d,c4,c2,27,p2,?,surb={'id': 'fe4bada7-f0a7-4b60-9b0b-aafbb2fc81d7', 'route': ['p2', 'e11', 'i1', 'x9', 'p1', 'c4']}
1769744960.2252247,RECEIVED,600d0191-6339-436a-a66a-c9e81c6bd4b5,867c712d-9781-405b-8170-b071d836e1bd,c4,c2,27,p2,?,surb={'id': '6656d8dd-2e34-4fbe-a3b1-6d25358b74b9', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c4']}
1769744961.034807,SENT,c6108ee8-54e0-4048-b147-207111ca0c26,414ae89e-89e4-4c3f-b563-8304ed1c4d5d,c2,c5,3397,?,p2,
1769744961.034955,CREATED,5db53545-450b-40df-924c-bd5ad5618152,c82fc12b-eeb4-4d12-b101-e3dda624fc11,c2,c5,27,?,?,surb={'id': 'e9a9b0d5-2a6b-4022-b00f-4f17e0857be6', 'route': ['p2', 'e9', 'i9', 'x11', 'p2', 'c2']}
1769744961.0523286,RECEIVED,79230f5c-2bc5-4a1d-aaf2-d2147c3eb49d,c1b7183f-8084-42a7-b67e-38e1bd071c75,c4,c2,27,p2,?,surb={'id': '2ce248a0-44ff-45bb-8bcc-cdd5ff817b48', 'route': ['p2', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769744961.3083928,RECEIVED,fbb16e7d-3f92-48e5-aae1-4e56a8e47398,38c4defc-9f13-41ed-9437-d533e40d5e25,c4,c2,27,p2,?,surb={'id': '93f5ab30-c83a-4492-b13b-d466acf2f916', 'route': ['p2', 'e8', 'i6', 'x11', 'p1', 'c4']}
1769744961.400481,RECEIVED,98405a8a-7c60-4b62-8b4c-284f12166355,9f3c105f-0871-4292-91a4-bd49f87fb391,c4,c2,27,p2,?,surb={'id': 'ee4536db-7617-4ebf-9b14-0f98a1e33440', 'route': ['p2', 'e6', 'i8', 'x11', 'p1', 'c4']}
1769744961.6352825,RECEIVED,a4ed4031-facb-437e-a893-4a0805936294,1f897fbe-2df5-4fe2-b4a6-56ec2fbb9678,c4,c2,27,p2,?,surb={'id': '4af7f298-f26c-419b-8c22-184afd30c1cd', 'route': ['p2', 'e1', 'i10', 'x5', 'p1', 'c4']}
1769744961.728541,RECEIVED,3bf8f6dc-c033-43f0-be40-62984b486947,fa2a540f-9bcb-4791-828f-ad616a2cdc7a,c4,c2,27,p2,?,surb={'id': 'b379e939-07cc-43f3-9d64-86c70a5b93ff', 'route': ['p2', 'e2', 'i11', 'x3', 'p1', 'c4']}
1769744961.9475172,RECEIVED,f4e8dccf-5961-4c65-8e42-97588e1e9f8d,a57f657b-c7b8-4d7a-acba-9bc22e93732d,c4,c2,27,p2,?,surb={'id': '894d8c61-fcbf-450f-ac86-4df770238a1d', 'route': ['p2', 'e8', 'i4', 'x5', 'p1', 'c4']}
1769744962.2742636,RECEIVED,e88244ad-6372-4454-ac7e-6ac73cfec398,cb00e146-33f6-460f-ae69-7437dd0dec07,c4,c2,26,p2,?,surb={'id': 'd8085683-de02-48cb-8a1b-a72ac58f9bd4', 'route': ['p2', 'e2', 'i5', 'x2', 'p1', 'c4']}
1769744962.3950546,SENT,ce1e3b61-1e7c-489a-a2f5-0b9865c76596,a54eea47-27f3-4ed6-bcee-86ce4cf69ade,c2,c5,3376,?,p2,
1769744962.3950958,CREATED,feaa9829-0074-4477-9bb5-d37ed091caa6,046897e5-521d-42b9-8495-8afef180492d,c2,c5,27,?,?,surb={'id': '5f1d940e-9449-4d7f-a126-114bce5150e6', 'route': ['p2', 'e1', 'i3', 'x3', 'p2', 'c2']}
1769744962.7460594,SENT,02dccb6b-d277-424f-88d0-13d6f7541fd9,2d4f7514-ce9b-4582-a995-2fa8619a8118,c2,c5,3376,?,p2,
1769744962.7461944,CREATED,b5bb474f-ff92-4e35-8f2a-e1d70eb3fa4d,5e251738-477e-4c81-9f32-f1b9255dcf05,c2,c5,27,?,?,surb={'id': 'f7429444-b9ad-474b-ade1-d3f6db07ae18', 'route': ['p2', 'e12', 'i9', 'x8', 'p2', 'c2']}
1769744962.861473,RECEIVED,ceb9ae23-dd8f-448d-89e3-119eb81c285a,5e910e7d-a140-483e-a628-725602f4dcb6,c4,c2,27,p2,?,surb={'id': '3d277def-174a-4146-a2da-df62a0d7e76f', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769744962.9095426,SENT,5064cd80-8e3a-4a0b-8379-fc866cfb4c67,d976a482-4ae3-4a7e-ad6f-6087eacc3cfb,c2,c5,3391,?,p2,
1769744962.909676,CREATED,df7c0deb-1635-4290-aada-10ebc954db25,182c4117-4994-4f83-8dfa-05b600ad8c38,c2,c5,26,?,?,surb={'id': '405776c5-691c-456a-9ed4-2659665609b0', 'route': ['p2', 'e3', 'i9', 'x7', 'p2', 'c2']}
1769744962.992514,RECEIVED,3212f79d-ad6b-415f-b331-a523db6e44b6,c917705a-4283-4c16-9226-2bd6113c8458,c4,c2,25,p2,?,surb={'id': '0781eaa6-4b65-4fc6-8633-4fc69e71005a', 'route': ['p2', 'e7', 'i9', 'x10', 'p1', 'c4']}
1769744963.2241964,RECEIVED,b568f8dd-1ad2-4788-afa9-4cbb4181b150,9271b166-1a0f-4be4-b347-1307fc8f4665,c4,c2,27,p2,?,surb={'id': '92b12031-5a26-4d8f-ae49-b9c7051573ec', 'route': ['p2', 'e8', 'i9', 'x5', 'p1', 'c4']}
1769744963.2628078,SENT,1a78e9e9-5a2b-41d9-a19c-cc7f867eb17d,4b1db893-deb0-467b-baf4-ed1514d5af3c,c2,c5,3363,?,p2,
1769744963.2629,CREATED,f9225bac-47b4-4a13-acda-e5067bfb53bd,f7fe6723-0c73-48f6-a871-67f17ef5834d,c2,c5,26,?,?,surb={'id': 'd5afe6ae-bad3-41f9-99c7-7c8894ab5205', 'route': ['p2', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769744963.328348,RECEIVED,89427203-06a6-404d-9165-9b8cd3de0f09,fc8f60f0-768e-4e4e-9a31-977bea8baa8e,c4,c2,27,p2,?,surb={'id': 'f2661817-7bff-4958-b959-411ef384ebe5', 'route': ['p2', 'e6', 'i4', 'x11', 'p1', 'c4']}
1769744963.4960117,SENT,d36d1a46-2e21-439d-a1c6-05c8f1a3e58b,0d9a25a0-d8b8-437c-aa97-4022dffd47c3,c2,c5,3376,?,p2,
1769744963.4961908,CREATED,b1b46087-e872-40bb-830f-3e084a929239,162c8cf3-10fc-4c60-8780-0fba83305eb8,c2,c5,27,?,?,surb={'id': '23ff6ac4-f884-457d-b56d-982a85e374cd', 'route': ['p2', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769744963.6780143,RECEIVED,47e0b520-4083-4059-bf58-98d3973b9cc3,b2a26198-11bc-48aa-bafa-59e14b9a83dc,c4,c2,27,p2,?,surb={'id': '0e8bb55d-2719-401b-9ad7-bb1652e25356', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c4']}
1769744963.9657874,SENT,0552d026-4187-4b29-a4ce-f25fda2dbc35,8e25af28-f3db-4e14-9d7c-1a489473513d,c2,c5,3379,?,p2,
1769744963.966006,CREATED,a5fb3ef1-3ba6-4b8b-944f-da009f9f0204,dba4a6f7-1432-48a8-8b23-a8b03d3c0fae,c2,c5,27,?,?,surb={'id': '316b5906-6aac-488a-8a7e-d3197249f28f', 'route': ['p2', 'e6', 'i4', 'x9', 'p2', 'c2']}
1769744964.1184716,SENT,5cd79b39-f10e-4e78-addd-c02d113bf5af,0661df0d-18d6-49f3-ad08-e3685337b719,c2,c5,3381,?,p2,
1769744964.1186056,CREATED,9a8e7311-97e4-4312-b49c-6cbe88c855ee,8e84399b-5a35-4609-a4e0-fff97ad29875,c2,c5,27,?,?,surb={'id': '4e6e91dc-0de2-449d-b084-eb096b0f2970', 'route': ['p2', 'e4', 'i9', 'x5', 'p2', 'c2']}
1769744964.552427,RECEIVED,2fd4469e-b9af-43b4-a078-6b4e1847687b,107d0395-65ca-4de9-a23f-6b89e9d42e9b,c4,c2,27,p2,?,surb={'id': 'ec398bca-540f-426e-9b3d-3e4d00d667c0', 'route': ['p2', 'e10', 'i3', 'x2', 'p1', 'c4']}
1769744964.6652253,RECEIVED,8ee64df9-9048-438e-ad7c-65363a88a4c0,1dc20c9e-7a44-4a35-98b7-58be2bd1f13d,c4,c2,27,p2,?,surb={'id': '86dd872f-cd12-4be0-913e-484342fca7ac', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769744964.9002576,SENT,b181c4ca-7245-4825-a371-9ccd557d06cb,867dea16-98c4-4bac-8378-6386da3ffea4,c2,c5,3358,?,p2,
1769744964.9003565,CREATED,8449413b-05a2-4253-b3ce-6c10d49af0bb,48b267ce-98d7-42a2-b8fc-ebd4c6bb6914,c2,c5,27,?,?,surb={'id': '2d3e70f4-c88c-4e58-8789-eba6201093c1', 'route': ['p2', 'e1', 'i3', 'x12', 'p2', 'c2']}
1769744965.1072032,RECEIVED,27e68428-3ce3-4619-9dd7-416bc43e6dbd,9ed756db-fb9a-4f78-b7a6-7081096cc56a,c4,c2,27,p2,?,surb={'id': '8d98bdb3-f8a5-4f1a-bf6e-e7ab7e0a909f', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c4']}
1769744965.572755,RECEIVED,07753eeb-5ca9-4e68-a460-24fc2d3ad8fd,b72b48d8-8dd5-4ef0-ada6-154907d5d614,c4,c2,27,p2,?,surb={'id': '016ac4db-d595-4e58-b480-5d3ac6859fd7', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769744965.6723642,RECEIVED,a7e11cf3-feae-447d-8be2-12f3f0647fe9,d21ba5db-1973-4e5a-9c1d-8b75c1f88a28,c4,c2,27,p2,?,surb={'id': '4b30a78f-9fde-4663-8ff9-5df3becb1d04', 'route': ['p2', 'e3', 'i9', 'x8', 'p1', 'c4']}
1769744965.7990708,RECEIVED,a9a746d5-1633-4187-a2fd-d989f42e78ed,51b1f3b9-9a0c-4ea6-9358-188514b397ea,c4,c2,27,p2,?,surb={'id': '5434864c-e1ff-447f-bd38-f15ea5510248', 'route': ['p2', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769744966.1198428,RECEIVED,06ef0ebf-3897-4157-9d93-4a0d20a8df1a,e70d5b1e-9c67-4d35-87f6-4fd083283d86,c4,c2,27,p2,?,surb={'id': '13beb6dc-54ac-49f9-abc6-7b8c92a199cf', 'route': ['p2', 'e4', 'i1', 'x7', 'p1', 'c4']}
1769744966.1897147,RECEIVED,5d8b7d76-6e2d-4ec6-b047-b124048c22d5,50ff2380-03d6-4192-9788-5194c62e0f52,c4,c2,27,p2,?,surb={'id': 'a130439b-0479-4aba-a5b7-918fb51fdb33', 'route': ['p2', 'e8', 'i3', 'x11', 'p1', 'c4']}
1769744966.2672493,RECEIVED,b23146cf-545a-4b2b-8d83-f1bb684b7750,e4b49c12-c544-4675-87b0-deddb3551257,c4,c2,27,p2,?,surb={'id': '50c0efd4-3558-4ccf-b6d1-8346adbd2325', 'route': ['p2', 'e10', 'i2', 'x2', 'p1', 'c4']}
1769744966.4053288,RECEIVED,f0982492-8b1a-4a54-b7e8-0a60d480c837,8ed843b0-c18d-4717-a8eb-9e5bfdd5e410,c4,c2,26,p2,?,surb={'id': '2841e67b-b6d5-44bf-a583-23a1eac5459f', 'route': ['p2', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769744966.5055678,RECEIVED,9e8a2b56-f6da-414e-b462-6debcde459cf,d6f49298-ab23-442c-85c1-7d9ff8022241,c4,c2,25,p2,?,surb={'id': '51ff0aab-5cda-4f20-aeb8-a2b61dac4300', 'route': ['p2', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769744966.6552389,SENT,2d95bdd5-cc16-4fa7-941c-f588ef668c69,84f427b4-254a-46a3-a162-a6e3af41f269,c2,c5,3387,?,p2,
1769744966.655322,CREATED,25468e69-8243-4057-9407-a3d688994a59,15225612-b4b7-4356-b981-a0647450f6ae,c2,c5,27,?,?,surb={'id': '6e66e5e8-c2b0-405f-a123-12ff6a4ec9ab', 'route': ['p2', 'e6', 'i12', 'x5', 'p2', 'c2']}
1769744966.656711,RECEIVED,6297a6db-22c7-419b-94db-f863c0890af9,a24f4c0f-c05c-4dea-82b7-b3a96ad317ba,c4,c2,27,p2,?,surb={'id': '291b42d3-8eb7-456c-8cf9-1f14d8368085', 'route': ['p2', 'e8', 'i8', 'x8', 'p1', 'c4']}
1769744966.9866767,SENT,15a50530-533a-4228-afde-ad5699e06fe8,871350ae-6dca-44bb-ab69-3e414ba9ce68,c2,c5,3379,?,p2,
1769744966.9868238,CREATED,a0f9df27-5a0f-42ad-99a3-7f9faf1e50eb,bbd9d4ac-7858-44b5-99d7-4853b8b750e5,c2,c5,27,?,?,surb={'id': 'ca15a273-d748-4f29-bd5e-9bfa50e369d1', 'route': ['p2', 'e2', 'i6', 'x6', 'p2', 'c2']}
1769744967.080156,SENT,cd73b81d-c5c8-4bea-889f-2d90e28d5e10,d180b6a8-9db2-42ff-ad41-67eff901b098,c2,c5,3389,?,p2,
1769744967.0802598,CREATED,9f52f7fb-1578-47ed-bd7b-7de6b70e62ff,6e06c593-1e09-4c71-904a-3e42c1c9ac46,c2,c5,26,?,?,surb={'id': 'e22f01e2-8de9-4772-bd1c-9a18abc7975a', 'route': ['p2', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769744967.1663775,RECEIVED,9db3d6ff-620e-42ba-90b4-00b555290f5a,5e23b836-1cf8-4cea-81e2-7e2c159f2a4b,c4,c2,27,p2,?,surb={'id': '0136c7f5-820f-41a6-8705-025d93e3325c', 'route': ['p2', 'e6', 'i9', 'x5', 'p1', 'c4']}
1769744967.3808467,SENT,604dfc4b-43a1-40df-ad0e-da6424035282,3fb9504d-4e0e-44c7-a8f4-6a6fc80425d4,c2,c5,3400,?,p2,
1769744967.380959,CREATED,562ed4a5-d073-4b31-ae30-16998fcb4236,eb5de700-71ac-4017-a341-561761967762,c2,c5,27,?,?,surb={'id': 'dd388ebb-105c-4fb5-bfe8-ba75a791afa5', 'route': ['p2', 'e7', 'i8', 'x12', 'p2', 'c2']}
1769744967.480074,SENT,e3216f6c-6636-48df-87de-7787e417f87b,8899e481-9c7f-4cd5-a56b-b453ce07b59b,c2,c5,3384,?,p2,
1769744967.4801514,CREATED,4f969c8d-0bd0-4e5d-b167-93e0dec9d541,8e0eb7fc-31cf-40d1-9933-e8efbf9f552e,c2,c5,26,?,?,surb={'id': 'ce93e1f2-c9b3-4733-9619-ddbdc809bc44', 'route': ['p2', 'e1', 'i1', 'x11', 'p2', 'c2']}
1769744967.5659955,SENT,e4aa580f-4bdf-45f9-8b0d-47ed7a6af8e7,a62717c6-8ce9-44ca-8623-f689e8f62a18,c2,c5,3380,?,p2,
1769744967.5661924,CREATED,2ca2d5de-e2e1-4934-aa35-5fafd8fb48a3,c6f6ed75-e794-4e7e-8a3a-17baa70781a5,c2,c5,27,?,?,surb={'id': '12c857e8-4b46-43ed-9037-918f8654ceaa', 'route': ['p2', 'e9', 'i1', 'x8', 'p2', 'c2']}
1769744967.7403991,RECEIVED,b9c28037-24a4-4edd-922c-e0228317488a,93984a2d-5359-4b8a-940b-c5c15d12d6c2,c4,c2,26,p2,?,surb={'id': 'c0a4bd75-b3f8-4be6-b85d-921f9c3bb03c', 'route': ['p2', 'e1', 'i10', 'x7', 'p1', 'c4']}
1769744968.576588,SENT,7882fd1e-cc56-4dd8-b57f-2a2f555d6a32,441c82ee-9b16-4dc2-b298-82bbd5f56f89,c2,c5,3363,?,p2,
1769744968.5767114,CREATED,fd37b70d-9a91-47a4-aae4-fa1483ce900d,455b1698-b253-41eb-ab0b-8c31b0063047,c2,c5,27,?,?,surb={'id': 'ca795a86-f9c7-44a2-a237-0ad4fb9573a0', 'route': ['p2', 'e8', 'i5', 'x5', 'p2', 'c2']}
1769744968.9524322,SENT,386883f4-1f8f-454b-b64f-d5f2547f7840,c7f9dda2-79c6-4839-825b-7e23ed6cf384,c2,c5,3370,?,p2,
1769744968.9525814,CREATED,c421536b-5c00-4004-9940-967fa6049b9f,abcc0031-05fa-4b5f-894c-3ed1a92365d3,c2,c5,26,?,?,surb={'id': '8d136fe1-f0f2-4ad8-8abf-039038846ed7', 'route': ['p2', 'e9', 'i4', 'x8', 'p2', 'c2']}
1769744969.0655124,RECEIVED,572e6817-ea5a-4462-9725-886c247146ae,416a5ca9-afd3-4473-bcb9-af73d2ece23f,c4,c2,27,p2,?,surb={'id': '61e083a7-75c8-4d94-921e-2d1d28c4271e', 'route': ['p2', 'e10', 'i5', 'x1', 'p1', 'c4']}
1769744969.327576,RECEIVED,02553b97-6506-4054-873d-3ae5d6858bb3,25a099b3-3e73-480b-90a5-d0445af655f8,c4,c2,26,p2,?,surb={'id': '23ad5ac9-0dcb-4775-8bbe-2d75abd367d8', 'route': ['p2', 'e10', 'i10', 'x7', 'p1', 'c4']}
1769744969.3410165,SENT,71a4e253-d7c0-4f9e-86d8-72570fee0da4,104c67af-af2b-4db5-a27e-8160bac08e19,c2,c5,3387,?,p2,
1769744969.341195,CREATED,5a2a1c1a-dd8e-480d-9c56-3aeba5d8b23e,13dda7b8-68af-48da-9680-88df0fc98384,c2,c5,27,?,?,surb={'id': '9a9fd52a-5c47-485a-9661-af19e9694d0e', 'route': ['p2', 'e3', 'i12', 'x8', 'p2', 'c2']}
1769744969.4941783,RECEIVED,08660b31-348c-4b73-893f-8deb654975ef,987482e7-3fb3-4062-907c-81520b1987cd,c4,c2,27,p2,?,surb={'id': '52da2fc3-afc9-4780-b1fa-1d7395ec4aa5', 'route': ['p2', 'e4', 'i12', 'x5', 'p1', 'c4']}
1769744969.7001896,RECEIVED,1364979d-3f19-46bb-8b54-83f69d3d3ac4,dfd9cead-34b1-4188-8a8e-90e14726a211,c4,c2,26,p2,?,surb={'id': '31b2e79b-c356-4b1b-a84a-3067a117efdf', 'route': ['p2', 'e10', 'i2', 'x9', 'p1', 'c4']}
1769744970.093494,SENT,be81c5f1-a1c0-4d6f-8136-a4a417fb8c97,4f6a06e5-74ca-433c-b619-a1a4a1ab8bc0,c2,c5,3370,?,p2,
1769744970.0935702,CREATED,f032b49d-9984-4adf-9df7-69e45319c7c2,b99ff883-4d62-4f30-823b-9d242b50cee9,c2,c5,27,?,?,surb={'id': 'e4f73d03-7e4f-47a1-8fd6-668753eab023', 'route': ['p2', 'e8', 'i7', 'x3', 'p2', 'c2']}
1769744970.1603582,SENT,8f2f06a6-95f2-402c-bef0-65a1b213956e,077cf348-f263-4581-b629-9bba94e9b459,c2,c5,3384,?,p2,
1769744970.160435,CREATED,935d0c19-43bc-451a-8627-86114c2a76db,eea4a967-7572-4827-b610-7ffdecda7ae0,c2,c5,27,?,?,surb={'id': '2b897389-4592-4fce-a5af-28a491a5e79a', 'route': ['p2', 'e1', 'i3', 'x10', 'p2', 'c2']}
1769744970.315407,RECEIVED,e2917284-84b6-4bed-b2f6-4d0abe2ddd52,41066042-239e-4024-966f-077b1be80bc7,c4,c2,27,p2,?,surb={'id': '7eb2767a-3af2-4649-a6e6-5dcbba3a3274', 'route': ['p2', 'e7', 'i6', 'x6', 'p1', 'c4']}
1769744970.3236375,RECEIVED,853d7441-f70f-499c-a85a-199ccee916f3,a94393ed-cf80-4e56-9a54-bd89e675b2ef,c4,c2,27,p2,?,surb={'id': '6c183a08-4bac-4b0d-b6dd-499bde7e1590', 'route': ['p2', 'e4', 'i5', 'x2', 'p1', 'c4']}
1769744970.4224684,SENT,e2436740-a01f-44b3-b07d-409fd0029a33,186454da-d1e0-4519-85c0-e6a0c2df4a4b,c2,c5,3383,?,p2,
1769744970.4226143,CREATED,58944abf-6392-4ee4-a188-2fd4055a2489,c1570237-c8fb-407f-98ee-6c9a7d490d4c,c2,c5,27,?,?,surb={'id': '8325498f-b82a-4aa7-9a6c-540cd6605edc', 'route': ['p2', 'e12', 'i11', 'x6', 'p2', 'c2']}
