timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769487676.4889843,SENT,e1c6cff7-671c-4326-98dd-cd5128c995ff,b020a886-b320-4532-9f28-4e03e8bd202c,c3,DROP,2015,?,p3,
1769487676.4891582,CREATED,01a0cda4-1f5e-4da2-b59d-5c8760091816,af6ae967-93f6-44b5-8cd3-a82a7c323997,c3,DROP,27,?,?,
1769487676.8305907,SENT,09fb95d2-5a6d-4415-abd8-68a3db4ea288,8b73b8d0-2bc5-4f77-9570-d3f7c7be72be,c3,c5,3396,?,p3,
1769487676.8307288,CREATED,791047c5-2b8c-4ee7-9f05-e6cc048a194b,f4098480-7118-4c2f-8964-1e76a180685a,c3,c5,27,?,?,surb={'id': '4572ba27-ad29-4ec8-9561-d23e7ef00d24', 'route': ['p2', 'e10', 'i7', 'x10', 'p3', 'c3']}
1769487676.9985728,SENT,4c908c9b-57be-4a68-80db-75895786f1ea,be7d42e2-03a3-412e-9131-ab1bedbdf53b,c3,DROP,2040,?,p3,
1769487676.9986932,CREATED,e960a9f8-e4e4-40ea-a327-b9c1fd3582f5,228e50ae-8d3d-4790-bbe9-609c833cd69a,c3,DROP,27,?,?,
1769487677.1658854,SENT,c9e82046-eb54-47ce-af82-cfe2984c245b,dac83391-a2fe-4368-a676-b9c5782a8039,c3,c5,3356,?,p3,
1769487677.1663117,CREATED,56974f20-9a55-4d71-9ac7-a7ad20986ebe,ca2e733f-38bb-47a7-9706-7289726ae161,c3,c5,27,?,?,surb={'id': 'a760ee7f-7619-4e7c-a108-57d3412a2992', 'route': ['p2', 'e6', 'i8', 'x10', 'p3', 'c3']}
1769487677.186402,SENT,62823353-e520-4e4b-8618-686b966a0d6a,53c1b70b-56cd-4028-8ebf-97357a0e175d,c3,DROP,2016,?,p3,
1769487677.1865225,CREATED,32e6a87f-21d3-43d9-964d-1e996db53e81,463802df-54e7-40a3-8275-c1bc65fe7617,c3,DROP,26,?,?,
1769487678.7086751,RECEIVED,ea51df7b-bdeb-423e-9cb3-bdf306b93522,fee45415-2c41-40d5-95dd-1366a02c5aec,c4,c3,26,p3,?,surb={'id': '0a6fea92-16dd-49c2-9213-187b6bb25f7a', 'route': ['p3', 'e12', 'i3', 'x7', 'p1', 'c4']}
1769487678.7219868,RECEIVED,e4d1e331-cbc9-40b0-93d3-5cee5a9c1cf5,6a20dc94-a329-4fda-89cb-07f52d25747c,c5,c3,27,p3,?,surb={'id': '5291f3db-6d6c-4873-b459-87c84ce4e252', 'route': ['p3', 'e8', 'i1', 'x3', 'p2', 'c5']}
1769487678.7945328,SENT,047cb89b-606b-4d05-aca0-567b5c85b5a6,0246258e-5edc-4b98-8088-95f2d4db2c84,c3,c5,3399,?,p3,
1769487678.7946532,CREATED,f2093bd3-7a6a-4795-b1f4-63eb155634d0,fd8c3b17-0f9e-4530-97f4-76757e3ee40b,c3,c5,27,?,?,surb={'id': 'aae5dcf2-8e30-4aea-97df-29978b88635c', 'route': ['p2', 'e1', 'i9', 'x1', 'p3', 'c3']}
