timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769487771.7378435,RECEIVED,fd410c76-398d-493b-9086-f1513dd4fccd,ba0cd33b-70e3-42cc-a7d7-d1c8995b07dc,c2,c1,27,p1,?,surb={'id': '65e77d5f-53a2-4f5c-92d4-fdffa8dc2f28', 'route': ['p1', 'e1', 'i11', 'x1', 'p2', 'c2']}
1769487772.1879418,RECEIVED,f0ee2772-07e8-4ff4-abf5-5abb7d109195,caf9b068-9094-4d91-8fe0-bca884b59692,c2,c1,27,p1,?,surb={'id': '0fbedfbb-bc6b-49b5-a90c-5d3fc3ef5919', 'route': ['p1', 'e4', 'i12', 'x6', 'p2', 'c2']}
1769487772.3666046,RECEIVED,cdd10bcb-ec25-40aa-b707-dba15e84dc54,2b1f26af-cda8-4061-9ecf-c15874a66c51,c2,c1,27,p1,?,surb={'id': '11af19db-fcfa-4218-82ff-8a1810b65ce8', 'route': ['p1', 'e7', 'i10', 'x10', 'p2', 'c2']}
1769487772.454798,SENT,641051fa-b109-476c-aaa1-941daebe3626,93507454-7fa9-4eb0-affc-fc4314cf1329,c1,c5,3391,?,p1,
1769487772.4549453,CREATED,c458c01c-af42-44ea-a0ac-c4bd9b4293c9,b3084804-c4c7-45c0-9d87-dfe0f9003f4d,c1,c5,27,?,?,surb={'id': 'a234a557-381f-4f0a-a965-282ea1c8fbd9', 'route': ['p2', 'e11', 'i10', 'x2', 'p1', 'c1']}
1769487772.4686522,RECEIVED,fa9c67b1-846c-4261-8f60-33a16001db6e,05690435-c1fe-48d5-aba2-862ad4181a1d,c2,c1,27,p1,?,surb={'id': 'e2c48e0c-caa1-4681-9ceb-f441d4ab4d7d', 'route': ['p1', 'e12', 'i5', 'x10', 'p2', 'c2']}
1769487772.6438632,SENT,5c021899-467b-4447-8314-ca1c293e7f79,330664c3-d014-441a-a7a0-2c8efe16359e,c1,c5,3363,?,p1,
1769487772.6439357,CREATED,d5b86b3f-a385-4cbf-b01c-658f9fefe18b,5a5f1657-01e3-4e4d-8ffe-99e0812af472,c1,c5,27,?,?,surb={'id': '16e6b5d1-5a8c-41d6-86a1-be3aae497924', 'route': ['p2', 'e1', 'i7', 'x9', 'p1', 'c1']}
1769487773.071947,RECEIVED,fd0a60f7-557b-4107-8310-1e894083164c,9c5e1c4b-0aea-4039-92a7-3514231c4b3a,c2,c1,27,p1,?,surb={'id': '7b53403f-4be1-4868-889f-7c1469d2350c', 'route': ['p1', 'e4', 'i10', 'x2', 'p2', 'c2']}
1769487773.4056466,SENT,203ed6fa-02b0-4204-93b1-97c9a7922412,6ba49d18-60a8-4e24-af80-120f1346bcf3,c1,c5,3373,?,p1,
1769487773.405799,CREATED,4a8e88c4-e6aa-418a-816c-9e8f67cfac45,12c5c393-3acf-4f09-a224-1e81dbc2df19,c1,c5,26,?,?,surb={'id': '8763caee-0ed7-4009-a7b7-7035770191c5', 'route': ['p2', 'e5', 'i1', 'x5', 'p1', 'c1']}
1769487773.4795275,RECEIVED,649b221e-67ed-4ef7-99dd-4d25a7d070f2,b9397ab7-8e97-436d-9566-aea1a4654232,c2,c1,27,p1,?,surb={'id': '59904a23-4b4a-47e8-9492-3276e484edee', 'route': ['p1', 'e6', 'i2', 'x6', 'p2', 'c2']}
1769487773.8009992,RECEIVED,aae7c94a-3986-4089-9c83-cfcbfe59412e,4bdf6dd0-503d-46fd-b357-333bc10b368d,c2,c1,27,p1,?,surb={'id': '8a37be5c-a68a-49a9-92c9-ec8514171981', 'route': ['p1', 'e11', 'i10', 'x3', 'p2', 'c2']}
1769487773.9109597,RECEIVED,c96460ec-220f-4285-a761-c6203131161e,062fb839-6d59-4253-b2f8-2cb1366f60bb,c2,c1,27,p1,?,surb={'id': '8d435237-105d-4b0b-90e7-d71d034e0c38', 'route': ['p1', 'e10', 'i8', 'x10', 'p2', 'c2']}
1769487773.9857576,SENT,8efef64f-95d2-4805-823e-328215f13b35,1f454e01-2bc5-4259-8407-59e58136168a,c1,c5,3382,?,p1,
1769487773.9859083,CREATED,d862b273-2da7-4eda-a478-67272cbd6225,ba3e155e-d363-406b-b86c-760ec65d62ba,c1,c5,26,?,?,surb={'id': '01cc6f89-88b3-4f0c-b059-2a9fb2ed0292', 'route': ['p2', 'e1', 'i5', 'x4', 'p1', 'c1']}
1769487774.1205535,RECEIVED,711032fe-0ca9-4846-ba43-08df7e54732f,21c4a59c-777a-46ad-822e-5d177da58e41,c2,c1,27,p1,?,surb={'id': '41f96fdd-f08e-4a92-9007-3cc5ee86fc8b', 'route': ['p1', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769487774.293426,RECEIVED,a18d0638-4137-4d00-93f2-93440745bf25,1a30987a-4085-4511-9deb-d19ac8d6f0d1,c2,c1,26,p1,?,surb={'id': 'c6036531-c68b-4a7f-a014-2d6486514a30', 'route': ['p1', 'e11', 'i10', 'x3', 'p2', 'c2']}
1769487774.310241,RECEIVED,3be4fdcb-62f2-4d6b-ab8e-7f137f46d967,a575465c-6d9b-4618-bfe9-bb1485fc5d37,c2,c1,27,p1,?,surb={'id': 'ab5063e8-7df6-41c8-8bb5-c86daeb6a586', 'route': ['p1', 'e7', 'i3', 'x5', 'p2', 'c2']}
1769487774.6509726,SENT,f43baa5d-1ae3-4504-b7a4-516c331f70d8,9bea13ef-2593-4f19-9f12-9d51464628db,c1,c5,3371,?,p1,
1769487774.6511617,CREATED,463b7ee2-1af3-4ee8-afac-b51b9b2c24ec,7e2e33be-47e8-4da0-bb86-a000385708cc,c1,c5,27,?,?,surb={'id': '913bd993-e8c3-4672-8692-0797c97659c2', 'route': ['p2', 'e9', 'i6', 'x3', 'p1', 'c1']}
1769487774.9717147,RECEIVED,ca1606cf-cc9b-4cc6-8062-8a00dedc11e1,3b911f08-330a-4e22-9429-bc334705554b,c2,c1,27,p1,?,surb={'id': '232e735c-b2c9-4ae7-bf50-3a44c66539af', 'route': ['p1', 'e7', 'i5', 'x1', 'p2', 'c2']}
1769487775.2055202,RECEIVED,d156358d-6758-457f-97fd-0881ff3dc3ce,020987b8-c3f5-4b55-9bd2-2f07d0476ede,c2,c1,26,p1,?,surb={'id': 'b2a69382-4ddb-4b2d-b9ec-4b781cce32ff', 'route': ['p1', 'e10', 'i9', 'x9', 'p2', 'c2']}
1769487775.3984215,RECEIVED,668310e2-e706-4e0e-99c0-e0e7400c3c0e,4dc1f054-71ce-4ce0-b7b9-895f55ad4b5b,c2,c1,27,p1,?,surb={'id': '277e6b6a-5c0b-464b-ab57-8ff5922f9155', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c2']}
1769487775.771453,SENT,66c3c88a-4864-4951-b2ca-c49516fbb36c,340cb82a-61d9-4d59-ae2b-c7cbe4467e8a,c1,c5,3376,?,p1,
1769487775.771612,CREATED,f3361a9b-76ff-48f6-a421-692272634b79,eebf9290-d843-4741-af68-299b508ac4e7,c1,c5,26,?,?,surb={'id': 'a4397c03-ef90-45b8-a4ef-ccac541f5ea7', 'route': ['p2', 'e6', 'i5', 'x5', 'p1', 'c1']}
1769487775.995212,SENT,84ee4068-7407-4de0-937a-a1b7027a5067,05682535-ffe4-4020-94d7-a5f7853912c2,c1,c5,3383,?,p1,
1769487775.9952896,CREATED,15a07da3-caee-4d20-a338-15ea3ab51716,354697fb-6b57-483b-a5d0-c9aba1565924,c1,c5,27,?,?,surb={'id': '90ce18e0-8315-4def-8cdb-a3dafb1eab17', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c1']}
1769487776.186289,RECEIVED,00b6d84f-1101-424f-a8c5-b330865a9c77,315d93f6-3d6b-4bd8-97d5-749b5b0f9bb6,c2,c1,27,p1,?,surb={'id': 'd97ea239-3c4d-4e20-8a30-f23d036d0913', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769487776.2584205,SENT,6df4701f-3c08-4faa-ad98-56dce26dae56,a0bebb93-bd96-4781-bd9c-a439990459f4,c1,c5,3373,?,p1,
1769487776.2585146,CREATED,c353d6fe-7172-4bb5-ac34-32f8a3b72c16,51163333-246b-47a4-b67e-33d4ba64613a,c1,c5,27,?,?,surb={'id': '2fc6d458-0d9f-4eab-9625-f57a55435213', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769487776.4917078,SENT,ee8450cf-39fc-4170-a16b-82b1834335bb,faa1932b-5bcf-4851-8f54-df9bf6acca68,c1,c5,3399,?,p1,
1769487776.491863,CREATED,c3798f4c-cf74-46fd-a3d0-2a9c77e7c5e1,0aed7986-b9e4-4433-b11f-316d088d0c68,c1,c5,27,?,?,surb={'id': '029c7c05-dae4-401a-8883-75d6ad945977', 'route': ['p2', 'e6', 'i1', 'x10', 'p1', 'c1']}
1769487776.5093749,RECEIVED,c897bfc7-cca1-4cc7-8abd-36db195fe877,38080869-6bf4-4e32-bb3f-8d9cf8512c92,c2,c1,27,p1,?,surb={'id': 'c51d0709-ea85-47e8-b379-23432a34e96c', 'route': ['p1', 'e12', 'i4', 'x7', 'p2', 'c2']}
1769487776.5875258,RECEIVED,550b28a1-940e-4e21-b335-b1f73c59ee00,deeb0506-869f-477a-a8f4-d3a9a7de0c78,c2,c1,27,p1,?,surb={'id': '93c5619b-34c8-4229-bce4-914a8406decc', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c2']}
1769487776.7083817,RECEIVED,98a4903e-49c9-426d-ae99-11704714cb9d,f92e99b8-11b0-403d-9e25-46b193af5578,c2,c1,26,p1,?,surb={'id': 'dcb1c5a6-df5a-435c-9ef0-f328ecd99c45', 'route': ['p1', 'e1', 'i8', 'x8', 'p2', 'c2']}
1769487776.8526235,RECEIVED,c0fa01a1-647e-4855-a820-b1af9a9e3b3f,c79e7cd3-fbe8-4ba1-b5f7-7c33deb9aa65,c2,c1,27,p1,?,surb={'id': '71653e0e-c651-4343-8d93-177c8ad48168', 'route': ['p1', 'e8', 'i4', 'x12', 'p2', 'c2']}
1769487777.5789437,RECEIVED,7adb68c5-a3a6-4acf-90e1-704bc33b06a7,c1549b8f-942e-4b08-802f-66d1417d3039,c2,c1,27,p1,?,surb={'id': '5662e146-53d1-466e-b73b-83a1b9311ba8', 'route': ['p1', 'e6', 'i1', 'x4', 'p2', 'c2']}
1769487777.5839872,RECEIVED,e0853ae7-def7-4002-90a5-126686abe10b,2a4590c5-ab2e-46b6-95ed-fad478b0efb8,c2,c1,26,p1,?,surb={'id': '27e040f4-a3d5-4e45-9347-ddede38e2c26', 'route': ['p1', 'e3', 'i1', 'x4', 'p2', 'c2']}
1769487777.6845586,SENT,4caf8f75-dc11-4ca0-b44c-558676bfc354,77c863b5-e66f-4c3a-a533-de6eed5f2549,c1,c5,3404,?,p1,
1769487777.6846483,CREATED,60ed2910-2a1d-4619-9418-c722c5ca4d7f,6c077b09-306a-4fd1-9397-cd024c42366d,c1,c5,27,?,?,surb={'id': '94a889dc-7ad0-470e-a4a6-a4a4205990fa', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c1']}
1769487778.1784914,RECEIVED,09019e92-ca04-4f78-9b5d-4e2aa656259c,8eaf0413-6735-4d23-acb8-13020fe6e747,c2,c1,26,p1,?,surb={'id': '9948d475-4695-40aa-9755-36230c0ab3f3', 'route': ['p1', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769487778.3277862,RECEIVED,35a05d4e-dda2-45a4-b239-9d5b450f22f1,f81d34d9-52d7-4b66-a121-175bd9e3a3a2,c2,c1,27,p1,?,surb={'id': '4c2551ed-1321-43e4-9295-2bf767e93298', 'route': ['p1', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769487778.6803565,RECEIVED,6570d482-f6a1-4a59-aa98-5cc911050dba,b82414d8-6bf0-43e5-8168-3662d367f831,c2,c1,26,p1,?,surb={'id': '7724592c-ed76-44a7-98bc-2a2697c441b6', 'route': ['p1', 'e7', 'i5', 'x3', 'p2', 'c2']}
1769487778.7518704,SENT,ef608cc9-c3be-4f12-abc9-e7f43e9bb907,2723505f-3bc5-4bae-be65-1992ec3487d5,c1,c5,3383,?,p1,
1769487778.7519941,CREATED,32bcc544-30e7-48df-ab24-da58c837a54c,7d21efd8-3c75-4cb2-9a7c-ac056efb5473,c1,c5,27,?,?,surb={'id': 'dcfb19d1-6b9f-44b4-94a6-b1acb8e52523', 'route': ['p2', 'e6', 'i9', 'x9', 'p1', 'c1']}
1769487778.9517057,RECEIVED,661567b3-3f83-422c-a25d-1701dfaf9bd0,d84eaa0c-22dc-4778-8ce9-d6832e358552,c2,c1,27,p1,?,surb={'id': 'f4b50682-593f-47d1-afe1-93f6ee121fa9', 'route': ['p1', 'e11', 'i3', 'x5', 'p2', 'c2']}
1769487779.1310174,SENT,37a21b8f-a4cb-491e-a325-beccec964257,c380a292-2a9b-4041-9d3f-c1421bacbbe6,c1,c5,3380,?,p1,
1769487779.1311827,CREATED,9f8df309-61c4-4354-b52b-d5c78b64de0c,adc08b3b-8267-4f7a-bbb9-8a838000a273,c1,c5,27,?,?,surb={'id': 'e2dead1b-8f9e-4fda-98b7-f4df2834e8de', 'route': ['p2', 'e1', 'i12', 'x6', 'p1', 'c1']}
1769487779.1441543,SENT,fc65a15d-4e6a-4b31-a8e6-cacae989609e,b0d54080-4469-45f6-8057-66b53fabcb68,c1,c5,3364,?,p1,
1769487779.1443355,CREATED,188cb3c9-4dc1-4bf1-bada-4b1f7828683e,1e24f659-f73f-417f-93f8-f426112d690e,c1,c5,27,?,?,surb={'id': 'be80ae05-acc1-437b-b50b-f84b291f01f7', 'route': ['p2', 'e2', 'i2', 'x8', 'p1', 'c1']}
1769487779.2192538,RECEIVED,2ce571d5-70cf-408a-87f7-25e3064d3030,9a52da0a-4f30-43e0-8486-f8d9d8127707,c2,c1,27,p1,?,surb={'id': '5d2d5cc5-b904-48b2-ba66-5465c3fbffb9', 'route': ['p1', 'e8', 'i4', 'x10', 'p2', 'c2']}
1769487779.427994,SENT,a5f6928e-55bd-41f8-a823-86beb9063de7,639272af-cd37-4807-9aaa-a9c10d8e33d9,c1,c5,3397,?,p1,
1769487779.4281738,CREATED,ddf0459f-c9e1-4585-bbec-afe13247f331,213d0a47-bc65-4084-9cd1-59723f818d79,c1,c5,27,?,?,surb={'id': 'e39d911a-ca6d-4456-9eb7-eaae63287bb7', 'route': ['p2', 'e7', 'i12', 'x10', 'p1', 'c1']}
1769487779.4463568,RECEIVED,386acf3a-77df-4fad-81fc-4208bb20ac53,5b1a207b-1996-4180-928a-abf126452b81,c2,c1,27,p1,?,surb={'id': '6196f82a-4b65-4d7e-a729-9163224d3ccf', 'route': ['p1', 'e8', 'i7', 'x8', 'p2', 'c2']}
1769487779.5166047,SENT,fbbec320-e8d1-4d6b-98aa-3f356be49c4c,48597abd-5e94-4ea5-9fde-237767f732f7,c1,c5,3392,?,p1,
1769487779.5167687,CREATED,7f19675a-65f5-4257-8e8f-7d41d0259952,4f76ab0b-7524-47b6-934b-37fd0a231ae6,c1,c5,27,?,?,surb={'id': '35316ed0-b11e-4056-918b-c5b781dc94e4', 'route': ['p2', 'e11', 'i12', 'x4', 'p1', 'c1']}
1769487779.586889,RECEIVED,ab74922e-9c1b-4729-abe4-6dd999ed82ec,cb595d77-4006-4c50-9903-dccdd23246d1,c2,c1,27,p1,?,surb={'id': '73af05ec-d202-4cf1-8020-852dd615990d', 'route': ['p1', 'e3', 'i11', 'x8', 'p2', 'c2']}
1769487779.677631,SENT,35505281-9780-4b31-b92d-9d34dbcf0e2e,5d88a641-007f-48a6-82d0-1b52329d46b8,c1,c5,3384,?,p1,
1769487779.677785,CREATED,44e584fa-03e3-45f5-b922-c58ee02b752f,07c51cfe-ac47-4610-a712-c4010d61104a,c1,c5,27,?,?,surb={'id': 'a2dcde32-9519-4116-985e-9bc8735d7619', 'route': ['p2', 'e6', 'i3', 'x6', 'p1', 'c1']}
1769487779.7283263,SENT,a69c667c-6868-499a-99b7-ac82f08fdb89,637799a6-f74e-43e8-abc5-762aec9155d6,c1,c5,3355,?,p1,
1769487779.7284715,CREATED,cbf07ce2-01b3-4a33-aa20-ee7305302fad,1f9bb7ff-d028-4310-a5d6-b2c7b82c88ca,c1,c5,26,?,?,surb={'id': 'f293e871-6a02-465a-a690-c60811135116', 'route': ['p2', 'e8', 'i7', 'x9', 'p1', 'c1']}
1769487779.9191573,RECEIVED,5391d321-afee-44ac-841a-39f4fd6d37ad,06ee99c5-7cef-4042-bb39-bdd30302e35b,c2,c1,26,p1,?,surb={'id': '68ed058e-062e-43eb-831c-58fbc345d047', 'route': ['p1', 'e9', 'i8', 'x8', 'p2', 'c2']}
1769487780.055591,SENT,1f441b7c-b86a-4bcc-a115-78ce388ab4c5,afaeac7a-d0cb-4247-a0e7-d9b74bb58738,c1,c5,3395,?,p1,
1769487780.055721,CREATED,55a3bb7c-a342-4213-a0fa-57148219f448,5ba7eaea-be01-459a-afee-67d8ae7e036c,c1,c5,27,?,?,surb={'id': '4b498991-0ccd-4d33-9702-7877fc5f5b6b', 'route': ['p2', 'e6', 'i11', 'x2', 'p1', 'c1']}
1769487780.355373,RECEIVED,04f6d0b4-4225-47e2-b6df-d6eb88d4eecf,e7a32ff9-2fcf-4e9a-8ed0-a1fe44e10fe8,c2,c1,27,p1,?,surb={'id': '9adb38ff-ec85-4d89-ab3f-86bec3ac3af8', 'route': ['p1', 'e7', 'i7', 'x7', 'p2', 'c2']}
1769487780.4645948,SENT,85efef76-5781-48d8-a0e7-fc8554eb5221,3565cf9d-4ce3-487c-8a3b-97a94726c96e,c1,c5,3371,?,p1,
1769487780.4647255,CREATED,80d0448d-a18d-49c8-91f6-ed76c87fb23a,e410e533-cde3-4220-ac71-5d8bf8044436,c1,c5,26,?,?,surb={'id': '5ba844c5-b99a-48cb-b36a-31e6213abb44', 'route': ['p2', 'e1', 'i4', 'x8', 'p1', 'c1']}
1769487780.9047604,RECEIVED,b9341ff0-eb06-4a46-bcef-5b5807cdc730,aca1a071-6e14-4bef-bbb8-ea4ab2f04f8a,c2,c1,27,p1,?,surb={'id': 'fc7fe708-11f0-4e7f-ac8d-830210df33de', 'route': ['p1', 'e5', 'i7', 'x4', 'p2', 'c2']}
1769487781.075942,SENT,98e9d24c-86a4-4662-bc15-e0d16eaed9fa,64428633-f534-44c6-9daf-dc73b31229e7,c1,c5,3405,?,p1,
1769487781.0767467,CREATED,6104d45e-933b-4016-99c5-8d7bebb2e6bd,55270373-f24c-4f2f-9671-c4481b873f67,c1,c5,27,?,?,surb={'id': 'cd4eb2e1-0be5-4ca2-9852-6a3b38fc2de6', 'route': ['p2', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769487781.234154,RECEIVED,ebda6c7f-8a9d-40d5-8fce-b7152e84f493,9a7a0017-8dc3-4af4-8b48-043d439ce899,c2,c1,27,p1,?,surb={'id': '4e04b9e8-0401-4b2f-8836-6c12a2ea4896', 'route': ['p1', 'e2', 'i6', 'x1', 'p2', 'c2']}
1769487781.2936873,SENT,07f3b330-0a35-48d6-9b59-315c067e7e62,0ba67be9-dc4e-4582-8423-de008df047f2,c1,c5,3376,?,p1,
1769487781.293793,CREATED,b180e580-2249-49c9-bbc0-313c9215dd13,294f3594-de88-43f9-b331-20a6c3337d5e,c1,c5,27,?,?,surb={'id': 'a8f68040-f56a-48b7-9daa-e743ecf33ee7', 'route': ['p2', 'e7', 'i6', 'x2', 'p1', 'c1']}
1769487781.9690948,SENT,a19810e5-9d17-4fa4-88a0-c6c18b2ed333,31ec0966-c9aa-4c81-ab30-71a7555d15fa,c1,c5,3387,?,p1,
1769487781.96917,CREATED,81dfabda-6cb2-4b38-8a44-280e37bfcc17,c2a254b6-dd90-4a36-99ae-f0236a9b866d,c1,c5,27,?,?,surb={'id': 'df6f4516-c16e-473f-9667-f8b6420d7ee8', 'route': ['p2', 'e2', 'i12', 'x11', 'p1', 'c1']}
1769487781.9894633,RECEIVED,a3966195-23aa-4ddf-a117-baadc178188d,94b7a60b-d13c-42f2-b885-08b8d1e51ea2,c2,c1,27,p1,?,surb={'id': '50b49368-3d38-43b3-bba6-2e0c2993e93e', 'route': ['p1', 'e9', 'i9', 'x1', 'p2', 'c2']}
1769487782.3088527,RECEIVED,5ebaf8ed-f08d-4644-bb57-69549b45f894,e51f2b9b-42c5-4d4f-8980-97dde8c36baf,c2,c1,27,p1,?,surb={'id': 'b40cd3c7-f817-4074-a46c-3f865ac620b5', 'route': ['p1', 'e9', 'i2', 'x12', 'p2', 'c2']}
1769487782.3916316,SENT,f47c7e66-4748-4fcf-8ad7-c0671d677a26,b7d6ddd9-1568-4ed8-ac4b-82b84453f17b,c1,c5,3392,?,p1,
1769487782.3917837,CREATED,2fcc007e-04e5-45ef-85d7-531aad4bbf02,bca70f31-6431-4e03-9b07-074a9cdca4f5,c1,c5,27,?,?,surb={'id': 'dde3ac52-f29f-4a76-92f2-19df2d867313', 'route': ['p2', 'e5', 'i11', 'x9', 'p1', 'c1']}
1769487782.4638479,SENT,4aacde84-88f8-489c-bd4a-056828843cfb,d3cbdc89-55c6-4463-8f63-ca7449433f1c,c1,c5,3377,?,p1,
1769487782.4639974,CREATED,a2c2ad90-b01d-470b-8f90-0ef75dfb2369,029dc36b-6500-4041-b8dd-99fb76863d32,c1,c5,27,?,?,surb={'id': '8dc8d02f-1d94-4d1f-a1f3-611a617b56e3', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769487782.5612347,SENT,8f3442e9-c346-4770-8f8e-873d61a3d87a,742468e8-c751-4485-af7a-473eadc90fdd,c1,c5,3360,?,p1,
1769487782.561388,CREATED,05b030f3-1670-48ad-92f9-a5c1a67bcafd,19b82b91-8b2f-47c7-b764-7a867241ad6b,c1,c5,26,?,?,surb={'id': '7042475d-4edd-498e-8f71-c82aba6bac93', 'route': ['p2', 'e5', 'i8', 'x1', 'p1', 'c1']}
1769487782.7467353,SENT,492cf2ba-1357-41bf-996e-cc80ddac3d04,74aaee96-51ab-4c7e-895b-7322b18060fc,c1,c5,3388,?,p1,
1769487782.7468834,CREATED,3ec5ceb4-43cb-4522-974a-bbb42e9ecc5b,660168c6-2edd-4d7f-8b1c-a4343f8b7836,c1,c5,27,?,?,surb={'id': 'e8b52c1d-cca7-41f1-84b4-db59b160b90d', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c1']}
1769487782.806299,SENT,928b4f0b-b7ec-4ce4-98cd-ac8a2bb1a5b9,f88d3fe0-1053-4453-9f1d-60785ee568f4,c1,c5,3388,?,p1,
1769487782.806459,CREATED,647ff1ca-2ace-4621-aa8d-46993851f7de,59a2f3a3-822b-4380-aeeb-d0ed9c99d295,c1,c5,27,?,?,surb={'id': 'b40f123a-56aa-49b7-8889-05418376299f', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c1']}
1769487782.833498,RECEIVED,dfa0a59e-01e2-4de3-88f8-0cc6c10b04a8,7766361c-4c91-44ea-a7e3-c6277098cea6,c2,c1,27,p1,?,surb={'id': 'dcfc38c0-d005-4963-af89-5f00186c2f4e', 'route': ['p1', 'e10', 'i4', 'x6', 'p2', 'c2']}
1769487782.8850112,SENT,c453dae1-d2ec-4644-9d63-d0ee382e78c9,3baac7a7-1f06-4404-956d-8b824e24d9ea,c1,c5,3389,?,p1,
1769487782.885128,CREATED,c4b2c2e5-478e-4dbf-91a0-95406ea64133,1f46dc90-5eb3-470d-8d61-908769714f3d,c1,c5,27,?,?,surb={'id': '34bb91bb-6505-4583-99a1-099d6d075a66', 'route': ['p2', 'e9', 'i8', 'x9', 'p1', 'c1']}
1769487783.1426592,SENT,5c9819a3-5350-4c04-b764-6c3bafaadef4,34bfb266-cc57-4671-b632-78e0d7ff6ba6,c1,c5,3384,?,p1,
1769487783.1427608,CREATED,1d6f1342-6847-4f02-9718-55f9a0f94633,3848ede8-ec03-496b-843d-1f33fb7d65e4,c1,c5,26,?,?,surb={'id': 'eb7786e5-8a55-4cab-939c-36a7040ff7f1', 'route': ['p2', 'e2', 'i12', 'x5', 'p1', 'c1']}
1769487783.2857466,SENT,5b876b6b-f2df-4f36-952c-ea1ef1bb7965,8be45924-9f8e-44f3-9440-33ba999eaa38,c1,c5,3383,?,p1,
1769487783.2858467,CREATED,3f25488e-a851-45e8-8324-80e6ce7459c8,a1c08630-102f-4359-b3b0-afcff3a37a7b,c1,c5,27,?,?,surb={'id': '139b3b6d-b0e2-400d-a8c1-8e335622bdf8', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769487783.4304588,SENT,6fc17920-d7b7-421e-a6d5-09f9eb7b89fd,78feeffc-ab37-4fb4-84ca-22d69c509efe,c1,c5,3363,?,p1,
1769487783.4305964,CREATED,b46ea588-7267-4fe8-91e5-f0d3b382f195,2e47964f-229f-442f-9f79-c0f5c947bca1,c1,c5,27,?,?,surb={'id': 'c038e092-cfc1-46e9-ae53-debc1ceaa9e3', 'route': ['p2', 'e3', 'i4', 'x6', 'p1', 'c1']}
1769487783.4679654,RECEIVED,19a03376-1973-46b6-a612-742fd6ae4469,35f7e12a-e144-4a11-80a9-f17f52eef8be,c2,c1,25,p1,?,surb={'id': 'bb5cbb84-803b-4eb6-b8ac-e70a81e4d908', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c2']}
1769487783.5752919,RECEIVED,4fa29cfe-a8ef-438c-aa17-dd91875a07bb,0f959d45-a55b-47b3-baa6-db1996588420,c2,c1,27,p1,?,surb={'id': '99ab3455-1d03-40f1-9bac-e2e1cbb47ab9', 'route': ['p1', 'e2', 'i12', 'x1', 'p2', 'c2']}
1769487783.631063,RECEIVED,5e5b6a6a-7da9-45f9-8264-2e6373a8e0f0,80222e92-68a5-4d57-814d-3856b9a61426,c2,c1,27,p1,?,surb={'id': 'c763126c-f3fd-4e46-ba25-240fc703f28a', 'route': ['p1', 'e3', 'i6', 'x9', 'p2', 'c2']}
1769487784.037961,RECEIVED,b45c98fc-8036-43d5-880e-be4172b953f4,0975bc94-d990-4490-bbea-0390ac46035e,c2,c1,27,p1,?,surb={'id': '16e8f0d5-90a9-4b42-857d-cf5c7310f408', 'route': ['p1', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769487784.1278036,RECEIVED,37e4ae5f-0063-4166-8087-4c95960655bf,44ac53de-afc6-4531-af03-77ab39dec22e,c2,c1,26,p1,?,surb={'id': 'f795963e-78c1-489d-8b12-7cb4f934d553', 'route': ['p1', 'e12', 'i6', 'x12', 'p2', 'c2']}
1769487784.231248,RECEIVED,bd860c9e-4b48-4b9e-8eb1-c901437194d1,d3296628-9639-43eb-ac61-213934bb1b79,c2,c1,26,p1,?,surb={'id': 'e2dd9d5d-32ed-45f3-8a00-28c65ba44c7a', 'route': ['p1', 'e5', 'i3', 'x1', 'p2', 'c2']}
1769487784.5594535,RECEIVED,1f065721-b8fe-41b2-9d53-a7bfeeca8d75,10d43e9a-bc72-40e8-a317-8332918dcb6e,c2,c1,27,p1,?,surb={'id': 'a6e865a0-5414-4b81-87f0-5251fa418464', 'route': ['p1', 'e9', 'i2', 'x3', 'p2', 'c2']}
1769487784.722767,RECEIVED,85607cae-8c26-4304-9437-743bd00f8afd,554de8ed-e1c9-4dce-a382-ea7d0031d50f,c2,c1,27,p1,?,surb={'id': '672c0ca4-8601-4b64-9377-f5eff71c3b78', 'route': ['p1', 'e10', 'i7', 'x1', 'p2', 'c2']}
1769487784.758685,SENT,1211a329-473e-46d9-a6bf-d44061ef5aa6,abedf042-c6b8-4b3c-b311-3904530bc331,c1,c5,3384,?,p1,
