timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488130.481082,RECEIVED,20b936a1-578d-4caa-9d99-9939a5fc4361,4e11f75e-979e-4467-810c-bedf132bdc4a,c2,c1,27,p1,?,surb={'id': '44f7ba7f-8427-4b1b-9c6a-b5a2bdca5a6e', 'route': ['p1', 'e9', 'i8', 'x2', 'p2', 'c2']}
1769488130.5331295,SENT,3d310706-456b-4f1d-aa3f-1f89cd562d81,fd5571e5-2ee3-4164-afed-922464f2656e,c1,c5,3379,?,p1,
1769488130.533268,CREATED,117946b4-3eca-4af6-9f3d-a5bc1d849297,4337f694-214a-45c3-be1b-169dc578bbfd,c1,c5,26,?,?,surb={'id': '24106fdb-d4d1-4431-ad91-4030188c6d01', 'route': ['p2', 'e2', 'i9', 'x5', 'p1', 'c1']}
1769488130.5479107,SENT,e3c740a8-56b4-465f-96e8-0b6a2bd58772,0153b729-40a3-4251-b434-ebb2c520eb5e,c1,c5,3387,?,p1,
1769488130.5487278,CREATED,ffa3ddc9-226f-43cc-8801-ba1f1b3ebd9d,e68b3ee6-15f9-42a0-be86-807d1125679b,c1,c5,27,?,?,surb={'id': '3d37f44e-3dd0-447d-a64b-d5017aafd24f', 'route': ['p2', 'e2', 'i4', 'x9', 'p1', 'c1']}
1769488130.843206,RECEIVED,92d84059-13a5-42f8-beb6-2f7584bc509e,f2e86a94-06ea-4449-99fb-e44455fcca7a,c2,c1,27,p1,?,surb={'id': '8847f392-ab44-448f-8be8-657730eea2c3', 'route': ['p1', 'e10', 'i12', 'x1', 'p2', 'c2']}
1769488131.216927,SENT,b406ea80-58a8-48eb-9b68-22c66b928fba,d593a9d6-26d4-429d-9c30-92d2b41fd770,c1,c5,3388,?,p1,
1769488131.2170212,CREATED,be0863bf-31de-4128-9064-d5cc9db4202e,0470e66f-1ca2-4767-bf98-558131132f59,c1,c5,27,?,?,surb={'id': 'ee908410-1d81-4d3e-a231-4d104124260c', 'route': ['p2', 'e8', 'i8', 'x11', 'p1', 'c1']}
1769488131.5678182,SENT,24196aba-597d-4281-87ca-b599355deba8,8d36c483-189c-4379-9e00-23ecdb6b57ca,c1,c5,3379,?,p1,
1769488131.5679207,CREATED,12140522-00ed-4b2b-a4a6-872760fc611b,35669fa8-8027-49f3-8e06-ee8582755cc9,c1,c5,26,?,?,surb={'id': '0d045c0e-67d7-4fd0-80f4-de85b8084c85', 'route': ['p2', 'e5', 'i5', 'x12', 'p1', 'c1']}
1769488131.772352,RECEIVED,0fc97b50-5afd-4d27-a0a8-a252b9b68433,1687835b-867e-4409-b478-211e86663c2b,c2,c1,27,p1,?,surb={'id': '0cf74d26-a9e1-4a11-961b-c1bb1602156a', 'route': ['p1', 'e8', 'i2', 'x11', 'p2', 'c2']}
1769488131.8839955,RECEIVED,96aa6041-726a-4dd4-a104-ce10cdefd6d2,4efd00ce-4bbd-4571-93c7-1893d1668e14,c2,c1,27,p1,?,surb={'id': 'f585eeea-f499-49a7-b103-b8ab7762cfcc', 'route': ['p1', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769488132.2413492,SENT,ba4702d8-5c50-4fb3-a32c-e188d50c0e7b,0ca80bd8-648d-4640-b79a-87ae88ca85df,c1,c5,3380,?,p1,
1769488132.2414305,CREATED,686b431b-1a86-4fda-8a08-58c6c31dfe26,b248ba4d-1dec-4732-ba20-ff3e46a466c8,c1,c5,27,?,?,surb={'id': '208c64d6-48aa-4330-9242-7b2e46cfebe0', 'route': ['p2', 'e9', 'i9', 'x10', 'p1', 'c1']}
1769488132.2986507,RECEIVED,c1b01527-d337-4278-b814-0371915fb7cd,25a0155f-8a90-44f8-a4bb-1e762f28175d,c2,c1,27,p1,?,surb={'id': '3a509be1-7104-4db0-832c-b45f7e88210e', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c2']}
1769488132.4674957,RECEIVED,876aabe2-27cc-44d8-9617-0d41134d6d05,2083dd2b-fd95-48fd-aafa-d9dd595276e7,c2,c1,27,p1,?,surb={'id': 'a6524598-a6a4-4b17-bd8d-46f19db12c2c', 'route': ['p1', 'e4', 'i11', 'x3', 'p2', 'c2']}
1769488133.0819743,SENT,4763f0ee-af45-4d8b-8767-cd25b6328d29,5248868b-d864-494a-b431-d15c9add8668,c1,c5,3362,?,p1,
1769488133.0820804,CREATED,4ac3200b-d203-4117-8259-718057ce68e9,170b305a-736c-415e-bb62-97839c6c5f88,c1,c5,27,?,?,surb={'id': 'b0dc1047-7124-4033-84c2-ebb86f3cffdf', 'route': ['p2', 'e3', 'i9', 'x9', 'p1', 'c1']}
1769488133.2110353,SENT,1ef4e80c-3cea-4214-a996-65ddd55dd3ab,75ca2167-adc4-4c5f-9b3f-023d4b07e83d,c1,c5,3387,?,p1,
1769488133.2113943,CREATED,04809eab-d589-4a6a-ada5-075371b644bc,63294e82-77c2-4c23-855f-42d2f6fe4d83,c1,c5,27,?,?,surb={'id': '64226b09-86b8-41ed-aae3-14cb43be6196', 'route': ['p2', 'e4', 'i4', 'x4', 'p1', 'c1']}
1769488133.2474163,SENT,568acbde-7431-4d82-8e29-547707beb513,80d9b3bd-0488-466b-891d-821eac6d0536,c1,c5,3376,?,p1,
1769488133.2475998,CREATED,8e348c0e-bb68-4720-9249-1c6f8e333677,a30690f3-f749-4d19-a881-8113e312bbb7,c1,c5,27,?,?,surb={'id': '68dcb739-a519-42dc-844f-92807f3204ac', 'route': ['p2', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769488133.455341,SENT,c92a2f3b-4013-4eb9-a33c-4f5a7db157ac,edd97e2a-14b2-4940-8606-7d640dc743ee,c1,c5,3379,?,p1,
1769488133.4555418,CREATED,6320b0f3-fa2a-4fb1-9385-3af149220230,4f1a4204-0df2-4938-ab16-d30574449d08,c1,c5,27,?,?,surb={'id': '4fce09a1-9219-4dbf-8ca3-9b32133356c4', 'route': ['p2', 'e6', 'i1', 'x4', 'p1', 'c1']}
1769488133.709772,SENT,e16d5312-7eb1-47a6-aaf4-624c56d61e66,4fabc895-be53-44e3-b642-0c177c8e5dad,c1,c5,3367,?,p1,
1769488133.7098744,CREATED,7b04b396-d504-49c5-be8b-c05ccb7d287e,ab0564ee-07c6-4746-8dc1-b1e64d26e507,c1,c5,27,?,?,surb={'id': 'c72a3246-f917-407b-8d78-71a9b9a45bea', 'route': ['p2', 'e9', 'i3', 'x9', 'p1', 'c1']}
1769488133.7715924,SENT,7d0fb6e8-1e6e-4215-8027-6973ec6f796e,a8303063-8ddd-497b-bfd2-809ff8b393ff,c1,c5,3376,?,p1,
1769488133.771692,CREATED,5800bd6a-b440-4d7b-b9bf-886dee6c0d15,3554317f-dd3b-495e-b63f-aaabeee4ccbb,c1,c5,27,?,?,surb={'id': '96cab46e-6806-4a7c-b6d4-84886f370aa7', 'route': ['p2', 'e2', 'i4', 'x7', 'p1', 'c1']}
1769488133.844599,SENT,103072a0-664e-4696-82e1-e8c767c08257,9a78e8df-572b-410e-90f2-e203949880ec,c1,c5,3404,?,p1,
1769488133.8447006,CREATED,a0417918-2f8c-43ec-9781-de95276d6251,580c6f42-6514-4811-b890-3ebd48ef3285,c1,c5,27,?,?,surb={'id': 'bb4975ff-bd23-467c-a176-a4c6c86dec6f', 'route': ['p2', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769488134.2252452,SENT,d1badd18-75e3-4ff1-a3a5-3a6b1f00bd8a,fa6ad4d6-e11f-4894-a3ec-043d19a9e0e9,c1,c5,3375,?,p1,
1769488134.225379,CREATED,b6941b53-b07e-4d1c-a5dd-327e986fbf35,5d582774-37aa-4c0a-a436-f973addfc70d,c1,c5,27,?,?,surb={'id': '140f0c2e-1f4d-4939-b91c-f5dcfa3d1ab7', 'route': ['p2', 'e8', 'i11', 'x6', 'p1', 'c1']}
1769488134.3960931,RECEIVED,64570b86-6c19-428d-be68-418031bb474c,79c85adf-c820-4156-9492-41ed1ec997b0,c2,c1,27,p1,?,surb={'id': '7470c142-0d88-4e89-82f0-dbc8fb627d2f', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769488134.505117,RECEIVED,dfae7c20-3004-4159-a550-26d4a99237c2,b5721ed0-99a6-494b-ab5b-341263f91aa5,c2,c1,27,p1,?,surb={'id': 'b049bcd6-6920-498f-9a50-1f9419cf7e4f', 'route': ['p1', 'e1', 'i2', 'x4', 'p2', 'c2']}
1769488134.5704327,RECEIVED,6ea4ddbe-44b1-4720-b7b8-67c366dfce60,dd6d85ad-4dc0-4f7b-b452-6ca6c1a3f89c,c2,c1,27,p1,?,surb={'id': 'd57a0ba2-4402-445b-97aa-9d5746d0a865', 'route': ['p1', 'e5', 'i6', 'x7', 'p2', 'c2']}
1769488134.6872067,RECEIVED,a95b177a-ec2a-4e70-bd59-49ea960fbd6a,2539414c-c4b0-41b8-a50c-078e55e280cb,c2,c1,27,p1,?,surb={'id': '5c18d024-9554-4367-8b03-113587b3f937', 'route': ['p1', 'e7', 'i11', 'x12', 'p2', 'c2']}
1769488134.833781,SENT,a3cfb93b-a37e-45df-9025-b9b1fde7db9d,fd708758-18ee-4d85-bf29-04f1cbd0d125,c1,c5,3387,?,p1,
1769488134.8339286,CREATED,f897e442-f9ed-492f-ac61-320fa9309522,7ad62bfc-ae8e-409c-a384-da97c5ee6bb3,c1,c5,27,?,?,surb={'id': 'ce402b50-463b-45b3-8efb-1a7d3c2ddb14', 'route': ['p2', 'e11', 'i11', 'x9', 'p1', 'c1']}
1769488134.9001076,RECEIVED,a08efd6c-f3b2-417a-8e2d-cac4be9c9ec4,f7835aa1-d745-46be-a4c3-1b723edbf2e0,c2,c1,27,p1,?,surb={'id': '4a10e8ba-f5ef-4067-bdb7-a0df5d83db48', 'route': ['p1', 'e10', 'i11', 'x1', 'p2', 'c2']}
1769488134.963368,RECEIVED,eaa14e6b-160b-489a-98e9-724d7757275c,1dc871cb-fe9d-4752-a1a9-d6e1071ac1c3,c2,c1,26,p1,?,surb={'id': 'b0a2e68b-6f61-4ead-978c-9a9b5d9e754f', 'route': ['p1', 'e3', 'i4', 'x9', 'p2', 'c2']}
1769488134.9809258,SENT,edff8663-b1b4-4f67-a13a-4762f4a83631,708bad82-0d2a-45b7-8255-411e2a04aa9b,c1,c5,3395,?,p1,
1769488134.9810982,CREATED,14b5fd77-b936-45dc-acf1-cf7c1cc46d98,fae93e82-8b02-48cb-8c07-ab13123756de,c1,c5,27,?,?,surb={'id': '595c776e-064a-4a65-a0ec-f6920efe76a3', 'route': ['p2', 'e12', 'i1', 'x11', 'p1', 'c1']}
1769488135.8633525,RECEIVED,fe723010-47f0-4720-83b3-0ae2d22c5c06,e9b749c5-7ba4-425a-b55d-b2020eddfccf,c2,c1,27,p1,?,surb={'id': 'eb5317aa-5a0f-4073-915c-3fc44b24d0d7', 'route': ['p1', 'e9', 'i12', 'x8', 'p2', 'c2']}
1769488135.8891766,SENT,34399b14-8cd9-4c64-bc6d-5b63f25ea205,6d005518-1544-42db-985a-a96f1ab0207c,c1,c5,3384,?,p1,
1769488135.8893216,CREATED,2d0b0c5f-4130-4e8f-a671-18ff6eea98c2,1cce4939-1737-4249-a44e-e4164a11dbc4,c1,c5,27,?,?,surb={'id': '6d13eaf8-f2aa-4dc4-9de9-4a7caf01592f', 'route': ['p2', 'e2', 'i9', 'x8', 'p1', 'c1']}
1769488135.9138925,SENT,18dcfb53-2ccb-4134-8d4e-5be9d1017456,6b5861c6-621b-4b19-97bf-2813866549c1,c1,c5,3379,?,p1,
1769488135.9140408,CREATED,e8a021c6-5beb-4d72-97a8-cd966afd6119,d3022bf5-f0dc-46be-9ef5-7cefdeb627f3,c1,c5,27,?,?,surb={'id': 'b0730c33-1108-47f7-b7c5-846334578896', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769488136.0736537,RECEIVED,4140830b-5152-4766-8c15-408b9d4542c0,3318a85a-76c2-4ca1-b7f9-24611cd1bfd7,c2,c1,27,p1,?,surb={'id': 'd4c3c9c0-b3be-44e2-a18f-147ab1a8656a', 'route': ['p1', 'e9', 'i9', 'x5', 'p2', 'c2']}
1769488136.2240808,SENT,29b86c9c-b7b0-41e3-b722-2009bf2da04b,b4d4d280-0b5d-4168-9087-35c0ca73f623,c1,c5,3364,?,p1,
1769488136.2242432,CREATED,a9b8cc42-3d1a-4cb6-9dcc-58d0d8b976d1,a56c30bd-0e09-43fe-9ac9-3cc2376e6686,c1,c5,27,?,?,surb={'id': '45bf1ad5-4034-4c90-9215-e0c01c36a8a7', 'route': ['p2', 'e3', 'i5', 'x5', 'p1', 'c1']}
1769488136.2633524,RECEIVED,e982502a-b5b9-450e-8f86-9f28da513cf9,f339e3a8-5729-4e07-8fc7-887105266354,c2,c1,27,p1,?,surb={'id': 'f41c7093-8693-4f9a-a928-e2ad1fc02769', 'route': ['p1', 'e12', 'i10', 'x9', 'p2', 'c2']}
1769488136.4812603,RECEIVED,49c7f633-4a81-4580-a40d-d9cb5cae3157,e47f5ddb-5e9a-4bcf-8a8c-cb7c36793e99,c2,c1,26,p1,?,surb={'id': '3e788803-5305-4d32-aa49-933878f0f49a', 'route': ['p1', 'e10', 'i9', 'x6', 'p2', 'c2']}
1769488136.5077887,RECEIVED,a5ae4439-aa0e-408a-83c7-e5cee2abcb00,70ffe005-589f-411c-a054-ac0dd35e2346,c2,c1,26,p1,?,surb={'id': '5b141846-b439-4444-837a-920414cb4326', 'route': ['p1', 'e10', 'i9', 'x9', 'p2', 'c2']}
1769488136.6434808,SENT,3611146e-153c-4159-b813-c87ea857c6de,2a7b30fd-d7fc-4205-b5b1-f7aef3eb5b43,c1,c5,3384,?,p1,
1769488136.6436286,CREATED,c830f33c-8606-4c91-864e-b6479d20e9c4,0c9b3422-5d07-457c-89e7-36188f829ddd,c1,c5,27,?,?,surb={'id': '45e33a7f-f709-4c27-86d8-978be5c75b1e', 'route': ['p2', 'e4', 'i1', 'x6', 'p1', 'c1']}
1769488136.6883292,SENT,77987c6d-528a-4db4-b49c-212d74d2c502,ebaad34e-0437-4e7a-a465-ca47902bc71d,c1,c5,3364,?,p1,
1769488136.6885016,CREATED,037f0561-b93c-4916-87d5-fe4a4742401d,00c202aa-8eaa-4ebb-ae02-3b27c4754660,c1,c5,26,?,?,surb={'id': 'cdba0ccf-de03-4e7c-add9-13615aba548a', 'route': ['p2', 'e10', 'i5', 'x8', 'p1', 'c1']}
1769488136.9899309,SENT,857a7e02-4e9f-4039-8012-abef9c2eb153,3a577bbf-ba5d-465e-81db-9ed63ac5831e,c1,c5,3391,?,p1,
1769488136.9901066,CREATED,89339e51-2157-4e6a-a1cc-878c924fb9de,e88f4e26-088e-45bc-9a7e-fbde9b3e64f6,c1,c5,27,?,?,surb={'id': 'a58d786b-7561-4c4f-bd48-b03b986df783', 'route': ['p2', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769488137.1249897,SENT,c6c7c167-8669-4f06-9147-f00dd3701dac,25c4bc13-70c4-43a0-880b-2e873f173b9b,c1,c5,3363,?,p1,
1769488137.1257286,CREATED,c265f959-007f-40cb-8d99-f4876aa34478,e8b6e00a-aace-46c1-b112-7a89af4194e8,c1,c5,26,?,?,surb={'id': 'bc245cd0-c46d-46fb-a359-0912e8271cc7', 'route': ['p2', 'e11', 'i12', 'x4', 'p1', 'c1']}
1769488137.1524236,SENT,511804b3-9bc9-43f2-8a2d-93fb03980e82,9cfa6b34-7465-47b7-acb4-970ce8b20703,c1,c5,3360,?,p1,
1769488137.1525235,CREATED,138d305c-da15-4e6e-aacc-39088b7d540f,bad88c59-2884-4905-a809-75fd3ebfd65a,c1,c5,26,?,?,surb={'id': '468e65e0-e0ca-4efa-bf54-6e2473795e6f', 'route': ['p2', 'e2', 'i11', 'x7', 'p1', 'c1']}
1769488137.7296789,RECEIVED,fd755b28-a31f-4929-8e41-abb841c2295f,f24b4f5e-6c96-4f33-8326-4c9f993c18ea,c2,c1,27,p1,?,surb={'id': '5f9b111e-f9ab-46b6-a7f8-ddfa99b6e1bb', 'route': ['p1', 'e2', 'i11', 'x8', 'p2', 'c2']}
1769488138.1484025,SENT,63a9be8d-d680-4ed6-8b9c-2d61b3ca5cc7,a29409fc-6566-4583-98b7-0d157985626b,c1,c5,3392,?,p1,
1769488138.14855,CREATED,99a83cd8-55b8-4a74-a07d-5d2c83df0f98,d7360a70-2fb9-4c46-8505-197ae732f33a,c1,c5,27,?,?,surb={'id': '62366991-3740-4ef2-8f47-5607c05162fc', 'route': ['p2', 'e10', 'i3', 'x1', 'p1', 'c1']}
1769488138.2310224,SENT,82287c07-dcea-40aa-af60-1af446d7276b,490f90cf-f0e3-48f2-b01b-eb217e38e970,c1,c5,3359,?,p1,
1769488138.2311978,CREATED,e2e71daa-72d5-4132-9d66-f81bcb0d51d2,ebafb3a1-ca86-4200-8e7f-c44ac4483a98,c1,c5,26,?,?,surb={'id': '1fb6a52f-bf4f-46d0-b468-c4cd52a04f32', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c1']}
1769488138.2876472,RECEIVED,12c4be99-429d-43c0-8e4c-4ab935f2da9e,35ebf0f1-632e-4dae-9367-ab69e8258e23,c2,c1,27,p1,?,surb={'id': '08c92e1d-919d-4586-ae4f-64deecfd1a31', 'route': ['p1', 'e11', 'i6', 'x12', 'p2', 'c2']}
1769488138.5985134,SENT,faeb84b7-a38f-4151-b53b-1b2cbfe921a7,19cf0449-cc78-48c5-b161-ff58ed8dcb6c,c1,c5,3384,?,p1,
1769488138.5986354,CREATED,a0790054-3645-4dbe-86e9-6c7beb2779ef,2102602c-9626-4d00-ad24-55f947f4e61a,c1,c5,27,?,?,surb={'id': '95ed4373-f274-4e4d-aefa-c7108ffc5bbc', 'route': ['p2', 'e8', 'i2', 'x4', 'p1', 'c1']}
1769488138.6277552,RECEIVED,1bc0abc6-ce74-4c49-9fbc-1da0811d0e82,f82ec29f-7863-46e0-a358-69b5f3235655,c2,c1,27,p1,?,surb={'id': '42b0a2d9-b62d-44b4-aae6-3b9229398309', 'route': ['p1', 'e2', 'i6', 'x4', 'p2', 'c2']}
1769488138.6670418,SENT,cb8774b1-cc66-4c57-ad11-904f9c86bffd,02c2ce8e-cca0-449c-958c-6910a9706b55,c1,c5,3383,?,p1,
1769488138.6671789,CREATED,75390a5e-9efe-43bd-821c-1501a7d1e3eb,1919fdb7-a2c4-46c3-b0bd-876617bf2af1,c1,c5,27,?,?,surb={'id': 'dd9bd0d6-63ff-4cc6-a80f-961437293951', 'route': ['p2', 'e5', 'i9', 'x11', 'p1', 'c1']}
1769488138.78438,RECEIVED,5dd4b0e6-1996-4c89-a2ed-4e3ec89ae356,f41e6537-81cd-4268-836e-27c2f052ba95,c2,c1,27,p1,?,surb={'id': '4430fc48-cd5e-4aad-8504-cecea6877ba7', 'route': ['p1', 'e11', 'i2', 'x4', 'p2', 'c2']}
1769488138.8240073,RECEIVED,de2dbbed-eab6-4db3-b5ee-57359f17e33f,27f7c087-85f9-4883-8f51-a4e007f4f0c0,c2,c1,27,p1,?,surb={'id': '4b8a00cc-d76f-40c3-a4d5-00026440ffb7', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769488138.9411488,RECEIVED,3cbb2a6a-72f8-426b-b8aa-745e94a1858b,6a843536-45a6-491c-aad1-5427d08029aa,c2,c1,27,p1,?,surb={'id': 'a00f387b-116a-4a9b-ad43-0c4a56fdef3f', 'route': ['p1', 'e2', 'i6', 'x5', 'p2', 'c2']}
1769488139.3032627,RECEIVED,80f11412-2a06-44e6-9dba-ac8f12cc4457,301f2dc5-bc16-43c5-b895-aed2aadf0181,c2,c1,27,p1,?,surb={'id': 'b5d298f7-4589-433f-94ef-864537405c85', 'route': ['p1', 'e1', 'i4', 'x3', 'p2', 'c2']}
1769488139.4711542,RECEIVED,cf88e127-27c6-4ad0-8a4a-4fcb83d86adf,019d9689-6ec0-4a67-948b-1aaf33c6cd3a,c2,c1,27,p1,?,surb={'id': '8cd4a500-ea1e-4f17-91c0-7005ad7b823d', 'route': ['p1', 'e5', 'i4', 'x7', 'p2', 'c2']}
1769488139.5110266,RECEIVED,b54ee9d9-3787-4ded-9283-1eb65042d95b,fbe6abfd-fcf9-4ef3-a323-b43b3e743910,c2,c1,27,p1,?,surb={'id': 'd0e2d232-fc23-47a7-8871-ea0cd3fe7507', 'route': ['p1', 'e8', 'i8', 'x11', 'p2', 'c2']}
1769488139.7084646,SENT,6368cfc8-1c7d-4a36-91b4-23db0fdf4929,f69f649f-f8dd-45ce-8ddb-919d3ec434fc,c1,c5,3400,?,p1,
1769488139.708566,CREATED,a9998882-7a6c-481f-bf9d-e0fece679c7f,65e86ed0-c91f-47c2-8330-65de06b65bb4,c1,c5,27,?,?,surb={'id': '0b3b83bd-4f11-4317-b9ef-bc133afe1d8c', 'route': ['p2', 'e8', 'i9', 'x6', 'p1', 'c1']}
1769488139.9379876,RECEIVED,c66b567a-2962-41bc-b760-428fd71a14ff,77970de9-c9ef-42c0-9e61-8027857484b9,c2,c1,26,p1,?,surb={'id': '316ed5c9-28e7-427e-94d4-62aae5c3f9c8', 'route': ['p1', 'e1', 'i3', 'x1', 'p2', 'c2']}
1769488140.0855865,RECEIVED,f410f0df-52e1-4063-bed0-b67e6ed997e6,541631de-5ce0-43a7-a28f-4aeb75c44aff,c2,c1,27,p1,?,surb={'id': '845b2613-30d0-4d89-8320-a3a822d9f9ef', 'route': ['p1', 'e11', 'i5', 'x2', 'p2', 'c2']}
1769488140.105029,RECEIVED,6c2f8a5f-da10-4aa5-bef7-fa6aad69afae,bc81f218-1083-4b90-b23d-14d35eb167b4,c2,c1,27,p1,?,surb={'id': 'ad700ea2-53bb-414f-8c1e-5686e7b354df', 'route': ['p1', 'e12', 'i10', 'x5', 'p2', 'c2']}
1769488140.1628506,SENT,9cd2c2b1-8c2f-4034-94df-d029b027d952,c2bf5d96-f684-4fde-9d6a-0d056bd6c537,c1,c5,3375,?,p1,
1769488140.162951,CREATED,df54f3c5-1405-4de3-be84-31f4356f52bb,b2f8300d-91be-4812-ac65-b77d22bf4330,c1,c5,27,?,?,surb={'id': 'e27a1a13-5930-43dd-b0b6-c9b844991bee', 'route': ['p2', 'e4', 'i5', 'x7', 'p1', 'c1']}
1769488140.2443535,RECEIVED,f56ccb3d-6dfc-4912-87d0-597ca7e664dd,89841b5d-c5ba-4d65-8ab1-ee07c27cadac,c2,c1,27,p1,?,surb={'id': '0ac029fd-6f77-4d7f-9370-9085671e16b9', 'route': ['p1', 'e10', 'i11', 'x12', 'p2', 'c2']}
1769488140.6600032,RECEIVED,67273f4c-c885-4efb-92ce-5fdc6ed35dd5,46e26dc7-257f-4854-9d72-c41d0efa21cc,c2,c1,27,p1,?,surb={'id': '8e6574f2-6e00-4d29-80fc-932aee439f2c', 'route': ['p1', 'e6', 'i7', 'x1', 'p2', 'c2']}
1769488140.763992,SENT,2a8e485e-5bd8-453e-9216-815c2b7b1815,d7c897bf-add5-49f0-906f-fdca59fb9f86,c1,c5,3385,?,p1,
1769488140.7643363,CREATED,0d1426fd-935e-41da-b611-82ddbf49ab3f,a2b1ad0b-975b-43c5-babf-25a14a49835e,c1,c5,27,?,?,surb={'id': '4b46e174-8772-4e1b-bccd-e6883c23e873', 'route': ['p2', 'e2', 'i2', 'x4', 'p1', 'c1']}
1769488140.8424692,RECEIVED,05d7a716-d49e-432b-aec0-217a9c21cb21,7411f23f-ff1d-4dd2-bd9b-1e3adbccdf83,c2,c1,27,p1,?,surb={'id': 'eaade925-88a4-46b9-abe4-34cfbba22896', 'route': ['p1', 'e10', 'i3', 'x11', 'p2', 'c2']}
1769488141.0363266,RECEIVED,ca0bb41d-8d8e-416a-9c2d-f0765735c97b,3814c2e4-489e-4f4a-9d72-ee8363065aae,c2,c1,27,p1,?,surb={'id': '3bfdafbb-1cae-4838-ac5b-9d3f073b2518', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c2']}
1769488141.2705128,RECEIVED,d1e5faa1-1597-494b-994a-0db316395241,efea3dc4-eb42-4403-85af-895f2357b084,c2,c1,27,p1,?,surb={'id': '85492240-644a-46fb-9632-f97e31d2ac9c', 'route': ['p1', 'e1', 'i10', 'x11', 'p2', 'c2']}
1769488141.7621918,RECEIVED,30f9ea60-1a45-47e4-b47b-1197c5a77031,f81b18e9-5b0e-4ab8-b5e7-f156d8b8779b,c2,c1,27,p1,?,surb={'id': '190f58de-b833-4d5e-af1a-0a9c3cfa37a0', 'route': ['p1', 'e8', 'i11', 'x8', 'p2', 'c2']}
1769488142.4463096,RECEIVED,8b118066-c950-4380-a04a-d145ffc6cd5d,bb7cc4df-9d95-4fcc-84ee-8751deb78cca,c2,c1,26,p1,?,surb={'id': '9d794db1-760e-406c-9a3d-12e492cd2503', 'route': ['p1', 'e10', 'i5', 'x5', 'p2', 'c2']}
1769488142.5153995,RECEIVED,cee2b1c8-2e52-4f78-a830-f0e79f30a76a,9b32945c-0cb1-494e-959e-01ff73280749,c2,c1,27,p1,?,surb={'id': '24f06d8b-0b04-4fef-a3b3-0dfcfc485970', 'route': ['p1', 'e12', 'i8', 'x5', 'p2', 'c2']}
1769488142.6162648,RECEIVED,cf2d0f49-58b6-40a9-824a-1b8947391797,06c92a6f-5830-467e-8f79-622868b981b1,c2,c1,26,p1,?,surb={'id': '51b52494-370e-4bcb-ae64-1bf1c79b1600', 'route': ['p1', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769488142.6560411,SENT,5c4f2532-0581-482a-80ee-2d5964394455,b5322c55-df58-454e-bc4c-c5936f4b04b8,c1,c5,3368,?,p1,
1769488142.656117,CREATED,d4da66e3-eaf2-4ad0-b4db-72c45c403bee,33eb6b00-f188-4ab9-bd60-0562ac78ee47,c1,c5,27,?,?,surb={'id': 'c537d32e-c9a7-45bb-9599-77418ff5b514', 'route': ['p2', 'e11', 'i4', 'x8', 'p1', 'c1']}
1769488142.7842693,SENT,bf4f4d2e-059c-4f5f-965c-8e4b51b0d39f,7cacdeb6-dfe0-41fe-8e24-524f6d112c45,c1,c5,3396,?,p1,
1769488142.7843418,CREATED,7d4a3666-8ba4-46ad-9f64-b131bbc5c9ba,cb959791-8623-46c7-adea-7920232cd092,c1,c5,26,?,?,surb={'id': '77abc768-7f07-44fb-8eae-2ce62be915d1', 'route': ['p2', 'e12', 'i5', 'x12', 'p1', 'c1']}
1769488143.4991648,SENT,a1583e38-284d-411b-919a-04ab6cb46075,8e50d823-a323-43b5-b21c-214f3733dad5,c1,c5,3389,?,p1,
1769488143.4992406,CREATED,a00b7c2e-cffb-4831-951a-1edfec91e4fc,0751e112-cb40-4a93-836e-ce9afdea451a,c1,c5,27,?,?,surb={'id': 'e78fc349-f9d5-42d9-9d5c-61e7fe77e98d', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c1']}
1769488143.9772549,SENT,8168afaa-bea4-4f40-8368-26ce54fb0760,80469fcd-b185-4b66-95ef-7332e2e86f31,c1,c5,3406,?,p1,
1769488143.9773977,CREATED,cd915101-2dc9-451f-9a36-3c2ca484dff1,dff997f6-f379-4df2-85e6-d5724466d219,c1,c5,27,?,?,surb={'id': '66d9c859-d8a8-4be9-b464-ad69980af4ac', 'route': ['p2', 'e12', 'i1', 'x5', 'p1', 'c1']}
1769488143.9907346,SENT,35c09107-7d4b-41a2-aceb-7b0b72ad45ee,e82ddac6-31df-435b-9fb1-d7bd141ffef6,c1,c5,3379,?,p1,
1769488143.990908,CREATED,58f3c74a-8a89-43f3-8995-2cee29c68d8a,bd824163-630b-4b75-b190-90fe7713e586,c1,c5,27,?,?,surb={'id': 'fd95240d-0781-40b2-b850-142cd95377de', 'route': ['p2', 'e12', 'i4', 'x9', 'p1', 'c1']}
