Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,6.626856468922133,7.933048864484747,49.510177281680896
e11,6.511680700431519,7.7613426047476155,44.85637221847606
e12,6.1167296073682085,7.349920831865024,32.64402173913044
e1,7.1535887051648475,8.527711949192192,70.70390261367704
e2,6.562168249767443,7.898288669630883,48.95703899537343
e3,6.568527094784776,7.804671999154364,45.67486338797814
e4,6.175057652800645,7.729118624249232,41.1969592259848
e5,6.249559972105286,7.626456008677843,38.879380053908356
e6,6.266519912190775,7.586127040931397,38.41184668989547
e7,6.149687088894037,7.602756711576482,37.156515580736546
e8,6.455293825769515,7.8874121147639915,44.576976421636616
e9,3.8038929397038395,4.488422317969797,6.5234375
i10,6.322235578772057,7.583307243057341,38.67050847457627
i11,6.508566319715673,7.452192930195289,40.978067169294036
i12,6.601066678790913,7.915543426873411,48.43997317236754
i1,6.264399487760118,7.6791057018271776,39.995879120879124
i2,6.616684628405623,7.821176638489636,48.26116373477672
i3,6.448370077303472,7.751531492023561,43.31463068181818
i4,6.471471949884987,7.591088314322623,41.275838466803556
i5,5.65619077648103,7.296224127493664,27.59209645010047
i6,6.2910850980717115,7.571944325127929,38.34070490670352
i7,5.967255243921,7.524167014683543,32.77201365187713
i8,6.314835322806222,7.657740883041957,40.033134526176276
i9,6.507213468570023,7.674307041889032,44.06946354883081
p1,5.191122540055258,5.793688959814904,14.436041024350343
p2,4.878077360249815,5.650261683977849,11.839097281059848
p3,2.970683275779821,4.337928494743198,3.9111424541607898
x10,6.55118351144677,7.901502141746915,47.23414304993253
x11,6.056442412660916,7.4401559708865,34.9159604519774
x12,6.310947788860724,7.605772862679584,38.933557046979864
x1,6.601648728782606,7.819939351957048,45.8125
x2,6.5466838015570445,7.8495408288685535,46.17339832869081
x3,6.432298193936341,7.701181664735375,43.767458100558656
x4,5.833652266555923,7.2885300719130095,28.215405589638717
x5,3.6359621983526056,4.424241355514551,6.165413533834586
x6,7.19791162108209,8.576184760503136,76.29447415329768
x7,6.192600099946962,7.652209449600151,38.13862718707941
x8,6.234044463249053,7.580789507637526,37.282474226804126
x9,6.179364153714782,7.46619187824647,35.20631720430107
